n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2
505,2,256,1,4,1,1,0,15,1,0.000122,965
506,2,256,1,4,1,1,0,15,2,0.000122,965
507,2,256,1,8,1,1,0,1,0,6.8E-05,620
508,2,256,1,8,1,1,0,1,1,5.7E-05,644
509,2,256,1,8,1,1,0,1,2,5.7E-05,644
510,2,256,1,8,1,1,0,2,0,6.3E-05,561
511,2,256,1,8,1,1,0,2,1,5.8E-05,663
512,2,256,1,8,1,1,0,2,2,5.8E-05,663
513,2,256,1,8,1,1,0,3,0,6.9E-05,728
514,2,256,1,8,1,1,0,3,1,7E-05,878
515,2,256,1,8,1,1,0,3,2,7E-05,878
516,2,256,1,8,1,1,0,4,0,5.4E-05,647
517,2,256,1,8,1,1,0,4,1,5.7E-05,678
518,2,256,1,8,1,1,0,4,2,5.7E-05,678
519,2,256,1,8,1,1,0,5,0,5.5E-05,840
520,2,256,1,8,1,1,0,5,1,5.7E-05,870
521,2,256,1,8,1,1,0,5,2,5.7E-05,870
522,2,256,1,8,1,1,0,6,0,6.3E-05,810
523,2,256,1,8,1,1,0,6,1,6.4E-05,931
524,2,256,1,8,1,1,0,6,2,6.4E-05,931
525,2,256,1,8,1,1,0,7,0,5.9E-05,864
526,2,256,1,8,1,1,0,7,1,8E-05,1086
527,2,256,1,8,1,1,0,7,2,8E-05,1086
528,2,256,1,8,1,1,0,8,0,7E-05,802
529,2,256,1,8,1,1,0,8,1,6.1E-05,870
530,2,256,1,8,1,1,0,8,2,6.1E-05,870
531,2,256,1,8,1,1,0,9,0,6.3E-05,1050
532,2,256,1,8,1,1,0,9,1,7.2E-05,1271
533,2,256,1,8,1,1,0,9,2,7.2E-05,1271
534,2,256,1,8,1,1,0,10,0,6E-05,1008
535,2,256,1,8,1,1,0,10,1,6.1E-05,1262
536,2,256,1,8,1,1,0,10,2,7.1E-05,1253
537,2,256,1,8,1,1,0,11,0,5.9E-05,1277
538,2,256,1,8,1,1,0,11,1,5.8E-05,1457
539,2,256,1,8,1,1,0,11,2,5.8E-05,1457
540,2,256,1,8,1,1,0,12,0,6.5E-05,1165
541,2,256,1,8,1,1,0,12,1,7.2E-05,1507
542,2,256,1,8,1,1,0,12,2,7.2E-05,1507
543,2,256,1,8,1,1,0,13,0,6.7E-05,1366
544,2,256,1,8,1,1,0,13,1,7.4E-05,1630
545,2,256,1,8,1,1,0,13,2,7.4E-05,1630
546,2,256,1,8,1,1,0,14,0,7.2E-05,1361
547,2,256,1,8,1,1,0,14,1,8E-05,1640
548,2,256,1,8,1,1,0,14,2,8E-05,1640
549,2,256,1,8,1,1,0,15,0,7.2E-05,1471
550,2,256,1,8,1,1,0,15,1,7.4E-05,1843
551,2,256,1,8,1,1,0,15,2,7.4E-05,1843
552,2,256,2,1,1,1,0,1,0,0.000307,44
553,2,256,2,1,1,1,0,1,1,0.000205,54
554,2,256,2,1,1,1,0,1,2,0.000205,54
555,2,256,2,1,1,1,0,2,0,0.000264,63
556,2,256,2,1,1,1,0,2,1,0.000206,74
557,2,256,2,1,1,1,0,2,2,0.000206,74
558,2,256,2,1,1,1,0,3,0,0.000243,72
559,2,256,2,1,1,1,0,3,1,0.000211,93
560,2,256,2,1,1,1,0,3,2,0.000211,93
561,2,256,2,1,1,1,0,4,0,0.000292,94
562,2,256,2,1,1,1,0,4,1,0.000218,92
563,2,256,2,1,1,1,0,4,2,0.000218,92
564,2,256,2,1,1,1,0,5,0,0.000222,104
565,2,256,2,1,1,1,0,5,1,0.000213,118
566,2,256,2,1,1,1,0,5,2,0.000213,118
567,2,256,2,1,1,1,0,6,0,0.000228,103
568,2,256,2,1,1,1,0,6,1,0.000208,132
569,2,256,2,1,1,1,0,6,2,0.000208,132
570,2,256,2,1,1,1,0,7,0,0.000225,141
571,2,256,2,1,1,1,0,7,1,0.000238,152
572,2,256,2,1,1,1,0,7,2,0.000238,152
573,2,256,2,1,1,1,0,8,0,0.000248,129
574,2,256,2,1,1,1,0,8,1,0.000244,156
575,2,256,2,1,1,1,0,8,2,0.000244,156
576,2,256,2,1,1,1,0,9,0,0.000234,156
577,2,256,2,1,1,1,0,9,1,0.000281,176
578,2,256,2,1,1,1,0,9,2,0.000281,176
579,2,256,2,1,1,1,0,10,0,0.000252,161
580,2,256,2,1,1,1,0,10,1,0.000274,188
581,2,256,2,1,1,1,0,10,2,0.000274,188
582,2,256,2,1,1,1,0,11,0,0.000272,180
583,2,256,2,1,1,1,0,11,1,0.000261,256
584,2,256,2,1,1,1,0,11,2,0.000261,256
585,2,256,2,1,1,1,0,12,0,0.000232,171
586,2,256,2,1,1,1,0,12,1,0.000256,266
587,2,256,2,1,1,1,0,12,2,0.000256,266
588,2,256,2,1,1,1,0,13,0,0.000302,224
589,2,256,2,1,1,1,0,13,1,0.000326,304
590,2,256,2,1,1,1,0,13,2,0.000326,304
591,2,256,2,1,1,1,0,14,0,0.000254,215
592,2,256,2,1,1,1,0,14,1,0.000329,315
593,2,256,2,1,1,1,0,14,2,0.000316,312
594,2,256,2,1,1,1,0,15,0,0.000269,233
595,2,256,2,1,1,1,0,15,1,0.000282,335
596,2,256,2,1,1,1,0,15,2,0.000282,335
597,2,256,2,2,1,1,0,1,0,0.000253,190
598,2,256,2,2,1,1,0,1,1,0.000165,189
599,2,256,2,2,1,1,0,1,2,0.000165,189
600,2,256,2,2,1,1,0,2,0,0.000218,216
601,2,256,2,2,1,1,0,2,1,0.000207,243
602,2,256,2,2,1,1,0,2,2,0.000207,243
603,2,256,2,2,1,1,0,3,0,0.000216,238
604,2,256,2,2,1,1,0,3,1,0.000192,258
605,2,256,2,2,1,1,0,3,2,0.000192,258
606,2,256,2,2,1,1,0,4,0,0.000194,292
607,2,256,2,2,1,1,0,4,1,0.000228,270
608,2,256,2,2,1,1,0,4,2,0.000228,270
609,2,256,2,2,1,1,0,5,0,0.000214,333
610,2,256,2,2,1,1,0,5,1,0.000206,302
611,2,256,2,2,1,1,0,5,2,0.000206,302
612,2,256,2,2,1,1,0,6,0,0.00023,303
613,2,256,2,2,1,1,0,6,1,0.000238,374
614,2,256,2,2,1,1,0,6,2,0.000238,374
615,2,256,2,2,1,1,0,7,0,0.000258,347
616,2,256,2,2,1,1,0,7,1,0.000214,378
617,2,256,2,2,1,1,0,7,2,0.000214,378
618,2,256,2,2,1,1,0,8,0,0.000205,326
619,2,256,2,2,1,1,0,8,1,0.000219,382
620,2,256,2,2,1,1,0,8,2,0.000219,382
621,2,256,2,2,1,1,0,9,0,0.000273,392
622,2,256,2,2,1,1,0,9,1,0.000234,464
623,2,256,2,2,1,1,0,9,2,0.000234,464
624,2,256,2,2,1,1,0,10,0,0.000246,430
625,2,256,2,2,1,1,0,10,1,0.00024,492
626,2,256,2,2,1,1,0,10,2,0.000246,484
627,2,256,2,2,1,1,0,11,0,0.000237,438
628,2,256,2,2,1,1,0,11,1,0.000252,572
629,2,256,2,2,1,1,0,11,2,0.000266,572
630,2,256,2,2,1,1,0,12,0,0.000235,423
631,2,256,2,2,1,1,0,12,1,0.000239,598
632,2,256,2,2,1,1,0,12,2,0.000239,598
633,2,256,2,2,1,1,0,13,0,0.000265,496
634,2,256,2,2,1,1,0,13,1,0.00027,641
635,2,256,2,2,1,1,0,13,2,0.00027,641
636,2,256,2,2,1,1,0,14,0,0.000255,489
637,2,256,2,2,1,1,0,14,1,0.000269,672
638,2,256,2,2,1,1,0,14,2,0.000267,663
639,2,256,2,2,1,1,0,15,0,0.000266,540
640,2,256,2,2,1,1,0,15,1,0.000284,724
641,2,256,2,2,1,1,0,15,2,0.000284,724
642,2,256,2,4,1,1,0,1,0,0.000124,356
643,2,256,2,4,1,1,0,1,1,9E-05,410
644,2,256,2,4,1,1,0,1,2,9E-05,410
645,2,256,2,4,1,1,0,2,0,0.000107,372
646,2,256,2,4,1,1,0,2,1,9.6E-05,422
647,2,256,2,4,1,1,0,2,2,9.6E-05,422
648,2,256,2,4,1,1,0,3,0,0.000108,444
649,2,256,2,4,1,1,0,3,1,0.000121,498
650,2,256,2,4,1,1,0,3,2,0.000121,498
651,2,256,2,4,1,1,0,4,0,9.9E-05,467
652,2,256,2,4,1,1,0,4,1,0.000103,508
653,2,256,2,4,1,1,0,4,2,0.000103,508
654,2,256,2,4,1,1,0,5,0,0.000116,551
655,2,256,2,4,1,1,0,5,1,0.000118,564
656,2,256,2,4,1,1,0,5,2,0.000118,564
657,2,256,2,4,1,1,0,6,0,0.000121,552
658,2,256,2,4,1,1,0,6,1,0.00011,661
659,2,256,2,4,1,1,0,6,2,0.00011,661
660,2,256,2,4,1,1,0,7,0,0.000112,636
661,2,256,2,4,1,1,0,7,1,0.000114,710
662,2,256,2,4,1,1,0,7,2,0.000114,710
663,2,256,2,4,1,1,0,8,0,0.000107,570
664,2,256,2,4,1,1,0,8,1,0.000103,713
665,2,256,2,4,1,1,0,8,2,0.000103,713
666,2,256,2,4,1,1,0,9,0,0.000137,730
667,2,256,2,4,1,1,0,9,1,0.000112,839
668,2,256,2,4,1,1,0,9,2,0.000112,839
669,2,256,2,4,1,1,0,10,0,0.000113,747
670,2,256,2,4,1,1,0,10,1,0.000122,895
671,2,256,2,4,1,1,0,10,2,0.000122,895
672,2,256,2,4,1,1,0,11,0,0.000117,873
673,2,256,2,4,1,1,0,11,1,0.000136,1081
674,2,256,2,4,1,1,0,11,2,0.000136,1081
675,2,256,2,4,1,1,0,12,0,0.000112,801
676,2,256,2,4,1,1,0,12,1,0.00014,1102
677,2,256,2,4,1,1,0,12,2,0.00014,1102
678,2,256,2,4,1,1,0,13,0,0.000126,920
679,2,256,2,4,1,1,0,13,1,0.000134,1209
680,2,256,2,4,1,1,0,13,2,0.000134,1209
681,2,256,2,4,1,1,0,14,0,0.000144,970
682,2,256,2,4,1,1,0,14,1,0.000144,1296
683,2,256,2,4,1,1,0,14,2,0.000144,1296
684,2,256,2,4,1,1,0,15,0,0.000135,1056
685,2,256,2,4,1,1,0,15,1,0.00014,1410
686,2,256,2,4,1,1,0,15,2,0.00014,1410
687,2,256,2,8,1,1,0,1,0,7.1E-05,628
688,2,256,2,8,1,1,0,1,1,5.7E-05,583
689,2,256,2,8,1,1,0,1,2,5.7E-05,583
690,2,256,2,8,1,1,0,2,0,6.4E-05,675
691,2,256,2,8,1,1,0,2,1,6E-05,775
692,2,256,2,8,1,1,0,2,2,6E-05,775
693,2,256,2,8,1,1,0,3,0,6.4E-05,827
694,2,256,2,8,1,1,0,3,1,5.8E-05,920
695,2,256,2,8,1,1,0,3,2,5.8E-05,920
696,2,256,2,8,1,1,0,4,0,6.4E-05,849
697,2,256,2,8,1,1,0,4,1,5.6E-05,925
698,2,256,2,8,1,1,0,4,2,5.7E-05,910
699,2,256,2,8,1,1,0,5,0,6.7E-05,1041
700,2,256,2,8,1,1,0,5,1,6.8E-05,1016
701,2,256,2,8,1,1,0,5,2,6.8E-05,1016
702,2,256,2,8,1,1,0,6,0,6.8E-05,1069
703,2,256,2,8,1,1,0,6,1,6.6E-05,1219
704,2,256,2,8,1,1,0,6,2,6.6E-05,1219
705,2,256,2,8,1,1,0,7,0,7.7E-05,1196
706,2,256,2,8,1,1,0,7,1,8.2E-05,1356
707,2,256,2,8,1,1,0,7,2,8.2E-05,1356
708,2,256,2,8,1,1,0,8,0,6.3E-05,1072
709,2,256,2,8,1,1,0,8,1,8.5E-05,1332
710,2,256,2,8,1,1,0,8,2,8.5E-05,1332
711,2,256,2,8,1,1,0,9,0,7.9E-05,1333
712,2,256,2,8,1,1,0,9,1,8.2E-05,1494
713,2,256,2,8,1,1,0,9,2,8.2E-05,1494
714,2,256,2,8,1,1,0,10,0,7.8E-05,1367
715,2,256,2,8,1,1,0,10,1,7.5E-05,1608
716,2,256,2,8,1,1,0,10,2,7.5E-05,1608
717,2,256,2,8,1,1,0,11,0,8.6E-05,1556
718,2,256,2,8,1,1,0,11,1,7.7E-05,1704
719,2,256,2,8,1,1,0,11,2,7.7E-05,1704
720,2,256,2,8,1,1,0,12,0,8E-05,1423
721,2,256,2,8,1,1,0,12,1,7.5E-05,1780
722,2,256,2,8,1,1,0,12,2,8.1E-05,1792
723,2,256,2,8,1,1,0,13,0,8.2E-05,1753
724,2,256,2,8,1,1,0,13,1,8.4E-05,2124
725,2,256,2,8,1,1,0,13,2,8.4E-05,2124
726,2,256,2,8,1,1,0,14,0,8.3E-05,1740
727,2,256,2,8,1,1,0,14,1,8.6E-05,2112
728,2,256,2,8,1,1,0,14,2,8.5E-05,2098
729,2,256,2,8,1,1,0,15,0,9.4E-05,1972
730,2,256,2,8,1,1,0,15,1,8.6E-05,2328
731,2,256,2,8,1,1,0,15,2,8.6E-05,2328
732,2,256,4,1,1,1,0,1,0,0.000309,45
733,2,256,4,1,1,1,0,1,1,0.000213,58
734,2,256,4,1,1,1,0,1,2,0.000213,58
735,2,256,4,1,1,1,0,2,0,0.000263,67
736,2,256,4,1,1,1,0,2,1,0.000228,80
737,2,256,4,1,1,1,0,2,2,0.000226,78
738,2,256,4,1,1,1,0,3,0,0.000263,78
739,2,256,4,1,1,1,0,3,1,0.000214,90
740,2,256,4,1,1,1,0,3,2,0.000214,90
741,2,256,4,1,1,1,0,4,0,0.000256,84
742,2,256,4,1,1,1,0,4,1,0.000215,94
743,2,256,4,1,1,1,0,4,2,0.000215,94
744,2,256,4,1,1,1,0,5,0,0.000239,106
745,2,256,4,1,1,1,0,5,1,0.000209,116
746,2,256,4,1,1,1,0,5,2,0.000209,116
747,2,256,4,1,1,1,0,6,0,0.000235,111
748,2,256,4,1,1,1,0,6,1,0.000237,128
749,2,256,4,1,1,1,0,6,2,0.000237,128
750,2,256,4,1,1,1,0,7,0,0.00024,124
751,2,256,4,1,1,1,0,7,1,0.000248,150
752,2,256,4,1,1,1,0,7,2,0.000233,150
753,2,256,4,1,1,1,0,8,0,0.000235,129
754,2,256,4,1,1,1,0,8,1,0.000242,148
755,2,256,4,1,1,1,0,8,2,0.000242,148
756,2,256,4,1,1,1,0,9,0,0.000264,159
757,2,256,4,1,1,1,0,9,1,0.000269,167
758,2,256,4,1,1,1,0,9,2,0.000269,167
759,2,256,4,1,1,1,0,10,0,0.000274,154
760,2,256,4,1,1,1,0,10,1,0.000268,184
761,2,256,4,1,1,1,0,10,2,0.000265,181
762,2,256,4,1,1,1,0,11,0,0.000299,186
763,2,256,4,1,1,1,0,11,1,0.00023,251
764,2,256,4,1,1,1,0,11,2,0.00023,251
765,2,256,4,1,1,1,0,12,0,0.000232,172
766,2,256,4,1,1,1,0,12,1,0.000319,263
767,2,256,4,1,1,1,0,12,2,0.000319,263
768,2,256,4,1,1,1,0,13,0,0.000306,211
769,2,256,4,1,1,1,0,13,1,0.000277,296
770,2,256,4,1,1,1,0,13,2,0.000277,296
771,2,256,4,1,1,1,0,14,0,0.000281,203
772,2,256,4,1,1,1,0,14,1,0.000262,306
773,2,256,4,1,1,1,0,14,2,0.000262,306
774,2,256,4,1,1,1,0,15,0,0.000296,247
775,2,256,4,1,1,1,0,15,1,0.000283,323
776,2,256,4,1,1,1,0,15,2,0.000283,323
777,2,256,4,2,1,1,0,1,0,0.000258,199
778,2,256,4,2,1,1,0,1,1,0.000185,206
779,2,256,4,2,1,1,0,1,2,0.000185,206
780,2,256,4,2,1,1,0,2,0,0.000193,220
781,2,256,4,2,1,1,0,2,1,0.000176,232
782,2,256,4,2,1,1,0,2,2,0.000176,232
783,2,256,4,2,1,1,0,3,0,0.000208,220
784,2,256,4,2,1,1,0,3,1,0.000193,253
785,2,256,4,2,1,1,0,3,2,0.000206,253
786,2,256,4,2,1,1,0,4,0,0.000192,259
787,2,256,4,2,1,1,0,4,1,0.000188,265
788,2,256,4,2,1,1,0,4,2,0.000188,265
789,2,256,4,2,1,1,0,5,0,0.000224,298
790,2,256,4,2,1,1,0,5,1,0.000202,324
791,2,256,4,2,1,1,0,5,2,0.000202,324
792,2,256,4,2,1,1,0,6,0,0.000221,304
793,2,256,4,2,1,1,0,6,1,0.00021,330
794,2,256,4,2,1,1,0,6,2,0.00021,330
795,2,256,4,2,1,1,0,7,0,0.000241,352
796,2,256,4,2,1,1,0,7,1,0.000221,362
797,2,256,4,2,1,1,0,7,2,0.000221,362
798,2,256,4,2,1,1,0,8,0,0.000196,323
799,2,256,4,2,1,1,0,8,1,0.000222,366
800,2,256,4,2,1,1,0,8,2,0.000222,366
801,2,256,4,2,1,1,0,9,0,0.000249,375
802,2,256,4,2,1,1,0,9,1,0.000239,470
803,2,256,4,2,1,1,0,9,2,0.000239,470
804,2,256,4,2,1,1,0,10,0,0.000258,404
805,2,256,4,2,1,1,0,10,1,0.000248,462
806,2,256,4,2,1,1,0,10,2,0.000248,462
807,2,256,4,2,1,1,0,11,0,0.000243,461
808,2,256,4,2,1,1,0,11,1,0.000252,566
809,2,256,4,2,1,1,0,11,2,0.000252,566
810,2,256,4,2,1,1,0,12,0,0.000253,440
811,2,256,4,2,1,1,0,12,1,0.000285,590
812,2,256,4,2,1,1,0,12,2,0.000285,590
813,2,256,4,2,1,1,0,13,0,0.000256,499
814,2,256,4,2,1,1,0,13,1,0.000272,630
815,2,256,4,2,1,1,0,13,2,0.000272,630
816,2,256,4,2,1,1,0,14,0,0.000278,488
817,2,256,4,2,1,1,0,14,1,0.00026,668
818,2,256,4,2,1,1,0,14,2,0.00026,668
819,2,256,4,2,1,1,0,15,0,0.000259,572
820,2,256,4,2,1,1,0,15,1,0.000282,722
821,2,256,4,2,1,1,0,15,2,0.000282,722
822,2,256,4,4,1,1,0,1,0,0.000115,381
823,2,256,4,4,1,1,0,1,1,1E-04,383
824,2,256,4,4,1,1,0,1,2,1E-04,383
825,2,256,4,4,1,1,0,2,0,0.000128,385
826,2,256,4,4,1,1,0,2,1,1E-04,437
827,2,256,4,4,1,1,0,2,2,1E-04,437
828,2,256,4,4,1,1,0,3,0,0.000126,445
829,2,256,4,4,1,1,0,3,1,0.000103,508
830,2,256,4,4,1,1,0,3,2,0.000103,508
831,2,256,4,4,1,1,0,4,0,0.000105,465
832,2,256,4,4,1,1,0,4,1,9.4E-05,495
833,2,256,4,4,1,1,0,4,2,9.4E-05,495
834,2,256,4,4,1,1,0,5,0,0.000121,568
835,2,256,4,4,1,1,0,5,1,0.000104,651
836,2,256,4,4,1,1,0,5,2,0.000104,651
837,2,256,4,4,1,1,0,6,0,0.000117,561
838,2,256,4,4,1,1,0,6,1,0.000124,663
839,2,256,4,4,1,1,0,6,2,0.000124,663
840,2,256,4,4,1,1,0,7,0,0.000129,662
841,2,256,4,4,1,1,0,7,1,0.000119,728
842,2,256,4,4,1,1,0,7,2,0.000119,728
843,2,256,4,4,1,1,0,8,0,0.000108,609
844,2,256,4,4,1,1,0,8,1,0.000104,721
845,2,256,4,4,1,1,0,8,2,0.000104,721
846,2,256,4,4,1,1,0,9,0,0.000122,739
847,2,256,4,4,1,1,0,9,1,0.000122,888
848,2,256,4,4,1,1,0,9,2,0.000122,888
849,2,256,4,4,1,1,0,10,0,0.000122,763
850,2,256,4,4,1,1,0,10,1,0.000133,883
851,2,256,4,4,1,1,0,10,2,0.000133,883
852,2,256,4,4,1,1,0,11,0,0.000127,896
853,2,256,4,4,1,1,0,11,1,0.000135,1049
854,2,256,4,4,1,1,0,11,2,0.000135,1049
855,2,256,4,4,1,1,0,12,0,0.000128,796
856,2,256,4,4,1,1,0,12,1,0.000148,1109
857,2,256,4,4,1,1,0,12,2,0.000148,1109
858,2,256,4,4,1,1,0,13,0,0.000142,972
859,2,256,4,4,1,1,0,13,1,0.000139,1238
860,2,256,4,4,1,1,0,13,2,0.000139,1238
861,2,256,4,4,1,1,0,14,0,0.000132,926
862,2,256,4,4,1,1,0,14,1,0.000137,1307
863,2,256,4,4,1,1,0,14,2,0.000138,1285
864,2,256,4,4,1,1,0,15,0,0.000144,1028
865,2,256,4,4,1,1,0,15,1,0.000136,1330
866,2,256,4,4,1,1,0,15,2,0.000136,1330
867,2,256,4,8,1,1,0,1,0,8.7E-05,646
868,2,256,4,8,1,1,0,1,1,6.2E-05,663
869,2,256,4,8,1,1,0,1,2,6.2E-05,663
870,2,256,4,8,1,1,0,2,0,7.6E-05,753
871,2,256,4,8,1,1,0,2,1,6.9E-05,864
872,2,256,4,8,1,1,0,2,2,6.9E-05,864
873,2,256,4,8,1,1,0,3,0,6.8E-05,828
874,2,256,4,8,1,1,0,3,1,6.6E-05,871
875,2,256,4,8,1,1,0,3,2,6.6E-05,871
876,2,256,4,8,1,1,0,4,0,6.3E-05,902
877,2,256,4,8,1,1,0,4,1,6.3E-05,885
878,2,256,4,8,1,1,0,4,2,6.3E-05,885
879,2,256,4,8,1,1,0,5,0,7.6E-05,1022
880,2,256,4,8,1,1,0,5,1,7E-05,1095
881,2,256,4,8,1,1,0,5,2,7E-05,1095
882,2,256,4,8,1,1,0,6,0,7.6E-05,996
883,2,256,4,8,1,1,0,6,1,7.5E-05,1217
884,2,256,4,8,1,1,0,6,2,7.5E-05,1217
885,2,256,4,8,1,1,0,7,0,8E-05,1118
886,2,256,4,8,1,1,0,7,1,7.7E-05,1354
887,2,256,4,8,1,1,0,7,2,7.7E-05,1354
888,2,256,4,8,1,1,0,8,0,6.8E-05,1078
889,2,256,4,8,1,1,0,8,1,7.8E-05,1292
890,2,256,4,8,1,1,0,8,2,7.8E-05,1292
891,2,256,4,8,1,1,0,9,0,7.7E-05,1362
892,2,256,4,8,1,1,0,9,1,8E-05,1444
893,2,256,4,8,1,1,0,9,2,8E-05,1444
894,2,256,4,8,1,1,0,10,0,8.5E-05,1349
895,2,256,4,8,1,1,0,10,1,8.1E-05,1612
896,2,256,4,8,1,1,0,10,2,8.1E-05,1612
897,2,256,4,8,1,1,0,11,0,7.7E-05,1532
898,2,256,4,8,1,1,0,11,1,8.4E-05,1731
899,2,256,4,8,1,1,0,11,2,8.4E-05,1731
900,2,256,4,8,1,1,0,12,0,8.6E-05,1414
901,2,256,4,8,1,1,0,12,1,8.4E-05,1827
902,2,256,4,8,1,1,0,12,2,8.4E-05,1827
903,2,256,4,8,1,1,0,13,0,9.4E-05,1683
904,2,256,4,8,1,1,0,13,1,9E-05,2093
905,2,256,4,8,1,1,0,13,2,9E-05,2093
906,2,256,4,8,1,1,0,14,0,9.2E-05,1651
907,2,256,4,8,1,1,0,14,1,9.9E-05,2197
908,2,256,4,8,1,1,0,14,2,9.9E-05,2197
909,2,256,4,8,1,1,0,15,0,8.3E-05,1872
910,2,256,4,8,1,1,0,15,1,9.1E-05,2188
911,2,256,4,8,1,1,0,15,2,9.1E-05,2188
912,2,256,8,1,1,1,0,1,0,0.000317,43
913,2,256,8,1,1,1,0,1,1,0.000221,54
914,2,256,8,1,1,1,0,1,2,0.000221,54
915,2,256,8,1,1,1,0,2,0,0.000292,61
916,2,256,8,1,1,1,0,2,1,0.000247,85
917,2,256,8,1,1,1,0,2,2,0.000247,85
918,2,256,8,1,1,1,0,3,0,0.000265,78
919,2,256,8,1,1,1,0,3,1,0.000223,91
920,2,256,8,1,1,1,0,3,2,0.000223,91
921,2,256,8,1,1,1,0,4,0,0.000237,89
922,2,256,8,1,1,1,0,4,1,0.000226,94
923,2,256,8,1,1,1,0,4,2,0.000226,94
924,2,256,8,1,1,1,0,5,0,0.000229,105
925,2,256,8,1,1,1,0,5,1,0.000219,113
926,2,256,8,1,1,1,0,5,2,0.000219,113
927,2,256,8,1,1,1,0,6,0,0.000242,103
928,2,256,8,1,1,1,0,6,1,0.000215,115
929,2,256,8,1,1,1,0,6,2,0.000215,115
930,2,256,8,1,1,1,0,7,0,0.000235,128
931,2,256,8,1,1,1,0,7,1,0.000222,148
932,2,256,8,1,1,1,0,7,2,0.000222,148
933,2,256,8,1,1,1,0,8,0,0.000246,125
934,2,256,8,1,1,1,0,8,1,0.000251,144
935,2,256,8,1,1,1,0,8,2,0.000251,144
936,2,256,8,1,1,1,0,9,0,0.00024,152
937,2,256,8,1,1,1,0,9,1,0.000255,176
938,2,256,8,1,1,1,0,9,2,0.000255,176
939,2,256,8,1,1,1,0,10,0,0.000275,165
940,2,256,8,1,1,1,0,10,1,0.00031,200
941,2,256,8,1,1,1,0,10,2,0.00031,200
942,2,256,8,1,1,1,0,11,0,0.000235,175
943,2,256,8,1,1,1,0,11,1,0.000264,243
944,2,256,8,1,1,1,0,11,2,0.000264,243
945,2,256,8,1,1,1,0,12,0,0.000277,168
946,2,256,8,1,1,1,0,12,1,0.00026,255
947,2,256,8,1,1,1,0,12,2,0.00026,255
948,2,256,8,1,1,1,0,13,0,0.000307,202
949,2,256,8,1,1,1,0,13,1,0.000264,280
950,2,256,8,1,1,1,0,13,2,0.000264,280
951,2,256,8,1,1,1,0,14,0,0.000277,219
952,2,256,8,1,1,1,0,14,1,0.000286,316
953,2,256,8,1,1,1,0,14,2,0.000286,316
954,2,256,8,1,1,1,0,15,0,0.000299,229
955,2,256,8,1,1,1,0,15,1,0.000299,313
956,2,256,8,1,1,1,0,15,2,0.000299,313
957,2,256,8,2,1,1,0,1,0,0.000253,235
958,2,256,8,2,1,1,0,1,1,0.00018,221
959,2,256,8,2,1,1,0,1,2,0.00018,221
960,2,256,8,2,1,1,0,2,0,0.000249,203
961,2,256,8,2,1,1,0,2,1,0.000192,240
962,2,256,8,2,1,1,0,2,2,0.000192,240
963,2,256,8,2,1,1,0,3,0,0.000216,226
964,2,256,8,2,1,1,0,3,1,0.000219,257
965,2,256,8,2,1,1,0,3,2,0.000219,257
966,2,256,8,2,1,1,0,4,0,0.00022,288
967,2,256,8,2,1,1,0,4,1,0.000195,280
968,2,256,8,2,1,1,0,4,2,0.000188,274
969,2,256,8,2,1,1,0,5,0,0.000214,301
970,2,256,8,2,1,1,0,5,1,0.000216,319
971,2,256,8,2,1,1,0,5,2,0.000216,319
972,2,256,8,2,1,1,0,6,0,0.000227,297
973,2,256,8,2,1,1,0,6,1,0.000231,380
974,2,256,8,2,1,1,0,6,2,0.000231,380
975,2,256,8,2,1,1,0,7,0,0.000278,333
976,2,256,8,2,1,1,0,7,1,0.00028,371
977,2,256,8,2,1,1,0,7,2,0.00028,371
978,2,256,8,2,1,1,0,8,0,0.00022,321
979,2,256,8,2,1,1,0,8,1,0.00022,379
980,2,256,8,2,1,1,0,8,2,0.00022,379
981,2,256,8,2,1,1,0,9,0,0.000246,394
982,2,256,8,2,1,1,0,9,1,0.00026,433
983,2,256,8,2,1,1,0,9,2,0.00026,433
984,2,256,8,2,1,1,0,10,0,0.000253,405
985,2,256,8,2,1,1,0,10,1,0.000283,451
986,2,256,8,2,1,1,0,10,2,0.000283,451
987,2,256,8,2,1,1,0,11,0,0.000259,448
988,2,256,8,2,1,1,0,11,1,0.000277,552
989,2,256,8,2,1,1,0,11,2,0.000277,552
990,2,256,8,2,1,1,0,12,0,0.000268,455
991,2,256,8,2,1,1,0,12,1,0.000275,554
992,2,256,8,2,1,1,0,12,2,0.000275,554
993,2,256,8,2,1,1,0,13,0,0.000266,490
994,2,256,8,2,1,1,0,13,1,0.000276,610
995,2,256,8,2,1,1,0,13,2,0.000276,610
996,2,256,8,2,1,1,0,14,0,0.000269,485
997,2,256,8,2,1,1,0,14,1,0.00031,671
998,2,256,8,2,1,1,0,14,2,0.00031,671
999,2,256,8,2,1,1,0,15,0,0.000281,536
1000,2,256,8,2,1,1,0,15,1,0.000286,704
1001,2,256,8,2,1,1,0,15,2,0.000286,704
1002,2,256,8,4,1,1,0,1,0,0.000136,359
1003,2,256,8,4,1,1,0,1,1,0.000107,362
1004,2,256,8,4,1,1,0,1,2,0.000107,362
