n,KNOB_MAT_SIZE,KNOB_UNROLL_FACTOR1,KNOB_UNROLL_FACTOR2,KNOB_UNROLL_FACTOR3,KNOB_SUBDIM_X,KNOB_SUBDIM_Y,B,KNOB_DATA_BLOCK,obj1,obj2,lut,ff,dsp,bram
2635,1024,2,1,2,4,16,0,512,0.000141,41,172,29,1,0
2636,1024,2,1,2,4,16,0,256,0.000168,89,299,36,1,0
2637,1024,2,1,2,4,16,0,128,0.000155,161,519,63,1,0
2640,1024,2,1,2,8,1,0,1024,0.000103,29,127,25,1,0
2641,1024,2,1,2,8,1,0,512,0.000105,56,256,27,1,0
2642,1024,2,1,2,8,1,0,256,0.000110,91,317,31,1,0
2643,1024,2,1,2,8,1,0,128,0.000123,177,529,52,1,0
2646,1024,2,1,2,8,2,0,1024,0.000103,29,127,25,1,0
2647,1024,2,1,2,8,2,0,512,0.000105,56,256,27,1,0
2648,1024,2,1,2,8,2,0,256,0.000110,91,317,31,1,0
2649,1024,2,1,2,8,2,0,128,0.000123,177,529,52,1,0
2652,1024,2,1,2,8,4,0,1024,0.000103,29,127,25,1,0
2653,1024,2,1,2,8,4,0,512,0.000105,56,256,27,1,0
2654,1024,2,1,2,8,4,0,256,0.000110,91,317,31,1,0
2655,1024,2,1,2,8,4,0,128,0.000123,177,529,52,1,0
2658,1024,2,1,2,8,8,0,1024,0.000103,29,127,25,1,0
2659,1024,2,1,2,8,8,0,512,0.000105,56,256,27,1,0
2660,1024,2,1,2,8,8,0,256,0.000110,91,317,31,1,0
2661,1024,2,1,2,8,8,0,128,0.000123,177,529,52,1,0
2664,1024,2,1,2,8,16,0,1024,0.000103,29,127,25,1,0
2665,1024,2,1,2,8,16,0,512,0.000105,56,256,27,1,0
2666,1024,2,1,2,8,16,0,256,0.000110,91,317,31,1,0
2667,1024,2,1,2,8,16,0,128,0.000123,177,529,52,1,0
2670,1024,2,1,2,16,1,0,1024,0.000112,36,188,60,1,0
2671,1024,2,1,2,16,1,0,512,0.000092,60,251,62,1,0
2672,1024,2,1,2,16,1,0,256,0.000095,85,293,66,1,0
2673,1024,2,1,2,16,1,0,128,0.000180,145,455,84,1,0
2676,1024,2,1,2,16,2,0,1024,0.000112,36,188,60,1,0
2677,1024,2,1,2,16,2,0,512,0.000092,60,251,62,1,0
2678,1024,2,1,2,16,2,0,256,0.000095,85,293,66,1,0
2679,1024,2,1,2,16,2,0,128,0.000180,145,455,84,1,0
2682,1024,2,1,2,16,4,0,1024,0.000112,36,188,60,1,0
2683,1024,2,1,2,16,4,0,512,0.000092,60,251,62,1,0
2684,1024,2,1,2,16,4,0,256,0.000095,85,293,66,1,0
2685,1024,2,1,2,16,4,0,128,0.000180,145,455,84,1,0
2688,1024,2,1,2,16,8,0,1024,0.000112,36,188,60,1,0
2689,1024,2,1,2,16,8,0,512,0.000092,60,251,62,1,0
2690,1024,2,1,2,16,8,0,256,0.000095,85,293,66,1,0
2691,1024,2,1,2,16,8,0,128,0.000180,145,455,84,1,0
2694,1024,2,1,2,16,16,0,1024,0.000112,36,188,60,1,0
2695,1024,2,1,2,16,16,0,512,0.000092,60,251,62,1,0
2696,1024,2,1,2,16,16,0,256,0.000095,85,293,66,1,0
2697,1024,2,1,2,16,16,0,128,0.000180,145,455,84,1,0
2700,1024,2,1,4,1,1,0,1024,0.000186,33,150,30,1,0
2701,1024,2,1,4,1,1,0,512,0.000181,71,213,32,1,0
2702,1024,2,1,4,1,1,0,256,0.000240,82,270,36,1,0
2703,1024,2,1,4,1,1,0,128,0.000430,155,426,56,1,0
2706,1024,2,1,4,1,2,0,1024,0.000173,35,150,30,1,0
2707,1024,2,1,4,1,2,0,512,0.000181,71,213,32,1,0
2708,1024,2,1,4,1,2,0,256,0.000240,82,270,36,1,0
2709,1024,2,1,4,1,2,0,128,0.000430,155,426,56,1,0
2712,1024,2,1,4,1,4,0,1024,0.000186,33,150,30,1,0
2713,1024,2,1,4,1,4,0,512,0.000181,71,213,32,1,0
2714,1024,2,1,4,1,4,0,256,0.000240,82,270,36,1,0
2715,1024,2,1,4,1,4,0,128,0.000430,155,426,56,1,0
2718,1024,2,1,4,1,8,0,1024,0.000186,33,150,30,1,0
2719,1024,2,1,4,1,8,0,512,0.000181,71,213,32,1,0
2720,1024,2,1,4,1,8,0,256,0.000240,82,270,36,1,0
2721,1024,2,1,4,1,8,0,128,0.000430,155,426,56,1,0
2724,1024,2,1,4,1,16,0,1024,0.000173,35,150,30,1,0
2725,1024,2,1,4,1,16,0,512,0.000181,71,213,32,1,0
2726,1024,2,1,4,1,16,0,256,0.000240,82,270,36,1,0
2727,1024,2,1,4,1,16,0,128,0.000430,155,426,56,1,0
2730,1024,2,1,4,2,1,0,1024,0.000145,31,146,28,1,0
2731,1024,2,1,4,2,1,0,512,0.000158,59,242,30,1,0
2732,1024,2,1,4,2,1,0,256,0.000165,81,321,34,1,0
2733,1024,2,1,4,2,1,0,128,0.000208,158,471,57,1,0
2736,1024,2,1,4,2,2,0,1024,0.000145,31,146,28,1,0
2737,1024,2,1,4,2,2,0,512,0.000158,59,242,30,1,0
2738,1024,2,1,4,2,2,0,256,0.000165,81,321,34,1,0
2739,1024,2,1,4,2,2,0,128,0.000208,158,471,57,1,0
2742,1024,2,1,4,2,4,0,1024,0.000145,31,146,28,1,0
2743,1024,2,1,4,2,4,0,512,0.000158,59,242,30,1,0
2744,1024,2,1,4,2,4,0,256,0.000165,81,321,34,1,0
2745,1024,2,1,4,2,4,0,128,0.000208,158,471,57,1,0
2748,1024,2,1,4,2,8,0,1024,0.000145,31,146,28,1,0
2749,1024,2,1,4,2,8,0,512,0.000158,59,242,30,1,0
2750,1024,2,1,4,2,8,0,256,0.000165,81,321,34,1,0
2751,1024,2,1,4,2,8,0,128,0.000208,158,471,57,1,0
2754,1024,2,1,4,2,16,0,1024,0.000145,31,146,28,1,0
2755,1024,2,1,4,2,16,0,512,0.000158,59,242,30,1,0
2756,1024,2,1,4,2,16,0,256,0.000165,81,321,34,1,0
2757,1024,2,1,4,2,16,0,128,0.000208,158,471,57,1,0
2760,1024,2,1,4,4,1,0,1024,0.000154,32,145,56,1,0
2761,1024,2,1,4,4,1,0,512,0.000167,46,181,58,1,0
2762,1024,2,1,4,4,1,0,256,0.000110,113,250,62,1,0
2763,1024,2,1,4,4,1,0,128,0.000207,148,467,80,1,0
2766,1024,2,1,4,4,2,0,1024,0.000154,32,145,56,1,0
2767,1024,2,1,4,4,2,0,512,0.000149,46,181,58,1,0
2768,1024,2,1,4,4,2,0,256,0.000110,113,250,62,1,0
2769,1024,2,1,4,4,2,0,128,0.000207,148,467,80,1,0
2772,1024,2,1,4,4,4,0,1024,0.000154,32,145,56,1,0
2773,1024,2,1,4,4,4,0,512,0.000149,46,181,58,1,0
2774,1024,2,1,4,4,4,0,256,0.000110,113,250,62,1,0
2775,1024,2,1,4,4,4,0,128,0.000207,148,467,80,1,0
2778,1024,2,1,4,4,8,0,1024,0.000154,32,145,56,1,0
2779,1024,2,1,4,4,8,0,512,0.000149,46,181,58,1,0
2780,1024,2,1,4,4,8,0,256,0.000110,113,250,62,1,0
2781,1024,2,1,4,4,8,0,128,0.000207,148,467,80,1,0
2784,1024,2,1,4,4,16,0,1024,0.000154,32,145,56,1,0
2786,1024,2,1,4,4,16,0,256,0.000110,113,250,62,1,0
2787,1024,2,1,4,4,16,0,128,0.000207,148,467,80,1,0
2790,1024,2,1,4,8,1,0,1024,0.000110,39,184,70,1,0
2791,1024,2,1,4,8,1,0,512,0.000122,47,222,72,1,0
2792,1024,2,1,4,8,1,0,256,0.000106,92,280,76,1,0
2793,1024,2,1,4,8,1,0,128,0.000143,135,457,100,1,0
2796,1024,2,1,4,8,2,0,1024,0.000110,39,184,70,1,0
2797,1024,2,1,4,8,2,0,512,0.000122,47,222,72,1,0
2798,1024,2,1,4,8,2,0,256,0.000106,92,280,76,1,0
2799,1024,2,1,4,8,2,0,128,0.000143,135,457,100,1,0
2802,1024,2,1,4,8,4,0,1024,0.000110,39,184,70,1,0
2803,1024,2,1,4,8,4,0,512,0.000122,47,222,72,1,0
2804,1024,2,1,4,8,4,0,256,0.000106,92,280,76,1,0
2805,1024,2,1,4,8,4,0,128,0.000143,135,457,100,1,0
2808,1024,2,1,4,8,8,0,1024,0.000110,39,184,70,1,0
2809,1024,2,1,4,8,8,0,512,0.000122,47,222,72,1,0
2810,1024,2,1,4,8,8,0,256,0.000106,92,280,76,1,0
2811,1024,2,1,4,8,8,0,128,0.000143,135,457,100,1,0
2814,1024,2,1,4,8,16,0,1024,0.000110,39,184,70,1,0
2815,1024,2,1,4,8,16,0,512,0.000122,47,222,72,1,0
2816,1024,2,1,4,8,16,0,256,0.000106,92,280,76,1,0
2817,1024,2,1,4,8,16,0,128,0.000143,135,457,100,1,0
2820,1024,2,1,4,16,1,0,1024,0.000184,37,181,22,1,0
2821,1024,2,1,4,16,1,0,512,0.000068,57,236,24,1,0
2822,1024,2,1,4,16,1,0,256,0.000100,159,531,30,1,0
2823,1024,2,1,4,16,1,0,128,0.000112,154,557,46,1,0
2826,1024,2,1,4,16,2,0,1024,0.000184,37,181,22,1,0
2827,1024,2,1,4,16,2,0,512,0.000068,57,236,24,1,0
2828,1024,2,1,4,16,2,0,256,0.000100,159,531,30,1,0
2829,1024,2,1,4,16,2,0,128,0.000112,154,557,46,1,0
2832,1024,2,1,4,16,4,0,1024,0.000184,37,181,22,1,0
2833,1024,2,1,4,16,4,0,512,0.000068,57,236,24,1,0
2834,1024,2,1,4,16,4,0,256,0.000100,159,531,30,1,0
2835,1024,2,1,4,16,4,0,128,0.000112,154,557,46,1,0
2838,1024,2,1,4,16,8,0,1024,0.000184,37,181,22,1,0
2839,1024,2,1,4,16,8,0,512,0.000068,57,236,24,1,0
2840,1024,2,1,4,16,8,0,256,0.000100,159,531,30,1,0
2841,1024,2,1,4,16,8,0,128,0.000112,154,557,46,1,0
2844,1024,2,1,4,16,16,0,1024,0.000184,37,181,22,1,0
2845,1024,2,1,4,16,16,0,512,0.000068,57,236,24,1,0
2846,1024,2,1,4,16,16,0,256,0.000100,159,531,30,1,0
2847,1024,2,1,4,16,16,0,128,0.000112,154,557,46,1,0
2850,1024,2,1,8,1,1,0,1024,0.000254,33,157,67,1,0
2851,1024,2,1,8,1,1,0,512,0.000232,61,185,69,1,0
2852,1024,2,1,8,1,1,0,256,0.000261,85,274,73,1,0
2853,1024,2,1,8,1,1,0,128,0.000283,148,485,91,1,0
2856,1024,2,1,8,1,2,0,1024,0.000254,33,157,67,1,0
2857,1024,2,1,8,1,2,0,512,0.000232,61,185,69,1,0
2858,1024,2,1,8,1,2,0,256,0.000261,85,274,73,1,0
2859,1024,2,1,8,1,2,0,128,0.000283,148,485,91,1,0
2862,1024,2,1,8,1,4,0,1024,0.000256,33,157,67,1,0
2863,1024,2,1,8,1,4,0,512,0.000232,61,185,69,1,0
2864,1024,2,1,8,1,4,0,256,0.000261,85,274,73,1,0
2865,1024,2,1,8,1,4,0,128,0.000283,148,485,91,1,0
2868,1024,2,1,8,1,8,0,1024,0.000254,33,157,67,1,0
2869,1024,2,1,8,1,8,0,512,0.000232,61,185,69,1,0
2870,1024,2,1,8,1,8,0,256,0.000261,85,274,73,1,0
2871,1024,2,1,8,1,8,0,128,0.000283,148,485,91,1,0
2874,1024,2,1,8,1,16,0,1024,0.000254,33,157,67,1,0
2875,1024,2,1,8,1,16,0,512,0.000232,61,185,69,1,0
2876,1024,2,1,8,1,16,0,256,0.000261,85,274,73,1,0
2877,1024,2,1,8,1,16,0,128,0.000283,148,485,91,1,0
2880,1024,2,1,8,2,1,0,1024,0.000162,35,144,73,1,0
2881,1024,2,1,8,2,1,0,512,0.000207,60,224,75,1,0
2882,1024,2,1,8,2,1,0,256,0.000158,89,269,79,1,0
2883,1024,2,1,8,2,1,0,128,0.000263,232,623,95,1,0
2886,1024,2,1,8,2,2,0,1024,0.000162,35,144,73,1,0
2887,1024,2,1,8,2,2,0,512,0.000207,60,224,75,1,0
2888,1024,2,1,8,2,2,0,256,0.000158,89,269,79,1,0
2889,1024,2,1,8,2,2,0,128,0.000263,232,623,95,1,0
2892,1024,2,1,8,2,4,0,1024,0.000162,35,144,73,1,0
2893,1024,2,1,8,2,4,0,512,0.000207,60,224,75,1,0
2894,1024,2,1,8,2,4,0,256,0.000158,89,269,79,1,0
2895,1024,2,1,8,2,4,0,128,0.000263,232,623,95,1,0
2898,1024,2,1,8,2,8,0,1024,0.000162,35,144,73,1,0
2899,1024,2,1,8,2,8,0,512,0.000207,60,224,75,1,0
2900,1024,2,1,8,2,8,0,256,0.000158,89,269,79,1,0
2901,1024,2,1,8,2,8,0,128,0.000263,232,623,95,1,0
2904,1024,2,1,8,2,16,0,1024,0.000162,35,144,73,1,0
2905,1024,2,1,8,2,16,0,512,0.000207,60,224,75,1,0
2906,1024,2,1,8,2,16,0,256,0.000158,89,269,79,1,0
2907,1024,2,1,8,2,16,0,128,0.000263,232,623,95,1,0
2910,1024,2,1,8,4,1,0,1024,0.000193,40,169,87,1,0
2911,1024,2,1,8,4,1,0,512,0.000193,57,237,89,1,0
2912,1024,2,1,8,4,1,0,256,0.000216,95,351,93,1,0
2913,1024,2,1,8,4,1,0,128,0.000186,145,570,112,1,0
2916,1024,2,1,8,4,2,0,1024,0.000193,40,169,87,1,0
2917,1024,2,1,8,4,2,0,512,0.000193,57,237,89,1,0
2918,1024,2,1,8,4,2,0,256,0.000216,95,351,93,1,0
2919,1024,2,1,8,4,2,0,128,0.000186,145,570,112,1,0
2922,1024,2,1,8,4,4,0,1024,0.000193,40,169,87,1,0
2923,1024,2,1,8,4,4,0,512,0.000193,57,237,89,1,0
2924,1024,2,1,8,4,4,0,256,0.000216,95,351,93,1,0
2925,1024,2,1,8,4,4,0,128,0.000186,145,570,112,1,0
2928,1024,2,1,8,4,8,0,1024,0.000193,40,169,87,1,0
2929,1024,2,1,8,4,8,0,512,0.000193,57,237,89,1,0
2930,1024,2,1,8,4,8,0,256,0.000216,95,351,93,1,0
2931,1024,2,1,8,4,8,0,128,0.000186,145,570,112,1,0
2934,1024,2,1,8,4,16,0,1024,0.000193,40,169,87,1,0
2935,1024,2,1,8,4,16,0,512,0.000193,57,237,89,1,0
2936,1024,2,1,8,4,16,0,256,0.000216,95,351,93,1,0
2937,1024,2,1,8,4,16,0,128,0.000186,145,570,112,1,0
2940,1024,2,1,8,8,1,0,1024,0.000094,32,155,25,1,0
2941,1024,2,1,8,8,1,0,512,0.000129,63,251,27,1,0
2942,1024,2,1,8,8,1,0,256,0.000115,90,365,31,1,0
2943,1024,2,1,8,8,1,0,128,0.000127,141,576,44,1,0
2946,1024,2,1,8,8,2,0,1024,0.000094,32,155,25,1,0
2947,1024,2,1,8,8,2,0,512,0.000129,63,251,27,1,0
2948,1024,2,1,8,8,2,0,256,0.000115,90,365,31,1,0
2949,1024,2,1,8,8,2,0,128,0.000127,141,576,44,1,0
2952,1024,2,1,8,8,4,0,1024,0.000094,32,155,25,1,0
2953,1024,2,1,8,8,4,0,512,0.000129,63,251,27,1,0
2954,1024,2,1,8,8,4,0,256,0.000115,90,365,31,1,0
2955,1024,2,1,8,8,4,0,128,0.000127,141,576,44,1,0
2958,1024,2,1,8,8,8,0,1024,0.000094,32,155,25,1,0
2959,1024,2,1,8,8,8,0,512,0.000129,63,251,27,1,0
2960,1024,2,1,8,8,8,0,256,0.000115,90,365,31,1,0
2961,1024,2,1,8,8,8,0,128,0.000127,141,576,44,1,0
2964,1024,2,1,8,8,16,0,1024,0.000094,32,155,25,1,0
2965,1024,2,1,8,8,16,0,512,0.000129,63,251,27,1,0
2966,1024,2,1,8,8,16,0,256,0.000115,90,365,31,1,0
2967,1024,2,1,8,8,16,0,128,0.000127,141,576,44,1,0
2970,1024,2,1,8,16,1,0,1024,0.000134,40,181,30,1,0
2971,1024,2,1,8,16,1,0,512,0.000093,71,275,32,1,0
2972,1024,2,1,8,16,1,0,256,0.000142,146,515,36,1,0
2973,1024,2,1,8,16,1,0,128,0.000207,183,781,49,1,0
2976,1024,2,1,8,16,2,0,1024,0.000134,40,181,30,1,0
2977,1024,2,1,8,16,2,0,512,0.000093,71,275,32,1,0
2978,1024,2,1,8,16,2,0,256,0.000142,146,515,36,1,0
2979,1024,2,1,8,16,2,0,128,0.000207,183,781,49,1,0
2982,1024,2,1,8,16,4,0,1024,0.000134,40,181,30,1,0
2983,1024,2,1,8,16,4,0,512,0.000093,71,275,32,1,0
2984,1024,2,1,8,16,4,0,256,0.000142,146,515,36,1,0
2985,1024,2,1,8,16,4,0,128,0.000207,183,781,49,1,0
2988,1024,2,1,8,16,8,0,1024,0.000134,40,181,30,1,0
2989,1024,2,1,8,16,8,0,512,0.000093,71,275,32,1,0
2990,1024,2,1,8,16,8,0,256,0.000142,146,515,36,1,0
2991,1024,2,1,8,16,8,0,128,0.000207,183,781,49,1,0
2994,1024,2,1,8,16,16,0,1024,0.000134,40,181,30,1,0
2995,1024,2,1,8,16,16,0,512,0.000093,71,275,32,1,0
2996,1024,2,1,8,16,16,0,256,0.000142,146,515,36,1,0
2997,1024,2,1,8,16,16,0,128,0.000207,183,781,49,1,0
3000,1024,2,2,1,1,1,0,1024,0.000251,28,121,40,1,0
3001,1024,2,2,1,1,1,0,512,0.000240,39,158,42,1,0
3002,1024,2,2,1,1,1,0,256,0.000175,76,248,46,1,0
3003,1024,2,2,1,1,1,0,128,0.000341,234,588,69,1,0
3006,1024,2,2,1,1,2,0,1024,0.000251,28,121,40,1,0
3007,1024,2,2,1,1,2,0,512,0.000240,39,158,42,1,0
3008,1024,2,2,1,1,2,0,256,0.000175,76,248,46,1,0
3009,1024,2,2,1,1,2,0,128,0.000341,234,588,69,1,0
3012,1024,2,2,1,1,4,0,1024,0.000251,28,121,40,1,0
3013,1024,2,2,1,1,4,0,512,0.000240,39,158,42,1,0
3014,1024,2,2,1,1,4,0,256,0.000175,76,248,46,1,0
3015,1024,2,2,1,1,4,0,128,0.000341,234,588,69,1,0
3018,1024,2,2,1,1,8,0,1024,0.000251,28,121,40,1,0
3019,1024,2,2,1,1,8,0,512,0.000240,39,158,42,1,0
3020,1024,2,2,1,1,8,0,256,0.000175,76,248,46,1,0
3021,1024,2,2,1,1,8,0,128,0.000341,234,588,69,1,0
3024,1024,2,2,1,1,16,0,1024,0.000251,28,121,40,1,0
3025,1024,2,2,1,1,16,0,512,0.000240,39,158,42,1,0
3026,1024,2,2,1,1,16,0,256,0.000175,76,248,46,1,0
3027,1024,2,2,1,1,16,0,128,0.000341,234,588,69,1,0
3030,1024,2,2,1,2,1,0,1024,0.000152,27,140,26,1,0
3031,1024,2,2,1,2,1,0,512,0.000131,63,170,31,1,0
3032,1024,2,2,1,2,1,0,256,0.000130,95,270,26,1,0
3033,1024,2,2,1,2,1,0,128,0.000205,153,455,36,1,0
3036,1024,2,2,1,2,2,0,1024,0.000152,27,140,26,1,0
3037,1024,2,2,1,2,2,0,512,0.000131,63,170,31,1,0
3038,1024,2,2,1,2,2,0,256,0.000130,95,270,26,1,0
3039,1024,2,2,1,2,2,0,128,0.000205,153,455,36,1,0
3042,1024,2,2,1,2,4,0,1024,0.000152,27,140,26,1,0
3043,1024,2,2,1,2,4,0,512,0.000131,63,170,31,1,0
3044,1024,2,2,1,2,4,0,256,0.000130,95,270,26,1,0
3045,1024,2,2,1,2,4,0,128,0.000205,153,455,36,1,0
3048,1024,2,2,1,2,8,0,1024,0.000152,27,140,26,1,0
3049,1024,2,2,1,2,8,0,512,0.000131,63,170,31,1,0
3050,1024,2,2,1,2,8,0,256,0.000130,95,270,26,1,0
3051,1024,2,2,1,2,8,0,128,0.000205,153,455,36,1,0
3054,1024,2,2,1,2,16,0,1024,0.000152,27,140,26,1,0
3055,1024,2,2,1,2,16,0,512,0.000131,63,170,31,1,0
3056,1024,2,2,1,2,16,0,256,0.000130,95,270,26,1,0
3057,1024,2,2,1,2,16,0,128,0.000205,153,455,36,1,0
3060,1024,2,2,1,4,1,0,1024,0.000108,35,151,27,1,0
3061,1024,2,2,1,4,1,0,512,0.000107,61,217,29,1,0
3062,1024,2,2,1,4,1,0,256,0.000134,103,287,33,1,0
3063,1024,2,2,1,4,1,0,128,0.000148,182,440,51,1,0
3066,1024,2,2,1,4,2,0,1024,0.000108,35,151,27,1,0
3067,1024,2,2,1,4,2,0,512,0.000107,61,217,29,1,0
3068,1024,2,2,1,4,2,0,256,0.000134,103,287,33,1,0
3069,1024,2,2,1,4,2,0,128,0.000148,182,440,51,1,0
3072,1024,2,2,1,4,4,0,1024,0.000108,35,151,27,1,0
3073,1024,2,2,1,4,4,0,512,0.000107,61,217,29,1,0
3074,1024,2,2,1,4,4,0,256,0.000134,103,287,33,1,0
3075,1024,2,2,1,4,4,0,128,0.000148,182,440,51,1,0
3078,1024,2,2,1,4,8,0,1024,0.000108,35,151,27,1,0
3079,1024,2,2,1,4,8,0,512,0.000107,61,217,29,1,0
3080,1024,2,2,1,4,8,0,256,0.000134,103,287,33,1,0
3081,1024,2,2,1,4,8,0,128,0.000148,182,440,51,1,0
3084,1024,2,2,1,4,16,0,1024,0.000108,35,151,27,1,0
3085,1024,2,2,1,4,16,0,512,0.000107,61,217,29,1,0
3086,1024,2,2,1,4,16,0,256,0.000134,103,287,33,1,0
3087,1024,2,2,1,4,16,0,128,0.000148,182,440,51,1,0
3090,1024,2,2,1,8,1,0,1024,0.000142,28,149,48,1,0
3091,1024,2,2,1,8,1,0,512,0.000102,55,185,50,1,0
3092,1024,2,2,1,8,1,0,256,0.000112,93,321,54,1,0
3093,1024,2,2,1,8,1,0,128,0.000110,119,419,76,1,0
3096,1024,2,2,1,8,2,0,1024,0.000142,28,149,48,1,0
3097,1024,2,2,1,8,2,0,512,0.000102,55,185,50,1,0
3098,1024,2,2,1,8,2,0,256,0.000112,93,321,54,1,0
3099,1024,2,2,1,8,2,0,128,0.000110,119,419,76,1,0
3102,1024,2,2,1,8,4,0,1024,0.000176,29,150,48,1,0
3103,1024,2,2,1,8,4,0,512,0.000102,55,185,50,1,0
3104,1024,2,2,1,8,4,0,256,0.000112,93,321,54,1,0
3105,1024,2,2,1,8,4,0,128,0.000110,119,419,76,1,0
3108,1024,2,2,1,8,8,0,1024,0.000142,28,149,48,1,0
3109,1024,2,2,1,8,8,0,512,0.000102,55,185,50,1,0
3110,1024,2,2,1,8,8,0,256,0.000112,93,321,54,1,0
3111,1024,2,2,1,8,8,0,128,0.000110,119,419,76,1,0
3114,1024,2,2,1,8,16,0,1024,0.000142,28,149,48,1,0
3115,1024,2,2,1,8,16,0,512,0.000102,55,185,50,1,0
3116,1024,2,2,1,8,16,0,256,0.000112,93,321,54,1,0
3117,1024,2,2,1,8,16,0,128,0.000110,119,419,76,1,0
3120,1024,2,2,1,16,1,0,1024,0.000102,38,190,60,1,0
3121,1024,2,2,1,16,1,0,512,0.000149,52,244,62,1,0
3122,1024,2,2,1,16,1,0,256,0.000105,91,341,66,1,0
3123,1024,2,2,1,16,1,0,128,0.000136,152,618,86,1,0
3126,1024,2,2,1,16,2,0,1024,0.000102,38,190,60,1,0
3127,1024,2,2,1,16,2,0,512,0.000149,52,244,62,1,0
3128,1024,2,2,1,16,2,0,256,0.000105,91,341,66,1,0
3129,1024,2,2,1,16,2,0,128,0.000136,152,618,86,1,0
3132,1024,2,2,1,16,4,0,1024,0.000102,38,190,60,1,0
3133,1024,2,2,1,16,4,0,512,0.000149,52,244,62,1,0
3134,1024,2,2,1,16,4,0,256,0.000105,91,341,66,1,0
3135,1024,2,2,1,16,4,0,128,0.000136,152,618,86,1,0
3138,1024,2,2,1,16,8,0,1024,0.000102,38,190,60,1,0
3139,1024,2,2,1,16,8,0,512,0.000149,52,244,62,1,0
3140,1024,2,2,1,16,8,0,256,0.000105,91,341,66,1,0
3141,1024,2,2,1,16,8,0,128,0.000136,152,618,86,1,0
3144,1024,2,2,1,16,16,0,1024,0.000102,38,190,60,1,0
3145,1024,2,2,1,16,16,0,512,0.000149,52,244,62,1,0
3146,1024,2,2,1,16,16,0,256,0.000105,91,341,66,1,0
3147,1024,2,2,1,16,16,0,128,0.000136,152,618,86,1,0
3150,1024,2,2,2,1,1,0,1024,0.000252,28,138,49,1,0
3151,1024,2,2,2,1,1,0,512,0.000303,50,204,51,1,0
3152,1024,2,2,2,1,1,0,256,0.000251,81,284,55,1,0
3153,1024,2,2,2,1,1,0,128,0.000284,147,492,76,1,0
3156,1024,2,2,2,1,2,0,1024,0.000252,28,138,49,1,0
3157,1024,2,2,2,1,2,0,512,0.000303,50,204,51,1,0
3158,1024,2,2,2,1,2,0,256,0.000251,81,284,55,1,0
3159,1024,2,2,2,1,2,0,128,0.000284,147,492,76,1,0
3162,1024,2,2,2,1,4,0,1024,0.000252,28,138,49,1,0
3163,1024,2,2,2,1,4,0,512,0.000303,50,204,51,1,0
3164,1024,2,2,2,1,4,0,256,0.000251,81,284,55,1,0
3165,1024,2,2,2,1,4,0,128,0.000284,147,492,76,1,0
3168,1024,2,2,2,1,8,0,1024,0.000252,28,138,49,1,0
3169,1024,2,2,2,1,8,0,512,0.000303,50,204,51,1,0
3170,1024,2,2,2,1,8,0,256,0.000251,81,284,55,1,0
3171,1024,2,2,2,1,8,0,128,0.000284,147,492,76,1,0
3174,1024,2,2,2,1,16,0,1024,0.000252,28,138,49,1,0
3175,1024,2,2,2,1,16,0,512,0.000303,50,204,51,1,0
3176,1024,2,2,2,1,16,0,256,0.000251,81,284,55,1,0
3177,1024,2,2,2,1,16,0,128,0.000284,147,492,76,1,0
3180,1024,2,2,2,2,1,0,1024,0.000170,26,125,51,1,0
3181,1024,2,2,2,2,1,0,512,0.000154,62,180,53,1,0
3182,1024,2,2,2,2,1,0,256,0.000174,79,263,57,1,0
3183,1024,2,2,2,2,1,0,128,0.000193,166,429,75,1,0
3186,1024,2,2,2,2,2,0,1024,0.000170,26,125,51,1,0
3187,1024,2,2,2,2,2,0,512,0.000154,62,180,53,1,0
3188,1024,2,2,2,2,2,0,256,0.000174,79,263,57,1,0
3189,1024,2,2,2,2,2,0,128,0.000193,166,429,75,1,0
3192,1024,2,2,2,2,4,0,1024,0.000170,26,125,51,1,0
3193,1024,2,2,2,2,4,0,512,0.000154,62,180,53,1,0
3194,1024,2,2,2,2,4,0,256,0.000174,79,263,57,1,0
3195,1024,2,2,2,2,4,0,128,0.000193,166,429,75,1,0
3198,1024,2,2,2,2,8,0,1024,0.000170,26,125,51,1,0
3199,1024,2,2,2,2,8,0,512,0.000154,62,180,53,1,0
3200,1024,2,2,2,2,8,0,256,0.000174,79,263,57,1,0
3201,1024,2,2,2,2,8,0,128,0.000193,166,429,75,1,0
3204,1024,2,2,2,2,16,0,1024,0.000170,26,125,51,1,0
3205,1024,2,2,2,2,16,0,512,0.000154,62,180,53,1,0
3206,1024,2,2,2,2,16,0,256,0.000174,79,263,57,1,0
3207,1024,2,2,2,2,16,0,128,0.000193,166,429,75,1,0
3210,1024,2,2,2,4,1,0,1024,0.000151,30,143,57,1,0
3211,1024,2,2,2,4,1,0,512,0.000135,43,179,59,1,0
3212,1024,2,2,2,4,1,0,256,0.000103,97,272,63,1,0
3213,1024,2,2,2,4,1,0,128,0.000124,150,510,86,1,0
3216,1024,2,2,2,4,2,0,1024,0.000151,30,143,57,1,0
3217,1024,2,2,2,4,2,0,512,0.000135,43,179,59,1,0
3218,1024,2,2,2,4,2,0,256,0.000103,97,272,63,1,0
3219,1024,2,2,2,4,2,0,128,0.000124,150,510,86,1,0
3222,1024,2,2,2,4,4,0,1024,0.000151,30,143,57,1,0
3223,1024,2,2,2,4,4,0,512,0.000135,43,179,59,1,0
3224,1024,2,2,2,4,4,0,256,0.000103,97,272,63,1,0
