n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
465,1,2,8,4,4,8,524288,0,0.718008,6871.312
466,1,2,8,4,8,1,4194304,0,0.713362,9311.064
467,1,2,8,4,8,2,2097152,0,0.700356,9007.824
468,1,2,8,4,8,4,1048576,0,0.708094,8967.392
469,1,2,8,8,1,1,4194304,0,0.697965,4468.534
470,1,2,8,8,1,2,2097152,0,0.701588,4529.98
471,1,2,8,8,1,4,1048576,0,0.704058,4721.766
472,1,2,8,8,1,8,524288,0,0.724151,4744.908
473,1,2,8,8,2,1,4194304,0,0.699143,6181.308
474,1,2,8,8,2,2,2097152,0,0.704577,6035.806
475,1,2,8,8,2,4,1048576,0,0.709681,6351.016
476,1,2,8,8,2,8,524288,0,0.709517,6045.116
477,1,2,8,8,4,1,4194304,0,0.717678,8851.682
478,1,2,8,8,4,2,2097152,0,0.728545,8408.792
479,1,2,8,8,4,4,1048576,0,0.71702,9009.952
480,1,4,1,1,1,1,4194304,0,0.549727,4318.51
481,1,4,1,1,1,2,2097152,0,0.55838,4554.984
482,1,4,1,1,1,4,1048576,0,0.556217,4456.83
483,1,4,1,1,1,8,524288,0,0.567439,4612.706
484,1,4,1,1,2,1,4194304,0,0.705598,4569.614
485,1,4,1,1,2,2,2097152,0,0.699187,4686.654
486,1,4,1,1,2,4,1048576,0,0.713528,4852.106
487,1,4,1,1,2,8,524288,0,0.714203,4756.08
488,1,4,1,1,4,1,4194304,0,0.706542,4942.014
489,1,4,1,1,4,2,2097152,0,0.701987,5022.08
490,1,4,1,1,4,4,1048576,0,0.711772,5146.568
491,1,4,1,1,4,8,524288,0,0.722063,5023.41
492,1,4,1,1,8,1,4194304,0,0.701278,5579.882
493,1,4,1,1,8,2,2097152,0,0.704146,5775.392
494,1,4,1,1,8,4,1048576,0,0.71663,5854.66
495,1,4,1,1,8,8,524288,0,0.72439,5578.286
496,1,4,1,2,1,1,4194304,0,0.705229,4608.982
497,1,4,1,2,1,2,2097152,0,0.700841,4702.88
498,1,4,1,2,1,4,1048576,0,0.714679,4923.926
499,1,4,1,2,1,8,524288,0,0.726829,4790.394
500,1,4,1,2,2,1,4194304,0,0.704248,5107.998
501,1,4,1,2,2,2,2097152,0,0.709478,5180.882
502,1,4,1,2,2,4,1048576,0,0.708297,5500.88
503,1,4,1,2,2,8,524288,0,0.71319,5173.7
504,1,4,1,2,4,1,4194304,0,0.702661,6142.472
505,1,4,1,2,4,2,2097152,0,0.702493,6094.06
506,1,4,1,2,4,4,1048576,0,0.710084,6482.154
507,1,4,1,2,4,8,524288,0,0.710422,5717.404
508,1,4,1,2,8,1,4194304,0,0.701109,7606.802
509,1,4,1,2,8,2,2097152,0,0.710387,7301.168
510,1,4,1,2,8,4,1048576,0,0.734342,7739.802
511,1,4,1,2,8,8,524288,0,0.749694,6861.204
512,1,4,1,4,1,1,4194304,0,0.702866,4981.648
513,1,4,1,4,1,2,2097152,0,0.69409,5304.306
514,1,4,1,4,1,4,1048576,0,0.716197,5295.262
515,1,4,1,4,1,8,524288,0,0.716535,5159.602
516,1,4,1,4,2,1,4194304,0,0.693956,6116.67
517,1,4,1,4,2,2,2097152,0,0.705429,6128.108
518,1,4,1,4,2,4,1048576,0,0.70526,6311.382
519,1,4,1,4,2,8,524288,0,0.714877,5982.074
520,1,4,1,4,4,1,4194304,0,0.734378,8257.97
521,1,4,1,4,4,2,2097152,0,0.70283,8661.226
522,1,4,1,4,4,4,1048576,0,0.734884,8127.364
523,1,4,1,4,4,8,524288,0,0.709747,7305.69
524,1,4,1,8,1,1,4194304,0,0.690378,6271.748
525,1,4,1,8,1,2,2097152,0,0.704384,6275.206
526,1,4,1,8,1,4,1048576,0,0.709953,6360.592
527,1,4,1,8,1,8,524288,0,0.712485,5861.31
528,1,4,1,8,2,1,4194304,0,0.71454,8339.632
529,1,4,1,8,2,2,2097152,0,0.704922,7982.394
530,1,4,1,8,2,4,1048576,0,0.700873,9053.044
531,1,4,1,8,2,8,524288,0,0.742716,7946.75
532,1,4,2,1,1,1,4194304,0,0.566257,4599.938
533,1,4,2,1,1,2,2097152,0,0.569477,4676.546
534,1,4,2,1,1,4,1048576,0,0.559013,4773.37
535,1,4,2,1,1,8,524288,0,0.576721,4780.818
536,1,4,2,1,2,1,4194304,0,0.695848,4999.204
537,1,4,2,1,2,2,2097152,0,0.704567,5104.008
538,1,4,2,1,2,4,1048576,0,0.715465,4978.19
539,1,4,2,1,2,8,524288,0,0.711609,4977.392
540,1,4,2,1,4,1,4194304,0,0.703492,5813.43
541,1,4,2,1,4,2,2097152,0,0.71506,6378.946
542,1,4,2,1,4,4,1048576,0,0.716569,5692.134
543,1,4,2,1,4,8,524288,0,0.717743,5509.392
544,1,4,2,1,8,1,4194304,0,0.714522,7914.298
545,1,4,2,1,8,2,2097152,0,0.718881,8365.7
546,1,4,2,1,8,4,1048576,0,0.714858,6620.474
547,1,4,2,1,8,8,524288,0,0.716199,6495.72
548,1,4,2,2,1,1,4194304,0,0.702356,5058.256
549,1,4,2,2,1,2,2097152,0,0.69984,5307.498
550,1,4,2,2,1,4,1048576,0,0.714766,5190.458
551,1,4,2,2,1,8,524288,0,0.713257,5072.62
552,1,4,2,2,2,1,4194304,0,0.689308,5907.86
553,1,4,2,2,2,2,2097152,0,0.710938,5965.848
554,1,4,2,2,2,4,1048576,0,0.703728,5911.318
555,1,4,2,2,2,8,524288,0,0.714794,5544.238
556,1,4,2,2,4,1,4194304,0,0.731658,7832.902
557,1,4,2,2,4,2,2097152,0,0.711707,7611.856
558,1,4,2,2,4,4,1048576,0,0.705503,6672.078
559,1,4,2,2,4,8,524288,0,0.74725,6428.422
560,1,4,2,2,8,1,4194304,0,0.729778,10674.048
561,1,4,2,2,8,2,2097152,0,0.714857,10879.134
562,1,4,2,2,8,4,1048576,0,0.710498,9211.846
563,1,4,2,2,8,8,524288,0,0.74604,8001.812
564,1,4,2,4,1,1,4194304,0,0.70571,5852.532
565,1,4,2,4,1,2,2097152,0,0.719797,6258.714
566,1,4,2,4,1,4,1048576,0,0.712753,5722.99
567,1,4,2,4,1,8,524288,0,0.716275,5470.024
568,1,4,2,4,2,1,4194304,0,0.72083,7606.27
569,1,4,2,4,2,2,2097152,0,0.720663,7990.906
570,1,4,2,4,2,4,1048576,0,0.70356,6659.044
571,1,4,2,4,2,8,524288,0,0.73743,6536.418
572,1,4,2,4,4,1,4194304,0,0.712209,11171.734
573,1,4,2,4,4,2,2097152,0,0.721095,11221.742
574,1,4,2,4,4,4,1048576,0,0.717239,8738.898
575,1,4,2,4,4,8,524288,0,0.728304,8319.682
576,1,4,2,8,1,1,4194304,0,0.708896,7815.612
577,1,4,2,8,1,2,2097152,0,0.709735,8084.538
578,1,4,2,8,1,4,1048576,0,0.7042,6658.778
579,1,4,2,8,1,8,524288,0,0.723319,6173.594
580,1,4,2,8,2,1,4194304,0,0.720998,11166.68
581,1,4,2,8,2,2,2097152,0,0.737765,11125.716
582,1,4,2,8,2,4,1048576,0,0.713452,8377.404
583,1,4,2,8,2,8,524288,0,0.744137,8122.044
584,1,4,4,1,1,1,4194304,0,0.55105,4520.936
585,1,4,4,1,1,2,2097152,0,0.552913,4640.902
586,1,4,4,1,1,4,1048576,0,0.552913,4599.406
587,1,4,4,1,1,8,524288,0,0.562896,4804.758
588,1,4,4,1,2,1,4194304,0,0.699994,4862.48
589,1,4,4,1,2,2,2097152,0,0.693662,4890.144
590,1,4,4,1,2,4,1048576,0,0.706992,4928.182
591,1,4,4,1,2,8,524288,0,0.712991,5023.41
592,1,4,4,1,4,1,4194304,0,0.692428,5326.65
593,1,4,4,1,4,2,2097152,0,0.693427,5318.138
594,1,4,4,1,4,4,1048576,0,0.698925,5499.816
595,1,4,4,1,4,8,524288,0,0.706756,5432.784
596,1,4,4,1,8,1,4194304,0,0.703223,5967.444
597,1,4,4,1,8,2,2097152,0,0.695226,6032.082
598,1,4,4,1,8,4,1048576,0,0.703556,6460.342
599,1,4,4,1,8,8,524288,0,0.712219,5960.528
600,1,4,4,2,1,1,4194304,0,0.695298,4761.134
601,1,4,4,2,1,2,2097152,0,0.704297,4712.988
602,1,4,4,2,1,4,1048576,0,0.696298,4823.644
603,1,4,4,2,1,8,524288,0,0.716963,5007.184
604,1,4,4,2,2,1,4194304,0,0.70016,5416.824
605,1,4,4,2,2,2,2097152,0,0.693162,5266.268
606,1,4,4,2,2,4,1048576,0,0.718322,5800.928
607,1,4,4,2,2,8,524288,0,0.717822,5480.398
608,1,4,4,2,4,1,4194304,0,0.702923,6468.056
609,1,4,4,2,4,2,2097152,0,0.70459,6314.574
610,1,4,4,2,4,4,1048576,0,0.715586,6673.408
611,1,4,4,2,4,8,524288,0,0.726249,6266.428
612,1,4,4,2,8,1,4194304,0,0.713218,8713.894
613,1,4,4,2,8,2,2097152,0,0.766697,9219.826
614,1,4,4,2,8,4,1048576,0,0.713885,8086.134
615,1,4,4,2,8,8,524288,0,0.747871,7753.634
616,1,4,4,4,1,1,4194304,0,0.685132,4956.378
617,1,4,4,4,1,2,2097152,0,0.700631,4880.568
618,1,4,4,4,1,4,1048576,0,0.698297,5111.722
619,1,4,4,4,1,8,524288,0,0.71663,5078.206
620,1,4,4,4,2,1,4194304,0,0.738484,6427.89
621,1,4,4,4,2,2,2097152,0,0.713656,6296.752
622,1,4,4,4,2,4,1048576,0,0.718822,6451.298
623,1,4,4,4,2,8,524288,0,0.726153,6983.564
624,1,4,4,4,4,1,4194304,0,0.738911,8427.678
625,1,4,4,4,4,2,2097152,0,0.71242,9476.782
626,1,4,4,4,4,4,1048576,0,0.73158,8854.874
627,1,4,4,4,4,8,524288,0,0.745408,8013.782
628,1,4,4,8,1,1,4194304,0,0.702464,5290.74
629,1,4,4,8,1,2,2097152,0,0.698964,5215.462
630,1,4,4,8,1,4,1048576,0,0.704464,5515.776
631,1,4,4,8,1,8,524288,0,0.732796,5465.236
632,1,4,4,8,2,1,4194304,0,0.702159,8196.524
633,1,4,4,8,2,2,2097152,0,0.717822,8246
634,1,4,4,8,2,4,1048576,0,0.717822,8685.432
635,1,4,4,8,2,8,524288,0,0.715822,7860.034
636,1,4,8,1,1,1,4194304,0,0.546953,4437.944
637,1,4,8,1,1,2,2097152,0,0.553634,4488.75
638,1,4,8,1,1,4,1048576,0,0.553241,4596.48
639,1,4,8,1,1,8,524288,0,0.570272,4755.016
640,1,4,8,1,2,1,4194304,0,0.703359,4587.968
641,1,4,8,1,2,2,2097152,0,0.687729,4664.044
642,1,4,8,1,2,4,1048576,0,0.703523,4852.106
643,1,4,8,1,2,8,524288,0,0.735442,4870.194
644,1,4,8,1,4,1,4194304,0,0.699505,4702.348
645,1,4,8,1,4,2,2097152,0,0.690292,4807.418
646,1,4,8,1,4,4,1048576,0,0.704276,5030.06
647,1,4,8,1,4,8,524288,0,0.713982,4993.884
648,1,4,8,1,8,1,4194304,0,0.704734,4906.104
649,1,4,8,1,8,2,2097152,0,0.717072,5175.03
650,1,4,8,1,8,4,1048576,0,0.702102,5435.444
651,1,4,8,1,8,8,524288,0,0.710492,5189.394
652,1,4,8,2,1,1,4194304,0,0.695106,4818.058
653,1,4,8,2,1,2,2097152,0,0.704321,4879.238
654,1,4,8,2,1,4,1048576,0,0.708106,5031.39
655,1,4,8,2,1,8,524288,0,0.727689,5275.844
656,1,4,8,2,2,1,4194304,0,0.685754,5128.746
657,1,4,8,2,2,2,2097152,0,0.692828,5130.342
658,1,4,8,2,2,4,1048576,0,0.69941,5369.21
659,1,4,8,2,2,8,524288,0,0.722115,5256.958
660,1,4,8,2,4,1,4194304,0,0.71102,5774.594
661,1,4,8,2,4,2,2097152,0,0.698188,5667.13
662,1,4,8,2,4,4,1048576,0,0.706085,6424.964
663,1,4,8,2,4,8,524288,0,0.717272,5828.326
664,1,4,8,2,8,1,4194304,0,0.711149,6276.27
665,1,4,8,2,8,2,2097152,0,0.693219,6050.436
666,1,4,8,2,8,4,1048576,0,0.707695,6844.446
667,1,4,8,2,8,8,524288,0,0.72102,6223.336
668,1,4,8,4,1,1,4194304,0,0.691156,5357.506
669,1,4,8,4,1,2,2097152,0,0.695435,5547.696
670,1,4,8,4,1,4,1048576,0,0.702675,5577.488
671,1,4,8,4,1,8,524288,0,0.728676,5604.088
672,1,4,8,4,2,1,4194304,0,0.703687,6313.51
673,1,4,8,4,2,2,2097152,0,0.698751,6382.138
674,1,4,8,4,2,4,1048576,0,0.700397,6564.348
675,1,4,8,4,2,8,524288,0,0.724911,6150.984
676,1,4,8,4,4,1,4194304,0,0.699669,7431.774
677,1,4,8,4,4,2,2097152,0,0.699175,7753.102
678,1,4,8,4,4,4,1048576,0,0.705098,7398.79
679,1,4,8,4,4,8,524288,0,0.717601,7188.118
680,1,4,8,8,1,1,4194304,0,0.703498,6430.816
681,1,4,8,8,1,2,2097152,0,0.695928,7233.072
682,1,4,8,8,1,4,1048576,0,0.699878,6732.992
683,1,4,8,8,1,8,524288,0,0.71222,6812.526
684,1,4,8,8,2,1,4194304,0,0.699245,7995.694
685,1,4,8,8,2,2,2097152,0,0.703029,8552.166
686,1,4,8,8,2,4,1048576,0,0.704345,9106.776
687,1,4,8,8,2,8,524288,0,0.730176,7785.554
688,1,8,1,1,1,1,4194304,0,0.55811,4444.328
689,1,8,1,1,1,2,2097152,0,0.553511,4543.014
690,1,8,1,1,1,4,1048576,0,0.564603,4633.72
691,1,8,1,1,1,8,524288,0,0.572583,4734.8
692,1,8,1,1,2,1,4194304,0,0.702633,4774.966
693,1,8,1,1,2,2,2097152,0,0.715632,4884.026
694,1,8,1,1,2,4,1048576,0,0.714788,5033.252
695,1,8,1,1,2,8,524288,0,0.737072,4973.136
696,1,8,1,1,4,1,4194304,0,0.711074,5400.332
697,1,8,1,1,4,2,2097152,0,0.709217,5738.684
698,1,8,1,1,4,4,1048576,0,0.700438,5781.244
699,1,8,1,1,4,8,524288,0,0.722891,5452.468
700,1,8,1,1,8,1,4194304,0,0.730151,6992.342
701,1,8,1,1,8,2,2097152,0,0.719684,7270.844
702,1,8,1,1,8,4,1048576,0,0.708204,7191.576
703,1,8,1,1,8,8,524288,0,0.717152,6466.992
704,1,8,1,2,1,1,4194304,0,0.696724,4751.558
705,1,8,1,2,1,2,2097152,0,0.699762,4997.342
706,1,8,1,2,1,4,1048576,0,0.720359,5031.124
707,1,8,1,2,1,8,524288,0,0.71445,4984.042
708,1,8,1,2,2,1,4194304,0,0.715463,5759.964
709,1,8,1,2,2,2,2097152,0,0.706853,5732.034
710,1,8,1,2,2,4,1048576,0,0.710061,6206.312
711,1,8,1,2,2,8,524288,0,0.720865,5563.922
712,1,8,1,2,4,1,4194304,0,0.706178,6887.272
713,1,8,1,2,4,2,2097152,0,0.700269,6792.31
714,1,8,1,2,4,4,1048576,0,0.712255,7378.84
715,1,8,1,2,4,8,524288,0,0.716138,6237.168
716,1,8,1,4,1,1,4194304,0,0.689802,5475.61
717,1,8,1,4,1,2,2097152,0,0.70584,5599.034
718,1,8,1,4,1,4,1048576,0,0.710398,5841.36
719,1,8,1,4,1,8,524288,0,0.709216,5502.476
720,1,8,1,4,2,1,4194304,0,0.715969,6615.154
721,1,8,1,4,2,2,2097152,0,0.708203,7207.27
722,1,8,1,4,2,4,1048576,0,0.723397,7308.616
723,1,8,1,4,2,8,524288,0,0.710398,6406.876
724,1,8,1,8,1,1,4194304,0,0.729306,6979.308
725,1,8,1,8,1,2,2097152,0,0.730319,7210.994
726,1,8,1,8,1,4,1048576,0,0.709047,7228.284
727,1,8,1,8,1,8,524288,0,0.741461,6320.16
728,1,8,2,1,1,1,4194304,0,0.575124,4748.1
729,1,8,2,1,1,2,2097152,0,0.580761,4858.224
730,1,8,2,1,1,4,1048576,0,0.581701,4865.406
731,1,8,2,1,1,8,524288,0,0.57848,4918.34
732,1,8,2,1,2,1,4194304,0,0.692565,5197.906
733,1,8,2,1,2,2,2097152,0,0.71102,5254.564
734,1,8,2,1,2,4,1048576,0,0.719744,5271.588
735,1,8,2,1,2,8,524288,0,0.724106,5127.15
736,1,8,2,1,4,1,4194304,0,0.712865,6099.912
737,1,8,2,1,4,2,2097152,0,0.710852,6528.704
738,1,8,2,1,4,4,1048576,0,0.714207,5825.4
739,1,8,2,1,4,8,524288,0,0.72528,5586.798
740,1,8,2,1,8,1,4194304,0,0.710852,8566.796
741,1,8,2,1,8,2,2097152,0,0.724441,8932.014
742,1,8,2,1,8,4,1048576,0,0.708167,7499.072
743,1,8,2,1,8,8,524288,0,0.723938,6682.452
744,1,8,2,2,1,1,4194304,0,0.701288,5249.51
745,1,8,2,2,1,2,2097152,0,0.715381,5301.114
746,1,8,2,2,1,4,1048576,0,0.709845,5251.372
747,1,8,2,2,1,8,524288,0,0.719911,5117.042
748,1,8,2,2,2,1,4194304,0,0.72075,6479.494
749,1,8,2,2,2,2,2097152,0,0.723602,6462.204
750,1,8,2,2,2,4,1048576,0,0.712529,5871.152
751,1,8,2,2,2,8,524288,0,0.726454,5597.97
752,1,8,2,2,4,1,4194304,0,0.716723,8596.854
753,1,8,2,2,4,2,2097152,0,0.734675,9001.44
754,1,8,2,2,4,4,1048576,0,0.715549,7578.074
755,1,8,2,2,4,8,524288,0,0.727293,6636.434
756,1,8,2,4,1,1,4194304,0,0.708334,6555.57
757,1,8,2,4,1,2,2097152,0,0.714039,6641.488
758,1,8,2,4,1,4,1048576,0,0.723769,5865.034
759,1,8,2,4,1,8,524288,0,0.730648,5611.27
760,1,8,2,4,2,1,4194304,0,0.737359,8284.57
761,1,8,2,4,2,2,2097152,0,0.724105,8648.99
762,1,8,2,4,2,4,1048576,0,0.704979,7438.956
763,1,8,2,4,2,8,524288,0,0.723937,6586.16
764,1,8,2,8,1,1,4194304,0,0.740043,8567.86
765,1,8,2,8,1,2,2097152,0,0.732326,8759.38
766,1,8,2,8,1,4,1048576,0,0.703637,7839.818
767,1,8,2,8,1,8,524288,0,0.731151,6833.54
768,1,8,4,1,1,1,4194304,0,0.54959,4698.092
769,1,8,4,1,1,2,2097152,0,0.551588,4765.124
770,1,8,4,1,1,4,1048576,0,0.562641,4820.186
771,1,8,4,1,1,8,524288,0,0.572229,4934.566
772,1,8,4,1,2,1,4194304,0,0.684735,5189.66
773,1,8,4,1,2,2,2097152,0,0.699407,5198.438
774,1,8,4,1,2,4,1048576,0,0.704575,5326.916
775,1,8,4,1,2,8,524288,0,0.711911,5232.22
776,1,8,4,1,4,1,4194304,0,0.696239,5996.704
777,1,8,4,1,4,2,2097152,0,0.707576,5902.008
778,1,8,4,1,4,4,1048576,0,0.707076,6310.318
779,1,8,4,1,4,8,524288,0,0.721581,5817.154
780,1,8,4,1,8,1,4194304,0,0.701074,7069.216
781,1,8,4,1,8,2,2097152,0,0.694738,7042.616
782,1,8,4,1,8,4,1048576,0,0.714245,7351.176
783,1,8,4,1,8,8,524288,0,0.733585,6928.502
784,1,8,4,2,1,1,4194304,0,0.699573,5318.67
785,1,8,4,2,1,2,2097152,0,0.707075,5299.784
786,1,8,4,2,1,4,1048576,0,0.70124,5415.228
787,1,8,4,2,1,8,524288,0,0.708409,5329.31
788,1,8,4,2,2,1,4194304,0,0.702907,6065.332
789,1,8,4,2,2,2,2097152,0,0.718246,6170.136
790,1,8,4,2,2,4,1048576,0,0.700406,6536.684
791,1,8,4,2,2,8,524288,0,0.714411,6369.902
792,1,8,4,2,4,1,4194304,0,0.70224,7641.382
793,1,8,4,2,4,2,2097152,0,0.717746,7455.182
794,1,8,4,2,4,4,1048576,0,0.71041,7665.588
795,1,8,4,2,4,8,524288,0,0.735085,6769.966
796,1,8,4,4,1,1,4194304,0,0.745755,6063.47
797,1,8,4,4,1,2,2097152,0,0.699906,5968.242
798,1,8,4,4,1,4,1048576,0,0.707075,6348.888
799,1,8,4,4,1,8,524288,0,0.74192,5941.908
800,1,8,4,4,2,1,4194304,0,0.723581,7788.214
801,1,8,4,4,2,2,2097152,0,0.704741,7472.738
802,1,8,4,4,2,4,1048576,0,0.73175,8045.17
803,1,8,4,4,2,8,524288,0,0.738419,6909.882
804,1,8,4,8,1,1,4194304,0,0.704907,7507.318
805,1,8,4,8,1,2,2097152,0,0.725414,7859.502
806,1,8,4,8,1,4,1048576,0,0.720913,7411.824
807,1,8,4,8,1,8,524288,0,0.743754,6965.21
808,1,8,8,1,1,1,4194304,0,0.542246,4648.616
809,1,8,8,1,1,2,2097152,0,0.553256,4746.238
810,1,8,8,1,1,4,1048576,0,0.565315,4893.336
811,1,8,8,1,1,8,524288,0,0.56348,4901.316
812,1,8,8,1,2,1,4194304,0,0.703779,5130.076
813,1,8,8,1,2,2,2097152,0,0.689127,5197.108
814,1,8,8,1,2,4,1048576,0,0.715303,5338.62
815,1,8,8,1,2,8,524288,0,0.714809,5256.958
816,1,8,8,1,4,1,4194304,0,0.69884,6068.524
817,1,8,8,1,4,2,2097152,0,0.698676,6277.6
818,1,8,8,1,4,4,1048576,0,0.703121,6157.9
819,1,8,8,1,4,8,524288,0,0.716126,5946.696
820,1,8,8,1,8,1,4194304,0,0.708059,7581.798
821,1,8,8,1,8,2,2097152,0,0.704438,8163.008
822,1,8,8,1,8,4,1048576,0,0.733083,8054.214
823,1,8,8,1,8,8,524288,0,0.716126,6528.97
824,1,8,8,2,1,1,4194304,0,0.699992,5199.768
825,1,8,8,2,1,2,2097152,0,0.699169,5227.964
826,1,8,8,2,1,4,1048576,0,0.70773,5832.582
827,1,8,8,2,1,8,524288,0,0.728637,5630.954
828,1,8,8,2,2,1,4194304,0,0.702626,6053.362
829,1,8,8,2,2,2,2097152,0,0.713327,6235.04
830,1,8,8,2,2,4,1048576,0,0.7074,6269.088
831,1,8,8,2,2,8,524288,0,0.729131,6318.564
832,1,8,8,2,4,1,4194304,0,0.705589,6898.71
833,1,8,8,2,4,2,2097152,0,0.712339,7788.214
834,1,8,8,2,4,4,1048576,0,0.712175,7542.962
835,1,8,8,2,4,8,524288,0,0.713327,7482.048
836,1,8,8,4,1,1,4194304,0,0.702297,6127.576
837,1,8,8,4,1,2,2097152,0,0.695218,6356.602
838,1,8,8,4,1,4,1048576,0,0.709046,6361.124
839,1,8,8,4,1,8,524288,0,0.722875,6454.756
840,1,8,8,4,2,1,4194304,0,0.737197,7333.62
841,1,8,8,4,2,2,2097152,0,0.718595,7429.38
842,1,8,8,4,2,4,1048576,0,0.717442,7492.954
843,1,8,8,4,2,8,524288,0,0.757117,7249.298
844,1,8,8,8,1,1,4194304,0,0.726497,7743.526
845,1,8,8,8,1,2,2097152,0,0.725509,7799.386
846,1,8,8,8,1,4,1048576,0,0.737033,7618.506
847,1,8,8,8,1,8,524288,0,0.725344,7159.124
848,2,1,1,1,1,1,4194304,0,0.555944,4483.962
849,2,1,1,1,1,2,2097152,0,0.559192,4531.576
850,2,1,1,1,1,4,1048576,0,0.554591,4435.816
851,2,1,1,1,1,8,524288,0,0.584499,4537.428
852,2,1,1,1,2,1,4194304,0,0.697535,4323.298
853,2,1,1,1,2,2,2097152,0,0.713576,4432.358
854,2,1,1,1,2,4,1048576,0,0.703782,4448.318
855,2,1,1,1,2,8,524288,0,0.737216,4599.672
856,2,1,1,1,4,1,4194304,0,0.708104,4640.636
857,2,1,1,1,4,2,2097152,0,0.715364,4770.71
858,2,1,1,1,4,4,1048576,0,0.699324,4903.444
859,2,1,1,1,4,8,524288,0,0.711818,4872.854
860,2,1,1,1,8,1,4194304,0,0.701823,5229.028
861,2,1,1,1,8,2,2097152,0,0.703005,6104.168
862,2,1,1,1,8,4,1048576,0,0.706719,5646.648
863,2,1,1,1,8,8,524288,0,0.725965,5405.12
864,2,1,1,2,1,1,4194304,0,0.69767,4419.856
865,2,1,1,2,1,2,2097152,0,0.706958,4448.318
866,2,1,1,2,1,4,1048576,0,0.712363,4573.604
867,2,1,1,2,1,8,524288,0,0.730096,4638.242
868,2,1,1,2,2,1,4194304,0,0.697534,4657.128
869,2,1,1,2,2,2,2097152,0,0.694157,4711.126
870,2,1,1,2,2,4,1048576,0,0.702093,4841.998
871,2,1,1,2,2,8,524288,0,0.708848,4855.032
872,2,1,1,2,4,1,4194304,0,0.698311,5196.842
873,2,1,1,2,4,2,2097152,0,0.69409,5339.418
874,2,1,1,2,4,4,1048576,0,0.708948,5861.576
875,2,1,1,2,4,8,524288,0,0.725156,5324.256
876,2,1,1,2,8,1,4194304,0,0.702329,6490.134
877,2,1,1,2,8,2,2097152,0,0.717692,6716.766
878,2,1,1,2,8,4,1048576,0,0.718199,7014.686
879,2,1,1,2,8,8,524288,0,0.723264,6507.69
880,2,1,1,4,1,1,4194304,0,0.706114,4627.868
881,2,1,1,4,1,2,2097152,0,0.701047,4719.904
882,2,1,1,4,1,4,1048576,0,0.702229,4837.21
883,2,1,1,4,1,8,524288,0,0.727056,4819.92
884,2,1,1,4,2,1,4194304,0,0.701249,5163.592
885,2,1,1,4,2,2,2097152,0,0.699391,5223.708
886,2,1,1,4,2,4,1048576,0,0.718303,5637.87
887,2,1,1,4,2,8,524288,0,0.712224,5316.276
888,2,1,1,4,4,1,4194304,0,0.702025,6483.75
889,2,1,1,4,4,2,2097152,0,0.698479,6445.978
890,2,1,1,4,4,4,1048576,0,0.718065,6937.014
891,2,1,1,4,4,8,524288,0,0.712493,6730.598
892,2,1,1,4,8,1,4194304,0,0.711108,9097.998
893,2,1,1,4,8,2,2097152,0,0.7339,9370.116
894,2,1,1,4,8,4,1048576,0,0.722588,9471.728
895,2,1,1,4,8,8,524288,0,0.740653,8015.91
896,2,1,1,8,1,1,4194304,0,0.697669,5004.258
897,2,1,1,8,1,2,2097152,0,0.699696,5137.79
898,2,1,1,8,1,4,1048576,0,0.724353,5329.31
899,2,1,1,8,1,8,524288,0,0.729589,5105.604
900,2,1,1,8,2,1,4194304,0,0.70547,6405.812
901,2,1,1,8,2,2,2097152,0,0.704795,6209.504
902,2,1,1,8,2,4,1048576,0,0.711887,7301.7
903,2,1,1,8,2,8,524288,0,0.730967,6144.6
904,2,1,1,8,4,1,4194304,0,0.709791,9472.526
905,2,1,1,8,4,2,2097152,0,0.713337,9988.3
906,2,1,1,8,4,4,1048576,0,0.715025,9585.31
907,2,1,1,8,4,8,524288,0,0.712324,8709.638
908,2,1,2,1,1,1,4194304,0,0.565736,4676.546
909,2,1,2,1,1,2,2097152,0,0.573525,4726.554
910,2,1,2,1,1,4,1048576,0,0.565065,4579.19
911,2,1,2,1,1,8,524288,0,0.581985,4695.166
912,2,1,2,1,2,1,4194304,0,0.706795,5022.612
913,2,1,2,1,2,2,2097152,0,0.712669,5102.944
914,2,1,2,1,2,4,1048576,0,0.727603,4653.936
915,2,1,2,1,2,8,524288,0,0.718542,4802.896
916,2,1,2,1,4,1,4194304,0,0.701357,5948.026
917,2,1,2,1,4,2,2097152,0,0.698001,6172.264
918,2,1,2,1,4,4,1048576,0,0.708572,5187.532
919,2,1,2,1,4,8,524288,0,0.717297,5198.438
920,2,1,2,1,8,1,4194304,0,0.704343,8054.214
921,2,1,2,1,8,2,2097152,0,0.711558,8671.866
922,2,1,2,1,8,4,1048576,0,0.704511,6090.868
923,2,1,2,1,8,8,524288,0,0.71743,5741.876
924,2,1,2,2,1,1,4194304,0,0.70173,5075.546
925,2,1,2,2,1,2,2097152,0,0.717507,5100.55
926,2,1,2,2,1,4,1048576,0,0.714821,4681.334
927,2,1,2,2,1,8,524288,0,0.718514,4826.57
928,2,1,2,2,2,1,4194304,0,0.697062,6086.612
929,2,1,2,2,2,2,2097152,0,0.740692,6540.408
930,2,1,2,2,2,4,1048576,0,0.709648,5193.118
931,2,1,2,2,2,8,524288,0,0.718206,5146.036
