n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
1972,16,4,2,3,2,16,0,4.50E-05,863
1973,8192,3,4,1,2,256,0,7.115559,432
1974,8192,3,4,1,2,512,0,7.115559,432
1975,8192,3,4,1,2,1024,0,7.115559,432
1976,8192,3,4,1,2,2048,0,7.115559,432
1977,8192,3,4,1,2,4096,0,7.115559,432
1978,8192,3,4,1,2,8192,0,7.115559,432
1979,8192,3,4,1,3,64,0,7.634519,541
1980,8192,3,4,1,3,128,0,7.634519,541
1981,8192,3,4,1,3,256,0,7.634519,541
1982,16,4,2,3,3,1,0,5.70E-05,737
1983,8192,3,4,1,3,1024,0,7.634519,541
1984,8192,3,4,1,3,2048,0,7.634519,541
1985,8192,3,4,1,3,4096,0,7.634519,541
1986,8192,3,4,1,3,8192,0,7.634519,541
1987,8192,3,4,1,4,64,0,7.536206,391
1988,8192,3,4,1,4,128,0,7.536206,391
1989,8192,3,4,1,4,256,0,7.536206,391
1990,8192,3,4,1,4,512,0,7.536206,391
1991,8192,3,4,1,4,1024,0,7.536206,391
1992,8192,3,4,1,4,2048,0,7.536206,391
1993,16,4,2,3,3,2,0,7.50E-05,902
1994,8192,3,4,1,4,4096,0,7.536206,391
1995,8192,3,4,1,4,8192,0,7.536206,391
1996,8192,3,4,2,1,64,0,13.022166,597
1997,8192,3,4,2,1,128,0,13.022166,597
1998,8192,3,4,2,1,256,0,13.022166,597
1999,8192,3,4,2,1,512,0,13.022166,597
2000,8192,3,4,2,1,1024,0,13.022166,597
2001,8192,3,4,2,1,2048,0,13.022166,597
2002,8192,3,4,2,1,4096,0,13.022166,597
2003,8192,3,4,2,1,8192,0,13.216887,599
2004,16,4,2,3,3,4,0,7.40E-05,746
2005,8192,3,4,2,2,64,0,12.444715,635
2006,8192,3,4,2,2,128,0,12.444715,635
2007,8192,3,4,2,2,256,0,12.444715,635
2008,8192,3,4,2,2,512,0,12.444715,635
2009,8192,3,4,2,2,1024,0,12.444715,635
2010,8192,3,4,2,2,2048,0,12.444715,635
2011,8192,3,4,2,2,4096,0,12.444715,635
2012,8192,3,4,2,2,8192,0,12.444715,635
2013,8192,3,4,2,3,64,0,13.066481,693
2014,8192,3,4,2,3,128,0,13.066481,693
2015,16,4,2,3,3,8,0,6.90E-05,872
2016,8192,3,4,2,3,256,0,13.066481,693
2017,8192,3,4,2,3,512,0,13.066481,693
2018,8192,3,4,2,3,1024,0,13.066481,693
2019,8192,3,4,2,3,2048,0,13.066481,693
2020,8192,3,4,2,3,4096,0,13.066481,693
2021,8192,3,4,2,3,8192,0,13.066481,693
2022,8192,3,4,2,4,64,0,12.677037,552
2023,8192,3,4,2,4,128,0,12.677037,552
2024,8192,3,4,2,4,256,0,12.677037,552
2025,8192,3,4,2,4,512,0,12.677037,552
2026,16,4,2,3,3,16,0,4.30E-05,1015
2027,8192,3,4,2,4,1024,0,12.677037,552
2028,8192,3,4,2,4,2048,0,12.677037,552
2029,8192,3,4,2,4,4096,0,12.677037,552
2030,8192,3,4,2,4,8192,0,12.677037,552
2031,8192,3,4,3,1,64,0,22.089696,1063
2032,8192,3,4,3,1,128,0,22.089696,1063
2033,8192,3,4,3,1,256,0,22.089696,1063
2034,8192,3,4,3,1,512,0,22.089696,1063
2035,8192,3,4,3,1,1024,0,22.089696,1063
2036,16,4,2,3,4,1,0,5.40E-05,698
2037,8192,3,4,3,1,4096,0,22.089696,1063
2038,8192,3,4,3,1,8192,0,22.089696,1063
2039,8192,3,4,3,2,64,0,21.093309,974
2040,8192,3,4,3,2,128,0,21.093309,974
2041,8192,3,4,3,2,256,0,21.093309,974
2042,8192,3,4,3,2,512,0,21.093309,974
2043,8192,3,4,3,2,1024,0,21.093309,974
2044,8192,3,4,3,2,2048,0,21.958097,973
2045,8192,3,4,3,2,4096,0,21.093309,974
2046,8192,3,4,3,2,8192,0,21.093309,974
2047,16,4,2,3,4,2,0,6.70E-05,733
2048,8192,3,4,3,3,64,0,22.108495,1170
2049,8192,3,4,3,3,128,0,22.108495,1170
2050,8192,3,4,3,3,256,0,22.108495,1170
2051,8192,3,4,3,3,512,0,22.108495,1170
2052,8192,3,4,3,3,1024,0,22.108495,1170
2053,8192,3,4,3,3,2048,0,22.108495,1170
2054,8192,3,4,3,3,4096,0,22.108495,1170
2055,8192,3,4,3,3,8192,0,22.108495,1170
2056,8192,3,4,3,4,64,0,21.657301,956
2057,8192,3,4,3,4,128,0,21.657301,956
2058,16,4,2,3,4,4,0,7.00E-05,708
2059,8192,3,4,3,4,256,0,21.657301,956
2060,8192,3,4,3,4,512,0,21.657301,956
2061,8192,3,4,3,4,1024,0,21.657301,956
2062,8192,3,4,3,4,2048,0,21.657301,956
2063,8192,3,4,3,4,4096,0,21.657301,956
2064,8192,3,4,3,4,8192,0,21.657301,956
2065,8192,3,4,4,1,64,0,31.131497,1265
2066,8192,3,4,4,1,128,0,31.131497,1265
2067,8192,3,4,4,1,256,0,31.131497,1265
2068,8192,3,4,4,1,512,0,31.131497,1265
2069,16,4,2,3,4,8,0,6.80E-05,777
2070,8192,3,4,4,1,1024,0,31.131497,1265
2071,8192,3,4,4,1,2048,0,31.131497,1265
2072,8192,3,4,4,1,4096,0,31.131497,1265
2073,8192,3,4,4,1,8192,0,31.131497,1265
2074,8192,3,4,4,2,64,0,31.542393,1057
2075,8192,3,4,4,2,128,0,31.542393,1057
2076,8192,3,4,4,2,256,0,31.542393,1057
2077,8192,3,4,4,2,512,0,31.542393,1057
2078,8192,3,4,4,2,1024,0,31.542393,1057
2079,8192,3,4,4,2,2048,0,31.542393,1057
2080,16,4,2,3,4,16,0,4.50E-05,805
2081,8192,3,4,4,2,4096,0,31.542393,1057
2082,8192,3,4,4,2,8192,0,31.542393,1057
2083,8192,3,4,4,3,64,0,31.107325,1452
2084,8192,3,4,4,3,128,0,31.107325,1452
2085,8192,3,4,4,3,256,0,31.107325,1452
2086,8192,3,4,4,3,512,0,31.107325,1452
2087,8192,3,4,4,3,1024,0,31.107325,1452
2088,8192,3,4,4,3,2048,0,31.107325,1452
2089,8192,3,4,4,3,4096,0,31.107325,1452
2090,8192,3,4,4,3,8192,0,31.107325,1452
2091,16,4,2,4,1,1,0,7.30E-05,859
2092,8192,3,4,4,4,64,0,31.058984,1112
2093,8192,3,4,4,4,128,0,31.058984,1112
2094,8192,3,4,4,4,256,0,31.058984,1112
2095,8192,3,4,4,4,512,0,31.058984,1112
2096,8192,3,4,4,4,1024,0,31.058984,1112
2097,8192,3,4,4,4,2048,0,31.058984,1112
2098,8192,3,4,4,4,4096,0,31.058984,1112
2099,8192,3,4,4,4,8192,0,31.058984,1112
2100,8192,4,1,1,1,64,0,2.53036,372
2101,8192,4,1,1,1,128,0,2.53036,372
2102,16,4,2,4,1,2,0,8.70E-05,961
2103,8192,4,1,1,1,256,0,2.53036,372
2104,8192,4,1,1,1,512,0,2.53036,372
2105,8192,4,1,1,1,1024,0,2.53036,372
2106,8192,4,1,1,1,2048,0,2.53036,372
2107,8192,4,1,1,1,4096,0,2.53036,372
2108,8192,4,1,1,1,8192,0,2.53036,372
2109,8192,4,1,1,2,64,0,2.269953,381
2110,8192,4,1,1,2,128,0,2.269953,381
2111,8192,4,1,1,2,256,0,2.269953,381
2112,8192,4,1,1,2,512,0,2.269953,381
2113,16,4,2,4,1,4,0,8.80E-05,804
2114,8192,4,1,1,2,1024,0,2.269953,381
2115,8192,4,1,1,2,2048,0,2.269953,381
2116,8192,4,1,1,2,4096,0,2.269953,381
2117,8192,4,1,1,2,8192,0,2.269953,381
2118,8192,4,1,1,3,64,0,2.407407,429
2119,8192,4,1,1,3,128,0,2.407407,429
2120,8192,4,1,1,3,256,0,2.407407,429
2121,8192,4,1,1,3,512,0,2.407407,429
2122,8192,4,1,1,3,1024,0,2.407407,429
2123,8192,4,1,1,3,2048,0,2.407407,429
2124,16,4,2,4,1,8,0,7.30E-05,1019
2125,8192,4,1,1,3,4096,0,2.407407,429
2126,8192,4,1,1,3,8192,0,2.407407,429
2127,8192,4,1,1,4,64,0,2.53187,315
2128,8192,4,1,1,4,128,0,2.53187,315
2129,8192,4,1,1,4,256,0,2.53187,315
2130,8192,4,1,1,4,512,0,2.53187,315
2131,8192,4,1,1,4,1024,0,2.53187,315
2132,8192,4,1,1,4,2048,0,2.53187,315
2133,8192,4,1,1,4,4096,0,2.53187,315
2134,8192,4,1,1,4,8192,0,2.53187,315
2135,16,4,2,4,1,16,0,6.70E-05,1013
2136,8192,4,1,2,1,64,0,4.635167,485
2137,8192,4,1,2,1,128,0,4.635167,485
2138,8192,4,1,2,1,256,0,4.635167,485
2139,8192,4,1,2,1,512,0,4.635167,485
2140,8192,4,1,2,1,1024,0,4.635167,485
2141,8192,4,1,2,1,2048,0,4.635167,485
2142,8192,4,1,2,1,4096,0,4.635167,485
2143,8192,4,1,2,1,8192,0,4.635167,485
2144,8192,4,1,2,2,64,0,4.612512,485
2145,8192,4,1,2,2,128,0,4.612512,485
2146,16,4,2,4,2,1,0,7.10E-05,869
2147,8192,4,1,2,2,256,0,4.612512,485
2148,8192,4,1,2,2,512,0,4.612512,485
2149,8192,4,1,2,2,1024,0,4.612512,485
2150,8192,4,1,2,2,2048,0,4.612512,485
2151,8192,4,1,2,2,4096,0,4.612512,485
2152,8192,4,1,2,2,8192,0,4.612512,485
2153,8192,4,1,2,3,64,0,4.758006,605
2154,8192,4,1,2,3,128,0,4.758006,605
2155,8192,4,1,2,3,256,0,4.758006,605
2156,8192,4,1,2,3,512,0,4.758006,605
2157,16,4,2,4,2,2,0,9.40E-05,889
2158,8192,4,1,2,3,1024,0,4.591368,610
2159,8192,4,1,2,3,2048,0,4.758006,605
2160,8192,4,1,2,3,4096,0,4.758006,605
2161,8192,4,1,2,3,8192,0,4.758006,605
2162,8192,4,1,2,4,64,0,4.510817,470
2163,8192,4,1,2,4,128,0,4.538003,464
2164,8192,4,1,2,4,256,0,4.510817,470
2165,8192,4,1,2,4,512,0,4.510817,470
2166,8192,4,1,2,4,1024,0,4.510817,470
2167,8192,4,1,2,4,2048,0,4.510817,470
2168,16,4,2,4,2,4,0,9.10E-05,724
2169,8192,4,1,2,4,4096,0,4.510817,470
2170,8192,4,1,2,4,8192,0,4.510817,470
2171,8192,4,1,3,1,64,0,7.015405,723
2172,8192,4,1,3,1,128,0,7.015405,723
2173,8192,4,1,3,1,256,0,7.015405,723
2174,8192,4,1,3,1,512,0,7.015405,723
2175,8192,4,1,3,1,1024,0,7.015405,723
2176,8192,4,1,3,1,2048,0,7.015405,723
2177,8192,4,1,3,1,4096,0,7.015405,723
2178,8192,4,1,3,1,8192,0,7.019633,720
2179,16,4,2,4,2,8,0,7.20E-05,968
2180,8192,4,1,3,2,64,0,6.910392,687
2181,8192,4,1,3,2,128,0,6.910392,687
2182,8192,4,1,3,2,256,0,6.910392,687
2183,8192,4,1,3,2,512,0,6.910392,687
2184,8192,4,1,3,2,1024,0,6.910392,687
2185,8192,4,1,3,2,2048,0,6.910392,687
2186,8192,4,1,3,2,4096,0,6.910392,687
2187,8192,4,1,3,2,8192,0,6.910392,687
2188,8192,4,1,3,3,64,0,6.922373,831
2189,8192,4,1,3,3,128,0,6.922373,831
2190,16,4,2,4,2,16,0,6.80E-05,930
2191,8192,4,1,3,3,256,0,6.922373,831
2192,8192,4,1,3,3,512,0,6.922373,831
2193,8192,4,1,3,3,1024,0,6.922373,831
2194,8192,4,1,3,3,2048,0,6.922373,831
2195,8192,4,1,3,3,4096,0,6.922373,831
2196,8192,4,1,3,3,8192,0,6.922373,831
2197,8192,4,1,3,4,64,0,6.978755,712
2198,8192,4,1,3,4,128,0,6.978755,712
2199,8192,4,1,3,4,256,0,6.978755,712
2200,8192,4,1,3,4,512,0,6.978755,712
2201,16,4,2,4,3,1,0,7.60E-05,904
2202,8192,4,1,3,4,1024,0,6.978755,712
2203,8192,4,1,3,4,2048,0,6.978755,712
2204,8192,4,1,3,4,4096,0,6.978755,712
2205,8192,4,1,3,4,8192,0,6.978755,712
2206,8192,4,1,4,1,64,0,10.98224,822
2207,8192,4,1,4,1,128,0,10.98224,822
2208,8192,4,1,4,1,256,0,10.98224,822
2209,8192,4,1,4,1,512,0,10.98224,822
2210,8192,4,1,4,1,1024,0,10.98224,822
2211,8192,4,1,4,1,2048,0,10.98224,822
2212,16,4,2,4,3,2,0,9.40E-05,989
2213,8192,4,1,4,1,4096,0,10.98224,822
2214,8192,4,1,4,1,8192,0,10.98224,822
2215,8192,4,1,4,2,64,0,11.399057,829
2216,8192,4,1,4,2,128,0,11.399057,829
2217,8192,4,1,4,2,256,0,11.399057,829
2218,8192,4,1,4,2,512,0,11.399057,829
2219,8192,4,1,4,2,1024,0,11.399057,829
2220,8192,4,1,4,2,2048,0,11.399057,829
2221,8192,4,1,4,2,4096,0,11.399057,829
2222,8192,4,1,4,2,8192,0,11.399057,829
2223,16,4,2,4,3,4,0,9.60E-05,807
2224,8192,4,1,4,3,64,0,11.263139,911
2225,8192,4,1,4,3,128,0,11.263139,911
2226,8192,4,1,4,3,256,0,11.263139,911
2227,8192,4,1,4,3,1024,0,11.263139,911
2228,8192,4,1,4,3,2048,0,11.263139,911
2229,8192,4,1,4,3,4096,0,11.263139,911
2230,8192,4,1,4,3,8192,0,11.263139,911
2231,8192,4,1,4,4,64,0,11.571221,766
2232,8192,4,1,4,4,128,0,11.571221,766
2233,16,4,2,4,3,8,0,7.10E-05,993
2234,8192,4,1,4,4,256,0,11.571221,766
2235,8192,4,1,4,4,512,0,11.571221,766
2236,8192,4,1,4,4,1024,0,11.571221,766
2237,8192,4,1,4,4,2048,0,11.571221,766
2238,8192,4,1,4,4,4096,0,11.571221,766
2239,8192,4,1,4,4,8192,0,11.571221,766
2240,8192,4,2,1,1,64,0,3.662123,399
2241,8192,4,2,1,1,128,0,3.662123,399
2242,8192,4,2,1,1,256,0,3.662123,399
2243,8192,4,2,1,1,512,0,3.662123,399
2244,16,4,2,4,3,16,0,7.30E-05,1088
2245,8192,4,2,1,1,1024,0,3.662123,399
2246,8192,4,2,1,1,2048,0,3.662123,399
2247,8192,4,2,1,1,4096,0,3.662123,399
2248,8192,4,2,1,1,8192,0,3.662123,399
2249,8192,4,2,1,2,64,0,3.761621,423
2250,8192,4,2,1,2,128,0,3.761621,423
2251,8192,4,2,1,2,256,0,3.761621,423
2252,8192,4,2,1,2,512,0,3.761621,423
2253,8192,4,2,1,2,1024,0,3.761621,423
2254,8192,4,2,1,2,2048,0,3.761621,423
2255,16,4,2,4,4,1,0,7.20E-05,875
2256,8192,4,2,1,2,4096,0,3.761621,423
2257,8192,4,2,1,2,8192,0,3.761621,423
2258,8192,4,2,1,3,64,0,3.764844,507
2259,8192,4,2,1,3,128,0,3.764844,507
2260,8192,4,2,1,3,256,0,3.764844,507
2261,8192,4,2,1,3,512,0,3.764844,507
2262,8192,4,2,1,3,1024,0,3.764844,507
2263,8192,4,2,1,3,2048,0,3.764844,507
2264,8192,4,2,1,3,4096,0,3.764844,507
2265,8192,4,2,1,3,8192,0,3.764844,507
2266,16,4,2,4,4,2,0,9.00E-05,864
2267,8192,4,2,1,4,64,0,3.857494,349
2268,8192,4,2,1,4,128,0,3.857494,349
2269,8192,4,2,1,4,256,0,3.857494,349
2270,8192,4,2,1,4,512,0,3.857494,349
2271,8192,4,2,1,4,1024,0,3.857494,349
2272,8192,4,2,1,4,2048,0,3.857494,349
2273,8192,4,2,1,4,4096,0,3.857494,349
2274,8192,4,2,1,4,8192,0,3.857494,349
2275,8192,4,2,2,1,64,0,6.507719,598
2276,8192,4,2,2,1,128,0,6.507719,598
2277,16,4,2,4,4,4,0,8.90E-05,684
2278,8192,4,2,2,1,256,0,6.507719,598
2279,8192,4,2,2,1,512,0,6.507719,598
2280,8192,4,2,2,1,1024,0,6.507719,598
2281,8192,4,2,2,1,2048,0,6.507719,598
2282,8192,4,2,2,1,4096,0,6.507719,598
2283,8192,4,2,2,1,8192,0,6.507719,598
2284,8192,4,2,2,2,64,0,6.431859,585
2285,8192,4,2,2,2,128,0,6.431859,585
2286,8192,4,2,2,2,256,0,6.431859,585
2287,8192,4,2,2,2,512,0,6.431859,585
2288,16,4,2,4,4,8,0,6.90E-05,886
2289,8192,4,2,2,2,1024,0,6.431859,585
2290,8192,4,2,2,2,2048,0,6.431859,585
2291,8192,4,2,2,2,4096,0,6.431859,585
2292,8192,4,2,2,2,8192,0,6.431859,585
2293,8192,4,2,2,3,64,0,6.323107,758
2294,8192,4,2,2,3,128,0,6.323107,758
2295,8192,4,2,2,3,256,0,6.323107,758
2296,8192,4,2,2,3,512,0,6.323107,758
2297,8192,4,2,2,3,1024,0,6.323107,758
2298,8192,4,2,2,3,2048,0,6.323107,758
2299,16,4,2,4,4,16,0,6.90E-05,868
2300,8192,4,2,2,3,4096,0,6.323107,758
2301,8192,4,2,2,3,8192,0,6.323107,758
2302,8192,4,2,2,4,64,0,6.255975,534
2303,8192,4,2,2,4,128,0,6.255975,534
2304,8192,4,2,2,4,256,0,6.255975,534
2305,8192,4,2,2,4,512,0,6.255975,534
2306,8192,4,2,2,4,1024,0,6.255975,534
2307,8192,4,2,2,4,2048,0,6.255975,534
2308,8192,4,2,2,4,4096,0,6.255975,534
2309,8192,4,2,2,4,8192,0,6.255975,534
2310,16,4,3,1,1,1,0,3.40E-05,498
2311,8192,4,2,3,1,64,0,9.350057,830
2312,8192,4,2,3,1,128,0,9.350057,830
2313,8192,4,2,3,1,256,0,9.350057,830
2314,8192,4,2,3,1,512,0,9.350057,830
2315,8192,4,2,3,1,1024,0,9.350057,830
2316,8192,4,2,3,1,2048,0,9.350057,830
2317,8192,4,2,3,1,4096,0,9.350057,830
2318,8192,4,2,3,1,8192,0,9.350057,830
2319,8192,4,2,3,2,64,0,9.980661,863
2320,8192,4,2,3,2,128,0,9.980661,863
2321,16,4,3,1,1,2,0,4.30E-05,653
2322,8192,4,2,3,2,256,0,9.980661,863
2323,8192,4,2,3,2,512,0,9.980661,863
2324,8192,4,2,3,2,1024,0,9.980661,863
2325,8192,4,2,3,2,2048,0,9.980661,863
2326,8192,4,2,3,2,4096,0,9.980661,863
2327,8192,4,2,3,2,8192,0,9.980661,863
2328,8192,4,2,3,3,64,0,9.604742,1015
2329,8192,4,2,3,3,128,0,9.604742,1015
2330,8192,4,2,3,3,256,0,9.604742,1015
2331,8192,4,2,3,3,512,0,9.604742,1015
2332,16,4,3,1,1,4,0,4.30E-05,630
2333,8192,4,2,3,3,1024,0,9.604742,1015
2334,8192,4,2,3,3,2048,0,9.604742,1015
2335,8192,4,2,3,3,8192,0,9.604742,1015
2336,8192,4,2,3,4,64,0,10.112233,805
2337,8192,4,2,3,4,128,0,10.112233,805
2338,8192,4,2,3,4,256,0,10.112233,805
2339,8192,4,2,3,4,512,0,10.112233,805
2340,8192,4,2,3,4,1024,0,10.112233,805
2341,8192,4,2,3,4,2048,0,10.112233,805
2342,16,4,3,1,1,8,0,4.50E-05,793
2343,8192,4,2,3,4,4096,0,10.112233,805
2344,8192,4,2,3,4,8192,0,10.112233,805
2345,8192,4,2,4,1,64,0,14.946464,1013
2346,8192,4,2,4,1,128,0,14.946464,1013
2347,8192,4,2,4,1,256,0,14.946464,1013
2348,8192,4,2,4,1,512,0,14.946464,1013
2349,8192,4,2,4,1,1024,0,14.946464,1013
2350,8192,4,2,4,1,2048,0,14.946464,1013
2351,8192,4,2,4,1,4096,0,14.946464,1013
2352,8192,4,2,4,1,8192,0,14.946464,1013
2353,16,4,3,1,1,16,0,2.70E-05,415
2354,8192,4,2,4,2,64,0,15.381445,930
2355,8192,4,2,4,2,128,0,15.381445,930
2356,8192,4,2,4,2,256,0,15.381445,930
2357,8192,4,2,4,2,512,0,15.381445,930
2358,8192,4,2,4,2,1024,0,15.381445,930
2359,8192,4,2,4,2,2048,0,15.381445,930
2360,8192,4,2,4,2,4096,0,15.381445,930
2361,8192,4,2,4,2,8192,0,15.381445,930
2362,8192,4,2,4,3,64,0,16.63806,1088
2363,8192,4,2,4,3,128,0,16.263492,1082
2364,16,4,3,1,2,1,0,3.50E-05,516
2365,8192,4,2,4,3,256,0,16.63806,1088
2366,8192,4,2,4,3,512,0,16.63806,1088
2367,8192,4,2,4,3,1024,0,16.63806,1088
2368,8192,4,2,4,3,2048,0,16.63806,1088
2369,8192,4,2,4,3,4096,0,16.63806,1088
2370,8192,4,2,4,3,8192,0,16.63806,1088
2371,8192,4,2,4,4,64,0,15.756013,868
2372,8192,4,2,4,4,128,0,15.756013,868
2373,8192,4,2,4,4,256,0,15.756013,868
2374,8192,4,2,4,4,512,0,15.756013,868
2375,16,4,3,1,2,2,0,4.20E-05,699
2376,8192,4,2,4,4,1024,0,15.756013,868
2377,8192,4,2,4,4,2048,0,15.756013,868
2378,8192,4,2,4,4,4096,0,15.756013,868
2379,8192,4,2,4,4,8192,0,15.91309,879
2380,8192,4,3,1,1,64,0,5.669373,415
2381,8192,4,3,1,1,128,0,5.669373,415
2382,8192,4,3,1,1,256,0,5.669373,415
2383,8192,4,3,1,1,512,0,5.669373,415
2384,8192,4,3,1,1,1024,0,5.669373,415
2385,8192,4,3,1,1,2048,0,5.669373,415
2386,16,4,3,1,2,4,0,4.30E-05,716
2387,8192,4,3,1,1,4096,0,5.669373,415
2388,8192,4,3,1,1,8192,0,5.669373,415
2389,8192,4,3,1,2,64,0,5.815593,444
2390,8192,4,3,1,2,128,0,5.815593,444
2391,8192,4,3,1,2,256,0,5.815593,444
2392,8192,4,3,1,2,512,0,5.815593,444
2393,8192,4,3,1,2,1024,0,5.815593,444
2394,8192,4,3,1,2,2048,0,5.815593,444
2395,8192,4,3,1,2,4096,0,5.815593,444
2396,8192,4,3,1,2,8192,0,5.815593,444
2397,16,4,3,1,2,8,0,4.40E-05,705
2398,8192,4,3,1,3,64,0,5.776923,502
2399,8192,4,3,1,3,128,0,5.776923,502
2400,8192,4,3,1,3,256,0,5.776923,502
2401,8192,4,3,1,3,512,0,5.776923,502
2402,8192,4,3,1,3,1024,0,5.776923,502
2403,8192,4,3,1,3,2048,0,5.776923,502
2404,8192,4,3,1,3,4096,0,5.776923,502
2405,8192,4,3,1,3,8192,0,5.776923,502
2406,8192,4,3,1,4,64,0,5.703812,341
2407,8192,4,3,1,4,128,0,5.703812,341
2408,16,4,3,1,2,16,0,2.70E-05,444
2409,8192,4,3,1,4,256,0,5.703812,341
2410,8192,4,3,1,4,512,0,5.703812,341
2411,8192,4,3,1,4,1024,0,5.703812,341
2412,8192,4,3,1,4,2048,0,5.703812,341
2413,8192,4,3,1,4,4096,0,5.703812,341
2414,8192,4,3,1,4,8192,0,5.703812,341
2415,8192,4,3,2,1,64,0,9.541572,613
2416,8192,4,3,2,1,128,0,9.541572,613
2417,8192,4,3,2,1,256,0,9.541572,613
2418,8192,4,3,2,1,512,0,9.541572,613
2419,16,4,3,1,3,1,0,3.70E-05,505
2420,8192,4,3,2,1,1024,0,9.541572,613
2421,8192,4,3,2,1,2048,0,9.541572,613
2422,8192,4,3,2,1,4096,0,9.541572,613
2423,8192,4,3,2,1,8192,0,9.541572,613
2424,8192,4,3,2,2,64,0,9.810419,603
2425,8192,4,3,2,2,128,0,9.810419,603
2426,8192,4,3,2,2,256,0,9.810419,603
2427,8192,4,3,2,2,512,0,9.810419,603
2428,8192,4,3,2,2,1024,0,9.810419,603
2429,8192,4,3,2,2,2048,0,9.810419,603
2430,16,4,3,1,3,2,0,4.20E-05,754
2431,8192,4,3,2,2,4096,0,9.810419,603
2432,8192,4,3,2,2,8192,0,9.810419,603
2433,8192,4,3,2,3,64,0,9.577821,683
2434,8192,4,3,2,3,128,0,9.577821,683
2435,8192,4,3,2,3,256,0,9.577821,683
2436,8192,4,3,2,3,512,0,9.577821,683
2437,8192,4,3,2,3,1024,0,9.577821,683
2438,8192,4,3,2,3,2048,0,9.577821,683
2439,8192,4,3,2,3,4096,0,9.356299,685
2440,8192,4,3,2,3,8192,0,9.577821,683
2441,16,4,3,1,3,4,0,4.40E-05,638
2442,8192,4,3,2,4,64,0,9.748997,558
2443,8192,4,3,2,4,128,0,9.748997,558
2444,8192,4,3,2,4,256,0,9.748997,558
2445,8192,4,3,2,4,512,0,9.748997,558
2446,8192,4,3,2,4,1024,0,9.748997,558
2447,8192,4,3,2,4,2048,0,9.748997,558
2448,8192,4,3,2,4,4096,0,9.748997,558
2449,8192,4,3,2,4,8192,0,9.748997,558
2450,8192,4,3,3,1,64,0,14.378146,947
2451,8192,4,3,3,1,128,0,14.378146,947
2452,16,4,3,1,3,8,0,3.80E-05,817
2453,8192,4,3,3,1,256,0,14.378146,947
2454,8192,4,3,3,1,512,0,14.378146,947
2455,8192,4,3,3,1,1024,0,14.378146,947
2456,8192,4,3,3,1,2048,0,14.378146,947
2457,8192,4,3,3,1,4096,0,14.378146,947
2458,8192,4,3,3,1,8192,0,14.152607,941
2459,8192,4,3,3,2,64,0,13.943982,959
2460,8192,4,3,3,2,128,0,13.943982,959
2461,8192,4,3,3,2,256,0,13.943982,959
2462,8192,4,3,3,2,512,0,13.943982,959
2463,16,4,3,1,3,16,0,2.70E-05,502
2464,8192,4,3,3,2,1024,0,13.943982,959
2465,8192,4,3,3,2,2048,0,13.943982,959
2466,8192,4,3,3,2,4096,0,13.943982,959
2467,8192,4,3,3,2,8192,0,13.943982,959
2468,8192,4,3,3,3,64,0,14.013053,1057
2469,8192,4,3,3,3,128,0,14.013053,1057
2470,8192,4,3,3,3,256,0,14.013053,1057
2471,8192,4,3,3,3,512,0,14.013053,1057
2472,8192,4,3,3,3,1024,0,14.013053,1057
2473,8192,4,3,3,3,2048,0,14.013053,1057
2474,16,4,3,1,4,1,0,3.40E-05,552
2475,8192,4,3,3,3,4096,0,14.013053,1057
2476,8192,4,3,3,3,8192,0,14.013053,1057
2477,8192,4,3,3,4,64,0,14.110317,992
2478,8192,4,3,3,4,128,0,14.110317,992
2479,8192,4,3,3,4,256,0,14.110317,992
2480,8192,4,3,3,4,512,0,14.110317,992
2481,8192,4,3,3,4,1024,0,14.110317,992
2482,8192,4,3,3,4,2048,0,14.110317,992
2483,8192,4,3,3,4,4096,0,14.110317,992
2484,8192,4,3,3,4,8192,0,14.110317,992
2485,16,4,3,1,4,2,0,4.30E-05,694
2486,8192,4,3,4,1,64,0,23.578342,990
2487,8192,4,3,4,1,128,0,23.578342,990
2488,8192,4,3,4,1,256,0,23.578342,990
2489,8192,4,3,4,1,512,0,23.578342,990
2490,8192,4,3,4,1,1024,0,23.578342,990
2491,8192,4,3,4,1,2048,0,23.578342,990
2492,8192,4,3,4,1,4096,0,23.578342,990
2493,8192,4,3,4,1,8192,0,23.578342,990
2494,8192,4,3,4,2,64,0,23.288369,993
2495,8192,4,3,4,2,128,0,23.288369,993
2496,16,4,3,1,4,4,0,4.40E-05,712
2497,8192,4,3,4,2,256,0,23.288369,993
2498,8192,4,3,4,2,512,0,23.288369,993
2499,8192,4,3,4,2,1024,0,23.288369,993
2500,8192,4,3,4,2,2048,0,23.288369,993
2501,8192,4,3,4,2,4096,0,23.288369,993
2502,8192,4,3,4,2,8192,0,23.288369,993
2503,8192,4,3,4,3,64,0,24.230778,1132
2504,8192,4,3,4,3,128,0,24.230778,1132
2505,8192,4,3,4,3,256,0,24.230778,1132
2506,8192,4,3,4,3,512,0,24.230778,1132
2507,16,4,3,1,4,8,0,4.40E-05,725
2508,8192,4,3,4,3,1024,0,24.230778,1132
2509,8192,4,3,4,3,2048,0,24.230778,1132
2510,8192,4,3,4,3,4096,0,24.230778,1132
2511,8192,4,3,4,3,8192,0,24.230778,1132
2512,8192,4,3,4,4,64,0,23.306492,952
