n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,FF
1207,8,1,1,1,256,8,0,0.000309,6483.218,464
1208,8,1,1,1,128,1,0,0.000308,8810.984,748
1209,8,1,1,1,128,2,0,0.000307,8691.550,748
1210,8,1,1,1,128,4,0,0.000309,9018.198,750
1211,8,1,1,1,128,8,0,0.000309,6578.180,468
1212,8,1,1,1,64,1,0,0.000306,9080.974,753
1213,8,1,1,1,64,2,0,0.000308,9101.190,753
1214,8,1,1,1,64,4,0,0.000304,9097.200,756
1215,8,1,1,1,64,8,0,0.000305,7042.882,473
1216,8,1,1,1,32,1,0,0.000307,10471.888,765
1217,8,1,1,1,32,2,0,0.000306,10404.590,765
1218,8,1,1,1,32,4,0,0.000313,10412.038,765
1219,8,1,1,1,32,8,0,0.000311,8354.528,482
1220,8,1,1,2,512,1,0,0.000191,10159.072,749
1221,8,1,1,2,512,2,0,0.000191,10159.072,749
1222,8,1,1,2,512,4,0,0.000194,10155.880,747
1223,8,1,1,2,512,8,0,0.000193,8144.920,487
1224,8,1,1,2,256,1,0,0.000195,10513.650,751
1225,8,1,1,2,256,2,0,0.000195,10513.650,751
1226,8,1,1,2,256,4,0,0.000197,10494.764,749
1227,8,1,1,2,256,8,0,0.000191,8483.006,489
1228,8,1,1,2,128,1,0,0.000193,10982.874,753
1229,8,1,1,2,128,2,0,0.000193,10982.874,753
1230,8,1,1,2,128,4,0,0.000197,11036.340,753
1231,8,1,1,2,128,8,0,0.000196,9045.064,493
1232,8,1,1,2,64,1,0,0.000202,11279.730,757
1233,8,1,1,2,64,2,0,0.000202,11279.730,757
1234,8,1,1,2,64,4,0,0.000201,11356.604,757
1235,8,1,1,2,64,8,0,0.000201,9338.994,497
1236,8,1,1,2,32,1,0,0.000203,12799.388,783
1237,8,1,1,2,32,2,0,0.000203,12799.388,783
1238,8,1,1,2,32,4,0,0.000205,12834.766,783
1239,8,1,1,2,32,8,0,0.000203,10796.940,523
1240,8,1,1,3,512,1,0,0.000173,11668.090,676
1241,8,1,1,3,512,2,0,0.000173,11990.748,718
1242,8,1,1,3,512,4,0,0.000172,11796.568,696
1243,8,1,1,3,512,8,0,0.000172,10374.266,494
1244,8,1,1,3,256,1,0,0.000173,12126.674,687
1245,8,1,1,3,256,2,0,0.000174,12498.276,729
1246,8,1,1,3,256,4,0,0.000173,12377.512,707
1247,8,1,1,3,256,8,0,0.000173,10903.606,505
1248,8,1,1,3,128,1,0,0.000142,12859.504,691
1249,8,1,1,3,128,2,0,0.000143,13217.806,733
1250,8,1,1,3,128,4,0,0.000146,12970.426,710
1251,8,1,1,3,128,8,0,0.000142,11836.202,509
1252,8,1,1,3,64,1,0,0.000143,13116.194,703
1253,8,1,1,3,64,2,0,0.000146,13417.572,742
1254,8,1,1,3,64,4,0,0.000151,13286.966,723
1255,8,1,1,3,64,8,0,0.000142,11820.508,520
1256,8,1,1,3,32,1,0,0.000144,14922.866,737
1257,8,1,1,3,32,2,0,0.000145,15115.982,776
1258,8,1,1,3,32,4,0,0.000143,15031.128,757
1259,8,1,1,3,32,8,0,0.000141,13437.522,554
1260,8,1,1,4,512,1,0,0.000119,12588.982,538
1261,8,1,1,4,512,2,0,0.000119,12588.982,538
1262,8,1,1,4,512,4,0,0.000119,12588.982,538
1263,8,1,1,4,512,8,0,0.000119,12622.498,538
1264,8,1,1,4,256,1,0,0.000120,12984.790,540
1265,8,1,1,4,256,2,0,0.000120,12984.790,540
1266,8,1,1,4,256,4,0,0.000120,12984.790,540
1267,8,1,1,4,256,8,0,0.000119,13005.538,540
1268,8,1,1,4,128,1,0,0.000119,13632.500,544
1269,8,1,1,4,128,2,0,0.000119,13632.500,544
1270,8,1,1,4,128,4,0,0.000119,13632.500,544
1271,8,1,1,4,128,8,0,0.000120,13631.170,544
1272,8,1,1,4,64,1,0,0.000112,13916.588,560
1273,8,1,1,4,64,2,0,0.000112,13916.588,560
1274,8,1,1,4,64,4,0,0.000112,13916.588,560
1275,8,1,1,4,64,8,0,0.000112,13903.554,560
1276,8,1,1,4,32,1,0,0.000115,15631.490,606
1277,8,1,1,4,32,2,0,0.000115,15631.490,606
1278,8,1,1,4,32,4,0,0.000115,15631.490,606
1279,8,1,1,4,32,8,0,0.000111,15568.182,606
1280,8,1,2,1,512,1,0,0.000303,8122.044,745
1281,8,1,2,1,512,2,0,0.000306,8047.298,742
1282,8,1,2,1,512,4,0,0.000303,8152.102,748
1283,8,1,2,1,512,8,0,0.000303,5967.976,462
1284,8,1,2,1,256,1,0,0.000314,8422.890,747
1285,8,1,2,1,256,2,0,0.000311,8396.556,744
1286,8,1,2,1,256,4,0,0.000312,8450.288,750
1287,8,1,2,1,256,8,0,0.000309,6483.218,464
1288,8,1,2,1,128,1,0,0.000308,8810.984,748
1289,8,1,2,1,128,2,0,0.000307,8691.550,748
1290,8,1,2,1,128,4,0,0.000309,9018.198,750
1291,8,1,2,1,128,8,0,0.000309,6578.180,468
1292,8,1,2,1,64,1,0,0.000306,9080.974,753
1293,8,1,2,1,64,2,0,0.000308,9101.190,753
1294,8,1,2,1,64,4,0,0.000304,9097.200,756
1295,8,1,2,1,64,8,0,0.000305,7042.882,473
1296,8,1,2,1,32,1,0,0.000307,10471.888,765
1297,8,1,2,1,32,2,0,0.000306,10404.590,765
1298,8,1,2,1,32,4,0,0.000313,10412.038,765
1299,8,1,2,1,32,8,0,0.000311,8354.528,482
1300,8,1,2,2,512,1,0,0.000191,10159.072,749
1301,8,1,2,2,512,2,0,0.000191,10159.072,749
1302,8,1,2,2,512,4,0,0.000194,10155.880,747
1303,8,1,2,2,512,8,0,0.000193,8144.920,487
1304,8,1,2,2,256,1,0,0.000195,10513.650,751
1305,8,1,2,2,256,2,0,0.000195,10513.650,751
1306,8,1,2,2,256,4,0,0.000197,10494.764,749
1307,8,1,2,2,256,8,0,0.000191,8483.006,489
1308,8,1,2,2,128,1,0,0.000193,10982.874,753
1309,8,1,2,2,128,2,0,0.000193,10982.874,753
1310,8,1,2,2,128,4,0,0.000197,11036.340,753
1311,8,1,2,2,128,8,0,0.000196,9045.064,493
1312,8,1,2,2,64,1,0,0.000202,11279.730,757
1313,8,1,2,2,64,2,0,0.000202,11279.730,757
1314,8,1,2,2,64,4,0,0.000201,11356.604,757
1315,8,1,2,2,64,8,0,0.000201,9338.994,497
1316,8,1,2,2,32,1,0,0.000203,12799.388,783
1317,8,1,2,2,32,2,0,0.000203,12799.388,783
1318,8,1,2,2,32,4,0,0.000205,12834.766,783
1319,8,1,2,2,32,8,0,0.000203,10796.940,523
1320,8,1,2,3,512,1,0,0.000173,11668.090,676
1321,8,1,2,3,512,2,0,0.000173,11990.748,718
1322,8,1,2,3,512,4,0,0.000172,11796.568,696
1323,8,1,2,3,512,8,0,0.000172,10374.266,494
1324,8,1,2,3,256,1,0,0.000173,12126.674,687
1325,8,1,2,3,256,2,0,0.000174,12498.276,729
1326,8,1,2,3,256,4,0,0.000173,12377.512,707
1327,8,1,2,3,256,8,0,0.000173,10903.606,505
1328,8,1,2,3,128,1,0,0.000142,12859.504,691
1329,8,1,2,3,128,2,0,0.000143,13217.806,733
1330,8,1,2,3,128,4,0,0.000146,12970.426,710
1331,8,1,2,3,128,8,0,0.000142,11836.202,509
1332,8,1,2,3,64,1,0,0.000143,13116.194,703
1333,8,1,2,3,64,2,0,0.000146,13417.572,742
1334,8,1,2,3,64,4,0,0.000151,13286.966,723
1335,8,1,2,3,64,8,0,0.000142,11820.508,520
1336,8,1,2,3,32,1,0,0.000144,14922.866,737
1337,8,1,2,3,32,2,0,0.000145,15115.982,776
1338,8,1,2,3,32,4,0,0.000143,15031.128,757
1339,8,1,2,3,32,8,0,0.000141,13437.522,554
1340,8,1,2,4,512,1,0,0.000119,12588.982,538
1341,8,1,2,4,512,2,0,0.000119,12588.982,538
1342,8,1,2,4,512,4,0,0.000119,12588.982,538
1343,8,1,2,4,512,8,0,0.000119,12622.498,538
1344,8,1,2,4,256,1,0,0.000120,12984.790,540
1345,8,1,2,4,256,2,0,0.000120,12984.790,540
1346,8,1,2,4,256,4,0,0.000120,12984.790,540
1347,8,1,2,4,256,8,0,0.000119,13005.538,540
1348,8,1,2,4,128,1,0,0.000119,13632.500,544
1349,8,1,2,4,128,2,0,0.000119,13632.500,544
1350,8,1,2,4,128,4,0,0.000119,13632.500,544
1351,8,1,2,4,128,8,0,0.000120,13631.170,544
1352,8,1,2,4,64,1,0,0.000112,13916.588,560
1353,8,1,2,4,64,2,0,0.000112,13916.588,560
1354,8,1,2,4,64,4,0,0.000112,13916.588,560
1355,8,1,2,4,64,8,0,0.000112,13903.554,560
1356,8,1,2,4,32,1,0,0.000115,15631.490,606
1357,8,1,2,4,32,2,0,0.000115,15631.490,606
1358,8,1,2,4,32,4,0,0.000115,15631.490,606
1359,8,1,2,4,32,8,0,0.000111,15568.182,606
1360,8,1,3,1,512,1,0,0.000303,8122.044,745
1361,8,1,3,1,512,2,0,0.000306,8047.298,742
1362,8,1,3,1,512,4,0,0.000303,8152.102,748
1363,8,1,3,1,512,8,0,0.000303,5967.976,462
1364,8,1,3,1,256,1,0,0.000314,8422.890,747
1365,8,1,3,1,256,2,0,0.000311,8396.556,744
1366,8,1,3,1,256,4,0,0.000312,8450.288,750
1367,8,1,3,1,256,8,0,0.000309,6483.218,464
1368,8,1,3,1,128,1,0,0.000308,8810.984,748
1369,8,1,3,1,128,2,0,0.000307,8691.550,748
1370,8,1,3,1,128,4,0,0.000309,9018.198,750
1371,8,1,3,1,128,8,0,0.000309,6578.180,468
1372,8,1,3,1,64,1,0,0.000306,9080.974,753
1373,8,1,3,1,64,2,0,0.000308,9101.190,753
1374,8,1,3,1,64,4,0,0.000304,9097.200,756
1375,8,1,3,1,64,8,0,0.000305,7042.882,473
1376,8,1,3,1,32,1,0,0.000307,10471.888,765
1377,8,1,3,1,32,2,0,0.000306,10404.590,765
1378,8,1,3,1,32,4,0,0.000313,10412.038,765
1379,8,1,3,1,32,8,0,0.000311,8354.528,482
1380,8,1,3,2,512,1,0,0.000191,10159.072,749
1381,8,1,3,2,512,2,0,0.000191,10159.072,749
1382,8,1,3,2,512,4,0,0.000194,10155.880,747
1383,8,1,3,2,512,8,0,0.000193,8144.920,487
1384,8,1,3,2,256,1,0,0.000195,10513.650,751
1385,8,1,3,2,256,2,0,0.000195,10513.650,751
1386,8,1,3,2,256,4,0,0.000197,10494.764,749
1387,8,1,3,2,256,8,0,0.000191,8483.006,489
1388,8,1,3,2,128,1,0,0.000193,10982.874,753
1389,8,1,3,2,128,2,0,0.000193,10982.874,753
1390,8,1,3,2,128,4,0,0.000197,11036.340,753
1391,8,1,3,2,128,8,0,0.000196,9045.064,493
1392,8,1,3,2,64,1,0,0.000202,11279.730,757
1393,8,1,3,2,64,2,0,0.000202,11279.730,757
1394,8,1,3,2,64,4,0,0.000201,11356.604,757
1395,8,1,3,2,64,8,0,0.000201,9338.994,497
1396,8,1,3,2,32,1,0,0.000203,12799.388,783
1397,8,1,3,2,32,2,0,0.000203,12799.388,783
1398,8,1,3,2,32,4,0,0.000205,12834.766,783
1399,8,1,3,2,32,8,0,0.000203,10796.940,523
1400,8,1,3,3,512,1,0,0.000173,11668.090,676
1401,8,1,3,3,512,2,0,0.000173,11990.748,718
1402,8,1,3,3,512,4,0,0.000172,11796.568,696
1403,8,1,3,3,512,8,0,0.000172,10374.266,494
1404,8,1,3,3,256,1,0,0.000173,12126.674,687
1405,8,1,3,3,256,2,0,0.000174,12498.276,729
1406,8,1,3,3,256,4,0,0.000173,12377.512,707
1407,8,1,3,3,256,8,0,0.000173,10903.606,505
1408,8,1,3,3,128,1,0,0.000142,12859.504,691
1409,8,1,3,3,128,2,0,0.000143,13217.806,733
1410,8,1,3,3,128,4,0,0.000146,12970.426,710
1411,8,1,3,3,128,8,0,0.000142,11836.202,509
1412,8,1,3,3,64,1,0,0.000143,13116.194,703
1413,8,1,3,3,64,2,0,0.000146,13417.572,742
1414,8,1,3,3,64,4,0,0.000151,13286.966,723
1415,8,1,3,3,64,8,0,0.000142,11820.508,520
1416,8,1,3,3,32,1,0,0.000144,14922.866,737
1417,8,1,3,3,32,2,0,0.000145,15115.982,776
1418,8,1,3,3,32,4,0,0.000143,15031.128,757
1419,8,1,3,3,32,8,0,0.000141,13437.522,554
1420,8,1,3,4,512,1,0,0.000119,12588.982,538
1421,8,1,3,4,512,2,0,0.000119,12588.982,538
1422,8,1,3,4,512,4,0,0.000119,12588.982,538
1423,8,1,3,4,512,8,0,0.000119,12622.498,538
1424,8,1,3,4,256,1,0,0.000120,12984.790,540
1425,8,1,3,4,256,2,0,0.000120,12984.790,540
1426,8,1,3,4,256,4,0,0.000120,12984.790,540
1427,8,1,3,4,256,8,0,0.000119,13005.538,540
1428,8,1,3,4,128,1,0,0.000119,13632.500,544
1429,8,1,3,4,128,2,0,0.000119,13632.500,544
1430,8,1,3,4,128,4,0,0.000119,13632.500,544
1431,8,1,3,4,128,8,0,0.000120,13631.170,544
1432,8,1,3,4,64,1,0,0.000112,13916.588,560
1433,8,1,3,4,64,2,0,0.000112,13916.588,560
1434,8,1,3,4,64,4,0,0.000112,13916.588,560
1435,8,1,3,4,64,8,0,0.000112,13903.554,560
1436,8,1,3,4,32,1,0,0.000115,15631.490,606
1437,8,1,3,4,32,2,0,0.000115,15631.490,606
1438,8,1,3,4,32,4,0,0.000115,15631.490,606
1439,8,1,3,4,32,8,0,0.000111,15568.182,606
1440,8,1,4,1,512,1,0,0.000303,8122.044,745
1441,8,1,4,1,512,2,0,0.000306,8047.298,742
1442,8,1,4,1,512,4,0,0.000303,8152.102,748
1443,8,1,4,1,512,8,0,0.000303,5967.976,462
1444,8,1,4,1,256,1,0,0.000314,8422.890,747
1445,8,1,4,1,256,2,0,0.000311,8396.556,744
1446,8,1,4,1,256,4,0,0.000312,8450.288,750
1447,8,1,4,1,256,8,0,0.000309,6483.218,464
1448,8,1,4,1,128,1,0,0.000308,8810.984,748
1449,8,1,4,1,128,2,0,0.000307,8691.550,748
1450,8,1,4,1,128,4,0,0.000309,9018.198,750
1451,8,1,4,1,128,8,0,0.000309,6578.180,468
1452,8,1,4,1,64,1,0,0.000306,9080.974,753
1453,8,1,4,1,64,2,0,0.000308,9101.190,753
1454,8,1,4,1,64,4,0,0.000304,9097.200,756
1455,8,1,4,1,64,8,0,0.000305,7042.882,473
1456,8,1,4,1,32,1,0,0.000307,10471.888,765
1457,8,1,4,1,32,2,0,0.000306,10404.590,765
1458,8,1,4,1,32,4,0,0.000313,10412.038,765
1459,8,1,4,1,32,8,0,0.000311,8354.528,482
1460,8,1,4,2,512,1,0,0.000191,10159.072,749
1461,8,1,4,2,512,2,0,0.000191,10159.072,749
1462,8,1,4,2,512,4,0,0.000194,10155.880,747
1463,8,1,4,2,512,8,0,0.000193,8144.920,487
1464,8,1,4,2,256,1,0,0.000195,10513.650,751
1465,8,1,4,2,256,2,0,0.000195,10513.650,751
1466,8,1,4,2,256,4,0,0.000197,10494.764,749
1467,8,1,4,2,256,8,0,0.000191,8483.006,489
1468,8,1,4,2,128,1,0,0.000193,10982.874,753
1469,8,1,4,2,128,2,0,0.000193,10982.874,753
1470,8,1,4,2,128,4,0,0.000197,11036.340,753
1471,8,1,4,2,128,8,0,0.000196,9045.064,493
1472,8,1,4,2,64,1,0,0.000202,11279.730,757
1473,8,1,4,2,64,2,0,0.000202,11279.730,757
1474,8,1,4,2,64,4,0,0.000201,11356.604,757
1475,8,1,4,2,64,8,0,0.000201,9338.994,497
1476,8,1,4,2,32,1,0,0.000203,12799.388,783
1477,8,1,4,2,32,2,0,0.000203,12799.388,783
1478,8,1,4,2,32,4,0,0.000205,12834.766,783
1479,8,1,4,2,32,8,0,0.000203,10796.940,523
1480,8,1,4,3,512,1,0,0.000173,11668.090,676
1481,8,1,4,3,512,2,0,0.000173,11990.748,718
1482,8,1,4,3,512,4,0,0.000172,11796.568,696
1483,8,1,4,3,512,8,0,0.000172,10374.266,494
1484,8,1,4,3,256,1,0,0.000173,12126.674,687
1485,8,1,4,3,256,2,0,0.000174,12498.276,729
1486,8,1,4,3,256,4,0,0.000173,12377.512,707
1487,8,1,4,3,256,8,0,0.000173,10903.606,505
1488,8,1,4,3,128,1,0,0.000142,12859.504,691
1489,8,1,4,3,128,2,0,0.000143,13217.806,733
1490,8,1,4,3,128,4,0,0.000146,12970.426,710
1491,8,1,4,3,128,8,0,0.000142,11836.202,509
1492,8,1,4,3,64,1,0,0.000143,13116.194,703
1493,8,1,4,3,64,2,0,0.000146,13417.572,742
1494,8,1,4,3,64,4,0,0.000151,13286.966,723
1495,8,1,4,3,64,8,0,0.000142,11820.508,520
1496,8,1,4,3,32,1,0,0.000144,14922.866,737
1497,8,1,4,3,32,2,0,0.000145,15115.982,776
1498,8,1,4,3,32,4,0,0.000143,15031.128,757
1499,8,1,4,3,32,8,0,0.000141,13437.522,554
1500,8,1,4,4,512,1,0,0.000119,12588.982,538
1501,8,1,4,4,512,2,0,0.000119,12588.982,538
1502,8,1,4,4,512,4,0,0.000119,12588.982,538
1503,8,1,4,4,512,8,0,0.000119,12622.498,538
1504,8,1,4,4,256,1,0,0.000120,12984.790,540
1505,8,1,4,4,256,2,0,0.000120,12984.790,540
1506,8,1,4,4,256,4,0,0.000120,12984.790,540
1507,8,1,4,4,256,8,0,0.000119,13005.538,540
1508,8,1,4,4,128,1,0,0.000119,13632.500,544
1509,8,1,4,4,128,2,0,0.000119,13632.500,544
1510,8,1,4,4,128,4,0,0.000119,13632.500,544
1511,8,1,4,4,128,8,0,0.000120,13631.170,544
1512,8,1,4,4,64,1,0,0.000112,13916.588,560
1513,8,1,4,4,64,2,0,0.000112,13916.588,560
1514,8,1,4,4,64,4,0,0.000112,13916.588,560
1515,8,1,4,4,64,8,0,0.000112,13903.554,560
1516,8,1,4,4,32,1,0,0.000115,15631.490,606
1517,8,1,4,4,32,2,0,0.000115,15631.490,606
1518,8,1,4,4,32,4,0,0.000115,15631.490,606
1519,8,1,4,4,32,8,0,0.000111,15568.182,606
1520,8,2,1,1,512,1,0,0.000291,8287.230,740
1521,8,2,1,1,512,2,0,0.000293,8292.550,737
1522,8,2,1,1,512,4,0,0.000294,8345.750,743
1523,8,2,1,1,512,8,0,0.000291,6148.058,457
1524,8,2,1,1,256,1,0,0.000297,8615.474,742
1525,8,2,1,1,256,2,0,0.000294,8676.388,739
1526,8,2,1,1,256,4,0,0.000293,8618.932,745
1527,8,2,1,1,256,8,0,0.000294,6483.484,459
1528,8,2,1,1,128,1,0,0.000293,9121.140,743
1529,8,2,1,1,128,2,0,0.000304,9020.326,743
1530,8,2,1,1,128,4,0,0.000292,9033.892,745
1531,8,2,1,1,128,8,0,0.000295,6894.720,463
1532,8,2,1,1,64,1,0,0.000314,9433.956,756
1533,8,2,1,1,64,2,0,0.000303,9482.900,756
1534,8,2,1,1,64,4,0,0.000303,9477.846,759
1535,8,2,1,1,64,8,0,0.000294,7405.972,476
1536,8,2,1,1,32,1,0,0.000294,10846.150,776
1537,8,2,1,1,32,2,0,0.000295,10798.536,776
1538,8,2,1,1,32,4,0,0.000295,10882.592,779
1539,8,2,1,1,32,8,0,0.000292,8726.396,496
1540,8,2,1,2,512,1,0,0.000193,10356.444,746
1541,8,2,1,2,512,2,0,0.000193,10356.444,746
1542,8,2,1,2,512,4,0,0.000189,10436.510,744
1543,8,2,1,2,512,8,0,0.000192,8383.788,484
1544,8,2,1,2,256,1,0,0.000196,10775.926,747
1545,8,2,1,2,256,2,0,0.000196,10775.926,747
1546,8,2,1,2,256,4,0,0.000193,10835.776,745
1547,8,2,1,2,256,8,0,0.000196,8721.342,485
1548,8,2,1,2,128,1,0,0.000196,11328.142,748
1549,8,2,1,2,128,2,0,0.000196,11328.142,748
1550,8,2,1,2,128,4,0,0.000201,11219.614,748
1551,8,2,1,2,128,8,0,0.000201,9146.410,488
1552,8,2,1,2,64,1,0,0.000201,11579.512,761
1553,8,2,1,2,64,2,0,0.000201,11579.512,761
1554,8,2,1,2,64,4,0,0.000202,11774.756,761
1555,8,2,1,2,64,8,0,0.000195,9670.962,501
1556,8,2,1,2,32,1,0,0.000203,13237.490,791
1557,8,2,1,2,32,2,0,0.000203,13237.490,791
1558,8,2,1,2,32,4,0,0.000203,13272.336,791
1559,8,2,1,2,32,8,0,0.000194,11168.808,532
1560,8,2,1,3,512,1,0,0.000142,12800.186,715
1561,8,2,1,3,512,2,0,0.000139,12945.954,757
1562,8,2,1,3,512,4,0,0.000142,12923.344,735
1563,8,2,1,3,512,8,0,0.000142,10938.186,493
1564,8,2,1,3,256,1,0,0.000141,13288.030,718
1565,8,2,1,3,256,2,0,0.000145,13465.452,760
1566,8,2,1,3,256,4,0,0.000141,13575.044,738
1567,8,2,1,3,256,8,0,0.000145,11473.910,496
1568,8,2,1,3,128,1,0,0.000141,13762.042,723
1569,8,2,1,3,128,2,0,0.000144,13873.496,765
1570,8,2,1,3,128,4,0,0.000141,13934.144,742
1571,8,2,1,3,128,8,0,0.000143,12010.964,501
1572,8,2,1,3,64,1,0,0.000145,14234.192,744
1573,8,2,1,3,64,2,0,0.000147,14349.104,783
1574,8,2,1,3,64,4,0,0.000145,14429.968,764
1575,8,2,1,3,64,8,0,0.000144,12346.656,521
1576,8,2,1,3,32,1,0,0.000150,16007.614,787
1577,8,2,1,3,32,2,0,0.000149,16142.210,826
1578,8,2,1,3,32,4,0,0.000151,16083.424,807
1579,8,2,1,3,32,8,0,0.000151,14019.264,564
1580,8,2,1,4,512,1,0,0.000118,12719.588,528
1581,8,2,1,4,512,2,0,0.000118,12719.588,528
1582,8,2,1,4,512,4,0,0.000118,12719.588,528
1583,8,2,1,4,512,8,0,0.000118,12735.282,528
1584,8,2,1,4,256,1,0,0.000127,13271.272,530
1585,8,2,1,4,256,2,0,0.000127,13271.272,530
1586,8,2,1,4,256,4,0,0.000127,13271.272,530
1587,8,2,1,4,256,8,0,0.000130,13242.544,530
1588,8,2,1,4,128,1,0,0.000129,13936.538,534
1589,8,2,1,4,128,2,0,0.000129,13936.538,534
1590,8,2,1,4,128,4,0,0.000129,13936.538,534
1591,8,2,1,4,128,8,0,0.000131,13814.178,534
1592,8,2,1,4,64,1,0,0.000134,14324.632,558
1593,8,2,1,4,64,2,0,0.000134,14324.632,558
1594,8,2,1,4,64,4,0,0.000134,14324.632,558
1595,8,2,1,4,64,8,0,0.000133,14199.612,558
1596,8,2,1,4,32,1,0,0.000135,16198.336,611
1597,8,2,1,4,32,2,0,0.000135,16198.336,611
1598,8,2,1,4,32,4,0,0.000135,16198.336,611
1599,8,2,1,4,32,8,0,0.000136,15935.528,611
1600,8,2,2,1,512,1,0,0.000291,8287.230,740
1601,8,2,2,1,512,2,0,0.000293,8292.550,737
1602,8,2,2,1,512,4,0,0.000294,8345.750,743
1603,8,2,2,1,512,8,0,0.000291,6148.058,457
1604,8,2,2,1,256,1,0,0.000297,8615.474,742
1605,8,2,2,1,256,2,0,0.000294,8676.388,739
1606,8,2,2,1,256,4,0,0.000293,8618.932,745
1607,8,2,2,1,256,8,0,0.000294,6483.484,459
1608,8,2,2,1,128,1,0,0.000293,9121.140,743
1609,8,2,2,1,128,2,0,0.000304,9020.326,743
1610,8,2,2,1,128,4,0,0.000292,9033.892,745
1611,8,2,2,1,128,8,0,0.000295,6894.720,463
1612,8,2,2,1,64,1,0,0.000314,9433.956,756
1613,8,2,2,1,64,2,0,0.000303,9482.900,756
1614,8,2,2,1,64,4,0,0.000303,9477.846,759
1615,8,2,2,1,64,8,0,0.000294,7405.972,476
1616,8,2,2,1,32,1,0,0.000294,10846.150,776
1617,8,2,2,1,32,2,0,0.000295,10798.536,776
1618,8,2,2,1,32,4,0,0.000295,10882.592,779
1619,8,2,2,1,32,8,0,0.000292,8726.396,496
1620,8,2,2,2,512,1,0,0.000193,10356.444,746
1621,8,2,2,2,512,2,0,0.000193,10356.444,746
1622,8,2,2,2,512,4,0,0.000189,10436.510,744
1623,8,2,2,2,512,8,0,0.000192,8383.788,484
1624,8,2,2,2,256,1,0,0.000196,10775.926,747
1625,8,2,2,2,256,2,0,0.000196,10775.926,747
1626,8,2,2,2,256,4,0,0.000193,10835.776,745
1627,8,2,2,2,256,8,0,0.000196,8721.342,485
1628,8,2,2,2,128,1,0,0.000196,11328.142,748
1629,8,2,2,2,128,2,0,0.000196,11328.142,748
1630,8,2,2,2,128,4,0,0.000201,11219.614,748
1631,8,2,2,2,128,8,0,0.000201,9146.410,488
1632,8,2,2,2,64,1,0,0.000201,11579.512,761
1633,8,2,2,2,64,2,0,0.000201,11579.512,761
1634,8,2,2,2,64,4,0,0.000202,11774.756,761
1635,8,2,2,2,64,8,0,0.000195,9670.962,501
1636,8,2,2,2,32,1,0,0.000203,13237.490,791
1637,8,2,2,2,32,2,0,0.000203,13237.490,791
1638,8,2,2,2,32,4,0,0.000203,13272.336,791
1639,8,2,2,2,32,8,0,0.000194,11168.808,532
1640,8,2,2,3,512,1,0,0.000142,12800.186,715
1641,8,2,2,3,512,2,0,0.000139,12945.954,757
1642,8,2,2,3,512,4,0,0.000142,12923.344,735
1643,8,2,2,3,512,8,0,0.000142,10938.186,493
1644,8,2,2,3,256,1,0,0.000141,13288.030,718
1645,8,2,2,3,256,2,0,0.000145,13465.452,760
1646,8,2,2,3,256,4,0,0.000141,13575.044,738
1647,8,2,2,3,256,8,0,0.000145,11473.910,496
1648,8,2,2,3,128,1,0,0.000141,13762.042,723
1649,8,2,2,3,128,2,0,0.000144,13873.496,765
1650,8,2,2,3,128,4,0,0.000141,13934.144,742
1651,8,2,2,3,128,8,0,0.000143,12010.964,501
1652,8,2,2,3,64,1,0,0.000145,14234.192,744
1653,8,2,2,3,64,2,0,0.000147,14349.104,783
1654,8,2,2,3,64,4,0,0.000145,14429.968,764
1655,8,2,2,3,64,8,0,0.000144,12346.656,521
1656,8,2,2,3,32,1,0,0.000150,16007.614,787
1657,8,2,2,3,32,2,0,0.000149,16142.210,826
1658,8,2,2,3,32,4,0,0.000151,16083.424,807
1659,8,2,2,3,32,8,0,0.000151,14019.264,564
1660,8,2,2,4,512,1,0,0.000118,12719.588,528
1661,8,2,2,4,512,2,0,0.000118,12719.588,528
1662,8,2,2,4,512,4,0,0.000118,12719.588,528
1663,8,2,2,4,512,8,0,0.000118,12735.282,528
1664,8,2,2,4,256,1,0,0.000127,13271.272,530
1665,8,2,2,4,256,2,0,0.000127,13271.272,530
1666,8,2,2,4,256,4,0,0.000127,13271.272,530
1667,8,2,2,4,256,8,0,0.000130,13242.544,530
1668,8,2,2,4,128,1,0,0.000129,13936.538,534
1669,8,2,2,4,128,2,0,0.000129,13936.538,534
1670,8,2,2,4,128,4,0,0.000129,13936.538,534
1671,8,2,2,4,128,8,0,0.000131,13814.178,534
1672,8,2,2,4,64,1,0,0.000134,14324.632,558
1673,8,2,2,4,64,2,0,0.000134,14324.632,558
1674,8,2,2,4,64,4,0,0.000134,14324.632,558
1675,8,2,2,4,64,8,0,0.000133,14199.612,558
1676,8,2,2,4,32,1,0,0.000135,16198.336,611
1677,8,2,2,4,32,2,0,0.000135,16198.336,611
1678,8,2,2,4,32,4,0,0.000135,16198.336,611
1679,8,2,2,4,32,8,0,0.000136,15935.528,611
1680,8,2,3,1,512,1,0,0.000291,8287.230,740
1681,8,2,3,1,512,2,0,0.000293,8292.550,737
1682,8,2,3,1,512,4,0,0.000294,8345.750,743
1683,8,2,3,1,512,8,0,0.000291,6148.058,457
1684,8,2,3,1,256,1,0,0.000297,8615.474,742
1685,8,2,3,1,256,2,0,0.000294,8676.388,739
1686,8,2,3,1,256,4,0,0.000293,8618.932,745
