n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
496,4,1,1,2,512,2,0,9E-05,6855.352
497,4,1,1,2,512,4,0,8.9E-05,6868.652
498,4,1,1,2,256,1,0,9.2E-05,7170.562
499,4,1,1,2,256,2,0,9.2E-05,7170.562
500,4,1,1,2,256,4,0,9.3E-05,7179.34
501,4,1,1,2,128,1,0,9.3E-05,7491.624
502,4,1,1,2,128,2,0,9.3E-05,7491.624
503,4,1,1,2,128,4,0,9.3E-05,7676.494
504,4,1,1,2,64,1,0,7.4E-05,8189.342
505,4,1,1,2,64,2,0,7.4E-05,8189.342
506,4,1,1,2,64,4,0,7.4E-05,8193.598
507,4,1,1,2,32,1,0,7.2E-05,9683.464
508,4,1,1,2,32,2,0,7.2E-05,9683.464
509,4,1,1,2,32,4,0,7.1E-05,9647.022
510,4,1,1,3,512,1,0,0.000109,9429.168
511,4,1,1,3,512,2,0,0.000109,9429.168
512,4,1,1,3,512,4,0,0.000108,8829.87
513,4,1,1,3,256,1,0,0.000112,9912.224
514,4,1,1,3,256,2,0,0.000112,9912.224
515,4,1,1,3,256,4,0,0.000108,9346.974
516,4,1,1,3,128,1,0,0.000109,10736.558
517,4,1,1,3,128,2,0,0.00011,10754.646
518,4,1,1,3,128,4,0,0.00011,9820.188
519,4,1,1,3,64,1,0,0.000111,11340.378
520,4,1,1,3,64,2,0,0.00011,11257.12
521,4,1,1,3,64,4,0,0.000113,10357.242
522,4,1,1,3,32,1,0,0.000114,13384.588
523,4,1,1,3,32,2,0,0.000111,13336.974
524,4,1,1,3,32,4,0,0.000115,11923.184
525,4,1,1,4,512,1,0,2.8E-05,4654.468
526,4,1,1,4,512,2,0,2.8E-05,4654.468
527,4,1,1,4,512,4,0,2.9E-05,6894.454
528,4,1,1,4,256,1,0,3.2E-05,5300.582
529,4,1,1,4,256,2,0,3.2E-05,5300.582
530,4,1,1,4,256,4,0,3E-05,7347.718
531,4,1,1,4,128,1,0,3.3E-05,6074.642
532,4,1,1,4,128,2,0,3.3E-05,6074.642
533,4,1,1,4,128,4,0,3E-05,8124.704
534,4,1,1,4,64,1,0,3.3E-05,6592.278
535,4,1,1,4,64,2,0,3.3E-05,6592.278
536,4,1,1,4,64,4,0,3.2E-05,8485.932
537,4,1,1,4,32,1,0,3.3E-05,8551.102
538,4,1,1,4,32,2,0,3.3E-05,8551.102
539,4,1,1,4,32,4,0,3.2E-05,10230.892
540,4,1,2,1,512,1,0,0.000121,5676.44
541,4,1,2,1,512,2,0,0.000121,5668.992
542,4,1,2,1,512,4,0,0.000121,4765.656
543,4,1,2,1,256,1,0,0.000123,6085.282
544,4,1,2,1,256,2,0,0.000123,6085.814
545,4,1,2,1,256,4,0,0.000124,5144.174
546,4,1,2,1,128,1,0,0.000123,6325.746
547,4,1,2,1,128,2,0,0.000123,6330.8
548,4,1,2,1,128,4,0,0.000124,5383.84
549,4,1,2,1,64,1,0,0.000122,6691.762
550,4,1,2,1,64,2,0,0.000122,6669.418
551,4,1,2,1,64,4,0,0.000123,5795.874
552,4,1,2,1,32,1,0,0.000124,8080.016
553,4,1,2,1,32,2,0,0.000123,8086.134
554,4,1,2,1,32,4,0,0.000124,7170.03
555,4,1,2,2,512,1,0,9E-05,6855.352
556,4,1,2,2,512,2,0,9E-05,6855.352
557,4,1,2,2,512,4,0,8.9E-05,6868.652
558,4,1,2,2,256,1,0,9.2E-05,7170.562
559,4,1,2,2,256,2,0,9.2E-05,7170.562
560,4,1,2,2,256,4,0,9.3E-05,7179.34
561,4,1,2,2,128,1,0,9.3E-05,7491.624
562,4,1,2,2,128,2,0,9.3E-05,7491.624
563,4,1,2,2,128,4,0,9.3E-05,7676.494
564,4,1,2,2,64,1,0,7.4E-05,8189.342
565,4,1,2,2,64,2,0,7.4E-05,8189.342
566,4,1,2,2,64,4,0,7.4E-05,8193.598
567,4,1,2,2,32,1,0,7.2E-05,9683.464
568,4,1,2,2,32,2,0,7.2E-05,9683.464
569,4,1,2,2,32,4,0,7.1E-05,9647.022
570,4,1,2,3,512,1,0,0.000109,9429.168
571,4,1,2,3,512,2,0,0.000109,9429.168
572,4,1,2,3,512,4,0,0.000108,8829.87
573,4,1,2,3,256,1,0,0.000112,9912.224
574,4,1,2,3,256,2,0,0.000112,9912.224
575,4,1,2,3,256,4,0,0.000108,9346.974
576,4,1,2,3,128,1,0,0.000109,10736.558
577,4,1,2,3,128,2,0,0.00011,10754.646
578,4,1,2,3,128,4,0,0.00011,9820.188
579,4,1,2,3,64,1,0,0.000111,11340.378
580,4,1,2,3,64,2,0,0.00011,11257.12
581,4,1,2,3,64,4,0,0.000113,10357.242
582,4,1,2,3,32,1,0,0.000114,13384.588
583,4,1,2,3,32,2,0,0.000111,13336.974
584,4,1,2,3,32,4,0,0.000115,11923.184
585,4,1,2,4,512,1,0,2.8E-05,4654.468
586,4,1,2,4,512,2,0,2.8E-05,4654.468
587,4,1,2,4,512,4,0,2.9E-05,6894.454
588,4,1,2,4,256,1,0,3.2E-05,5300.582
589,4,1,2,4,256,2,0,3.2E-05,5300.582
590,4,1,2,4,256,4,0,3E-05,7347.718
591,4,1,2,4,128,1,0,3.3E-05,6074.642
592,4,1,2,4,128,2,0,3.3E-05,6074.642
593,4,1,2,4,128,4,0,3E-05,8124.704
594,4,1,2,4,64,1,0,3.3E-05,6592.278
595,4,1,2,4,64,2,0,3.3E-05,6592.278
596,4,1,2,4,64,4,0,3.2E-05,8485.932
597,4,1,2,4,32,1,0,3.3E-05,8551.102
598,4,1,2,4,32,2,0,3.3E-05,8551.102
599,4,1,2,4,32,4,0,3.2E-05,10230.892
600,4,1,3,1,512,1,0,0.000121,5676.44
601,4,1,3,1,512,2,0,0.000121,5668.992
602,4,1,3,1,512,4,0,0.000121,4765.656
603,4,1,3,1,256,1,0,0.000123,6085.282
604,4,1,3,1,256,2,0,0.000123,6085.814
605,4,1,3,1,256,4,0,0.000124,5144.174
606,4,1,3,1,128,1,0,0.000123,6325.746
607,4,1,3,1,128,2,0,0.000123,6330.8
608,4,1,3,1,128,4,0,0.000124,5383.84
609,4,1,3,1,64,1,0,0.000122,6691.762
610,4,1,3,1,64,2,0,0.000122,6669.418
611,4,1,3,1,64,4,0,0.000123,5795.874
612,4,1,3,1,32,1,0,0.000124,8080.016
613,4,1,3,1,32,2,0,0.000123,8086.134
614,4,1,3,1,32,4,0,0.000124,7170.03
615,4,1,3,2,512,1,0,9E-05,6855.352
616,4,1,3,2,512,2,0,9E-05,6855.352
617,4,1,3,2,512,4,0,8.9E-05,6868.652
618,4,1,3,2,256,1,0,9.2E-05,7170.562
619,4,1,3,2,256,2,0,9.2E-05,7170.562
620,4,1,3,2,256,4,0,9.3E-05,7179.34
621,4,1,3,2,128,1,0,9.3E-05,7491.624
622,4,1,3,2,128,2,0,9.3E-05,7491.624
623,4,1,3,2,128,4,0,9.3E-05,7676.494
624,4,1,3,2,64,1,0,7.4E-05,8189.342
625,4,1,3,2,64,2,0,7.4E-05,8189.342
626,4,1,3,2,64,4,0,7.4E-05,8193.598
627,4,1,3,2,32,1,0,7.2E-05,9683.464
628,4,1,3,2,32,2,0,7.2E-05,9683.464
629,4,1,3,2,32,4,0,7.1E-05,9647.022
630,4,1,3,3,512,1,0,0.000109,9429.168
631,4,1,3,3,512,2,0,0.000109,9429.168
632,4,1,3,3,512,4,0,0.000108,8829.87
633,4,1,3,3,256,1,0,0.000112,9912.224
634,4,1,3,3,256,2,0,0.000112,9912.224
635,4,1,3,3,256,4,0,0.000108,9346.974
636,4,1,3,3,128,1,0,0.000109,10736.558
637,4,1,3,3,128,2,0,0.00011,10754.646
638,4,1,3,3,128,4,0,0.00011,9820.188
639,4,1,3,3,64,1,0,0.000111,11340.378
640,4,1,3,3,64,2,0,0.00011,11257.12
641,4,1,3,3,64,4,0,0.000113,10357.242
642,4,1,3,3,32,1,0,0.000114,13384.588
643,4,1,3,3,32,2,0,0.000111,13336.974
644,4,1,3,3,32,4,0,0.000115,11923.184
645,4,1,3,4,512,1,0,2.8E-05,4654.468
646,4,1,3,4,512,2,0,2.8E-05,4654.468
647,4,1,3,4,512,4,0,2.9E-05,6894.454
648,4,1,3,4,256,1,0,3.2E-05,5300.582
649,4,1,3,4,256,2,0,3.2E-05,5300.582
650,4,1,3,4,256,4,0,3E-05,7347.718
651,4,1,3,4,128,1,0,3.3E-05,6074.642
652,4,1,3,4,128,2,0,3.3E-05,6074.642
653,4,1,3,4,128,4,0,3E-05,8124.704
654,4,1,3,4,64,1,0,3.3E-05,6592.278
655,4,1,3,4,64,2,0,3.3E-05,6592.278
656,4,1,3,4,64,4,0,3.2E-05,8485.932
657,4,1,3,4,32,1,0,3.3E-05,8551.102
658,4,1,3,4,32,2,0,3.3E-05,8551.102
659,4,1,3,4,32,4,0,3.2E-05,10230.892
660,4,1,4,1,512,1,0,0.000121,5676.44
661,4,1,4,1,512,2,0,0.000121,5668.992
662,4,1,4,1,512,4,0,0.000121,4765.656
663,4,1,4,1,256,1,0,0.000123,6085.282
664,4,1,4,1,256,2,0,0.000123,6085.814
665,4,1,4,1,256,4,0,0.000124,5144.174
666,4,1,4,1,128,1,0,0.000123,6325.746
667,4,1,4,1,128,2,0,0.000123,6330.8
668,4,1,4,1,128,4,0,0.000124,5383.84
669,4,1,4,1,64,1,0,0.000122,6691.762
670,4,1,4,1,64,2,0,0.000122,6669.418
671,4,1,4,1,64,4,0,0.000123,5795.874
672,4,1,4,1,32,1,0,0.000124,8080.016
673,4,1,4,1,32,2,0,0.000123,8086.134
674,4,1,4,1,32,4,0,0.000124,7170.03
675,4,1,4,2,512,1,0,9E-05,6855.352
676,4,1,4,2,512,2,0,9E-05,6855.352
677,4,1,4,2,512,4,0,8.9E-05,6868.652
678,4,1,4,2,256,1,0,9.2E-05,7170.562
679,4,1,4,2,256,2,0,9.2E-05,7170.562
680,4,1,4,2,256,4,0,9.3E-05,7179.34
681,4,1,4,2,128,1,0,9.3E-05,7491.624
682,4,1,4,2,128,2,0,9.3E-05,7491.624
683,4,1,4,2,128,4,0,9.3E-05,7676.494
684,4,1,4,2,64,1,0,7.4E-05,8189.342
685,4,1,4,2,64,2,0,7.4E-05,8189.342
686,4,1,4,2,64,4,0,7.4E-05,8193.598
687,4,1,4,2,32,1,0,7.2E-05,9683.464
688,4,1,4,2,32,2,0,7.2E-05,9683.464
689,4,1,4,2,32,4,0,7.1E-05,9647.022
690,4,1,4,3,512,1,0,0.000109,9429.168
691,4,1,4,3,512,2,0,0.000109,9429.168
692,4,1,4,3,512,4,0,0.000108,8829.87
693,4,1,4,3,256,1,0,0.000112,9912.224
694,4,1,4,3,256,2,0,0.000112,9912.224
695,4,1,4,3,256,4,0,0.000108,9346.974
696,4,1,4,3,128,1,0,0.000109,10736.558
697,4,1,4,3,128,2,0,0.00011,10754.646
698,4,1,4,3,128,4,0,0.00011,9820.188
699,4,1,4,3,64,1,0,0.000111,11340.378
700,4,1,4,3,64,2,0,0.00011,11257.12
701,4,1,4,3,64,4,0,0.000113,10357.242
702,4,1,4,3,32,1,0,0.000114,13384.588
703,4,1,4,3,32,2,0,0.000111,13336.974
704,4,1,4,3,32,4,0,0.000115,11923.184
705,4,1,4,4,512,1,0,2.8E-05,4654.468
706,4,1,4,4,512,2,0,2.8E-05,4654.468
707,4,1,4,4,512,4,0,2.9E-05,6894.454
708,4,1,4,4,256,1,0,3.2E-05,5300.582
709,4,1,4,4,256,2,0,3.2E-05,5300.582
710,4,1,4,4,256,4,0,3E-05,7347.718
711,4,1,4,4,128,1,0,3.3E-05,6074.642
712,4,1,4,4,128,2,0,3.3E-05,6074.642
713,4,1,4,4,128,4,0,3E-05,8124.704
714,4,1,4,4,64,1,0,3.3E-05,6592.278
715,4,1,4,4,64,2,0,3.3E-05,6592.278
716,4,1,4,4,64,4,0,3.2E-05,8485.932
717,4,1,4,4,32,1,0,3.3E-05,8551.102
718,4,1,4,4,32,2,0,3.3E-05,8551.102
719,4,1,4,4,32,4,0,3.2E-05,10230.892
720,4,2,1,1,512,1,0,0.000113,5860.512
721,4,2,1,1,512,2,0,0.000113,5860.512
722,4,2,1,1,512,4,0,0.000114,4950.792
723,4,2,1,1,256,1,0,0.000113,6319.096
724,4,2,1,1,256,2,0,0.000113,6319.096
725,4,2,1,1,256,4,0,0.000115,5345.004
726,4,2,1,1,128,1,0,0.000117,6704.53
727,4,2,1,1,128,2,0,0.000117,6700.008
728,4,2,1,1,128,4,0,0.000115,5698.784
729,4,2,1,1,64,1,0,0.000116,7080.388
730,4,2,1,1,64,2,0,0.000115,7093.156
731,4,2,1,1,64,4,0,0.000116,6166.944
732,4,2,1,1,32,1,0,0.000123,8428.21
733,4,2,1,1,32,2,0,0.000121,8429.008
734,4,2,1,1,32,4,0,0.000117,7505.722
735,4,2,1,2,512,1,0,8.2E-05,7142.632
736,4,2,1,2,512,2,0,8.2E-05,7142.632
737,4,2,1,2,512,4,0,8.3E-05,7166.572
738,4,2,1,2,256,1,0,8.6E-05,7471.674
739,4,2,1,2,256,2,0,8.6E-05,7471.674
740,4,2,1,2,256,4,0,8.5E-05,7526.204
741,4,2,1,2,128,1,0,8.6E-05,7944.888
742,4,2,1,2,128,2,0,8.6E-05,7944.888
743,4,2,1,2,128,4,0,8.8E-05,7985.586
744,4,2,1,2,64,1,0,8.8E-05,8356.124
745,4,2,1,2,64,2,0,8.8E-05,8356.124
746,4,2,1,2,64,4,0,8.6E-05,8369.956
747,4,2,1,2,32,1,0,9.1E-05,9939.356
748,4,2,1,2,32,2,0,9.1E-05,9939.356
749,4,2,1,2,32,4,0,8.6E-05,9937.494
750,4,2,1,3,512,1,0,0.000107,10085.922
751,4,2,1,3,512,2,0,0.000107,10085.922
752,4,2,1,3,512,4,0,0.000106,9116.884
753,4,2,1,3,256,1,0,0.000106,10194.45
754,4,2,1,3,256,2,0,0.000106,10194.45
755,4,2,1,3,256,4,0,0.000109,9555.252
756,4,2,1,3,128,1,0,0.000108,11001.228
757,4,2,1,3,128,2,0,0.000108,11001.228
758,4,2,1,3,128,4,0,0.000107,10221.582
759,4,2,1,3,64,1,0,0.00011,11620.742
760,4,2,1,3,64,2,0,0.00011,11651.598
761,4,2,1,3,64,4,0,0.00011,10564.722
762,4,2,1,3,32,1,0,0.000114,13827.212
763,4,2,1,3,32,2,0,0.000113,13754.328
764,4,2,1,3,32,4,0,0.000115,12194.504
765,4,2,1,4,512,1,0,2.6E-05,5182.744
766,4,2,1,4,512,2,0,2.6E-05,5182.744
767,4,2,1,4,512,4,0,2.4E-05,7627.55
768,4,2,1,4,256,1,0,2.5E-05,6112.148
769,4,2,1,4,256,2,0,2.5E-05,6112.148
770,4,2,1,4,256,4,0,2.5E-05,8520.778
771,4,2,1,4,128,1,0,2.6E-05,6968.934
772,4,2,1,4,128,2,0,2.6E-05,6968.934
773,4,2,1,4,128,4,0,2.4E-05,9335.004
774,4,2,1,4,64,1,0,2.6E-05,7550.676
775,4,2,1,4,64,2,0,2.6E-05,7550.676
776,4,2,1,4,64,4,0,2.5E-05,9595.418
777,4,2,1,4,32,1,0,2.6E-05,9780.554
778,4,2,1,4,32,2,0,2.6E-05,9780.554
779,4,2,1,4,32,4,0,2.6E-05,11736.718
780,4,2,2,1,512,1,0,0.000113,5860.512
781,4,2,2,1,512,2,0,0.000113,5860.512
782,4,2,2,1,512,4,0,0.000114,4950.792
783,4,2,2,1,256,1,0,0.000113,6319.096
784,4,2,2,1,256,2,0,0.000113,6319.096
785,4,2,2,1,256,4,0,0.000115,5345.004
786,4,2,2,1,128,1,0,0.000117,6704.53
787,4,2,2,1,128,2,0,0.000117,6700.008
788,4,2,2,1,128,4,0,0.000115,5698.784
789,4,2,2,1,64,1,0,0.000116,7080.388
790,4,2,2,1,64,2,0,0.000115,7093.156
791,4,2,2,1,64,4,0,0.000116,6166.944
792,4,2,2,1,32,1,0,0.000123,8428.21
793,4,2,2,1,32,2,0,0.000121,8429.008
794,4,2,2,1,32,4,0,0.000117,7505.722
795,4,2,2,2,512,1,0,8.2E-05,7142.632
796,4,2,2,2,512,2,0,8.2E-05,7142.632
797,4,2,2,2,512,4,0,8.3E-05,7166.572
798,4,2,2,2,256,1,0,8.6E-05,7471.674
799,4,2,2,2,256,2,0,8.6E-05,7471.674
800,4,2,2,2,256,4,0,8.5E-05,7526.204
801,4,2,2,2,128,1,0,8.6E-05,7944.888
802,4,2,2,2,128,2,0,8.6E-05,7944.888
803,4,2,2,2,128,4,0,8.8E-05,7985.586
804,4,2,2,2,64,1,0,8.8E-05,8356.124
805,4,2,2,2,64,2,0,8.8E-05,8356.124
806,4,2,2,2,64,4,0,8.6E-05,8369.956
807,4,2,2,2,32,1,0,9.1E-05,9939.356
808,4,2,2,2,32,2,0,9.1E-05,9939.356
809,4,2,2,2,32,4,0,8.6E-05,9937.494
810,4,2,2,3,512,1,0,0.000107,10085.922
811,4,2,2,3,512,2,0,0.000107,10085.922
812,4,2,2,3,512,4,0,0.000106,9116.884
813,4,2,2,3,256,1,0,0.000106,10194.45
814,4,2,2,3,256,2,0,0.000106,10194.45
815,4,2,2,3,256,4,0,0.000109,9555.252
816,4,2,2,3,128,1,0,0.000108,11001.228
817,4,2,2,3,128,2,0,0.000108,11001.228
818,4,2,2,3,128,4,0,0.000107,10221.582
819,4,2,2,3,64,1,0,0.00011,11620.742
820,4,2,2,3,64,2,0,0.00011,11651.598
821,4,2,2,3,64,4,0,0.00011,10564.722
822,4,2,2,3,32,1,0,0.000114,13827.212
823,4,2,2,3,32,2,0,0.000113,13754.328
824,4,2,2,3,32,4,0,0.000115,12194.504
825,4,2,2,4,512,1,0,2.6E-05,5182.744
826,4,2,2,4,512,2,0,2.6E-05,5182.744
827,4,2,2,4,512,4,0,2.4E-05,7627.55
828,4,2,2,4,256,1,0,2.5E-05,6112.148
829,4,2,2,4,256,2,0,2.5E-05,6112.148
830,4,2,2,4,256,4,0,2.5E-05,8520.778
831,4,2,2,4,128,1,0,2.6E-05,6968.934
832,4,2,2,4,128,2,0,2.6E-05,6968.934
833,4,2,2,4,128,4,0,2.4E-05,9335.004
834,4,2,2,4,64,1,0,2.6E-05,7550.676
835,4,2,2,4,64,2,0,2.6E-05,7550.676
836,4,2,2,4,64,4,0,2.5E-05,9595.418
837,4,2,2,4,32,1,0,2.6E-05,9780.554
838,4,2,2,4,32,2,0,2.6E-05,9780.554
839,4,2,2,4,32,4,0,2.6E-05,11736.718
840,4,2,3,1,512,1,0,0.000113,5860.512
841,4,2,3,1,512,2,0,0.000113,5860.512
842,4,2,3,1,512,4,0,0.000114,4950.792
843,4,2,3,1,256,1,0,0.000113,6319.096
844,4,2,3,1,256,2,0,0.000113,6319.096
845,4,2,3,1,256,4,0,0.000115,5345.004
846,4,2,3,1,128,1,0,0.000117,6704.53
847,4,2,3,1,128,2,0,0.000117,6700.008
848,4,2,3,1,128,4,0,0.000115,5698.784
849,4,2,3,1,64,1,0,0.000116,7080.388
850,4,2,3,1,64,2,0,0.000115,7093.156
851,4,2,3,1,64,4,0,0.000116,6166.944
852,4,2,3,1,32,1,0,0.000123,8428.21
853,4,2,3,1,32,2,0,0.000121,8429.008
854,4,2,3,1,32,4,0,0.000117,7505.722
855,4,2,3,2,512,1,0,8.2E-05,7142.632
856,4,2,3,2,512,2,0,8.2E-05,7142.632
857,4,2,3,2,512,4,0,8.3E-05,7166.572
858,4,2,3,2,256,1,0,8.6E-05,7471.674
859,4,2,3,2,256,2,0,8.6E-05,7471.674
860,4,2,3,2,256,4,0,8.5E-05,7526.204
861,4,2,3,2,128,1,0,8.6E-05,7944.888
862,4,2,3,2,128,2,0,8.6E-05,7944.888
863,4,2,3,2,128,4,0,8.8E-05,7985.586
864,4,2,3,2,64,1,0,8.8E-05,8356.124
865,4,2,3,2,64,2,0,8.8E-05,8356.124
866,4,2,3,2,64,4,0,8.6E-05,8369.956
867,4,2,3,2,32,1,0,9.1E-05,9939.356
868,4,2,3,2,32,2,0,9.1E-05,9939.356
869,4,2,3,2,32,4,0,8.6E-05,9937.494
870,4,2,3,3,512,1,0,0.000107,10085.922
871,4,2,3,3,512,2,0,0.000107,10085.922
872,4,2,3,3,512,4,0,0.000106,9116.884
873,4,2,3,3,256,1,0,0.000106,10194.45
874,4,2,3,3,256,2,0,0.000106,10194.45
875,4,2,3,3,256,4,0,0.000109,9555.252
876,4,2,3,3,128,1,0,0.000108,11001.228
877,4,2,3,3,128,2,0,0.000108,11001.228
878,4,2,3,3,128,4,0,0.000107,10221.582
879,4,2,3,3,64,1,0,0.00011,11620.742
880,4,2,3,3,64,2,0,0.00011,11651.598
881,4,2,3,3,64,4,0,0.00011,10564.722
882,4,2,3,3,32,1,0,0.000114,13827.212
883,4,2,3,3,32,2,0,0.000113,13754.328
884,4,2,3,3,32,4,0,0.000115,12194.504
885,4,2,3,4,512,1,0,2.6E-05,5182.744
886,4,2,3,4,512,2,0,2.6E-05,5182.744
887,4,2,3,4,512,4,0,2.4E-05,7627.55
888,4,2,3,4,256,1,0,2.5E-05,6112.148
889,4,2,3,4,256,2,0,2.5E-05,6112.148
890,4,2,3,4,256,4,0,2.5E-05,8520.778
891,4,2,3,4,128,1,0,2.6E-05,6968.934
892,4,2,3,4,128,2,0,2.6E-05,6968.934
893,4,2,3,4,128,4,0,2.4E-05,9335.004
894,4,2,3,4,64,1,0,2.6E-05,7550.676
895,4,2,3,4,64,2,0,2.6E-05,7550.676
896,4,2,3,4,64,4,0,2.5E-05,9595.418
897,4,2,3,4,32,1,0,2.6E-05,9780.554
898,4,2,3,4,32,2,0,2.6E-05,9780.554
899,4,2,3,4,32,4,0,2.6E-05,11736.718
900,4,2,4,1,512,1,0,0.000113,5860.512
901,4,2,4,1,512,2,0,0.000113,5860.512
902,4,2,4,1,512,4,0,0.000114,4950.792
903,4,2,4,1,256,1,0,0.000113,6319.096
904,4,2,4,1,256,2,0,0.000113,6319.096
905,4,2,4,1,256,4,0,0.000115,5345.004
906,4,2,4,1,128,1,0,0.000117,6704.53
907,4,2,4,1,128,2,0,0.000117,6700.008
908,4,2,4,1,128,4,0,0.000115,5698.784
909,4,2,4,1,64,1,0,0.000116,7080.388
910,4,2,4,1,64,2,0,0.000115,7093.156
911,4,2,4,1,64,4,0,0.000116,6166.944
912,4,2,4,1,32,1,0,0.000123,8428.21
913,4,2,4,1,32,2,0,0.000121,8429.008
914,4,2,4,1,32,4,0,0.000117,7505.722
915,4,2,4,2,512,1,0,8.2E-05,7142.632
916,4,2,4,2,512,2,0,8.2E-05,7142.632
917,4,2,4,2,512,4,0,8.3E-05,7166.572
918,4,2,4,2,256,1,0,8.6E-05,7471.674
919,4,2,4,2,256,2,0,8.6E-05,7471.674
920,4,2,4,2,256,4,0,8.5E-05,7526.204
921,4,2,4,2,128,1,0,8.6E-05,7944.888
922,4,2,4,2,128,2,0,8.6E-05,7944.888
923,4,2,4,2,128,4,0,8.8E-05,7985.586
924,4,2,4,2,64,1,0,8.8E-05,8356.124
925,4,2,4,2,64,2,0,8.8E-05,8356.124
926,4,2,4,2,64,4,0,8.6E-05,8369.956
927,4,2,4,2,32,1,0,9.1E-05,9939.356
928,4,2,4,2,32,2,0,9.1E-05,9939.356
929,4,2,4,2,32,4,0,8.6E-05,9937.494
930,4,2,4,3,512,1,0,0.000107,10085.922
931,4,2,4,3,512,2,0,0.000107,10085.922
932,4,2,4,3,512,4,0,0.000106,9116.884
933,4,2,4,3,256,1,0,0.000106,10194.45
934,4,2,4,3,256,2,0,0.000106,10194.45
935,4,2,4,3,256,4,0,0.000109,9555.252
936,4,2,4,3,128,1,0,0.000108,11001.228
937,4,2,4,3,128,2,0,0.000108,11001.228
938,4,2,4,3,128,4,0,0.000107,10221.582
939,4,2,4,3,64,1,0,0.00011,11620.742
940,4,2,4,3,64,2,0,0.00011,11651.598
941,4,2,4,3,64,4,0,0.00011,10564.722
942,4,2,4,3,32,1,0,0.000114,13827.212
943,4,2,4,3,32,2,0,0.000113,13754.328
944,4,2,4,3,32,4,0,0.000115,12194.504
945,4,2,4,4,512,1,0,2.6E-05,5182.744
946,4,2,4,4,512,2,0,2.6E-05,5182.744
947,4,2,4,4,512,4,0,2.4E-05,7627.55
948,4,2,4,4,256,1,0,2.5E-05,6112.148
949,4,2,4,4,256,2,0,2.5E-05,6112.148
950,4,2,4,4,256,4,0,2.5E-05,8520.778
951,4,2,4,4,128,1,0,2.6E-05,6968.934
952,4,2,4,4,128,2,0,2.6E-05,6968.934
953,4,2,4,4,128,4,0,2.4E-05,9335.004
954,4,2,4,4,64,1,0,2.6E-05,7550.676
955,4,2,4,4,64,2,0,2.6E-05,7550.676
956,4,2,4,4,64,4,0,2.5E-05,9595.418
957,4,2,4,4,32,1,0,2.6E-05,9780.554
958,4,2,4,4,32,2,0,2.6E-05,9780.554
959,4,2,4,4,32,4,0,2.6E-05,11736.718
960,4,3,1,1,512,1,0,0.000116,6124.65
961,4,3,1,1,512,2,0,0.000115,6123.32
962,4,3,1,1,512,4,0,0.000116,5160.666
963,4,3,1,1,256,1,0,0.000117,6411.664
964,4,3,1,1,256,2,0,0.000119,6390.118
965,4,3,1,1,256,4,0,0.000117,5570.04
966,4,3,1,1,128,1,0,0.000118,7333.354
967,4,3,1,1,128,2,0,0.000118,7323.246
968,4,3,1,1,128,4,0,0.000118,6043.254
969,4,3,1,1,64,1,0,0.000118,7185.99
970,4,3,1,1,64,2,0,0.000118,7220.57
971,4,3,1,1,64,4,0,0.00012,6455.288
972,4,3,1,1,32,1,0,0.00012,8850.884
973,4,3,1,1,32,2,0,0.000124,8880.144
974,4,3,1,1,32,4,0,0.000122,8039.318
975,4,3,1,2,512,1,0,8.2E-05,7563.976
976,4,3,1,2,512,2,0,8.2E-05,7563.976
977,4,3,1,2,512,4,0,8.2E-05,7387.618
978,4,3,1,2,256,1,0,8.3E-05,7997.024
979,4,3,1,2,256,2,0,8.3E-05,7997.024
980,4,3,1,2,256,4,0,8.7E-05,7821.996
981,4,3,1,2,128,1,0,8.5E-05,8742.09
982,4,3,1,2,128,2,0,8.5E-05,8742.09
983,4,3,1,2,128,4,0,8.6E-05,8344.42
984,4,3,1,2,64,1,0,8.5E-05,8754.326
985,4,3,1,2,64,2,0,8.5E-05,8754.326
986,4,3,1,2,64,4,0,8.6E-05,8729.854
987,4,3,1,2,32,1,0,9.3E-05,10673.516
988,4,3,1,2,32,2,0,9.3E-05,10673.516
989,4,3,1,2,32,4,0,8.6E-05,10505.936
990,4,3,1,3,512,1,0,0.000107,10038.308
991,4,3,1,3,512,2,0,0.000107,10038.308
992,4,3,1,3,512,4,0,0.000107,9471.462
993,4,3,1,3,256,1,0,0.000105,10399.004
994,4,3,1,3,256,2,0,0.000105,10399.004
995,4,3,1,3,256,4,0,0.000108,9796.248
996,4,3,1,3,128,1,0,0.000108,11347.56
997,4,3,1,3,128,2,0,0.000111,11451.034
998,4,3,1,3,128,4,0,0.000115,10628.03
999,4,3,1,3,64,1,0,0.00011,11699.478
1000,4,3,1,3,64,2,0,0.00011,11694.69
1001,4,3,1,3,64,4,0,0.000108,10981.544
1002,4,3,1,3,32,1,0,0.000112,14302.288
1003,4,3,1,3,32,2,0,0.000112,14278.348
1004,4,3,1,3,32,4,0,0.000117,12747.784
1005,4,3,1,4,512,1,0,2.2E-05,5846.414
1006,4,3,1,4,512,2,0,2.2E-05,5846.414
1007,4,3,1,4,512,4,0,2.2E-05,8206.898
1008,4,3,1,4,256,1,0,2.4E-05,6748.42
1009,4,3,1,4,256,2,0,2.4E-05,6748.42
1010,4,3,1,4,256,4,0,2.3E-05,9003.036
1011,4,3,1,4,128,1,0,2.4E-05,7692.72
