n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2,FF
0495,256,4,3,2,0,32768,0.000359,1279.194,134
0496,256,4,3,2,0,65536,0.000472,1132.894,88
0497,256,4,3,3,0,1024,0.000412,1185.562,93
0498,256,4,3,3,0,2048,0.000405,1160.292,92
0499,256,4,3,3,0,4096,0.000374,1196.468,92
0500,256,4,3,3,0,8192,0.000385,1199.926,92
0501,256,4,3,3,0,16384,0.000386,1273.076,100
0502,256,4,3,3,0,32768,0.000374,1188.222,92
0503,256,4,3,3,0,65536,0.000401,1223.068,100
0504,256,4,4,1,0,1024,0.000303,1066.660,104
0505,256,4,4,1,0,2048,0.000293,1065.064,104
0506,256,4,4,1,0,4096,0.000293,1067.192,104
0507,256,4,4,1,0,8192,0.000293,1067.724,104
0508,256,4,4,1,0,16384,0.000302,937.384,82
0509,256,4,4,1,0,32768,0.000309,921.158,80
0510,256,4,4,1,0,65536,0.000316,909.188,74
0511,256,4,4,2,0,1024,0.000344,1312.710,132
0512,256,4,4,2,0,2048,0.000349,1284.514,130
0513,256,4,4,2,0,4096,0.000345,1290.366,130
0514,256,4,4,2,0,8192,0.000343,1289.568,130
0515,256,4,4,2,0,16384,0.000343,1307.922,132
0516,256,4,4,2,0,32768,0.000333,1282.918,130
0517,256,4,4,2,0,65536,0.000395,1038.198,92
0518,256,4,4,3,0,1024,0.000365,1272.278,105
0519,256,4,4,3,0,2048,0.000343,1256.850,104
0520,256,4,4,3,0,4096,0.000345,1263.766,104
0521,256,4,4,3,0,8192,0.000362,1256.850,104
0522,256,4,4,3,0,16384,0.000349,1308.454,110
0523,256,4,4,3,0,32768,0.000339,1261.106,104
0524,256,4,4,3,0,65536,0.000371,1191.680,96
0525,256,4,5,1,0,1024,0.000343,1006.012,84
0526,256,4,5,1,0,2048,0.000330,1012.396,84
0527,256,4,5,1,0,4096,0.000349,1010.534,84
0528,256,4,5,1,0,8192,0.000351,1013.460,84
0529,256,4,5,1,0,16384,0.000351,1013.460,84
0530,256,4,5,1,0,32768,0.000342,1007.342,84
0531,256,4,5,1,0,65536,0.000329,919.562,69
0532,256,4,5,2,0,1024,0.000413,1336.650,137
0533,256,4,5,2,0,2048,0.000416,1352.078,137
0534,256,4,5,2,0,4096,0.000425,1350.216,137
0535,256,4,5,2,0,8192,0.000377,1452.094,150
0536,256,4,5,2,0,16384,0.000389,1517.530,152
0537,256,4,5,2,0,32768,0.000389,1341.704,137
0538,256,4,5,2,0,65536,0.000430,1179.976,113
0539,256,4,5,3,0,1024,0.000363,1245.412,94
0540,256,4,5,3,0,2048,0.000359,1212.960,93
0541,256,4,5,3,0,4096,0.000357,1206.310,93
0542,256,4,5,3,0,8192,0.000364,1219.610,93
0543,256,4,5,3,0,16384,0.000364,1277.864,101
0544,256,4,5,3,0,32768,0.000353,1204.182,93
0545,256,4,5,3,0,65536,0.000391,1157.898,101
0546,256,4,6,1,0,1024,0.000327,1233.176,122
0547,256,4,6,1,0,2048,0.000323,1228.388,122
0548,256,4,6,1,0,4096,0.000321,1228.920,122
0549,256,4,6,1,0,8192,0.000326,1233.974,122
0550,256,4,6,1,0,16384,0.000319,1075.704,98
0551,256,4,6,1,0,32768,0.000313,1079.428,98
0552,256,4,6,1,0,65536,0.000307,1143.002,106
0553,256,4,6,2,0,1024,0.000235,1083.418,93
0554,256,4,6,2,0,2048,0.000235,1077.034,93
0555,256,4,6,2,0,4096,0.000235,1078.896,93
0556,256,4,6,2,0,8192,0.000242,1075.172,93
0557,256,4,6,2,0,16384,0.000233,1071.182,93
0558,256,4,6,2,0,32768,0.000205,1062.404,88
0559,256,4,6,2,0,65536,0.000231,1073.576,93
0560,256,4,6,3,0,1024,0.000486,1717.562,154
0561,256,4,6,3,0,2048,0.000469,1646.806,153
0562,256,4,6,3,0,4096,0.000460,1648.668,153
0563,256,4,6,3,0,8192,0.000476,1649.200,153
0564,256,4,6,3,0,16384,0.000458,1788.052,165
0565,256,4,6,3,0,32768,0.000447,1544.396,129
0566,256,4,6,3,0,65536,0.000464,1563.548,137
0567,256,4,7,1,0,1024,0.000415,994.840,85
0568,256,4,7,1,0,2048,0.000410,1014.258,85
0569,256,4,7,1,0,4096,0.000404,1011.066,85
0570,256,4,7,1,0,8192,0.000403,1004.682,85
0571,256,4,7,1,0,16384,0.000411,1001.756,85
0572,256,4,7,1,0,32768,0.000407,992.446,85
0573,256,4,7,1,0,65536,0.000384,988.988,85
0574,256,4,7,2,0,1024,0.000212,1143.534,106
0575,256,4,7,2,0,2048,0.000214,1144.332,106
0576,256,4,7,2,0,4096,0.000212,1145.928,106
0577,256,4,7,2,0,8192,0.000216,1138.214,106
0578,256,4,7,2,0,16384,0.000218,1143.534,106
0579,256,4,7,2,0,32768,0.000228,1163.484,105
0580,256,4,7,2,0,65536,0.000228,1013.194,90
0581,256,4,7,3,0,1024,0.000433,1642.284,139
0582,256,4,7,3,0,2048,0.000430,1601.586,139
0583,256,4,7,3,0,4096,0.000412,1605.842,139
0584,256,4,7,3,0,8192,0.000411,1596.000,139
0585,256,4,7,3,0,16384,0.000409,1605.576,139
0586,256,4,7,3,0,32768,0.000423,1462.734,123
0587,256,4,7,3,0,65536,0.000421,1676.332,139
0588,256,5,1,1,0,1024,0.000285,882.056,92
0589,256,5,1,1,0,2048,0.000285,881.258,92
0590,256,5,1,1,0,4096,0.000285,879.396,92
0591,256,5,1,1,0,8192,0.000281,973.560,92
0592,256,5,1,1,0,16384,0.000292,880.992,92
0593,256,5,1,1,0,32768,0.000283,867.692,92
0594,256,5,1,1,0,65536,0.000283,868.756,92
0595,256,5,1,2,0,1024,0.000511,1162.952,110
0596,256,5,1,2,0,2048,0.000459,1127.042,96
0597,256,5,1,2,0,4096,0.000459,1126.244,96
0598,256,5,1,2,0,8192,0.000458,1126.244,96
0599,256,5,1,2,0,16384,0.000405,1139.810,113
0600,256,5,1,2,0,32768,0.000404,1073.842,111
0601,256,5,1,2,0,65536,0.000468,1091.132,88
0602,256,5,1,3,0,1024,0.000440,1210.832,109
0603,256,5,1,3,0,2048,0.000435,1185.562,108
0604,256,5,1,3,0,4096,0.000410,1267.756,108
0605,256,5,1,3,0,8192,0.000410,1272.012,108
0606,256,5,1,3,0,16384,0.000409,1335.852,116
0607,256,5,1,3,0,32768,0.000410,1262.436,108
0608,256,5,1,3,0,65536,0.000456,1231.048,108
0609,256,5,2,1,0,1024,0.000252,874.076,74
0610,256,5,2,1,0,2048,0.000255,871.682,74
0611,256,5,2,1,0,4096,0.000252,866.362,74
0612,256,5,2,1,0,8192,0.000255,923.020,74
0613,256,5,2,1,0,16384,0.000245,863.170,74
0614,256,5,2,1,0,32768,0.000253,851.732,74
0615,256,5,2,1,0,65536,0.000256,738.416,66
0616,256,5,2,2,0,1024,0.000420,1037.932,93
0617,256,5,2,2,0,2048,0.000371,1108.422,93
0618,256,5,2,2,0,4096,0.000378,1107.092,93
0619,256,5,2,2,0,8192,0.000371,1107.092,93
0620,256,5,2,2,0,16384,0.000352,1043.252,95
0621,256,5,2,2,0,32768,0.000345,1001.224,93
0622,256,5,2,2,0,65536,0.000377,1090.068,93
0623,256,5,2,3,0,1024,0.000417,1284.514,107
0624,256,5,2,3,0,2048,0.000381,1259.510,106
0625,256,5,2,3,0,4096,0.000382,1269.618,106
0626,256,5,2,3,0,8192,0.000384,1274.406,106
0627,256,5,2,3,0,16384,0.000390,1329.468,110
0628,256,5,2,3,0,32768,0.000405,1281.056,106
0629,256,5,2,3,0,65536,0.000419,1138.746,90
0630,256,5,3,1,0,1024,0.000342,1010.002,76
0631,256,5,3,1,0,2048,0.000344,996.968,76
0632,256,5,3,1,0,4096,0.000342,1006.544,76
0633,256,5,3,1,0,8192,0.000354,999.096,76
0634,256,5,3,1,0,16384,0.000333,1011.864,78
0635,256,5,3,1,0,32768,0.000334,983.668,76
0636,256,5,3,1,0,65536,0.000334,939.512,68
0637,256,5,3,2,0,1024,0.000483,1243.816,110
0638,256,5,3,2,0,2048,0.000460,1149.120,96
0639,256,5,3,2,0,4096,0.000462,1147.258,96
0640,256,5,3,2,0,8192,0.000462,1146.194,96
0641,256,5,3,2,0,16384,0.000364,1322.552,136
0642,256,5,3,2,0,32768,0.000359,1279.194,134
0643,256,5,3,2,0,65536,0.000472,1132.894,88
0644,256,5,3,3,0,1024,0.000412,1185.562,93
0645,256,5,3,3,0,2048,0.000405,1160.292,92
0646,256,5,3,3,0,4096,0.000374,1196.468,92
0647,256,5,3,3,0,8192,0.000385,1199.926,92
0648,256,5,3,3,0,16384,0.000386,1273.076,100
0649,256,5,3,3,0,32768,0.000374,1188.222,92
0650,256,5,3,3,0,65536,0.000401,1223.068,100
0651,256,5,4,1,0,1024,0.000303,1066.660,104
0652,256,5,4,1,0,2048,0.000293,1065.064,104
0653,256,5,4,1,0,4096,0.000293,1067.192,104
0654,256,5,4,1,0,8192,0.000293,1067.724,104
0655,256,5,4,1,0,16384,0.000302,937.384,82
0656,256,5,4,1,0,32768,0.000309,921.158,80
0657,256,5,4,1,0,65536,0.000316,909.188,74
0658,256,5,4,2,0,1024,0.000344,1312.710,132
0659,256,5,4,2,0,2048,0.000349,1284.514,130
0660,256,5,4,2,0,4096,0.000345,1290.366,130
0661,256,5,4,2,0,8192,0.000343,1289.568,130
0662,256,5,4,2,0,16384,0.000343,1307.922,132
0663,256,5,4,2,0,32768,0.000333,1282.918,130
0664,256,5,4,2,0,65536,0.000395,1038.198,92
0665,256,5,4,3,0,1024,0.000365,1272.278,105
0666,256,5,4,3,0,2048,0.000343,1256.850,104
0667,256,5,4,3,0,4096,0.000345,1263.766,104
0668,256,5,4,3,0,8192,0.000362,1256.850,104
0669,256,5,4,3,0,16384,0.000349,1308.454,110
0670,256,5,4,3,0,32768,0.000339,1261.106,104
0671,256,5,4,3,0,65536,0.000371,1191.680,96
0672,256,5,5,1,0,1024,0.000343,1006.012,84
0673,256,5,5,1,0,2048,0.000330,1012.396,84
0674,256,5,5,1,0,4096,0.000349,1010.534,84
0675,256,5,5,1,0,8192,0.000351,1013.460,84
0676,256,5,5,1,0,16384,0.000351,1013.460,84
0677,256,5,5,1,0,32768,0.000342,1007.342,84
0678,256,5,5,1,0,65536,0.000329,919.562,69
0679,256,5,5,2,0,1024,0.000413,1336.650,137
0680,256,5,5,2,0,2048,0.000416,1352.078,137
0681,256,5,5,2,0,4096,0.000425,1350.216,137
0682,256,5,5,2,0,8192,0.000377,1452.094,150
0683,256,5,5,2,0,16384,0.000389,1517.530,152
0684,256,5,5,2,0,32768,0.000389,1341.704,137
0685,256,5,5,2,0,65536,0.000430,1179.976,113
0686,256,5,5,3,0,1024,0.000363,1245.412,94
0687,256,5,5,3,0,2048,0.000359,1212.960,93
0688,256,5,5,3,0,4096,0.000357,1206.310,93
0689,256,5,5,3,0,8192,0.000364,1219.610,93
0690,256,5,5,3,0,16384,0.000364,1277.864,101
0691,256,5,5,3,0,32768,0.000353,1204.182,93
0692,256,5,5,3,0,65536,0.000391,1157.898,101
0693,256,5,6,1,0,1024,0.000327,1233.176,122
0694,256,5,6,1,0,2048,0.000323,1228.388,122
0695,256,5,6,1,0,4096,0.000321,1228.920,122
0696,256,5,6,1,0,8192,0.000326,1233.974,122
0697,256,5,6,1,0,16384,0.000319,1075.704,98
0698,256,5,6,1,0,32768,0.000313,1079.428,98
0699,256,5,6,1,0,65536,0.000307,1143.002,106
0700,256,5,6,2,0,1024,0.000235,1083.418,93
0701,256,5,6,2,0,2048,0.000235,1077.034,93
0702,256,5,6,2,0,4096,0.000235,1078.896,93
0703,256,5,6,2,0,8192,0.000242,1075.172,93
0704,256,5,6,2,0,16384,0.000233,1071.182,93
0705,256,5,6,2,0,32768,0.000205,1062.404,88
0706,256,5,6,2,0,65536,0.000231,1073.576,93
0707,256,5,6,3,0,1024,0.000486,1717.562,154
0708,256,5,6,3,0,2048,0.000469,1646.806,153
0709,256,5,6,3,0,4096,0.000460,1648.668,153
0710,256,5,6,3,0,8192,0.000476,1649.200,153
0711,256,5,6,3,0,16384,0.000458,1788.052,165
0712,256,5,6,3,0,32768,0.000447,1544.396,129
0713,256,5,6,3,0,65536,0.000464,1563.548,137
0714,256,5,7,1,0,1024,0.000415,994.840,85
0715,256,5,7,1,0,2048,0.000410,1014.258,85
0716,256,5,7,1,0,4096,0.000404,1011.066,85
0717,256,5,7,1,0,8192,0.000403,1004.682,85
0718,256,5,7,1,0,16384,0.000411,1001.756,85
0719,256,5,7,1,0,32768,0.000407,992.446,85
0720,256,5,7,1,0,65536,0.000384,988.988,85
0721,256,5,7,2,0,1024,0.000212,1143.534,106
0722,256,5,7,2,0,2048,0.000214,1144.332,106
0723,256,5,7,2,0,4096,0.000212,1145.928,106
0724,256,5,7,2,0,8192,0.000216,1138.214,106
0725,256,5,7,2,0,16384,0.000218,1143.534,106
0726,256,5,7,2,0,32768,0.000228,1163.484,105
0727,256,5,7,2,0,65536,0.000228,1013.194,90
0728,256,5,7,3,0,1024,0.000433,1642.284,139
0729,256,5,7,3,0,2048,0.000430,1601.586,139
0730,256,5,7,3,0,4096,0.000412,1605.842,139
0731,256,5,7,3,0,8192,0.000411,1596.000,139
0732,256,5,7,3,0,16384,0.000409,1605.576,139
0733,256,5,7,3,0,32768,0.000423,1462.734,123
0734,256,5,7,3,0,65536,0.000421,1676.332,139
0735,256,6,1,1,0,1024,0.000285,882.056,92
0736,256,6,1,1,0,2048,0.000285,881.258,92
0737,256,6,1,1,0,4096,0.000285,879.396,92
0738,256,6,1,1,0,8192,0.000281,973.560,92
0739,256,6,1,1,0,16384,0.000292,880.992,92
0740,256,6,1,1,0,32768,0.000283,867.692,92
0741,256,6,1,1,0,65536,0.000283,868.756,92
0742,256,6,1,2,0,1024,0.000511,1162.952,110
0743,256,6,1,2,0,2048,0.000459,1127.042,96
0744,256,6,1,2,0,4096,0.000459,1126.244,96
0745,256,6,1,2,0,8192,0.000458,1126.244,96
0746,256,6,1,2,0,16384,0.000405,1139.810,113
0747,256,6,1,2,0,32768,0.000404,1073.842,111
0748,256,6,1,2,0,65536,0.000468,1091.132,88
0749,256,6,1,3,0,1024,0.000440,1210.832,109
0750,256,6,1,3,0,2048,0.000435,1185.562,108
0751,256,6,1,3,0,4096,0.000410,1267.756,108
0752,256,6,1,3,0,8192,0.000410,1272.012,108
0753,256,6,1,3,0,16384,0.000409,1335.852,116
0754,256,6,1,3,0,32768,0.000410,1262.436,108
0755,256,6,1,3,0,65536,0.000456,1231.048,108
0756,256,6,2,1,0,1024,0.000252,874.076,74
0757,256,6,2,1,0,2048,0.000255,871.682,74
0758,256,6,2,1,0,4096,0.000252,866.362,74
0759,256,6,2,1,0,8192,0.000255,923.020,74
0760,256,6,2,1,0,16384,0.000245,863.170,74
0761,256,6,2,1,0,32768,0.000253,851.732,74
0762,256,6,2,1,0,65536,0.000256,738.416,66
0763,256,6,2,2,0,1024,0.000420,1037.932,93
0764,256,6,2,2,0,2048,0.000371,1108.422,93
0765,256,6,2,2,0,4096,0.000378,1107.092,93
0766,256,6,2,2,0,8192,0.000371,1107.092,93
0767,256,6,2,2,0,16384,0.000352,1043.252,95
0768,256,6,2,2,0,32768,0.000345,1001.224,93
0769,256,6,2,2,0,65536,0.000377,1090.068,93
0770,256,6,2,3,0,1024,0.000417,1284.514,107
0771,256,6,2,3,0,2048,0.000381,1259.510,106
0772,256,6,2,3,0,4096,0.000382,1269.618,106
0773,256,6,2,3,0,8192,0.000384,1274.406,106
0774,256,6,2,3,0,16384,0.000390,1329.468,110
0775,256,6,2,3,0,32768,0.000405,1281.056,106
0776,256,6,2,3,0,65536,0.000419,1138.746,90
0777,256,6,3,1,0,1024,0.000342,1010.002,76
0778,256,6,3,1,0,2048,0.000344,996.968,76
0779,256,6,3,1,0,4096,0.000342,1006.544,76
0780,256,6,3,1,0,8192,0.000354,999.096,76
0781,256,6,3,1,0,16384,0.000333,1011.864,78
0782,256,6,3,1,0,32768,0.000334,983.668,76
0783,256,6,3,1,0,65536,0.000334,939.512,68
0784,256,6,3,2,0,1024,0.000483,1243.816,110
0785,256,6,3,2,0,2048,0.000460,1149.120,96
0786,256,6,3,2,0,4096,0.000462,1147.258,96
0787,256,6,3,2,0,8192,0.000462,1146.194,96
0788,256,6,3,2,0,16384,0.000364,1322.552,136
0789,256,6,3,2,0,32768,0.000359,1279.194,134
0790,256,6,3,2,0,65536,0.000472,1132.894,88
0791,256,6,3,3,0,1024,0.000412,1185.562,93
0792,256,6,3,3,0,2048,0.000405,1160.292,92
0793,256,6,3,3,0,4096,0.000374,1196.468,92
0794,256,6,3,3,0,8192,0.000385,1199.926,92
0795,256,6,3,3,0,16384,0.000386,1273.076,100
0796,256,6,3,3,0,32768,0.000374,1188.222,92
0797,256,6,3,3,0,65536,0.000401,1223.068,100
0798,256,6,4,1,0,1024,0.000303,1066.660,104
0799,256,6,4,1,0,2048,0.000293,1065.064,104
0800,256,6,4,1,0,4096,0.000293,1067.192,104
0801,256,6,4,1,0,8192,0.000293,1067.724,104
0802,256,6,4,1,0,16384,0.000302,937.384,82
0803,256,6,4,1,0,32768,0.000309,921.158,80
0804,256,6,4,1,0,65536,0.000316,909.188,74
0805,256,6,4,2,0,1024,0.000344,1312.710,132
0806,256,6,4,2,0,2048,0.000349,1284.514,130
0807,256,6,4,2,0,4096,0.000345,1290.366,130
0808,256,6,4,2,0,8192,0.000343,1289.568,130
0809,256,6,4,2,0,16384,0.000343,1307.922,132
0810,256,6,4,2,0,32768,0.000333,1282.918,130
0811,256,6,4,2,0,65536,0.000395,1038.198,92
0812,256,6,4,3,0,1024,0.000365,1272.278,105
0813,256,6,4,3,0,2048,0.000343,1256.850,104
0814,256,6,4,3,0,4096,0.000345,1263.766,104
0815,256,6,4,3,0,8192,0.000362,1256.850,104
0816,256,6,4,3,0,16384,0.000349,1308.454,110
0817,256,6,4,3,0,32768,0.000339,1261.106,104
0818,256,6,4,3,0,65536,0.000371,1191.680,96
0819,256,6,5,1,0,1024,0.000343,1006.012,84
0820,256,6,5,1,0,2048,0.000330,1012.396,84
0821,256,6,5,1,0,4096,0.000349,1010.534,84
0822,256,6,5,1,0,8192,0.000351,1013.460,84
0823,256,6,5,1,0,16384,0.000351,1013.460,84
0824,256,6,5,1,0,32768,0.000342,1007.342,84
0825,256,6,5,1,0,65536,0.000329,919.562,69
0826,256,6,5,2,0,1024,0.000413,1336.650,137
0827,256,6,5,2,0,2048,0.000416,1352.078,137
0828,256,6,5,2,0,4096,0.000425,1350.216,137
0829,256,6,5,2,0,8192,0.000377,1452.094,150
0830,256,6,5,2,0,16384,0.000389,1517.530,152
0831,256,6,5,2,0,32768,0.000389,1341.704,137
0832,256,6,5,2,0,65536,0.000430,1179.976,113
0833,256,6,5,3,0,1024,0.000363,1245.412,94
0834,256,6,5,3,0,2048,0.000359,1212.960,93
0835,256,6,5,3,0,4096,0.000357,1206.310,93
0836,256,6,5,3,0,8192,0.000364,1219.610,93
0837,256,6,5,3,0,16384,0.000364,1277.864,101
0838,256,6,5,3,0,32768,0.000353,1204.182,93
0839,256,6,5,3,0,65536,0.000391,1157.898,101
0840,256,6,6,1,0,1024,0.000327,1233.176,122
0841,256,6,6,1,0,2048,0.000323,1228.388,122
0842,256,6,6,1,0,4096,0.000321,1228.920,122
0843,256,6,6,1,0,8192,0.000326,1233.974,122
0844,256,6,6,1,0,16384,0.000319,1075.704,98
0845,256,6,6,1,0,32768,0.000313,1079.428,98
0846,256,6,6,1,0,65536,0.000307,1143.002,106
0847,256,6,6,2,0,1024,0.000235,1083.418,93
0848,256,6,6,2,0,2048,0.000235,1077.034,93
0849,256,6,6,2,0,4096,0.000235,1078.896,93
0850,256,6,6,2,0,8192,0.000242,1075.172,93
0851,256,6,6,2,0,16384,0.000233,1071.182,93
0852,256,6,6,2,0,32768,0.000205,1062.404,88
0853,256,6,6,2,0,65536,0.000231,1073.576,93
0854,256,6,6,3,0,1024,0.000486,1717.562,154
0855,256,6,6,3,0,2048,0.000469,1646.806,153
0856,256,6,6,3,0,4096,0.000460,1648.668,153
0857,256,6,6,3,0,8192,0.000476,1649.200,153
0858,256,6,6,3,0,16384,0.000458,1788.052,165
0859,256,6,6,3,0,32768,0.000447,1544.396,129
0860,256,6,6,3,0,65536,0.000464,1563.548,137
0861,256,6,7,1,0,1024,0.000415,994.840,85
0862,256,6,7,1,0,2048,0.000410,1014.258,85
0863,256,6,7,1,0,4096,0.000404,1011.066,85
0864,256,6,7,1,0,8192,0.000403,1004.682,85
0865,256,6,7,1,0,16384,0.000411,1001.756,85
0866,256,6,7,1,0,32768,0.000407,992.446,85
0867,256,6,7,1,0,65536,0.000384,988.988,85
0868,256,6,7,2,0,1024,0.000212,1143.534,106
0869,256,6,7,2,0,2048,0.000214,1144.332,106
0870,256,6,7,2,0,4096,0.000212,1145.928,106
0871,256,6,7,2,0,8192,0.000216,1138.214,106
0872,256,6,7,2,0,16384,0.000218,1143.534,106
0873,256,6,7,2,0,32768,0.000228,1163.484,105
0874,256,6,7,2,0,65536,0.000228,1013.194,90
0875,256,6,7,3,0,1024,0.000433,1642.284,139
0876,256,6,7,3,0,2048,0.000430,1601.586,139
0877,256,6,7,3,0,4096,0.000412,1605.842,139
0878,256,6,7,3,0,8192,0.000411,1596.000,139
0879,256,6,7,3,0,16384,0.000409,1605.576,139
0880,256,6,7,3,0,32768,0.000423,1462.734,123
0881,256,6,7,3,0,65536,0.000421,1676.332,139
0882,256,7,1,1,0,1024,0.000285,882.056,92
0883,256,7,1,1,0,2048,0.000285,881.258,92
0884,256,7,1,1,0,4096,0.000285,879.396,92
0885,256,7,1,1,0,8192,0.000281,973.560,92
0886,256,7,1,1,0,16384,0.000292,880.992,92
0887,256,7,1,1,0,32768,0.000283,867.692,92
0888,256,7,1,1,0,65536,0.000283,868.756,92
0889,256,7,1,2,0,1024,0.000511,1162.952,110
0890,256,7,1,2,0,2048,0.000459,1127.042,96
0891,256,7,1,2,0,4096,0.000459,1126.244,96
0892,256,7,1,2,0,8192,0.000458,1126.244,96
0893,256,7,1,2,0,16384,0.000405,1139.810,113
0894,256,7,1,2,0,32768,0.000404,1073.842,111
0895,256,7,1,2,0,65536,0.000468,1091.132,88
0896,256,7,1,3,0,1024,0.000440,1210.832,109
0897,256,7,1,3,0,2048,0.000435,1185.562,108
0898,256,7,1,3,0,4096,0.000410,1267.756,108
0899,256,7,1,3,0,8192,0.000410,1272.012,108
0900,256,7,1,3,0,16384,0.000409,1335.852,116
0901,256,7,1,3,0,32768,0.000410,1262.436,108
0902,256,7,1,3,0,65536,0.000456,1231.048,108
0903,256,7,2,1,0,1024,0.000252,874.076,74
0904,256,7,2,1,0,2048,0.000255,871.682,74
0905,256,7,2,1,0,4096,0.000252,866.362,74
0906,256,7,2,1,0,8192,0.000255,923.020,74
0907,256,7,2,1,0,16384,0.000245,863.170,74
0908,256,7,2,1,0,32768,0.000253,851.732,74
0909,256,7,2,1,0,65536,0.000256,738.416,66
0910,256,7,2,2,0,1024,0.000420,1037.932,93
0911,256,7,2,2,0,2048,0.000371,1108.422,93
0912,256,7,2,2,0,4096,0.000378,1107.092,93
0913,256,7,2,2,0,8192,0.000371,1107.092,93
0914,256,7,2,2,0,16384,0.000352,1043.252,95
0915,256,7,2,2,0,32768,0.000345,1001.224,93
0916,256,7,2,2,0,65536,0.000377,1090.068,93
0917,256,7,2,3,0,1024,0.000417,1284.514,107
0918,256,7,2,3,0,2048,0.000381,1259.510,106
0919,256,7,2,3,0,4096,0.000382,1269.618,106
0920,256,7,2,3,0,8192,0.000384,1274.406,106
0921,256,7,2,3,0,16384,0.000390,1329.468,110
0922,256,7,2,3,0,32768,0.000405,1281.056,106
0923,256,7,2,3,0,65536,0.000419,1138.746,90
0924,256,7,3,1,0,1024,0.000342,1010.002,76
0925,256,7,3,1,0,2048,0.000344,996.968,76
0926,256,7,3,1,0,4096,0.000342,1006.544,76
0927,256,7,3,1,0,8192,0.000354,999.096,76
0928,256,7,3,1,0,16384,0.000333,1011.864,78
0929,256,7,3,1,0,32768,0.000334,983.668,76
0930,256,7,3,1,0,65536,0.000334,939.512,68
0931,256,7,3,2,0,1024,0.000483,1243.816,110
0932,256,7,3,2,0,2048,0.000460,1149.120,96
0933,256,7,3,2,0,4096,0.000462,1147.258,96
0934,256,7,3,2,0,8192,0.000462,1146.194,96
0935,256,7,3,2,0,16384,0.000364,1322.552,136
0936,256,7,3,2,0,32768,0.000359,1279.194,134
0937,256,7,3,2,0,65536,0.000472,1132.894,88
0938,256,7,3,3,0,1024,0.000412,1185.562,93
0939,256,7,3,3,0,2048,0.000405,1160.292,92
0940,256,7,3,3,0,4096,0.000374,1196.468,92
0941,256,7,3,3,0,8192,0.000385,1199.926,92
0942,256,7,3,3,0,16384,0.000386,1273.076,100
0943,256,7,3,3,0,32768,0.000374,1188.222,92
0944,256,7,3,3,0,65536,0.000401,1223.068,100
0945,256,7,4,1,0,1024,0.000303,1066.660,104
0946,256,7,4,1,0,2048,0.000293,1065.064,104
0947,256,7,4,1,0,4096,0.000293,1067.192,104
0948,256,7,4,1,0,8192,0.000293,1067.724,104
0949,256,7,4,1,0,16384,0.000302,937.384,82
0950,256,7,4,1,0,32768,0.000309,921.158,80
0951,256,7,4,1,0,65536,0.000316,909.188,74
0952,256,7,4,2,0,1024,0.000344,1312.710,132
0953,256,7,4,2,0,2048,0.000349,1284.514,130
0954,256,7,4,2,0,4096,0.000345,1290.366,130
0955,256,7,4,2,0,8192,0.000343,1289.568,130
0956,256,7,4,2,0,16384,0.000343,1307.922,132
0957,256,7,4,2,0,32768,0.000333,1282.918,130
0958,256,7,4,2,0,65536,0.000395,1038.198,92
0959,256,7,4,3,0,1024,0.000365,1272.278,105
0960,256,7,4,3,0,2048,0.000343,1256.850,104
0961,256,7,4,3,0,4096,0.000345,1263.766,104
0962,256,7,4,3,0,8192,0.000362,1256.850,104
0963,256,7,4,3,0,16384,0.000349,1308.454,110
0964,256,7,4,3,0,32768,0.000339,1261.106,104
0965,256,7,4,3,0,65536,0.000371,1191.680,96
0966,256,7,5,1,0,1024,0.000343,1006.012,84
0967,256,7,5,1,0,2048,0.000330,1012.396,84
0968,256,7,5,1,0,4096,0.000349,1010.534,84
0969,256,7,5,1,0,8192,0.000351,1013.460,84
0970,256,7,5,1,0,16384,0.000351,1013.460,84
0971,256,7,5,1,0,32768,0.000342,1007.342,84
0972,256,7,5,1,0,65536,0.000329,919.562,69
0973,256,7,5,2,0,1024,0.000413,1336.650,137
0974,256,7,5,2,0,2048,0.000416,1352.078,137
0975,256,7,5,2,0,4096,0.000425,1350.216,137
0976,256,7,5,2,0,8192,0.000377,1452.094,150
0977,256,7,5,2,0,16384,0.000389,1517.530,152
0978,256,7,5,2,0,32768,0.000389,1341.704,137
0979,256,7,5,2,0,65536,0.000430,1179.976,113
0980,256,7,5,3,0,1024,0.000363,1245.412,94
0981,256,7,5,3,0,2048,0.000359,1212.960,93
0982,256,7,5,3,0,4096,0.000357,1206.310,93
0983,256,7,5,3,0,8192,0.000364,1219.610,93
0984,256,7,5,3,0,16384,0.000364,1277.864,101
0985,256,7,5,3,0,32768,0.000353,1204.182,93
0986,256,7,5,3,0,65536,0.000391,1157.898,101
0987,256,7,6,1,0,1024,0.000327,1233.176,122
0988,256,7,6,1,0,2048,0.000323,1228.388,122
0989,256,7,6,1,0,4096,0.000321,1228.920,122
0990,256,7,6,1,0,8192,0.000326,1233.974,122
0991,256,7,6,1,0,16384,0.000319,1075.704,98
0992,256,7,6,1,0,32768,0.000313,1079.428,98
