n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
555,256,4,6,2,0,4096,0.000235,1078.896
556,256,4,6,2,0,8192,0.000242,1075.172
557,256,4,6,2,0,16384,0.000233,1071.182
558,256,4,6,2,0,32768,0.000205,1062.404
559,256,4,6,2,0,65536,0.000231,1073.576
560,256,4,6,3,0,1024,0.000486,1717.562
561,256,4,6,3,0,2048,0.000469,1646.806
562,256,4,6,3,0,4096,0.00046,1648.668
563,256,4,6,3,0,8192,0.000476,1649.2
564,256,4,6,3,0,16384,0.000458,1788.052
565,256,4,6,3,0,32768,0.000447,1544.396
566,256,4,6,3,0,65536,0.000464,1563.548
567,256,4,7,1,0,1024,0.000415,994.84
568,256,4,7,1,0,2048,0.00041,1014.258
569,256,4,7,1,0,4096,0.000404,1011.066
570,256,4,7,1,0,8192,0.000403,1004.682
571,256,4,7,1,0,16384,0.000411,1001.756
572,256,4,7,1,0,32768,0.000407,992.446
573,256,4,7,1,0,65536,0.000384,988.988
574,256,4,7,2,0,1024,0.000212,1143.534
575,256,4,7,2,0,2048,0.000214,1144.332
576,256,4,7,2,0,4096,0.000212,1145.928
577,256,4,7,2,0,8192,0.000216,1138.214
578,256,4,7,2,0,16384,0.000218,1143.534
579,256,4,7,2,0,32768,0.000228,1163.484
580,256,4,7,2,0,65536,0.000228,1013.194
581,256,4,7,3,0,1024,0.000433,1642.284
582,256,4,7,3,0,2048,0.00043,1601.586
583,256,4,7,3,0,4096,0.000412,1605.842
584,256,4,7,3,0,8192,0.000411,1596
585,256,4,7,3,0,16384,0.000409,1605.576
586,256,4,7,3,0,32768,0.000423,1462.734
587,256,4,7,3,0,65536,0.000421,1676.332
588,256,5,1,1,0,1024,0.000285,882.056
589,256,5,1,1,0,2048,0.000285,881.258
590,256,5,1,1,0,4096,0.000285,879.396
591,256,5,1,1,0,8192,0.000281,973.56
592,256,5,1,1,0,16384,0.000292,880.992
593,256,5,1,1,0,32768,0.000283,867.692
594,256,5,1,1,0,65536,0.000283,868.756
595,256,5,1,2,0,1024,0.000511,1162.952
596,256,5,1,2,0,2048,0.000459,1127.042
597,256,5,1,2,0,4096,0.000459,1126.244
598,256,5,1,2,0,8192,0.000458,1126.244
599,256,5,1,2,0,16384,0.000405,1139.81
600,256,5,1,2,0,32768,0.000404,1073.842
601,256,5,1,2,0,65536,0.000468,1091.132
602,256,5,1,3,0,1024,0.00044,1210.832
603,256,5,1,3,0,2048,0.000435,1185.562
604,256,5,1,3,0,4096,0.00041,1267.756
605,256,5,1,3,0,8192,0.00041,1272.012
606,256,5,1,3,0,16384,0.000409,1335.852
607,256,5,1,3,0,32768,0.00041,1262.436
608,256,5,1,3,0,65536,0.000456,1231.048
609,256,5,2,1,0,1024,0.000252,874.076
610,256,5,2,1,0,2048,0.000255,871.682
611,256,5,2,1,0,4096,0.000252,866.362
612,256,5,2,1,0,8192,0.000255,923.02
613,256,5,2,1,0,16384,0.000245,863.17
614,256,5,2,1,0,32768,0.000253,851.732
615,256,5,2,1,0,65536,0.000256,738.416
616,256,5,2,2,0,1024,0.00042,1037.932
617,256,5,2,2,0,2048,0.000371,1108.422
618,256,5,2,2,0,4096,0.000378,1107.092
619,256,5,2,2,0,8192,0.000371,1107.092
620,256,5,2,2,0,16384,0.000352,1043.252
621,256,5,2,2,0,32768,0.000345,1001.224
622,256,5,2,2,0,65536,0.000377,1090.068
623,256,5,2,3,0,1024,0.000417,1284.514
624,256,5,2,3,0,2048,0.000381,1259.51
625,256,5,2,3,0,4096,0.000382,1269.618
626,256,5,2,3,0,8192,0.000384,1274.406
627,256,5,2,3,0,16384,0.00039,1329.468
628,256,5,2,3,0,32768,0.000405,1281.056
629,256,5,2,3,0,65536,0.000419,1138.746
630,256,5,3,1,0,1024,0.000342,1010.002
631,256,5,3,1,0,2048,0.000344,996.968
632,256,5,3,1,0,4096,0.000342,1006.544
633,256,5,3,1,0,8192,0.000354,999.096
634,256,5,3,1,0,16384,0.000333,1011.864
635,256,5,3,1,0,32768,0.000334,983.668
636,256,5,3,1,0,65536,0.000334,939.512
637,256,5,3,2,0,1024,0.000483,1243.816
638,256,5,3,2,0,2048,0.00046,1149.12
639,256,5,3,2,0,4096,0.000462,1147.258
640,256,5,3,2,0,8192,0.000462,1146.194
641,256,5,3,2,0,16384,0.000364,1322.552
642,256,5,3,2,0,32768,0.000359,1279.194
643,256,5,3,2,0,65536,0.000472,1132.894
644,256,5,3,3,0,1024,0.000412,1185.562
645,256,5,3,3,0,2048,0.000405,1160.292
646,256,5,3,3,0,4096,0.000374,1196.468
647,256,5,3,3,0,8192,0.000385,1199.926
648,256,5,3,3,0,16384,0.000386,1273.076
649,256,5,3,3,0,32768,0.000374,1188.222
650,256,5,3,3,0,65536,0.000401,1223.068
651,256,5,4,1,0,1024,0.000303,1066.66
652,256,5,4,1,0,2048,0.000293,1065.064
653,256,5,4,1,0,4096,0.000293,1067.192
654,256,5,4,1,0,8192,0.000293,1067.724
655,256,5,4,1,0,16384,0.000302,937.384
656,256,5,4,1,0,32768,0.000309,921.158
657,256,5,4,1,0,65536,0.000316,909.188
658,256,5,4,2,0,1024,0.000344,1312.71
659,256,5,4,2,0,2048,0.000349,1284.514
660,256,5,4,2,0,4096,0.000345,1290.366
661,256,5,4,2,0,8192,0.000343,1289.568
662,256,5,4,2,0,16384,0.000343,1307.922
663,256,5,4,2,0,32768,0.000333,1282.918
664,256,5,4,2,0,65536,0.000395,1038.198
665,256,5,4,3,0,1024,0.000365,1272.278
666,256,5,4,3,0,2048,0.000343,1256.85
667,256,5,4,3,0,4096,0.000345,1263.766
668,256,5,4,3,0,8192,0.000362,1256.85
669,256,5,4,3,0,16384,0.000349,1308.454
670,256,5,4,3,0,32768,0.000339,1261.106
671,256,5,4,3,0,65536,0.000371,1191.68
672,256,5,5,1,0,1024,0.000343,1006.012
673,256,5,5,1,0,2048,0.00033,1012.396
674,256,5,5,1,0,4096,0.000349,1010.534
675,256,5,5,1,0,8192,0.000351,1013.46
676,256,5,5,1,0,16384,0.000351,1013.46
677,256,5,5,1,0,32768,0.000342,1007.342
678,256,5,5,1,0,65536,0.000329,919.562
679,256,5,5,2,0,1024,0.000413,1336.65
680,256,5,5,2,0,2048,0.000416,1352.078
681,256,5,5,2,0,4096,0.000425,1350.216
682,256,5,5,2,0,8192,0.000377,1452.094
683,256,5,5,2,0,16384,0.000389,1517.53
684,256,5,5,2,0,32768,0.000389,1341.704
685,256,5,5,2,0,65536,0.00043,1179.976
686,256,5,5,3,0,1024,0.000363,1245.412
687,256,5,5,3,0,2048,0.000359,1212.96
688,256,5,5,3,0,4096,0.000357,1206.31
689,256,5,5,3,0,8192,0.000364,1219.61
690,256,5,5,3,0,16384,0.000364,1277.864
691,256,5,5,3,0,32768,0.000353,1204.182
692,256,5,5,3,0,65536,0.000391,1157.898
693,256,5,6,1,0,1024,0.000327,1233.176
694,256,5,6,1,0,2048,0.000323,1228.388
695,256,5,6,1,0,4096,0.000321,1228.92
696,256,5,6,1,0,8192,0.000326,1233.974
697,256,5,6,1,0,16384,0.000319,1075.704
698,256,5,6,1,0,32768,0.000313,1079.428
699,256,5,6,1,0,65536,0.000307,1143.002
700,256,5,6,2,0,1024,0.000235,1083.418
701,256,5,6,2,0,2048,0.000235,1077.034
702,256,5,6,2,0,4096,0.000235,1078.896
703,256,5,6,2,0,8192,0.000242,1075.172
704,256,5,6,2,0,16384,0.000233,1071.182
705,256,5,6,2,0,32768,0.000205,1062.404
706,256,5,6,2,0,65536,0.000231,1073.576
707,256,5,6,3,0,1024,0.000486,1717.562
708,256,5,6,3,0,2048,0.000469,1646.806
709,256,5,6,3,0,4096,0.00046,1648.668
710,256,5,6,3,0,8192,0.000476,1649.2
711,256,5,6,3,0,16384,0.000458,1788.052
712,256,5,6,3,0,32768,0.000447,1544.396
713,256,5,6,3,0,65536,0.000464,1563.548
714,256,5,7,1,0,1024,0.000415,994.84
715,256,5,7,1,0,2048,0.00041,1014.258
716,256,5,7,1,0,4096,0.000404,1011.066
717,256,5,7,1,0,8192,0.000403,1004.682
718,256,5,7,1,0,16384,0.000411,1001.756
719,256,5,7,1,0,32768,0.000407,992.446
720,256,5,7,1,0,65536,0.000384,988.988
721,256,5,7,2,0,1024,0.000212,1143.534
722,256,5,7,2,0,2048,0.000214,1144.332
723,256,5,7,2,0,4096,0.000212,1145.928
724,256,5,7,2,0,8192,0.000216,1138.214
725,256,5,7,2,0,16384,0.000218,1143.534
726,256,5,7,2,0,32768,0.000228,1163.484
727,256,5,7,2,0,65536,0.000228,1013.194
728,256,5,7,3,0,1024,0.000433,1642.284
729,256,5,7,3,0,2048,0.00043,1601.586
730,256,5,7,3,0,4096,0.000412,1605.842
731,256,5,7,3,0,8192,0.000411,1596
732,256,5,7,3,0,16384,0.000409,1605.576
733,256,5,7,3,0,32768,0.000423,1462.734
734,256,5,7,3,0,65536,0.000421,1676.332
735,256,6,1,1,0,1024,0.000285,882.056
736,256,6,1,1,0,2048,0.000285,881.258
737,256,6,1,1,0,4096,0.000285,879.396
738,256,6,1,1,0,8192,0.000281,973.56
739,256,6,1,1,0,16384,0.000292,880.992
740,256,6,1,1,0,32768,0.000283,867.692
741,256,6,1,1,0,65536,0.000283,868.756
742,256,6,1,2,0,1024,0.000511,1162.952
743,256,6,1,2,0,2048,0.000459,1127.042
744,256,6,1,2,0,4096,0.000459,1126.244
745,256,6,1,2,0,8192,0.000458,1126.244
746,256,6,1,2,0,16384,0.000405,1139.81
747,256,6,1,2,0,32768,0.000404,1073.842
748,256,6,1,2,0,65536,0.000468,1091.132
749,256,6,1,3,0,1024,0.00044,1210.832
750,256,6,1,3,0,2048,0.000435,1185.562
751,256,6,1,3,0,4096,0.00041,1267.756
752,256,6,1,3,0,8192,0.00041,1272.012
753,256,6,1,3,0,16384,0.000409,1335.852
754,256,6,1,3,0,32768,0.00041,1262.436
755,256,6,1,3,0,65536,0.000456,1231.048
756,256,6,2,1,0,1024,0.000252,874.076
757,256,6,2,1,0,2048,0.000255,871.682
758,256,6,2,1,0,4096,0.000252,866.362
759,256,6,2,1,0,8192,0.000255,923.02
760,256,6,2,1,0,16384,0.000245,863.17
761,256,6,2,1,0,32768,0.000253,851.732
762,256,6,2,1,0,65536,0.000256,738.416
763,256,6,2,2,0,1024,0.00042,1037.932
764,256,6,2,2,0,2048,0.000371,1108.422
765,256,6,2,2,0,4096,0.000378,1107.092
766,256,6,2,2,0,8192,0.000371,1107.092
767,256,6,2,2,0,16384,0.000352,1043.252
768,256,6,2,2,0,32768,0.000345,1001.224
769,256,6,2,2,0,65536,0.000377,1090.068
770,256,6,2,3,0,1024,0.000417,1284.514
771,256,6,2,3,0,2048,0.000381,1259.51
772,256,6,2,3,0,4096,0.000382,1269.618
773,256,6,2,3,0,8192,0.000384,1274.406
774,256,6,2,3,0,16384,0.00039,1329.468
775,256,6,2,3,0,32768,0.000405,1281.056
776,256,6,2,3,0,65536,0.000419,1138.746
777,256,6,3,1,0,1024,0.000342,1010.002
778,256,6,3,1,0,2048,0.000344,996.968
779,256,6,3,1,0,4096,0.000342,1006.544
780,256,6,3,1,0,8192,0.000354,999.096
781,256,6,3,1,0,16384,0.000333,1011.864
782,256,6,3,1,0,32768,0.000334,983.668
783,256,6,3,1,0,65536,0.000334,939.512
784,256,6,3,2,0,1024,0.000483,1243.816
785,256,6,3,2,0,2048,0.00046,1149.12
786,256,6,3,2,0,4096,0.000462,1147.258
787,256,6,3,2,0,8192,0.000462,1146.194
788,256,6,3,2,0,16384,0.000364,1322.552
789,256,6,3,2,0,32768,0.000359,1279.194
790,256,6,3,2,0,65536,0.000472,1132.894
791,256,6,3,3,0,1024,0.000412,1185.562
792,256,6,3,3,0,2048,0.000405,1160.292
793,256,6,3,3,0,4096,0.000374,1196.468
794,256,6,3,3,0,8192,0.000385,1199.926
795,256,6,3,3,0,16384,0.000386,1273.076
796,256,6,3,3,0,32768,0.000374,1188.222
797,256,6,3,3,0,65536,0.000401,1223.068
798,256,6,4,1,0,1024,0.000303,1066.66
799,256,6,4,1,0,2048,0.000293,1065.064
800,256,6,4,1,0,4096,0.000293,1067.192
801,256,6,4,1,0,8192,0.000293,1067.724
802,256,6,4,1,0,16384,0.000302,937.384
803,256,6,4,1,0,32768,0.000309,921.158
804,256,6,4,1,0,65536,0.000316,909.188
805,256,6,4,2,0,1024,0.000344,1312.71
806,256,6,4,2,0,2048,0.000349,1284.514
807,256,6,4,2,0,4096,0.000345,1290.366
808,256,6,4,2,0,8192,0.000343,1289.568
809,256,6,4,2,0,16384,0.000343,1307.922
810,256,6,4,2,0,32768,0.000333,1282.918
811,256,6,4,2,0,65536,0.000395,1038.198
812,256,6,4,3,0,1024,0.000365,1272.278
813,256,6,4,3,0,2048,0.000343,1256.85
814,256,6,4,3,0,4096,0.000345,1263.766
815,256,6,4,3,0,8192,0.000362,1256.85
816,256,6,4,3,0,16384,0.000349,1308.454
817,256,6,4,3,0,32768,0.000339,1261.106
818,256,6,4,3,0,65536,0.000371,1191.68
819,256,6,5,1,0,1024,0.000343,1006.012
820,256,6,5,1,0,2048,0.00033,1012.396
821,256,6,5,1,0,4096,0.000349,1010.534
822,256,6,5,1,0,8192,0.000351,1013.46
823,256,6,5,1,0,16384,0.000351,1013.46
824,256,6,5,1,0,32768,0.000342,1007.342
825,256,6,5,1,0,65536,0.000329,919.562
826,256,6,5,2,0,1024,0.000413,1336.65
827,256,6,5,2,0,2048,0.000416,1352.078
828,256,6,5,2,0,4096,0.000425,1350.216
829,256,6,5,2,0,8192,0.000377,1452.094
830,256,6,5,2,0,16384,0.000389,1517.53
831,256,6,5,2,0,32768,0.000389,1341.704
832,256,6,5,2,0,65536,0.00043,1179.976
833,256,6,5,3,0,1024,0.000363,1245.412
834,256,6,5,3,0,2048,0.000359,1212.96
835,256,6,5,3,0,4096,0.000357,1206.31
836,256,6,5,3,0,8192,0.000364,1219.61
837,256,6,5,3,0,16384,0.000364,1277.864
838,256,6,5,3,0,32768,0.000353,1204.182
839,256,6,5,3,0,65536,0.000391,1157.898
840,256,6,6,1,0,1024,0.000327,1233.176
841,256,6,6,1,0,2048,0.000323,1228.388
842,256,6,6,1,0,4096,0.000321,1228.92
843,256,6,6,1,0,8192,0.000326,1233.974
844,256,6,6,1,0,16384,0.000319,1075.704
845,256,6,6,1,0,32768,0.000313,1079.428
846,256,6,6,1,0,65536,0.000307,1143.002
847,256,6,6,2,0,1024,0.000235,1083.418
848,256,6,6,2,0,2048,0.000235,1077.034
849,256,6,6,2,0,4096,0.000235,1078.896
850,256,6,6,2,0,8192,0.000242,1075.172
851,256,6,6,2,0,16384,0.000233,1071.182
852,256,6,6,2,0,32768,0.000205,1062.404
853,256,6,6,2,0,65536,0.000231,1073.576
854,256,6,6,3,0,1024,0.000486,1717.562
855,256,6,6,3,0,2048,0.000469,1646.806
856,256,6,6,3,0,4096,0.00046,1648.668
857,256,6,6,3,0,8192,0.000476,1649.2
858,256,6,6,3,0,16384,0.000458,1788.052
859,256,6,6,3,0,32768,0.000447,1544.396
860,256,6,6,3,0,65536,0.000464,1563.548
861,256,6,7,1,0,1024,0.000415,994.84
862,256,6,7,1,0,2048,0.00041,1014.258
863,256,6,7,1,0,4096,0.000404,1011.066
864,256,6,7,1,0,8192,0.000403,1004.682
865,256,6,7,1,0,16384,0.000411,1001.756
866,256,6,7,1,0,32768,0.000407,992.446
867,256,6,7,1,0,65536,0.000384,988.988
868,256,6,7,2,0,1024,0.000212,1143.534
869,256,6,7,2,0,2048,0.000214,1144.332
870,256,6,7,2,0,4096,0.000212,1145.928
871,256,6,7,2,0,8192,0.000216,1138.214
872,256,6,7,2,0,16384,0.000218,1143.534
873,256,6,7,2,0,32768,0.000228,1163.484
874,256,6,7,2,0,65536,0.000228,1013.194
875,256,6,7,3,0,1024,0.000433,1642.284
876,256,6,7,3,0,2048,0.00043,1601.586
877,256,6,7,3,0,4096,0.000412,1605.842
878,256,6,7,3,0,8192,0.000411,1596
879,256,6,7,3,0,16384,0.000409,1605.576
880,256,6,7,3,0,32768,0.000423,1462.734
881,256,6,7,3,0,65536,0.000421,1676.332
882,256,7,1,1,0,1024,0.000285,882.056
883,256,7,1,1,0,2048,0.000285,881.258
884,256,7,1,1,0,4096,0.000285,879.396
885,256,7,1,1,0,8192,0.000281,973.56
886,256,7,1,1,0,16384,0.000292,880.992
887,256,7,1,1,0,32768,0.000283,867.692
888,256,7,1,1,0,65536,0.000283,868.756
889,256,7,1,2,0,1024,0.000511,1162.952
890,256,7,1,2,0,2048,0.000459,1127.042
891,256,7,1,2,0,4096,0.000459,1126.244
892,256,7,1,2,0,8192,0.000458,1126.244
893,256,7,1,2,0,16384,0.000405,1139.81
894,256,7,1,2,0,32768,0.000404,1073.842
895,256,7,1,2,0,65536,0.000468,1091.132
896,256,7,1,3,0,1024,0.00044,1210.832
897,256,7,1,3,0,2048,0.000435,1185.562
898,256,7,1,3,0,4096,0.00041,1267.756
899,256,7,1,3,0,8192,0.00041,1272.012
900,256,7,1,3,0,16384,0.000409,1335.852
901,256,7,1,3,0,32768,0.00041,1262.436
902,256,7,1,3,0,65536,0.000456,1231.048
903,256,7,2,1,0,1024,0.000252,874.076
904,256,7,2,1,0,2048,0.000255,871.682
905,256,7,2,1,0,4096,0.000252,866.362
906,256,7,2,1,0,8192,0.000255,923.02
907,256,7,2,1,0,16384,0.000245,863.17
908,256,7,2,1,0,32768,0.000253,851.732
909,256,7,2,1,0,65536,0.000256,738.416
910,256,7,2,2,0,1024,0.00042,1037.932
911,256,7,2,2,0,2048,0.000371,1108.422
912,256,7,2,2,0,4096,0.000378,1107.092
913,256,7,2,2,0,8192,0.000371,1107.092
914,256,7,2,2,0,16384,0.000352,1043.252
915,256,7,2,2,0,32768,0.000345,1001.224
916,256,7,2,2,0,65536,0.000377,1090.068
917,256,7,2,3,0,1024,0.000417,1284.514
918,256,7,2,3,0,2048,0.000381,1259.51
919,256,7,2,3,0,4096,0.000382,1269.618
920,256,7,2,3,0,8192,0.000384,1274.406
921,256,7,2,3,0,16384,0.00039,1329.468
922,256,7,2,3,0,32768,0.000405,1281.056
923,256,7,2,3,0,65536,0.000419,1138.746
924,256,7,3,1,0,1024,0.000342,1010.002
925,256,7,3,1,0,2048,0.000344,996.968
926,256,7,3,1,0,4096,0.000342,1006.544
927,256,7,3,1,0,8192,0.000354,999.096
928,256,7,3,1,0,16384,0.000333,1011.864
929,256,7,3,1,0,32768,0.000334,983.668
930,256,7,3,1,0,65536,0.000334,939.512
931,256,7,3,2,0,1024,0.000483,1243.816
932,256,7,3,2,0,2048,0.00046,1149.12
933,256,7,3,2,0,4096,0.000462,1147.258
934,256,7,3,2,0,8192,0.000462,1146.194
935,256,7,3,2,0,16384,0.000364,1322.552
936,256,7,3,2,0,32768,0.000359,1279.194
937,256,7,3,2,0,65536,0.000472,1132.894
938,256,7,3,3,0,1024,0.000412,1185.562
939,256,7,3,3,0,2048,0.000405,1160.292
940,256,7,3,3,0,4096,0.000374,1196.468
941,256,7,3,3,0,8192,0.000385,1199.926
942,256,7,3,3,0,16384,0.000386,1273.076
943,256,7,3,3,0,32768,0.000374,1188.222
944,256,7,3,3,0,65536,0.000401,1223.068
945,256,7,4,1,0,1024,0.000303,1066.66
946,256,7,4,1,0,2048,0.000293,1065.064
947,256,7,4,1,0,4096,0.000293,1067.192
948,256,7,4,1,0,8192,0.000293,1067.724
949,256,7,4,1,0,16384,0.000302,937.384
950,256,7,4,1,0,32768,0.000309,921.158
951,256,7,4,1,0,65536,0.000316,909.188
952,256,7,4,2,0,1024,0.000344,1312.71
953,256,7,4,2,0,2048,0.000349,1284.514
954,256,7,4,2,0,4096,0.000345,1290.366
955,256,7,4,2,0,8192,0.000343,1289.568
956,256,7,4,2,0,16384,0.000343,1307.922
957,256,7,4,2,0,32768,0.000333,1282.918
958,256,7,4,2,0,65536,0.000395,1038.198
959,256,7,4,3,0,1024,0.000365,1272.278
960,256,7,4,3,0,2048,0.000343,1256.85
961,256,7,4,3,0,4096,0.000345,1263.766
962,256,7,4,3,0,8192,0.000362,1256.85
963,256,7,4,3,0,16384,0.000349,1308.454
964,256,7,4,3,0,32768,0.000339,1261.106
965,256,7,4,3,0,65536,0.000371,1191.68
966,256,7,5,1,0,1024,0.000343,1006.012
967,256,7,5,1,0,2048,0.00033,1012.396
968,256,7,5,1,0,4096,0.000349,1010.534
969,256,7,5,1,0,8192,0.000351,1013.46
970,256,7,5,1,0,16384,0.000351,1013.46
971,256,7,5,1,0,32768,0.000342,1007.342
972,256,7,5,1,0,65536,0.000329,919.562
973,256,7,5,2,0,1024,0.000413,1336.65
974,256,7,5,2,0,2048,0.000416,1352.078
975,256,7,5,2,0,4096,0.000425,1350.216
976,256,7,5,2,0,8192,0.000377,1452.094
977,256,7,5,2,0,16384,0.000389,1517.53
978,256,7,5,2,0,32768,0.000389,1341.704
979,256,7,5,2,0,65536,0.00043,1179.976
980,256,7,5,3,0,1024,0.000363,1245.412
981,256,7,5,3,0,2048,0.000359,1212.96
982,256,7,5,3,0,4096,0.000357,1206.31
983,256,7,5,3,0,8192,0.000364,1219.61
984,256,7,5,3,0,16384,0.000364,1277.864
985,256,7,5,3,0,32768,0.000353,1204.182
986,256,7,5,3,0,65536,0.000391,1157.898
987,256,7,6,1,0,1024,0.000327,1233.176
988,256,7,6,1,0,2048,0.000323,1228.388
989,256,7,6,1,0,4096,0.000321,1228.92
990,256,7,6,1,0,8192,0.000326,1233.974
991,256,7,6,1,0,16384,0.000319,1075.704
992,256,7,6,1,0,32768,0.000313,1079.428
993,256,7,6,1,0,65536,0.000307,1143.002
994,256,7,6,2,0,1024,0.000235,1083.418
995,256,7,6,2,0,2048,0.000235,1077.034
996,256,7,6,2,0,4096,0.000235,1078.896
997,256,7,6,2,0,8192,0.000242,1075.172
998,256,7,6,2,0,16384,0.000233,1071.182
999,256,7,6,2,0,32768,0.000205,1062.404
1000,256,7,6,2,0,65536,0.000231,1073.576
1001,256,7,6,3,0,1024,0.000486,1717.562
1002,256,7,6,3,0,2048,0.000469,1646.806
1003,256,7,6,3,0,4096,0.00046,1648.668
1004,256,7,6,3,0,8192,0.000476,1649.2
1005,256,7,6,3,0,16384,0.000458,1788.052
1006,256,7,6,3,0,32768,0.000447,1544.396
1007,256,7,6,3,0,65536,0.000464,1563.548
1008,256,7,7,1,0,1024,0.000415,994.84
1009,256,7,7,1,0,2048,0.00041,1014.258
1010,256,7,7,1,0,4096,0.000404,1011.066
1011,256,7,7,1,0,8192,0.000403,1004.682
1012,256,7,7,1,0,16384,0.000411,1001.756
1013,256,7,7,1,0,32768,0.000407,992.446
1014,256,7,7,1,0,65536,0.000384,988.988
1015,256,7,7,2,0,1024,0.000212,1143.534
1016,256,7,7,2,0,2048,0.000214,1144.332
1017,256,7,7,2,0,4096,0.000212,1145.928
1018,256,7,7,2,0,8192,0.000216,1138.214
1019,256,7,7,2,0,16384,0.000218,1143.534
1020,256,7,7,2,0,32768,0.000228,1163.484
1021,256,7,7,2,0,65536,0.000228,1013.194
1022,256,7,7,3,0,1024,0.000433,1642.284
1023,256,7,7,3,0,2048,0.00043,1601.586
1024,256,7,7,3,0,4096,0.000412,1605.842
1025,256,7,7,3,0,8192,0.000411,1596
1026,256,7,7,3,0,16384,0.000409,1605.576
1027,256,7,7,3,0,32768,0.000423,1462.734
1028,256,7,7,3,0,65536,0.000421,1676.332
1029,256,8,1,1,0,1024,0.000285,882.056
1030,256,8,1,1,0,2048,0.000285,881.258
1031,256,8,1,1,0,4096,0.000285,879.396
1032,256,8,1,1,0,8192,0.000281,973.56
1033,256,8,1,1,0,16384,0.000292,880.992
1034,256,8,1,1,0,32768,0.000283,867.692
1035,256,8,1,1,0,65536,0.000283,868.756
1036,256,8,1,2,0,1024,0.000511,1162.952
1037,256,8,1,2,0,2048,0.000459,1127.042
1038,256,8,1,2,0,4096,0.000459,1126.244
1039,256,8,1,2,0,8192,0.000458,1126.244
1040,256,8,1,2,0,16384,0.000405,1139.81
1041,256,8,1,2,0,32768,0.000404,1073.842
1042,256,8,1,2,0,65536,0.000468,1091.132
1043,256,8,1,3,0,1024,0.00044,1210.832
1044,256,8,1,3,0,2048,0.000435,1185.562
1045,256,8,1,3,0,4096,0.00041,1267.756
1046,256,8,1,3,0,8192,0.00041,1272.012
1047,256,8,1,3,0,16384,0.000409,1335.852
1048,256,8,1,3,0,32768,0.00041,1262.436
1049,256,8,1,3,0,65536,0.000456,1231.048
1050,256,8,2,1,0,1024,0.000252,874.076
1051,256,8,2,1,0,2048,0.000255,871.682
1052,256,8,2,1,0,4096,0.000252,866.362
1053,256,8,2,1,0,8192,0.000255,923.02
1054,256,8,2,1,0,16384,0.000245,863.17
1055,256,8,2,1,0,32768,0.000253,851.732
1056,256,8,2,1,0,65536,0.000256,738.416
1057,256,8,2,2,0,1024,0.00042,1037.932
1058,256,8,2,2,0,2048,0.000371,1108.422
1059,256,8,2,2,0,4096,0.000378,1107.092
1060,256,8,2,2,0,8192,0.000371,1107.092
1061,256,8,2,2,0,16384,0.000352,1043.252
1062,256,8,2,2,0,32768,0.000345,1001.224
1063,256,8,2,2,0,65536,0.000377,1090.068
1064,256,8,2,3,0,1024,0.000417,1284.514
1065,256,8,2,3,0,2048,0.000381,1259.51
1066,256,8,2,3,0,4096,0.000382,1269.618
1067,256,8,2,3,0,8192,0.000384,1274.406
1068,256,8,2,3,0,16384,0.00039,1329.468
1069,256,8,2,3,0,32768,0.000405,1281.056
1070,256,8,2,3,0,65536,0.000419,1138.746
1071,256,8,3,1,0,1024,0.000342,1010.002
1072,256,8,3,1,0,2048,0.000344,996.968
1073,256,8,3,1,0,4096,0.000342,1006.544
1074,256,8,3,1,0,8192,0.000354,999.096
1075,256,8,3,1,0,16384,0.000333,1011.864
1076,256,8,3,1,0,32768,0.000334,983.668
1077,256,8,3,1,0,65536,0.000334,939.512
1078,256,8,3,2,0,1024,0.000483,1243.816
1079,256,8,3,2,0,2048,0.00046,1149.12
1080,256,8,3,2,0,4096,0.000462,1147.258
1081,256,8,3,2,0,8192,0.000462,1146.194
1082,256,8,3,2,0,16384,0.000364,1322.552
1083,256,8,3,2,0,32768,0.000359,1279.194
1084,256,8,3,2,0,65536,0.000472,1132.894
1085,256,8,3,3,0,1024,0.000412,1185.562
1086,256,8,3,3,0,2048,0.000405,1160.292
1087,256,8,3,3,0,4096,0.000374,1196.468
1088,256,8,3,3,0,8192,0.000385,1199.926
1089,256,8,3,3,0,16384,0.000386,1273.076
1090,256,8,3,3,0,32768,0.000374,1188.222
1091,256,8,3,3,0,65536,0.000401,1223.068
1092,256,8,4,1,0,1024,0.000303,1066.66
1093,256,8,4,1,0,2048,0.000293,1065.064
1094,256,8,4,1,0,4096,0.000293,1067.192
1095,256,8,4,1,0,8192,0.000293,1067.724
1096,256,8,4,1,0,16384,0.000302,937.384
1097,256,8,4,1,0,32768,0.000309,921.158
1098,256,8,4,1,0,65536,0.000316,909.188
1099,256,8,4,2,0,1024,0.000344,1312.71
1100,256,8,4,2,0,2048,0.000349,1284.514
1101,256,8,4,2,0,4096,0.000345,1290.366
1102,256,8,4,2,0,8192,0.000343,1289.568
1103,256,8,4,2,0,16384,0.000343,1307.922
1104,256,8,4,2,0,32768,0.000333,1282.918
1105,256,8,4,2,0,65536,0.000395,1038.198
1106,256,8,4,3,0,1024,0.000365,1272.278
1107,256,8,4,3,0,2048,0.000343,1256.85
1108,256,8,4,3,0,4096,0.000345,1263.766
1109,256,8,4,3,0,8192,0.000362,1256.85
