n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2,lut,ff,dsp,bram
780,1024,1,2,2,2,1,0,1048576,7.186716,37,130,55,1,0
781,1024,1,2,2,2,1,0,524288,3.215322,51,190,57,1,0
782,1024,1,2,2,2,1,0,262144,2.869574,111,310,64,1,0
786,1024,1,2,2,2,2,0,1048576,6.248599,29,136,48,1,0
787,1024,1,2,2,2,2,0,524288,8.34606,46,220,50,1,0
788,1024,1,2,2,2,2,0,262144,10.751431,146,468,54,1,0
792,1024,1,2,2,2,4,0,1048576,3.20869,37,156,45,1,0
793,1024,1,2,2,2,4,0,524288,3.425202,74,202,47,1,0
794,1024,1,2,2,2,4,0,262144,2.748769,107,412,54,1,0
798,1024,1,2,2,2,8,0,1048576,3.838977,43,199,61,1,0
799,1024,1,2,2,2,8,0,524288,3.299628,53,215,63,1,0
800,1024,1,2,2,2,8,0,262144,4.296435,115,472,67,1,0
804,1024,1,2,2,2,16,0,1048576,3.36672,33,157,45,1,0
805,1024,1,2,2,2,16,0,524288,2.412099,73,209,47,1,0
806,1024,1,2,2,2,16,0,262144,2.381174,104,413,54,1,0
810,1024,1,2,2,4,1,0,1048576,3.846734,37,188,61,1,0
811,1024,1,2,2,4,1,0,524288,4.966169,70,280,63,1,0
812,1024,1,2,2,4,1,0,262144,3.361128,99,321,70,1,0
816,1024,1,2,2,4,2,0,1048576,5.280194,37,159,45,1,0
817,1024,1,2,2,4,2,0,524288,4.044204,60,222,47,1,0
818,1024,1,2,2,4,2,0,262144,3.826325,116,430,54,1,0
822,1024,1,2,2,4,4,0,1048576,4.54394,44,195,62,1,0
823,1024,1,2,2,4,4,0,524288,3.708014,79,209,64,1,0
824,1024,1,2,2,4,4,0,262144,3.81674,149,402,68,1,0
828,1024,1,2,2,4,8,0,1048576,3.773689,41,165,45,1,0
829,1024,1,2,2,4,8,0,524288,2.843043,72,271,47,1,0
830,1024,1,2,2,4,8,0,262144,3.605581,125,436,54,1,0
834,1024,1,2,2,4,16,0,1048576,3.633007,38,169,62,1,0
835,1024,1,2,2,4,16,0,524288,3.932345,85,297,64,1,0
836,1024,1,2,2,4,16,0,262144,3.970468,156,424,68,1,0
840,1024,1,2,2,8,1,0,1048576,15.457636,33,138,50,1,0
841,1024,1,2,2,8,1,0,524288,8.676783,59,181,52,1,0
842,1024,1,2,2,8,1,0,262144,7.97387,112,439,66,1,0
846,1024,1,2,2,8,2,0,1048576,19.110871,35,127,44,1,0
847,1024,1,2,2,8,2,0,524288,21.029105,42,198,46,1,0
848,1024,1,2,2,8,2,0,262144,26.847746,105,316,52,1,0
852,1024,1,2,2,8,4,0,1048576,17.345278,30,126,47,1,0
853,1024,1,2,2,8,4,0,524288,7.509534,50,196,49,1,0
854,1024,1,2,2,8,4,0,262144,11.421478,104,300,56,1,0
858,1024,1,2,2,8,8,0,1048576,16.759359,30,124,48,1,0
859,1024,1,2,2,8,8,0,524288,7.029527,44,196,50,1,0
860,1024,1,2,2,8,8,0,262144,11.435995,104,300,57,1,0
864,1024,1,2,2,8,16,0,1048576,16.944539,33,123,49,1,0
865,1024,1,2,2,8,16,0,524288,7.728395,52,197,51,1,0
866,1024,1,2,2,8,16,0,262144,10.970503,112,301,58,1,0
870,1024,1,2,2,16,1,0,1048576,9.429752,39,136,59,1,0
871,1024,1,2,2,16,1,0,524288,8.714058,57,186,61,1,0
872,1024,1,2,2,16,1,0,262144,6.963509,97,287,68,1,0
876,1024,1,2,2,16,2,0,1048576,9.048287,30,141,50,1,0
877,1024,1,2,2,16,2,0,524288,8.627087,57,185,52,1,0
878,1024,1,2,2,16,2,0,262144,10.240435,95,304,59,1,0
882,1024,1,2,2,16,4,0,1048576,7.745882,28,135,53,1,0
883,1024,1,2,2,16,4,0,524288,8.021773,54,199,55,1,0
884,1024,1,2,2,16,4,0,262144,8.838967,101,317,62,1,0
888,1024,1,2,2,16,8,0,1048576,8.008984,34,130,54,1,0
889,1024,1,2,2,16,8,0,524288,11.995007,60,199,56,1,0
890,1024,1,2,2,16,8,0,262144,9.913007,93,317,63,1,0
894,1024,1,2,2,16,16,0,1048576,6.312053,31,129,55,1,0
895,1024,1,2,2,16,16,0,524288,9.086329,61,201,57,1,0
896,1024,1,2,2,16,16,0,262144,8.895453,89,318,64,1,0
900,1024,1,2,4,1,1,0,1048576,8.378097,43,177,50,1,0
901,1024,1,2,4,1,1,0,524288,6.556771,58,202,52,1,0
902,1024,1,2,4,1,1,0,262144,11.830556,116,326,56,1,0
906,1024,1,2,4,1,2,0,1048576,11.503234,35,177,60,1,0
907,1024,1,2,4,1,2,0,524288,9.340972,60,274,62,1,0
908,1024,1,2,4,1,2,0,262144,8.686653,90,376,66,1,0
912,1024,1,2,4,1,4,0,1048576,9.365598,39,168,63,1,0
913,1024,1,2,4,1,4,0,524288,9.452899,75,286,65,1,0
914,1024,1,2,4,1,4,0,262144,6.998009,96,407,69,1,0
918,1024,1,2,4,1,8,0,1048576,9.495865,37,169,64,1,0
919,1024,1,2,4,1,8,0,524288,9.331333,64,286,66,1,0
920,1024,1,2,4,1,8,0,262144,8.276983,93,407,70,1,0
924,1024,1,2,4,1,16,0,1048576,7.792363,36,168,65,1,0
925,1024,1,2,4,1,16,0,524288,9.467326,67,286,67,1,0
926,1024,1,2,4,1,16,0,262144,7.963479,121,411,71,1,0
930,1024,1,2,4,2,1,0,1048576,8.73556,40,181,50,1,0
931,1024,1,2,4,2,1,0,524288,5.644267,60,206,52,1,0
932,1024,1,2,4,2,1,0,262144,11.936449,125,329,56,1,0
936,1024,1,2,4,2,2,0,1048576,11.085437,35,180,60,1,0
937,1024,1,2,4,2,2,0,524288,10.325851,82,277,62,1,0
938,1024,1,2,4,2,2,0,262144,8.325359,97,378,66,1,0
942,1024,1,2,4,2,4,0,1048576,9.263982,43,176,63,1,0
943,1024,1,2,4,2,4,0,524288,9.920457,90,283,65,1,0
944,1024,1,2,4,2,4,0,262144,7.779929,102,381,69,1,0
948,1024,1,2,4,2,8,0,1048576,9.666736,42,176,64,1,0
949,1024,1,2,4,2,8,0,524288,9.965569,86,282,66,1,0
950,1024,1,2,4,2,8,0,262144,7.981185,113,407,70,1,0
954,1024,1,2,4,2,16,0,1048576,8.555463,37,171,65,1,0
955,1024,1,2,4,2,16,0,524288,8.769349,81,284,67,1,0
956,1024,1,2,4,2,16,0,262144,9.789424,96,381,71,1,0
960,1024,1,2,4,4,1,0,1048576,8.101033,45,204,50,1,0
961,1024,1,2,4,4,1,0,524288,6.334473,72,260,52,1,0
962,1024,1,2,4,4,1,0,262144,7.814128,104,350,56,1,0
966,1024,1,2,4,4,2,0,1048576,10.525699,39,201,61,1,0
967,1024,1,2,4,4,2,0,524288,8.348357,79,287,63,1,0
968,1024,1,2,4,4,2,0,262144,10.657317,90,410,67,1,0
972,1024,1,2,4,4,4,0,1048576,10.099112,37,194,64,1,0
973,1024,1,2,4,4,4,0,524288,10.001334,86,296,66,1,0
974,1024,1,2,4,4,4,0,262144,9.201646,120,404,70,1,0
978,1024,1,2,4,4,8,0,1048576,9.109896,45,192,65,1,0
979,1024,1,2,4,4,8,0,524288,11.363025,81,298,67,1,0
980,1024,1,2,4,4,8,0,262144,8.586069,92,415,71,1,0
984,1024,1,2,4,4,16,0,1048576,11.409062,49,191,66,1,0
985,1024,1,2,4,4,16,0,524288,10.059851,104,299,68,1,0
986,1024,1,2,4,4,16,0,262144,8.45067,108,421,72,1,0
990,1024,1,2,4,8,1,0,1048576,9.73805,31,134,53,1,0
991,1024,1,2,4,8,1,0,524288,4.221685,51,180,55,1,0
992,1024,1,2,4,8,1,0,262144,5.135703,98,285,64,1,0
996,1024,1,2,4,8,2,0,1048576,11.391376,27,136,44,1,0
997,1024,1,2,4,8,2,0,524288,14.347474,55,199,46,1,0
998,1024,1,2,4,8,2,0,262144,18.672761,105,327,54,1,0
1002,1024,1,2,4,8,4,0,1048576,11.821799,29,136,47,1,0
1003,1024,1,2,4,8,4,0,524288,5.314554,46,195,49,1,0
1004,1024,1,2,4,8,4,0,262144,6.242202,94,316,59,1,0
1008,1024,1,2,4,8,8,0,1048576,9.605024,36,145,48,1,0
1009,1024,1,2,4,8,8,0,524288,4.348985,52,195,50,1,0
1010,1024,1,2,4,8,8,0,262144,5.076403,94,316,60,1,0
1014,1024,1,2,4,8,16,0,1048576,4.749582,32,165,59,1,0
1015,1024,1,2,4,8,16,0,524288,4.820536,75,259,61,1,0
1016,1024,1,2,4,8,16,0,262144,6.998592,156,355,65,1,0
1020,1024,1,2,4,16,1,0,1048576,6.488944,33,169,51,1,0
1021,1024,1,2,4,16,1,0,524288,8.360895,73,260,53,1,0
1022,1024,1,2,4,16,1,0,262144,6.696939,122,403,59,1,0
1026,1024,1,2,4,16,2,0,1048576,6.530879,35,158,54,1,0
1027,1024,1,2,4,16,2,0,524288,5.772484,64,272,56,1,0
1028,1024,1,2,4,16,2,0,262144,6.599409,110,429,62,1,0
1032,1024,1,2,4,16,4,0,1048576,7.749163,36,157,55,1,0
1033,1024,1,2,4,16,4,0,524288,7.121691,59,271,57,1,0
1034,1024,1,2,4,16,4,0,262144,5.720412,119,429,63,1,0
1038,1024,1,2,4,16,8,0,1048576,4.594214,38,178,48,1,0
1039,1024,1,2,4,16,8,0,524288,5.651937,69,239,50,1,0
1040,1024,1,2,4,16,8,0,262144,3.897665,137,412,58,1,0
1044,1024,1,2,4,16,16,0,1048576,6.688958,40,164,63,1,0
1045,1024,1,2,4,16,16,0,524288,4.766427,66,203,65,1,0
1046,1024,1,2,4,16,16,0,262144,10.829051,112,329,69,1,0
1050,1024,1,2,8,1,1,0,1048576,6.623776,40,155,66,1,0
1051,1024,1,2,8,1,1,0,524288,5.34927,59,218,68,1,0
1052,1024,1,2,8,1,1,0,262144,6.148691,110,343,72,1,0
1056,1024,1,2,8,1,2,0,1048576,7.174056,34,155,67,1,0
1057,1024,1,2,8,1,2,0,524288,5.056867,61,218,69,1,0
1058,1024,1,2,8,1,2,0,262144,5.668746,96,344,73,1,0
1062,1024,1,2,8,1,4,0,1048576,5.780575,41,173,48,1,0
1063,1024,1,2,8,1,4,0,524288,5.608598,81,241,50,1,0
1064,1024,1,2,8,1,4,0,262144,4.297274,126,416,58,1,0
1068,1024,1,2,8,1,8,0,1048576,6.466126,33,165,63,1,0
1069,1024,1,2,8,1,8,0,524288,6.016351,52,212,65,1,0
1070,1024,1,2,8,1,8,0,262144,9.827351,131,336,69,1,0
1074,1024,1,2,8,1,16,0,1048576,8.263257,41,161,66,1,0
1075,1024,1,2,8,1,16,0,524288,6.031858,59,220,68,1,0
1076,1024,1,2,8,1,16,0,262144,9.930526,102,339,72,1,0
1080,1024,1,2,8,2,1,0,1048576,5.366923,39,161,67,1,0
1081,1024,1,2,8,2,1,0,524288,4.622071,62,217,69,1,0
1082,1024,1,2,8,2,1,0,262144,11.491999,109,339,73,1,0
1086,1024,1,2,8,2,2,0,1048576,5.987495,47,194,48,1,0
1087,1024,1,2,8,2,2,0,524288,6.234735,87,296,50,1,0
1088,1024,1,2,8,2,2,0,262144,5.342523,117,430,58,1,0
1092,1024,1,2,8,2,4,0,1048576,6.860842,45,183,64,1,0
1093,1024,1,2,8,2,4,0,524288,5.557354,66,218,66,1,0
1094,1024,1,2,8,2,4,0,262144,6.13292,106,345,70,1,0
1098,1024,1,2,8,2,8,0,1048576,6.288199,41,181,67,1,0
1099,1024,1,2,8,2,8,0,524288,5.559563,60,223,69,1,0
1100,1024,1,2,8,2,8,0,262144,5.977558,99,347,73,1,0
1104,1024,1,2,8,2,16,0,1048576,5.912785,41,183,68,1,0
1105,1024,1,2,8,2,16,0,524288,6.048023,70,233,70,1,0
1106,1024,1,2,8,2,16,0,262144,5.917219,104,357,74,1,0
1110,1024,1,2,8,4,1,0,1048576,8.543237,38,151,53,1,0
1111,1024,1,2,8,4,1,0,524288,4.0231,62,251,55,1,0
1112,1024,1,2,8,4,1,0,262144,4.024714,113,409,62,1,0
1116,1024,1,2,8,4,2,0,1048576,7.712071,35,153,45,1,0
1117,1024,1,2,8,4,2,0,524288,10.695866,68,270,47,1,0
1118,1024,1,2,8,4,2,0,262144,12.739251,104,377,51,1,0
1122,1024,1,2,8,4,4,0,1048576,9.101897,37,152,48,1,0
1123,1024,1,2,8,4,4,0,524288,3.635716,72,267,50,1,0
1124,1024,1,2,8,4,4,0,262144,4.323191,173,371,54,1,0
1128,1024,1,2,8,4,8,0,1048576,3.470067,39,144,47,1,0
1129,1024,1,2,8,4,8,0,524288,3.723344,81,222,49,1,0
1130,1024,1,2,8,4,8,0,262144,3.658815,103,413,60,1,0
1134,1024,1,2,8,4,16,0,1048576,5.528938,40,183,38,1,0
1135,1024,1,2,8,4,16,0,524288,3.671396,62,207,40,1,0
1136,1024,1,2,8,4,16,0,262144,7.031746,108,333,44,1,0
1140,1024,1,2,8,8,1,0,1048576,4.046266,47,168,41,1,0
1141,1024,1,2,8,8,1,0,524288,4.85115,61,223,43,1,0
1142,1024,1,2,8,8,1,0,262144,5.83079,123,356,47,1,0
1146,1024,1,2,8,8,2,0,1048576,4.837303,42,155,75,1,0
1147,1024,1,2,8,8,2,0,524288,3.353369,68,211,77,1,0
1148,1024,1,2,8,8,2,0,262144,4.155016,113,327,81,1,0
1152,1024,1,2,8,8,4,0,1048576,4.56366,33,160,70,1,0
1153,1024,1,2,8,8,4,0,524288,4.61957,54,230,72,1,0
1154,1024,1,2,8,8,4,0,262144,3.943407,126,410,79,1,0
1158,1024,1,2,8,8,8,0,1048576,4.598381,37,150,73,1,0
1159,1024,1,2,8,8,8,0,524288,4.067476,58,229,75,1,0
1160,1024,1,2,8,8,8,0,262144,4.847033,111,352,79,1,0
1164,1024,1,2,8,8,16,0,1048576,5.127221,40,155,75,1,0
1165,1024,1,2,8,8,16,0,524288,4.820782,55,227,77,1,0
1166,1024,1,2,8,8,16,0,262144,7.065856,94,331,81,1,0
1170,1024,1,2,8,16,1,0,1048576,4.488194,39,158,70,1,0
1171,1024,1,2,8,16,1,0,524288,4.248847,68,263,72,1,0
1172,1024,1,2,8,16,1,0,262144,8.389376,130,344,76,1,0
1176,1024,1,2,8,16,2,0,1048576,4.974331,41,152,73,1,0
1177,1024,1,2,8,16,2,0,524288,4.739138,55,230,75,1,0
1178,1024,1,2,8,16,2,0,262144,8.609743,117,344,79,1,0
1182,1024,1,2,8,16,4,0,1048576,5.421419,39,182,76,1,0
1183,1024,1,2,8,16,4,0,524288,3.955168,74,230,78,1,0
1184,1024,1,2,8,16,4,0,262144,7.229634,106,345,82,1,0
1188,1024,1,2,8,16,8,0,1048576,5.318645,43,168,71,1,0
1189,1024,1,2,8,16,8,0,524288,4.79971,65,229,73,1,0
1190,1024,1,2,8,16,8,0,262144,4.209138,118,347,77,1,0
1194,1024,1,2,8,16,16,0,1048576,4.753134,43,166,74,1,0
1195,1024,1,2,8,16,16,0,524288,4.215487,63,230,76,1,0
1196,1024,1,2,8,16,16,0,262144,4.25077,102,385,84,1,0
1200,1024,1,4,1,1,1,0,1048576,7.186716,37,130,55,1,0
1201,1024,1,4,1,1,1,0,524288,3.215322,51,190,57,1,0
1202,1024,1,4,1,1,1,0,262144,2.869574,111,310,64,1,0
1206,1024,1,4,1,1,2,0,1048576,6.248599,29,136,48,1,0
1207,1024,1,4,1,1,2,0,524288,8.34606,46,220,50,1,0
1208,1024,1,4,1,1,2,0,262144,10.751431,146,468,54,1,0
1212,1024,1,4,1,1,4,0,1048576,3.20869,37,156,45,1,0
1213,1024,1,4,1,1,4,0,524288,3.425202,74,202,47,1,0
1214,1024,1,4,1,1,4,0,262144,2.748769,107,412,54,1,0
1218,1024,1,4,1,1,8,0,1048576,3.838977,43,199,61,1,0
1219,1024,1,4,1,1,8,0,524288,3.299628,53,215,63,1,0
1220,1024,1,4,1,1,8,0,262144,4.296435,115,472,67,1,0
1224,1024,1,4,1,1,16,0,1048576,4.118316,44,217,89,1,0
1225,1024,1,4,1,1,16,0,524288,3.709576,79,311,91,1,0
1226,1024,1,4,1,1,16,0,262144,3.61277,101,366,98,1,0
1230,1024,1,4,1,2,1,0,1048576,3.970959,43,220,85,1,0
1231,1024,1,4,1,2,1,0,524288,3.834029,77,279,87,1,0
1232,1024,1,4,1,2,1,0,262144,3.883437,161,429,91,1,0
1236,1024,1,4,1,2,2,0,1048576,3.375802,46,210,89,1,0
1237,1024,1,4,1,2,2,0,524288,3.088099,67,233,91,1,0
1238,1024,1,4,1,2,2,0,262144,4.10447,124,499,95,1,0
1242,1024,1,4,1,2,4,0,1048576,3.549959,40,218,85,1,0
1243,1024,1,4,1,2,4,0,524288,3.835085,91,311,87,1,0
1244,1024,1,4,1,2,4,0,262144,3.565485,143,431,91,1,0
1248,1024,1,4,1,2,8,0,1048576,3.544371,45,183,90,1,0
1249,1024,1,4,1,2,8,0,524288,3.567229,86,287,92,1,0
1250,1024,1,4,1,2,8,0,262144,3.436803,142,527,96,1,0
1254,1024,1,4,1,2,16,0,1048576,5.065219,45,225,86,1,0
1255,1024,1,4,1,2,16,0,524288,3.824325,84,297,88,1,0
1256,1024,1,4,1,2,16,0,262144,4.842169,141,519,92,1,0
1260,1024,1,4,1,4,1,0,1048576,15.457636,33,138,50,1,0
1261,1024,1,4,1,4,1,0,524288,8.676783,59,181,52,1,0
1262,1024,1,4,1,4,1,0,262144,7.97387,112,439,66,1,0
1266,1024,1,4,1,4,2,0,1048576,19.110871,35,127,44,1,0
1267,1024,1,4,1,4,2,0,524288,21.029105,42,198,46,1,0
1268,1024,1,4,1,4,2,0,262144,26.847746,105,316,52,1,0
1272,1024,1,4,1,4,4,0,1048576,17.345278,30,126,47,1,0
1273,1024,1,4,1,4,4,0,524288,7.509534,50,196,49,1,0
1274,1024,1,4,1,4,4,0,262144,11.421478,104,300,56,1,0
1278,1024,1,4,1,4,8,0,1048576,16.759359,30,124,48,1,0
1279,1024,1,4,1,4,8,0,524288,7.029527,44,196,50,1,0
1280,1024,1,4,1,4,8,0,262144,11.435995,104,300,57,1,0
1284,1024,1,4,1,4,16,0,1048576,16.72401,32,123,49,1,0
1285,1024,1,4,1,4,16,0,524288,7.728395,52,197,51,1,0
1286,1024,1,4,1,4,16,0,262144,10.970503,112,301,58,1,0
1290,1024,1,4,1,8,1,0,1048576,9.429752,39,136,59,1,0
1291,1024,1,4,1,8,1,0,524288,8.714058,57,186,61,1,0
1292,1024,1,4,1,8,1,0,262144,6.963509,97,287,68,1,0
1296,1024,1,4,1,8,2,0,1048576,9.048287,30,141,50,1,0
1297,1024,1,4,1,8,2,0,524288,8.627087,57,185,52,1,0
1298,1024,1,4,1,8,2,0,262144,10.240435,95,304,59,1,0
1302,1024,1,4,1,8,4,0,1048576,7.745882,28,135,53,1,0
1303,1024,1,4,1,8,4,0,524288,8.021773,54,199,55,1,0
1304,1024,1,4,1,8,4,0,262144,8.838967,101,317,62,1,0
1308,1024,1,4,1,8,8,0,1048576,8.008984,34,130,54,1,0
1309,1024,1,4,1,8,8,0,524288,11.995007,60,199,56,1,0
1310,1024,1,4,1,8,8,0,262144,9.913007,93,317,63,1,0
1314,1024,1,4,1,8,16,0,1048576,6.312053,31,129,55,1,0
1315,1024,1,4,1,8,16,0,524288,9.086329,61,201,57,1,0
1316,1024,1,4,1,8,16,0,262144,8.895453,89,318,64,1,0
1320,1024,1,4,1,16,1,0,1048576,8.378097,43,177,50,1,0
1321,1024,1,4,1,16,1,0,524288,6.556771,58,202,52,1,0
1322,1024,1,4,1,16,1,0,262144,11.830556,116,326,56,1,0
1326,1024,1,4,1,16,2,0,1048576,11.503234,35,177,60,1,0
1327,1024,1,4,1,16,2,0,524288,9.340972,60,274,62,1,0
1328,1024,1,4,1,16,2,0,262144,9.303367,90,376,66,1,0
1332,1024,1,4,1,16,4,0,1048576,9.365598,39,168,63,1,0
1333,1024,1,4,1,16,4,0,524288,9.452899,75,286,65,1,0
1334,1024,1,4,1,16,4,0,262144,6.998009,96,407,69,1,0
1338,1024,1,4,1,16,8,0,1048576,9.495865,37,169,64,1,0
1339,1024,1,4,1,16,8,0,524288,9.331333,64,286,66,1,0
1340,1024,1,4,1,16,8,0,262144,8.276983,93,407,70,1,0
1344,1024,1,4,1,16,16,0,1048576,7.792363,36,168,65,1,0
1345,1024,1,4,1,16,16,0,524288,9.467326,67,286,67,1,0
1346,1024,1,4,1,16,16,0,262144,7.963479,121,411,71,1,0
1350,1024,1,4,2,1,1,0,1048576,9.512412,42,177,86,1,0
1351,1024,1,4,2,1,1,0,524288,9.779959,62,210,88,1,0
1352,1024,1,4,2,1,1,0,262144,7.623468,130,338,92,1,0
1356,1024,1,4,2,1,2,0,1048576,10.664281,43,165,83,1,0
1357,1024,1,4,2,1,2,0,524288,8.607383,65,222,85,1,0
1358,1024,1,4,2,1,2,0,262144,16.037784,135,332,89,1,0
1362,1024,1,4,2,1,4,0,1048576,12.612704,46,159,86,1,0
1363,1024,1,4,2,1,4,0,524288,10.926121,54,230,88,1,0
1364,1024,1,4,2,1,4,0,262144,14.816086,147,343,92,1,0
1368,1024,1,4,2,1,8,0,1048576,9.267173,50,160,87,1,0
1369,1024,1,4,2,1,8,0,524288,7.964397,58,230,89,1,0
1370,1024,1,4,2,1,8,0,262144,8.192718,98,343,93,1,0
1374,1024,1,4,2,1,16,0,1048576,12.010553,44,160,88,1,0
1375,1024,1,4,2,1,16,0,524288,7.588037,66,237,90,1,0
1376,1024,1,4,2,1,16,0,262144,7.834829,109,344,94,1,0
1380,1024,1,4,2,2,1,0,1048576,8.757946,45,169,86,1,0
1381,1024,1,4,2,2,1,0,524288,9.857121,72,222,88,1,0
1382,1024,1,4,2,2,1,0,262144,7.739355,100,350,96,1,0
1386,1024,1,4,2,2,2,0,1048576,9.408168,46,175,83,1,0
1387,1024,1,4,2,2,2,0,524288,10.900991,69,230,85,1,0
1388,1024,1,4,2,2,2,0,262144,9.881961,122,367,89,1,0
1392,1024,1,4,2,2,4,0,1048576,9.633941,46,170,86,1,0
1393,1024,1,4,2,2,4,0,524288,11.198278,65,239,88,1,0
1394,1024,1,4,2,2,4,0,262144,9.078741,115,360,95,1,0
1398,1024,1,4,2,2,8,0,1048576,10.173546,48,173,87,1,0
1399,1024,1,4,2,2,8,0,524288,8.702914,59,239,89,1,0
1400,1024,1,4,2,2,8,0,262144,9.518813,112,355,96,1,0
1404,1024,1,4,2,2,16,0,1048576,9.618123,40,172,88,1,0
1405,1024,1,4,2,2,16,0,524288,11.006713,70,238,90,1,0
1406,1024,1,4,2,2,16,0,262144,8.512516,122,357,96,1,0
1410,1024,1,4,2,4,1,0,1048576,9.73805,31,134,53,1,0
1411,1024,1,4,2,4,1,0,524288,4.221685,51,180,55,1,0
1412,1024,1,4,2,4,1,0,262144,5.135703,98,285,64,1,0
1416,1024,1,4,2,4,2,0,1048576,11.391376,27,136,44,1,0
1417,1024,1,4,2,4,2,0,524288,14.347474,55,199,46,1,0
1418,1024,1,4,2,4,2,0,262144,18.672761,105,327,54,1,0
1422,1024,1,4,2,4,4,0,1048576,11.821799,29,136,47,1,0
1423,1024,1,4,2,4,4,0,524288,5.314554,46,195,49,1,0
1424,1024,1,4,2,4,4,0,262144,6.242202,94,316,59,1,0
1428,1024,1,4,2,4,8,0,1048576,9.605024,36,145,48,1,0
1429,1024,1,4,2,4,8,0,524288,4.348985,52,195,50,1,0
1430,1024,1,4,2,4,8,0,262144,5.076403,94,316,60,1,0
1434,1024,1,4,2,4,16,0,1048576,4.749582,32,165,59,1,0
1435,1024,1,4,2,4,16,0,524288,4.820536,75,259,61,1,0
1436,1024,1,4,2,4,16,0,262144,6.998592,156,355,65,1,0
1440,1024,1,4,2,8,1,0,1048576,6.488944,33,169,51,1,0
1441,1024,1,4,2,8,1,0,524288,8.360895,73,260,53,1,0
1442,1024,1,4,2,8,1,0,262144,6.696939,122,403,59,1,0
1446,1024,1,4,2,8,2,0,1048576,6.530879,35,158,54,1,0
1447,1024,1,4,2,8,2,0,524288,5.772484,64,272,56,1,0
1448,1024,1,4,2,8,2,0,262144,6.599409,110,429,62,1,0
1452,1024,1,4,2,8,4,0,1048576,7.749163,36,157,55,1,0
1453,1024,1,4,2,8,4,0,524288,7.121691,59,271,57,1,0
1454,1024,1,4,2,8,4,0,262144,5.720412,119,429,63,1,0
1458,1024,1,4,2,8,8,0,1048576,4.594214,38,178,48,1,0
1459,1024,1,4,2,8,8,0,524288,5.651937,69,239,50,1,0
1460,1024,1,4,2,8,8,0,262144,3.897665,137,412,58,1,0
1464,1024,1,4,2,8,16,0,1048576,6.688958,40,164,63,1,0
1465,1024,1,4,2,8,16,0,524288,4.766427,66,203,65,1,0
1466,1024,1,4,2,8,16,0,262144,10.829051,112,329,69,1,0
1470,1024,1,4,2,16,1,0,1048576,6.623776,40,155,66,1,0
1471,1024,1,4,2,16,1,0,524288,5.34927,59,218,68,1,0
1472,1024,1,4,2,16,1,0,262144,6.148691,110,343,72,1,0
1476,1024,1,4,2,16,2,0,1048576,7.174056,34,155,67,1,0
1477,1024,1,4,2,16,2,0,524288,5.056867,61,218,69,1,0
1478,1024,1,4,2,16,2,0,262144,5.668746,96,344,73,1,0
1482,1024,1,4,2,16,4,0,1048576,6.019193,37,163,92,1,0
1483,1024,1,4,2,16,4,0,524288,6.692053,74,262,94,1,0
1484,1024,1,4,2,16,4,0,262144,5.956852,117,342,98,1,0
1488,1024,1,4,2,16,8,0,1048576,8.782711,44,172,90,1,0
1489,1024,1,4,2,16,8,0,524288,6.944919,106,272,92,1,0
1490,1024,1,4,2,16,8,0,262144,5.789045,123,355,96,1,0
1494,1024,1,4,2,16,16,0,1048576,6.488644,47,166,93,1,0
1495,1024,1,4,2,16,16,0,524288,7.415919,98,300,95,1,0
1496,1024,1,4,2,16,16,0,262144,5.878835,121,363,99,1,0
1500,1024,1,4,4,1,1,0,1048576,5.743783,40,162,94,1,0
1501,1024,1,4,4,1,1,0,524288,5.448945,65,281,96,1,0
1502,1024,1,4,4,1,1,0,262144,5.650676,115,364,100,1,0
1506,1024,1,4,4,1,2,0,1048576,6.036207,38,170,92,1,0
1507,1024,1,4,4,1,2,0,524288,5.937323,65,286,94,1,0
1508,1024,1,4,4,1,2,0,262144,5.380565,107,356,102,1,0
1512,1024,1,4,4,1,4,0,1048576,7.254245,34,178,90,1,0
1513,1024,1,4,4,1,4,0,524288,6.432098,66,258,92,1,0
1514,1024,1,4,4,1,4,0,262144,6.245905,100,351,98,1,0
1518,1024,1,4,4,1,8,0,1048576,6.588948,47,176,93,1,0
1519,1024,1,4,4,1,8,0,524288,7.42941,69,270,95,1,0
1520,1024,1,4,4,1,8,0,262144,6.534135,118,365,102,1,0
1524,1024,1,4,4,1,16,0,1048576,7.539184,41,177,94,1,0
1525,1024,1,4,4,1,16,0,524288,7.949284,59,268,96,1,0
1526,1024,1,4,4,1,16,0,262144,7.694357,120,360,104,1,0
1530,1024,1,4,4,2,1,0,1048576,8.543237,38,151,53,1,0
1531,1024,1,4,4,2,1,0,524288,4.0231,62,251,55,1,0
1532,1024,1,4,4,2,1,0,262144,4.024714,113,409,62,1,0
1536,1024,1,4,4,2,2,0,1048576,7.712071,35,153,45,1,0
1537,1024,1,4,4,2,2,0,524288,10.695866,68,270,47,1,0
1538,1024,1,4,4,2,2,0,262144,12.739251,104,377,51,1,0
1542,1024,1,4,4,2,4,0,1048576,9.101897,37,152,48,1,0
1543,1024,1,4,4,2,4,0,524288,3.635716,72,267,50,1,0
1544,1024,1,4,4,2,4,0,262144,4.323191,173,371,54,1,0
