n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2
571,2,2,4,4,64,4,0,3.60E-05,255
572,2,2,4,4,64,8,0,4.00E-05,325
573,2,2,4,4,64,16,0,3.80E-05,338
574,2,2,4,4,64,32,0,4.10E-05,352
575,2,3,1,1,512,1,0,0.000139,141
576,2,3,1,1,512,2,0,0.000135,144
577,2,3,1,1,512,4,0,0.000146,115
578,2,3,1,1,512,8,0,0.00019,217
579,2,3,1,1,512,16,0,0.000178,205
580,2,3,1,1,512,32,0,0.000184,203
581,2,3,1,1,256,1,0,0.000188,334
582,2,3,1,1,256,2,0,0.000176,325
583,2,3,1,1,256,4,0,0.000217,288
584,2,3,1,1,128,8,0,0.00012,153
585,2,3,1,1,128,16,0,0.00012,153
586,2,3,1,1,128,32,0,0.000122,132
587,2,3,1,1,64,1,0,0.000128,258
588,2,3,1,1,64,2,0,0.000128,258
589,2,3,1,1,64,4,0,0.00013,228
590,2,3,1,1,64,8,0,0.000159,327
591,2,3,1,1,64,16,0,0.000159,327
592,2,3,1,1,64,32,0,0.000134,316
593,2,3,1,2,512,1,0,0.000155,180
594,2,3,1,2,512,2,0,0.000155,180
595,2,3,1,2,512,4,0,0.000144,157
596,2,3,1,2,512,8,0,0.000163,266
597,2,3,1,2,512,16,0,0.000163,266
598,2,3,1,2,512,32,0,0.000163,246
599,2,3,1,2,256,1,0,0.000185,392
600,2,3,1,2,256,2,0,0.000173,357
601,2,3,1,2,256,4,0,0.000171,357
602,2,3,1,2,128,8,0,3.40E-05,163
603,2,3,1,2,128,16,0,3.40E-05,163
604,2,3,1,2,128,32,0,4.10E-05,192
605,2,3,1,2,64,1,0,4.00E-05,251
606,2,3,1,2,64,2,0,4.00E-05,251
607,2,3,1,2,64,4,0,4.00E-05,309
608,2,3,1,2,64,8,0,3.80E-05,390
609,2,3,1,2,64,16,0,3.80E-05,390
610,2,3,1,2,64,32,0,4.10E-05,457
611,2,3,1,3,512,1,0,0.000139,141
612,2,3,1,3,512,2,0,0.000135,144
613,2,3,1,3,512,4,0,0.000146,115
614,2,3,1,3,512,8,0,0.00019,217
615,2,3,1,3,512,16,0,0.000178,205
616,2,3,1,3,512,32,0,0.000184,203
617,2,3,1,3,256,1,0,0.000188,334
618,2,3,1,3,256,2,0,0.000176,329
619,2,3,1,3,256,4,0,0.000217,288
620,2,3,1,3,128,8,0,0.00012,153
621,2,3,1,3,128,16,0,0.00012,153
622,2,3,1,3,128,32,0,0.000122,132
623,2,3,1,3,64,1,0,0.000131,252
624,2,3,1,3,64,2,0,0.000128,258
625,2,3,1,3,64,4,0,0.00013,228
626,2,3,1,3,64,8,0,0.000159,327
627,2,3,1,3,64,16,0,0.000159,327
628,2,3,1,3,64,32,0,0.000134,316
629,2,3,1,4,512,1,0,0.000155,180
630,2,3,1,4,512,2,0,0.000155,180
631,2,3,1,4,512,4,0,0.000144,157
632,2,3,1,4,512,8,0,0.000163,266
633,2,3,1,4,512,16,0,0.000163,266
634,2,3,1,4,512,32,0,0.000163,246
635,2,3,1,4,256,1,0,0.000185,392
636,2,3,1,4,256,2,0,0.000173,357
637,2,3,1,4,256,4,0,0.000171,357
638,2,3,1,4,128,8,0,3.40E-05,163
639,2,3,1,4,128,16,0,3.40E-05,163
640,2,3,1,4,128,32,0,4.10E-05,192
641,2,3,1,4,64,1,0,4.00E-05,251
642,2,3,1,4,64,2,0,4.00E-05,251
643,2,3,1,4,64,4,0,4.00E-05,309
644,2,3,1,4,64,8,0,3.80E-05,390
645,2,3,1,4,64,16,0,3.80E-05,390
646,2,3,1,4,64,32,0,4.10E-05,457
647,2,3,2,1,512,1,0,0.000139,141
648,2,3,2,1,512,2,0,0.000135,144
649,2,3,2,1,512,4,0,0.000146,115
650,2,3,2,1,512,8,0,0.00019,217
651,2,3,2,1,512,16,0,0.000178,205
652,2,3,2,1,512,32,0,0.000184,203
653,2,3,2,1,256,1,0,0.000188,334
654,2,3,2,1,256,2,0,0.000176,329
655,2,3,2,1,256,4,0,0.000217,288
656,2,3,2,1,128,8,0,0.00012,153
657,2,3,2,1,128,16,0,0.00012,153
658,2,3,2,1,128,32,0,0.000114,131
659,2,3,2,1,64,1,0,0.000128,258
660,2,3,2,1,64,2,0,0.000128,258
661,2,3,2,1,64,4,0,0.00013,228
662,2,3,2,1,64,8,0,0.000159,327
663,2,3,2,1,64,16,0,0.000159,327
664,2,3,2,1,64,32,0,0.000134,316
665,2,3,2,2,512,1,0,0.000155,180
666,2,3,2,2,512,2,0,0.000155,180
667,2,3,2,2,512,4,0,0.000144,157
668,2,3,2,2,512,8,0,0.000163,266
669,2,3,2,2,512,16,0,0.000163,266
670,2,3,2,2,512,32,0,0.000163,246
671,2,3,2,2,256,1,0,0.000185,392
672,2,3,2,2,256,2,0,0.000173,357
673,2,3,2,2,256,4,0,0.000171,357
674,2,3,2,2,128,8,0,3.40E-05,163
675,2,3,2,2,128,16,0,3.40E-05,163
676,2,3,2,2,128,32,0,4.10E-05,192
677,2,3,2,2,64,1,0,4.00E-05,251
678,2,3,2,2,64,2,0,4.00E-05,251
679,2,3,2,2,64,4,0,4.00E-05,309
680,2,3,2,2,64,8,0,3.80E-05,390
681,2,3,2,2,64,16,0,3.80E-05,390
682,2,3,2,2,64,32,0,4.10E-05,457
683,2,3,2,3,512,1,0,0.000139,141
684,2,3,2,3,512,2,0,0.000135,144
685,2,3,2,3,512,4,0,0.000146,115
686,2,3,2,3,512,8,0,0.00019,217
687,2,3,2,3,512,16,0,0.000178,205
688,2,3,2,3,512,32,0,0.000184,203
689,2,3,2,3,256,1,0,0.000188,334
690,2,3,2,3,256,2,0,0.000176,329
691,2,3,2,3,256,4,0,0.000217,288
692,2,3,2,3,128,8,0,0.00012,153
693,2,3,2,3,128,16,0,0.00012,153
694,2,3,2,3,128,32,0,0.000122,132
695,2,3,2,3,64,1,0,0.000128,258
696,2,3,2,3,64,2,0,0.000128,258
697,2,3,2,3,64,4,0,0.00013,228
698,2,3,2,3,64,8,0,0.000159,327
699,2,3,2,3,64,16,0,0.000159,327
700,2,3,2,3,64,32,0,0.000134,316
701,2,3,2,4,512,1,0,0.000155,180
702,2,3,2,4,512,2,0,0.000155,180
703,2,3,2,4,512,4,0,0.000144,157
704,2,3,2,4,512,8,0,0.000163,266
705,2,3,2,4,512,16,0,0.000163,266
706,2,3,2,4,512,32,0,0.000163,246
707,2,3,2,4,256,1,0,0.000185,392
708,2,3,2,4,256,2,0,0.000173,357
709,2,3,2,4,256,4,0,0.000171,357
710,2,3,2,4,128,8,0,3.40E-05,163
711,2,3,2,4,128,16,0,3.40E-05,163
712,2,3,2,4,128,32,0,4.10E-05,192
713,2,3,2,4,64,1,0,4.00E-05,251
714,2,3,2,4,64,2,0,4.00E-05,251
715,2,3,2,4,64,4,0,4.00E-05,309
716,2,3,2,4,64,8,0,3.80E-05,390
717,2,3,2,4,64,16,0,3.80E-05,390
718,2,3,2,4,64,32,0,4.10E-05,457
719,2,3,3,1,512,1,0,0.000405,181
720,2,3,3,1,512,2,0,0.000385,183
721,2,3,3,1,512,4,0,0.000398,183
722,2,3,3,1,512,8,0,0.000429,118
723,2,3,3,1,512,16,0,0.000515,274
724,2,3,3,1,512,32,0,0.000501,275
725,2,3,3,1,256,1,0,0.000494,288
726,2,3,3,1,256,2,0,0.00043,169
727,2,3,3,1,256,4,0,0.000514,376
728,2,3,3,1,256,8,0,0.000467,262
729,2,3,3,1,256,16,0,0.000486,311
730,2,3,3,1,256,32,0,0.000547,270
731,2,3,3,1,64,4,0,0.000299,193
732,2,3,3,1,64,8,0,0.000299,193
733,2,3,3,1,64,16,0,0.000295,184
734,2,3,3,1,64,32,0,0.000287,129
735,2,3,3,1,32,1,0,0.000289,274
736,2,3,3,1,32,2,0,0.000289,274
737,2,3,3,1,32,4,0,0.000301,253
738,2,3,3,1,32,8,0,0.000323,195
739,2,3,3,1,32,16,0,0.000353,326
740,2,3,3,1,32,32,0,0.000353,326
741,2,3,3,2,512,1,0,0.000292,284
742,2,3,3,2,512,2,0,0.00035,244
743,2,3,3,2,256,16,0,0.000276,187
744,2,3,3,2,256,32,0,0.00029,197
745,2,3,3,2,128,1,0,0.000301,188
746,2,3,3,2,128,2,0,0.000302,169
747,2,3,3,2,128,4,0,0.000268,261
748,2,3,3,2,128,8,0,0.000311,288
749,2,3,3,2,128,16,0,0.000297,273
750,2,3,3,2,128,32,0,0.000272,254
751,2,3,3,2,64,1,0,0.000257,357
752,2,3,3,2,64,2,0,0.000307,370
753,2,3,3,2,64,4,0,0.000324,345
754,2,3,3,2,64,8,0,0.000291,313
755,2,3,3,3,512,1,0,0.000211,154
756,2,3,3,3,512,2,0,0.000211,154
757,2,3,3,3,512,4,0,0.000211,154
758,2,3,3,3,512,8,0,0.000213,147
759,2,3,3,3,512,16,0,0.000217,210
760,2,3,3,3,512,32,0,0.000217,210
761,2,3,3,3,256,1,0,0.000217,210
762,2,3,3,3,256,2,0,0.000209,221
763,2,3,3,3,256,4,0,0.000222,303
764,2,3,3,3,256,8,0,0.000222,303
765,2,3,3,3,256,16,0,0.000222,303
766,2,3,3,3,256,32,0,0.000214,287
767,2,3,3,3,64,4,0,0.000396,182
768,2,3,3,3,64,8,0,0.000385,183
769,2,3,3,3,64,16,0,0.000398,183
770,2,3,3,3,64,32,0,0.000429,118
771,2,3,3,3,32,1,0,0.000515,274
772,2,3,3,3,32,2,0,0.000501,275
773,2,3,3,3,32,4,0,0.000494,288
774,2,3,3,3,32,8,0,0.00043,169
775,2,3,3,3,32,16,0,0.000514,376
776,2,3,3,3,32,32,0,0.000467,262
777,2,3,3,4,512,1,0,0.000486,311
778,2,3,3,4,512,2,0,0.000547,270
779,2,3,3,4,256,16,0,0.000299,193
780,2,3,3,4,256,32,0,0.000299,193
781,2,3,3,4,128,1,0,0.000295,184
782,2,3,3,4,128,2,0,0.000287,129
783,2,3,3,4,128,4,0,0.000289,274
784,2,3,3,4,128,8,0,0.000289,274
785,2,3,3,4,128,16,0,0.000301,253
786,2,3,3,4,128,32,0,0.000323,195
787,2,3,3,4,64,1,0,0.000353,326
788,2,3,3,4,64,2,0,0.000353,326
789,2,3,3,4,64,4,0,0.000289,291
790,2,3,3,4,64,8,0,0.00035,244
791,2,3,4,1,512,1,0,0.000276,187
792,2,3,4,1,512,2,0,0.00029,197
793,2,3,4,1,512,4,0,0.000301,188
794,2,3,4,1,512,8,0,0.000302,169
795,2,3,4,1,512,16,0,0.000268,261
796,2,3,4,1,512,32,0,0.000311,288
797,2,3,4,1,256,1,0,0.000297,273
798,2,3,4,1,256,2,0,0.000272,254
799,2,3,4,1,256,4,0,0.000257,357
800,2,3,4,1,256,8,0,0.000307,370
801,2,3,4,1,256,16,0,0.000324,345
802,2,3,4,1,256,32,0,0.000291,313
803,2,3,4,1,64,4,0,0.000211,154
804,2,3,4,1,64,8,0,0.000211,154
805,2,3,4,1,64,16,0,0.000211,154
806,2,3,4,1,64,32,0,0.000213,147
807,2,3,4,1,32,1,0,0.000217,210
808,2,3,4,1,32,2,0,0.000217,210
809,2,3,4,1,32,4,0,0.000217,210
810,2,3,4,1,32,8,0,0.000209,221
811,2,3,4,1,32,16,0,0.000222,303
812,2,3,4,1,32,32,0,0.000222,303
813,2,3,4,2,512,1,0,0.000222,303
814,2,3,4,2,512,2,0,0.000214,287
815,2,3,4,2,256,16,0,0.000396,182
816,2,3,4,2,256,32,0,0.000385,183
817,2,3,4,2,128,1,0,0.000398,183
818,2,3,4,2,128,2,0,0.000429,118
819,2,3,4,2,128,4,0,0.000515,274
820,2,3,4,2,128,8,0,0.000501,275
821,2,3,4,2,128,16,0,0.000494,288
822,2,3,4,2,128,32,0,0.00043,169
823,2,3,4,2,64,1,0,0.000514,376
824,2,3,4,2,64,2,0,0.000467,262
825,2,3,4,2,64,4,0,0.000486,311
826,2,3,4,2,64,8,0,0.000547,270
827,2,3,4,3,512,1,0,0.000299,193
828,2,3,4,3,512,2,0,0.000299,193
829,2,3,4,3,512,4,0,0.000295,184
830,2,3,4,3,512,8,0,0.000287,129
831,2,3,4,3,512,16,0,0.000289,274
832,2,3,4,3,512,32,0,0.000289,274
833,2,3,4,3,256,1,0,0.000301,253
834,2,3,4,3,256,2,0,0.000323,195
835,2,3,4,3,256,4,0,0.000353,326
836,2,3,4,3,256,8,0,0.000353,326
837,2,3,4,3,256,16,0,0.000289,291
838,2,3,4,3,256,32,0,0.00035,244
839,2,3,4,3,64,4,0,0.000276,187
840,2,3,4,3,64,8,0,0.00029,197
841,2,3,4,3,64,16,0,0.000301,188
842,2,3,4,3,64,32,0,0.000302,169
843,2,3,4,3,32,1,0,0.000268,261
844,2,3,4,3,32,2,0,0.000311,288
845,2,3,4,3,32,4,0,0.000297,273
846,2,3,4,3,32,8,0,0.000272,254
847,2,3,4,3,32,16,0,0.000257,357
848,2,3,4,3,32,32,0,0.000307,370
849,2,3,4,4,512,1,0,0.000324,345
850,2,3,4,4,512,2,0,0.000291,313
851,2,3,4,4,256,16,0,0.000211,154
852,2,3,4,4,256,32,0,0.000211,154
853,2,3,4,4,128,1,0,0.000211,154
854,2,3,4,4,128,2,0,0.000213,147
855,2,3,4,4,128,4,0,0.000217,210
856,2,3,4,4,128,8,0,0.000217,210
857,2,3,4,4,128,16,0,0.000217,210
858,2,3,4,4,128,32,0,0.000209,221
859,2,3,4,4,64,1,0,0.000222,303
860,2,3,4,4,64,2,0,0.000222,303
861,2,3,4,4,64,4,0,0.000219,311
862,2,3,4,4,64,8,0,0.000214,287
863,4,1,1,1,512,1,0,0.000396,182
864,4,1,1,1,512,2,0,0.000385,183
865,4,1,1,1,512,4,0,0.000398,183
866,4,1,1,1,512,8,0,0.000429,118
867,4,1,1,1,512,16,0,0.000515,274
868,4,1,1,1,512,32,0,0.000501,275
869,4,1,1,1,256,1,0,0.000494,288
870,4,1,1,1,256,2,0,0.00043,169
871,4,1,1,1,256,4,0,0.000514,376
872,4,1,1,1,256,8,0,0.000467,262
873,4,1,1,1,256,16,0,0.000486,311
874,4,1,1,1,256,32,0,0.000547,270
875,4,1,1,1,64,4,0,0.000299,193
876,4,1,1,1,64,8,0,0.000299,193
877,4,1,1,1,64,16,0,0.000295,184
878,4,1,1,1,64,32,0,0.000287,129
879,4,1,1,1,32,1,0,0.000289,274
880,4,1,1,1,32,2,0,0.000289,274
881,4,1,1,1,32,4,0,0.000301,253
882,4,1,1,1,32,8,0,0.000323,195
883,4,1,1,1,32,16,0,0.000353,326
884,4,1,1,1,32,32,0,0.000353,326
885,4,1,1,2,512,1,0,0.000289,291
886,4,1,1,2,512,2,0,0.00035,244
887,4,1,1,2,256,16,0,0.000276,187
888,4,1,1,2,256,32,0,0.00029,197
889,4,1,1,2,128,1,0,0.000301,188
890,4,1,1,2,128,2,0,0.000302,169
891,4,1,1,2,128,4,0,0.000268,261
892,4,1,1,2,128,8,0,0.000311,288
893,4,1,1,2,128,16,0,0.000297,273
894,4,1,1,2,128,32,0,0.000272,254
895,4,1,1,2,64,1,0,0.000257,357
896,4,1,1,2,64,2,0,0.000307,370
897,4,1,1,2,64,4,0,0.000324,345
898,4,1,1,2,64,8,0,0.000291,313
899,4,1,1,3,512,1,0,0.000211,154
900,4,1,1,3,512,2,0,0.000211,154
901,4,1,1,3,512,4,0,0.000211,154
902,4,1,1,3,512,8,0,0.000213,147
903,4,1,1,3,512,16,0,0.000217,210
904,4,1,1,3,512,32,0,0.000217,210
905,4,1,1,3,256,1,0,0.000217,210
906,4,1,1,3,256,2,0,0.000209,221
907,4,1,1,3,256,4,0,0.000222,303
908,4,1,1,3,256,8,0,0.000222,303
909,4,1,1,3,256,16,0,0.000222,303
910,4,1,1,3,256,32,0,0.000214,287
911,4,1,1,3,64,4,0,0.000435,205
912,4,1,1,3,64,8,0,0.000415,196
913,4,1,1,3,64,16,0,0.000416,236
914,4,1,1,3,64,32,0,0.000407,158
915,4,1,1,3,32,1,0,0.000408,302
916,4,1,1,3,32,2,0,0.000438,298
917,4,1,1,3,32,4,0,0.000446,285
918,4,1,1,3,32,8,0,0.000421,208
919,4,1,1,3,32,16,0,0.000491,347
920,4,1,1,3,32,32,0,0.000442,357
921,4,1,1,4,512,1,0,0.000463,360
922,4,1,1,4,512,2,0,0.000501,287
923,4,1,1,4,256,16,0,0.00027,245
924,4,1,1,4,256,32,0,0.00027,245
925,4,1,1,4,128,1,0,0.00027,203
926,4,1,1,4,128,2,0,0.000271,161
927,4,1,1,4,128,4,0,0.000286,338
928,4,1,1,4,128,8,0,0.000286,338
929,4,1,1,4,128,16,0,0.000281,264
930,4,1,1,4,128,32,0,0.000281,194
931,4,1,1,4,64,1,0,0.000279,396
932,4,1,1,4,64,2,0,0.000279,396
933,4,1,1,4,64,4,0,0.000283,358
934,4,1,1,4,64,8,0,0.000364,267
935,4,1,2,1,512,1,0,0.000273,227
936,4,1,2,1,512,2,0,0.000289,234
937,4,1,2,1,512,4,0,0.000286,230
938,4,1,2,1,512,8,0,0.000284,162
939,4,1,2,1,512,16,0,0.000302,327
940,4,1,2,1,512,32,0,0.00029,337
941,4,1,2,1,256,1,0,0.00029,329
942,4,1,2,1,256,2,0,0.00027,276
943,4,1,2,1,256,4,0,0.000302,399
944,4,1,2,1,256,8,0,0.000301,413
945,4,1,2,1,256,16,0,0.000304,409
946,4,1,2,1,256,32,0,0.000284,328
947,4,1,2,1,64,4,0,0.000204,181
948,4,1,2,1,64,8,0,0.000204,181
949,4,1,2,1,64,16,0,0.000204,181
950,4,1,2,1,64,32,0,0.000215,176
951,4,1,2,1,32,1,0,0.00022,272
952,4,1,2,1,32,2,0,0.00022,272
953,4,1,2,1,32,4,0,0.00022,272
954,4,1,2,1,32,8,0,0.000218,236
955,4,1,2,1,32,16,0,0.000208,313
956,4,1,2,1,32,32,0,0.000208,313
957,4,1,2,2,512,1,0,0.000208,313
958,4,1,2,2,512,2,0,0.00021,332
959,4,1,2,2,256,16,0,0.000435,205
960,4,1,2,2,256,32,0,0.000415,196
961,4,1,2,2,128,1,0,0.000416,236
962,4,1,2,2,128,2,0,0.000407,158
963,4,1,2,2,128,4,0,0.000408,302
964,4,1,2,2,128,8,0,0.000438,298
965,4,1,2,2,128,16,0,0.000446,285
966,4,1,2,2,128,32,0,0.000421,208
967,4,1,2,2,64,1,0,0.000491,347
968,4,1,2,2,64,2,0,0.000452,360
969,4,1,2,2,64,4,0,0.000463,360
970,4,1,2,2,64,8,0,0.000501,287
971,4,1,2,3,512,1,0,0.00027,245
972,4,1,2,3,512,2,0,0.00027,245
973,4,1,2,3,512,4,0,0.00027,203
974,4,1,2,3,512,8,0,0.000271,161
975,4,1,2,3,512,16,0,0.000286,338
976,4,1,2,3,512,32,0,0.000286,338
977,4,1,2,3,256,1,0,0.000281,264
978,4,1,2,3,256,2,0,0.000281,194
979,4,1,2,3,256,4,0,0.000279,396
980,4,1,2,3,256,8,0,0.000279,396
981,4,1,2,3,256,16,0,0.000283,358
982,4,1,2,3,256,32,0,0.000364,267
983,4,1,2,3,64,4,0,0.000273,227
984,4,1,2,3,64,8,0,0.000289,234
985,4,1,2,3,64,16,0,0.000286,230
986,4,1,2,3,64,32,0,0.000284,162
987,4,1,2,3,32,1,0,0.000302,327
988,4,1,2,3,32,2,0,0.00029,337
989,4,1,2,3,32,4,0,0.00029,329
990,4,1,2,3,32,8,0,0.00027,276
991,4,1,2,3,32,16,0,0.000302,399
992,4,1,2,3,32,32,0,0.000301,413
993,4,1,2,4,512,1,0,0.000304,409
994,4,1,2,4,512,2,0,0.000284,328
995,4,1,2,4,256,16,0,0.000204,181
996,4,1,2,4,256,32,0,0.000204,181
997,4,1,2,4,128,1,0,0.000204,181
998,4,1,2,4,128,2,0,0.000215,176
999,4,1,2,4,128,4,0,0.00022,272
1000,4,1,2,4,128,8,0,0.00022,272
1001,4,1,2,4,128,16,0,0.00022,272
1002,4,1,2,4,128,32,0,0.000218,236
1003,4,1,2,4,64,1,0,0.000208,313
1004,4,1,2,4,64,2,0,0.000208,313
1005,4,1,2,4,64,4,0,0.000208,313
1006,4,1,2,4,64,8,0,0.00021,332
1007,4,1,3,1,512,1,0,0.000435,205
1008,4,1,3,1,512,2,0,0.000415,196
1009,4,1,3,1,512,4,0,0.000416,236
1010,4,1,3,1,512,8,0,0.000407,158
1011,4,1,3,1,512,16,0,0.000408,302
1012,4,1,3,1,512,32,0,0.000438,298
1013,4,1,3,1,256,1,0,0.000446,285
1014,4,1,3,1,256,2,0,0.000421,208
1015,4,1,3,1,256,4,0,0.000491,347
1016,4,1,3,1,256,8,0,0.000452,360
1017,4,1,3,1,256,16,0,0.000463,360
1018,4,1,3,1,256,32,0,0.000501,287
1019,4,1,3,1,64,4,0,0.00027,245
1020,4,1,3,1,64,8,0,0.00027,245
1021,4,1,3,1,64,16,0,0.00027,203
1022,4,1,3,1,64,32,0,0.000271,161
1023,4,1,3,1,32,1,0,0.000286,338
1024,4,1,3,1,32,2,0,0.000286,338
1025,4,1,3,1,32,4,0,0.000281,264
1026,4,1,3,1,32,8,0,0.000281,194
1027,4,1,3,1,32,16,0,0.000279,396
1028,4,1,3,1,32,32,0,0.000279,396
1029,4,1,3,2,512,1,0,0.000283,358
1030,4,1,3,2,512,2,0,0.000364,267
1031,4,1,3,2,256,16,0,0.000273,227
1032,4,1,3,2,256,32,0,0.000289,234
1033,4,1,3,2,128,1,0,0.000286,230
1034,4,1,3,2,128,2,0,0.000284,162
1035,4,1,3,2,128,4,0,0.000302,327
1036,4,1,3,2,128,8,0,0.00029,337
1037,4,1,3,2,128,16,0,0.00029,329
1038,4,1,3,2,128,32,0,0.00027,276
1039,4,1,3,2,64,1,0,0.000302,399
1040,4,1,3,2,64,2,0,0.000301,413
1041,4,1,3,2,64,4,0,0.000304,409
1042,4,1,3,2,64,8,0,0.000284,328
1043,4,1,3,3,512,1,0,0.000204,181
1044,4,1,3,3,512,2,0,0.000204,181
1045,4,1,3,3,512,4,0,0.000204,181
1046,4,1,3,3,512,8,0,0.000215,176
1047,4,1,3,3,512,16,0,0.00022,272
1048,4,1,3,3,512,32,0,0.00022,272
1049,4,1,3,3,256,1,0,0.00022,272
1050,4,1,3,3,256,2,0,0.000218,236
1051,4,1,3,3,256,4,0,0.000208,313
1052,4,1,3,3,256,8,0,0.000208,313
1053,4,1,3,3,256,16,0,0.000208,313
1054,4,1,3,3,256,32,0,0.00021,332
1055,4,1,3,3,64,4,0,0.000435,205
1056,4,1,3,3,64,8,0,0.000415,196
1057,4,1,3,3,64,16,0,0.000416,236
1058,4,1,3,3,64,32,0,0.000407,158
1059,4,1,3,3,32,1,0,0.000408,302
1060,4,1,3,3,32,2,0,0.000438,298
1061,4,1,3,3,32,4,0,0.000446,285
1062,4,1,3,3,32,8,0,0.000421,208
1063,4,1,3,3,32,16,0,0.000491,347
1064,4,1,3,3,32,32,0,0.000442,357
1065,4,1,3,4,512,1,0,0.000463,360
1066,4,1,3,4,512,2,0,0.000501,287
1067,4,1,3,4,256,16,0,0.00027,245
1068,4,1,3,4,256,32,0,0.00027,245
1069,4,1,3,4,128,1,0,0.00027,203
1070,4,1,3,4,128,2,0,0.000271,161
1071,4,1,3,4,128,4,0,0.000286,338
1072,4,1,3,4,128,8,0,0.000286,338
1073,4,1,3,4,128,16,0,0.000281,264
1074,4,1,3,4,128,32,0,0.000281,194
1075,4,1,3,4,64,1,0,0.000279,396
1076,4,1,3,4,64,2,0,0.000279,396
1077,4,1,3,4,64,4,0,0.000283,358
1078,4,1,3,4,64,8,0,0.000364,267
1079,4,1,4,1,512,1,0,0.000273,227
1080,4,1,4,1,512,2,0,0.000289,234
1081,4,1,4,1,512,4,0,0.000286,230
1082,4,1,4,1,512,8,0,0.000284,162
1083,4,1,4,1,512,16,0,0.000302,327
1084,4,1,4,1,512,32,0,0.00029,337
1085,4,1,4,1,256,1,0,0.00029,329
1086,4,1,4,1,256,2,0,0.00027,276
1087,4,1,4,1,256,4,0,0.000302,399
1088,4,1,4,1,256,8,0,0.000301,413
1089,4,1,4,1,256,16,0,0.000304,409
1090,4,1,4,1,256,32,0,0.000284,328
1091,4,1,4,1,64,4,0,0.000204,181
1092,4,1,4,1,64,8,0,0.000204,181
1093,4,1,4,1,64,16,0,0.000204,181
1094,4,1,4,1,64,32,0,0.000215,176
1095,4,1,4,1,32,1,0,0.00022,272
1096,4,1,4,1,32,2,0,0.00022,272
1097,4,1,4,1,32,4,0,0.00022,272
1098,4,1,4,1,32,8,0,0.000218,236
1099,4,1,4,1,32,16,0,0.000208,313
1100,4,1,4,1,32,32,0,0.000208,313
1101,4,1,4,2,512,1,0,0.000208,313
1102,4,1,4,2,512,2,0,0.00021,332
1103,4,1,4,2,256,16,0,0.000428,284
1104,4,1,4,2,256,32,0,0.000442,290
1105,4,1,4,2,128,1,0,0.000427,273
1106,4,1,4,2,128,2,0,0.0004,160
1107,4,1,4,2,128,4,0,0.000479,312
1108,4,1,4,2,128,8,0,0.000499,303
1109,4,1,4,2,128,16,0,0.000451,325
1110,4,1,4,2,128,32,0,0.000424,214
1111,4,1,4,2,64,1,0,0.000478,371
1112,4,1,4,2,64,2,0,0.00049,398
1113,4,1,4,2,64,4,0,0.000537,369
1114,4,1,4,2,64,8,0,0.00051,345
1115,4,1,4,3,512,1,0,0.000273,259
1116,4,1,4,3,512,2,0,0.000273,259
1117,4,1,4,3,512,4,0,0.000254,248
1118,4,1,4,3,512,8,0,0.000277,167
1119,4,1,4,3,512,16,0,0.000295,383
1120,4,1,4,3,512,32,0,0.000295,383
1121,4,1,4,3,256,1,0,0.000298,350
1122,4,1,4,3,256,2,0,0.000298,230
1123,4,1,4,3,256,4,0,0.000336,479
1124,4,1,4,3,256,8,0,0.000336,479
1125,4,1,4,3,256,16,0,0.000346,430
1126,4,1,4,3,256,32,0,0.000339,367
1127,4,1,4,3,64,4,0,0.000331,336
1128,4,1,4,3,64,8,0,0.000332,374
1129,4,1,4,3,64,16,0,0.000327,314
1130,4,1,4,3,64,32,0,0.000326,247
1131,4,1,4,3,32,1,0,0.000308,417
1132,4,1,4,3,32,2,0,0.000344,436
1133,4,1,4,3,32,4,0,0.000344,470
1134,4,1,4,3,32,8,0,0.000337,307
1135,4,1,4,3,32,16,0,0.000314,556
1136,4,1,4,3,32,32,0,0.000328,566
1137,4,1,4,4,512,1,0,0.000328,584
1138,4,1,4,4,512,2,0,0.000331,390
1139,4,1,4,4,256,16,0,0.000252,262
1140,4,1,4,4,256,32,0,0.000252,262
1141,4,1,4,4,128,1,0,0.000252,262
1142,4,1,4,4,128,2,0,0.000216,227
1143,4,1,4,4,128,4,0,0.000251,386
1144,4,1,4,4,128,8,0,0.000251,386
1145,4,1,4,4,128,16,0,0.000251,386
1146,4,1,4,4,128,32,0,0.000232,298
1147,4,1,4,4,64,1,0,0.000245,474
1148,4,1,4,4,64,2,0,0.000245,474
1149,4,1,4,4,64,4,0,0.000245,474
1150,4,1,4,4,64,8,0,0.000248,458
1151,4,2,1,1,512,1,0,0.000428,284
1152,4,2,1,1,512,2,0,0.000442,290
1153,4,2,1,1,512,4,0,0.000427,273
1154,4,2,1,1,512,8,0,0.0004,160
1155,4,2,1,1,512,16,0,0.000479,312
1156,4,2,1,1,512,32,0,0.000499,303
1157,4,2,1,1,256,1,0,0.000451,325
1158,4,2,1,1,256,2,0,0.000424,214
1159,4,2,1,1,256,4,0,0.000478,371
1160,4,2,1,1,256,8,0,0.00049,398
1161,4,2,1,1,256,16,0,0.000537,369
1162,4,2,1,1,256,32,0,0.00051,345
1163,4,2,1,1,64,4,0,0.000259,259
1164,4,2,1,1,64,8,0,0.000273,259
