n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
554,2,1,1,3,57600,0,0.259606,15315.216
555,2,1,1,3,28800,0,0.300905,16690.969
556,2,1,1,3,14400,0,0.272838,21223.607
557,2,1,1,4,460800,0,0.231109,14093.478
558,2,1,1,4,230400,0,0.237748,13969.522
559,2,1,1,4,115200,0,0.236324,15431.99
560,2,1,1,4,57600,0,0.233759,17818.543
561,2,1,1,5,460800,0,0.26195,13624.254
562,2,1,1,5,230400,0,0.237444,14222.754
563,2,1,1,5,115200,0,0.24936,15870.624
564,2,1,1,5,28800,0,0.303183,18927.496
565,2,1,2,1,460800,0,0.240178,10241.798
566,2,1,2,1,230400,0,0.240518,10495.296
567,2,1,2,1,115200,0,0.230153,11525.514
568,2,1,2,1,57600,0,0.235372,12523.28
569,2,1,2,1,28800,0,0.240202,15345.008
570,2,1,2,1,14400,0,0.242013,18935.477
571,2,1,2,1,7200,0,0.248,25508.602
572,2,1,2,2,460800,0,0.23574,11457.95
573,2,1,2,2,230400,0,0.240809,12588.45
574,2,1,2,2,115200,0,0.229348,12600.952
575,2,1,2,2,57600,0,0.238163,14200.942
576,2,1,2,2,28800,0,0.267602,15993.782
577,2,1,2,2,14400,0,0.24332,25569.516
578,2,1,2,3,460800,0,0.263729,13007.666
579,2,1,2,3,230400,0,0.242638,13342.028
580,2,1,2,3,115200,0,0.242864,14320.11
581,2,1,2,3,57600,0,0.259606,15315.216
582,2,1,2,3,28800,0,0.300905,16690.969
583,2,1,2,3,14400,0,0.272838,21223.607
584,2,1,2,4,460800,0,0.231109,14093.478
585,2,1,2,4,230400,0,0.237748,13969.522
586,2,1,2,4,115200,0,0.236324,15431.99
587,2,1,2,4,57600,0,0.233759,17818.543
588,2,1,2,4,28800,0,0.234492,27343.203
589,2,1,2,5,460800,0,0.26195,13624.254
590,2,1,2,5,230400,0,0.237444,14222.754
591,2,1,2,5,115200,0,0.24936,15870.624
592,2,1,2,5,57600,0,0.257092,16932.496
593,2,1,2,5,28800,0,0.303183,18927.496
594,2,1,3,1,460800,0,0.240178,10241.798
595,2,1,3,1,230400,0,0.240518,10495.296
596,2,1,3,1,115200,0,0.230153,11525.514
597,2,1,3,1,57600,0,0.235372,12523.28
598,2,1,3,1,28800,0,0.240202,15345.008
599,2,1,3,1,14400,0,0.242013,18935.477
600,2,1,3,1,7200,0,0.248,25508.602
601,2,1,3,2,460800,0,0.23574,11457.95
602,2,1,3,2,230400,0,0.240809,12588.45
603,2,1,3,2,115200,0,0.229348,12600.952
604,2,1,3,2,57600,0,0.238163,14200.942
605,2,1,3,2,28800,0,0.267602,15993.782
606,2,1,3,2,14400,0,0.24332,25569.516
607,2,1,3,3,460800,0,0.263729,13007.666
608,2,1,3,3,230400,0,0.242638,13342.028
609,2,1,3,3,115200,0,0.242864,14320.11
610,2,1,3,3,57600,0,0.259606,15315.216
611,2,1,3,3,28800,0,0.300905,16690.969
612,2,1,3,3,14400,0,0.272838,21223.607
613,2,1,3,4,460800,0,0.231109,14093.478
614,2,1,3,4,230400,0,0.237748,13969.522
615,2,1,3,4,115200,0,0.236324,15431.99
616,2,1,3,4,57600,0,0.233759,17818.543
617,2,1,3,4,28800,0,0.234492,27343.203
618,2,1,3,5,460800,0,0.26195,13624.254
619,2,1,3,5,230400,0,0.237444,14222.754
620,2,1,3,5,115200,0,0.24936,15870.624
621,2,1,3,5,57600,0,0.257092,16932.496
622,2,1,3,5,28800,0,0.303183,18927.496
623,2,1,4,1,460800,0,0.240178,10241.798
624,2,1,4,1,230400,0,0.240518,10495.296
625,2,1,4,1,115200,0,0.230153,11525.514
626,2,1,4,1,57600,0,0.235372,12523.28
627,2,1,4,1,28800,0,0.240202,15345.008
628,2,1,4,1,14400,0,0.242013,18935.477
629,2,1,4,1,7200,0,0.248,25508.602
630,2,1,4,2,460800,0,0.23574,11457.95
631,2,1,4,2,230400,0,0.240809,12588.45
632,2,1,4,2,115200,0,0.229348,12600.952
633,2,1,4,2,57600,0,0.238163,14200.942
634,2,1,4,2,28800,0,0.267602,15993.782
635,2,1,4,2,14400,0,0.24332,25569.516
636,2,1,4,3,460800,0,0.263729,13007.666
637,2,1,4,3,230400,0,0.242638,13342.028
638,2,1,4,3,115200,0,0.242864,14320.11
639,2,1,4,3,57600,0,0.259606,15315.216
640,2,1,4,3,28800,0,0.300905,16690.969
641,2,1,4,4,460800,0,0.231109,14093.478
642,2,1,4,4,230400,0,0.237748,13969.522
643,2,1,4,4,115200,0,0.236324,15431.99
644,2,1,4,4,57600,0,0.233759,17818.543
645,2,1,4,4,28800,0,0.234492,27343.203
646,2,1,4,5,460800,0,0.26195,13624.254
647,2,1,4,5,230400,0,0.237444,14222.754
648,2,1,4,5,115200,0,0.24936,15870.624
649,2,1,4,5,28800,0,0.303183,18927.496
650,2,1,5,1,460800,0,0.240178,10241.798
651,2,1,5,1,230400,0,0.240518,10495.296
652,2,1,5,1,115200,0,0.230153,11525.514
653,2,1,5,1,57600,0,0.235372,12523.28
654,2,1,5,1,28800,0,0.240202,15345.008
655,2,1,5,1,14400,0,0.242013,18935.477
656,2,1,5,1,7200,0,0.248,25508.602
657,2,1,5,2,460800,0,0.23574,11457.95
658,2,1,5,2,230400,0,0.240809,12588.45
659,2,1,5,2,115200,0,0.229348,12600.952
660,2,1,5,2,57600,0,0.238163,14200.942
661,2,1,5,2,28800,0,0.267602,15993.782
662,2,1,5,2,14400,0,0.24332,25569.516
663,2,1,5,3,460800,0,0.263729,13007.666
664,2,1,5,3,230400,0,0.242638,13342.028
665,2,1,5,3,115200,0,0.242864,14320.11
666,2,1,5,3,57600,0,0.259606,15315.216
667,2,1,5,3,28800,0,0.300905,16690.969
668,2,1,5,3,14400,0,0.272838,21223.607
669,2,1,5,4,460800,0,0.231109,14093.478
670,2,1,5,4,230400,0,0.237748,13969.522
671,2,1,5,4,115200,0,0.236324,15431.99
672,2,1,5,4,57600,0,0.233759,17818.543
673,2,1,5,5,460800,0,0.26195,13624.254
674,2,1,5,5,230400,0,0.237444,14222.754
675,2,1,5,5,115200,0,0.24936,15870.624
676,2,1,5,5,28800,0,0.303183,18927.496
677,2,2,1,1,460800,0,0.20236,13536.74
678,2,2,1,1,230400,0,0.200707,14460.026
679,2,2,1,1,115200,0,0.205244,14167.426
680,2,2,1,1,57600,0,0.207894,15434.384
681,2,2,1,1,28800,0,0.20429,15734.432
682,2,2,1,1,14400,0,0.20253,18863.123
683,2,2,1,1,7200,0,0.210734,20659.156
684,2,2,1,2,460800,0,0.203675,16982.504
685,2,2,1,2,230400,0,0.200982,17283.615
686,2,2,1,2,115200,0,0.20713,18113.27
687,2,2,1,2,57600,0,0.200919,19736.934
688,2,2,1,2,28800,0,0.211984,20522.697
689,2,2,1,2,14400,0,0.20306,22111.516
690,2,2,1,3,460800,0,0.209971,18106.887
691,2,2,1,3,230400,0,0.202975,17812.955
692,2,2,1,3,115200,0,0.205625,18490.99
693,2,2,1,3,57600,0,0.204184,20951.756
694,2,2,1,3,28800,0,0.208169,22081.725
695,2,2,1,3,14400,0,0.202572,23289.098
696,2,2,1,4,460800,0,0.210057,20395.018
697,2,2,1,4,230400,0,0.202502,20606.488
698,2,2,1,4,115200,0,0.205697,21451.037
699,2,2,1,4,57600,0,0.21048,22443.484
700,2,2,1,4,28800,0,0.209184,26982.508
701,2,2,1,4,14400,0,0.208914,29285.27
702,2,2,1,5,460800,0,0.20342,19360.277
703,2,2,1,5,230400,0,0.205074,20517.91
704,2,2,1,5,115200,0,0.201279,20284.361
705,2,2,1,5,57600,0,0.211519,21621.811
706,2,2,1,5,28800,0,0.207915,23177.645
707,2,2,2,1,460800,0,0.19504,12989.312
708,2,2,2,1,230400,0,0.207744,13507.48
709,2,2,2,1,115200,0,0.206783,14956.116
710,2,2,2,1,57600,0,0.202127,17191.58
711,2,2,2,1,28800,0,0.206155,21827.693
712,2,2,2,1,14400,0,0.204459,29024.59
713,2,2,2,2,460800,0,0.208508,16211.37
714,2,2,2,2,230400,0,0.195937,16597.867
715,2,2,2,2,115200,0,0.209943,17343.998
716,2,2,2,2,57600,0,0.20546,22081.191
717,2,2,2,2,14400,0,0.20663,29756.889
718,2,2,2,3,460800,0,0.225629,17968.832
719,2,2,2,3,230400,0,0.206051,18922.975
720,2,2,2,3,115200,0,0.199002,23288.566
721,2,2,2,3,28800,0,0.236014,28529.83
722,2,2,2,4,460800,0,0.207692,19372.248
723,2,2,2,4,230400,0,0.204834,21198.072
724,2,2,2,4,115200,0,0.212903,21635.109
725,2,2,2,4,57600,0,0.204258,24456.307
726,2,2,2,5,460800,0,0.215328,19762.736
727,2,2,2,5,230400,0,0.203649,20234.619
728,2,2,2,5,115200,0,0.205135,24567.494
729,2,2,3,1,460800,0,0.19504,12989.312
730,2,2,3,1,230400,0,0.207744,13507.48
731,2,2,3,1,115200,0,0.206783,14956.116
732,2,2,3,1,57600,0,0.202127,17191.58
733,2,2,3,1,28800,0,0.206155,21827.693
734,2,2,3,1,14400,0,0.204459,29024.59
735,2,2,3,2,460800,0,0.208508,16211.37
736,2,2,3,2,230400,0,0.195937,16597.867
737,2,2,3,2,115200,0,0.209943,17343.998
738,2,2,3,2,57600,0,0.20546,22081.191
739,2,2,3,2,28800,0,0.217836,22982.4
740,2,2,3,3,460800,0,0.225629,17968.832
741,2,2,3,3,230400,0,0.206051,18922.975
742,2,2,3,3,115200,0,0.199002,23288.566
743,2,2,3,3,28800,0,0.236014,28529.83
744,2,2,3,4,460800,0,0.207692,19372.248
745,2,2,3,4,230400,0,0.204834,21198.072
746,2,2,3,4,115200,0,0.212903,21635.109
747,2,2,3,4,57600,0,0.204258,24456.307
748,2,2,3,5,460800,0,0.215328,19762.736
749,2,2,3,5,230400,0,0.203649,20234.619
750,2,2,4,1,460800,0,0.19504,12989.312
751,2,2,4,1,230400,0,0.207744,13507.48
752,2,2,4,1,115200,0,0.206783,14956.116
753,2,2,4,1,57600,0,0.202127,17191.58
754,2,2,4,1,28800,0,0.206155,21827.693
755,2,2,4,1,14400,0,0.204459,29024.59
756,2,2,4,2,460800,0,0.208508,16211.37
757,2,2,4,2,230400,0,0.195937,16597.867
758,2,2,4,2,115200,0,0.209943,17343.998
759,2,2,4,2,57600,0,0.20546,22081.191
760,2,2,4,2,28800,0,0.217836,22982.4
761,2,2,4,2,14400,0,0.20663,29756.889
762,2,2,4,3,460800,0,0.225629,17968.832
763,2,2,4,3,230400,0,0.206051,18922.975
764,2,2,4,3,115200,0,0.199002,23288.566
765,2,2,4,3,57600,0,0.234765,24342.725
766,2,2,4,3,28800,0,0.236014,28529.83
767,2,2,4,4,460800,0,0.207692,19372.248
768,2,2,4,4,230400,0,0.204834,21198.072
769,2,2,4,4,115200,0,0.212903,21635.109
770,2,2,4,4,57600,0,0.204258,24456.307
771,2,2,4,5,460800,0,0.215328,19762.736
772,2,2,4,5,230400,0,0.203649,20234.619
773,2,2,5,1,460800,0,0.19504,12989.312
774,2,2,5,1,230400,0,0.207744,13507.48
775,2,2,5,1,115200,0,0.206783,14956.116
776,2,2,5,1,57600,0,0.202127,17191.58
777,2,2,5,1,28800,0,0.206155,21827.693
778,2,2,5,1,14400,0,0.204459,29024.59
779,2,2,5,2,460800,0,0.208508,16211.37
780,2,2,5,2,230400,0,0.195937,16597.867
781,2,2,5,2,115200,0,0.209943,17343.998
782,2,2,5,2,57600,0,0.20546,22081.191
783,2,2,5,2,28800,0,0.217836,22982.4
784,2,2,5,2,14400,0,0.20663,29756.889
785,2,2,5,3,460800,0,0.225629,17968.832
786,2,2,5,3,230400,0,0.206051,18922.975
787,2,2,5,3,115200,0,0.199002,23288.566
788,2,2,5,3,28800,0,0.236014,28529.83
789,2,2,5,4,460800,0,0.207692,19372.248
790,2,2,5,4,230400,0,0.204834,21198.072
791,2,2,5,4,115200,0,0.212903,21635.109
792,2,2,5,4,57600,0,0.204258,24456.307
793,2,2,5,5,460800,0,0.215328,19762.736
794,2,2,5,5,230400,0,0.203649,20234.619
795,2,2,5,5,115200,0,0.205135,24567.494
796,2,3,1,1,460800,0,0.222074,19068.742
797,2,3,1,1,230400,0,0.222052,19126.465
798,2,3,1,1,115200,0,0.211687,19047.994
799,2,3,1,1,57600,0,0.214886,20290.48
800,2,3,1,1,28800,0,0.237357,19862.486
801,2,3,1,1,14400,0,0.221846,23061.668
802,2,3,1,1,7200,0,0.259613,21460.613
803,2,3,1,2,460800,0,0.213322,24426.779
804,2,3,1,2,230400,0,0.209267,24236.059
805,2,3,1,2,115200,0,0.210597,25284.631
806,2,3,1,2,57600,0,0.213194,27159.133
807,2,3,1,2,28800,0,0.214116,27432.314
808,2,3,1,2,14400,0,0.209396,30452.744
809,2,3,1,3,460800,0,0.223385,24937.234
810,2,3,1,3,230400,0,0.224084,25487.588
811,2,3,1,3,115200,0,0.224872,25672.457
812,2,3,1,3,57600,0,0.216626,26664.639
813,2,3,1,3,28800,0,0.21675,29982.723
814,2,3,1,3,14400,0,0.222239,30108.273
815,2,3,1,4,460800,0,0.215788,29027.25
816,2,3,1,4,230400,0,0.210921,28848.764
817,2,3,1,4,115200,0,0.216329,30250.584
818,2,3,1,4,57600,0,0.221871,32015.76
819,2,3,1,4,28800,0,0.215653,33765.508
820,2,3,1,5,460800,0,0.221376,28545.258
821,2,3,1,5,230400,0,0.218965,28971.391
822,2,3,1,5,115200,0,0.22284,27957.133
823,2,3,1,5,57600,0,0.213985,29977.137
824,2,3,1,5,28800,0,0.216557,34438.754
825,2,3,2,1,460800,0,0.235269,17405.178
826,2,3,2,1,230400,0,0.234095,18087.734
827,2,3,2,1,115200,0,0.219101,20009.85
828,2,3,2,1,57600,0,0.22818,22612.66
829,2,3,2,1,28800,0,0.253743,24140.83
830,2,3,2,1,14400,0,0.243742,27845.678
831,2,3,2,2,460800,0,0.210284,23659.369
832,2,3,2,2,230400,0,0.206725,24695.973
833,2,3,2,2,115200,0,0.209054,25911.857
834,2,3,2,2,57600,0,0.210987,29402.576
835,2,3,2,2,28800,0,0.215205,32683.42
836,2,3,2,3,460800,0,0.228024,23750.342
837,2,3,2,3,230400,0,0.220488,24389.807
838,2,3,2,3,115200,0,0.218898,25716.613
839,2,3,2,3,57600,0,0.225189,29691.984
840,2,3,2,3,28800,0,0.220834,35960.539
841,2,3,2,4,460800,0,0.220461,28355.334
842,2,3,2,4,230400,0,0.223433,30162.805
843,2,3,2,4,115200,0,0.221106,30635.486
844,2,3,2,4,57600,0,0.221722,33596.066
845,2,3,2,4,28800,0,0.220276,40413.91
846,2,3,2,5,460800,0,0.223848,25568.719
847,2,3,2,5,230400,0,0.226452,26599.201
848,2,3,2,5,115200,0,0.225623,28220.205
849,2,3,2,5,57600,0,0.222558,31230.795
850,2,3,3,1,460800,0,0.212579,18748.213
851,2,3,3,1,230400,0,0.218135,19325.697
852,2,3,3,1,115200,0,0.218157,21147
853,2,3,3,1,57600,0,0.221769,23536.479
854,2,3,3,1,28800,0,0.226117,29347.514
855,2,3,3,1,14400,0,0.212623,45599.848
856,2,3,3,2,460800,0,0.216302,23315.697
857,2,3,3,2,230400,0,0.213335,24872.596
858,2,3,3,2,115200,0,0.20129,27255.689
859,2,3,3,2,57600,0,0.222658,28189.615
860,2,3,3,2,28800,0,0.238002,32137.854
861,2,3,3,3,460800,0,0.247295,24499.398
862,2,3,3,3,230400,0,0.222714,27568.24
863,2,3,3,3,57600,0,0.238779,28674.268
864,2,3,3,4,460800,0,0.223191,26942.607
865,2,3,3,4,230400,0,0.204978,27983.998
866,2,3,3,4,115200,0,0.218335,31579.254
867,2,3,3,5,460800,0,0.238945,28089.865
868,2,3,4,1,460800,0,0.212579,18748.213
869,2,3,4,1,230400,0,0.218135,19325.697
870,2,3,4,1,115200,0,0.218157,21147
871,2,3,4,1,57600,0,0.221769,23536.479
872,2,3,4,1,28800,0,0.226117,29347.514
873,2,3,4,1,14400,0,0.212623,45599.848
874,2,3,4,2,460800,0,0.216302,23315.697
875,2,3,4,2,230400,0,0.213335,24872.596
876,2,3,4,2,115200,0,0.20129,27255.689
877,2,3,4,2,57600,0,0.222658,28189.615
878,2,3,4,2,28800,0,0.238002,32137.854
879,2,3,4,3,460800,0,0.247295,24499.398
880,2,3,4,3,230400,0,0.222714,27568.24
881,2,3,4,4,460800,0,0.223191,26942.607
882,2,3,4,4,230400,0,0.204978,27983.998
883,2,3,4,4,115200,0,0.218335,31579.254
884,2,3,4,5,460800,0,0.238945,28089.865
885,2,3,5,1,460800,0,0.212579,18748.213
886,2,3,5,1,230400,0,0.218135,19325.697
887,2,3,5,1,115200,0,0.218157,21147
888,2,3,5,1,57600,0,0.221769,23536.479
889,2,3,5,1,28800,0,0.226117,29347.514
890,2,3,5,1,14400,0,0.212623,45599.848
891,2,3,5,2,460800,0,0.216302,23315.697
892,2,3,5,2,230400,0,0.213335,24872.596
893,2,3,5,2,115200,0,0.20129,27255.689
894,2,3,5,3,460800,0,0.247295,24499.398
895,2,3,5,3,230400,0,0.222714,27568.24
896,2,3,5,3,57600,0,0.238779,28674.268
897,2,3,5,4,460800,0,0.223191,26942.607
898,2,3,5,4,230400,0,0.204978,27983.998
899,2,3,5,4,115200,0,0.218335,31579.254
900,2,3,5,5,460800,0,0.238945,28089.865
901,2,4,1,1,460800,0,0.210343,20539.189
902,2,4,1,1,230400,0,0.211897,21033.949
903,2,4,1,1,115200,0,0.20581,20494.236
904,2,4,1,1,57600,0,0.214789,21646.549
905,2,4,1,1,28800,0,0.218065,22732.627
906,2,4,1,1,14400,0,0.215113,24241.111
907,2,4,1,1,7200,0,0.204623,28245.742
908,2,4,1,2,460800,0,0.207442,26023.578
909,2,4,1,2,230400,0,0.208164,25758.377
910,2,4,1,2,115200,0,0.21203,26450.242
911,2,4,1,2,57600,0,0.209099,29202.545
912,2,4,1,2,28800,0,0.202663,31135.033
913,2,4,1,2,14400,0,0.21084,33708.316
914,2,4,1,3,460800,0,0.21289,27687.143
915,2,4,1,3,230400,0,0.214271,28500.836
916,2,4,1,3,115200,0,0.209328,28592.34
917,2,4,1,3,57600,0,0.214638,31846.584
918,2,4,1,3,28800,0,0.211098,31878.504
919,2,4,1,3,14400,0,0.213257,35300.859
920,2,4,1,4,460800,0,0.200761,33624.527
921,2,4,1,4,230400,0,0.207488,31668.363
922,2,4,1,4,115200,0,0.207912,33316.5
923,2,4,1,4,57600,0,0.208804,36241.172
924,2,4,1,4,28800,0,0.201928,38053.695
925,2,4,1,5,460800,0,0.206479,30727.521
926,2,4,1,5,230400,0,0.215458,30881.803
927,2,4,1,5,115200,0,0.209544,32451.201
928,2,4,1,5,57600,0,0.200716,35654.906
929,2,4,2,1,460800,0,0.201924,19806.893
930,2,4,2,1,230400,0,0.20756,19781.889
931,2,4,2,1,115200,0,0.214204,20301.652
932,2,4,2,1,57600,0,0.208139,21785.932
933,2,4,2,1,28800,0,0.20501,23496.047
934,2,4,2,1,14400,0,0.202674,27207.012
935,2,4,2,2,460800,0,0.202547,26309.527
936,2,4,2,2,230400,0,0.206532,26134.5
937,2,4,2,2,115200,0,0.202568,26684.057
938,2,4,2,2,57600,0,0.207102,28911.539
939,2,4,2,2,28800,0,0.200017,30122.105
940,2,4,2,3,460800,0,0.203938,27279.896
941,2,4,2,3,230400,0,0.206789,27176.688
942,2,4,2,3,115200,0,0.208117,27478.066
943,2,4,2,3,57600,0,0.211975,29507.912
944,2,4,2,3,28800,0,0.213904,30808.387
945,2,4,2,4,460800,0,0.207292,31475.514
946,2,4,2,4,230400,0,0.210494,31550.525
947,2,4,2,4,115200,0,0.208704,32748.059
948,2,4,2,4,57600,0,0.206492,35839.512
949,2,4,2,5,460800,0,0.212575,29377.838
950,2,4,2,5,230400,0,0.209403,29809.023
951,2,4,2,5,115200,0,0.206981,29889.355
952,2,4,3,1,460800,0,0.211501,21482.426
953,2,4,3,1,230400,0,0.214608,21826.098
954,2,4,3,1,115200,0,0.214183,23783.061
955,2,4,3,1,57600,0,0.223057,27023.205
956,2,4,3,1,28800,0,0.221962,32143.705
957,2,4,3,1,14400,0,0.209288,41949.266
958,2,4,3,2,460800,0,0.212434,28116.467
959,2,4,3,2,230400,0,0.210542,29751.035
960,2,4,3,2,115200,0,0.212038,31211.908
961,2,4,3,2,57600,0,0.209023,34936.176
962,2,4,3,2,28800,0,0.207659,42987.992
963,2,4,3,3,460800,0,0.216486,30227.441
964,2,4,3,3,230400,0,0.215659,31655.33
965,2,4,3,3,115200,0,0.219168,35313.895
966,2,4,3,3,57600,0,0.214206,38978.309
967,2,4,3,4,460800,0,0.209127,34378.371
968,2,4,3,4,230400,0,0.21005,35184.086
969,2,4,3,4,115200,0,0.208445,39112.375
970,2,4,3,4,57600,0,0.216339,45742.691
971,2,4,3,5,460800,0,0.216977,34669.641
972,2,4,3,5,230400,0,0.22346,35981.023
973,2,4,3,5,115200,0,0.214809,38819.773
974,2,4,4,1,460800,0,0.201413,19251.484
975,2,4,4,1,230400,0,0.20303,19595.688
976,2,4,4,1,115200,0,0.206541,20426.672
977,2,4,4,1,57600,0,0.209073,23864.189
978,2,4,4,1,28800,0,0.208033,23345.756
979,2,4,4,1,14400,0,0.209058,29169.295
980,2,4,4,2,460800,0,0.208938,23794.498
981,2,4,4,2,230400,0,0.198316,24382.891
982,2,4,4,2,115200,0,0.199847,25836.314
983,2,4,4,2,57600,0,0.205228,41776.629
984,2,4,4,3,460800,0,0.211271,26456.627
985,2,4,4,3,230400,0,0.206214,26688.578
986,2,4,4,3,115200,0,0.20975,29994.16
987,2,4,4,4,460800,0,0.199547,27445.348
988,2,4,4,4,230400,0,0.200261,32452.799
989,2,4,4,4,115200,0,0.205551,30726.99
990,2,4,4,5,460800,0,0.214462,29114.764
991,2,4,5,1,460800,0,0.201413,19251.484
992,2,4,5,1,230400,0,0.20303,19595.688
993,2,4,5,1,115200,0,0.206541,20426.672
994,2,4,5,1,57600,0,0.209073,23864.189
995,2,4,5,1,28800,0,0.208033,23345.756
996,2,4,5,1,14400,0,0.209058,29169.295
997,2,4,5,2,460800,0,0.208938,23794.498
998,2,4,5,2,230400,0,0.198316,24382.891
999,2,4,5,2,115200,0,0.199847,25836.314
1000,2,4,5,2,57600,0,0.205228,41776.629
1001,2,4,5,3,460800,0,0.211271,26456.627
1002,2,4,5,3,230400,0,0.206214,26688.578
1003,2,4,5,3,115200,0,0.20975,29994.16
1004,2,4,5,4,460800,0,0.199547,27445.348
1005,2,4,5,4,230400,0,0.200261,32452.799
1006,2,4,5,4,115200,0,0.205551,30726.99
1007,2,4,5,5,460800,0,0.214462,29114.764
1008,2,5,1,2,460800,0,0.212418,32284.686
1009,2,5,1,2,230400,0,0.21994,32136.258
1010,2,5,1,2,115200,0,0.214431,32826.262
1011,2,5,1,2,57600,0,0.211533,33682.25
1012,2,5,1,2,28800,0,0.217705,37181.215
1013,2,5,1,2,14400,0,0.211799,38191.215
1014,2,5,1,3,460800,0,0.214564,34830.57
1015,2,5,1,3,230400,0,0.212993,34384.223
1016,2,5,1,3,115200,0,0.214166,34828.711
1017,2,5,1,3,57600,0,0.219542,34658.469
1018,2,5,1,3,28800,0,0.21827,37967.512
1019,2,5,1,4,460800,0,0.219807,40351.137
1020,2,5,1,4,230400,0,0.219387,40430.402
1021,2,5,1,4,115200,0,0.208945,41327.09
1022,2,5,1,4,57600,0,0.241234,39668.047
1023,2,5,1,5,460800,0,0.221112,37493.23
1024,2,5,1,5,230400,0,0.214077,38336.984
1025,2,5,2,1,57600,0,0.211825,27904.197
1026,2,5,2,2,460800,0,0.21404,33116.469
1027,2,5,2,2,230400,0,0.219833,33356.398
1028,2,5,2,2,115200,0,0.2165,34671.504
1029,2,5,2,2,57600,0,0.222763,36912.82
1030,2,5,2,2,28800,0,0.217261,39181.535
1031,2,5,2,3,460800,0,0.221578,36217.496
1032,2,5,2,3,230400,0,0.21366,35245.531
1033,2,5,2,3,115200,0,0.220795,35970.648
1034,2,5,2,3,57600,0,0.24472,37789.023
1035,2,5,2,4,460800,0,0.220191,42908.461
1036,2,5,2,4,230400,0,0.215673,43810.465
1037,2,5,2,4,115200,0,0.219252,43697.949
1038,2,5,2,5,460800,0,0.220057,40813.711
1039,2,5,2,5,230400,0,0.213749,41210.051
1040,2,5,3,1,460800,0,0.213251,25114.656
1041,2,5,3,1,230400,0,0.220322,26016.928
1042,2,5,3,1,115200,0,0.212582,27278.301
1043,2,5,3,1,57600,0,0.233452,28386.455
1044,2,5,3,1,28800,0,0.245748,32839.828
1045,2,5,3,1,14400,0,0.21595,42092.371
1046,2,5,3,2,460800,0,0.216352,36601.336
1047,2,5,3,2,230400,0,0.220813,37073.484
1048,2,5,3,2,115200,0,0.216508,39700.5
1049,2,5,3,2,57600,0,0.214857,44967.301
1050,2,5,3,2,28800,0,0.20502,49597.297
1051,2,5,3,3,460800,0,0.222018,38442.055
1052,2,5,3,3,230400,0,0.219988,38624.797
1053,2,5,3,3,115200,0,0.21798,40218.668
1054,2,5,3,4,460800,0,0.211757,47023.746
1055,2,5,3,4,230400,0,0.207675,47680.5
1056,2,5,4,1,460800,0,0.22401,24849.986
1057,2,5,4,1,230400,0,0.22636,25361.238
1058,2,5,4,1,115200,0,0.227005,27457.318
1059,2,5,4,1,57600,0,0.218756,34024.324
1060,2,5,4,1,28800,0,0.221383,39570.426
1061,2,5,4,2,460800,0,0.225761,32308.359
1062,2,5,4,2,230400,0,0.229356,34123.543
1063,2,5,4,2,115200,0,0.226475,35668.473
1064,2,5,4,2,57600,0,0.212926,41722.898
1065,2,5,4,3,460800,0,0.226107,34317.988
1066,2,5,4,3,230400,0,0.219977,35894.305
1067,2,5,4,3,115200,0,0.220622,39718.59
1068,2,5,4,3,57600,0,0.225047,46204.73
1069,2,5,4,4,460800,0,0.21599,41270.699
1070,2,5,4,4,230400,0,0.2197,41720.238
1071,2,5,5,1,460800,0,0.207418,25899.355
1072,2,5,5,1,230400,0,0.205105,26319.902
1073,2,5,5,1,115200,0,0.207243,28782.797
1074,2,5,5,1,28800,0,0.212697,42957.672
1075,2,5,5,2,460800,0,0.234716,31321.766
1076,2,5,5,2,230400,0,0.226085,36598.676
1077,2,5,5,3,460800,0,0.222938,34247.5
1078,4,1,1,1,460800,0,0.240178,10241.798
1079,4,1,1,1,230400,0,0.240518,10495.296
1080,4,1,1,1,115200,0,0.230153,11525.514
1081,4,1,1,1,57600,0,0.235372,12523.28
1082,4,1,1,1,28800,0,0.240202,15345.008
1083,4,1,1,1,14400,0,0.242013,18935.477
1084,4,1,1,1,7200,0,0.248,25508.602
1085,4,1,1,2,460800,0,0.23574,11457.95
1086,4,1,1,2,230400,0,0.240809,12588.45
1087,4,1,1,2,115200,0,0.229348,12600.952
1088,4,1,1,2,57600,0,0.238163,14200.942
1089,4,1,1,2,28800,0,0.267602,15993.782
1090,4,1,1,2,14400,0,0.24332,25569.516
1091,4,1,1,3,460800,0,0.263729,13007.666
1092,4,1,1,3,230400,0,0.242638,13342.028
1093,4,1,1,3,115200,0,0.242864,14320.11
1094,4,1,1,3,57600,0,0.259606,15315.216
1095,4,1,1,3,28800,0,0.300905,16690.969
1096,4,1,1,3,14400,0,0.272838,21223.607
1097,4,1,1,4,460800,0,0.231109,14093.478
1098,4,1,1,4,230400,0,0.237748,13969.522
1099,4,1,1,4,115200,0,0.236324,15431.99
1100,4,1,1,4,57600,0,0.233759,17818.543
1101,4,1,1,4,28800,0,0.234492,27343.203
1102,4,1,1,5,460800,0,0.26195,13624.254
1103,4,1,1,5,230400,0,0.237444,14222.754
1104,4,1,1,5,115200,0,0.24936,15870.624
1105,4,1,1,5,57600,0,0.257092,16932.496
1106,4,1,1,5,28800,0,0.303183,18927.496
