n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
553,2,1,3,3,460800,0,0.143324,25954.418
554,2,1,3,3,230400,0,0.150491,26658.785
555,2,1,3,3,115200,0,0.150506,28193.074
556,2,1,3,3,57600,0,0.150296,31606.119
557,2,1,3,3,28800,0,0.143595,38440.191
558,2,1,3,4,460800,0,0.150506,26776.357
559,2,1,3,4,230400,0,0.148429,28979.637
560,2,1,3,4,115200,0,0.148971,29556.855
561,2,1,3,4,57600,0,0.148564,34228.348
562,2,1,3,4,28800,0,0.140479,44295.383
563,2,1,3,5,460800,0,0.150491,26624.473
564,2,1,3,5,230400,0,0.150552,27725.18
565,2,1,3,5,115200,0,0.148594,28895.58
566,2,1,3,5,28800,0,0.150491,42984.535
567,2,1,4,1,460800,0,0.150326,23441.25
568,2,1,4,1,230400,0,0.147028,25452.742
569,2,1,4,1,115200,0,0.147706,22039.963
570,2,1,4,1,57600,0,0.146652,22110.186
571,2,1,4,1,28800,0,0.150235,25908.4
572,2,1,4,1,14400,0,0.149272,32598.033
573,2,1,4,1,7200,0,0.145432,39737.473
574,2,1,4,2,460800,0,0.142295,23695.279
575,2,1,4,2,230400,0,0.145667,24500.463
576,2,1,4,2,115200,0,0.143244,26513.018
577,2,1,4,2,57600,0,0.145375,31310.859
578,2,1,4,2,28800,0,0.145754,37530.207
579,2,1,4,2,14400,0,0.142178,53515.742
580,2,1,4,3,460800,0,0.143324,25954.418
581,2,1,4,3,230400,0,0.150491,26658.785
582,2,1,4,3,115200,0,0.150506,28193.074
583,2,1,4,3,57600,0,0.150296,31606.119
584,2,1,4,3,28800,0,0.143595,38440.191
585,2,1,4,4,460800,0,0.150506,26776.357
586,2,1,4,4,230400,0,0.148429,28979.637
587,2,1,4,4,115200,0,0.148971,29556.855
588,2,1,4,4,57600,0,0.148564,34228.348
589,2,1,4,4,28800,0,0.140479,44295.383
590,2,1,4,5,460800,0,0.150491,26624.473
591,2,1,4,5,230400,0,0.150552,27725.18
592,2,1,4,5,115200,0,0.148594,28895.58
593,2,1,4,5,28800,0,0.150491,42984.535
594,2,1,5,1,460800,0,0.150326,23441.25
595,2,1,5,1,230400,0,0.147028,25452.742
596,2,1,5,1,115200,0,0.147706,22039.963
597,2,1,5,1,57600,0,0.146652,22110.186
598,2,1,5,1,28800,0,0.150235,25908.4
599,2,1,5,1,14400,0,0.149272,32598.033
600,2,1,5,1,7200,0,0.145432,39737.473
601,2,1,5,2,460800,0,0.142295,23695.279
602,2,1,5,2,230400,0,0.145667,24500.463
603,2,1,5,2,115200,0,0.143244,26513.018
604,2,1,5,2,57600,0,0.145375,31310.859
605,2,1,5,2,28800,0,0.145754,37530.207
606,2,1,5,2,14400,0,0.142178,53515.742
607,2,1,5,3,460800,0,0.143324,25954.418
608,2,1,5,3,230400,0,0.150491,26658.785
609,2,1,5,3,115200,0,0.150506,28193.074
610,2,1,5,3,57600,0,0.150296,31606.119
611,2,1,5,3,28800,0,0.143595,38440.191
612,2,1,5,4,460800,0,0.150506,26776.357
613,2,1,5,4,230400,0,0.148429,28979.637
614,2,1,5,4,115200,0,0.148971,29556.855
615,2,1,5,4,57600,0,0.148564,34228.348
616,2,1,5,4,28800,0,0.140479,44295.383
617,2,1,5,5,460800,0,0.150491,26624.473
618,2,1,5,5,230400,0,0.150552,27725.18
619,2,1,5,5,115200,0,0.148594,28895.58
620,2,1,5,5,28800,0,0.150491,42984.535
621,2,2,1,1,460800,0,0.119379,24138.969
622,2,2,1,1,230400,0,0.119811,25356.717
623,2,2,1,1,115200,0,0.1154,24996.818
624,2,2,1,1,57600,0,0.116958,27318.199
625,2,2,1,1,28800,0,0.115856,30769.816
626,2,2,1,1,14400,0,0.116803,31640.967
627,2,2,1,1,7200,0,0.119595,34427.848
628,2,2,1,2,460800,0,0.116012,28515.467
629,2,2,1,2,230400,0,0.119523,28759.121
630,2,2,1,2,115200,0,0.116695,29711.137
631,2,2,1,2,57600,0,0.119655,29962.771
632,2,2,1,2,28800,0,0.119811,34834.562
633,2,2,1,2,14400,0,0.119835,34075.664
634,2,2,1,3,460800,0,0.119583,31403.162
635,2,2,1,3,230400,0,0.118852,29515.094
636,2,2,1,3,115200,0,0.119415,30462.32
637,2,2,1,3,57600,0,0.116095,32662.406
638,2,2,1,3,28800,0,0.115664,37172.172
639,2,2,1,3,14400,0,0.115652,35678.047
640,2,2,1,4,460800,0,0.117026,32836.902
641,2,2,1,4,230400,0,0.119427,32686.879
642,2,2,1,4,115200,0,0.118065,32908.191
643,2,2,1,4,57600,0,0.116273,35600.641
644,2,2,1,4,28800,0,0.116345,42845.949
645,2,2,1,5,460800,0,0.11558,31722.629
646,2,2,1,5,230400,0,0.119475,30262.287
647,2,2,1,5,115200,0,0.118205,32428.326
648,2,2,1,5,57600,0,0.119715,34598.09
649,2,2,1,5,28800,0,0.116791,38764.977
650,2,2,2,1,460800,0,0.116705,24839.346
651,2,2,2,1,230400,0,0.116635,24850.518
652,2,2,2,1,115200,0,0.113785,25664.744
653,2,2,2,1,57600,0,0.114042,27712.412
654,2,2,2,1,28800,0,0.116494,31805.354
655,2,2,2,1,14400,0,0.115864,42923.887
656,2,2,2,2,460800,0,0.112769,29288.994
657,2,2,2,2,230400,0,0.116459,28879.887
658,2,2,2,2,115200,0,0.115584,32793.809
659,2,2,2,2,57600,0,0.11486,40147.91
660,2,2,2,2,28800,0,0.114381,52658.156
661,2,2,2,3,460800,0,0.115257,32007.248
662,2,2,2,3,230400,0,0.111847,34087.633
663,2,2,2,3,115200,0,0.115864,37737.688
664,2,2,2,4,460800,0,0.113855,31742.047
665,2,2,2,4,230400,0,0.110854,32517.969
666,2,2,2,4,115200,0,0.115187,37679.164
667,2,2,2,4,57600,0,0.112559,44533.453
668,2,2,2,5,460800,0,0.113248,34375.18
669,2,2,2,5,230400,0,0.116448,36640.703
670,2,2,2,5,115200,0,0.113809,39903.191
671,2,2,3,1,460800,0,0.116705,24839.346
672,2,2,3,1,230400,0,0.116635,24850.518
673,2,2,3,1,115200,0,0.113785,25664.744
674,2,2,3,1,57600,0,0.114042,27712.412
675,2,2,3,1,28800,0,0.116494,31805.354
676,2,2,3,1,14400,0,0.115864,42923.887
677,2,2,3,2,460800,0,0.112769,29288.994
678,2,2,3,2,230400,0,0.116459,28879.887
679,2,2,3,2,115200,0,0.115584,32793.809
680,2,2,3,2,57600,0,0.11486,40147.91
681,2,2,3,3,460800,0,0.115257,32007.248
682,2,2,3,3,230400,0,0.111847,34087.633
683,2,2,3,3,115200,0,0.115864,37737.688
684,2,2,3,3,28800,0,0.113575,60198.992
685,2,2,3,4,460800,0,0.113855,31742.047
686,2,2,3,4,230400,0,0.110854,32517.969
687,2,2,3,4,115200,0,0.115187,37679.164
688,2,2,3,4,57600,0,0.112559,44533.453
689,2,2,3,5,460800,0,0.113248,34375.18
690,2,2,3,5,230400,0,0.116448,36640.703
691,2,2,4,1,460800,0,0.116705,24839.346
692,2,2,4,1,230400,0,0.116635,24850.518
693,2,2,4,1,115200,0,0.113785,25664.744
694,2,2,4,1,57600,0,0.114042,27712.412
695,2,2,4,1,28800,0,0.116494,31805.354
696,2,2,4,1,14400,0,0.115864,42923.887
697,2,2,4,2,460800,0,0.112769,29288.994
698,2,2,4,2,230400,0,0.116459,28879.887
699,2,2,4,2,115200,0,0.115584,32793.809
700,2,2,4,2,57600,0,0.11486,40147.91
701,2,2,4,2,28800,0,0.114381,52658.156
702,2,2,4,3,460800,0,0.115257,32007.248
703,2,2,4,3,230400,0,0.111847,34087.633
704,2,2,4,3,115200,0,0.115864,37737.688
705,2,2,4,3,28800,0,0.113575,60198.992
706,2,2,4,4,460800,0,0.113855,31742.047
707,2,2,4,4,230400,0,0.110854,32517.969
708,2,2,4,4,115200,0,0.115187,37679.164
709,2,2,4,4,57600,0,0.112559,44533.453
710,2,2,4,5,460800,0,0.113248,34375.18
711,2,2,4,5,230400,0,0.116448,36640.703
712,2,2,5,1,460800,0,0.116705,24839.346
713,2,2,5,1,230400,0,0.116635,24850.518
714,2,2,5,1,115200,0,0.113785,25664.744
715,2,2,5,1,57600,0,0.114042,27712.412
716,2,2,5,1,28800,0,0.116494,31805.354
717,2,2,5,1,14400,0,0.115864,42923.887
718,2,2,5,2,460800,0,0.112769,29288.994
719,2,2,5,2,230400,0,0.116459,28879.887
720,2,2,5,2,115200,0,0.115584,32793.809
721,2,2,5,2,57600,0,0.11486,40147.91
722,2,2,5,3,460800,0,0.115257,32007.248
723,2,2,5,3,230400,0,0.111847,34087.633
724,2,2,5,3,115200,0,0.115864,37737.688
725,2,2,5,4,460800,0,0.113855,31742.047
726,2,2,5,4,230400,0,0.110854,32517.969
727,2,2,5,4,115200,0,0.115187,37679.164
728,2,2,5,4,57600,0,0.112559,44533.453
729,2,2,5,5,460800,0,0.113248,34375.18
730,2,2,5,5,230400,0,0.116448,36640.703
731,2,3,1,1,460800,0,0.130109,30167.061
732,2,3,1,1,230400,0,0.132919,28501.635
733,2,3,1,1,115200,0,0.128578,29939.631
734,2,3,1,1,57600,0,0.131468,31206.057
735,2,3,1,1,28800,0,0.131108,31678.738
736,2,3,1,1,14400,0,0.132986,35376.672
737,2,3,1,1,7200,0,0.133106,38442.055
738,2,3,1,2,460800,0,0.122333,33248.938
739,2,3,1,2,230400,0,0.122137,36118.277
740,2,3,1,2,115200,0,0.12215,36430.828
741,2,3,1,2,57600,0,0.117621,34139.504
742,2,3,1,2,28800,0,0.119983,39991.77
743,2,3,1,2,14400,0,0.121574,41549.996
744,2,3,1,3,460800,0,0.132083,35856.004
745,2,3,1,3,230400,0,0.130165,35367.891
746,2,3,1,3,115200,0,0.128234,36855.363
747,2,3,1,3,57600,0,0.12657,39537.973
748,2,3,1,3,28800,0,0.132855,41397.848
749,2,3,1,3,14400,0,0.128115,44553.402
750,2,3,1,4,460800,0,0.132533,41380.555
751,2,3,1,4,230400,0,0.133039,38834.938
752,2,3,1,4,115200,0,0.127313,40570.852
753,2,3,1,4,57600,0,0.132826,41590.43
754,2,3,1,4,28800,0,0.1324,45969.59
755,2,3,1,5,460800,0,0.130882,36584.574
756,2,3,1,5,230400,0,0.127606,38001.559
757,2,3,1,5,115200,0,0.127273,39117.43
758,2,3,1,5,57600,0,0.131121,40231.703
759,2,3,1,5,28800,0,0.126994,43700.344
760,2,3,2,1,460800,0,0.135043,30277.184
761,2,3,2,1,230400,0,0.135624,32391.617
762,2,3,2,1,115200,0,0.134103,32936.652
763,2,3,2,1,57600,0,0.1329,35401.141
764,2,3,2,1,28800,0,0.133522,38667.09
765,2,3,2,1,14400,0,0.134573,47060.188
766,2,3,2,2,460800,0,0.122158,33718.426
767,2,3,2,2,230400,0,0.126647,36937.559
768,2,3,2,2,115200,0,0.126137,37550.422
769,2,3,2,2,57600,0,0.127157,43052.367
770,2,3,2,2,28800,0,0.121763,52108.336
771,2,3,2,3,460800,0,0.136235,37686.613
772,2,3,2,3,230400,0,0.137839,38937.613
773,2,3,2,3,115200,0,0.132252,36851.375
774,2,3,2,3,57600,0,0.135225,41782.48
775,2,3,2,3,28800,0,0.137632,50556.758
776,2,3,2,4,460800,0,0.134504,41666.238
777,2,3,2,4,230400,0,0.138237,39445.406
778,2,3,2,4,115200,0,0.133425,44884.309
779,2,3,2,4,57600,0,0.138251,47803.656
780,2,3,2,5,460800,0,0.13207,38000.492
781,2,3,2,5,230400,0,0.136094,40599.848
782,2,3,2,5,115200,0,0.136633,39352.305
783,2,3,3,1,460800,0,0.129801,28700.602
784,2,3,3,1,230400,0,0.126236,31535.363
785,2,3,3,1,115200,0,0.129892,31792.586
786,2,3,3,1,57600,0,0.129853,36368.316
787,2,3,3,1,28800,0,0.130048,40067.312
788,2,3,3,2,460800,0,0.117413,37228.031
789,2,3,3,2,230400,0,0.115552,38578.777
790,2,3,3,2,115200,0,0.114561,42742.211
791,2,3,3,3,460800,0,0.129218,41669.164
792,2,3,3,3,230400,0,0.125601,40326.664
793,2,3,3,4,460800,0,0.128929,40134.078
794,2,3,3,4,230400,0,0.129488,43441.523
795,2,3,4,1,460800,0,0.129801,28700.602
796,2,3,4,1,230400,0,0.126236,31535.363
797,2,3,4,1,115200,0,0.129892,31792.586
798,2,3,4,1,57600,0,0.129853,36368.316
799,2,3,4,1,28800,0,0.130048,40067.312
800,2,3,4,1,14400,0,0.124896,54316.668
801,2,3,4,2,460800,0,0.117413,37228.031
802,2,3,4,2,230400,0,0.115552,38578.777
803,2,3,4,2,115200,0,0.114561,42742.211
804,2,3,4,3,460800,0,0.129218,41669.164
805,2,3,4,3,230400,0,0.125601,40326.664
806,2,3,4,4,460800,0,0.128929,40134.078
807,2,3,4,4,230400,0,0.129488,43441.523
808,2,3,4,5,460800,0,0.128799,45175.047
809,2,3,5,1,460800,0,0.129801,28700.602
810,2,3,5,1,230400,0,0.126236,31535.363
811,2,3,5,1,115200,0,0.129892,31792.586
812,2,3,5,1,57600,0,0.129853,36368.316
813,2,3,5,1,28800,0,0.130048,40067.312
814,2,3,5,2,460800,0,0.117413,37228.031
815,2,3,5,2,230400,0,0.115552,38578.777
816,2,3,5,2,115200,0,0.114561,42742.211
817,2,3,5,3,460800,0,0.129218,41669.164
818,2,3,5,3,230400,0,0.125601,40326.664
819,2,3,5,4,460800,0,0.128929,40134.078
820,2,3,5,4,230400,0,0.129488,43441.523
821,2,3,5,5,460800,0,0.128799,45175.047
822,2,4,1,1,460800,0,0.114013,28887.865
823,2,4,1,1,230400,0,0.114299,30741.887
824,2,4,1,1,115200,0,0.111151,30914.254
825,2,4,1,1,57600,0,0.114059,32831.316
826,2,4,1,1,28800,0,0.112216,34528.395
827,2,4,1,1,14400,0,0.11383,35168.391
828,2,4,1,1,7200,0,0.114425,37700.18
829,2,4,1,2,460800,0,0.109527,35674.855
830,2,4,1,2,230400,0,0.10976,38424.496
831,2,4,1,2,115200,0,0.110926,38767.105
832,2,4,1,2,57600,0,0.110382,39685.871
833,2,4,1,2,28800,0,0.107684,42861.645
834,2,4,1,2,14400,0,0.111015,43411.465
835,2,4,1,3,460800,0,0.114334,37974.691
836,2,4,1,3,230400,0,0.110476,38997.461
837,2,4,1,3,115200,0,0.114253,39109.98
838,2,4,1,3,57600,0,0.113979,40731.516
839,2,4,1,3,14400,0,0.11375,45761.309
840,2,4,1,4,460800,0,0.109704,42085.988
841,2,4,1,4,230400,0,0.108307,41649.215
842,2,4,1,4,115200,0,0.108141,44923.41
843,2,4,1,4,57600,0,0.110114,44201.219
844,2,4,1,5,230400,0,0.113544,41563.297
845,2,4,1,5,115200,0,0.11399,41906.172
846,2,4,1,5,57600,0,0.114242,45189.676
847,2,4,2,1,460800,0,0.11254,30652.775
848,2,4,2,1,230400,0,0.110394,31695.23
849,2,4,2,1,115200,0,0.112302,31593.885
850,2,4,2,1,57600,0,0.111614,34172.488
851,2,4,2,1,28800,0,0.111557,37975.488
852,2,4,2,1,14400,0,0.112573,37481.793
853,2,4,2,2,460800,0,0.109402,37214.199
854,2,4,2,2,230400,0,0.106359,35731.516
855,2,4,2,2,115200,0,0.108921,37945.699
856,2,4,2,2,57600,0,0.109216,40864.25
857,2,4,2,2,28800,0,0.107081,41600.008
858,2,4,2,3,460800,0,0.110247,38192.281
859,2,4,2,3,230400,0,0.107491,38105.562
860,2,4,2,3,115200,0,0.112811,39573.883
861,2,4,2,3,57600,0,0.11272,42062.312
862,2,4,2,4,460800,0,0.103604,41572.344
863,2,4,2,4,230400,0,0.106369,43142.273
864,2,4,2,4,115200,0,0.105484,42273.254
865,2,4,2,5,460800,0,0.112935,40574.043
866,2,4,2,5,230400,0,0.112664,40295.012
867,2,4,2,5,115200,0,0.107785,43224.469
868,2,4,3,1,460800,0,0.121919,32024.537
869,2,4,3,1,230400,0,0.116752,32213.664
870,2,4,3,1,115200,0,0.121784,34387.684
871,2,4,3,1,57600,0,0.121284,38931.762
872,2,4,3,1,28800,0,0.121565,45205.902
873,2,4,3,1,14400,0,0.121845,52434.984
874,2,4,3,2,460800,0,0.118659,39073.273
875,2,4,3,2,230400,0,0.113888,38672.941
876,2,4,3,2,115200,0,0.118576,41921.336
877,2,4,3,2,57600,0,0.116084,46077.051
878,2,4,3,2,28800,0,0.118695,56677.684
879,2,4,3,3,460800,0,0.121968,40253.781
880,2,4,3,3,230400,0,0.117424,42433.383
881,2,4,3,3,115200,0,0.116581,44722.848
882,2,4,3,3,57600,0,0.122102,49654.219
883,2,4,3,4,460800,0,0.115102,46518.613
884,2,4,3,4,230400,0,0.113277,46017.734
885,2,4,3,4,115200,0,0.118349,50251.656
886,2,4,3,5,460800,0,0.118645,43409.605
887,2,4,3,5,230400,0,0.117912,46440.941
888,2,4,4,1,460800,0,0.110853,30319.479
889,2,4,4,1,230400,0,0.107522,31811.473
890,2,4,4,1,115200,0,0.10916,30262.021
891,2,4,4,1,57600,0,0.111243,36278.676
892,2,4,4,2,460800,0,0.105201,33924.043
893,2,4,4,2,230400,0,0.106119,35400.344
894,2,4,4,2,115200,0,0.103193,43288.574
895,2,4,4,2,57600,0,0.106097,56131.852
896,2,4,4,3,460800,0,0.107233,39065.559
897,2,4,4,3,230400,0,0.105862,43826.16
898,2,4,4,4,460800,0,0.107436,38829.883
899,2,4,4,4,230400,0,0.106335,43499.246
900,2,4,4,4,115200,0,0.106475,53086.684
901,2,4,4,5,460800,0,0.109182,42665.336
902,2,4,5,1,460800,0,0.110853,30319.479
903,2,4,5,1,230400,0,0.107522,31811.473
904,2,4,5,1,115200,0,0.10916,30262.021
905,2,4,5,1,57600,0,0.111243,36278.676
906,2,4,5,1,28800,0,0.110764,37721.727
907,2,4,5,2,460800,0,0.105201,33924.043
908,2,4,5,2,230400,0,0.106119,35400.344
909,2,4,5,2,115200,0,0.103193,43288.574
910,2,4,5,2,57600,0,0.106097,56131.852
911,2,4,5,3,460800,0,0.107233,39065.559
912,2,4,5,3,230400,0,0.105862,43826.16
913,2,4,5,3,115200,0,0.111287,50908.145
914,2,4,5,4,460800,0,0.107436,38829.883
915,2,4,5,4,230400,0,0.106335,43499.246
916,2,4,5,4,115200,0,0.106475,53086.684
917,2,5,1,2,460800,0,0.122429,41250.215
918,2,5,1,2,230400,0,0.12532,43859.676
919,2,5,1,2,115200,0,0.128237,42454.398
920,2,5,1,2,57600,0,0.126779,46642.301
921,2,5,1,2,28800,0,0.127204,49339.809
922,2,5,1,2,14400,0,0.128018,51670.234
923,2,5,1,3,460800,0,0.125204,45464.453
924,2,5,1,3,230400,0,0.129011,44659.008
925,2,5,1,3,115200,0,0.125036,46264.848
926,2,5,1,3,57600,0,0.125423,47463.445
927,2,5,1,3,28800,0,0.125591,50236.227
928,2,5,1,4,460800,0,0.123707,49892.555
929,2,5,1,4,230400,0,0.127914,50524.84
930,2,5,1,4,115200,0,0.127579,51070.672
931,2,5,2,2,460800,0,0.127799,42933.73
932,2,5,2,2,230400,0,0.126365,45275.859
933,2,5,2,2,115200,0,0.130771,46421.258
934,2,5,2,2,57600,0,0.131521,48182.707
935,2,5,2,2,28800,0,0.130508,55054.816
936,2,5,2,3,460800,0,0.131481,48479.031
937,2,5,2,3,230400,0,0.125497,46672.094
938,2,5,2,3,115200,0,0.128982,47790.094
939,2,5,2,3,57600,0,0.125984,51083.438
940,2,5,2,4,460800,0,0.12743,52648.848
941,2,5,2,4,230400,0,0.125944,51318.848
942,2,5,3,1,460800,0,0.130867,38172.062
943,2,5,3,1,230400,0,0.12533,34966.496
944,2,5,3,1,115200,0,0.130631,37529.406
945,2,5,3,1,57600,0,0.130815,39833.5
946,2,5,3,1,28800,0,0.130553,47688.215
947,2,5,3,2,460800,0,0.130723,47348.797
948,2,5,3,2,230400,0,0.125958,50428.016
949,2,5,3,2,115200,0,0.128209,52548.035
950,2,5,3,2,57600,0,0.129623,56111.637
951,2,5,3,3,460800,0,0.125369,51535.371
952,2,5,3,3,230400,0,0.130527,53102.91
953,2,5,3,3,115200,0,0.127607,56986.242
954,2,5,3,4,460800,0,0.13088,57861.648
955,2,5,4,1,460800,0,0.13821,34666.449
956,2,5,4,1,230400,0,0.135776,37365.02
957,2,5,4,1,115200,0,0.131642,39881.379
958,2,5,4,1,57600,0,0.136523,45368.43
959,2,5,4,2,460800,0,0.134241,44560.32
960,2,5,4,2,230400,0,0.133273,45276.926
961,2,5,4,2,115200,0,0.137007,47746.734
962,2,5,4,2,57600,0,0.138113,53415.195
963,2,5,4,3,460800,0,0.138279,43062.207
964,2,5,4,3,230400,0,0.138224,47324.594
965,2,5,4,3,115200,0,0.136786,51136.637
966,2,5,4,4,460800,0,0.134905,50797.754
967,2,5,4,4,230400,0,0.137601,51255.008
968,2,5,5,1,230400,0,0.125185,40664.75
969,2,5,5,1,115200,0,0.121619,41433.488
970,2,5,5,1,28800,0,0.125991,48975.121
971,2,5,5,2,460800,0,0.125663,49324.379
972,2,5,5,2,230400,0,0.125336,49252.559
973,4,1,1,1,460800,0,0.150326,23441.25
974,4,1,1,1,230400,0,0.147028,25452.742
975,4,1,1,1,115200,0,0.147706,22039.963
976,4,1,1,1,57600,0,0.146652,22110.186
977,4,1,1,1,28800,0,0.150235,25908.4
978,4,1,1,1,14400,0,0.149272,32598.033
979,4,1,1,1,7200,0,0.145432,39737.473
980,4,1,1,2,460800,0,0.142295,23695.279
981,4,1,1,2,230400,0,0.145667,24500.463
982,4,1,1,2,115200,0,0.143244,26513.018
983,4,1,1,2,57600,0,0.145375,31310.859
984,4,1,1,2,28800,0,0.145754,37530.207
985,4,1,1,2,14400,0,0.142178,53515.742
986,4,1,1,3,460800,0,0.143324,25954.418
987,4,1,1,3,230400,0,0.150491,26658.785
988,4,1,1,3,115200,0,0.150506,28193.074
989,4,1,1,3,57600,0,0.150296,31606.119
990,4,1,1,3,28800,0,0.143595,38440.191
991,4,1,1,4,460800,0,0.150506,26776.357
992,4,1,1,4,230400,0,0.148429,28979.637
993,4,1,1,4,115200,0,0.148971,29556.855
994,4,1,1,4,57600,0,0.148564,34228.348
995,4,1,1,5,460800,0,0.150491,26624.473
996,4,1,1,5,230400,0,0.150552,27725.18
997,4,1,1,5,115200,0,0.148594,28895.58
998,4,1,1,5,57600,0,0.146908,34093.484
999,4,1,1,5,28800,0,0.150491,42984.535
1000,4,1,2,1,460800,0,0.150326,23441.25
1001,4,1,2,1,230400,0,0.147028,25452.742
1002,4,1,2,1,115200,0,0.147706,22039.963
1003,4,1,2,1,57600,0,0.146652,22110.186
1004,4,1,2,1,28800,0,0.150235,25908.4
1005,4,1,2,1,14400,0,0.149272,32598.033
1006,4,1,2,1,7200,0,0.145432,39737.473
1007,4,1,2,2,460800,0,0.142295,23695.279
1008,4,1,2,2,230400,0,0.145667,24500.463
1009,4,1,2,2,115200,0,0.143244,26513.018
1010,4,1,2,2,57600,0,0.145375,31310.859
1011,4,1,2,2,28800,0,0.145754,37530.207
1012,4,1,2,2,14400,0,0.142178,53515.742
1013,4,1,2,3,460800,0,0.143324,25954.418
1014,4,1,2,3,230400,0,0.150491,26658.785
1015,4,1,2,3,115200,0,0.150506,28193.074
1016,4,1,2,3,57600,0,0.150296,31606.119
1017,4,1,2,3,28800,0,0.143595,38440.191
1018,4,1,2,4,460800,0,0.150506,26776.357
1019,4,1,2,4,230400,0,0.148429,28979.637
1020,4,1,2,4,115200,0,0.148971,29556.855
1021,4,1,2,4,57600,0,0.148564,34228.348
1022,4,1,2,4,28800,0,0.140479,44295.383
1023,4,1,2,5,460800,0,0.150491,26624.473
1024,4,1,2,5,230400,0,0.150552,27725.18
1025,4,1,2,5,115200,0,0.148594,28895.58
1026,4,1,2,5,28800,0,0.150491,42984.535
1027,4,1,3,1,460800,0,0.150326,23441.25
1028,4,1,3,1,230400,0,0.147028,25452.742
1029,4,1,3,1,115200,0,0.147706,22039.963
1030,4,1,3,1,57600,0,0.146652,22110.186
1031,4,1,3,1,28800,0,0.150235,25908.4
1032,4,1,3,1,14400,0,0.149272,32598.033
1033,4,1,3,1,7200,0,0.145432,39737.473
1034,4,1,3,2,460800,0,0.142295,23695.279
1035,4,1,3,2,230400,0,0.145667,24500.463
1036,4,1,3,2,115200,0,0.143244,26513.018
1037,4,1,3,2,57600,0,0.145375,31310.859
1038,4,1,3,2,28800,0,0.145754,37530.207
1039,4,1,3,2,14400,0,0.142178,53515.742
1040,4,1,3,3,460800,0,0.143324,25954.418
1041,4,1,3,3,230400,0,0.150491,26658.785
1042,4,1,3,3,115200,0,0.150506,28193.074
1043,4,1,3,3,57600,0,0.150296,31606.119
1044,4,1,3,3,28800,0,0.143595,38440.191
1045,4,1,3,4,460800,0,0.150506,26776.357
1046,4,1,3,4,230400,0,0.148429,28979.637
1047,4,1,3,4,115200,0,0.148971,29556.855
1048,4,1,3,4,57600,0,0.148564,34228.348
1049,4,1,3,5,460800,0,0.150491,26624.473
1050,4,1,3,5,230400,0,0.150552,27725.18
1051,4,1,3,5,115200,0,0.148594,28895.58
1052,4,1,3,5,28800,0,0.150491,42984.535
1053,4,1,4,1,460800,0,0.150326,23441.25
1054,4,1,4,1,230400,0,0.147028,25452.742
1055,4,1,4,1,115200,0,0.147706,22039.963
1056,4,1,4,1,57600,0,0.146652,22110.186
1057,4,1,4,1,28800,0,0.150235,25908.4
1058,4,1,4,1,14400,0,0.149272,32598.033
1059,4,1,4,1,7200,0,0.145432,39737.473
1060,4,1,4,2,460800,0,0.142295,23695.279
1061,4,1,4,2,230400,0,0.145667,24500.463
1062,4,1,4,2,115200,0,0.143244,26513.018
1063,4,1,4,2,57600,0,0.145375,31310.859
1064,4,1,4,2,28800,0,0.145754,37530.207
1065,4,1,4,2,14400,0,0.142178,53515.742
1066,4,1,4,3,460800,0,0.143324,25954.418
1067,4,1,4,3,230400,0,0.150491,26658.785
1068,4,1,4,3,115200,0,0.150506,28193.074
1069,4,1,4,3,57600,0,0.150296,31606.119
1070,4,1,4,3,28800,0,0.143595,38440.191
1071,4,1,4,4,460800,0,0.150506,26776.357
1072,4,1,4,4,230400,0,0.148429,28979.637
1073,4,1,4,4,115200,0,0.148971,29556.855
1074,4,1,4,4,57600,0,0.148564,34228.348
1075,4,1,4,4,28800,0,0.140479,44295.383
1076,4,1,4,5,460800,0,0.150491,26624.473
1077,4,1,4,5,230400,0,0.150552,27725.18
1078,4,1,4,5,115200,0,0.148594,28895.58
1079,4,1,4,5,28800,0,0.150491,42984.535
1080,4,1,5,1,460800,0,0.150326,23441.25
1081,4,1,5,1,230400,0,0.147028,25452.742
1082,4,1,5,1,115200,0,0.147706,22039.963
1083,4,1,5,1,57600,0,0.146652,22110.186
1084,4,1,5,1,28800,0,0.150235,25908.4
1085,4,1,5,1,14400,0,0.149272,32598.033
1086,4,1,5,1,7200,0,0.145432,39737.473
1087,4,1,5,2,460800,0,0.142295,23695.279
1088,4,1,5,2,230400,0,0.145667,24500.463
1089,4,1,5,2,115200,0,0.143244,26513.018
1090,4,1,5,2,57600,0,0.145375,31310.859
1091,4,1,5,2,28800,0,0.145754,37530.207
1092,4,1,5,2,14400,0,0.142178,53515.742
1093,4,1,5,3,460800,0,0.143324,25954.418
1094,4,1,5,3,230400,0,0.150491,26658.785
1095,4,1,5,3,115200,0,0.150506,28193.074
1096,4,1,5,3,57600,0,0.150296,31606.119
1097,4,1,5,3,28800,0,0.143595,38440.191
1098,4,1,5,4,460800,0,0.150506,26776.357
1099,4,1,5,4,230400,0,0.148429,28979.637
1100,4,1,5,4,115200,0,0.148971,29556.855
1101,4,1,5,4,57600,0,0.148564,34228.348
1102,4,1,5,5,460800,0,0.150491,26624.473
1103,4,1,5,5,230400,0,0.150552,27725.18
1104,4,1,5,5,115200,0,0.148594,28895.58
