n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
1689,2,5,4,2,115200,0,0.226475,35668.473,2121
1690,2,5,4,2,57600,0,0.212926,41722.898,2299
1694,2,5,4,3,460800,0,0.226107,34317.988,2159
1695,2,5,4,3,230400,0,0.219977,35894.305,2197
1696,2,5,4,3,115200,0,0.220622,39718.59,2367
1697,2,5,4,3,57600,0,0.225047,46204.73,2540
1701,2,5,4,4,460800,0,0.21599,41270.699,2334
1702,2,5,4,4,230400,0,0.2197,41720.238,2344
1715,2,5,5,1,460800,0,0.207418,25899.355,1681
1716,2,5,5,1,230400,0,0.205105,26319.902,1705
1717,2,5,5,1,115200,0,0.207243,28782.797,1775
1719,2,5,5,1,28800,0,0.212697,42957.672,2315
1722,2,5,5,2,460800,0,0.234716,31321.766,1923
1723,2,5,5,2,230400,0,0.226085,36598.676,2264
1729,2,5,5,3,460800,0,0.222938,34247.5,2155
1750,4,1,1,1,460800,0,0.240178,10241.798,574
1751,4,1,1,1,230400,0,0.240518,10495.296,579
1752,4,1,1,1,115200,0,0.230153,11525.514,615
1753,4,1,1,1,57600,0,0.235372,12523.28,620
1754,4,1,1,1,28800,0,0.240202,15345.008,716
1755,4,1,1,1,14400,0,0.242013,18935.477,833
1756,4,1,1,1,7200,0,0.248,25508.602,1000
1757,4,1,1,2,460800,0,0.23574,11457.95,664
1758,4,1,1,2,230400,0,0.240809,12588.45,685
1759,4,1,1,2,115200,0,0.229348,12600.952,696
1760,4,1,1,2,57600,0,0.238163,14200.942,743
1761,4,1,1,2,28800,0,0.267602,15993.782,769
1762,4,1,1,2,14400,0,0.24332,25569.516,942
1764,4,1,1,3,460800,0,0.263729,13007.666,753
1765,4,1,1,3,230400,0,0.242638,13342.028,750
1766,4,1,1,3,115200,0,0.242864,14320.11,800
1767,4,1,1,3,57600,0,0.259606,15315.216,821
1768,4,1,1,3,28800,0,0.300905,16690.969,838
1769,4,1,1,3,14400,0,0.272838,21223.607,875
1771,4,1,1,4,460800,0,0.231109,14093.478,796
1772,4,1,1,4,230400,0,0.237748,13969.522,800
1773,4,1,1,4,115200,0,0.236324,15431.99,840
1774,4,1,1,4,57600,0,0.233759,17818.543,878
1775,4,1,1,4,28800,0,0.234492,27343.203,1706
1778,4,1,1,5,460800,0,0.26195,13624.254,817
1779,4,1,1,5,230400,0,0.237444,14222.754,815
1780,4,1,1,5,115200,0,0.24936,15870.624,864
1781,4,1,1,5,57600,0,0.257092,16932.496,879
1782,4,1,1,5,28800,0,0.303183,18927.496,909
1785,4,1,2,1,460800,0,0.240178,10241.798,574
1786,4,1,2,1,230400,0,0.240518,10495.296,579
1787,4,1,2,1,115200,0,0.230153,11525.514,615
1788,4,1,2,1,57600,0,0.235372,12523.28,620
1789,4,1,2,1,28800,0,0.240202,15345.008,716
1790,4,1,2,1,14400,0,0.242013,18935.477,833
1791,4,1,2,1,7200,0,0.248,25508.602,1000
1792,4,1,2,2,460800,0,0.23574,11457.95,664
1793,4,1,2,2,230400,0,0.240809,12588.45,685
1794,4,1,2,2,115200,0,0.229348,12600.952,696
1795,4,1,2,2,57600,0,0.238163,14200.942,743
1796,4,1,2,2,28800,0,0.267602,15993.782,769
1797,4,1,2,2,14400,0,0.24332,25569.516,942
1799,4,1,2,3,460800,0,0.263729,13007.666,753
1800,4,1,2,3,230400,0,0.242638,13342.028,750
1801,4,1,2,3,115200,0,0.242864,14320.11,800
1802,4,1,2,3,57600,0,0.259606,15315.216,821
1803,4,1,2,3,28800,0,0.300905,16690.969,838
1804,4,1,2,3,14400,0,0.272838,21223.607,875
1806,4,1,2,4,460800,0,0.231109,14093.478,796
1807,4,1,2,4,230400,0,0.237748,13969.522,800
1808,4,1,2,4,115200,0,0.236324,15431.99,840
1809,4,1,2,4,57600,0,0.233759,17818.543,878
1810,4,1,2,4,28800,0,0.234492,27343.203,1706
1813,4,1,2,5,460800,0,0.26195,13624.254,817
1814,4,1,2,5,230400,0,0.237444,14222.754,815
1815,4,1,2,5,115200,0,0.24936,15870.624,864
1816,4,1,2,5,57600,0,0.257092,16932.496,879
1817,4,1,2,5,28800,0,0.303183,18927.496,909
1820,4,1,3,1,460800,0,0.240178,10241.798,574
1821,4,1,3,1,230400,0,0.240518,10495.296,579
1822,4,1,3,1,115200,0,0.230153,11525.514,615
1823,4,1,3,1,57600,0,0.235372,12523.28,620
1824,4,1,3,1,28800,0,0.240202,15345.008,716
1825,4,1,3,1,14400,0,0.242013,18935.477,833
1826,4,1,3,1,7200,0,0.248,25508.602,1000
1827,4,1,3,2,460800,0,0.23574,11457.95,664
1828,4,1,3,2,230400,0,0.240809,12588.45,685
1829,4,1,3,2,115200,0,0.229348,12600.952,696
1830,4,1,3,2,57600,0,0.238163,14200.942,743
1831,4,1,3,2,28800,0,0.267602,15993.782,769
1832,4,1,3,2,14400,0,0.24332,25569.516,942
1834,4,1,3,3,460800,0,0.263729,13007.666,753
1835,4,1,3,3,230400,0,0.242638,13342.028,750
1836,4,1,3,3,115200,0,0.242864,14320.11,800
1837,4,1,3,3,57600,0,0.259606,15315.216,821
1838,4,1,3,3,28800,0,0.300905,16690.969,838
1839,4,1,3,3,14400,0,0.272838,21223.607,875
1841,4,1,3,4,460800,0,0.231109,14093.478,796
1842,4,1,3,4,230400,0,0.237748,13969.522,800
1843,4,1,3,4,115200,0,0.236324,15431.99,840
1844,4,1,3,4,57600,0,0.233759,17818.543,878
1845,4,1,3,4,28800,0,0.234492,27343.203,1706
1848,4,1,3,5,460800,0,0.26195,13624.254,817
1849,4,1,3,5,230400,0,0.237444,14222.754,815
1850,4,1,3,5,115200,0,0.24936,15870.624,864
1851,4,1,3,5,57600,0,0.257092,16932.496,879
1852,4,1,3,5,28800,0,0.303183,18927.496,909
1855,4,1,4,1,460800,0,0.240178,10241.798,574
1856,4,1,4,1,230400,0,0.240518,10495.296,579
1857,4,1,4,1,115200,0,0.230153,11525.514,615
1858,4,1,4,1,57600,0,0.235372,12523.28,620
1859,4,1,4,1,28800,0,0.240202,15345.008,716
1860,4,1,4,1,14400,0,0.242013,18935.477,833
1861,4,1,4,1,7200,0,0.248,25508.602,1000
1862,4,1,4,2,460800,0,0.23574,11457.95,664
1863,4,1,4,2,230400,0,0.240809,12588.45,685
1864,4,1,4,2,115200,0,0.229348,12600.952,696
1865,4,1,4,2,57600,0,0.238163,14200.942,743
1866,4,1,4,2,28800,0,0.267602,15993.782,769
1867,4,1,4,2,14400,0,0.24332,25569.516,942
1869,4,1,4,3,460800,0,0.263729,13007.666,753
1870,4,1,4,3,230400,0,0.242638,13342.028,750
1871,4,1,4,3,115200,0,0.242864,14320.11,800
1872,4,1,4,3,57600,0,0.259606,15315.216,821
1873,4,1,4,3,28800,0,0.300905,16690.969,838
1876,4,1,4,4,460800,0,0.231109,14093.478,796
1877,4,1,4,4,230400,0,0.237748,13969.522,800
1878,4,1,4,4,115200,0,0.236324,15431.99,840
1879,4,1,4,4,57600,0,0.233759,17818.543,878
1880,4,1,4,4,28800,0,0.234492,27343.203,1706
1881,4,1,4,4,14400,0,0.245498,28527.701,989
1883,4,1,4,5,460800,0,0.26195,13624.254,817
1884,4,1,4,5,230400,0,0.237444,14222.754,815
1885,4,1,4,5,115200,0,0.24936,15870.624,864
1886,4,1,4,5,57600,0,0.257092,16932.496,879
1887,4,1,4,5,28800,0,0.303183,18927.496,909
1890,4,1,5,1,460800,0,0.240178,10241.798,574
1891,4,1,5,1,230400,0,0.240518,10495.296,579
1892,4,1,5,1,115200,0,0.230153,11525.514,615
1893,4,1,5,1,57600,0,0.235372,12523.28,620
1894,4,1,5,1,28800,0,0.240202,15345.008,716
1895,4,1,5,1,14400,0,0.242013,18935.477,833
1896,4,1,5,1,7200,0,0.248,25508.602,1000
1897,4,1,5,2,460800,0,0.23574,11457.95,664
1898,4,1,5,2,230400,0,0.240809,12588.45,685
1899,4,1,5,2,115200,0,0.229348,12600.952,696
1900,4,1,5,2,57600,0,0.238163,14200.942,743
1901,4,1,5,2,28800,0,0.267602,15993.782,769
1902,4,1,5,2,14400,0,0.24332,25569.516,942
1904,4,1,5,3,460800,0,0.263729,13007.666,753
1905,4,1,5,3,230400,0,0.242638,13342.028,750
1906,4,1,5,3,115200,0,0.242864,14320.11,800
1907,4,1,5,3,57600,0,0.259606,15315.216,821
1908,4,1,5,3,28800,0,0.300905,16690.969,838
1909,4,1,5,3,14400,0,0.272838,21223.607,875
1911,4,1,5,4,460800,0,0.231109,14093.478,796
1912,4,1,5,4,230400,0,0.237748,13969.522,800
1913,4,1,5,4,115200,0,0.236324,15431.99,840
1914,4,1,5,4,57600,0,0.233759,17818.543,878
1915,4,1,5,4,28800,0,0.234492,27343.203,1706
1918,4,1,5,5,460800,0,0.26195,13624.254,817
1919,4,1,5,5,230400,0,0.237444,14222.754,815
1920,4,1,5,5,115200,0,0.24936,15870.624,864
1921,4,1,5,5,57600,0,0.257092,16932.496,879
1922,4,1,5,5,28800,0,0.303183,18927.496,909
1925,4,2,1,1,460800,0,0.20236,13536.74,870
1926,4,2,1,1,230400,0,0.200707,14460.026,873
1927,4,2,1,1,115200,0,0.205244,14167.426,901
1928,4,2,1,1,57600,0,0.207894,15434.384,949
1929,4,2,1,1,28800,0,0.20429,15734.432,973
1930,4,2,1,1,14400,0,0.20253,18863.123,1198
1931,4,2,1,1,7200,0,0.210734,20659.156,1255
1932,4,2,1,2,460800,0,0.203675,16982.504,1073
1933,4,2,1,2,230400,0,0.200982,17283.615,1073
1934,4,2,1,2,115200,0,0.20713,18113.27,1095
1935,4,2,1,2,57600,0,0.200919,19736.934,1183
1936,4,2,1,2,28800,0,0.211984,20522.697,1202
1937,4,2,1,2,14400,0,0.20306,22111.516,1358
1939,4,2,1,3,460800,0,0.209971,18106.887,1168
1940,4,2,1,3,230400,0,0.202975,17812.955,1171
1941,4,2,1,3,115200,0,0.205625,18490.99,1210
1942,4,2,1,3,57600,0,0.204184,20951.756,1273
1943,4,2,1,3,28800,0,0.208169,22081.725,1347
1944,4,2,1,3,14400,0,0.202572,23289.098,1503
1946,4,2,1,4,460800,0,0.210057,20395.018,1247
1947,4,2,1,4,230400,0,0.202502,20606.488,1244
1948,4,2,1,4,115200,0,0.205697,21451.037,1244
1949,4,2,1,4,57600,0,0.21048,22443.484,1287
1950,4,2,1,4,28800,0,0.209184,26982.508,1432
1951,4,2,1,4,14400,0,0.208914,29285.27,1580
1953,4,2,1,5,460800,0,0.20342,19360.277,1296
1954,4,2,1,5,230400,0,0.205074,20517.91,1299
1955,4,2,1,5,115200,0,0.201279,20284.361,1338
1956,4,2,1,5,57600,0,0.211519,21621.811,1411
1957,4,2,1,5,28800,0,0.207915,23177.645,1491
1960,4,2,2,1,460800,0,0.19504,12989.312,777
1961,4,2,2,1,230400,0,0.207744,13507.48,775
1962,4,2,2,1,115200,0,0.206783,14956.116,816
1963,4,2,2,1,57600,0,0.202127,17191.58,881
1964,4,2,2,1,28800,0,0.206155,21827.693,1001
1965,4,2,2,1,14400,0,0.204459,29024.59,1237
1967,4,2,2,2,460800,0,0.208508,16211.37,998
1968,4,2,2,2,230400,0,0.195937,16597.867,1014
1969,4,2,2,2,115200,0,0.209943,17343.998,1018
1970,4,2,2,2,57600,0,0.20546,22081.191,1348
1971,4,2,2,2,28800,0,0.217836,22982.4,1143
1972,4,2,2,2,14400,0,0.20663,29756.889,1215
1974,4,2,2,3,460800,0,0.225629,17968.832,1096
1975,4,2,2,3,230400,0,0.206051,18922.975,1136
1976,4,2,2,3,115200,0,0.199002,23288.566,1353
1977,4,2,2,3,57600,0,0.234765,24342.725,1270
1978,4,2,2,3,28800,0,0.236014,28529.83,1367
1981,4,2,2,4,460800,0,0.207692,19372.248,1201
1982,4,2,2,4,230400,0,0.204834,21198.072,1240
1983,4,2,2,4,115200,0,0.212903,21635.109,1239
1984,4,2,2,4,57600,0,0.204258,24456.307,1308
1988,4,2,2,5,460800,0,0.215328,19762.736,1225
1989,4,2,2,5,230400,0,0.203649,20234.619,1269
1990,4,2,2,5,115200,0,0.205135,24567.494,1467
1995,4,2,3,1,460800,0,0.19504,12989.312,777
1996,4,2,3,1,230400,0,0.207744,13507.48,775
1997,4,2,3,1,115200,0,0.206783,14956.116,816
1998,4,2,3,1,57600,0,0.202127,17191.58,881
1999,4,2,3,1,28800,0,0.206155,21827.693,1001
2000,4,2,3,1,14400,0,0.204459,29024.59,1237
2002,4,2,3,2,460800,0,0.208508,16211.37,998
2003,4,2,3,2,230400,0,0.195937,16597.867,1014
2004,4,2,3,2,115200,0,0.209943,17343.998,1018
2005,4,2,3,2,57600,0,0.20546,22081.191,1348
2006,4,2,3,2,28800,0,0.217836,22982.4,1143
2007,4,2,3,2,14400,0,0.20663,29756.889,1215
2009,4,2,3,3,460800,0,0.225629,17968.832,1096
2010,4,2,3,3,230400,0,0.206051,18922.975,1136
2011,4,2,3,3,115200,0,0.199002,23288.566,1353
2012,4,2,3,3,57600,0,0.234765,24342.725,1270
2013,4,2,3,3,28800,0,0.236014,28529.83,1367
2016,4,2,3,4,460800,0,0.207692,19372.248,1201
2017,4,2,3,4,230400,0,0.204834,21198.072,1240
2018,4,2,3,4,115200,0,0.212903,21635.109,1239
2019,4,2,3,4,57600,0,0.204258,24456.307,1308
2023,4,2,3,5,460800,0,0.215328,19762.736,1225
2024,4,2,3,5,230400,0,0.203649,20234.619,1269
2025,4,2,3,5,115200,0,0.205135,24567.494,1467
2030,4,2,4,1,460800,0,0.19504,12989.312,777
2031,4,2,4,1,230400,0,0.207744,13507.48,775
2032,4,2,4,1,115200,0,0.206783,14956.116,816
2033,4,2,4,1,57600,0,0.202127,17191.58,881
2034,4,2,4,1,28800,0,0.206155,21827.693,1001
2035,4,2,4,1,14400,0,0.204459,29024.59,1237
2037,4,2,4,2,460800,0,0.208508,16211.37,998
2038,4,2,4,2,230400,0,0.195937,16597.867,1014
2039,4,2,4,2,115200,0,0.209943,17343.998,1018
2040,4,2,4,2,57600,0,0.20546,22081.191,1348
2041,4,2,4,2,28800,0,0.217836,22982.4,1143
2044,4,2,4,3,460800,0,0.225629,17968.832,1096
2045,4,2,4,3,230400,0,0.206051,18922.975,1136
2046,4,2,4,3,115200,0,0.199002,23288.566,1353
2047,4,2,4,3,57600,0,0.234765,24342.725,1270
2048,4,2,4,3,28800,0,0.236014,28529.83,1367
2051,4,2,4,4,460800,0,0.207692,19372.248,1201
2052,4,2,4,4,230400,0,0.204834,21198.072,1240
2053,4,2,4,4,115200,0,0.212903,21635.109,1239
2054,4,2,4,4,57600,0,0.204258,24456.307,1308
2058,4,2,4,5,460800,0,0.215328,19762.736,1225
2059,4,2,4,5,230400,0,0.203649,20234.619,1269
2060,4,2,4,5,115200,0,0.205135,24567.494,1467
2065,4,2,5,1,460800,0,0.19504,12989.312,777
2066,4,2,5,1,230400,0,0.207744,13507.48,775
2067,4,2,5,1,115200,0,0.206783,14956.116,816
2068,4,2,5,1,57600,0,0.202127,17191.58,881
2069,4,2,5,1,28800,0,0.206155,21827.693,1001
2070,4,2,5,1,14400,0,0.204459,29024.59,1237
2072,4,2,5,2,460800,0,0.208508,16211.37,998
2073,4,2,5,2,230400,0,0.195937,16597.867,1014
2074,4,2,5,2,115200,0,0.209943,17343.998,1018
2075,4,2,5,2,57600,0,0.20546,22081.191,1348
2076,4,2,5,2,28800,0,0.217836,22982.4,1143
2077,4,2,5,2,14400,0,0.20663,29756.889,1215
2079,4,2,5,3,460800,0,0.225629,17968.832,1096
2080,4,2,5,3,230400,0,0.206051,18922.975,1136
2081,4,2,5,3,115200,0,0.199002,23288.566,1353
2082,4,2,5,3,57600,0,0.234765,24342.725,1270
2083,4,2,5,3,28800,0,0.236014,28529.83,1367
2086,4,2,5,4,460800,0,0.207692,19372.248,1201
2087,4,2,5,4,230400,0,0.204834,21198.072,1240
2088,4,2,5,4,115200,0,0.212903,21635.109,1239
2089,4,2,5,4,57600,0,0.204258,24456.307,1308
2093,4,2,5,5,460800,0,0.215328,19762.736,1225
2094,4,2,5,5,230400,0,0.203649,20234.619,1269
2100,4,3,1,1,460800,0,0.222074,19068.742,1244
2101,4,3,1,1,230400,0,0.222052,19126.465,1256
2102,4,3,1,1,115200,0,0.211687,19047.994,1288
2103,4,3,1,1,57600,0,0.214886,20290.48,1343
2104,4,3,1,1,28800,0,0.237357,19862.486,1315
2105,4,3,1,1,14400,0,0.221846,23061.668,1501
2106,4,3,1,1,7200,0,0.259613,21460.613,1341
2107,4,3,1,2,460800,0,0.213322,24426.779,1566
2108,4,3,1,2,230400,0,0.209267,24236.059,1578
2109,4,3,1,2,115200,0,0.210597,25284.631,1608
2110,4,3,1,2,57600,0,0.213194,27159.133,1687
2111,4,3,1,2,28800,0,0.214116,27432.314,1741
2112,4,3,1,2,14400,0,0.209396,30452.744,1910
2114,4,3,1,3,460800,0,0.223385,24937.234,1561
2115,4,3,1,3,230400,0,0.224084,25487.588,1573
2116,4,3,1,3,115200,0,0.224872,25672.457,1605
2117,4,3,1,3,57600,0,0.216626,26664.639,1644
2118,4,3,1,3,28800,0,0.21675,29982.723,1770
2119,4,3,1,3,14400,0,0.222239,30108.273,1801
2121,4,3,1,4,460800,0,0.215788,29027.25,1819
2122,4,3,1,4,230400,0,0.210921,28848.764,1831
2123,4,3,1,4,115200,0,0.216329,30250.584,1864
2124,4,3,1,4,57600,0,0.221871,32015.76,1968
2125,4,3,1,4,28800,0,0.215653,33765.508,2057
2128,4,3,1,5,460800,0,0.221376,28545.258,1882
2129,4,3,1,5,230400,0,0.218965,28971.391,1894
2130,4,3,1,5,115200,0,0.22284,27957.133,1926
2131,4,3,1,5,57600,0,0.213985,29977.137,1981
2132,4,3,1,5,28800,0,0.216557,34438.754,2104
2135,4,3,2,1,460800,0,0.235269,17405.178,1076
2136,4,3,2,1,230400,0,0.234095,18087.734,1092
2137,4,3,2,1,115200,0,0.219101,20009.85,1179
2138,4,3,2,1,57600,0,0.22818,22612.66,1272
2139,4,3,2,1,28800,0,0.253743,24140.83,1295
2140,4,3,2,1,14400,0,0.243742,27845.678,1230
2142,4,3,2,2,460800,0,0.210284,23659.369,1458
2143,4,3,2,2,230400,0,0.206725,24695.973,1474
2144,4,3,2,2,115200,0,0.209054,25911.857,1525
2145,4,3,2,2,57600,0,0.210987,29402.576,1627
2146,4,3,2,2,28800,0,0.215205,32683.42,1734
2149,4,3,2,3,460800,0,0.228024,23750.342,1498
2150,4,3,2,3,230400,0,0.220488,24389.807,1517
2151,4,3,2,3,115200,0,0.218898,25716.613,1574
2152,4,3,2,3,57600,0,0.225189,29691.984,1705
2153,4,3,2,3,28800,0,0.220834,35960.539,1880
2156,4,3,2,4,460800,0,0.220461,28355.334,1704
2157,4,3,2,4,230400,0,0.223433,30162.805,1729
2158,4,3,2,4,115200,0,0.221106,30635.486,1777
2159,4,3,2,4,57600,0,0.221722,33596.066,1823
2163,4,3,2,5,460800,0,0.223848,25568.719,1771
2164,4,3,2,5,230400,0,0.226452,26599.201,1790
2165,4,3,2,5,115200,0,0.225623,28220.205,1857
2166,4,3,2,5,57600,0,0.222558,31230.795,1984
2170,4,3,3,1,460800,0,0.212579,18748.213,1108
2171,4,3,3,1,230400,0,0.218135,19325.697,1130
2172,4,3,3,1,115200,0,0.218157,21147,1198
2173,4,3,3,1,57600,0,0.221769,23536.479,1288
2174,4,3,3,1,28800,0,0.226117,29347.514,1538
2175,4,3,3,1,14400,0,0.212623,45599.848,1998
2177,4,3,3,2,460800,0,0.216302,23315.697,1347
2178,4,3,3,2,230400,0,0.213335,24872.596,1457
2179,4,3,3,2,115200,0,0.20129,27255.689,1436
2180,4,3,3,2,57600,0,0.222658,28189.615,1436
2181,4,3,3,2,28800,0,0.238002,32137.854,1692
2184,4,3,3,3,460800,0,0.247295,24499.398,1460
2185,4,3,3,3,230400,0,0.222714,27568.24,1626
2187,4,3,3,3,57600,0,0.238779,28674.268,1659
2191,4,3,3,4,460800,0,0.223191,26942.607,1620
2192,4,3,3,4,230400,0,0.204978,27983.998,1640
2193,4,3,3,4,115200,0,0.218335,31579.254,1693
2198,4,3,3,5,460800,0,0.238945,28089.865,1699
2205,4,3,4,1,460800,0,0.212579,18748.213,1108
2206,4,3,4,1,230400,0,0.218135,19325.697,1130
2207,4,3,4,1,115200,0,0.218157,21147,1198
2208,4,3,4,1,57600,0,0.221769,23536.479,1288
2209,4,3,4,1,28800,0,0.226117,29347.514,1538
2210,4,3,4,1,14400,0,0.212623,45599.848,1998
2212,4,3,4,2,460800,0,0.216302,23315.697,1347
2213,4,3,4,2,230400,0,0.213335,24872.596,1457
2214,4,3,4,2,115200,0,0.20129,27255.689,1436
2215,4,3,4,2,57600,0,0.222658,28189.615,1436
2216,4,3,4,2,28800,0,0.238002,32137.854,1692
2219,4,3,4,3,460800,0,0.247295,24499.398,1460
2220,4,3,4,3,230400,0,0.222714,27568.24,1626
2222,4,3,4,3,57600,0,0.238779,28674.268,1659
2226,4,3,4,4,460800,0,0.223191,26942.607,1620
2227,4,3,4,4,230400,0,0.204978,27983.998,1640
2228,4,3,4,4,115200,0,0.218335,31579.254,1693
2233,4,3,4,5,460800,0,0.238945,28089.865,1699
2240,4,3,5,1,460800,0,0.212579,18748.213,1108
2241,4,3,5,1,230400,0,0.218135,19325.697,1130
2242,4,3,5,1,115200,0,0.218157,21147,1198
2243,4,3,5,1,57600,0,0.221769,23536.479,1288
2244,4,3,5,1,28800,0,0.226117,29347.514,1538
2245,4,3,5,1,14400,0,0.212623,45599.848,1998
2247,4,3,5,2,460800,0,0.216302,23315.697,1347
2248,4,3,5,2,230400,0,0.213335,24872.596,1457
2249,4,3,5,2,115200,0,0.20129,27255.689,1436
2251,4,3,5,2,28800,0,0.238002,32137.854,1692
2254,4,3,5,3,460800,0,0.247295,24499.398,1460
2255,4,3,5,3,230400,0,0.222714,27568.24,1626
2257,4,3,5,3,57600,0,0.238779,28674.268,1659
2261,4,3,5,4,460800,0,0.223191,26942.607,1620
2262,4,3,5,4,230400,0,0.204978,27983.998,1640
2263,4,3,5,4,115200,0,0.218335,31579.254,1693
2268,4,3,5,5,460800,0,0.238945,28089.865,1699
2275,4,4,1,1,460800,0,0.210343,20539.189,1445
2276,4,4,1,1,230400,0,0.211897,21033.949,1453
2277,4,4,1,1,115200,0,0.20581,20494.236,1487
2278,4,4,1,1,57600,0,0.214789,21646.549,1537
2279,4,4,1,1,28800,0,0.218065,22732.627,1543
2280,4,4,1,1,14400,0,0.215113,24241.111,1732
2281,4,4,1,1,7200,0,0.204623,28245.742,2000
2282,4,4,1,2,460800,0,0.207442,26023.578,1887
2283,4,4,1,2,230400,0,0.208164,25758.377,1894
2284,4,4,1,2,115200,0,0.21203,26450.242,1920
2285,4,4,1,2,57600,0,0.209099,29202.545,1991
2286,4,4,1,2,28800,0,0.202663,31135.033,2031
2287,4,4,1,2,14400,0,0.21084,33708.316,2227
2289,4,4,1,3,460800,0,0.21289,27687.143,2018
2290,4,4,1,3,230400,0,0.214271,28500.836,2027
2291,4,4,1,3,115200,0,0.209328,28592.34,2064
2292,4,4,1,3,57600,0,0.214638,31846.584,2135
2293,4,4,1,3,28800,0,0.211098,31878.504,2222
2294,4,4,1,3,14400,0,0.213257,35300.859,2439
2296,4,4,1,4,460800,0,0.200761,33624.527,2216
2297,4,4,1,4,230400,0,0.207488,31668.363,2221
2298,4,4,1,4,115200,0,0.207912,33316.5,2245
2299,4,4,1,4,57600,0,0.208804,36241.172,2319
2300,4,4,1,4,28800,0,0.201928,38053.695,2360
2303,4,4,1,5,460800,0,0.206479,30727.521,2291
2304,4,4,1,5,230400,0,0.215458,30881.803,2300
2305,4,4,1,5,115200,0,0.209544,32451.201,2336
2306,4,4,1,5,57600,0,0.200716,35654.906,2425
2310,4,4,2,1,460800,0,0.201924,19806.893,1340
2311,4,4,2,1,230400,0,0.20756,19781.889,1338
2312,4,4,2,1,115200,0,0.214204,20301.652,1380
2313,4,4,2,1,57600,0,0.208139,21785.932,1480
2314,4,4,2,1,28800,0,0.20501,23496.047,1563
2315,4,4,2,1,14400,0,0.202674,27207.012,1823
2317,4,4,2,2,460800,0,0.202547,26309.527,1813
2318,4,4,2,2,230400,0,0.206532,26134.5,1813
2319,4,4,2,2,115200,0,0.202568,26684.057,1844
2320,4,4,2,2,57600,0,0.207102,28911.539,1882
2321,4,4,2,2,28800,0,0.200017,30122.105,1950
2324,4,4,2,3,460800,0,0.203938,27279.896,1945
2325,4,4,2,3,230400,0,0.206789,27176.688,1948
2326,4,4,2,3,115200,0,0.208117,27478.066,1958
2327,4,4,2,3,57600,0,0.211975,29507.912,2065
2328,4,4,2,3,28800,0,0.213904,30808.387,2151
2331,4,4,2,4,460800,0,0.207292,31475.514,2123
2332,4,4,2,4,230400,0,0.210494,31550.525,2111
2333,4,4,2,4,115200,0,0.208704,32748.059,2137
2334,4,4,2,4,57600,0,0.206492,35839.512,2197
2338,4,4,2,5,460800,0,0.212575,29377.838,2202
2339,4,4,2,5,230400,0,0.209403,29809.023,2205
2340,4,4,2,5,115200,0,0.206981,29889.355,2234
2345,4,4,3,1,460800,0,0.211501,21482.426,1495
2346,4,4,3,1,230400,0,0.214608,21826.098,1515
2347,4,4,3,1,115200,0,0.214183,23783.061,1590
2348,4,4,3,1,57600,0,0.223057,27023.205,1668
2349,4,4,3,1,28800,0,0.221962,32143.705,1865
2350,4,4,3,1,14400,0,0.209288,41949.266,2210
2352,4,4,3,2,460800,0,0.212434,28116.467,1959
2353,4,4,3,2,230400,0,0.210542,29751.035,1966
2354,4,4,3,2,115200,0,0.212038,31211.908,2024
2355,4,4,3,2,57600,0,0.209023,34936.176,2087
2356,4,4,3,2,28800,0,0.207659,42987.992,2260
2359,4,4,3,3,460800,0,0.216486,30227.441,2167
2360,4,4,3,3,230400,0,0.215659,31655.33,2189
2361,4,4,3,3,115200,0,0.219168,35313.895,2271
2362,4,4,3,3,57600,0,0.214206,38978.309,2367
2366,4,4,3,4,460800,0,0.209127,34378.371,2293
2367,4,4,3,4,230400,0,0.21005,35184.086,2301
2368,4,4,3,4,115200,0,0.208445,39112.375,2359
2369,4,4,3,4,57600,0,0.216339,45742.691,2479
2373,4,4,3,5,460800,0,0.216977,34669.641,2437
2374,4,4,3,5,230400,0,0.22346,35981.023,2463
2375,4,4,3,5,115200,0,0.214809,38819.773,2547
2380,4,4,4,1,460800,0,0.201413,19251.484,1321
2381,4,4,4,1,230400,0,0.20303,19595.688,1315
2382,4,4,4,1,115200,0,0.206541,20426.672,1356
2383,4,4,4,1,57600,0,0.209073,23864.189,1372
2384,4,4,4,1,28800,0,0.208033,23345.756,1520
2387,4,4,4,2,460800,0,0.208938,23794.498,1621
2388,4,4,4,2,230400,0,0.198316,24382.891,1616
2389,4,4,4,2,115200,0,0.199847,25836.314,1656
2390,4,4,4,2,57600,0,0.205228,41776.629,3347
2394,4,4,4,3,460800,0,0.211271,26456.627,1781
2395,4,4,4,3,230400,0,0.206214,26688.578,1806
2396,4,4,4,3,115200,0,0.20975,29994.16,1858
2401,4,4,4,4,460800,0,0.199547,27445.348,1933
2402,4,4,4,4,230400,0,0.200261,32452.799,2120
2403,4,4,4,4,115200,0,0.205551,30726.99,1996
2408,4,4,4,5,460800,0,0.214462,29114.764,2092
2409,4,4,4,5,230400,0,0.212865,32033.582,2057
2415,4,4,5,1,460800,0,0.201413,19251.484,1321
2416,4,4,5,1,230400,0,0.20303,19595.688,1315
2417,4,4,5,1,115200,0,0.206541,20426.672,1356
2418,4,4,5,1,57600,0,0.209073,23864.189,1372
2419,4,4,5,1,28800,0,0.208033,23345.756,1520
