n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
673,1,8,4,1,1,2,2097152,0,1.618127,227
674,1,8,4,1,1,4,1048576,0,1.57288,305
675,1,8,4,1,2,1,4194304,0,1.574392,193
676,1,8,4,1,2,2,2097152,0,1.580358,260
677,1,8,4,1,2,4,1048576,0,1.501315,404
678,1,8,4,1,4,1,4194304,0,1.4841,260
679,1,8,4,1,4,2,2097152,0,1.62179,366
680,1,8,4,1,4,4,1048576,0,1.521215,580
681,1,8,4,1,8,1,4194304,0,1.516666,397
682,1,8,4,1,8,2,2097152,0,1.546821,544
684,1,8,4,2,1,1,4194304,0,1.442938,205
685,1,8,4,2,1,2,2097152,0,1.53509,302
686,1,8,4,2,1,4,1048576,0,1.578846,410
687,1,8,4,2,2,1,4194304,0,1.544232,279
688,1,8,4,2,2,2,2097152,0,1.556991,371
689,1,8,4,2,2,4,1048576,0,1.58599,573
690,1,8,4,2,4,1,4194304,0,1.60406,455
691,1,8,4,2,4,2,2097152,0,1.500337,626
696,1,8,4,4,1,1,4194304,0,1.58995,330
697,1,8,4,4,1,2,2097152,0,1.567575,429
698,1,8,4,4,1,4,1048576,0,1.6347,632
699,1,8,4,4,2,1,4194304,0,1.605046,509
700,1,8,4,4,2,2,2097152,0,1.586984,655
701,1,8,4,4,2,4,1048576,0,1.581019,870
708,1,8,4,8,1,1,4194304,0,1.524979,494
709,1,8,4,8,1,2,2097152,0,1.490339,659
720,1,8,8,1,1,1,4194304,0,1.46093,159
721,1,8,8,1,1,2,2097152,0,1.509032,207
722,1,8,8,1,1,4,1048576,0,1.513793,307
723,1,8,8,1,2,1,4194304,0,1.503806,209
724,1,8,8,1,2,2,2097152,0,1.52219,304
726,1,8,8,1,4,1,4194304,0,1.483306,279
732,1,8,8,2,1,1,4194304,0,1.511657,222
733,1,8,8,2,1,2,2097152,0,1.552699,353
734,1,8,8,2,1,4,1048576,0,1.553356,480
735,1,8,8,2,2,1,4194304,0,1.496419,338
744,1,8,8,4,1,1,4194304,0,1.589308,368
745,1,8,8,4,1,2,2097152,0,1.509194,550
756,1,8,8,8,1,1,4194304,0,1.593248,547
768,2,1,1,1,1,1,4194304,0,1.308533,87
769,2,1,1,1,1,2,2097152,0,1.278471,115
770,2,1,1,1,1,4,1048576,0,1.398718,159
771,2,1,1,1,2,1,4194304,0,1.197342,93
772,2,1,1,1,2,2,2097152,0,1.356233,133
773,2,1,1,1,2,4,1048576,0,1.301694,197
774,2,1,1,1,4,1,4194304,0,1.28671,126
775,2,1,1,1,4,2,2097152,0,1.435962,164
776,2,1,1,1,4,4,1048576,0,1.395779,245
777,2,1,1,1,8,1,4194304,0,1.346244,150
778,2,1,1,1,8,2,2097152,0,1.484853,208
779,2,1,1,1,8,4,1048576,0,1.451762,269
780,2,1,1,2,1,1,4194304,0,1.329643,90
781,2,1,1,2,1,2,2097152,0,1.453099,115
782,2,1,1,2,1,4,1048576,0,1.339438,151
783,2,1,1,2,2,1,4194304,0,1.485237,119
784,2,1,1,2,2,2,2097152,0,1.671313,176
785,2,1,1,2,2,4,1048576,0,1.666248,229
786,2,1,1,2,4,1,4194304,0,1.519366,122
787,2,1,1,2,4,2,2097152,0,1.580317,198
788,2,1,1,2,4,4,1048576,0,1.5609,212
789,2,1,1,2,8,1,4194304,0,1.563188,172
790,2,1,1,2,8,2,2097152,0,1.617889,256
791,2,1,1,2,8,4,1048576,0,1.592733,371
792,2,1,1,4,1,1,4194304,0,1.450396,121
793,2,1,1,4,1,2,2097152,0,1.629584,166
794,2,1,1,4,1,4,1048576,0,1.625193,172
795,2,1,1,4,2,1,4194304,0,1.43458,139
796,2,1,1,4,2,2,2097152,0,1.658311,173
797,2,1,1,4,2,4,1048576,0,1.578105,307
798,2,1,1,4,4,1,4194304,0,1.563939,166
799,2,1,1,4,4,2,2097152,0,1.574576,213
800,2,1,1,4,4,4,1048576,0,1.61746,328
801,2,1,1,4,8,1,4194304,0,1.543772,242
802,2,1,1,4,8,2,2097152,0,1.676641,377
803,2,1,1,4,8,4,1048576,0,1.621602,524
804,2,1,1,8,1,1,4194304,0,1.433338,152
805,2,1,1,8,1,2,2097152,0,1.663699,192
806,2,1,1,8,1,4,1048576,0,1.620464,304
807,2,1,1,8,2,1,4194304,0,1.578105,194
808,2,1,1,8,2,2,2097152,0,1.588236,250
809,2,1,1,8,2,4,1048576,0,1.620994,366
810,2,1,1,8,4,1,4194304,0,1.611382,223
811,2,1,1,8,4,2,2097152,0,1.647513,343
812,2,1,1,8,4,4,1048576,0,1.621512,426
816,2,1,2,1,1,1,4194304,0,1.274582,103
817,2,1,2,1,1,2,2097152,0,1.31061,112
818,2,1,2,1,1,4,1048576,0,1.460088,196
819,2,1,2,1,2,1,4194304,0,1.248531,108
820,2,1,2,1,2,2,2097152,0,1.318564,165
821,2,1,2,1,2,4,1048576,0,1.300804,205
822,2,1,2,1,4,1,4194304,0,1.344904,154
823,2,1,2,1,4,2,2097152,0,1.648462,229
824,2,1,2,1,4,4,1048576,0,1.643604,311
825,2,1,2,1,8,1,4194304,0,1.388226,210
826,2,1,2,1,8,2,2097152,0,1.518052,340
827,2,1,2,1,8,4,1048576,0,1.569145,430
828,2,1,2,2,1,1,4194304,0,1.329043,102
829,2,1,2,2,1,2,2097152,0,1.461092,145
830,2,1,2,2,1,4,1048576,0,1.462936,235
831,2,1,2,2,2,1,4194304,0,1.608244,145
832,2,1,2,2,2,2,2097152,0,1.635051,201
833,2,1,2,2,2,4,1048576,0,1.573731,254
834,2,1,2,2,4,1,4194304,0,1.453293,200
835,2,1,2,2,4,2,2097152,0,1.604067,339
836,2,1,2,2,4,4,1048576,0,1.571566,368
837,2,1,2,2,8,1,4194304,0,1.574337,333
838,2,1,2,2,8,2,2097152,0,1.648548,648
839,2,1,2,2,8,4,1048576,0,1.592429,715
840,2,1,2,4,1,1,4194304,0,1.553761,145
841,2,1,2,4,1,2,2097152,0,1.539852,200
842,2,1,2,4,1,4,1048576,0,1.568173,246
843,2,1,2,4,2,1,4194304,0,1.587133,227
844,2,1,2,4,2,2,2097152,0,1.53285,347
845,2,1,2,4,2,4,1048576,0,1.556138,357
846,2,1,2,4,4,1,4194304,0,1.60105,328
847,2,1,2,4,4,2,2097152,0,1.588821,563
848,2,1,2,4,4,4,1048576,0,1.603563,716
849,2,1,2,4,8,1,4194304,0,1.609683,560
850,2,1,2,4,8,2,2097152,0,1.578357,820
851,2,1,2,4,8,4,1048576,0,1.58087,891
852,2,1,2,8,1,1,4194304,0,1.525105,196
853,2,1,2,8,1,2,2097152,0,1.568843,237
854,2,1,2,8,1,4,1048576,0,1.445507,271
855,2,1,2,8,2,1,4194304,0,1.559153,340
856,2,1,2,8,2,2,2097152,0,1.531509,476
857,2,1,2,8,2,4,1048576,0,1.571887,547
858,2,1,2,8,4,1,4194304,0,1.496514,604
859,2,1,2,8,4,2,2097152,0,1.560509,939
860,2,1,2,8,4,4,1048576,0,1.588486,969
864,2,1,4,1,1,1,4194304,0,1.294041,101
865,2,1,4,1,1,2,2097152,0,1.393468,129
866,2,1,4,1,1,4,1048576,0,1.382993,235
867,2,1,4,1,2,1,4194304,0,1.487613,114
868,2,1,4,1,2,2,2097152,0,1.456528,162
869,2,1,4,1,2,4,1048576,0,1.461016,214
870,2,1,4,1,4,1,4194304,0,1.403361,158
871,2,1,4,1,4,2,2097152,0,1.508243,213
872,2,1,4,1,4,4,1048576,0,1.432948,312
873,2,1,4,1,8,1,4194304,0,1.441021,219
874,2,1,4,1,8,2,2097152,0,1.567339,292
875,2,1,4,1,8,4,1048576,0,1.61637,403
876,2,1,4,2,1,1,4194304,0,1.538948,143
877,2,1,4,2,1,2,2097152,0,1.551585,191
878,2,1,4,2,1,4,1048576,0,1.643197,247
879,2,1,4,2,2,1,4194304,0,1.453368,168
880,2,1,4,2,2,2,2097152,0,1.58253,220
881,2,1,4,2,2,4,1048576,0,1.464838,272
882,2,1,4,2,4,1,4194304,0,1.547469,235
883,2,1,4,2,4,2,2097152,0,1.560434,328
884,2,1,4,2,4,4,1048576,0,1.602985,476
885,2,1,4,2,8,1,4194304,0,1.543072,333
886,2,1,4,2,8,2,2097152,0,1.550218,525
887,2,1,4,2,8,4,1048576,0,1.619195,658
888,2,1,4,4,1,1,4194304,0,1.498878,182
889,2,1,4,4,1,2,2097152,0,1.585835,253
890,2,1,4,4,1,4,1048576,0,1.598471,357
891,2,1,4,4,2,1,4194304,0,1.563579,263
892,2,1,4,4,2,2,2097152,0,1.573387,444
893,2,1,4,4,2,4,1048576,0,1.54945,518
894,2,1,4,4,4,1,4194304,0,1.576556,397
895,2,1,4,4,4,2,2097152,0,1.597666,543
896,2,1,4,4,4,4,1048576,0,1.60099,683
900,2,1,4,8,1,1,4194304,0,1.542938,268
901,2,1,4,8,1,2,2097152,0,1.615097,339
902,2,1,4,8,1,4,1048576,0,1.574362,450
903,2,1,4,8,2,1,4194304,0,1.523517,412
904,2,1,4,8,2,2,2097152,0,1.570893,663
905,2,1,4,8,2,4,1048576,0,1.549948,807
912,2,1,8,1,1,1,4194304,0,1.57158,104
913,2,1,8,1,1,2,2097152,0,1.529553,201
914,2,1,8,1,1,4,1048576,0,1.556969,294
915,2,1,8,1,2,1,4194304,0,1.306188,135
916,2,1,8,1,2,2,2097152,0,1.50118,177
917,2,1,8,1,2,4,1048576,0,1.457356,275
918,2,1,8,1,4,1,4194304,0,1.371377,180
919,2,1,8,1,4,2,2097152,0,1.551251,255
920,2,1,8,1,4,4,1048576,0,1.578987,365
921,2,1,8,1,8,1,4194304,0,1.429403,250
922,2,1,8,1,8,2,2097152,0,1.505386,385
923,2,1,8,1,8,4,1048576,0,1.567584,534
924,2,1,8,2,1,1,4194304,0,1.471272,128
925,2,1,8,2,1,2,2097152,0,1.45584,183
926,2,1,8,2,1,4,1048576,0,1.519537,319
927,2,1,8,2,2,1,4194304,0,1.440777,164
928,2,1,8,2,2,2,2097152,0,1.531872,249
929,2,1,8,2,2,4,1048576,0,1.570116,296
930,2,1,8,2,4,1,4194304,0,1.546654,251
931,2,1,8,2,4,2,2097152,0,1.510876,377
932,2,1,8,2,4,4,1048576,0,1.585879,517
936,2,1,8,4,1,1,4194304,0,1.477181,173
937,2,1,8,4,1,2,2097152,0,1.555982,256
938,2,1,8,4,1,4,1048576,0,1.499672,334
939,2,1,8,4,2,1,4194304,0,1.569623,261
940,2,1,8,4,2,2,2097152,0,1.472455,365
941,2,1,8,4,2,4,1048576,0,1.56355,582
948,2,1,8,8,1,1,4194304,0,1.476853,274
949,2,1,8,8,1,2,2097152,0,1.550072,394
950,2,1,8,8,1,4,1048576,0,1.521506,565
960,2,2,1,1,1,1,4194304,0,1.390139,92
961,2,2,1,1,1,2,2097152,0,1.257601,109
962,2,2,1,1,1,4,1048576,0,1.31038,180
963,2,2,1,1,2,1,4194304,0,1.229876,93
964,2,2,1,1,2,2,2097152,0,1.373516,129
965,2,2,1,1,2,4,1048576,0,1.322601,197
966,2,2,1,1,4,1,4194304,0,1.509928,136
967,2,2,1,1,4,2,2097152,0,1.502848,178
968,2,2,1,1,4,4,1048576,0,1.653386,208
969,2,2,1,1,8,1,4194304,0,1.416132,167
970,2,2,1,1,8,2,2097152,0,1.548288,235
971,2,2,1,1,8,4,1048576,0,1.582507,358
972,2,2,1,2,1,1,4194304,0,1.311559,86
973,2,2,1,2,1,2,2097152,0,1.552186,133
974,2,2,1,2,1,4,1048576,0,1.423695,190
975,2,2,1,2,2,1,4194304,0,1.559303,135
976,2,2,1,2,2,2,2097152,0,1.662649,228
977,2,2,1,2,2,4,1048576,0,1.631291,260
978,2,2,1,2,4,1,4194304,0,1.509253,164
979,2,2,1,2,4,2,2097152,0,1.461546,251
980,2,2,1,2,4,4,1048576,0,1.617478,314
981,2,2,1,2,8,1,4194304,0,1.594812,254
982,2,2,1,2,8,2,2097152,0,1.562278,359
983,2,2,1,2,8,4,1048576,0,1.640662,459
984,2,2,1,4,1,1,4194304,0,1.575119,140
985,2,2,1,4,1,2,2097152,0,1.662466,192
986,2,2,1,4,1,4,1048576,0,1.553029,269
987,2,2,1,4,2,1,4194304,0,1.537722,175
988,2,2,1,4,2,2,2097152,0,1.56436,224
989,2,2,1,4,2,4,1048576,0,1.599258,320
990,2,2,1,4,4,1,4194304,0,1.601463,260
991,2,2,1,4,4,2,2097152,0,1.651024,319
992,2,2,1,4,4,4,1048576,0,1.564376,471
993,2,2,1,4,8,1,4194304,0,1.565312,337
994,2,2,1,4,8,2,2097152,0,1.648247,517
995,2,2,1,4,8,4,1048576,0,1.645887,670
996,2,2,1,8,1,1,4194304,0,1.583381,155
997,2,2,1,8,1,2,2097152,0,1.557244,235
998,2,2,1,8,1,4,1048576,0,1.649482,327
999,2,2,1,8,2,1,4194304,0,1.583916,256
1000,2,2,1,8,2,2,2097152,0,1.627413,341
1001,2,2,1,8,2,4,1048576,0,1.653544,481
1002,2,2,1,8,4,1,4194304,0,1.52493,355
1003,2,2,1,8,4,2,2097152,0,1.636189,525
1004,2,2,1,8,4,4,1048576,0,1.592191,627
1008,2,2,2,1,1,1,4194304,0,1.358252,111
1009,2,2,2,1,1,2,2097152,0,1.368626,145
1010,2,2,2,1,1,4,1048576,0,1.502142,246
1011,2,2,2,1,2,1,4194304,0,1.412018,145
1012,2,2,2,1,2,2,2097152,0,1.470232,195
1013,2,2,2,1,2,4,1048576,0,1.466719,287
1014,2,2,2,1,4,1,4194304,0,1.327578,171
1015,2,2,2,1,4,2,2097152,0,1.472262,249
1016,2,2,2,1,4,4,1048576,0,1.607077,323
1017,2,2,2,1,8,1,4194304,0,1.387391,267
1018,2,2,2,1,8,2,2097152,0,1.644966,353
1019,2,2,2,1,8,4,1048576,0,1.632087,435
1020,2,2,2,2,1,1,4194304,0,1.622607,132
1021,2,2,2,2,1,2,2097152,0,1.654564,239
1022,2,2,2,2,1,4,1048576,0,1.591152,232
1023,2,2,2,2,2,1,4194304,0,1.595357,194
1024,2,2,2,2,2,2,2097152,0,1.44999,239
1025,2,2,2,2,2,4,1048576,0,1.555377,285
1026,2,2,2,2,4,1,4194304,0,1.525618,276
1027,2,2,2,2,4,2,2097152,0,1.559573,359
1028,2,2,2,2,4,4,1048576,0,1.594866,416
1029,2,2,2,2,8,1,4194304,0,1.536917,464
1030,2,2,2,2,8,2,2097152,0,1.635933,605
1031,2,2,2,2,8,4,1048576,0,1.642623,679
1032,2,2,2,4,1,1,4194304,0,1.543132,204
1033,2,2,2,4,1,2,2097152,0,1.559362,270
1034,2,2,2,4,1,4,1048576,0,1.591318,354
1035,2,2,2,4,2,1,4194304,0,1.515898,309
1036,2,2,2,4,2,2,2097152,0,1.649388,423
1037,2,2,2,4,2,4,1048576,0,1.618775,436
1038,2,2,2,4,4,1,4194304,0,1.510397,488
1039,2,2,2,4,4,2,2097152,0,1.579644,600
1040,2,2,2,4,4,4,1048576,0,1.565427,700
1044,2,2,2,8,1,1,4194304,0,1.537611,299
1045,2,2,2,8,1,2,2097152,0,1.642349,411
1046,2,2,2,8,1,4,1048576,0,1.557354,440
1047,2,2,2,8,2,1,4194304,0,1.580802,519
1048,2,2,2,8,2,2,2097152,0,1.594519,626
1049,2,2,2,8,2,4,1048576,0,1.637009,749
1056,2,2,4,1,1,1,4194304,0,1.327028,120
1057,2,2,4,1,1,2,2097152,0,1.44987,146
1058,2,2,4,1,1,4,1048576,0,1.505149,308
1059,2,2,4,1,2,1,4194304,0,1.548668,144
1060,2,2,4,1,2,2,2097152,0,1.641113,224
1061,2,2,4,1,2,4,1048576,0,1.49257,318
1062,2,2,4,1,4,1,4194304,0,1.405795,203
1063,2,2,4,1,4,2,2097152,0,1.516818,278
1064,2,2,4,1,4,4,1048576,0,1.520469,405
1065,2,2,4,1,8,1,4194304,0,1.626931,322
1066,2,2,4,1,8,2,2097152,0,1.518568,385
1067,2,2,4,1,8,4,1048576,0,1.612327,563
1068,2,2,4,2,1,1,4194304,0,1.564245,137
1069,2,2,4,2,1,2,2097152,0,1.608567,181
1070,2,2,4,2,1,4,1048576,0,1.614211,335
1071,2,2,4,2,2,1,4194304,0,1.501697,205
1072,2,2,4,2,2,2,2097152,0,1.522277,240
1073,2,2,4,2,2,4,1048576,0,1.642606,388
1074,2,2,4,2,4,1,4194304,0,1.528931,288
1075,2,2,4,2,4,2,2097152,0,1.59747,393
1076,2,2,4,2,4,4,1048576,0,1.540216,521
1077,2,2,4,2,8,1,4194304,0,1.591749,447
1078,2,2,4,2,8,2,2097152,0,1.614318,609
1079,2,2,4,2,8,4,1048576,0,1.595234,802
1080,2,2,4,4,1,1,4194304,0,1.530213,193
1081,2,2,4,4,1,2,2097152,0,1.43194,243
1082,2,2,4,4,1,4,1048576,0,1.580844,396
1083,2,2,4,4,2,1,4194304,0,1.509331,303
1084,2,2,4,4,2,2,2097152,0,1.541861,391
1085,2,2,4,4,2,4,1048576,0,1.571238,621
1086,2,2,4,4,4,1,4194304,0,1.578883,494
1087,2,2,4,4,4,2,2097152,0,1.589836,583
1088,2,2,4,4,4,4,1048576,0,1.562287,830
1092,2,2,4,8,1,1,4194304,0,1.548971,246
1093,2,2,4,8,1,2,2097152,0,1.526395,315
1094,2,2,4,8,1,4,1048576,0,1.477922,453
1095,2,2,4,8,2,1,4194304,0,1.5246,472
1096,2,2,4,8,2,2,2097152,0,1.51099,544
1097,2,2,4,8,2,4,1048576,0,1.481282,747
1104,2,2,8,1,1,1,4194304,0,1.39395,114
1105,2,2,8,1,1,2,2097152,0,1.495077,179
1106,2,2,8,1,1,4,1048576,0,1.487033,222
1107,2,2,8,1,2,1,4194304,0,1.407295,160
1108,2,2,8,1,2,2,2097152,0,1.479514,212
1109,2,2,8,1,2,4,1048576,0,1.454073,343
1110,2,2,8,1,4,1,4194304,0,1.421597,207
1111,2,2,8,1,4,2,2097152,0,1.49742,288
1112,2,2,8,1,4,4,1048576,0,1.530079,426
1113,2,2,8,1,8,1,4194304,0,1.430388,329
1114,2,2,8,1,8,2,2097152,0,1.41808,455
1115,2,2,8,1,8,4,1048576,0,1.57858,622
1116,2,2,8,2,1,1,4194304,0,1.397068,137
1117,2,2,8,2,1,2,2097152,0,1.554505,224
1118,2,2,8,2,1,4,1048576,0,1.480137,345
1119,2,2,8,2,2,1,4194304,0,1.611478,208
1120,2,2,8,2,2,2,2097152,0,1.523337,322
1121,2,2,8,2,2,4,1048576,0,1.566177,449
1122,2,2,8,2,4,1,4194304,0,1.522857,321
1123,2,2,8,2,4,2,2097152,0,1.562574,494
1124,2,2,8,2,4,4,1048576,0,1.549608,650
1128,2,2,8,4,1,1,4194304,0,1.537759,211
1129,2,2,8,4,1,2,2097152,0,1.557131,319
1130,2,2,8,4,1,4,1048576,0,1.576667,402
1131,2,2,8,4,2,1,4194304,0,1.483944,303
1132,2,2,8,4,2,2,2097152,0,1.540571,481
1133,2,2,8,4,2,4,1048576,0,1.600973,614
1140,2,2,8,8,1,1,4194304,0,1.604739,341
1141,2,2,8,8,1,2,2097152,0,1.612455,464
1142,2,2,8,8,1,4,1048576,0,1.601784,614
1152,2,4,1,1,1,1,4194304,0,1.302114,88
1153,2,4,1,1,1,2,2097152,0,1.395218,128
1154,2,4,1,1,1,4,1048576,0,1.574187,201
1155,2,4,1,1,2,1,4194304,0,1.350844,97
1156,2,4,1,1,2,2,2097152,0,1.544086,154
1157,2,4,1,1,2,4,1048576,0,1.43383,223
1158,2,4,1,1,4,1,4194304,0,1.368554,128
1159,2,4,1,1,4,2,2097152,0,1.456077,157
1160,2,4,1,1,4,4,1048576,0,1.604529,258
1161,2,4,1,1,8,1,4194304,0,1.450957,163
1162,2,4,1,1,8,2,2097152,0,1.463243,266
1163,2,4,1,1,8,4,1048576,0,1.509358,393
1164,2,4,1,2,1,1,4194304,0,1.493877,121
1165,2,4,1,2,1,2,2097152,0,1.5789,134
1166,2,4,1,2,1,4,1048576,0,1.58917,215
1167,2,4,1,2,2,1,4194304,0,1.450326,122
1168,2,4,1,2,2,2,2097152,0,1.496448,209
1169,2,4,1,2,2,4,1048576,0,1.539204,217
1170,2,4,1,2,4,1,4194304,0,1.537876,169
1171,2,4,1,2,4,2,2097152,0,1.610418,240
1172,2,4,1,2,4,4,1048576,0,1.603518,357
1173,2,4,1,2,8,1,4194304,0,1.584253,264
1174,2,4,1,2,8,2,2097152,0,1.601756,473
1175,2,4,1,2,8,4,1048576,0,1.636596,526
1176,2,4,1,4,1,1,4194304,0,1.410537,120
1177,2,4,1,4,1,2,2097152,0,1.656177,197
1178,2,4,1,4,1,4,1048576,0,1.568629,227
1179,2,4,1,4,2,1,4194304,0,1.542065,167
1180,2,4,1,4,2,2,2097152,0,1.58381,280
1181,2,4,1,4,2,4,1048576,0,1.642052,392
1182,2,4,1,4,4,1,4194304,0,1.515826,235
1183,2,4,1,4,4,2,2097152,0,1.631625,437
1184,2,4,1,4,4,4,1048576,0,1.625398,536
1188,2,4,1,8,1,1,4194304,0,1.44926,158
1189,2,4,1,8,1,2,2097152,0,1.613076,233
1190,2,4,1,8,1,4,1048576,0,1.595062,300
1191,2,4,1,8,2,1,4194304,0,1.505537,277
1192,2,4,1,8,2,2,2097152,0,1.63717,499
1193,2,4,1,8,2,4,1048576,0,1.633467,596
1200,2,4,2,1,1,1,4194304,0,1.307512,109
1201,2,4,2,1,1,2,2097152,0,1.35863,154
1202,2,4,2,1,1,4,1048576,0,1.568781,244
1203,2,4,2,1,2,1,4194304,0,1.48179,157
1204,2,4,2,1,2,2,2097152,0,1.499828,206
1205,2,4,2,1,2,4,1048576,0,1.523712,260
1206,2,4,2,1,4,1,4194304,0,1.356894,228
1207,2,4,2,1,4,2,2097152,0,1.433381,317
1208,2,4,2,1,4,4,1048576,0,1.584017,396
1209,2,4,2,1,8,1,4194304,0,1.401582,396
1210,2,4,2,1,8,2,2097152,0,1.557221,484
1211,2,4,2,1,8,4,1048576,0,1.600138,576
1212,2,4,2,2,1,1,4194304,0,1.60503,178
1213,2,4,2,2,1,2,2097152,0,1.593503,222
1214,2,4,2,2,1,4,1048576,0,1.619563,230
1215,2,4,2,2,2,1,4194304,0,1.54225,229
1216,2,4,2,2,2,2,2097152,0,1.528053,318
1217,2,4,2,2,2,4,1048576,0,1.569307,356
1218,2,4,2,2,4,1,4194304,0,1.452753,410
1219,2,4,2,2,4,2,2097152,0,1.590863,502
1220,2,4,2,2,4,4,1048576,0,1.580175,534
1221,2,4,2,2,8,1,4194304,0,1.591453,718
1222,2,4,2,2,8,2,2097152,0,1.55221,911
1223,2,4,2,2,8,4,1048576,0,1.625854,893
1224,2,4,2,4,1,1,4194304,0,1.465708,235
1225,2,4,2,4,1,2,2097152,0,1.609205,324
1226,2,4,2,4,1,4,1048576,0,1.513819,365
1227,2,4,2,4,2,1,4194304,0,1.526884,411
1228,2,4,2,4,2,2,2097152,0,1.548763,494
1229,2,4,2,4,2,4,1048576,0,1.639955,563
1230,2,4,2,4,4,1,4194304,0,1.610569,678
1231,2,4,2,4,4,2,2097152,0,1.607396,914
1232,2,4,2,4,4,4,1048576,0,1.625766,839
1236,2,4,2,8,1,1,4194304,0,1.574626,403
1237,2,4,2,8,1,2,2097152,0,1.57663,537
1238,2,4,2,8,1,4,1048576,0,1.644954,539
1239,2,4,2,8,2,1,4194304,0,1.53156,735
1240,2,4,2,8,2,2,2097152,0,1.519034,1020
1241,2,4,2,8,2,4,1048576,0,1.561456,772
1248,2,4,4,1,1,1,4194304,0,1.510893,128
1249,2,4,4,1,1,2,2097152,0,1.620614,192
1250,2,4,4,1,1,4,1048576,0,1.63669,270
1251,2,4,4,1,2,1,4194304,0,1.414649,183
1252,2,4,4,1,2,2,2097152,0,1.524514,243
1253,2,4,4,1,2,4,1048576,0,1.528657,343
1254,2,4,4,1,4,1,4194304,0,1.537784,262
1255,2,4,4,1,4,2,2097152,0,1.504646,331
1256,2,4,4,1,4,4,1048576,0,1.505971,502
1257,2,4,4,1,8,1,4194304,0,1.616408,340
1258,2,4,4,1,8,2,2097152,0,1.608289,505
1259,2,4,4,1,8,4,1048576,0,1.553945,710
1260,2,4,4,2,1,1,4194304,0,1.534427,181
1261,2,4,4,2,1,2,2097152,0,1.530947,238
1262,2,4,4,2,1,4,1048576,0,1.56973,351
1263,2,4,4,2,2,1,4194304,0,1.540918,270
1264,2,4,4,2,2,2,2097152,0,1.564945,351
1265,2,4,4,2,2,4,1048576,0,1.586819,515
1266,2,4,4,2,4,1,4194304,0,1.545239,377
1267,2,4,4,2,4,2,2097152,0,1.563797,524
1268,2,4,4,2,4,4,1048576,0,1.588319,735
1269,2,4,4,2,8,1,4194304,0,1.610939,594
1272,2,4,4,4,1,1,4194304,0,1.476749,279
1273,2,4,4,4,1,2,2097152,0,1.631716,343
1274,2,4,4,4,1,4,1048576,0,1.603375,532
1275,2,4,4,4,2,1,4194304,0,1.62112,422
1276,2,4,4,4,2,2,2097152,0,1.605709,587
1277,2,4,4,4,2,4,1048576,0,1.56743,758
1278,2,4,4,4,4,1,4194304,0,1.589644,584
1284,2,4,4,8,1,1,4194304,0,1.54089,412
1285,2,4,4,8,1,2,2097152,0,1.57669,562
1286,2,4,4,8,1,4,1048576,0,1.598071,773
1287,2,4,4,8,2,1,4194304,0,1.550031,699
1296,2,4,8,1,1,1,4194304,0,1.559924,124
1297,2,4,8,1,1,2,2097152,0,1.583071,208
1298,2,4,8,1,1,4,1048576,0,1.527747,304
1299,2,4,8,1,2,1,4194304,0,1.353623,149
1300,2,4,8,1,2,2,2097152,0,1.476068,232
1301,2,4,8,1,2,4,1048576,0,1.522682,343
1302,2,4,8,1,4,1,4194304,0,1.371869,205
1303,2,4,8,1,4,2,2097152,0,1.535331,338
1304,2,4,8,1,4,4,1048576,0,1.600486,552
1305,2,4,8,1,8,1,4194304,0,1.456974,338
1306,2,4,8,1,8,2,2097152,0,1.548383,515
1308,2,4,8,2,1,1,4194304,0,1.492778,191
1309,2,4,8,2,1,2,2097152,0,1.482599,237
1310,2,4,8,2,1,4,1048576,0,1.520358,402
1311,2,4,8,2,2,1,4194304,0,1.522024,222
1312,2,4,8,2,2,2,2097152,0,1.579307,353
1313,2,4,8,2,2,4,1048576,0,1.58735,586
1314,2,4,8,2,4,1,4194304,0,1.524662,348
1315,2,4,8,2,4,2,2097152,0,1.546982,535
1320,2,4,8,4,1,1,4194304,0,1.449273,225
1321,2,4,8,4,1,2,2097152,0,1.547774,366
1322,2,4,8,4,1,4,1048576,0,1.541863,550
1323,2,4,8,4,2,1,4194304,0,1.577501,380
1324,2,4,8,4,2,2,2097152,0,1.5171,629
1332,2,4,8,8,1,1,4194304,0,1.478166,384
1333,2,4,8,8,1,2,2097152,0,1.571742,594
1344,2,8,1,1,1,1,4194304,0,1.476032,93
1345,2,8,1,1,1,2,2097152,0,1.580921,147
1346,2,8,1,1,1,4,1048576,0,1.581763,152
1347,2,8,1,1,2,1,4194304,0,1.443762,114
1348,2,8,1,1,2,2,2097152,0,1.485844,170
1349,2,8,1,1,2,4,1048576,0,1.498469,231
1350,2,8,1,1,4,1,4194304,0,1.407939,158
1351,2,8,1,1,4,2,2097152,0,1.618499,216
1352,2,8,1,1,4,4,1048576,0,1.488056,360
1353,2,8,1,1,8,1,4194304,0,1.516932,223
1354,2,8,1,1,8,2,2097152,0,1.553118,318
1355,2,8,1,1,8,4,1048576,0,1.543019,508
1356,2,8,1,2,1,1,4194304,0,1.418788,104
1357,2,8,1,2,1,2,2097152,0,1.646918,166
1358,2,8,1,2,1,4,1048576,0,1.558696,242
1359,2,8,1,2,2,1,4194304,0,1.484497,141
1360,2,8,1,2,2,2,2097152,0,1.643399,233
