n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
512,1,8,4,1,8,1,4194304,0,2.0225,485
513,1,8,4,1,8,2,2097152,0,2.046245,661
514,1,8,4,2,1,1,4194304,0,1.939171,281
515,1,8,4,2,1,2,2097152,0,1.97503,279
516,1,8,4,2,1,4,1048576,0,2.007862,420
517,1,8,4,2,2,1,4194304,0,2.05228,354
518,1,8,4,2,2,2,2097152,0,1.919341,538
519,1,8,4,2,2,4,1048576,0,2.030628,671
520,1,8,4,2,4,1,4194304,0,2.006739,553
521,1,8,4,2,4,2,2097152,0,2.086823,660
522,1,8,4,4,1,1,4194304,0,2.201359,356
523,1,8,4,4,1,2,2097152,0,1.986439,467
524,1,8,4,4,1,4,1048576,0,2.019503,691
525,1,8,8,1,1,1,4194304,0,1.924917,147
526,1,8,8,1,1,2,2097152,0,1.775049,218
527,1,8,8,1,1,4,1048576,0,1.963309,384
528,1,8,8,1,2,1,4194304,0,1.97228,195
529,1,8,8,1,2,2,2097152,0,1.885564,258
530,1,8,8,1,4,1,4194304,0,2.078968,294
531,1,8,8,2,1,1,4194304,0,2.027603,277
532,1,8,8,2,1,2,2097152,0,2.045411,386
533,1,8,8,2,1,4,1048576,0,2.087735,545
534,1,8,8,2,2,1,4194304,0,2.187336,348
535,1,8,8,4,1,1,4194304,0,2.032228,364
536,1,8,8,4,1,2,2097152,0,2.049573,552
537,2,1,1,1,1,1,4194304,0,1.649372,91
538,2,1,1,1,1,2,2097152,0,1.62176,112
539,2,1,1,1,1,4,1048576,0,1.648192,189
540,2,1,1,1,2,1,4194304,0,1.542724,76
541,2,1,1,1,2,2,2097152,0,1.626726,119
542,2,1,1,1,2,4,1048576,0,1.553106,132
543,2,1,1,1,4,1,4194304,0,1.997993,116
544,2,1,1,1,4,2,2097152,0,2.038104,129
545,2,1,1,1,4,4,1048576,0,1.956702,166
546,2,1,1,1,8,1,4194304,0,1.830879,115
547,2,1,1,1,8,2,2097152,0,1.873348,161
548,2,1,1,1,8,4,1048576,0,1.929501,234
549,2,1,1,2,1,1,4194304,0,1.554265,77
550,2,1,1,2,1,2,2097152,0,1.636627,102
551,2,1,1,2,1,4,1048576,0,1.783652,141
552,2,1,1,2,2,1,4194304,0,2.111156,118
553,2,1,1,2,2,2,2097152,0,1.855845,138
554,2,1,1,2,2,4,1048576,0,2.136168,216
555,2,1,1,2,4,1,4194304,0,1.808055,136
556,2,1,1,2,4,2,2097152,0,2.050844,176
557,2,1,1,2,4,4,1048576,0,1.825987,230
558,2,1,1,2,8,1,4194304,0,1.872639,150
559,2,1,1,2,8,2,2097152,0,1.977396,207
560,2,1,1,2,8,4,1048576,0,2.065637,342
561,2,1,1,4,1,1,4194304,0,2.04301,106
562,2,1,1,4,1,2,2097152,0,1.97174,142
563,2,1,1,4,1,4,1048576,0,1.877106,181
564,2,1,1,4,2,1,4194304,0,1.763347,140
565,2,1,1,4,2,2,2097152,0,1.941499,186
566,2,1,1,4,2,4,1048576,0,1.814787,299
567,2,1,1,4,4,1,4194304,0,1.909747,172
568,2,1,1,4,4,2,2097152,0,2.140739,250
569,2,1,1,4,4,4,1048576,0,1.904321,318
570,2,1,1,4,8,1,4194304,0,1.925961,229
571,2,1,1,4,8,4,1048576,0,2.067523,472
572,2,1,1,8,1,1,4194304,0,1.973392,143
573,2,1,1,8,1,2,2097152,0,1.838402,156
574,2,1,1,8,1,4,1048576,0,1.999823,272
575,2,1,1,8,2,1,4194304,0,1.98468,183
576,2,1,1,8,2,2,2097152,0,2.07293,252
577,2,1,1,8,2,4,1048576,0,2.110448,394
578,2,1,1,8,4,1,4194304,0,2.0289,253
579,2,1,1,8,4,2,2097152,0,1.910455,368
580,2,1,1,8,4,4,1048576,0,2.113133,501
581,2,1,2,1,1,1,4194304,0,1.650303,88
582,2,1,2,1,1,2,2097152,0,1.607121,115
583,2,1,2,1,1,4,1048576,0,1.671659,192
584,2,1,2,1,2,1,4194304,0,1.737832,104
585,2,1,2,1,2,2,2097152,0,1.613467,162
586,2,1,2,1,4,1,4194304,0,1.974458,136
587,2,1,2,1,4,2,2097152,0,2.154423,232
588,2,1,2,1,4,4,1048576,0,2.067374,295
589,2,1,2,1,8,1,4194304,0,2.029761,193
590,2,1,2,1,8,2,2097152,0,1.97345,309
591,2,1,2,1,8,4,1048576,0,1.874907,333
592,2,1,2,2,1,1,4194304,0,1.764124,108
593,2,1,2,2,1,2,2097152,0,1.946708,145
594,2,1,2,2,1,4,1048576,0,1.813173,196
595,2,1,2,2,2,1,4194304,0,2.084881,135
596,2,1,2,2,2,2,2097152,0,2.148002,193
597,2,1,2,2,2,4,1048576,0,1.973187,210
598,2,1,2,2,4,1,4194304,0,2.004725,186
599,2,1,2,2,4,4,1048576,0,1.854558,358
600,2,1,2,2,8,1,4194304,0,2.003716,321
601,2,1,2,2,8,2,2097152,0,2.086305,651
602,2,1,2,2,8,4,1048576,0,1.9887,463
603,2,1,2,4,1,1,4194304,0,1.994583,141
604,2,1,2,4,1,2,2097152,0,1.995053,206
605,2,1,2,4,1,4,1048576,0,2.067336,255
606,2,1,2,4,2,1,4194304,0,1.905137,218
607,2,1,2,4,2,4,1048576,0,1.893874,384
608,2,1,2,4,4,1,4194304,0,2.095528,329
609,2,1,2,4,4,2,2097152,0,2.05564,589
610,2,1,2,4,4,4,1048576,0,2.102333,492
611,2,1,2,4,8,1,4194304,0,2.045714,549
612,2,1,2,4,8,2,2097152,0,2.125018,728
613,2,1,2,4,8,4,1048576,0,2.174759,756
614,2,1,2,8,1,1,4194304,0,1.963605,192
615,2,1,2,8,1,2,2097152,0,1.924412,245
616,2,1,2,8,1,4,1048576,0,1.885924,342
617,2,1,2,8,2,1,4194304,0,1.945262,346
618,2,1,2,8,2,2,2097152,0,2.044051,526
619,2,1,2,8,2,4,1048576,0,2.117731,550
620,2,1,2,8,4,1,4194304,0,2.011059,507
621,2,1,2,8,4,2,2097152,0,2.110075,880
622,2,1,2,8,4,4,1048576,0,2.157002,719
623,2,1,4,1,1,1,4194304,0,1.601179,87
624,2,1,4,1,1,2,2097152,0,1.773875,145
625,2,1,4,1,1,4,1048576,0,1.483325,218
626,2,1,4,1,2,1,4194304,0,2.08607,147
627,2,1,4,1,2,2,2097152,0,1.957033,192
628,2,1,4,1,2,4,1048576,0,2.307978,297
629,2,1,4,1,4,1,4194304,0,1.820867,194
630,2,1,4,1,4,2,2097152,0,1.871965,243
631,2,1,4,1,4,4,1048576,0,1.953395,349
632,2,1,4,1,8,1,4194304,0,2.032888,260
633,2,1,4,1,8,2,2097152,0,1.906663,324
634,2,1,4,1,8,4,1048576,0,1.890564,469
635,2,1,4,2,1,1,4194304,0,2.28753,144
636,2,1,4,2,1,2,2097152,0,2.035253,230
637,2,1,4,2,1,4,1048576,0,2.166876,274
638,2,1,4,2,2,1,4194304,0,1.773392,188
639,2,1,4,2,2,2,2097152,0,1.986199,243
640,2,1,4,2,2,4,1048576,0,1.871162,407
641,2,1,4,2,4,1,4194304,0,1.955727,293
642,2,1,4,2,4,2,2097152,0,1.871264,353
643,2,1,4,2,4,4,1048576,0,1.97836,495
644,2,1,4,2,8,1,4194304,0,2.07815,375
645,2,1,4,2,8,2,2097152,0,2.133913,595
646,2,1,4,2,8,4,1048576,0,2.024254,684
647,2,1,4,4,1,1,4194304,0,1.900829,204
648,2,1,4,4,1,2,2097152,0,2.012149,254
649,2,1,4,4,1,4,1048576,0,1.858589,364
650,2,1,4,4,2,1,4194304,0,1.896129,296
651,2,1,4,4,2,2,2097152,0,1.985499,406
652,2,1,4,4,2,4,1048576,0,2.0282,501
653,2,1,4,4,4,1,4194304,0,2.124654,460
654,2,1,4,4,4,2,2097152,0,2.109488,571
655,2,1,4,4,4,4,1048576,0,2.04509,724
656,2,1,4,8,1,1,4194304,0,1.906663,310
657,2,1,4,8,1,2,2097152,0,2.113432,362
658,2,1,4,8,1,4,1048576,0,1.987177,520
659,2,1,4,8,2,1,4194304,0,1.93533,469
660,2,1,4,8,2,2,2097152,0,2.058067,724
661,2,1,4,8,2,4,1048576,0,2.105669,808
662,2,1,8,1,1,1,4194304,0,1.915666,133
663,2,1,8,1,1,2,2097152,0,2.055357,194
664,2,1,8,1,1,4,1048576,0,1.896932,292
665,2,1,8,1,2,1,4194304,0,1.802085,137
666,2,1,8,1,2,2,2097152,0,1.759767,200
667,2,1,8,1,2,4,1048576,0,1.904063,285
668,2,1,8,1,4,1,4194304,0,1.845659,224
669,2,1,8,1,4,2,2097152,0,1.979309,288
670,2,1,8,1,4,4,1048576,0,1.915952,455
671,2,1,8,1,8,1,4194304,0,1.999586,262
672,2,1,8,1,8,2,2097152,0,2.020858,405
673,2,1,8,1,8,4,1048576,0,1.897849,618
674,2,1,8,2,1,1,4194304,0,1.840731,157
675,2,1,8,2,1,2,2097152,0,1.786844,198
676,2,1,8,2,1,4,1048576,0,1.886755,290
677,2,1,8,2,2,1,4194304,0,1.912618,217
678,2,1,8,2,2,2,2097152,0,1.938286,294
679,2,1,8,2,2,4,1048576,0,1.988004,461
680,2,1,8,2,4,1,4194304,0,1.901153,296
681,2,1,8,2,4,2,2097152,0,2.04752,418
682,2,1,8,2,4,4,1048576,0,1.939999,654
683,2,1,8,4,1,1,4194304,0,1.878429,210
684,2,1,8,4,1,2,2097152,0,1.880741,289
685,2,1,8,4,1,4,1048576,0,1.901325,451
686,2,1,8,4,2,1,4194304,0,1.967885,316
687,2,1,8,4,2,2,2097152,0,2.006272,440
688,2,1,8,4,2,4,1048576,0,2.052752,627
689,2,1,8,8,1,1,4194304,0,1.888836,300
690,2,1,8,8,1,2,2097152,0,1.999386,462
691,2,1,8,8,1,4,1048576,0,2.010025,655
692,2,2,1,1,1,1,4194304,0,1.582949,81
693,2,2,1,1,1,2,2097152,0,1.624202,128
694,2,2,1,1,1,4,1048576,0,1.652254,147
695,2,2,1,1,2,1,4194304,0,1.623505,85
696,2,2,1,1,2,2,2097152,0,1.656974,105
697,2,2,1,1,2,4,1048576,0,1.678187,153
698,2,2,1,1,4,1,4194304,0,1.971026,135
699,2,2,1,1,4,2,2097152,0,2.231457,164
700,2,2,1,1,4,4,1048576,0,1.954764,207
701,2,2,1,1,8,1,4194304,0,1.897898,157
702,2,2,1,1,8,2,2097152,0,1.795615,208
703,2,2,1,1,8,4,1048576,0,1.879044,292
704,2,2,1,2,1,1,4194304,0,1.664512,93
705,2,2,1,2,1,2,2097152,0,1.716844,125
706,2,2,1,2,1,4,1048576,0,1.647067,148
707,2,2,1,2,2,1,4194304,0,1.888196,132
708,2,2,1,2,2,2,2097152,0,1.913651,182
709,2,2,1,2,2,4,1048576,0,1.969041,237
710,2,2,1,2,4,1,4194304,0,1.891835,181
711,2,2,1,2,4,2,2097152,0,1.89867,225
712,2,2,1,2,4,4,1048576,0,1.952642,319
713,2,2,1,2,8,1,4194304,0,1.9653,234
714,2,2,1,2,8,2,2097152,0,1.89554,279
715,2,2,1,2,8,4,1048576,0,1.90426,454
716,2,2,1,4,1,1,4194304,0,2.102975,119
717,2,2,1,4,1,2,2097152,0,1.978036,176
718,2,2,1,4,1,4,1048576,0,1.952813,227
719,2,2,1,4,2,1,4194304,0,1.789201,163
720,2,2,1,4,2,2,2097152,0,2.030558,188
721,2,2,1,4,2,4,1048576,0,1.872167,276
722,2,2,1,4,4,1,4194304,0,1.963718,261
723,2,2,1,4,4,2,2097152,0,1.969139,310
724,2,2,1,4,4,4,1048576,0,2.061291,469
725,2,2,1,4,8,1,4194304,0,2.175994,358
726,2,2,1,4,8,2,2097152,0,2.133808,465
727,2,2,1,4,8,4,1048576,0,2.046844,688
728,2,2,1,8,1,1,4194304,0,1.884214,154
729,2,2,1,8,1,2,2097152,0,1.81538,199
730,2,2,1,8,1,4,1048576,0,1.912266,330
731,2,2,1,8,2,1,4194304,0,2.060727,226
732,2,2,1,8,2,2,2097152,0,2.105982,289
733,2,2,1,8,2,4,1048576,0,1.893144,507
734,2,2,1,8,4,1,4194304,0,2.07826,401
735,2,2,1,8,4,2,2097152,0,1.92978,508
736,2,2,1,8,4,4,1048576,0,2.046914,695
737,2,2,2,1,1,1,4194304,0,1.70683,103
738,2,2,2,1,1,2,2097152,0,1.716442,134
739,2,2,2,1,1,4,1048576,0,1.765436,240
740,2,2,2,1,2,1,4194304,0,1.964186,120
741,2,2,2,1,2,2,2097152,0,2.240297,202
742,2,2,2,1,2,4,1048576,0,2.161074,280
743,2,2,2,1,4,1,4194304,0,1.8403,235
744,2,2,2,1,4,2,2097152,0,1.991236,258
745,2,2,2,1,4,4,1048576,0,1.835378,331
746,2,2,2,1,8,1,4194304,0,1.96609,260
747,2,2,2,1,8,2,2097152,0,1.803674,329
748,2,2,2,1,8,4,1048576,0,2.086553,408
749,2,2,2,2,1,1,4194304,0,2.078155,143
750,2,2,2,2,1,2,2097152,0,1.948519,185
751,2,2,2,2,1,4,1048576,0,1.924139,296
752,2,2,2,2,2,1,4194304,0,1.797768,199
753,2,2,2,2,2,2,2097152,0,1.940512,265
754,2,2,2,2,2,4,1048576,0,1.905588,344
755,2,2,2,2,4,1,4194304,0,1.932173,314
756,2,2,2,2,4,2,2097152,0,1.952564,387
757,2,2,2,2,4,4,1048576,0,1.997329,449
758,2,2,2,2,8,1,4194304,0,1.998196,517
759,2,2,2,2,8,2,2097152,0,2.02093,647
760,2,2,2,2,8,4,1048576,0,2.017883,709
761,2,2,2,4,1,1,4194304,0,1.792628,206
762,2,2,2,4,1,2,2097152,0,2.068777,265
763,2,2,2,4,1,4,1048576,0,1.889678,336
764,2,2,2,4,2,1,4194304,0,2.042236,349
765,2,2,2,4,2,2,2097152,0,1.906994,427
766,2,2,2,4,2,4,1048576,0,1.866913,496
767,2,2,2,4,4,1,4194304,0,1.912251,536
768,2,2,2,4,4,2,2097152,0,2.085218,678
769,2,2,2,4,4,4,1048576,0,1.941079,738
770,2,2,2,8,1,1,4194304,0,2.061979,345
771,2,2,2,8,1,2,2097152,0,2.106519,424
772,2,2,2,8,1,4,1048576,0,1.944064,512
773,2,2,2,8,2,1,4194304,0,1.976607,553
774,2,2,2,8,2,2,2097152,0,1.981764,657
775,2,2,2,8,2,4,1048576,0,2.050205,765
776,2,2,4,1,1,1,4194304,0,1.835756,120
777,2,2,4,1,1,2,2097152,0,1.803819,146
778,2,2,4,1,1,4,1048576,0,1.99637,249
779,2,2,4,1,2,1,4194304,0,1.93106,146
780,2,2,4,1,2,2,2097152,0,2.197003,222
781,2,2,4,1,2,4,1048576,0,1.944345,269
782,2,2,4,1,4,1,4194304,0,1.85448,213
783,2,2,4,1,4,2,2097152,0,1.836767,268
784,2,2,4,1,4,4,1048576,0,1.966583,398
785,2,2,4,1,8,1,4194304,0,2.080943,314
786,2,2,4,1,8,2,2097152,0,2.136876,408
787,2,2,4,1,8,4,1048576,0,1.928526,547
788,2,2,4,2,1,1,4194304,0,2.131806,149
789,2,2,4,2,1,2,2097152,0,2.017115,172
790,2,2,4,2,1,4,1048576,0,1.933895,298
791,2,2,4,2,2,1,4194304,0,1.820812,205
792,2,2,4,2,2,2,2097152,0,1.930126,268
793,2,2,4,2,2,4,1048576,0,1.846451,392
794,2,2,4,2,4,1,4194304,0,2.053048,321
795,2,2,4,2,4,2,2097152,0,2.020885,376
796,2,2,4,2,4,4,1048576,0,2.053747,641
797,2,2,4,2,8,1,4194304,0,2.09679,498
798,2,2,4,2,8,2,2097152,0,2.112871,629
799,2,2,4,2,8,4,1048576,0,1.980962,776
800,2,2,4,4,1,1,4194304,0,1.88191,195
801,2,2,4,4,1,2,2097152,0,1.975854,234
802,2,2,4,4,1,4,1048576,0,1.906154,418
803,2,2,4,4,2,1,4194304,0,1.980471,309
804,2,2,4,4,2,2,2097152,0,1.94481,466
805,2,2,4,4,2,4,1048576,0,2.241286,587
806,2,2,4,4,4,1,4194304,0,2.035568,505
807,2,2,4,4,4,2,2097152,0,2.085676,624
808,2,2,4,4,4,4,1048576,0,2.006202,834
809,2,2,4,8,1,1,4194304,0,2.027371,260
810,2,2,4,8,1,2,2097152,0,2.030868,360
811,2,2,4,8,1,4,1048576,0,1.973756,520
812,2,2,4,8,2,1,4194304,0,1.968118,500
813,2,2,4,8,2,2,2097152,0,2.057154,654
814,2,2,4,8,2,4,1048576,0,1.902622,796
815,2,2,8,1,1,1,4194304,0,1.926073,126
816,2,2,8,1,1,2,2097152,0,1.991525,180
817,2,2,8,1,1,4,1048576,0,2.073859,271
818,2,2,8,1,2,1,4194304,0,1.876777,162
819,2,2,8,1,2,2,2097152,0,1.988467,229
820,2,2,8,1,2,4,1048576,0,1.954012,318
821,2,2,8,1,4,1,4194304,0,1.910403,232
822,2,2,8,1,4,2,2097152,0,1.957573,314
823,2,2,8,1,4,4,1048576,0,2.09446,468
824,2,2,8,1,8,1,4194304,0,2.026176,310
825,2,2,8,1,8,2,2097152,0,2.084906,412
826,2,2,8,1,8,4,1048576,0,1.975539,677
827,2,2,8,2,1,1,4194304,0,1.932085,160
828,2,2,8,2,1,2,2097152,0,1.995918,215
829,2,2,8,2,1,4,1048576,0,1.939717,309
830,2,2,8,2,2,1,4194304,0,1.896431,202
831,2,2,8,2,2,2,2097152,0,2.038415,272
832,2,2,8,2,2,4,1048576,0,1.932737,473
833,2,2,8,2,4,1,4194304,0,1.977227,328
834,2,2,8,2,4,2,2097152,0,2.10787,435
835,2,2,8,2,4,4,1048576,0,1.958035,668
836,2,2,8,4,1,1,4194304,0,1.903638,244
837,2,2,8,4,1,2,2097152,0,1.902713,345
838,2,2,8,4,2,1,4194304,0,2.088132,344
839,2,2,8,4,2,2,2097152,0,1.969966,446
840,2,2,8,4,2,4,1048576,0,2.034946,732
841,2,2,8,8,1,1,4194304,0,2.040322,352
842,2,2,8,8,1,2,2097152,0,2.012569,513
843,2,2,8,8,1,4,1048576,0,2.041016,718
844,2,4,1,1,1,1,4194304,0,1.70693,88
845,2,4,1,1,1,2,2097152,0,1.607797,118
846,2,4,1,1,1,4,1048576,0,1.658658,171
847,2,4,1,1,2,1,4194304,0,1.730472,100
848,2,4,1,1,2,2,2097152,0,1.829591,146
849,2,4,1,1,2,4,1048576,0,1.73212,208
850,2,4,1,1,4,1,4194304,0,1.852535,149
851,2,4,1,1,4,2,2097152,0,1.923397,193
852,2,4,1,1,4,4,1048576,0,1.877255,254
853,2,4,1,1,8,1,4194304,0,1.871069,189
854,2,4,1,1,8,2,2097152,0,1.934866,276
855,2,4,1,1,8,4,1048576,0,1.928039,464
856,2,4,1,2,1,1,4194304,0,2.174104,104
857,2,4,1,2,1,2,2097152,0,2.148437,170
858,2,4,1,2,1,4,1048576,0,1.989023,235
859,2,4,1,2,2,1,4194304,0,1.858078,148
860,2,4,1,2,2,2,2097152,0,2.064793,205
861,2,4,1,2,2,4,1048576,0,1.925178,260
862,2,4,1,2,4,1,4194304,0,1.864541,205
863,2,4,1,2,4,2,2097152,0,1.957062,294
864,2,4,1,2,4,4,1048576,0,2.001321,450
865,2,4,1,2,8,1,4194304,0,2.222776,295
866,2,4,1,2,8,2,2097152,0,2.097771,477
867,2,4,1,2,8,4,1048576,0,2.04904,642
868,2,4,1,4,1,1,4194304,0,1.902605,145
869,2,4,1,4,1,2,2097152,0,1.849624,201
870,2,4,1,4,1,4,1048576,0,1.858101,279
871,2,4,1,4,2,1,4194304,0,1.934595,222
872,2,4,1,4,2,4,1048576,0,1.932241,442
873,2,4,1,4,4,1,4194304,0,2.016858,307
874,2,4,1,4,4,2,2097152,0,2.007441,514
875,2,4,1,4,4,4,1048576,0,2.049582,536
876,2,4,1,8,1,1,4194304,0,2.027875,225
877,2,4,1,8,1,2,2097152,0,1.823251,259
878,2,4,1,8,1,4,1048576,0,2.062019,428
879,2,4,1,8,2,1,4194304,0,2.001224,338
880,2,4,1,8,2,2,2097152,0,2.084334,469
881,2,4,1,8,2,4,1048576,0,1.977916,598
882,2,4,2,1,1,1,4194304,0,1.592291,109
883,2,4,2,1,1,2,2097152,0,1.61477,146
884,2,4,2,1,1,4,1048576,0,1.636079,235
885,2,4,2,1,2,1,4194304,0,2.08397,146
886,2,4,2,1,2,2,2097152,0,1.950751,220
887,2,4,2,1,2,4,1048576,0,2.102232,271
888,2,4,2,1,4,1,4194304,0,1.849011,236
889,2,4,2,1,4,2,2097152,0,1.866101,318
890,2,4,2,1,4,4,1048576,0,1.798208,378
891,2,4,2,1,8,1,4194304,0,1.972318,375
892,2,4,2,1,8,2,2097152,0,1.948674,524
893,2,4,2,1,8,4,1048576,0,2.039974,560
894,2,4,2,2,1,1,4194304,0,2.288917,138
895,2,4,2,2,1,2,2097152,0,2.26995,178
896,2,4,2,2,1,4,1048576,0,2.09831,297
897,2,4,2,2,2,1,4194304,0,1.772345,239
898,2,4,2,2,2,2,2097152,0,1.865294,312
899,2,4,2,2,2,4,1048576,0,1.784754,401
900,2,4,2,2,4,1,4194304,0,2.115194,415
901,2,4,2,2,4,2,2097152,0,2.073288,506
902,2,4,2,2,4,4,1048576,0,1.996968,557
903,2,4,2,2,8,1,4194304,0,2.171539,617
904,2,4,2,2,8,2,2097152,0,2.060106,779
905,2,4,2,2,8,4,1048576,0,1.9873,819
906,2,4,2,4,1,1,4194304,0,1.805843,219
907,2,4,2,4,1,2,2097152,0,1.923158,273
908,2,4,2,4,1,4,1048576,0,1.82364,314
909,2,4,2,4,2,1,4194304,0,2.034567,376
910,2,4,2,4,2,2,2097152,0,1.951452,516
911,2,4,2,4,2,4,1048576,0,1.934127,559
912,2,4,2,4,4,1,4194304,0,2.05409,687
913,2,4,2,4,4,2,2097152,0,2.24255,960
914,2,4,2,4,4,4,1048576,0,2.146564,873
915,2,4,2,8,1,1,4194304,0,1.992703,330
916,2,4,2,8,1,2,2097152,0,2.01729,424
917,2,4,2,8,1,4,1048576,0,1.977717,479
918,2,4,2,8,2,1,4194304,0,2.009281,645
919,2,4,2,8,2,2,2097152,0,2.066877,849
920,2,4,2,8,2,4,1048576,0,2.108083,869
921,2,4,4,1,1,1,4194304,0,2.070266,150
922,2,4,4,1,1,2,2097152,0,2.09914,182
923,2,4,4,1,1,4,1048576,0,2.141053,335
924,2,4,4,1,2,1,4194304,0,1.842746,193
925,2,4,4,1,2,2,2097152,0,1.885584,225
926,2,4,4,1,2,4,1048576,0,1.984997,407
927,2,4,4,1,4,1,4194304,0,1.905938,250
928,2,4,4,1,4,2,2097152,0,1.991841,341
929,2,4,4,1,4,4,1048576,0,1.922699,478
930,2,4,4,1,8,1,4194304,0,1.961741,346
931,2,4,4,1,8,2,2097152,0,2.025759,455
932,2,4,4,1,8,4,1048576,0,1.909828,681
933,2,4,4,2,1,1,4194304,0,1.863728,200
934,2,4,4,2,1,2,2097152,0,1.91868,238
935,2,4,4,2,1,4,1048576,0,1.967346,391
936,2,4,4,2,2,1,4194304,0,1.999198,271
937,2,4,4,2,2,2,2097152,0,2.233644,332
938,2,4,4,2,2,4,1048576,0,2.009442,488
939,2,4,4,2,4,1,4194304,0,2.035607,419
940,2,4,4,2,4,2,2097152,0,2.057955,517
941,2,4,4,2,4,4,1048576,0,2.015819,741
942,2,4,4,2,8,1,4194304,0,2.04764,535
943,2,4,4,4,1,1,4194304,0,2.098207,295
944,2,4,4,4,1,2,2097152,0,2.090988,375
945,2,4,4,4,1,4,1048576,0,2.005533,519
946,2,4,4,4,2,1,4194304,0,2.040638,458
947,2,4,4,4,2,2,2097152,0,2.107457,560
948,2,4,4,4,2,4,1048576,0,2.037612,790
949,2,4,4,4,4,1,4194304,0,2.104049,662
950,2,4,4,8,1,1,4194304,0,2.022996,408
951,2,4,4,8,1,2,2097152,0,2.100069,515
952,2,4,4,8,1,4,1048576,0,2.019736,804
953,2,4,4,8,2,1,4194304,0,2.179397,645
954,2,4,8,1,1,1,4194304,0,1.829862,131
955,2,4,8,1,1,2,2097152,0,1.865941,215
956,2,4,8,1,1,4,1048576,0,1.833562,308
957,2,4,8,1,2,1,4194304,0,1.833765,129
958,2,4,8,1,2,2,2097152,0,1.822434,221
959,2,4,8,1,2,4,1048576,0,1.838159,350
960,2,4,8,1,4,1,4194304,0,1.808894,145
961,2,4,8,1,4,2,2097152,0,1.781378,264
962,2,4,8,1,4,4,1048576,0,1.724496,378
963,2,4,8,1,8,1,4194304,0,1.90941,155
964,2,4,8,1,8,2,2097152,0,1.864785,252
965,2,4,8,2,1,1,4194304,0,1.851601,149
966,2,4,8,2,1,2,2097152,0,1.888605,233
967,2,4,8,2,1,4,1048576,0,1.932085,414
968,2,4,8,2,2,1,4194304,0,1.806015,202
969,2,4,8,2,2,2,2097152,0,1.868913,275
970,2,4,8,2,2,4,1048576,0,1.909381,458
971,2,4,8,2,4,1,4194304,0,1.826697,233
972,2,4,8,2,4,2,2097152,0,1.968902,385
973,2,4,8,4,1,1,4194304,0,1.981115,262
974,2,4,8,4,1,2,2097152,0,2.10693,378
975,2,4,8,4,1,4,1048576,0,1.939023,540
976,2,4,8,4,2,1,4194304,0,1.871688,260
977,2,4,8,4,2,2,2097152,0,1.930424,427
978,2,4,8,8,1,1,4194304,0,2.06345,312
979,2,4,8,8,1,2,2097152,0,1.868715,457
980,2,8,1,1,1,1,4194304,0,2.023168,115
981,2,8,1,1,1,2,2097152,0,2.079916,151
982,2,8,1,1,1,4,1048576,0,1.935572,218
983,2,8,1,1,2,1,4194304,0,1.811463,124
984,2,8,1,1,2,2,2097152,0,1.751426,168
985,2,8,1,1,2,4,1048576,0,1.842305,306
986,2,8,1,1,4,1,4194304,0,1.919631,164
987,2,8,1,1,4,2,2097152,0,2.050525,207
988,2,8,1,1,4,4,1048576,0,1.865954,388
989,2,8,1,1,8,1,4194304,0,1.992777,244
990,2,8,1,1,8,2,2097152,0,2.044804,322
991,2,8,1,2,1,1,4194304,0,1.819013,133
992,2,8,1,2,1,2,2097152,0,1.888242,179
993,2,8,1,2,1,4,1048576,0,1.81242,239
994,2,8,1,2,2,1,4194304,0,1.889392,173
995,2,8,1,2,2,2,2097152,0,1.938598,225
996,2,8,1,2,2,4,1048576,0,1.917409,420
997,2,8,1,2,4,1,4194304,0,2.006029,252
998,2,8,1,2,4,2,2097152,0,1.949528,371
999,2,8,1,2,4,4,1048576,0,2.007206,505
1000,2,8,1,4,1,1,4194304,0,1.844915,199
1001,2,8,1,4,1,2,2097152,0,2.143963,265
1002,2,8,1,4,1,4,1048576,0,2.01257,394
1003,2,8,1,4,2,1,4194304,0,2.080331,300
1004,2,8,1,4,2,2,2097152,0,2.01488,348
1005,2,8,1,4,2,4,1048576,0,2.056317,587
1006,2,8,1,8,1,1,4194304,0,2.200711,293
1007,2,8,1,8,1,2,2097152,0,2.138076,560
1008,2,8,1,8,1,4,1048576,0,2.015631,523
1009,2,8,2,1,1,1,4194304,0,2.000198,167
1010,2,8,2,1,1,2,2097152,0,2.053352,175
1011,2,8,2,1,1,4,1048576,0,2.004647,252
1012,2,8,2,1,2,1,4194304,0,2.021458,216
1013,2,8,2,1,2,2,2097152,0,1.862017,279
1014,2,8,2,1,2,4,1048576,0,1.833219,341
1015,2,8,2,1,4,1,4194304,0,1.968173,398
1016,2,8,2,1,4,2,2097152,0,2.00446,437
1017,2,8,2,1,4,4,1048576,0,1.97028,505
1018,2,8,2,1,8,1,4194304,0,2.061511,678
1019,2,8,2,1,8,2,2097152,0,1.976064,750
1020,2,8,2,1,8,4,1048576,0,1.915431,865
1021,2,8,2,2,1,1,4194304,0,1.77072,214
1022,2,8,2,2,1,2,2097152,0,1.972332,273
1023,2,8,2,2,1,4,1048576,0,1.952194,321
1024,2,8,2,2,2,1,4194304,0,1.904159,369
1025,2,8,2,2,2,2,2097152,0,1.985635,453
