n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,obj1,obj2
1470,5,200,2,3,4,4,3,0.255,543
1471,5,200,2,3,4,4,4,0.206,522
1472,5,200,2,4,1,1,1,0.126,192
1473,5,200,2,4,1,1,2,0.122,212
1474,5,200,2,4,1,1,3,0.192,255
1475,5,200,2,4,1,1,4,0.149,219
1476,5,200,2,4,1,2,1,0.119,243
1477,5,200,2,4,1,2,2,0.108,240
1478,5,200,2,4,1,2,3,0.184,282
1479,5,200,2,4,1,2,4,0.121,262
1480,5,200,2,4,1,3,1,0.128,314
1481,5,200,2,4,1,3,2,0.127,314
1482,5,200,2,4,1,3,3,0.215,362
1483,5,200,2,4,1,3,4,0.132,316
1484,5,200,2,4,1,4,1,0.122,292
1485,5,200,2,4,1,4,2,0.114,284
1486,5,200,2,4,1,4,3,0.184,322
1487,5,200,2,4,1,4,4,0.128,304
1488,5,200,2,4,2,1,1,0.144,201
1489,5,200,2,4,2,1,2,0.158,218
1490,5,200,2,4,2,1,3,0.228,271
1491,5,200,2,4,2,1,4,0.162,226
1492,5,200,2,4,2,2,1,0.153,244
1493,5,200,2,4,2,2,2,0.157,245
1494,5,200,2,4,2,2,3,0.238,308
1495,5,200,2,4,2,2,4,0.159,272
1496,5,200,2,4,2,3,1,0.150,303
1497,5,200,2,4,2,3,2,0.170,327
1498,5,200,2,4,2,3,3,0.281,373
1499,5,200,2,4,2,3,4,0.156,324
1500,5,200,2,4,2,4,1,0.172,290
1501,5,200,2,4,2,4,2,0.164,278
1502,5,200,2,4,2,4,3,0.229,318
1503,5,200,2,4,2,4,4,0.170,294
1504,5,200,2,4,3,1,1,0.170,228
1505,5,200,2,4,3,1,2,0.189,238
1506,5,200,2,4,3,1,3,0.263,283
1507,5,200,2,4,3,1,4,0.171,225
1508,5,200,2,4,3,2,1,0.169,261
1509,5,200,2,4,3,2,2,0.179,278
1510,5,200,2,4,3,2,3,0.258,334
1511,5,200,2,4,3,2,4,0.182,276
1512,5,200,2,4,3,3,1,0.174,360
1513,5,200,2,4,3,3,2,0.180,352
1514,5,200,2,4,3,3,3,0.263,385
1515,5,200,2,4,3,3,4,0.179,349
1516,5,200,2,4,3,4,1,0.185,300
1517,5,200,2,4,3,4,2,0.185,307
1518,5,200,2,4,3,4,3,0.271,368
1519,5,200,2,4,3,4,4,0.183,309
1520,5,200,2,4,4,1,1,0.163,208
1521,5,200,2,4,4,1,2,0.153,227
1522,5,200,2,4,4,1,3,0.252,273
1523,5,200,2,4,4,1,4,0.161,244
1524,5,200,2,4,4,2,1,0.151,246
1525,5,200,2,4,4,2,2,0.153,247
1526,5,200,2,4,4,2,3,0.240,302
1527,5,200,2,4,4,2,4,0.164,271
1528,5,200,2,4,4,3,1,0.166,312
1529,5,200,2,4,4,3,2,0.174,310
1530,5,200,2,4,4,3,3,0.246,374
1531,5,200,2,4,4,3,4,0.169,343
1532,5,200,2,4,4,4,1,0.167,280
1533,5,200,2,4,4,4,2,0.156,289
1534,5,200,2,4,4,4,3,0.252,329
1535,5,200,2,4,4,4,4,0.171,306
1536,5,200,3,1,1,1,1,0.147,255
1537,5,200,3,1,1,1,2,0.152,278
1538,5,200,3,1,1,1,3,0.205,351
1539,5,200,3,1,1,1,4,0.142,306
1540,5,200,3,1,1,2,1,0.139,328
1541,5,200,3,1,1,2,2,0.143,349
1542,5,200,3,1,1,2,3,0.221,407
1543,5,200,3,1,1,2,4,0.141,357
1544,5,200,3,1,1,3,1,0.135,381
1545,5,200,3,1,1,3,2,0.139,395
1546,5,200,3,1,1,3,3,0.221,450
1547,5,200,3,1,1,3,4,0.151,429
1548,5,200,3,1,1,4,1,0.131,428
1549,5,200,3,1,1,4,2,0.147,437
1550,5,200,3,1,1,4,3,0.215,480
1551,5,200,3,1,1,4,4,0.152,457
1552,5,200,3,1,2,1,1,0.161,260
1553,5,200,3,1,2,1,2,0.154,277
1554,5,200,3,1,2,1,3,0.228,366
1555,5,200,3,1,2,1,4,0.159,307
1556,5,200,3,1,2,2,1,0.143,337
1557,5,200,3,1,2,2,2,0.154,356
1558,5,200,3,1,2,2,3,0.245,428
1559,5,200,3,1,2,2,4,0.175,363
1560,5,200,3,1,2,3,1,0.156,394
1561,5,200,3,1,2,3,2,0.189,404
1562,5,200,3,1,2,3,3,0.243,483
1563,5,200,3,1,2,3,4,0.182,432
1564,5,200,3,1,2,4,1,0.150,441
1565,5,200,3,1,2,4,2,0.165,442
1566,5,200,3,1,2,4,3,0.236,523
1567,5,200,3,1,2,4,4,0.173,474
1568,5,200,3,1,3,1,1,0.189,304
1569,5,200,3,1,3,1,2,0.173,316
1570,5,200,3,1,3,1,3,0.251,391
1571,5,200,3,1,3,1,4,0.179,338
1572,5,200,3,1,3,2,1,0.183,373
1573,5,200,3,1,3,2,2,0.181,370
1574,5,200,3,1,3,2,3,0.266,462
1575,5,200,3,1,3,2,4,0.197,379
1576,5,200,3,1,3,3,1,0.200,439
1577,5,200,3,1,3,3,2,0.208,422
1578,5,200,3,1,3,3,3,0.275,496
1579,5,200,3,1,3,3,4,0.207,437
1580,5,200,3,1,3,4,1,0.189,471
1581,5,200,3,1,3,4,2,0.189,458
1582,5,200,3,1,3,4,3,0.265,537
1583,5,200,3,1,3,4,4,0.194,477
1584,5,200,3,1,4,1,1,0.156,280
1585,5,200,3,1,4,1,2,0.158,298
1586,5,200,3,1,4,1,3,0.240,380
1587,5,200,3,1,4,1,4,0.180,314
1588,5,200,3,1,4,2,1,0.163,350
1589,5,200,3,1,4,2,2,0.183,363
1590,5,200,3,1,4,2,3,0.255,457
1591,5,200,3,1,4,2,4,0.164,387
1592,5,200,3,1,4,3,1,0.159,408
1593,5,200,3,1,4,3,2,0.203,412
1594,5,200,3,1,4,3,3,0.256,510
1595,5,200,3,1,4,3,4,0.161,424
1596,5,200,3,1,4,4,1,0.181,448
1597,5,200,3,1,4,4,2,0.195,453
1598,5,200,3,1,4,4,3,0.240,545
1599,5,200,3,1,4,4,4,0.187,479
1600,5,200,3,2,1,1,1,0.125,269
1601,5,200,3,2,1,1,2,0.137,270
1602,5,200,3,2,1,1,3,0.201,349
1603,5,200,3,2,1,1,4,0.159,309
1604,5,200,3,2,1,2,1,0.122,331
1605,5,200,3,2,1,2,2,0.142,340
1606,5,200,3,2,1,2,3,0.210,412
1607,5,200,3,2,1,2,4,0.134,386
1608,5,200,3,2,1,3,1,0.163,384
1609,5,200,3,2,1,3,2,0.130,401
1610,5,200,3,2,1,3,3,0.227,472
1611,5,200,3,2,1,3,4,0.144,430
1612,5,200,3,2,1,4,1,0.139,426
1613,5,200,3,2,1,4,2,0.152,445
1614,5,200,3,2,1,4,3,0.213,527
1615,5,200,3,2,1,4,4,0.150,451
1616,5,200,3,2,2,1,1,0.148,277
1617,5,200,3,2,2,1,2,0.159,290
1618,5,200,3,2,2,1,3,0.244,368
1619,5,200,3,2,2,1,4,0.177,304
1620,5,200,3,2,2,2,1,0.161,333
1621,5,200,3,2,2,2,2,0.176,337
1622,5,200,3,2,2,2,3,0.301,398
1623,5,200,3,2,2,2,4,0.175,374
1624,5,200,3,2,2,3,1,0.159,391
1625,5,200,3,2,2,3,2,0.175,405
1626,5,200,3,2,2,3,3,0.261,475
1627,5,200,3,2,2,3,4,0.159,444
1628,5,200,3,2,2,4,1,0.151,427
1629,5,200,3,2,2,4,2,0.191,444
1630,5,200,3,2,2,4,3,0.272,522
1631,5,200,3,2,2,4,4,0.158,462
1632,5,200,3,2,3,1,1,0.182,305
1633,5,200,3,2,3,1,2,0.188,321
1634,5,200,3,2,3,1,3,0.299,392
1635,5,200,3,2,3,1,4,0.188,333
1636,5,200,3,2,3,2,1,0.188,375
1637,5,200,3,2,3,2,2,0.188,386
1638,5,200,3,2,3,2,3,0.264,452
1639,5,200,3,2,3,2,4,0.179,388
1640,5,200,3,2,3,3,1,0.176,423
1641,5,200,3,2,3,3,2,0.185,431
1642,5,200,3,2,3,3,3,0.256,512
1643,5,200,3,2,3,3,4,0.178,444
1644,5,200,3,2,3,4,1,0.211,487
1645,5,200,3,2,3,4,2,0.196,476
1646,5,200,3,2,3,4,3,0.292,558
1647,5,200,3,2,3,4,4,0.189,485
1648,5,200,3,2,4,1,1,0.159,284
1649,5,200,3,2,4,1,2,0.170,304
1650,5,200,3,2,4,1,3,0.259,384
1651,5,200,3,2,4,1,4,0.182,332
1652,5,200,3,2,4,2,1,0.167,353
1653,5,200,3,2,4,2,2,0.162,355
1654,5,200,3,2,4,2,3,0.242,448
1655,5,200,3,2,4,2,4,0.168,378
1656,5,200,3,2,4,3,1,0.159,412
1657,5,200,3,2,4,3,2,0.205,402
1658,5,200,3,2,4,3,3,0.257,489
1659,5,200,3,2,4,3,4,0.158,433
1660,5,200,3,2,4,4,1,0.166,443
1661,5,200,3,2,4,4,2,0.187,460
1662,5,200,3,2,4,4,3,0.237,528
1663,5,200,3,2,4,4,4,0.174,482
1664,5,200,3,3,1,1,1,0.149,618
1665,5,200,3,3,1,1,2,0.147,631
1666,5,200,3,3,1,1,3,0.218,677
1667,5,200,3,3,1,1,4,0.146,635
1668,5,200,3,3,1,2,1,0.150,713
1669,5,200,3,3,1,2,2,0.167,669
1670,5,200,3,3,1,2,3,0.202,755
1671,5,200,3,3,1,2,4,0.147,708
1672,5,200,3,3,1,3,1,0.146,787
1673,5,200,3,3,1,3,2,0.140,801
1674,5,200,3,3,1,3,3,0.207,886
1675,5,200,3,3,1,3,4,0.154,814
1676,5,200,3,3,1,4,1,0.141,712
1677,5,200,3,3,1,4,2,0.137,728
1678,5,200,3,3,1,4,3,0.194,830
1679,5,200,3,3,1,4,4,0.130,753
1680,5,200,3,3,2,1,1,0.175,637
1681,5,200,3,3,2,1,2,0.175,647
1682,5,200,3,3,2,1,3,0.272,731
1683,5,200,3,3,2,1,4,0.166,657
1684,5,200,3,3,2,2,1,0.163,677
1685,5,200,3,3,2,2,2,0.168,699
1686,5,200,3,3,2,2,3,0.252,771
1687,5,200,3,3,2,2,4,0.183,737
1688,5,200,3,3,2,3,1,0.165,806
1689,5,200,3,3,2,3,2,0.177,827
1690,5,200,3,3,2,3,3,0.262,890
1691,5,200,3,3,2,3,4,0.167,831
1692,5,200,3,3,2,4,1,0.184,738
1693,5,200,3,3,2,4,2,0.180,740
1694,5,200,3,3,2,4,3,0.264,805
1695,5,200,3,3,2,4,4,0.173,777
1696,5,200,3,3,3,1,1,0.192,651
1697,5,200,3,3,3,1,2,0.201,654
1698,5,200,3,3,3,1,3,0.287,708
1699,5,200,3,3,3,1,4,0.202,715
1700,5,200,3,3,3,2,1,0.196,698
1701,5,200,3,3,3,2,2,0.190,709
1702,5,200,3,3,3,2,3,0.278,782
1703,5,200,3,3,3,2,4,0.190,736
1704,5,200,3,3,3,3,1,0.192,799
1705,5,200,3,3,3,3,2,0.186,834
1706,5,200,3,3,3,3,3,0.284,910
1707,5,200,3,3,3,3,4,0.198,858
1708,5,200,3,3,3,4,1,0.193,765
1709,5,200,3,3,3,4,2,0.208,766
1710,5,200,3,3,3,4,3,0.273,848
1711,5,200,3,3,3,4,4,0.209,793
1712,5,200,3,3,4,1,1,0.180,640
1713,5,200,3,3,4,1,2,0.181,642
1714,5,200,3,3,4,1,3,0.254,711
1715,5,200,3,3,4,1,4,0.188,666
1716,5,200,3,3,4,2,1,0.173,706
1717,5,200,3,3,4,2,2,0.183,726
1718,5,200,3,3,4,2,3,0.283,768
1719,5,200,3,3,4,2,4,0.176,758
1720,5,200,3,3,4,3,1,0.180,841
1721,5,200,3,3,4,3,2,0.178,844
1722,5,200,3,3,4,3,3,0.257,908
1723,5,200,3,3,4,3,4,0.170,857
1724,5,200,3,3,4,4,1,0.171,761
1725,5,200,3,3,4,4,2,0.183,760
1726,5,200,3,3,4,4,3,0.293,848
1727,5,200,3,3,4,4,4,0.194,789
1728,5,200,3,4,1,1,1,0.119,295
1729,5,200,3,4,1,1,2,0.122,308
1730,5,200,3,4,1,1,3,0.187,359
1731,5,200,3,4,1,1,4,0.117,322
1732,5,200,3,4,1,2,1,0.125,335
1733,5,200,3,4,1,2,2,0.133,351
1734,5,200,3,4,1,2,3,0.248,408
1735,5,200,3,4,1,2,4,0.137,374
1736,5,200,3,4,1,3,1,0.124,454
1737,5,200,3,4,1,3,2,0.121,462
1738,5,200,3,4,1,3,3,0.214,518
1739,5,200,3,4,1,3,4,0.131,494
1740,5,200,3,4,1,4,1,0.137,398
1741,5,200,3,4,1,4,2,0.133,424
1742,5,200,3,4,1,4,3,0.215,485
1743,5,200,3,4,1,4,4,0.119,442
1744,5,200,3,4,2,1,1,0.155,288
1745,5,200,3,4,2,1,2,0.168,298
1746,5,200,3,4,2,1,3,0.249,369
1747,5,200,3,4,2,1,4,0.165,323
1748,5,200,3,4,2,2,1,0.165,348
1749,5,200,3,4,2,2,2,0.173,359
1750,5,200,3,4,2,2,3,0.239,434
1751,5,200,3,4,2,2,4,0.176,388
1752,5,200,3,4,2,3,1,0.157,449
1753,5,200,3,4,2,3,2,0.172,455
1754,5,200,3,4,2,3,3,0.251,541
1755,5,200,3,4,2,3,4,0.174,478
1756,5,200,3,4,2,4,1,0.186,408
1757,5,200,3,4,2,4,2,0.178,436
1758,5,200,3,4,2,4,3,0.245,482
1759,5,200,3,4,2,4,4,0.179,448
1760,5,200,3,4,3,1,1,0.182,330
1761,5,200,3,4,3,1,2,0.181,335
1762,5,200,3,4,3,1,3,0.282,417
1763,5,200,3,4,3,1,4,0.198,345
1764,5,200,3,4,3,2,1,0.187,380
1765,5,200,3,4,3,2,2,0.196,389
1766,5,200,3,4,3,2,3,0.293,449
1767,5,200,3,4,3,2,4,0.193,406
1768,5,200,3,4,3,3,1,0.200,471
1769,5,200,3,4,3,3,2,0.206,505
1770,5,200,3,4,3,3,3,0.315,572
1771,5,200,3,4,3,3,4,0.200,500
1772,5,200,3,4,3,4,1,0.205,466
1773,5,200,3,4,3,4,2,0.196,458
1774,5,200,3,4,3,4,3,0.292,519
1775,5,200,3,4,3,4,4,0.192,459
1776,5,200,3,4,4,1,1,0.160,314
1777,5,200,3,4,4,1,2,0.181,323
1778,5,200,3,4,4,1,3,0.241,405
1779,5,200,3,4,4,1,4,0.171,335
1780,5,200,3,4,4,2,1,0.155,348
1781,5,200,3,4,4,2,2,0.176,366
1782,5,200,3,4,4,2,3,0.252,478
1783,5,200,3,4,4,2,4,0.181,401
1784,5,200,3,4,4,3,1,0.170,485
1785,5,200,3,4,4,3,2,0.165,475
1786,5,200,3,4,4,3,3,0.270,548
1787,5,200,3,4,4,3,4,0.173,496
1788,5,200,3,4,4,4,1,0.160,426
1789,5,200,3,4,4,4,2,0.178,439
1790,5,200,3,4,4,4,3,0.245,527
1791,5,200,3,4,4,4,4,0.179,452
1792,5,200,4,1,1,1,1,0.144,333
1793,5,200,4,1,1,1,2,0.148,350
1794,5,200,4,1,1,1,3,0.232,429
1795,5,200,4,1,1,1,4,0.142,376
1796,5,200,4,1,1,2,1,0.131,422
1797,5,200,4,1,1,2,2,0.134,432
1798,5,200,4,1,1,2,3,0.208,514
1799,5,200,4,1,1,2,4,0.165,527
1800,5,200,4,1,1,3,1,0.151,514
1801,5,200,4,1,1,3,2,0.163,504
1802,5,200,4,1,1,3,3,0.220,597
1803,5,200,4,1,1,3,4,0.148,522
1804,5,200,4,1,1,4,1,0.146,564
1805,5,200,4,1,1,4,2,0.142,564
1806,5,200,4,1,1,4,3,0.206,669
1807,5,200,4,1,1,4,4,0.155,606
1808,5,200,4,1,2,1,1,0.165,340
1809,5,200,4,1,2,1,2,0.161,362
1810,5,200,4,1,2,1,3,0.282,467
1811,5,200,4,1,2,1,4,0.194,371
1812,5,200,4,1,2,2,1,0.177,432
1813,5,200,4,1,2,2,2,0.159,448
1814,5,200,4,1,2,2,3,0.275,552
1815,5,200,4,1,2,2,4,0.172,487
1816,5,200,4,1,2,3,1,0.170,513
1817,5,200,4,1,2,3,2,0.184,529
1818,5,200,4,1,2,3,3,0.246,641
1819,5,200,4,1,2,3,4,0.178,530
1820,5,200,4,1,2,4,1,0.167,569
1821,5,200,4,1,2,4,2,0.195,619
1822,5,200,4,1,2,4,3,0.241,674
1823,5,200,4,1,2,4,4,0.171,637
1824,5,200,4,1,3,1,1,0.184,381
1825,5,200,4,1,3,1,2,0.203,410
1826,5,200,4,1,3,1,3,0.279,491
1827,5,200,4,1,3,1,4,0.182,422
1828,5,200,4,1,3,2,1,0.186,472
1829,5,200,4,1,3,2,2,0.205,480
1830,5,200,4,1,3,2,3,0.308,577
1831,5,200,4,1,3,2,4,0.195,503
1832,5,200,4,1,3,3,1,0.209,570
1833,5,200,4,1,3,3,2,0.189,594
1834,5,200,4,1,3,3,3,0.267,655
1835,5,200,4,1,3,3,4,0.197,583
1836,5,200,4,1,3,4,1,0.203,627
1837,5,200,4,1,3,4,2,0.195,659
1838,5,200,4,1,3,4,3,0.295,698
1839,5,200,4,1,3,4,4,0.196,645
1840,5,200,4,1,4,1,1,0.185,355
1841,5,200,4,1,4,1,2,0.193,369
1842,5,200,4,1,4,1,3,0.251,504
1843,5,200,4,1,4,1,4,0.174,420
1844,5,200,4,1,4,2,1,0.179,444
1845,5,200,4,1,4,2,2,0.197,469
1846,5,200,4,1,4,2,3,0.296,569
1847,5,200,4,1,4,2,4,0.178,487
1848,5,200,4,1,4,3,1,0.184,532
1849,5,200,4,1,4,3,2,0.218,553
1850,5,200,4,1,4,3,3,0.269,666
1851,5,200,4,1,4,3,4,0.183,564
1852,5,200,4,1,4,4,1,0.181,599
1853,5,200,4,1,4,4,2,0.182,587
1854,5,200,4,1,4,4,3,0.245,717
1855,5,200,4,1,4,4,4,0.176,634
1856,5,200,4,2,1,1,1,0.143,329
1857,5,200,4,2,1,1,2,0.155,343
1858,5,200,4,2,1,1,3,0.230,453
1859,5,200,4,2,1,1,4,0.134,390
1860,5,200,4,2,1,2,1,0.135,419
1861,5,200,4,2,1,2,2,0.135,445
1862,5,200,4,2,1,2,3,0.252,538
1863,5,200,4,2,1,2,4,0.155,471
1864,5,200,4,2,1,3,1,0.156,500
1865,5,200,4,2,1,3,2,0.137,513
1866,5,200,4,2,1,3,3,0.223,607
1867,5,200,4,2,1,3,4,0.140,534
1868,5,200,4,2,1,4,1,0.139,547
1869,5,200,4,2,1,4,2,0.149,564
1870,5,200,4,2,1,4,3,0.205,688
1871,5,200,4,2,1,4,4,0.157,599
1872,5,200,4,2,2,1,1,0.170,344
1873,5,200,4,2,2,1,2,0.159,370
1874,5,200,4,2,2,1,3,0.243,463
1875,5,200,4,2,2,1,4,0.167,388
1876,5,200,4,2,2,2,1,0.160,434
1877,5,200,4,2,2,2,2,0.170,444
1878,5,200,4,2,2,2,3,0.259,532
1879,5,200,4,2,2,2,4,0.179,476
1880,5,200,4,2,2,3,1,0.194,517
1881,5,200,4,2,2,3,2,0.166,530
1882,5,200,4,2,2,3,3,0.245,655
1883,5,200,4,2,2,3,4,0.188,543
1884,5,200,4,2,2,4,1,0.166,584
1885,5,200,4,2,2,4,2,0.194,600
1886,5,200,4,2,2,4,3,0.241,692
1887,5,200,4,2,2,4,4,0.163,607
1888,5,200,4,2,3,1,1,0.200,393
1889,5,200,4,2,3,1,2,0.189,396
1890,5,200,4,2,3,1,3,0.275,509
1891,5,200,4,2,3,1,4,0.206,418
1892,5,200,4,2,3,2,1,0.210,472
1893,5,200,4,2,3,2,2,0.207,489
1894,5,200,4,2,3,2,3,0.270,596
1895,5,200,4,2,3,2,4,0.185,497
1896,5,200,4,2,3,3,1,0.203,558
1897,5,200,4,2,3,3,2,0.200,575
1898,5,200,4,2,3,3,3,0.345,708
1899,5,200,4,2,3,3,4,0.188,581
1900,5,200,4,2,3,4,1,0.214,616
1901,5,200,4,2,3,4,2,0.189,627
1902,5,200,4,2,3,4,3,0.326,745
1903,5,200,4,2,3,4,4,0.193,643
1904,5,200,4,2,4,1,1,0.164,356
1905,5,200,4,2,4,1,2,0.179,359
1906,5,200,4,2,4,1,3,0.249,478
1907,5,200,4,2,4,1,4,0.188,403
1908,5,200,4,2,4,2,1,0.202,445
1909,5,200,4,2,4,2,2,0.185,477
1910,5,200,4,2,4,2,3,0.250,558
1911,5,200,4,2,4,2,4,0.180,483
1912,5,200,4,2,4,3,1,0.176,527
1913,5,200,4,2,4,3,2,0.179,522
1914,5,200,4,2,4,3,3,0.240,642
1915,5,200,4,2,4,3,4,0.196,562
1916,5,200,4,2,4,4,1,0.170,596
1917,5,200,4,2,4,4,2,0.185,611
1918,5,200,4,2,4,4,3,0.238,732
1919,5,200,4,2,4,4,4,0.184,619
1920,5,200,4,3,1,1,1,0.154,829
1921,5,200,4,3,1,1,2,0.145,852
1922,5,200,4,3,1,1,3,0.208,906
1923,5,200,4,3,1,1,4,0.136,857
1924,5,200,4,3,1,2,1,0.171,907
1925,5,200,4,3,1,2,2,0.142,911
1926,5,200,4,3,1,2,3,0.210,955
1927,5,200,4,3,1,2,4,0.177,950
1928,5,200,4,3,1,3,1,0.179,1051
1929,5,200,4,3,1,3,2,0.152,1060
1930,5,200,4,3,1,3,3,0.211,1165
1931,5,200,4,3,1,3,4,0.147,1086
1932,5,200,4,3,1,4,1,0.162,979
1933,5,200,4,3,1,4,2,0.157,1005
1934,5,200,4,3,1,4,3,0.208,1057
1935,5,200,4,3,1,4,4,0.157,1042
1936,5,200,4,3,2,1,1,0.177,846
1937,5,200,4,3,2,1,2,0.178,856
1938,5,200,4,3,2,1,3,0.246,955
1939,5,200,4,3,2,1,4,0.176,887
1940,5,200,4,3,2,2,1,0.181,918
1941,5,200,4,3,2,2,2,0.192,946
1942,5,200,4,3,2,2,3,0.289,991
1943,5,200,4,3,2,2,4,0.170,950
1944,5,200,4,3,2,3,1,0.175,1049
1945,5,200,4,3,2,3,2,0.206,1065
1946,5,200,4,3,2,3,3,0.257,1201
1947,5,200,4,3,2,3,4,0.206,1101
1948,5,200,4,3,2,4,1,0.176,960
1949,5,200,4,3,2,4,2,0.196,1026
1950,5,200,4,3,2,4,3,0.270,1118
1951,5,200,4,3,2,4,4,0.187,1032
1952,5,200,4,3,3,1,1,0.190,855
1953,5,200,4,3,3,1,2,0.197,884
1954,5,200,4,3,3,1,3,0.305,978
1955,5,200,4,3,3,1,4,0.199,942
1956,5,200,4,3,3,2,1,0.188,967
1957,5,200,4,3,3,2,2,0.207,917
1958,5,200,4,3,3,2,3,0.284,1030
1959,5,200,4,3,3,2,4,0.204,981
1960,5,200,4,3,3,3,1,0.199,1098
1961,5,200,4,3,3,3,2,0.195,1114
1962,5,200,4,3,3,3,3,0.306,1182
1963,5,200,4,3,3,3,4,0.209,1144
1964,5,200,4,3,3,4,1,0.213,1062
1965,5,200,4,3,3,4,2,0.200,1062
1966,5,200,4,3,3,4,3,0.302,1119
1968,5,200,4,3,4,1,1,0.186,839
1969,5,200,4,3,4,1,2,0.176,842
1970,5,200,4,3,4,1,3,0.260,931
1971,5,200,4,3,4,1,4,0.190,899
1972,5,200,4,3,4,2,1,0.188,893
1973,5,200,4,3,4,2,2,0.173,934
1974,5,200,4,3,4,2,3,0.274,1034
1975,5,200,4,3,4,2,4,0.181,972
1976,5,200,4,3,4,3,1,0.181,1098
1977,5,200,4,3,4,3,2,0.191,1135
1978,5,200,4,3,4,3,3,0.269,1168
1979,5,200,4,3,4,3,4,0.193,1170
1980,5,200,4,3,4,4,1,0.192,1059
1981,5,200,4,3,4,4,2,0.179,986
1982,5,200,4,3,4,4,3,0.274,1134
1983,5,200,4,3,4,4,4,0.181,1012
1984,5,200,4,4,1,1,1,0.128,364
1985,5,200,4,4,1,1,2,0.120,377
1986,5,200,4,4,1,1,3,0.207,471
1987,5,200,4,4,1,1,4,0.148,435
1988,5,200,4,4,1,2,1,0.118,452
1989,5,200,4,4,1,2,2,0.146,453
1990,5,200,4,4,1,2,3,0.220,551
1991,5,200,4,4,1,2,4,0.149,486
1992,5,200,4,4,1,3,1,0.144,577
1993,5,200,4,4,1,3,2,0.122,615
1994,5,200,4,4,1,3,3,0.202,702
1995,5,200,4,4,1,3,4,0.135,653
1996,5,200,4,4,1,4,1,0.137,550
1997,5,200,4,4,1,4,2,0.136,544
1998,5,200,4,4,1,4,3,0.195,637
1999,5,200,4,4,1,4,4,0.119,573
2000,5,200,4,4,2,1,1,0.161,378
2001,5,200,4,4,2,1,2,0.175,387
2002,5,200,4,4,2,1,3,0.241,526
2003,5,200,4,4,2,1,4,0.173,409
2004,5,200,4,4,2,2,1,0.175,463
2005,5,200,4,4,2,2,2,0.207,466
2006,5,200,4,4,2,2,3,0.238,589
2007,5,200,4,4,2,2,4,0.176,507
2008,5,200,4,4,2,3,1,0.172,609
2009,5,200,4,4,2,3,2,0.163,611
2010,5,200,4,4,2,3,3,0.264,720
2011,5,200,4,4,2,3,4,0.175,672
2012,5,200,4,4,2,4,1,0.184,540
2013,5,200,4,4,2,4,2,0.180,586
2014,5,200,4,4,2,4,3,0.256,684
2015,5,200,4,4,2,4,4,0.170,594
2016,5,200,4,4,3,1,1,0.192,426
2017,5,200,4,4,3,1,2,0.213,457
2018,5,200,4,4,3,1,3,0.306,555
2019,5,200,4,4,3,1,4,0.205,439
2020,5,200,4,4,3,2,1,0.197,481
2021,5,200,4,4,3,2,2,0.187,530
2022,5,200,4,4,3,2,3,0.276,598
2023,5,200,4,4,3,2,4,0.219,544
2024,5,200,4,4,3,3,1,0.184,632
2025,5,200,4,4,3,3,2,0.191,663
2026,5,200,4,4,3,3,3,0.301,775
2027,5,200,4,4,3,3,4,0.196,694
2028,5,200,4,4,3,4,1,0.204,609
2029,5,200,4,4,3,4,2,0.194,588
2030,5,200,4,4,3,4,3,0.271,698
2031,5,200,4,4,3,4,4,0.212,627
2032,5,200,4,4,4,1,1,0.180,391
2033,5,200,4,4,4,1,2,0.193,416
2034,5,200,4,4,4,1,3,0.292,522
2035,5,200,4,4,4,1,4,0.178,453
2036,5,200,4,4,4,2,1,0.172,466
2037,5,200,4,4,4,2,2,0.167,495
2038,5,200,4,4,4,2,3,0.296,591
2039,5,200,4,4,4,2,4,0.186,522
2040,5,200,4,4,4,3,1,0.174,624
2041,5,200,4,4,4,3,2,0.178,644
2042,5,200,4,4,4,3,3,0.290,738
2043,5,200,4,4,4,3,4,0.178,659
2044,5,200,4,4,4,4,1,0.189,578
2045,5,200,4,4,4,4,2,0.181,583
2046,5,200,4,4,4,4,3,0.291,674
2047,5,200,4,4,4,4,4,0.189,606
2048,5,400,1,1,1,1,1,0.965,102
2049,5,400,1,1,1,1,2,0.836,107
2050,5,400,1,1,1,1,3,1.438,136
2051,5,400,1,1,1,1,4,0.914,118
2052,5,400,1,1,1,2,1,0.860,121
2053,5,400,1,1,1,2,2,0.877,119
2054,5,400,1,1,1,2,3,1.484,142
2055,5,400,1,1,1,2,4,0.952,124
2056,5,400,1,1,1,3,1,1.047,138
2057,5,400,1,1,1,3,2,0.872,139
2058,5,400,1,1,1,3,3,1.595,162
2059,5,400,1,1,1,3,4,0.898,147
2060,5,400,1,1,1,4,1,0.877,138
2061,5,400,1,1,1,4,2,0.965,140
2062,5,400,1,1,1,4,3,1.503,161
2063,5,400,1,1,1,4,4,1.071,146
2064,5,400,1,1,2,1,1,1.094,106
2065,5,400,1,1,2,1,2,1.053,118
2066,5,400,1,1,2,1,3,1.617,140
2067,5,400,1,1,2,1,4,1.137,124
2068,5,400,1,1,2,2,1,1.099,123
2069,5,400,1,1,2,2,2,1.081,136
2070,5,400,1,1,2,2,3,1.616,147
2071,5,400,1,1,2,2,4,1.233,130
2072,5,400,1,1,2,3,1,1.150,149
2073,5,400,1,1,2,3,2,1.046,140
