n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2
1398,5,200,2,2,4,2,3,25,40000,0,0.996608,205
1399,5,200,2,2,4,2,4,25,40000,0,1.247807,184
1400,5,200,2,2,4,3,1,25,40000,0,0.946449,194
1401,5,200,2,2,4,3,2,25,40000,0,1.060702,206
1402,5,200,2,2,4,3,3,25,40000,0,1.134294,238
1403,5,200,2,2,4,3,4,25,40000,0,1.565868,214
1404,5,200,2,2,4,4,1,25,40000,0,1.144285,189
1405,5,200,2,2,4,4,2,25,40000,0,1.04989,206
1406,5,200,2,2,4,4,3,25,40000,0,1.13184,236
1407,5,200,2,2,4,4,4,25,40000,0,1.481394,226
1408,5,200,2,3,1,1,1,25,40000,0,0.918818,151
1409,5,200,2,3,1,1,2,25,40000,0,0.955969,161
1410,5,200,2,3,1,1,3,25,40000,0,0.907455,161
1411,5,200,2,3,1,1,4,25,40000,0,1.196415,175
1412,5,200,2,3,1,2,1,25,40000,0,0.854224,171
1413,5,200,2,3,1,2,2,25,40000,0,1.080806,182
1414,5,200,2,3,1,2,3,25,40000,0,0.827151,168
1415,5,200,2,3,1,2,4,25,40000,0,1.50825,187
1416,5,200,2,3,1,3,1,25,40000,0,0.852554,177
1417,5,200,2,3,1,3,2,25,40000,0,1.063835,205
1418,5,200,2,3,1,3,3,25,40000,0,1.086163,226
1419,5,200,2,3,1,3,4,25,40000,0,1.325106,202
1420,5,200,2,3,1,4,1,25,40000,0,1.097131,191
1421,5,200,2,3,1,4,2,25,40000,0,1.275546,252
1422,5,200,2,3,1,4,3,25,40000,0,1.139263,212
1423,5,200,2,3,1,4,4,25,40000,0,1.466277,204
1424,5,200,2,3,2,1,1,25,40000,0,0.922021,160
1425,5,200,2,3,2,1,2,25,40000,0,0.972244,167
1426,5,200,2,3,2,1,3,25,40000,0,0.901941,165
1427,5,200,2,3,2,1,4,25,40000,0,1.26956,183
1428,5,200,2,3,2,2,1,25,40000,0,1.018264,173
1429,5,200,2,3,2,2,2,25,40000,0,0.987153,165
1430,5,200,2,3,2,2,3,25,40000,0,1.127377,195
1431,5,200,2,3,2,2,4,25,40000,0,1.393619,187
1432,5,200,2,3,2,3,1,25,40000,0,1.123135,202
1433,5,200,2,3,2,3,2,25,40000,0,1.181398,176
1434,5,200,2,3,2,3,3,25,40000,0,1.06602,193
1435,5,200,2,3,2,3,4,25,40000,0,1.504003,211
1436,5,200,2,3,2,4,1,25,40000,0,1.161517,213
1437,5,200,2,3,2,4,2,25,40000,0,1.109133,200
1438,5,200,2,3,2,4,3,25,40000,0,1.142531,214
1439,5,200,2,3,2,4,4,25,40000,0,1.569935,212
1440,5,200,2,3,3,1,1,25,40000,0,0.915585,176
1441,5,200,2,3,3,1,2,25,40000,0,0.927521,173
1442,5,200,2,3,3,1,3,25,40000,0,0.891257,175
1443,5,200,2,3,3,1,4,25,40000,0,1.303303,163
1444,5,200,2,3,3,2,1,25,40000,0,0.938967,169
1445,5,200,2,3,3,2,2,25,40000,0,1.136862,180
1446,5,200,2,3,3,2,3,25,40000,0,1.104758,184
1447,5,200,2,3,3,2,4,25,40000,0,1.519385,211
1448,5,200,2,3,3,3,1,25,40000,0,1.013469,214
1449,5,200,2,3,3,3,2,25,40000,0,1.266363,193
1450,5,200,2,3,3,3,3,25,40000,0,1.122874,207
1451,5,200,2,3,3,3,4,25,40000,0,1.341381,193
1452,5,200,2,3,3,4,1,25,40000,0,1.033298,240
1453,5,200,2,3,3,4,2,25,40000,0,1.102035,259
1454,5,200,2,3,3,4,3,25,40000,0,1.032258,229
1455,5,200,2,3,3,4,4,25,40000,0,1.366849,208
1456,5,200,2,3,4,1,1,25,40000,0,0.970203,167
1457,5,200,2,3,4,1,2,25,40000,0,1.06671,187
1458,5,200,2,3,4,1,3,25,40000,0,1.097428,189
1459,5,200,2,3,4,1,4,25,40000,0,1.453863,183
1460,5,200,2,3,4,2,1,25,40000,0,0.956364,177
1461,5,200,2,3,4,2,2,25,40000,0,1.151935,182
1462,5,200,2,3,4,2,3,25,40000,0,1.067208,189
1463,5,200,2,3,4,2,4,25,40000,0,1.332142,189
1464,5,200,2,3,4,3,1,25,40000,0,1.08348,217
1465,5,200,2,3,4,3,2,25,40000,0,1.18742,209
1466,5,200,2,3,4,3,3,25,40000,0,1.182263,199
1467,5,200,2,3,4,3,4,25,40000,0,1.523722,184
1468,5,200,2,3,4,4,1,25,40000,0,1.157684,204
1469,5,200,2,3,4,4,2,25,40000,0,1.173915,195
1470,5,200,2,3,4,4,3,25,40000,0,0.991855,206
1471,5,200,2,3,4,4,4,25,40000,0,1.409142,209
1472,5,200,2,4,1,1,1,25,40000,0,0.973993,155
1473,5,200,2,4,1,1,2,25,40000,0,0.960116,161
1474,5,200,2,4,1,1,3,25,40000,0,0.985784,167
1475,5,200,2,4,1,1,4,25,40000,0,1.196535,169
1476,5,200,2,4,1,2,1,25,40000,0,1.010884,166
1477,5,200,2,4,1,2,2,25,40000,0,0.983588,157
1478,5,200,2,4,1,2,3,25,40000,0,1.084696,207
1479,5,200,2,4,1,2,4,25,40000,0,1.363105,206
1480,5,200,2,4,1,3,1,25,40000,0,1.174571,201
1481,5,200,2,4,1,3,2,25,40000,0,1.276593,208
1482,5,200,2,4,1,3,3,25,40000,0,1.067511,203
1483,5,200,2,4,1,3,4,25,40000,0,1.561987,212
1484,5,200,2,4,1,4,1,25,40000,0,1.120843,240
1485,5,200,2,4,1,4,2,25,40000,0,1.219531,197
1486,5,200,2,4,1,4,3,25,40000,0,1.079632,218
1487,5,200,2,4,1,4,4,25,40000,0,1.364227,221
1488,5,200,2,4,2,1,1,25,40000,0,0.990468,177
1489,5,200,2,4,2,1,2,25,40000,0,1.050336,179
1490,5,200,2,4,2,1,3,25,40000,0,0.968939,196
1491,5,200,2,4,2,1,4,25,40000,0,1.471498,191
1492,5,200,2,4,2,2,1,25,40000,0,0.966417,191
1493,5,200,2,4,2,2,2,25,40000,0,1.191383,185
1494,5,200,2,4,2,2,3,25,40000,0,1.112144,196
1495,5,200,2,4,2,2,4,25,40000,0,1.473939,204
1496,5,200,2,4,2,3,1,25,40000,0,1.231261,224
1497,5,200,2,4,2,3,2,25,40000,0,1.254742,234
1498,5,200,2,4,2,3,3,25,40000,0,1.147661,217
1499,5,200,2,4,2,3,4,25,40000,0,1.483163,215
1500,5,200,2,4,2,4,1,25,40000,0,1.258496,244
1501,5,200,2,4,2,4,2,25,40000,0,1.311077,239
1502,5,200,2,4,2,4,3,25,40000,0,1.164582,238
1503,5,200,2,4,2,4,4,25,40000,0,1.650141,263
1504,5,200,2,4,3,1,1,25,40000,0,0.939749,176
1505,5,200,2,4,3,1,2,25,40000,0,1.051056,189
1506,5,200,2,4,3,1,3,25,40000,0,1.083716,195
1507,5,200,2,4,3,1,4,25,40000,0,1.38567,187
1508,5,200,2,4,3,2,1,25,40000,0,1.022729,182
1509,5,200,2,4,3,2,2,25,40000,0,1.185775,196
1510,5,200,2,4,3,2,3,25,40000,0,1.160412,242
1511,5,200,2,4,3,2,4,25,40000,0,1.503801,229
1512,5,200,2,4,3,3,1,25,40000,0,1.06901,195
1513,5,200,2,4,3,3,2,25,40000,0,1.216282,218
1514,5,200,2,4,3,3,3,25,40000,0,1.191668,220
1515,5,200,2,4,3,3,4,25,40000,0,1.413949,212
1516,5,200,2,4,3,4,1,25,40000,0,1.207537,234
1517,5,200,2,4,3,4,2,25,40000,0,1.300469,209
1518,5,200,2,4,3,4,3,25,40000,0,1.161647,237
1519,5,200,2,4,3,4,4,25,40000,0,1.475952,244
1520,5,200,2,4,4,1,1,25,40000,0,1.021548,172
1521,5,200,2,4,4,1,2,25,40000,0,1.10732,186
1522,5,200,2,4,4,1,3,25,40000,0,1.161336,199
1523,5,200,2,4,4,1,4,25,40000,0,1.467775,189
1524,5,200,2,4,4,2,1,25,40000,0,1.000889,189
1525,5,200,2,4,4,2,2,25,40000,0,1.266317,218
1526,5,200,2,4,4,2,3,25,40000,0,1.207288,218
1527,5,200,2,4,4,2,4,25,40000,0,1.478267,188
1528,5,200,2,4,4,3,1,25,40000,0,1.158337,228
1529,5,200,2,4,4,3,2,25,40000,0,1.24255,213
1530,5,200,2,4,4,3,3,25,40000,0,1.09778,212
1531,5,200,2,4,4,3,4,25,40000,0,1.5647,199
1532,5,200,2,4,4,4,1,25,40000,0,1.173616,202
1533,5,200,2,4,4,4,2,25,40000,0,1.168311,221
1534,5,200,2,4,4,4,3,25,40000,0,1.06456,216
1535,5,200,2,4,4,4,4,25,40000,0,1.408421,200
1536,5,200,3,1,1,1,1,25,40000,0,1.607833,161
1537,5,200,3,1,1,1,2,25,40000,0,2.106776,196
1538,5,200,3,1,1,1,3,25,40000,0,1.85061,194
1539,5,200,3,1,1,1,4,25,40000,0,2.441131,197
1540,5,200,3,1,1,2,1,25,40000,0,1.946506,182
1541,5,200,3,1,1,2,2,25,40000,0,2.165444,200
1542,5,200,3,1,1,2,3,25,40000,0,1.939867,201
1543,5,200,3,1,1,2,4,25,40000,0,2.481868,190
1544,5,200,3,1,1,3,1,25,40000,0,1.853912,214
1545,5,200,3,1,1,3,2,25,40000,0,2.417601,226
1546,5,200,3,1,1,3,3,25,40000,0,1.834314,175
1547,5,200,3,1,1,3,4,25,40000,0,2.612267,203
1548,5,200,3,1,1,4,1,25,40000,0,2.228169,193
1549,5,200,3,1,1,4,2,25,40000,0,2.305622,257
1550,5,200,3,1,1,4,3,25,40000,0,2.109804,198
1551,5,200,3,1,1,4,4,25,40000,0,2.910021,225
1552,5,200,3,1,2,1,1,25,40000,0,1.580957,190
1553,5,200,3,1,2,1,2,25,40000,0,2.130146,173
1554,5,200,3,1,2,1,3,25,40000,0,1.89061,201
1555,5,200,3,1,2,1,4,25,40000,0,2.854075,232
1556,5,200,3,1,2,2,1,25,40000,0,2.095669,213
1557,5,200,3,1,2,2,2,25,40000,0,1.969571,184
1558,5,200,3,1,2,2,3,25,40000,0,1.890907,211
1559,5,200,3,1,2,2,4,25,40000,0,2.340454,205
1560,5,200,3,1,2,3,1,25,40000,0,2.367137,213
1561,5,200,3,1,2,3,2,25,40000,0,2.22234,227
1562,5,200,3,1,2,3,3,25,40000,0,2.304147,217
1563,5,200,3,1,2,3,4,25,40000,0,2.571971,215
1564,5,200,3,1,2,4,1,25,40000,0,2.015498,233
1565,5,200,3,1,2,4,2,25,40000,0,2.409037,219
1566,5,200,3,1,2,4,3,25,40000,0,2.007398,221
1567,5,200,3,1,2,4,4,25,40000,0,2.80428,226
1568,5,200,3,1,3,1,1,25,40000,0,1.902219,190
1569,5,200,3,1,3,1,2,25,40000,0,2.220108,202
1570,5,200,3,1,3,1,3,25,40000,0,2.070668,222
1571,5,200,3,1,3,1,4,25,40000,0,2.891425,200
1572,5,200,3,1,3,2,1,25,40000,0,1.882149,194
1573,5,200,3,1,3,2,2,25,40000,0,2.296834,216
1574,5,200,3,1,3,2,3,25,40000,0,2.013291,194
1575,5,200,3,1,3,2,4,25,40000,0,2.577368,174
1576,5,200,3,1,3,3,1,25,40000,0,2.138559,218
1577,5,200,3,1,3,3,2,25,40000,0,2.259082,230
1578,5,200,3,1,3,3,3,25,40000,0,2.140229,228
1579,5,200,3,1,3,3,4,25,40000,0,2.717221,241
1580,5,200,3,1,3,4,1,25,40000,0,2.041466,231
1581,5,200,3,1,3,4,2,25,40000,0,2.339848,235
1582,5,200,3,1,3,4,3,25,40000,0,2.104123,233
1583,5,200,3,1,3,4,4,25,40000,0,2.761809,248
1584,5,200,3,1,4,1,1,25,40000,0,1.984707,217
1585,5,200,3,1,4,1,2,25,40000,0,2.274952,191
1586,5,200,3,1,4,1,3,25,40000,0,2.050548,222
1587,5,200,3,1,4,1,4,25,40000,0,2.630524,217
1588,5,200,3,1,4,2,1,25,40000,0,2.174471,217
1589,5,200,3,1,4,2,2,25,40000,0,2.321395,198
1590,5,200,3,1,4,2,3,25,40000,0,2.061595,194
1591,5,200,3,1,4,2,4,25,40000,0,2.614324,228
1592,5,200,3,1,4,3,1,25,40000,0,2.228479,228
1593,5,200,3,1,4,3,2,25,40000,0,2.267313,215
1594,5,200,3,1,4,3,3,25,40000,0,2.205104,219
1595,5,200,3,1,4,3,4,25,40000,0,2.997636,208
1596,5,200,3,1,4,4,1,25,40000,0,2.253695,235
1597,5,200,3,1,4,4,2,25,40000,0,2.394154,212
1598,5,200,3,1,4,4,3,25,40000,0,2.184629,247
1599,5,200,3,1,4,4,4,25,40000,0,2.660992,208
1600,5,200,3,2,1,1,1,25,40000,0,1.950012,215
1601,5,200,3,2,1,1,2,25,40000,0,2.195661,178
1602,5,200,3,2,1,1,3,25,40000,0,1.944768,214
1603,5,200,3,2,1,1,4,25,40000,0,2.857776,187
1604,5,200,3,2,1,2,1,25,40000,0,2.262745,217
1605,5,200,3,2,1,2,2,25,40000,0,2.231976,198
1606,5,200,3,2,1,2,3,25,40000,0,2.197489,204
1607,5,200,3,2,1,2,4,25,40000,0,2.578552,185
1608,5,200,3,2,1,3,1,25,40000,0,2.069133,237
1609,5,200,3,2,1,3,2,25,40000,0,2.573884,210
1610,5,200,3,2,1,3,3,25,40000,0,2.120502,207
1611,5,200,3,2,1,3,4,25,40000,0,2.791566,224
1612,5,200,3,2,1,4,1,25,40000,0,2.142727,268
1613,5,200,3,2,1,4,2,25,40000,0,2.315022,246
1614,5,200,3,2,1,4,3,25,40000,0,2.160943,238
1615,5,200,3,2,1,4,4,25,40000,0,3.028464,246
1616,5,200,3,2,2,1,1,25,40000,0,2.141627,186
1617,5,200,3,2,2,1,2,25,40000,0,2.271375,200
1618,5,200,3,2,2,1,3,25,40000,0,2.112834,220
1619,5,200,3,2,2,1,4,25,40000,0,2.762722,211
1620,5,200,3,2,2,2,1,25,40000,0,1.983382,206
1621,5,200,3,2,2,2,2,25,40000,0,2.373495,196
1622,5,200,3,2,2,2,3,25,40000,0,1.981004,204
1623,5,200,3,2,2,2,4,25,40000,0,2.714819,225
1624,5,200,3,2,2,3,1,25,40000,0,2.121281,215
1625,5,200,3,2,2,3,2,25,40000,0,2.406888,211
1626,5,200,3,2,2,3,3,25,40000,0,2.198205,221
1627,5,200,3,2,2,3,4,25,40000,0,2.887944,250
1628,5,200,3,2,2,4,1,25,40000,0,2.08316,209
1629,5,200,3,2,2,4,2,25,40000,0,2.417808,229
1630,5,200,3,2,2,4,3,25,40000,0,2.153029,228
1631,5,200,3,2,2,4,4,25,40000,0,2.76361,251
1632,5,200,3,2,3,1,1,25,40000,0,2.101412,203
1633,5,200,3,2,3,1,2,25,40000,0,2.38997,213
1634,5,200,3,2,3,1,3,25,40000,0,2.00028,197
1635,5,200,3,2,3,1,4,25,40000,0,2.557686,179
1636,5,200,3,2,3,2,1,25,40000,0,2.057563,217
1637,5,200,3,2,3,2,2,25,40000,0,2.182265,198
1638,5,200,3,2,3,2,3,25,40000,0,2.031885,220
1639,5,200,3,2,3,2,4,25,40000,0,2.776414,214
1640,5,200,3,2,3,3,1,25,40000,0,2.125595,249
1641,5,200,3,2,3,3,2,25,40000,0,2.178451,206
1642,5,200,3,2,3,3,3,25,40000,0,2.139734,238
1643,5,200,3,2,3,3,4,25,40000,0,2.837497,233
1644,5,200,3,2,3,4,1,25,40000,0,2.093688,233
1645,5,200,3,2,3,4,2,25,40000,0,2.2181,214
1646,5,200,3,2,3,4,3,25,40000,0,2.321003,257
1647,5,200,3,2,3,4,4,25,40000,0,2.821153,252
1648,5,200,3,2,4,1,1,25,40000,0,1.96345,193
1649,5,200,3,2,4,1,2,25,40000,0,2.216243,203
1650,5,200,3,2,4,1,3,25,40000,0,2.19776,211
1651,5,200,3,2,4,1,4,25,40000,0,2.76882,226
1652,5,200,3,2,4,2,1,25,40000,0,2.26674,212
1653,5,200,3,2,4,2,2,25,40000,0,2.224487,211
1654,5,200,3,2,4,2,3,25,40000,0,2.131739,202
1655,5,200,3,2,4,2,4,25,40000,0,2.655323,231
1656,5,200,3,2,4,3,1,25,40000,0,2.055174,195
1657,5,200,3,2,4,3,2,25,40000,0,2.275775,218
1658,5,200,3,2,4,3,3,25,40000,0,2.062121,232
1659,5,200,3,2,4,3,4,25,40000,0,2.719711,237
1660,5,200,3,2,4,4,1,25,40000,0,2.125041,224
1661,5,200,3,2,4,4,2,25,40000,0,2.54228,219
1662,5,200,3,2,4,4,3,25,40000,0,2.372611,254
1663,5,200,3,2,4,4,4,25,40000,0,2.812031,266
1664,5,200,3,3,1,1,1,25,40000,0,1.914686,198
1665,5,200,3,3,1,1,2,25,40000,0,2.191652,201
1666,5,200,3,3,1,1,3,25,40000,0,2.084606,196
1667,5,200,3,3,1,1,4,25,40000,0,2.733522,194
1668,5,200,3,3,1,2,1,25,40000,0,1.890309,212
1669,5,200,3,3,1,2,2,25,40000,0,2.158137,205
1670,5,200,3,3,1,2,3,25,40000,0,2.145923,182
1671,5,200,3,3,1,2,4,25,40000,0,2.606965,220
1672,5,200,3,3,1,3,1,25,40000,0,1.776238,206
1673,5,200,3,3,1,3,2,25,40000,0,2.18157,231
1674,5,200,3,3,1,3,3,25,40000,0,1.971739,205
1675,5,200,3,3,1,3,4,25,40000,0,2.49511,276
1676,5,200,3,3,1,4,1,25,40000,0,1.930109,192
1677,5,200,3,3,1,4,2,25,40000,0,2.298011,257
1678,5,200,3,3,1,4,3,25,40000,0,2.013155,225
1679,5,200,3,3,1,4,4,25,40000,0,2.772202,247
1680,5,200,3,3,2,1,1,25,40000,0,2.126581,241
1681,5,200,3,3,2,1,2,25,40000,0,2.001331,187
1682,5,200,3,3,2,1,3,25,40000,0,2.082988,209
1683,5,200,3,3,2,1,4,25,40000,0,3.055027,196
1684,5,200,3,3,2,2,1,25,40000,0,1.930439,219
1685,5,200,3,3,2,2,2,25,40000,0,2.22049,193
1686,5,200,3,3,2,2,3,25,40000,0,2.203139,240
1687,5,200,3,3,2,2,4,25,40000,0,2.719578,239
1688,5,200,3,3,2,3,1,25,40000,0,2.049562,201
1689,5,200,3,3,2,3,2,25,40000,0,2.479531,223
1690,5,200,3,3,2,3,3,25,40000,0,2.171724,261
1691,5,200,3,3,2,3,4,25,40000,0,2.628457,283
1692,5,200,3,3,2,4,1,25,40000,0,2.152009,214
1693,5,200,3,3,2,4,2,25,40000,0,2.152199,216
1694,5,200,3,3,2,4,3,25,40000,0,2.059334,234
1695,5,200,3,3,2,4,4,25,40000,0,2.465447,252
1696,5,200,3,3,3,1,1,25,40000,0,1.986562,212
1697,5,200,3,3,3,1,2,25,40000,0,2.219326,194
1698,5,200,3,3,3,1,3,25,40000,0,2.20429,205
1699,5,200,3,3,3,1,4,25,40000,0,2.597251,232
1700,5,200,3,3,3,2,1,25,40000,0,2.073891,230
1701,5,200,3,3,3,2,2,25,40000,0,2.101675,214
1702,5,200,3,3,3,2,3,25,40000,0,2.142539,215
1703,5,200,3,3,3,2,4,25,40000,0,3.057983,230
1704,5,200,3,3,3,3,1,25,40000,0,2.066502,219
1705,5,200,3,3,3,3,2,25,40000,0,2.443052,238
1706,5,200,3,3,3,3,3,25,40000,0,1.979175,296
1707,5,200,3,3,3,3,4,25,40000,0,2.480415,352
1708,5,200,3,3,3,4,1,25,40000,0,1.896617,247
1709,5,200,3,3,3,4,2,25,40000,0,2.497096,253
1710,5,200,3,3,3,4,3,25,40000,0,2.096261,271
1711,5,200,3,3,3,4,4,25,40000,0,2.692059,320
1712,5,200,3,3,4,1,1,25,40000,0,2.052916,202
1713,5,200,3,3,4,1,2,25,40000,0,2.356023,206
1714,5,200,3,3,4,1,3,25,40000,0,2.157125,211
1715,5,200,3,3,4,1,4,25,40000,0,2.927091,219
1716,5,200,3,3,4,2,1,25,40000,0,2.162876,199
1717,5,200,3,3,4,2,2,25,40000,0,2.247419,190
1718,5,200,3,3,4,2,3,25,40000,0,2.314798,255
1719,5,200,3,3,4,2,4,25,40000,0,2.750638,213
1720,5,200,3,3,4,3,1,25,40000,0,2.238736,234
1721,5,200,3,3,4,3,2,25,40000,0,2.358877,263
1722,5,200,3,3,4,3,3,25,40000,0,2.032655,313
1723,5,200,3,3,4,3,4,25,40000,0,2.660359,293
1724,5,200,3,3,4,4,1,25,40000,0,2.292038,262
1725,5,200,3,3,4,4,2,25,40000,0,2.344898,256
1726,5,200,3,3,4,4,3,25,40000,0,2.136759,357
1727,5,200,3,3,4,4,4,25,40000,0,2.585061,317
1728,5,200,3,4,1,1,1,25,40000,0,1.918209,262
1729,5,200,3,4,1,1,2,25,40000,0,2.123301,223
1730,5,200,3,4,1,1,3,25,40000,0,2.251309,235
1731,5,200,3,4,1,1,4,25,40000,0,2.662633,206
1732,5,200,3,4,1,2,1,25,40000,0,2.111884,237
1733,5,200,3,4,1,2,2,25,40000,0,2.12011,201
1734,5,200,3,4,1,2,3,25,40000,0,2.273486,274
1735,5,200,3,4,1,2,4,25,40000,0,2.692465,238
1736,5,200,3,4,1,3,1,25,40000,0,2.317192,257
1737,5,200,3,4,1,3,2,25,40000,0,2.208395,230
1738,5,200,3,4,1,3,3,25,40000,0,2.321555,287
1739,5,200,3,4,1,3,4,25,40000,0,2.566694,337
1740,5,200,3,4,1,4,1,25,40000,0,2.307942,248
1741,5,200,3,4,1,4,2,25,40000,0,2.599649,268
1742,5,200,3,4,1,4,3,25,40000,0,2.402564,283
1743,5,200,3,4,1,4,4,25,40000,0,2.789034,384
1744,5,200,3,4,2,1,1,25,40000,0,2.088502,222
1745,5,200,3,4,2,1,2,25,40000,0,2.271959,225
1746,5,200,3,4,2,1,3,25,40000,0,2.162748,224
1747,5,200,3,4,2,1,4,25,40000,0,2.971891,255
1748,5,200,3,4,2,2,1,25,40000,0,2.122536,223
1749,5,200,3,4,2,2,2,25,40000,0,2.296895,248
1750,5,200,3,4,2,2,3,25,40000,0,2.3206,250
1751,5,200,3,4,2,2,4,25,40000,0,2.904499,297
1752,5,200,3,4,2,3,1,25,40000,0,2.106009,302
1753,5,200,3,4,2,3,2,25,40000,0,2.38582,260
1754,5,200,3,4,2,3,3,25,40000,0,2.079636,312
1755,5,200,3,4,2,3,4,25,40000,0,2.881854,356
1756,5,200,3,4,2,4,1,25,40000,0,2.114231,314
1757,5,200,3,4,2,4,2,25,40000,0,2.415769,271
1758,5,200,3,4,2,4,3,25,40000,0,2.277551,330
1759,5,200,3,4,2,4,4,25,40000,0,3.017993,380
1760,5,200,3,4,3,1,1,25,40000,0,1.96548,252
1761,5,200,3,4,3,1,2,25,40000,0,2.358062,202
1762,5,200,3,4,3,1,3,25,40000,0,2.353289,236
1763,5,200,3,4,3,1,4,25,40000,0,2.780297,257
1764,5,200,3,4,3,2,1,25,40000,0,2.150385,230
1765,5,200,3,4,3,2,2,25,40000,0,2.199772,233
1766,5,200,3,4,3,2,3,25,40000,0,2.323962,263
1767,5,200,3,4,3,2,4,25,40000,0,2.701178,204
1768,5,200,3,4,3,3,1,25,40000,0,2.256265,276
1769,5,200,3,4,3,3,2,25,40000,0,2.471674,273
1770,5,200,3,4,3,3,3,25,40000,0,1.97148,305
1771,5,200,3,4,3,3,4,25,40000,0,2.500681,275
1772,5,200,3,4,3,4,1,25,40000,0,2.203381,304
1773,5,200,3,4,3,4,2,25,40000,0,2.413911,311
1774,5,200,3,4,3,4,3,25,40000,0,2.087172,393
1775,5,200,3,4,3,4,4,25,40000,0,2.760722,330
1776,5,200,3,4,4,1,1,25,40000,0,2.231206,235
1777,5,200,3,4,4,1,2,25,40000,0,2.50257,281
1778,5,200,3,4,4,1,3,25,40000,0,2.360192,269
1779,5,200,3,4,4,1,4,25,40000,0,2.8791,275
1780,5,200,3,4,4,2,1,25,40000,0,2.131428,194
1781,5,200,3,4,4,2,2,25,40000,0,2.462154,265
1782,5,200,3,4,4,2,3,25,40000,0,2.069989,212
1783,5,200,3,4,4,2,4,25,40000,0,2.871019,259
1784,5,200,3,4,4,3,1,25,40000,0,2.146432,235
1785,5,200,3,4,4,3,2,25,40000,0,2.553569,322
1786,5,200,3,4,4,3,3,25,40000,0,2.058872,293
1787,5,200,3,4,4,3,4,25,40000,0,2.947297,328
1788,5,200,3,4,4,4,1,25,40000,0,2.235739,236
1789,5,200,3,4,4,4,2,25,40000,0,2.325614,303
1790,5,200,3,4,4,4,3,25,40000,0,2.024652,333
1791,5,200,3,4,4,4,4,25,40000,0,2.822361,372
1792,5,200,4,1,1,1,1,25,40000,0,0.443625,165
1793,5,200,4,1,1,1,2,25,40000,0,0.684841,175
1794,5,200,4,1,1,1,3,25,40000,0,0.62025,208
1795,5,200,4,1,1,1,4,25,40000,0,0.789525,209
1796,5,200,4,1,1,2,1,25,40000,0,0.637221,175
1797,5,200,4,1,1,2,2,25,40000,0,0.697928,219
1798,5,200,4,1,1,2,3,25,40000,0,0.696238,197
1799,5,200,4,1,1,2,4,25,40000,0,0.838184,183
1800,5,200,4,1,1,3,1,25,40000,0,0.5728,207
1801,5,200,4,1,1,3,2,25,40000,0,0.699796,212
1802,5,200,4,1,1,3,3,25,40000,0,0.618808,250
1803,5,200,4,1,1,3,4,25,40000,0,0.840793,236
1804,5,200,4,1,1,4,1,25,40000,0,0.70077,244
1805,5,200,4,1,1,4,2,25,40000,0,0.684734,235
1806,5,200,4,1,1,4,3,25,40000,0,0.669174,246
1807,5,200,4,1,1,4,4,25,40000,0,0.870868,242
1808,5,200,4,1,2,1,1,25,40000,0,0.660359,180
1809,5,200,4,1,2,1,2,25,40000,0,0.695716,193
1810,5,200,4,1,2,1,3,25,40000,0,0.638725,181
1811,5,200,4,1,2,1,4,25,40000,0,0.756792,193
1812,5,200,4,1,2,2,1,25,40000,0,0.613354,151
1813,5,200,4,1,2,2,2,25,40000,0,0.64071,183
1814,5,200,4,1,2,2,3,25,40000,0,0.626969,179
1815,5,200,4,1,2,2,4,25,40000,0,0.79634,186
1816,5,200,4,1,2,3,1,25,40000,0,0.629615,213
1817,5,200,4,1,2,3,2,25,40000,0,0.777826,214
1818,5,200,4,1,2,3,3,25,40000,0,0.637625,220
1819,5,200,4,1,2,3,4,25,40000,0,0.792013,241
1820,5,200,4,1,2,4,1,25,40000,0,0.686696,220
1821,5,200,4,1,2,4,2,25,40000,0,0.720462,213
1822,5,200,4,1,2,4,3,25,40000,0,0.616546,214
1823,5,200,4,1,2,4,4,25,40000,0,0.827939,229
1824,5,200,4,1,3,1,1,25,40000,0,0.58367,192
1825,5,200,4,1,3,1,2,25,40000,0,0.666956,199
1826,5,200,4,1,3,1,3,25,40000,0,0.658494,205
1827,5,200,4,1,3,1,4,25,40000,0,0.807967,197
1828,5,200,4,1,3,2,1,25,40000,0,0.671758,177
1829,5,200,4,1,3,2,2,25,40000,0,0.695677,195
1830,5,200,4,1,3,2,3,25,40000,0,0.629945,196
1831,5,200,4,1,3,2,4,25,40000,0,0.883694,195
1832,5,200,4,1,3,3,1,25,40000,0,0.726414,269
1833,5,200,4,1,3,3,2,25,40000,0,0.701836,245
1834,5,200,4,1,3,3,3,25,40000,0,0.64777,264
1835,5,200,4,1,3,3,4,25,40000,0,0.900084,261
1836,5,200,4,1,3,4,1,25,40000,0,0.652305,266
1837,5,200,4,1,3,4,2,25,40000,0,0.696717,250
1838,5,200,4,1,3,4,3,25,40000,0,0.694668,270
1839,5,200,4,1,3,4,4,25,40000,0,0.87271,284
1840,5,200,4,1,4,1,1,25,40000,0,0.590944,171
1841,5,200,4,1,4,1,2,25,40000,0,0.658165,175
1842,5,200,4,1,4,1,3,25,40000,0,0.662781,195
1843,5,200,4,1,4,1,4,25,40000,0,0.82123,196
1844,5,200,4,1,4,2,1,25,40000,0,0.641753,209
