n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,obj1,obj2
1587,5,200,3,1,4,2,1,0.163,350
1588,5,200,3,1,4,2,2,0.183,363
1589,5,200,3,1,4,2,3,0.255,457
1590,5,200,3,1,4,2,4,0.164,387
1591,5,200,3,1,4,3,1,0.159,408
1592,5,200,3,1,4,3,2,0.203,412
1593,5,200,3,1,4,3,3,0.256,510
1594,5,200,3,1,4,3,4,0.161,424
1595,5,200,3,1,4,4,1,0.181,448
1596,5,200,3,1,4,4,2,0.195,453
1597,5,200,3,1,4,4,3,0.24,545
1598,5,200,3,1,4,4,4,0.187,479
1599,5,200,3,2,1,1,1,0.125,269
1600,5,200,3,2,1,1,2,0.137,270
1601,5,200,3,2,1,1,3,0.201,349
1602,5,200,3,2,1,1,4,0.159,309
1603,5,200,3,2,1,2,1,0.122,331
1604,5,200,3,2,1,2,2,0.142,340
1605,5,200,3,2,1,2,3,0.21,412
1606,5,200,3,2,1,2,4,0.134,386
1607,5,200,3,2,1,3,1,0.163,384
1608,5,200,3,2,1,3,2,0.13,401
1609,5,200,3,2,1,3,3,0.227,472
1610,5,200,3,2,1,3,4,0.144,430
1611,5,200,3,2,1,4,1,0.139,426
1612,5,200,3,2,1,4,2,0.152,445
1613,5,200,3,2,1,4,3,0.213,527
1614,5,200,3,2,1,4,4,0.15,451
1615,5,200,3,2,2,1,1,0.148,277
1616,5,200,3,2,2,1,2,0.159,290
1617,5,200,3,2,2,1,3,0.244,368
1618,5,200,3,2,2,1,4,0.177,304
1619,5,200,3,2,2,2,1,0.161,333
1620,5,200,3,2,2,2,2,0.176,337
1621,5,200,3,2,2,2,3,0.301,398
1622,5,200,3,2,2,2,4,0.175,374
1623,5,200,3,2,2,3,1,0.159,391
1624,5,200,3,2,2,3,2,0.175,405
1625,5,200,3,2,2,3,3,0.261,475
1626,5,200,3,2,2,3,4,0.159,444
1627,5,200,3,2,2,4,1,0.151,427
1628,5,200,3,2,2,4,2,0.191,444
1629,5,200,3,2,2,4,3,0.272,522
1630,5,200,3,2,2,4,4,0.158,462
1631,5,200,3,2,3,1,1,0.182,305
1632,5,200,3,2,3,1,2,0.188,321
1633,5,200,3,2,3,1,3,0.299,392
1634,5,200,3,2,3,1,4,0.188,333
1635,5,200,3,2,3,2,1,0.188,375
1636,5,200,3,2,3,2,2,0.188,386
1637,5,200,3,2,3,2,3,0.264,452
1638,5,200,3,2,3,2,4,0.179,388
1639,5,200,3,2,3,3,1,0.176,423
1640,5,200,3,2,3,3,2,0.185,431
1641,5,200,3,2,3,3,3,0.256,512
1642,5,200,3,2,3,3,4,0.178,444
1643,5,200,3,2,3,4,1,0.211,487
1644,5,200,3,2,3,4,2,0.196,476
1645,5,200,3,2,3,4,3,0.292,558
1646,5,200,3,2,3,4,4,0.189,485
1647,5,200,3,2,4,1,1,0.159,284
1648,5,200,3,2,4,1,2,0.17,304
1649,5,200,3,2,4,1,3,0.259,384
1650,5,200,3,2,4,1,4,0.182,332
1651,5,200,3,2,4,2,1,0.167,353
1652,5,200,3,2,4,2,2,0.162,355
1653,5,200,3,2,4,2,3,0.242,448
1654,5,200,3,2,4,2,4,0.168,378
1655,5,200,3,2,4,3,1,0.159,412
1656,5,200,3,2,4,3,2,0.205,402
1657,5,200,3,2,4,3,3,0.257,489
1658,5,200,3,2,4,3,4,0.158,433
1659,5,200,3,2,4,4,1,0.166,443
1660,5,200,3,2,4,4,2,0.187,460
1661,5,200,3,2,4,4,3,0.237,528
1662,5,200,3,2,4,4,4,0.174,482
1663,5,200,3,3,1,1,1,0.149,618
1664,5,200,3,3,1,1,2,0.147,631
1665,5,200,3,3,1,1,3,0.218,677
1666,5,200,3,3,1,1,4,0.146,635
1667,5,200,3,3,1,2,1,0.15,713
1668,5,200,3,3,1,2,2,0.167,669
1669,5,200,3,3,1,2,3,0.202,755
1670,5,200,3,3,1,2,4,0.147,708
1671,5,200,3,3,1,3,1,0.146,787
1672,5,200,3,3,1,3,2,0.14,801
1673,5,200,3,3,1,3,3,0.207,886
1674,5,200,3,3,1,3,4,0.154,814
1675,5,200,3,3,1,4,1,0.141,712
1676,5,200,3,3,1,4,2,0.137,728
1677,5,200,3,3,1,4,3,0.194,830
1678,5,200,3,3,1,4,4,0.13,753
1679,5,200,3,3,2,1,1,0.175,637
1680,5,200,3,3,2,1,2,0.175,647
1681,5,200,3,3,2,1,3,0.272,731
1682,5,200,3,3,2,1,4,0.166,657
1683,5,200,3,3,2,2,1,0.163,677
1684,5,200,3,3,2,2,2,0.168,699
1685,5,200,3,3,2,2,3,0.252,771
1686,5,200,3,3,2,2,4,0.183,737
1687,5,200,3,3,2,3,1,0.165,806
1688,5,200,3,3,2,3,2,0.177,827
1689,5,200,3,3,2,3,3,0.262,890
1690,5,200,3,3,2,3,4,0.167,831
1691,5,200,3,3,2,4,1,0.184,738
1692,5,200,3,3,2,4,2,0.18,740
1693,5,200,3,3,2,4,3,0.264,805
1694,5,200,3,3,2,4,4,0.173,777
1695,5,200,3,3,3,1,1,0.192,651
1696,5,200,3,3,3,1,2,0.201,654
1697,5,200,3,3,3,1,3,0.287,708
1698,5,200,3,3,3,1,4,0.202,715
1699,5,200,3,3,3,2,1,0.196,698
1700,5,200,3,3,3,2,2,0.19,709
1701,5,200,3,3,3,2,3,0.278,782
1702,5,200,3,3,3,2,4,0.19,736
1703,5,200,3,3,3,3,1,0.192,799
1704,5,200,3,3,3,3,2,0.186,834
1705,5,200,3,3,3,3,3,0.284,910
1706,5,200,3,3,3,3,4,0.198,858
1707,5,200,3,3,3,4,1,0.193,765
1708,5,200,3,3,3,4,2,0.208,766
1709,5,200,3,3,3,4,3,0.273,848
1710,5,200,3,3,3,4,4,0.209,793
1711,5,200,3,3,4,1,1,0.18,640
1712,5,200,3,3,4,1,2,0.181,642
1713,5,200,3,3,4,1,3,0.254,711
1714,5,200,3,3,4,1,4,0.188,666
1715,5,200,3,3,4,2,1,0.173,706
1716,5,200,3,3,4,2,2,0.183,726
1717,5,200,3,3,4,2,3,0.283,768
1718,5,200,3,3,4,2,4,0.176,758
1719,5,200,3,3,4,3,1,0.18,841
1720,5,200,3,3,4,3,2,0.178,844
1721,5,200,3,3,4,3,3,0.257,908
1722,5,200,3,3,4,3,4,0.17,857
1723,5,200,3,3,4,4,1,0.171,761
1724,5,200,3,3,4,4,2,0.183,760
1725,5,200,3,3,4,4,3,0.293,848
1726,5,200,3,3,4,4,4,0.194,789
1727,5,200,3,4,1,1,1,0.119,295
1728,5,200,3,4,1,1,2,0.122,308
1729,5,200,3,4,1,1,3,0.187,359
1730,5,200,3,4,1,1,4,0.117,322
1731,5,200,3,4,1,2,1,0.125,335
1732,5,200,3,4,1,2,2,0.133,351
1733,5,200,3,4,1,2,3,0.248,408
1734,5,200,3,4,1,2,4,0.137,374
1735,5,200,3,4,1,3,1,0.124,454
1736,5,200,3,4,1,3,2,0.121,462
1737,5,200,3,4,1,3,3,0.214,518
1738,5,200,3,4,1,3,4,0.131,494
1739,5,200,3,4,1,4,1,0.137,398
1740,5,200,3,4,1,4,2,0.133,424
1741,5,200,3,4,1,4,3,0.215,485
1742,5,200,3,4,1,4,4,0.119,442
1743,5,200,3,4,2,1,1,0.155,288
1744,5,200,3,4,2,1,2,0.168,298
1745,5,200,3,4,2,1,3,0.249,369
1746,5,200,3,4,2,1,4,0.165,323
1747,5,200,3,4,2,2,1,0.165,348
1748,5,200,3,4,2,2,2,0.173,359
1749,5,200,3,4,2,2,3,0.239,434
1750,5,200,3,4,2,2,4,0.176,388
1751,5,200,3,4,2,3,1,0.157,449
1752,5,200,3,4,2,3,2,0.172,455
1753,5,200,3,4,2,3,3,0.251,541
1754,5,200,3,4,2,3,4,0.174,478
1755,5,200,3,4,2,4,1,0.186,408
1756,5,200,3,4,2,4,2,0.178,436
1757,5,200,3,4,2,4,3,0.245,482
1758,5,200,3,4,2,4,4,0.179,448
1759,5,200,3,4,3,1,1,0.182,330
1760,5,200,3,4,3,1,2,0.181,335
1761,5,200,3,4,3,1,3,0.282,417
1762,5,200,3,4,3,1,4,0.198,345
1763,5,200,3,4,3,2,1,0.187,380
1764,5,200,3,4,3,2,2,0.196,389
1765,5,200,3,4,3,2,3,0.293,449
1766,5,200,3,4,3,2,4,0.193,406
1767,5,200,3,4,3,3,1,0.2,471
1768,5,200,3,4,3,3,2,0.206,505
1769,5,200,3,4,3,3,3,0.315,572
1770,5,200,3,4,3,3,4,0.2,500
1771,5,200,3,4,3,4,1,0.205,466
1772,5,200,3,4,3,4,2,0.196,458
1773,5,200,3,4,3,4,3,0.292,519
1774,5,200,3,4,3,4,4,0.192,459
1775,5,200,3,4,4,1,1,0.16,314
1776,5,200,3,4,4,1,2,0.181,323
1777,5,200,3,4,4,1,3,0.241,405
1778,5,200,3,4,4,1,4,0.171,335
1779,5,200,3,4,4,2,1,0.155,348
1780,5,200,3,4,4,2,2,0.176,366
1781,5,200,3,4,4,2,3,0.252,478
1782,5,200,3,4,4,2,4,0.181,401
1783,5,200,3,4,4,3,1,0.17,485
1784,5,200,3,4,4,3,2,0.165,475
1785,5,200,3,4,4,3,3,0.27,548
1786,5,200,3,4,4,3,4,0.173,496
1787,5,200,3,4,4,4,1,0.16,426
1788,5,200,3,4,4,4,2,0.178,439
1789,5,200,3,4,4,4,3,0.245,527
1790,5,200,3,4,4,4,4,0.179,452
1791,5,200,4,1,1,1,1,0.144,333
1792,5,200,4,1,1,1,2,0.148,350
1793,5,200,4,1,1,1,3,0.232,429
1794,5,200,4,1,1,1,4,0.142,376
1795,5,200,4,1,1,2,1,0.131,422
1796,5,200,4,1,1,2,2,0.134,432
1797,5,200,4,1,1,2,3,0.208,514
1798,5,200,4,1,1,2,4,0.165,527
1799,5,200,4,1,1,3,1,0.151,514
1800,5,200,4,1,1,3,2,0.163,504
1801,5,200,4,1,1,3,3,0.22,597
1802,5,200,4,1,1,3,4,0.148,522
1803,5,200,4,1,1,4,1,0.146,564
1804,5,200,4,1,1,4,2,0.142,564
1805,5,200,4,1,1,4,3,0.206,669
1806,5,200,4,1,1,4,4,0.155,606
1807,5,200,4,1,2,1,1,0.165,340
1808,5,200,4,1,2,1,2,0.161,362
1809,5,200,4,1,2,1,3,0.282,467
1810,5,200,4,1,2,1,4,0.194,371
1811,5,200,4,1,2,2,1,0.177,432
1812,5,200,4,1,2,2,2,0.159,448
1813,5,200,4,1,2,2,3,0.275,552
1814,5,200,4,1,2,2,4,0.172,487
1815,5,200,4,1,2,3,1,0.17,513
1816,5,200,4,1,2,3,2,0.184,529
1817,5,200,4,1,2,3,3,0.246,641
1818,5,200,4,1,2,3,4,0.178,530
1819,5,200,4,1,2,4,1,0.167,569
1820,5,200,4,1,2,4,2,0.195,619
1821,5,200,4,1,2,4,3,0.241,674
1822,5,200,4,1,2,4,4,0.171,637
1823,5,200,4,1,3,1,1,0.184,381
1824,5,200,4,1,3,1,2,0.203,410
1825,5,200,4,1,3,1,3,0.279,491
1826,5,200,4,1,3,1,4,0.182,422
1827,5,200,4,1,3,2,1,0.186,472
1828,5,200,4,1,3,2,2,0.205,480
1829,5,200,4,1,3,2,3,0.308,577
1830,5,200,4,1,3,2,4,0.195,503
1831,5,200,4,1,3,3,1,0.209,570
1832,5,200,4,1,3,3,2,0.189,594
1833,5,200,4,1,3,3,3,0.267,655
1834,5,200,4,1,3,3,4,0.197,583
1835,5,200,4,1,3,4,1,0.203,627
1836,5,200,4,1,3,4,2,0.195,659
1837,5,200,4,1,3,4,3,0.295,698
1838,5,200,4,1,3,4,4,0.196,645
1839,5,200,4,1,4,1,1,0.185,355
1840,5,200,4,1,4,1,2,0.193,369
1841,5,200,4,1,4,1,3,0.251,504
1842,5,200,4,1,4,1,4,0.174,420
1843,5,200,4,1,4,2,1,0.179,444
1844,5,200,4,1,4,2,2,0.197,469
1845,5,200,4,1,4,2,3,0.296,569
1846,5,200,4,1,4,2,4,0.178,487
1847,5,200,4,1,4,3,1,0.184,532
1848,5,200,4,1,4,3,2,0.218,553
1849,5,200,4,1,4,3,3,0.269,666
1850,5,200,4,1,4,3,4,0.183,564
1851,5,200,4,1,4,4,1,0.181,599
1852,5,200,4,1,4,4,2,0.182,587
1853,5,200,4,1,4,4,3,0.245,717
1854,5,200,4,1,4,4,4,0.176,634
1855,5,200,4,2,1,1,1,0.143,329
1856,5,200,4,2,1,1,2,0.155,343
1857,5,200,4,2,1,1,3,0.23,453
1858,5,200,4,2,1,1,4,0.134,390
1859,5,200,4,2,1,2,1,0.135,419
1860,5,200,4,2,1,2,2,0.135,445
1861,5,200,4,2,1,2,3,0.252,538
1862,5,200,4,2,1,2,4,0.155,471
1863,5,200,4,2,1,3,1,0.156,500
1864,5,200,4,2,1,3,2,0.137,513
1865,5,200,4,2,1,3,3,0.223,607
1866,5,200,4,2,1,3,4,0.14,534
1867,5,200,4,2,1,4,1,0.139,547
1868,5,200,4,2,1,4,2,0.149,564
1869,5,200,4,2,1,4,3,0.205,688
1870,5,200,4,2,1,4,4,0.157,599
1871,5,200,4,2,2,1,1,0.17,344
1872,5,200,4,2,2,1,2,0.159,370
1873,5,200,4,2,2,1,3,0.243,463
1874,5,200,4,2,2,1,4,0.167,388
1875,5,200,4,2,2,2,1,0.16,434
1876,5,200,4,2,2,2,2,0.17,444
1877,5,200,4,2,2,2,3,0.259,532
1878,5,200,4,2,2,2,4,0.179,476
1879,5,200,4,2,2,3,1,0.194,517
1880,5,200,4,2,2,3,2,0.166,530
1881,5,200,4,2,2,3,3,0.245,655
1882,5,200,4,2,2,3,4,0.188,543
1883,5,200,4,2,2,4,1,0.166,584
1884,5,200,4,2,2,4,2,0.194,600
1885,5,200,4,2,2,4,3,0.241,692
1886,5,200,4,2,2,4,4,0.163,607
1887,5,200,4,2,3,1,1,0.2,393
1888,5,200,4,2,3,1,2,0.189,396
1889,5,200,4,2,3,1,3,0.275,509
1890,5,200,4,2,3,1,4,0.206,418
1891,5,200,4,2,3,2,1,0.21,472
1892,5,200,4,2,3,2,2,0.207,489
1893,5,200,4,2,3,2,3,0.27,596
1894,5,200,4,2,3,2,4,0.185,497
1895,5,200,4,2,3,3,1,0.203,558
1896,5,200,4,2,3,3,2,0.2,575
1897,5,200,4,2,3,3,3,0.345,708
1898,5,200,4,2,3,3,4,0.188,581
1899,5,200,4,2,3,4,1,0.214,616
1900,5,200,4,2,3,4,2,0.189,627
1901,5,200,4,2,3,4,3,0.326,745
1902,5,200,4,2,3,4,4,0.193,643
1903,5,200,4,2,4,1,1,0.164,356
1904,5,200,4,2,4,1,2,0.179,359
1905,5,200,4,2,4,1,3,0.249,478
1906,5,200,4,2,4,1,4,0.188,403
1907,5,200,4,2,4,2,1,0.202,445
1908,5,200,4,2,4,2,2,0.185,477
1909,5,200,4,2,4,2,3,0.25,558
1910,5,200,4,2,4,2,4,0.18,483
1911,5,200,4,2,4,3,1,0.176,527
1912,5,200,4,2,4,3,2,0.179,522
1913,5,200,4,2,4,3,3,0.24,642
1914,5,200,4,2,4,3,4,0.196,562
1915,5,200,4,2,4,4,1,0.17,596
1916,5,200,4,2,4,4,2,0.185,611
1917,5,200,4,2,4,4,3,0.238,732
1918,5,200,4,2,4,4,4,0.184,619
1919,5,200,4,3,1,1,1,0.154,829
1920,5,200,4,3,1,1,2,0.145,852
1921,5,200,4,3,1,1,3,0.208,906
1922,5,200,4,3,1,1,4,0.136,857
1923,5,200,4,3,1,2,1,0.171,907
1924,5,200,4,3,1,2,2,0.142,911
1925,5,200,4,3,1,2,3,0.21,955
1926,5,200,4,3,1,2,4,0.177,950
1927,5,200,4,3,1,3,1,0.179,1051
1928,5,200,4,3,1,3,2,0.152,1060
1929,5,200,4,3,1,3,3,0.211,1165
1930,5,200,4,3,1,3,4,0.147,1086
1931,5,200,4,3,1,4,1,0.162,979
1932,5,200,4,3,1,4,2,0.157,1005
1933,5,200,4,3,1,4,3,0.208,1057
1934,5,200,4,3,1,4,4,0.157,1042
1935,5,200,4,3,2,1,1,0.177,846
1936,5,200,4,3,2,1,2,0.178,856
1937,5,200,4,3,2,1,3,0.246,955
1938,5,200,4,3,2,1,4,0.176,887
1939,5,200,4,3,2,2,1,0.181,918
1940,5,200,4,3,2,2,2,0.192,946
1941,5,200,4,3,2,2,3,0.289,991
1942,5,200,4,3,2,2,4,0.17,950
1943,5,200,4,3,2,3,1,0.175,1049
1944,5,200,4,3,2,3,2,0.206,1065
1945,5,200,4,3,2,3,3,0.257,1201
1946,5,200,4,3,2,3,4,0.206,1101
1947,5,200,4,3,2,4,1,0.176,960
1948,5,200,4,3,2,4,2,0.196,1026
1949,5,200,4,3,2,4,3,0.27,1118
1950,5,200,4,3,2,4,4,0.187,1032
1951,5,200,4,3,3,1,1,0.19,855
1952,5,200,4,3,3,1,2,0.197,884
1953,5,200,4,3,3,1,3,0.305,978
1954,5,200,4,3,3,1,4,0.199,942
1955,5,200,4,3,3,2,1,0.188,967
1956,5,200,4,3,3,2,2,0.207,917
1957,5,200,4,3,3,2,3,0.284,1030
1958,5,200,4,3,3,2,4,0.204,981
1959,5,200,4,3,3,3,1,0.199,1098
1960,5,200,4,3,3,3,2,0.195,1114
1961,5,200,4,3,3,3,3,0.306,1182
1962,5,200,4,3,3,3,4,0.209,1144
1963,5,200,4,3,3,4,1,0.213,1062
1964,5,200,4,3,3,4,2,0.2,1062
1965,5,200,4,3,3,4,3,0.302,1119
1966,5,200,4,3,4,1,1,0.186,839
1967,5,200,4,3,4,1,2,0.176,842
1968,5,200,4,3,4,1,3,0.26,931
1969,5,200,4,3,4,1,4,0.19,899
1970,5,200,4,3,4,2,1,0.188,893
1971,5,200,4,3,4,2,2,0.173,934
1972,5,200,4,3,4,2,3,0.274,1034
1973,5,200,4,3,4,2,4,0.181,972
1974,5,200,4,3,4,3,1,0.181,1098
1975,5,200,4,3,4,3,2,0.191,1135
1976,5,200,4,3,4,3,3,0.269,1168
1977,5,200,4,3,4,3,4,0.193,1170
1978,5,200,4,3,4,4,1,0.192,1059
1979,5,200,4,3,4,4,2,0.179,986
1980,5,200,4,3,4,4,3,0.274,1134
1981,5,200,4,3,4,4,4,0.181,1012
1982,5,200,4,4,1,1,1,0.128,364
1983,5,200,4,4,1,1,2,0.12,377
1984,5,200,4,4,1,1,3,0.207,471
1985,5,200,4,4,1,1,4,0.148,435
1986,5,200,4,4,1,2,1,0.118,452
1987,5,200,4,4,1,2,2,0.146,453
1988,5,200,4,4,1,2,3,0.22,551
1989,5,200,4,4,1,2,4,0.149,486
1990,5,200,4,4,1,3,1,0.144,577
1991,5,200,4,4,1,3,2,0.122,615
1992,5,200,4,4,1,3,3,0.202,702
1993,5,200,4,4,1,3,4,0.135,653
1994,5,200,4,4,1,4,1,0.137,550
1995,5,200,4,4,1,4,2,0.136,544
1996,5,200,4,4,1,4,3,0.195,637
1997,5,200,4,4,1,4,4,0.119,573
1998,5,200,4,4,2,1,1,0.161,378
1999,5,200,4,4,2,1,2,0.175,387
2000,5,200,4,4,2,1,3,0.241,526
2001,5,200,4,4,2,1,4,0.173,409
2002,5,200,4,4,2,2,1,0.175,463
2003,5,200,4,4,2,2,2,0.207,466
2004,5,200,4,4,2,2,3,0.238,589
2005,5,200,4,4,2,2,4,0.176,507
2006,5,200,4,4,2,3,1,0.172,609
2007,5,200,4,4,2,3,2,0.163,611
2008,5,200,4,4,2,3,3,0.264,720
2009,5,200,4,4,2,3,4,0.175,672
2010,5,200,4,4,2,4,1,0.184,540
2011,5,200,4,4,2,4,2,0.18,586
2012,5,200,4,4,2,4,3,0.256,684
2013,5,200,4,4,2,4,4,0.17,594
2014,5,200,4,4,3,1,1,0.192,426
2015,5,200,4,4,3,1,2,0.213,457
2016,5,200,4,4,3,1,3,0.306,555
2017,5,200,4,4,3,1,4,0.205,439
2018,5,200,4,4,3,2,1,0.197,481
2019,5,200,4,4,3,2,2,0.187,530
2020,5,200,4,4,3,2,3,0.276,598
2021,5,200,4,4,3,2,4,0.219,544
2022,5,200,4,4,3,3,1,0.184,632
2023,5,200,4,4,3,3,2,0.191,663
2024,5,200,4,4,3,3,3,0.301,775
2025,5,200,4,4,3,3,4,0.196,694
2026,5,200,4,4,3,4,1,0.204,609
2027,5,200,4,4,3,4,2,0.194,588
2028,5,200,4,4,3,4,3,0.271,698
2029,5,200,4,4,3,4,4,0.212,627
2030,5,200,4,4,4,1,1,0.18,391
2031,5,200,4,4,4,1,2,0.193,416
2032,5,200,4,4,4,1,3,0.292,522
2033,5,200,4,4,4,1,4,0.178,453
2034,5,200,4,4,4,2,1,0.172,466
2035,5,200,4,4,4,2,2,0.167,495
2036,5,200,4,4,4,2,3,0.296,591
2037,5,200,4,4,4,2,4,0.186,522
2038,5,200,4,4,4,3,1,0.174,624
2039,5,200,4,4,4,3,2,0.178,644
2040,5,200,4,4,4,3,3,0.29,738
2041,5,200,4,4,4,3,4,0.178,659
2042,5,200,4,4,4,4,1,0.189,578
2043,5,200,4,4,4,4,2,0.181,583
2044,5,200,4,4,4,4,3,0.291,674
2045,5,200,4,4,4,4,4,0.189,606
2046,5,400,1,1,1,1,1,0.965,102
2047,5,400,1,1,1,1,2,0.836,107
2048,5,400,1,1,1,1,3,1.438,136
2049,5,400,1,1,1,1,4,0.914,118
2050,5,400,1,1,1,2,1,0.86,121
2051,5,400,1,1,1,2,2,0.877,119
2052,5,400,1,1,1,2,3,1.484,142
2053,5,400,1,1,1,2,4,0.952,124
2054,5,400,1,1,1,3,1,1.047,138
2055,5,400,1,1,1,3,2,0.872,139
2056,5,400,1,1,1,3,3,1.595,162
2057,5,400,1,1,1,3,4,0.898,147
2058,5,400,1,1,1,4,1,0.877,138
2059,5,400,1,1,1,4,2,0.965,140
2060,5,400,1,1,1,4,3,1.503,161
2061,5,400,1,1,1,4,4,1.071,146
2062,5,400,1,1,2,1,1,1.094,106
2063,5,400,1,1,2,1,2,1.053,118
2064,5,400,1,1,2,1,3,1.617,140
2065,5,400,1,1,2,1,4,1.137,124
2066,5,400,1,1,2,2,1,1.099,123
2067,5,400,1,1,2,2,2,1.081,136
2068,5,400,1,1,2,2,3,1.616,147
2069,5,400,1,1,2,2,4,1.233,130
2070,5,400,1,1,2,3,1,1.15,149
2071,5,400,1,1,2,3,2,1.046,140
2072,5,400,1,1,2,3,3,1.716,165
2073,5,400,1,1,2,3,4,1.136,150
2074,5,400,1,1,2,4,1,1.134,146
2075,5,400,1,1,2,4,2,1.147,149
2076,5,400,1,1,2,4,3,1.6,173
2077,5,400,1,1,2,4,4,1.106,149
2078,5,400,1,1,3,1,1,1.245,116
2079,5,400,1,1,3,1,2,1.2,125
2080,5,400,1,1,3,1,3,1.824,141
2081,5,400,1,1,3,1,4,1.415,138
2082,5,400,1,1,3,2,1,1.172,139
2083,5,400,1,1,3,2,2,1.254,144
2084,5,400,1,1,3,2,3,1.915,170
2085,5,400,1,1,3,2,4,1.182,148
2086,5,400,1,1,3,3,1,1.211,156
2087,5,400,1,1,3,3,2,1.275,150
2088,5,400,1,1,3,3,3,1.974,175
2089,5,400,1,1,3,3,4,1.258,148
2090,5,400,1,1,3,4,1,1.165,166
2091,5,400,1,1,3,4,2,1.228,162
2092,5,400,1,1,3,4,3,1.918,174
2093,5,400,1,1,3,4,4,1.302,171
2094,5,400,1,1,4,1,1,1.042,106
2095,5,400,1,1,4,1,2,1.095,111
2096,5,400,1,1,4,1,3,1.736,141
2097,5,400,1,1,4,1,4,1.15,118
2098,5,400,1,1,4,2,1,1.218,128
2099,5,400,1,1,4,2,2,1.173,140
2100,5,400,1,1,4,2,3,1.722,148
2101,5,400,1,1,4,2,4,1.123,132
2102,5,400,1,1,4,3,1,1.059,141
2103,5,400,1,1,4,3,2,1.112,142
2104,5,400,1,1,4,3,3,1.63,182
2105,5,400,1,1,4,3,4,1.161,149
2106,5,400,1,1,4,4,1,1.161,145
2107,5,400,1,1,4,4,2,1.121,152
2108,5,400,1,1,4,4,3,1.827,179
2109,5,400,1,1,4,4,4,1.153,154
2110,5,400,1,2,1,1,1,0.955,104
2111,5,400,1,2,1,1,2,0.794,106
2112,5,400,1,2,1,1,3,1.463,133
2113,5,400,1,2,1,1,4,0.839,115
2114,5,400,1,2,1,2,1,0.787,116
2115,5,400,1,2,1,2,2,0.898,125
2116,5,400,1,2,1,2,3,1.454,148
2117,5,400,1,2,1,2,4,0.975,139
2118,5,400,1,2,1,3,1,1.053,153
2119,5,400,1,2,1,3,2,0.927,145
2120,5,400,1,2,1,3,3,1.377,170
2121,5,400,1,2,1,3,4,1.021,146
2122,5,400,1,2,1,4,1,1.048,146
2123,5,400,1,2,1,4,2,0.967,146
2124,5,400,1,2,1,4,3,1.482,182
2125,5,400,1,2,1,4,4,0.985,157
2126,5,400,1,2,2,1,1,1.091,111
2127,5,400,1,2,2,1,2,1.019,122
2128,5,400,1,2,2,1,3,1.693,134
2129,5,400,1,2,2,1,4,1.101,122
2130,5,400,1,2,2,2,1,1.044,130
2131,5,400,1,2,2,2,2,1.118,128
2132,5,400,1,2,2,2,3,1.634,158
2133,5,400,1,2,2,2,4,1.143,137
2134,5,400,1,2,2,3,1,1.132,148
2135,5,400,1,2,2,3,2,1.035,151
2136,5,400,1,2,2,3,3,1.639,177
2137,5,400,1,2,2,3,4,1.16,150
2138,5,400,1,2,2,4,1,1.184,147
2139,5,400,1,2,2,4,2,1.091,154
2140,5,400,1,2,2,4,3,1.679,174
2141,5,400,1,2,2,4,4,1.152,151
2142,5,400,1,2,3,1,1,1.188,117
2143,5,400,1,2,3,1,2,1.219,119
2144,5,400,1,2,3,1,3,2.112,139
2145,5,400,1,2,3,1,4,1.207,127
2146,5,400,1,2,3,2,1,1.229,139
2147,5,400,1,2,3,2,2,1.156,138
2148,5,400,1,2,3,2,3,1.897,161
2149,5,400,1,2,3,2,4,1.305,153
2150,5,400,1,2,3,3,1,1.301,149
2151,5,400,1,2,3,3,2,1.244,151
2152,5,400,1,2,3,3,3,1.851,180
2153,5,400,1,2,3,3,4,1.219,160
2154,5,400,1,2,3,4,1,1.37,162
2155,5,400,1,2,3,4,2,1.302,163
2156,5,400,1,2,3,4,3,2.185,184
2157,5,400,1,2,3,4,4,1.275,163
2158,5,400,1,2,4,1,1,1.056,115
2159,5,400,1,2,4,1,2,1.112,114
2160,5,400,1,2,4,1,3,1.67,141
2161,5,400,1,2,4,1,4,1.07,117
2162,5,400,1,2,4,2,1,1.023,124
2163,5,400,1,2,4,2,2,1.11,130
2164,5,400,1,2,4,2,3,1.642,159
2165,5,400,1,2,4,2,4,1.087,147
2166,5,400,1,2,4,3,1,1.105,143
2167,5,400,1,2,4,3,2,1.097,150
2168,5,400,1,2,4,3,3,1.65,185
2169,5,400,1,2,4,3,4,1.14,154
2170,5,400,1,2,4,4,1,1.116,154
2171,5,400,1,2,4,4,2,1.102,149
2172,5,400,1,2,4,4,3,1.7,177
2173,5,400,1,2,4,4,4,1.149,154
2174,5,400,1,3,1,1,1,1.023,198
2175,5,400,1,3,1,1,2,0.997,215
2176,5,400,1,3,1,1,3,1.488,231
2177,5,400,1,3,1,1,4,0.929,213
2178,5,400,1,3,1,2,1,0.953,237
2179,5,400,1,3,1,2,2,0.982,226
2180,5,400,1,3,1,2,3,1.407,261
2181,5,400,1,3,1,2,4,0.966,238
2182,5,400,1,3,1,3,1,1.058,252
2183,5,400,1,3,1,3,2,1.001,251
2184,5,400,1,3,1,3,3,1.453,285
2185,5,400,1,3,1,3,4,0.934,257
2186,5,400,1,3,1,4,1,0.996,242
2187,5,400,1,3,1,4,2,0.97,241
2188,5,400,1,3,1,4,3,1.472,266
2189,5,400,1,3,1,4,4,1.017,242
