n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0725,2,2,3,1,512,32,0,0.000137,137,722,329,1,0
0726,2,2,3,1,256,1,0,0.000176,252,1201,468,1,0
0727,2,2,3,1,256,2,0,0.000174,280,1203,467,1,0
0728,2,2,3,1,256,4,0,0.000158,233,1052,345,1,0
0735,2,2,3,1,128,8,0,0.000116,107,611,357,2,0
0736,2,2,3,1,128,16,0,0.000116,107,611,357,2,0
0737,2,2,3,1,128,32,0,0.000118,112,633,357,2,0
0738,2,2,3,1,64,1,0,0.000124,210,978,362,2,0
0739,2,2,3,1,64,2,0,0.000124,210,978,362,2,0
0740,2,2,3,1,64,4,0,0.000129,200,896,362,2,0
0741,2,2,3,1,64,8,0,0.000141,283,1308,378,2,0
0742,2,2,3,1,64,16,0,0.000141,283,1308,378,2,0
0743,2,2,3,1,64,32,0,0.000148,311,1302,378,2,0
0750,2,2,3,2,512,1,0,0.000156,168,950,483,3,0
0751,2,2,3,2,512,2,0,0.000156,168,950,483,3,0
0752,2,2,3,2,512,4,0,0.000149,134,777,341,3,0
0753,2,2,3,2,512,8,0,0.000142,239,1264,459,3,0
0754,2,2,3,2,512,16,0,0.000142,239,1264,459,3,0
0755,2,2,3,2,512,32,0,0.000150,213,1076,355,3,0
0756,2,2,3,2,256,1,0,0.000174,295,1700,473,3,0
0757,2,2,3,2,256,2,0,0.000189,400,1699,474,3,0
0758,2,2,3,2,256,4,0,0.000173,348,1554,368,3,0
0765,2,2,3,2,128,8,0,0.000037,147,805,266,1,0
0766,2,2,3,2,128,16,0,0.000037,147,805,266,1,0
0767,2,2,3,2,128,32,0,0.000030,176,920,325,2,0
0768,2,2,3,2,64,1,0,0.000036,238,1250,298,1,0
0769,2,2,3,2,64,2,0,0.000036,238,1250,298,1,0
0770,2,2,3,2,64,4,0,0.000036,255,1382,341,2,0
0771,2,2,3,2,64,8,0,0.000040,325,1861,314,1,0
0772,2,2,3,2,64,16,0,0.000040,325,1861,314,1,0
0773,2,2,3,2,64,32,0,0.000041,352,2091,356,2,0
0780,2,2,3,3,512,1,0,0.000148,142,751,444,1,0
0781,2,2,3,3,512,2,0,0.000144,146,731,444,1,0
0782,2,2,3,3,512,4,0,0.000158,118,623,324,1,0
0783,2,2,3,3,512,8,0,0.000153,204,886,451,1,0
0784,2,2,3,3,512,16,0,0.000145,201,885,451,1,0
0785,2,2,3,3,512,32,0,0.000137,137,722,329,1,0
0786,2,2,3,3,256,1,0,0.000176,252,1201,468,1,0
0787,2,2,3,3,256,2,0,0.000174,280,1203,467,1,0
0788,2,2,3,3,256,4,0,0.000158,233,1052,345,1,0
0795,2,2,3,3,128,8,0,0.000116,107,611,357,2,0
0796,2,2,3,3,128,16,0,0.000116,107,611,357,2,0
0797,2,2,3,3,128,32,0,0.000118,112,633,357,2,0
0799,2,2,3,3,64,2,0,0.000124,210,978,362,2,0
0800,2,2,3,3,64,4,0,0.000129,200,896,362,2,0
0801,2,2,3,3,64,8,0,0.000141,283,1308,378,2,0
0802,2,2,3,3,64,16,0,0.000141,283,1308,378,2,0
0803,2,2,3,3,64,32,0,0.000148,311,1302,378,2,0
0810,2,2,3,4,512,1,0,0.000156,168,950,483,3,0
0811,2,2,3,4,512,2,0,0.000156,168,950,483,3,0
0812,2,2,3,4,512,4,0,0.000149,134,777,341,3,0
0813,2,2,3,4,512,8,0,0.000142,239,1264,459,3,0
0814,2,2,3,4,512,16,0,0.000142,239,1264,459,3,0
0815,2,2,3,4,512,32,0,0.000150,213,1076,355,3,0
0816,2,2,3,4,256,1,0,0.000174,295,1700,473,3,0
0817,2,2,3,4,256,2,0,0.000189,400,1699,474,3,0
0818,2,2,3,4,256,4,0,0.000173,348,1554,368,3,0
0825,2,2,3,4,128,8,0,0.000037,147,805,266,1,0
0826,2,2,3,4,128,16,0,0.000037,147,805,266,1,0
0827,2,2,3,4,128,32,0,0.000030,176,920,325,2,0
0828,2,2,3,4,64,1,0,0.000036,238,1250,298,1,0
0829,2,2,3,4,64,2,0,0.000036,238,1250,298,1,0
0830,2,2,3,4,64,4,0,0.000036,255,1382,341,2,0
0831,2,2,3,4,64,8,0,0.000040,325,1861,314,1,0
0832,2,2,3,4,64,16,0,0.000040,325,1861,314,1,0
0833,2,2,3,4,64,32,0,0.000041,352,2091,356,2,0
0840,2,2,4,1,512,1,0,0.000148,142,751,444,1,0
0841,2,2,4,1,512,2,0,0.000144,146,731,444,1,0
0842,2,2,4,1,512,4,0,0.000158,118,623,324,1,0
0843,2,2,4,1,512,8,0,0.000153,204,886,451,1,0
0844,2,2,4,1,512,16,0,0.000145,201,885,451,1,0
0845,2,2,4,1,512,32,0,0.000137,137,722,329,1,0
0846,2,2,4,1,256,1,0,0.000176,252,1201,468,1,0
0847,2,2,4,1,256,2,0,0.000174,280,1203,467,1,0
0848,2,2,4,1,256,4,0,0.000158,233,1052,345,1,0
0855,2,2,4,1,128,8,0,0.000116,107,611,357,2,0
0856,2,2,4,1,128,16,0,0.000116,107,611,357,2,0
0857,2,2,4,1,128,32,0,0.000118,112,633,357,2,0
0858,2,2,4,1,64,1,0,0.000124,210,978,362,2,0
0859,2,2,4,1,64,2,0,0.000124,210,978,362,2,0
0860,2,2,4,1,64,4,0,0.000129,200,896,362,2,0
0861,2,2,4,1,64,8,0,0.000141,283,1308,378,2,0
0862,2,2,4,1,64,16,0,0.000141,283,1308,378,2,0
0863,2,2,4,1,64,32,0,0.000148,311,1302,378,2,0
0870,2,2,4,2,512,1,0,0.000156,168,950,483,3,0
0871,2,2,4,2,512,2,0,0.000156,168,950,483,3,0
0872,2,2,4,2,512,4,0,0.000149,134,777,341,3,0
0873,2,2,4,2,512,8,0,0.000142,239,1264,459,3,0
0875,2,2,4,2,512,32,0,0.000150,213,1076,355,3,0
0876,2,2,4,2,256,1,0,0.000174,295,1700,473,3,0
0877,2,2,4,2,256,2,0,0.000189,400,1699,474,3,0
0878,2,2,4,2,256,4,0,0.000173,348,1554,368,3,0
0885,2,2,4,2,128,8,0,0.000037,147,805,266,1,0
0886,2,2,4,2,128,16,0,0.000037,147,805,266,1,0
0887,2,2,4,2,128,32,0,0.000030,176,920,325,2,0
0888,2,2,4,2,64,1,0,0.000036,238,1250,298,1,0
0889,2,2,4,2,64,2,0,0.000036,238,1250,298,1,0
0890,2,2,4,2,64,4,0,0.000036,255,1382,341,2,0
0891,2,2,4,2,64,8,0,0.000040,325,1861,314,1,0
0892,2,2,4,2,64,16,0,0.000040,325,1861,314,1,0
0893,2,2,4,2,64,32,0,0.000041,352,2091,356,2,0
0900,2,2,4,3,512,1,0,0.000148,142,751,444,1,0
0901,2,2,4,3,512,2,0,0.000144,146,731,444,1,0
0902,2,2,4,3,512,4,0,0.000158,118,623,324,1,0
0903,2,2,4,3,512,8,0,0.000153,204,886,451,1,0
0904,2,2,4,3,512,16,0,0.000145,201,885,451,1,0
0905,2,2,4,3,512,32,0,0.000137,137,722,329,1,0
0906,2,2,4,3,256,1,0,0.000176,252,1201,468,1,0
0907,2,2,4,3,256,2,0,0.000174,280,1203,467,1,0
0908,2,2,4,3,256,4,0,0.000158,233,1052,345,1,0
0915,2,2,4,3,128,8,0,0.000116,107,611,357,2,0
0916,2,2,4,3,128,16,0,0.000115,110,611,357,2,0
0917,2,2,4,3,128,32,0,0.000118,112,633,357,2,0
0918,2,2,4,3,64,1,0,0.000124,210,978,362,2,0
0919,2,2,4,3,64,2,0,0.000124,210,978,362,2,0
0920,2,2,4,3,64,4,0,0.000129,200,896,362,2,0
0921,2,2,4,3,64,8,0,0.000141,283,1308,378,2,0
0922,2,2,4,3,64,16,0,0.000141,283,1308,378,2,0
0923,2,2,4,3,64,32,0,0.000148,311,1302,378,2,0
0930,2,2,4,4,512,1,0,0.000156,168,950,483,3,0
0931,2,2,4,4,512,2,0,0.000156,168,950,483,3,0
0932,2,2,4,4,512,4,0,0.000149,134,777,341,3,0
0933,2,2,4,4,512,8,0,0.000142,239,1264,459,3,0
0934,2,2,4,4,512,16,0,0.000142,239,1264,459,3,0
0935,2,2,4,4,512,32,0,0.000150,213,1076,355,3,0
0936,2,2,4,4,256,1,0,0.000174,295,1700,473,3,0
0937,2,2,4,4,256,2,0,0.000189,400,1699,474,3,0
0938,2,2,4,4,256,4,0,0.000173,348,1554,368,3,0
0945,2,2,4,4,128,8,0,0.000037,147,805,266,1,0
0946,2,2,4,4,128,16,0,0.000037,147,805,266,1,0
0947,2,2,4,4,128,32,0,0.000030,176,920,325,2,0
0948,2,2,4,4,64,1,0,0.000036,238,1250,298,1,0
0949,2,2,4,4,64,2,0,0.000036,238,1250,298,1,0
0951,2,2,4,4,64,8,0,0.000040,325,1861,314,1,0
0952,2,2,4,4,64,16,0,0.000040,325,1861,314,1,0
0953,2,2,4,4,64,32,0,0.000041,352,2091,356,2,0
0960,2,3,1,1,512,1,0,0.000139,141,709,466,1,0
0961,2,3,1,1,512,2,0,0.000135,144,706,466,1,0
0962,2,3,1,1,512,4,0,0.000146,115,622,346,1,0
0963,2,3,1,1,512,8,0,0.000190,217,999,475,1,0
0964,2,3,1,1,512,16,0,0.000178,205,995,475,1,0
0965,2,3,1,1,512,32,0,0.000184,203,837,353,1,0
0966,2,3,1,1,256,1,0,0.000188,334,1452,488,1,0
0967,2,3,1,1,256,2,0,0.000176,329,1449,488,1,0
0968,2,3,1,1,256,4,0,0.000217,288,1382,368,1,0
0975,2,3,1,1,128,8,0,0.000120,153,866,383,2,0
0976,2,3,1,1,128,16,0,0.000120,153,866,383,2,0
0977,2,3,1,1,128,32,0,0.000122,132,756,383,2,0
0978,2,3,1,1,64,1,0,0.000128,258,1208,390,2,0
0979,2,3,1,1,64,2,0,0.000128,258,1208,390,2,0
0980,2,3,1,1,64,4,0,0.000130,228,1051,390,2,0
0981,2,3,1,1,64,8,0,0.000159,327,1662,404,2,0
0982,2,3,1,1,64,16,0,0.000159,327,1662,404,2,0
0983,2,3,1,1,64,32,0,0.000134,316,1577,404,2,0
0990,2,3,1,2,512,1,0,0.000155,180,981,481,3,0
0991,2,3,1,2,512,2,0,0.000155,180,981,481,3,0
0992,2,3,1,2,512,4,0,0.000144,157,851,379,3,0
0993,2,3,1,2,512,8,0,0.000163,266,1394,489,3,0
0994,2,3,1,2,512,16,0,0.000163,266,1394,489,3,0
0995,2,3,1,2,512,32,0,0.000163,246,1259,386,3,0
0996,2,3,1,2,256,1,0,0.000189,387,1911,502,3,0
0997,2,3,1,2,256,2,0,0.000173,357,1905,502,3,0
0998,2,3,1,2,256,4,0,0.000171,357,1813,400,3,0
1005,2,3,1,2,128,8,0,0.000034,163,879,351,1,0
1006,2,3,1,2,128,16,0,0.000034,163,879,351,1,0
1007,2,3,1,2,128,32,0,0.000041,192,1163,389,2,0
1008,2,3,1,2,64,1,0,0.000040,251,1331,343,1,0
1009,2,3,1,2,64,2,0,0.000040,251,1331,343,1,0
1010,2,3,1,2,64,4,0,0.000040,309,1670,408,2,0
1011,2,3,1,2,64,8,0,0.000038,390,2086,362,1,0
1012,2,3,1,2,64,16,0,0.000038,390,2086,362,1,0
1013,2,3,1,2,64,32,0,0.000041,457,2389,423,2,0
1020,2,3,1,3,512,1,0,0.000139,141,709,466,1,0
1021,2,3,1,3,512,2,0,0.000135,144,706,466,1,0
1022,2,3,1,3,512,4,0,0.000146,115,622,346,1,0
1023,2,3,1,3,512,8,0,0.000190,217,999,475,1,0
1024,2,3,1,3,512,16,0,0.000178,205,995,475,1,0
1025,2,3,1,3,512,32,0,0.000184,203,837,353,1,0
1027,2,3,1,3,256,2,0,0.000176,329,1449,488,1,0
1028,2,3,1,3,256,4,0,0.000218,279,1382,368,1,0
1035,2,3,1,3,128,8,0,0.000120,153,866,383,2,0
1036,2,3,1,3,128,16,0,0.000120,153,866,383,2,0
1037,2,3,1,3,128,32,0,0.000122,132,756,383,2,0
1038,2,3,1,3,64,1,0,0.000128,258,1208,390,2,0
1039,2,3,1,3,64,2,0,0.000128,258,1208,390,2,0
1040,2,3,1,3,64,4,0,0.000130,228,1051,390,2,0
1041,2,3,1,3,64,8,0,0.000159,327,1662,404,2,0
1042,2,3,1,3,64,16,0,0.000159,327,1662,404,2,0
1043,2,3,1,3,64,32,0,0.000134,316,1577,404,2,0
1050,2,3,1,4,512,1,0,0.000155,180,981,481,3,0
1051,2,3,1,4,512,2,0,0.000155,180,981,481,3,0
1052,2,3,1,4,512,4,0,0.000144,157,851,379,3,0
1053,2,3,1,4,512,8,0,0.000163,266,1394,489,3,0
1054,2,3,1,4,512,16,0,0.000163,266,1394,489,3,0
1055,2,3,1,4,512,32,0,0.000163,246,1259,386,3,0
1056,2,3,1,4,256,1,0,0.000185,392,1911,502,3,0
1057,2,3,1,4,256,2,0,0.000173,357,1905,502,3,0
1058,2,3,1,4,256,4,0,0.000171,357,1813,400,3,0
1065,2,3,1,4,128,8,0,0.000034,163,879,351,1,0
1066,2,3,1,4,128,16,0,0.000034,163,879,351,1,0
1067,2,3,1,4,128,32,0,0.000041,192,1163,389,2,0
1068,2,3,1,4,64,1,0,0.000040,251,1331,343,1,0
1069,2,3,1,4,64,2,0,0.000040,251,1331,343,1,0
1070,2,3,1,4,64,4,0,0.000040,309,1670,408,2,0
1071,2,3,1,4,64,8,0,0.000038,390,2086,362,1,0
1072,2,3,1,4,64,16,0,0.000038,390,2086,362,1,0
1073,2,3,1,4,64,32,0,0.000041,457,2389,423,2,0
1080,2,3,2,1,512,1,0,0.000139,141,709,466,1,0
1081,2,3,2,1,512,2,0,0.000135,144,706,466,1,0
1082,2,3,2,1,512,4,0,0.000146,115,622,346,1,0
1083,2,3,2,1,512,8,0,0.000190,217,999,475,1,0
1084,2,3,2,1,512,16,0,0.000178,205,995,475,1,0
1085,2,3,2,1,512,32,0,0.000184,203,837,353,1,0
1086,2,3,2,1,256,1,0,0.000188,334,1452,488,1,0
1087,2,3,2,1,256,2,0,0.000176,329,1449,488,1,0
1088,2,3,2,1,256,4,0,0.000217,288,1382,368,1,0
1095,2,3,2,1,128,8,0,0.000120,153,866,383,2,0
1096,2,3,2,1,128,16,0,0.000120,153,866,383,2,0
1097,2,3,2,1,128,32,0,0.000122,132,756,383,2,0
1098,2,3,2,1,64,1,0,0.000128,258,1208,390,2,0
1099,2,3,2,1,64,2,0,0.000128,258,1208,390,2,0
1100,2,3,2,1,64,4,0,0.000130,228,1051,390,2,0
1101,2,3,2,1,64,8,0,0.000159,327,1662,404,2,0
1102,2,3,2,1,64,16,0,0.000159,327,1662,404,2,0
1103,2,3,2,1,64,32,0,0.000134,316,1577,404,2,0
1110,2,3,2,2,512,1,0,0.000155,180,981,481,3,0
1111,2,3,2,2,512,2,0,0.000155,180,981,481,3,0
1112,2,3,2,2,512,4,0,0.000144,157,851,379,3,0
1113,2,3,2,2,512,8,0,0.000163,266,1394,489,3,0
1114,2,3,2,2,512,16,0,0.000163,266,1394,489,3,0
1115,2,3,2,2,512,32,0,0.000163,246,1259,386,3,0
1116,2,3,2,2,256,1,0,0.000185,392,1911,502,3,0
1117,2,3,2,2,256,2,0,0.000173,357,1905,502,3,0
1118,2,3,2,2,256,4,0,0.000171,357,1813,400,3,0
1125,2,3,2,2,128,8,0,0.000034,163,879,351,1,0
1126,2,3,2,2,128,16,0,0.000034,163,879,351,1,0
1127,2,3,2,2,128,32,0,0.000041,192,1163,389,2,0
1128,2,3,2,2,64,1,0,0.000040,251,1331,343,1,0
1129,2,3,2,2,64,2,0,0.000040,251,1331,343,1,0
1130,2,3,2,2,64,4,0,0.000040,309,1670,408,2,0
1131,2,3,2,2,64,8,0,0.000038,390,2086,362,1,0
1132,2,3,2,2,64,16,0,0.000038,390,2086,362,1,0
1133,2,3,2,2,64,32,0,0.000041,457,2389,423,2,0
1141,2,3,2,3,512,2,0,0.000136,152,706,466,1,0
1142,2,3,2,3,512,4,0,0.000146,115,622,346,1,0
1143,2,3,2,3,512,8,0,0.000190,217,999,475,1,0
1144,2,3,2,3,512,16,0,0.000178,205,995,475,1,0
1145,2,3,2,3,512,32,0,0.000184,203,837,353,1,0
1146,2,3,2,3,256,1,0,0.000188,334,1452,488,1,0
1147,2,3,2,3,256,2,0,0.000176,329,1449,488,1,0
1148,2,3,2,3,256,4,0,0.000217,288,1382,368,1,0
1155,2,3,2,3,128,8,0,0.000120,153,866,383,2,0
1156,2,3,2,3,128,16,0,0.000120,153,866,383,2,0
1157,2,3,2,3,128,32,0,0.000122,132,756,383,2,0
1158,2,3,2,3,64,1,0,0.000128,258,1208,390,2,0
1159,2,3,2,3,64,2,0,0.000128,258,1208,390,2,0
1160,2,3,2,3,64,4,0,0.000130,228,1051,390,2,0
1161,2,3,2,3,64,8,0,0.000159,327,1662,404,2,0
1162,2,3,2,3,64,16,0,0.000159,327,1662,404,2,0
1163,2,3,2,3,64,32,0,0.000134,316,1577,404,2,0
1170,2,3,2,4,512,1,0,0.000155,180,981,481,3,0
1171,2,3,2,4,512,2,0,0.000155,180,981,481,3,0
1172,2,3,2,4,512,4,0,0.000144,157,851,379,3,0
1173,2,3,2,4,512,8,0,0.000163,266,1394,489,3,0
1174,2,3,2,4,512,16,0,0.000163,266,1394,489,3,0
1175,2,3,2,4,512,32,0,0.000163,246,1259,386,3,0
1176,2,3,2,4,256,1,0,0.000185,392,1911,502,3,0
1177,2,3,2,4,256,2,0,0.000173,357,1905,502,3,0
1178,2,3,2,4,256,4,0,0.000171,357,1813,400,3,0
1185,2,3,2,4,128,8,0,0.000034,163,879,351,1,0
1186,2,3,2,4,128,16,0,0.000034,163,879,351,1,0
1187,2,3,2,4,128,32,0,0.000041,192,1163,389,2,0
1188,2,3,2,4,64,1,0,0.000040,251,1331,343,1,0
1189,2,3,2,4,64,2,0,0.000040,251,1331,343,1,0
1190,2,3,2,4,64,4,0,0.000040,309,1670,408,2,0
1191,2,3,2,4,64,8,0,0.000038,390,2086,362,1,0
1192,2,3,2,4,64,16,0,0.000038,390,2086,362,1,0
1193,2,3,2,4,64,32,0,0.000041,457,2389,423,2,0
1200,2,3,3,1,512,1,0,0.000146,119,572,434,1,0
1201,2,3,3,1,512,2,0,0.000147,113,572,434,1,0
1202,2,3,3,1,512,4,0,0.000153,93,441,314,1,0
1203,2,3,3,1,512,8,0,0.000153,93,441,314,1,0
1204,2,3,3,1,512,16,0,0.000175,178,755,444,1,0
1205,2,3,3,1,512,32,0,0.000171,171,739,444,1,0
1206,2,3,3,1,256,1,0,0.000146,131,595,322,1,0
1207,2,3,3,1,256,2,0,0.000146,131,595,322,1,0
1208,2,3,3,1,256,4,0,0.000226,236,1014,460,1,0
1209,2,3,3,1,256,8,0,0.000204,262,1014,460,1,0
1210,2,3,3,1,256,16,0,0.000204,193,840,337,1,0
1211,2,3,3,1,256,32,0,0.000204,193,840,337,1,0
1220,2,3,3,1,64,4,0,0.000125,110,570,326,2,0
1221,2,3,3,1,64,8,0,0.000125,110,570,326,2,0
1222,2,3,3,1,64,16,0,0.000123,125,586,326,2,0
1223,2,3,3,1,64,32,0,0.000123,125,586,326,2,0
1224,2,3,3,1,32,1,0,0.000127,151,770,333,2,0
1225,2,3,3,1,32,2,0,0.000127,151,770,333,2,0
1226,2,3,3,1,32,4,0,0.000135,166,733,333,2,0
1227,2,3,3,1,32,8,0,0.000135,166,733,333,2,0
1228,2,3,3,1,32,16,0,0.000138,199,1054,347,2,0
1229,2,3,3,1,32,32,0,0.000138,199,1054,347,2,0
1230,2,3,3,2,512,1,0,0.000152,202,1033,347,2,0
1231,2,3,3,2,512,2,0,0.000152,202,1033,347,2,0
1240,2,3,3,2,256,16,0,0.000150,164,803,415,3,0
1241,2,3,3,2,256,32,0,0.000150,164,803,415,3,0
1242,2,3,3,2,128,1,0,0.000163,128,695,313,3,0
1243,2,3,3,2,128,2,0,0.000163,128,695,313,3,0
1244,2,3,3,2,128,4,0,0.000166,235,1203,422,3,0
1245,2,3,3,2,128,8,0,0.000166,235,1203,422,3,0
1246,2,3,3,2,128,16,0,0.000157,213,1019,320,3,0
1247,2,3,3,2,128,32,0,0.000157,213,1019,320,3,0
1248,2,3,3,2,64,1,0,0.000161,282,1451,436,3,0
1249,2,3,3,2,64,2,0,0.000168,303,1450,436,3,0
1250,2,3,3,2,64,4,0,0.000174,284,1360,334,3,0
1251,2,3,3,2,64,8,0,0.000174,284,1360,334,3,0
1260,2,3,3,3,512,1,0,0.000039,91,536,213,1,0
1261,2,3,3,3,512,2,0,0.000039,91,536,213,1,0
1262,2,3,3,3,512,4,0,0.000037,117,684,274,2,0
1263,2,3,3,3,512,8,0,0.000037,117,684,274,2,0
1264,2,3,3,3,512,16,0,0.000037,150,753,248,1,0
1265,2,3,3,3,512,32,0,0.000037,150,753,248,1,0
1266,2,3,3,3,256,1,0,0.000039,207,999,293,2,0
1267,2,3,3,3,256,2,0,0.000039,207,999,293,2,0
1268,2,3,3,3,256,4,0,0.000046,222,1187,270,1,0
1269,2,3,3,3,256,8,0,0.000046,222,1187,270,1,0
1270,2,3,3,3,256,16,0,0.000045,226,1321,313,2,0
1271,2,3,3,3,256,32,0,0.000045,226,1321,313,2,0
1280,2,3,3,3,64,4,0,0.000146,119,572,434,1,0
1281,2,3,3,3,64,8,0,0.000147,113,572,434,1,0
1282,2,3,3,3,64,16,0,0.000153,93,441,314,1,0
1283,2,3,3,3,64,32,0,0.000153,93,441,314,1,0
1284,2,3,3,3,32,1,0,0.000175,178,755,444,1,0
1285,2,3,3,3,32,2,0,0.000171,171,739,444,1,0
1286,2,3,3,3,32,4,0,0.000146,131,595,322,1,0
1287,2,3,3,3,32,8,0,0.000146,131,595,322,1,0
1288,2,3,3,3,32,16,0,0.000226,236,1014,460,1,0
1289,2,3,3,3,32,32,0,0.000204,262,1014,460,1,0
1290,2,3,3,4,512,1,0,0.000204,193,840,337,1,0
1291,2,3,3,4,512,2,0,0.000204,193,840,337,1,0
1300,2,3,3,4,256,16,0,0.000125,110,570,326,2,0
1301,2,3,3,4,256,32,0,0.000125,110,570,326,2,0
1302,2,3,3,4,128,1,0,0.000123,125,586,326,2,0
1303,2,3,3,4,128,2,0,0.000123,125,586,326,2,0
1304,2,3,3,4,128,4,0,0.000128,155,770,333,2,0
1305,2,3,3,4,128,8,0,0.000127,151,770,333,2,0
1306,2,3,3,4,128,16,0,0.000135,166,733,333,2,0
1307,2,3,3,4,128,32,0,0.000135,166,733,333,2,0
1308,2,3,3,4,64,1,0,0.000138,199,1054,347,2,0
1309,2,3,3,4,64,2,0,0.000138,199,1054,347,2,0
1310,2,3,3,4,64,4,0,0.000152,202,1033,347,2,0
1311,2,3,3,4,64,8,0,0.000152,202,1033,347,2,0
1320,2,3,4,1,512,1,0,0.000150,164,803,415,3,0
1321,2,3,4,1,512,2,0,0.000150,164,803,415,3,0
1322,2,3,4,1,512,4,0,0.000163,128,695,313,3,0
1323,2,3,4,1,512,8,0,0.000163,128,695,313,3,0
1324,2,3,4,1,512,16,0,0.000166,235,1203,422,3,0
1325,2,3,4,1,512,32,0,0.000166,235,1203,422,3,0
1326,2,3,4,1,256,1,0,0.000157,213,1019,320,3,0
1327,2,3,4,1,256,2,0,0.000157,213,1019,320,3,0
1328,2,3,4,1,256,4,0,0.000161,282,1451,436,3,0
1329,2,3,4,1,256,8,0,0.000168,303,1450,436,3,0
1330,2,3,4,1,256,16,0,0.000174,284,1360,334,3,0
1331,2,3,4,1,256,32,0,0.000174,284,1360,334,3,0
1340,2,3,4,1,64,4,0,0.000039,91,536,213,1,0
1341,2,3,4,1,64,8,0,0.000039,91,536,213,1,0
1342,2,3,4,1,64,16,0,0.000037,117,684,274,2,0
1343,2,3,4,1,64,32,0,0.000037,117,684,274,2,0
1344,2,3,4,1,32,1,0,0.000038,154,755,248,1,0
1345,2,3,4,1,32,2,0,0.000037,150,753,248,1,0
1346,2,3,4,1,32,4,0,0.000039,207,999,293,2,0
1347,2,3,4,1,32,8,0,0.000039,207,999,293,2,0
1348,2,3,4,1,32,16,0,0.000046,222,1187,270,1,0
1349,2,3,4,1,32,32,0,0.000046,222,1187,270,1,0
1350,2,3,4,2,512,1,0,0.000045,226,1321,313,2,0
1351,2,3,4,2,512,2,0,0.000045,226,1321,313,2,0
1360,2,3,4,2,256,16,0,0.000146,119,572,434,1,0
1361,2,3,4,2,256,32,0,0.000147,113,572,434,1,0
1362,2,3,4,2,128,1,0,0.000153,93,441,314,1,0
1363,2,3,4,2,128,2,0,0.000153,93,441,314,1,0
1364,2,3,4,2,128,4,0,0.000175,178,755,444,1,0
1365,2,3,4,2,128,8,0,0.000171,171,739,444,1,0
1366,2,3,4,2,128,16,0,0.000146,131,595,322,1,0
1367,2,3,4,2,128,32,0,0.000146,131,595,322,1,0
1368,2,3,4,2,64,1,0,0.000226,236,1014,460,1,0
1369,2,3,4,2,64,2,0,0.000204,262,1014,460,1,0
1370,2,3,4,2,64,4,0,0.000204,193,840,337,1,0
1371,2,3,4,2,64,8,0,0.000204,193,840,337,1,0
1380,2,3,4,3,512,1,0,0.000125,110,570,326,2,0
1381,2,3,4,3,512,2,0,0.000125,110,570,326,2,0
1382,2,3,4,3,512,4,0,0.000123,125,586,326,2,0
1383,2,3,4,3,512,8,0,0.000123,125,586,326,2,0
1384,2,3,4,3,512,16,0,0.000127,151,770,333,2,0
1385,2,3,4,3,512,32,0,0.000127,151,770,333,2,0
1386,2,3,4,3,256,1,0,0.000135,166,733,333,2,0
1387,2,3,4,3,256,2,0,0.000135,166,733,333,2,0
1388,2,3,4,3,256,4,0,0.000138,199,1054,347,2,0
1389,2,3,4,3,256,8,0,0.000138,199,1054,347,2,0
1390,2,3,4,3,256,16,0,0.000152,202,1033,347,2,0
1391,2,3,4,3,256,32,0,0.000152,202,1033,347,2,0
1400,2,3,4,3,64,4,0,0.000150,164,803,415,3,0
1401,2,3,4,3,64,8,0,0.000150,164,803,415,3,0
1402,2,3,4,3,64,16,0,0.000163,128,695,313,3,0
1403,2,3,4,3,64,32,0,0.000163,128,695,313,3,0
1404,2,3,4,3,32,1,0,0.000166,235,1203,422,3,0
1405,2,3,4,3,32,2,0,0.000166,235,1203,422,3,0
1406,2,3,4,3,32,4,0,0.000157,213,1019,320,3,0
1407,2,3,4,3,32,8,0,0.000157,213,1019,320,3,0
1408,2,3,4,3,32,16,0,0.000161,282,1451,436,3,0
1409,2,3,4,3,32,32,0,0.000168,303,1450,436,3,0
1410,2,3,4,4,512,1,0,0.000174,284,1360,334,3,0
1411,2,3,4,4,512,2,0,0.000174,284,1360,334,3,0
1420,2,3,4,4,256,16,0,0.000039,91,536,213,1,0
1421,2,3,4,4,256,32,0,0.000039,91,536,213,1,0
1422,2,3,4,4,128,1,0,0.000037,117,684,274,2,0
1423,2,3,4,4,128,2,0,0.000037,117,684,274,2,0
1424,2,3,4,4,128,4,0,0.000037,150,753,248,1,0
1425,2,3,4,4,128,8,0,0.000037,150,753,248,1,0
1426,2,3,4,4,128,16,0,0.000039,207,999,293,2,0
1427,2,3,4,4,128,32,0,0.000039,207,999,293,2,0
1428,2,3,4,4,64,1,0,0.000046,222,1187,270,1,0
1429,2,3,4,4,64,2,0,0.000046,222,1187,270,1,0
1430,2,3,4,4,64,4,0,0.000045,226,1321,313,2,0
1431,2,3,4,4,64,8,0,0.000045,226,1321,313,2,0
1440,4,1,1,1,512,1,0,0.000146,119,572,434,1,0
1441,4,1,1,1,512,2,0,0.000147,113,572,434,1,0
1442,4,1,1,1,512,4,0,0.000143,92,441,314,1,0
1443,4,1,1,1,512,8,0,0.000153,93,441,314,1,0
1444,4,1,1,1,512,16,0,0.000175,178,755,444,1,0
1445,4,1,1,1,512,32,0,0.000171,171,739,444,1,0
