n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0707,4,1,4,4,512,4,0,0.000048,107,554,294,1,0
0708,4,1,4,4,256,1,0,0.000037,150,753,248,1,0
0709,4,1,4,4,256,2,0,0.000037,150,753,248,1,0
0710,4,1,4,4,256,4,0,0.000051,187,920,314,1,0
0711,4,1,4,4,128,1,0,0.000046,222,1187,270,1,0
0712,4,1,4,4,128,2,0,0.000046,222,1187,270,1,0
0713,4,1,4,4,128,4,0,0.000059,287,1257,335,1,0
0720,4,2,1,1,512,1,0,0.000148,142,751,444,1,0
0721,4,2,1,1,512,2,0,0.000144,146,731,444,1,0
0722,4,2,1,1,512,4,0,0.000158,118,623,324,1,0
0723,4,2,1,1,256,1,0,0.000153,204,886,451,1,0
0724,4,2,1,1,256,2,0,0.000145,201,885,451,1,0
0725,4,2,1,1,256,4,0,0.000137,137,722,329,1,0
0726,4,2,1,1,128,1,0,0.000176,252,1201,468,1,0
0727,4,2,1,1,128,2,0,0.000174,280,1203,467,1,0
0728,4,2,1,1,128,4,0,0.000158,233,1052,345,1,0
0735,4,2,1,2,512,1,0,0.000146,129,619,421,1,0
0736,4,2,1,2,512,2,0,0.000146,129,619,421,1,0
0737,4,2,1,2,512,4,0,0.000150,115,615,421,1,0
0738,4,2,1,2,256,1,0,0.000138,196,943,426,1,0
0739,4,2,1,2,256,2,0,0.000138,196,943,426,1,0
0740,4,2,1,2,256,4,0,0.000159,201,902,426,1,0
0741,4,2,1,2,128,1,0,0.000159,248,1304,442,1,0
0742,4,2,1,2,128,2,0,0.000159,248,1304,442,1,0
0743,4,2,1,2,128,4,0,0.000158,279,1337,441,1,0
0750,4,2,1,3,512,1,0,0.000243,174,939,515,1,0
0751,4,2,1,3,512,2,0,0.000243,174,939,515,1,0
0752,4,2,1,3,512,4,0,0.000246,139,740,395,1,0
0753,4,2,1,3,256,1,0,0.000261,255,1135,509,1,0
0754,4,2,1,3,256,2,0,0.000261,255,1135,509,1,0
0755,4,2,1,3,256,4,0,0.000250,198,1007,409,1,0
0756,4,2,1,3,128,1,0,0.000273,295,1624,526,1,0
0757,4,2,1,3,128,2,0,0.000262,275,1512,524,1,0
0758,4,2,1,3,128,4,0,0.000262,270,1509,422,1,0
0765,4,2,1,4,512,1,0,0.000037,147,805,266,1,0
0766,4,2,1,4,512,2,0,0.000037,147,805,266,1,0
0767,4,2,1,4,512,4,0,0.000040,152,774,365,1,0
0768,4,2,1,4,256,1,0,0.000036,238,1250,298,1,0
0769,4,2,1,4,256,2,0,0.000036,238,1250,298,1,0
0770,4,2,1,4,256,4,0,0.000042,261,1383,380,1,0
0771,4,2,1,4,128,1,0,0.000040,325,1861,314,1,0
0772,4,2,1,4,128,2,0,0.000040,325,1861,314,1,0
0773,4,2,1,4,128,4,0,0.000044,348,2013,403,1,0
0780,4,2,2,1,512,1,0,0.000148,142,751,444,1,0
0781,4,2,2,1,512,2,0,0.000144,146,731,444,1,0
0782,4,2,2,1,512,4,0,0.000158,118,623,324,1,0
0783,4,2,2,1,256,1,0,0.000153,204,886,451,1,0
0784,4,2,2,1,256,2,0,0.000145,201,885,451,1,0
0785,4,2,2,1,256,4,0,0.000137,137,722,329,1,0
0786,4,2,2,1,128,1,0,0.000176,252,1201,468,1,0
0787,4,2,2,1,128,2,0,0.000174,280,1203,467,1,0
0788,4,2,2,1,128,4,0,0.000158,233,1052,345,1,0
0795,4,2,2,2,512,1,0,0.000146,129,619,421,1,0
0796,4,2,2,2,512,2,0,0.000146,129,619,421,1,0
0797,4,2,2,2,512,4,0,0.000150,115,615,421,1,0
0798,4,2,2,2,256,1,0,0.000138,196,943,426,1,0
0799,4,2,2,2,256,2,0,0.000138,196,943,426,1,0
0800,4,2,2,2,256,4,0,0.000159,201,902,426,1,0
0801,4,2,2,2,128,1,0,0.000159,248,1304,442,1,0
0802,4,2,2,2,128,2,0,0.000162,251,1305,442,1,0
0803,4,2,2,2,128,4,0,0.000158,279,1337,441,1,0
0810,4,2,2,3,512,1,0,0.000243,174,939,515,1,0
0811,4,2,2,3,512,2,0,0.000243,174,939,515,1,0
0812,4,2,2,3,512,4,0,0.000246,139,740,395,1,0
0813,4,2,2,3,256,1,0,0.000261,255,1135,509,1,0
0814,4,2,2,3,256,2,0,0.000261,255,1135,509,1,0
0815,4,2,2,3,256,4,0,0.000250,198,1007,409,1,0
0816,4,2,2,3,128,1,0,0.000273,295,1624,526,1,0
0817,4,2,2,3,128,2,0,0.000262,275,1512,524,1,0
0818,4,2,2,3,128,4,0,0.000262,270,1509,422,1,0
0825,4,2,2,4,512,1,0,0.000037,147,805,266,1,0
0826,4,2,2,4,512,2,0,0.000037,147,805,266,1,0
0827,4,2,2,4,512,4,0,0.000040,152,774,365,1,0
0828,4,2,2,4,256,1,0,0.000036,238,1250,298,1,0
0829,4,2,2,4,256,2,0,0.000036,238,1250,298,1,0
0830,4,2,2,4,256,4,0,0.000042,261,1384,380,1,0
0831,4,2,2,4,128,1,0,0.000040,325,1861,314,1,0
0832,4,2,2,4,128,2,0,0.000040,325,1861,314,1,0
0833,4,2,2,4,128,4,0,0.000044,348,2013,403,1,0
0840,4,2,3,1,512,1,0,0.000148,142,751,444,1,0
0841,4,2,3,1,512,2,0,0.000143,151,731,444,1,0
0842,4,2,3,1,512,4,0,0.000158,118,623,324,1,0
0843,4,2,3,1,256,1,0,0.000153,204,886,451,1,0
0844,4,2,3,1,256,2,0,0.000145,201,885,451,1,0
0845,4,2,3,1,256,4,0,0.000137,137,722,329,1,0
0846,4,2,3,1,128,1,0,0.000176,252,1201,468,1,0
0847,4,2,3,1,128,2,0,0.000174,280,1203,467,1,0
0848,4,2,3,1,128,4,0,0.000158,233,1052,345,1,0
0855,4,2,3,2,512,1,0,0.000146,129,619,421,1,0
0856,4,2,3,2,512,2,0,0.000146,129,619,421,1,0
0857,4,2,3,2,512,4,0,0.000150,115,615,421,1,0
0858,4,2,3,2,256,1,0,0.000138,196,943,426,1,0
0859,4,2,3,2,256,2,0,0.000138,196,943,426,1,0
0860,4,2,3,2,256,4,0,0.000159,201,902,426,1,0
0861,4,2,3,2,128,1,0,0.000159,248,1304,442,1,0
0862,4,2,3,2,128,2,0,0.000159,248,1304,442,1,0
0863,4,2,3,2,128,4,0,0.000158,279,1337,441,1,0
0870,4,2,3,3,512,1,0,0.000243,174,939,515,1,0
0871,4,2,3,3,512,2,0,0.000243,174,939,515,1,0
0872,4,2,3,3,512,4,0,0.000246,139,740,395,1,0
0873,4,2,3,3,256,1,0,0.000261,255,1135,509,1,0
0874,4,2,3,3,256,2,0,0.000261,255,1135,509,1,0
0875,4,2,3,3,256,4,0,0.000250,198,1007,409,1,0
0876,4,2,3,3,128,1,0,0.000273,295,1624,526,1,0
0877,4,2,3,3,128,2,0,0.000262,275,1512,524,1,0
0878,4,2,3,3,128,4,0,0.000262,270,1509,422,1,0
0885,4,2,3,4,512,1,0,0.000037,147,805,266,1,0
0886,4,2,3,4,512,2,0,0.000037,147,805,266,1,0
0887,4,2,3,4,512,4,0,0.000040,152,774,365,1,0
0888,4,2,3,4,256,1,0,0.000036,238,1250,298,1,0
0889,4,2,3,4,256,2,0,0.000036,238,1250,298,1,0
0890,4,2,3,4,256,4,0,0.000042,261,1384,380,1,0
0891,4,2,3,4,128,1,0,0.000040,325,1861,314,1,0
0892,4,2,3,4,128,2,0,0.000040,325,1861,314,1,0
0893,4,2,3,4,128,4,0,0.000044,348,2013,403,1,0
0900,4,2,4,1,512,1,0,0.000148,142,751,444,1,0
0901,4,2,4,1,512,2,0,0.000144,146,731,444,1,0
0902,4,2,4,1,512,4,0,0.000158,118,623,324,1,0
0903,4,2,4,1,256,1,0,0.000153,204,886,451,1,0
0904,4,2,4,1,256,2,0,0.000145,201,885,451,1,0
0905,4,2,4,1,256,4,0,0.000137,137,722,329,1,0
0906,4,2,4,1,128,1,0,0.000176,252,1201,468,1,0
0907,4,2,4,1,128,2,0,0.000174,280,1203,467,1,0
0908,4,2,4,1,128,4,0,0.000158,233,1052,345,1,0
0915,4,2,4,2,512,1,0,0.000146,129,619,421,1,0
0916,4,2,4,2,512,2,0,0.000146,129,619,421,1,0
0917,4,2,4,2,512,4,0,0.000150,115,615,421,1,0
0918,4,2,4,2,256,1,0,0.000138,196,943,426,1,0
0919,4,2,4,2,256,2,0,0.000138,196,943,426,1,0
0920,4,2,4,2,256,4,0,0.000159,201,902,426,1,0
0921,4,2,4,2,128,1,0,0.000159,248,1304,442,1,0
0922,4,2,4,2,128,2,0,0.000159,248,1304,442,1,0
0923,4,2,4,2,128,4,0,0.000158,279,1337,441,1,0
0930,4,2,4,3,512,1,0,0.000243,174,939,515,1,0
0931,4,2,4,3,512,2,0,0.000243,174,939,515,1,0
0932,4,2,4,3,512,4,0,0.000246,139,740,395,1,0
0933,4,2,4,3,256,1,0,0.000261,255,1135,509,1,0
0934,4,2,4,3,256,2,0,0.000261,255,1135,509,1,0
0935,4,2,4,3,256,4,0,0.000250,198,1007,409,1,0
0936,4,2,4,3,128,1,0,0.000273,295,1624,526,1,0
0937,4,2,4,3,128,2,0,0.000262,275,1512,524,1,0
0938,4,2,4,3,128,4,0,0.000262,270,1509,422,1,0
0945,4,2,4,4,512,1,0,0.000037,147,805,266,1,0
0946,4,2,4,4,512,2,0,0.000037,147,805,266,1,0
0947,4,2,4,4,512,4,0,0.000040,152,774,365,1,0
0948,4,2,4,4,256,1,0,0.000036,238,1250,298,1,0
0949,4,2,4,4,256,2,0,0.000036,238,1250,298,1,0
0950,4,2,4,4,256,4,0,0.000042,261,1384,380,1,0
0951,4,2,4,4,128,1,0,0.000040,325,1861,314,1,0
0952,4,2,4,4,128,2,0,0.000040,325,1861,314,1,0
0953,4,2,4,4,128,4,0,0.000044,348,2013,403,1,0
0960,4,3,1,1,512,1,0,0.000139,141,709,466,1,0
0961,4,3,1,1,512,2,0,0.000135,144,706,466,1,0
0962,4,3,1,1,512,4,0,0.000146,115,622,346,1,0
0963,4,3,1,1,256,1,0,0.000190,217,999,475,1,0
0964,4,3,1,1,256,2,0,0.000178,205,995,475,1,0
0965,4,3,1,1,256,4,0,0.000184,203,837,353,1,0
0966,4,3,1,1,128,1,0,0.000188,334,1452,488,1,0
0967,4,3,1,1,128,2,0,0.000176,329,1449,488,1,0
0968,4,3,1,1,128,4,0,0.000217,288,1382,368,1,0
0975,4,3,1,2,512,1,0,0.000152,158,769,449,1,0
0976,4,3,1,2,512,2,0,0.000152,158,769,449,1,0
0977,4,3,1,2,512,4,0,0.000138,147,768,449,1,0
0978,4,3,1,2,256,1,0,0.000167,219,1077,456,1,0
0979,4,3,1,2,256,2,0,0.000167,219,1077,456,1,0
0980,4,3,1,2,256,4,0,0.000169,226,1050,456,1,0
0981,4,3,1,2,128,1,0,0.000183,367,1577,470,1,0
0982,4,3,1,2,128,2,0,0.000183,367,1577,470,1,0
0983,4,3,1,2,128,4,0,0.000172,357,1599,470,1,0
0990,4,3,1,3,512,1,0,0.000296,230,1291,539,1,0
0991,4,3,1,3,512,2,0,0.000296,230,1291,539,1,0
0992,4,3,1,3,512,4,0,0.000281,177,965,439,1,0
0993,4,3,1,3,256,1,0,0.000300,321,1561,548,1,0
0994,4,3,1,3,256,2,0,0.000300,321,1561,548,1,0
0995,4,3,1,3,256,4,0,0.000305,245,1323,446,1,0
0996,4,3,1,3,128,1,0,0.000291,403,2015,560,1,0
0997,4,3,1,3,128,2,0,0.000309,417,1943,560,1,0
0998,4,3,1,3,128,4,0,0.000312,398,1803,460,1,0
1005,4,3,1,4,512,1,0,0.000034,159,879,351,1,0
1006,4,3,1,4,512,2,0,0.000034,163,879,351,1,0
1007,4,3,1,4,512,4,0,0.000039,165,957,430,1,0
1008,4,3,1,4,256,1,0,0.000040,251,1331,343,1,0
1009,4,3,1,4,256,2,0,0.000040,251,1331,343,1,0
1010,4,3,1,4,256,4,0,0.000040,303,1528,446,1,0
1011,4,3,1,4,128,1,0,0.000038,390,2086,362,1,0
1012,4,3,1,4,128,2,0,0.000038,390,2086,362,1,0
1013,4,3,1,4,128,4,0,0.000045,449,2468,471,1,0
1020,4,3,2,1,512,1,0,0.000139,141,709,466,1,0
1021,4,3,2,1,512,2,0,0.000135,144,706,466,1,0
1022,4,3,2,1,512,4,0,0.000146,115,622,346,1,0
1023,4,3,2,1,256,1,0,0.000190,217,999,475,1,0
1024,4,3,2,1,256,2,0,0.000178,205,995,475,1,0
1025,4,3,2,1,256,4,0,0.000184,203,837,353,1,0
1026,4,3,2,1,128,1,0,0.000188,334,1452,488,1,0
1027,4,3,2,1,128,2,0,0.000176,329,1449,488,1,0
1028,4,3,2,1,128,4,0,0.000218,279,1382,368,1,0
1035,4,3,2,2,512,1,0,0.000152,158,769,449,1,0
1036,4,3,2,2,512,2,0,0.000152,158,769,449,1,0
1037,4,3,2,2,512,4,0,0.000138,147,768,449,1,0
1038,4,3,2,2,256,1,0,0.000167,219,1077,456,1,0
1039,4,3,2,2,256,2,0,0.000167,219,1077,456,1,0
1040,4,3,2,2,256,4,0,0.000169,226,1050,456,1,0
1041,4,3,2,2,128,1,0,0.000183,367,1577,470,1,0
1042,4,3,2,2,128,2,0,0.000183,367,1577,470,1,0
1043,4,3,2,2,128,4,0,0.000172,357,1599,470,1,0
1050,4,3,2,3,512,1,0,0.000296,230,1291,539,1,0
1051,4,3,2,3,512,2,0,0.000296,230,1291,539,1,0
1052,4,3,2,3,512,4,0,0.000281,177,965,439,1,0
1053,4,3,2,3,256,1,0,0.000300,321,1561,548,1,0
1054,4,3,2,3,256,2,0,0.000300,321,1561,548,1,0
1055,4,3,2,3,256,4,0,0.000305,245,1323,446,1,0
1056,4,3,2,3,128,1,0,0.000291,403,2015,560,1,0
1057,4,3,2,3,128,2,0,0.000309,417,1943,560,1,0
1058,4,3,2,3,128,4,0,0.000312,398,1803,460,1,0
1065,4,3,2,4,512,1,0,0.000034,163,879,351,1,0
1066,4,3,2,4,512,2,0,0.000034,163,879,351,1,0
1067,4,3,2,4,512,4,0,0.000039,165,957,430,1,0
1068,4,3,2,4,256,1,0,0.000040,251,1331,343,1,0
1069,4,3,2,4,256,2,0,0.000040,251,1331,343,1,0
1070,4,3,2,4,256,4,0,0.000040,303,1528,446,1,0
1071,4,3,2,4,128,1,0,0.000038,390,2086,362,1,0
1072,4,3,2,4,128,2,0,0.000038,390,2086,362,1,0
1073,4,3,2,4,128,4,0,0.000045,449,2468,471,1,0
1080,4,3,3,1,512,1,0,0.000139,141,709,466,1,0
1081,4,3,3,1,512,2,0,0.000135,144,706,466,1,0
1082,4,3,3,1,512,4,0,0.000146,115,622,346,1,0
1083,4,3,3,1,256,1,0,0.000190,217,999,475,1,0
1084,4,3,3,1,256,2,0,0.000178,205,995,475,1,0
1085,4,3,3,1,256,4,0,0.000184,203,837,353,1,0
1086,4,3,3,1,128,1,0,0.000188,334,1452,488,1,0
1087,4,3,3,1,128,2,0,0.000176,329,1449,488,1,0
1088,4,3,3,1,128,4,0,0.000217,288,1382,368,1,0
1095,4,3,3,2,512,1,0,0.000152,158,769,449,1,0
1096,4,3,3,2,512,2,0,0.000152,158,769,449,1,0
1097,4,3,3,2,512,4,0,0.000138,147,768,449,1,0
1098,4,3,3,2,256,1,0,0.000167,219,1077,456,1,0
1099,4,3,3,2,256,2,0,0.000167,219,1077,456,1,0
1100,4,3,3,2,256,4,0,0.000169,226,1050,456,1,0
1101,4,3,3,2,128,1,0,0.000183,367,1577,470,1,0
1102,4,3,3,2,128,2,0,0.000183,367,1577,470,1,0
1103,4,3,3,2,128,4,0,0.000172,357,1599,470,1,0
1110,4,3,3,3,512,1,0,0.000296,230,1291,539,1,0
1111,4,3,3,3,512,2,0,0.000296,230,1291,539,1,0
1112,4,3,3,3,512,4,0,0.000281,177,965,439,1,0
1113,4,3,3,3,256,1,0,0.000300,321,1561,548,1,0
1114,4,3,3,3,256,2,0,0.000300,321,1561,548,1,0
1115,4,3,3,3,256,4,0,0.000305,245,1323,446,1,0
1116,4,3,3,3,128,1,0,0.000291,403,2015,560,1,0
1117,4,3,3,3,128,2,0,0.000309,417,1943,560,1,0
1118,4,3,3,3,128,4,0,0.000312,398,1803,460,1,0
1125,4,3,3,4,512,1,0,0.000034,163,879,351,1,0
1126,4,3,3,4,512,2,0,0.000034,163,879,351,1,0
1127,4,3,3,4,512,4,0,0.000039,165,957,430,1,0
1128,4,3,3,4,256,1,0,0.000040,251,1331,343,1,0
1129,4,3,3,4,256,2,0,0.000040,251,1331,343,1,0
1130,4,3,3,4,256,4,0,0.000040,303,1528,446,1,0
1131,4,3,3,4,128,1,0,0.000038,390,2086,362,1,0
1132,4,3,3,4,128,2,0,0.000038,390,2086,362,1,0
1133,4,3,3,4,128,4,0,0.000045,449,2468,471,1,0
1140,4,3,4,1,512,1,0,0.000139,141,709,466,1,0
1141,4,3,4,1,512,2,0,0.000135,144,706,466,1,0
1142,4,3,4,1,512,4,0,0.000146,115,622,346,1,0
1143,4,3,4,1,256,1,0,0.000190,217,999,475,1,0
1144,4,3,4,1,256,2,0,0.000178,205,995,475,1,0
1145,4,3,4,1,256,4,0,0.000184,203,837,353,1,0
1146,4,3,4,1,128,1,0,0.000188,334,1452,488,1,0
1147,4,3,4,1,128,2,0,0.000176,329,1449,488,1,0
1148,4,3,4,1,128,4,0,0.000217,288,1382,368,1,0
1155,4,3,4,2,512,1,0,0.000152,158,769,449,1,0
1156,4,3,4,2,512,2,0,0.000150,156,767,449,1,0
1157,4,3,4,2,512,4,0,0.000138,147,768,449,1,0
1158,4,3,4,2,256,1,0,0.000167,219,1077,456,1,0
1159,4,3,4,2,256,2,0,0.000167,219,1077,456,1,0
1160,4,3,4,2,256,4,0,0.000169,226,1050,456,1,0
1161,4,3,4,2,128,1,0,0.000183,367,1577,470,1,0
1162,4,3,4,2,128,2,0,0.000183,367,1577,470,1,0
1163,4,3,4,2,128,4,0,0.000172,357,1599,470,1,0
1170,4,3,4,3,512,1,0,0.000296,230,1291,539,1,0
1171,4,3,4,3,512,2,0,0.000296,230,1291,539,1,0
1172,4,3,4,3,512,4,0,0.000281,177,965,439,1,0
1173,4,3,4,3,256,1,0,0.000300,321,1561,548,1,0
1174,4,3,4,3,256,2,0,0.000300,321,1561,548,1,0
1175,4,3,4,3,256,4,0,0.000305,245,1323,446,1,0
1176,4,3,4,3,128,1,0,0.000291,403,2015,560,1,0
1177,4,3,4,3,128,2,0,0.000309,417,1943,560,1,0
1178,4,3,4,3,128,4,0,0.000312,398,1803,460,1,0
1185,4,3,4,4,512,1,0,0.000034,163,879,351,1,0
1186,4,3,4,4,512,2,0,0.000034,163,879,351,1,0
1187,4,3,4,4,512,4,0,0.000039,165,957,430,1,0
1188,4,3,4,4,256,1,0,0.000040,251,1331,343,1,0
1189,4,3,4,4,256,2,0,0.000040,251,1331,343,1,0
1190,4,3,4,4,256,4,0,0.000040,303,1528,446,1,0
1191,4,3,4,4,128,1,0,0.000038,390,2086,362,1,0
1192,4,3,4,4,128,2,0,0.000038,390,2086,362,1,0
1193,4,3,4,4,128,4,0,0.000045,449,2468,471,1,0
1200,8,1,1,1,512,1,0,0.000146,119,572,434,1,0
1201,8,1,1,1,512,2,0,0.000147,113,572,434,1,0
1202,8,1,1,1,512,4,0,0.000153,93,441,314,1,0
1203,8,1,1,1,512,8,0,0.000153,93,441,314,1,0
1204,8,1,1,1,256,1,0,0.000175,178,755,444,1,0
1205,8,1,1,1,256,2,0,0.000171,171,739,444,1,0
1206,8,1,1,1,256,4,0,0.000146,131,595,322,1,0
1207,8,1,1,1,256,8,0,0.000146,131,595,322,1,0
1208,8,1,1,1,128,1,0,0.000226,236,1014,460,1,0
1209,8,1,1,1,128,2,0,0.000204,262,1014,460,1,0
1210,8,1,1,1,128,4,0,0.000204,193,840,337,1,0
1211,8,1,1,1,128,8,0,0.000204,193,840,337,1,0
1220,8,1,1,2,512,1,0,0.000150,121,578,386,1,0
1221,8,1,1,2,512,2,0,0.000150,121,578,386,1,0
1222,8,1,1,2,512,4,0,0.000164,103,559,386,1,0
1223,8,1,1,2,512,8,0,0.000164,103,559,386,1,0
1224,8,1,1,2,256,1,0,0.000180,193,761,393,1,0
1225,8,1,1,2,256,2,0,0.000180,193,761,393,1,0
1226,8,1,1,2,256,4,0,0.000173,183,757,393,1,0
1227,8,1,1,2,256,8,0,0.000173,183,757,393,1,0
1228,8,1,1,2,128,1,0,0.000167,201,1042,407,1,0
1229,8,1,1,2,128,2,0,0.000171,202,1042,407,1,0
1230,8,1,1,2,128,4,0,0.000166,205,1033,407,1,0
1231,8,1,1,2,128,8,0,0.000166,205,1033,407,1,0
1240,8,1,1,3,512,1,0,0.000246,148,789,459,1,0
1241,8,1,1,3,512,2,0,0.000246,148,789,459,1,0
1242,8,1,1,3,512,4,0,0.000256,131,640,379,1,0
1243,8,1,1,3,512,8,0,0.000256,131,640,379,1,0
1244,8,1,1,3,256,1,0,0.000253,220,1038,468,1,0
1245,8,1,1,3,256,2,0,0.000253,220,1038,468,1,0
1246,8,1,1,3,256,4,0,0.000255,171,890,387,1,0
1247,8,1,1,3,256,8,0,0.000255,171,890,387,1,0
1248,8,1,1,3,128,1,0,0.000286,315,1448,482,1,0
1249,8,1,1,3,128,2,0,0.000277,284,1456,484,1,0
1250,8,1,1,3,128,4,0,0.000261,256,1302,404,1,0
1251,8,1,1,3,128,8,0,0.000261,256,1302,404,1,0
1260,8,1,1,4,512,1,0,0.000039,91,536,213,1,0
1261,8,1,1,4,512,2,0,0.000039,91,536,213,1,0
1262,8,1,1,4,512,4,0,0.000048,107,554,294,1,0
1263,8,1,1,4,512,8,0,0.000048,107,554,294,1,0
1264,8,1,1,4,256,1,0,0.000037,150,753,248,1,0
1265,8,1,1,4,256,2,0,0.000037,150,753,248,1,0
1266,8,1,1,4,256,4,0,0.000051,187,920,314,1,0
1267,8,1,1,4,256,8,0,0.000051,187,920,314,1,0
1268,8,1,1,4,128,1,0,0.000046,222,1187,270,1,0
1269,8,1,1,4,128,2,0,0.000046,222,1187,270,1,0
1270,8,1,1,4,128,4,0,0.000059,287,1257,335,1,0
1271,8,1,1,4,128,8,0,0.000059,287,1257,335,1,0
1280,8,1,2,1,512,1,0,0.000146,119,572,434,1,0
1281,8,1,2,1,512,2,0,0.000147,113,572,434,1,0
1282,8,1,2,1,512,4,0,0.000153,93,441,314,1,0
1283,8,1,2,1,512,8,0,0.000153,93,441,314,1,0
1284,8,1,2,1,256,1,0,0.000175,178,755,444,1,0
1285,8,1,2,1,256,2,0,0.000175,173,739,444,1,0
1286,8,1,2,1,256,4,0,0.000146,131,595,322,1,0
1287,8,1,2,1,256,8,0,0.000146,131,595,322,1,0
1288,8,1,2,1,128,1,0,0.000226,236,1014,460,1,0
1289,8,1,2,1,128,2,0,0.000204,262,1014,460,1,0
1290,8,1,2,1,128,4,0,0.000204,193,840,337,1,0
1291,8,1,2,1,128,8,0,0.000204,193,840,337,1,0
1300,8,1,2,2,512,1,0,0.000150,121,578,386,1,0
1301,8,1,2,2,512,2,0,0.000150,121,578,386,1,0
1302,8,1,2,2,512,4,0,0.000164,103,559,386,1,0
1303,8,1,2,2,512,8,0,0.000164,103,559,386,1,0
1304,8,1,2,2,256,1,0,0.000180,193,761,393,1,0
1305,8,1,2,2,256,2,0,0.000180,193,761,393,1,0
1306,8,1,2,2,256,4,0,0.000173,183,757,393,1,0
1307,8,1,2,2,256,8,0,0.000173,183,757,393,1,0
1308,8,1,2,2,128,1,0,0.000171,202,1042,407,1,0
1309,8,1,2,2,128,2,0,0.000171,202,1042,407,1,0
1310,8,1,2,2,128,4,0,0.000166,205,1033,407,1,0
1311,8,1,2,2,128,8,0,0.000166,205,1033,407,1,0
1320,8,1,2,3,512,1,0,0.000246,148,789,459,1,0
1321,8,1,2,3,512,2,0,0.000246,148,789,459,1,0
1322,8,1,2,3,512,4,0,0.000256,131,640,379,1,0
1323,8,1,2,3,512,8,0,0.000256,131,640,379,1,0
1324,8,1,2,3,256,1,0,0.000253,220,1038,468,1,0
1325,8,1,2,3,256,2,0,0.000253,220,1038,468,1,0
1326,8,1,2,3,256,4,0,0.000255,171,890,387,1,0
1327,8,1,2,3,256,8,0,0.000255,171,890,387,1,0
1328,8,1,2,3,128,1,0,0.000286,315,1448,482,1,0
1329,8,1,2,3,128,2,0,0.000277,284,1456,484,1,0
1330,8,1,2,3,128,4,0,0.000261,256,1302,404,1,0
1331,8,1,2,3,128,8,0,0.000261,256,1302,404,1,0
1340,8,1,2,4,512,1,0,0.000039,91,536,213,1,0
1341,8,1,2,4,512,2,0,0.000039,91,536,213,1,0
1342,8,1,2,4,512,4,0,0.000048,107,554,294,1,0
1343,8,1,2,4,512,8,0,0.000048,107,554,294,1,0
1344,8,1,2,4,256,1,0,0.000037,150,753,248,1,0
1345,8,1,2,4,256,2,0,0.000037,150,753,248,1,0
1346,8,1,2,4,256,4,0,0.000051,187,920,314,1,0
1347,8,1,2,4,256,8,0,0.000051,187,920,314,1,0
1348,8,1,2,4,128,1,0,0.000046,222,1187,270,1,0
1349,8,1,2,4,128,2,0,0.000046,222,1187,270,1,0
1350,8,1,2,4,128,4,0,0.000059,287,1257,335,1,0
1351,8,1,2,4,128,8,0,0.000059,287,1257,335,1,0
1360,8,1,3,1,512,1,0,0.000146,119,572,434,1,0
1361,8,1,3,1,512,2,0,0.000147,113,572,434,1,0
1362,8,1,3,1,512,4,0,0.000153,93,441,314,1,0
1363,8,1,3,1,512,8,0,0.000153,93,441,314,1,0
1364,8,1,3,1,256,1,0,0.000175,178,755,444,1,0
1365,8,1,3,1,256,2,0,0.000171,171,739,444,1,0
1366,8,1,3,1,256,4,0,0.000146,131,595,322,1,0
1367,8,1,3,1,256,8,0,0.000146,131,595,322,1,0
1368,8,1,3,1,128,1,0,0.000226,236,1014,460,1,0
1369,8,1,3,1,128,2,0,0.000204,262,1014,460,1,0
1370,8,1,3,1,128,4,0,0.000204,193,840,337,1,0
1371,8,1,3,1,128,8,0,0.000204,193,840,337,1,0
1380,8,1,3,2,512,1,0,0.000150,121,578,386,1,0
1381,8,1,3,2,512,2,0,0.000150,121,578,386,1,0
1382,8,1,3,2,512,4,0,0.000164,103,559,386,1,0
1383,8,1,3,2,512,8,0,0.000164,103,559,386,1,0
1384,8,1,3,2,256,1,0,0.000180,193,761,393,1,0
1385,8,1,3,2,256,2,0,0.000180,193,761,393,1,0
1386,8,1,3,2,256,4,0,0.000173,183,757,393,1,0
1387,8,1,3,2,256,8,0,0.000173,183,757,393,1,0
1388,8,1,3,2,128,1,0,0.000171,202,1042,407,1,0
1389,8,1,3,2,128,2,0,0.000171,202,1042,407,1,0
1390,8,1,3,2,128,4,0,0.000166,205,1033,407,1,0
1391,8,1,3,2,128,8,0,0.000166,205,1033,407,1,0
1400,8,1,3,3,512,1,0,0.000246,148,789,459,1,0
1401,8,1,3,3,512,2,0,0.000246,148,789,459,1,0
1402,8,1,3,3,512,4,0,0.000256,131,640,379,1,0
1403,8,1,3,3,512,8,0,0.000256,131,640,379,1,0
1404,8,1,3,3,256,1,0,0.000253,220,1038,468,1,0
1405,8,1,3,3,256,2,0,0.000253,220,1038,468,1,0
1406,8,1,3,3,256,4,0,0.000255,171,890,387,1,0
1407,8,1,3,3,256,8,0,0.000255,171,890,387,1,0
1408,8,1,3,3,128,1,0,0.000286,315,1448,482,1,0
1409,8,1,3,3,128,2,0,0.000277,284,1456,484,1,0
1410,8,1,3,3,128,4,0,0.000261,256,1302,404,1,0
1411,8,1,3,3,128,8,0,0.000261,256,1302,404,1,0
1420,8,1,3,4,512,1,0,0.000039,91,536,213,1,0
