n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
1124,16,4,3,1,1,16,0,1.30E-05,11638.83,1157
11244,8192,4,2,4,2,1024,0,134.740775,19677.883,739
11245,8192,4,2,4,2,2048,0,139.798588,18279.254,734
11246,8192,4,2,4,2,4096,0,145.452385,17391.611,718
11247,8192,4,2,4,2,8192,0,148.96386,16464.336,675
1125,16,4,3,1,2,1,0,1.60E-05,10442.894,783
11251,8192,4,2,4,3,512,0,149.6883,22895.684,758
11252,8192,4,2,4,3,1024,0,143.325782,19475.189,737
11253,8192,4,2,4,3,2048,0,137.849185,18279.52,732
11254,8192,4,2,4,3,4096,0,141.135143,18064.061,716
11255,8192,4,2,4,3,8192,0,143.277459,16463.006,673
11259,8192,4,2,4,4,512,0,135.835545,21168.014,759
1126,16,4,3,1,2,2,0,2.00E-05,12559.988,1292
11260,8192,4,2,4,4,1024,0,128.232749,19336.338,738
11261,8192,4,2,4,4,2048,0,134.128138,18067.252,733
11262,8192,4,2,4,4,4096,0,135.787222,17125.611,717
11263,8192,4,2,4,4,8192,0,144.25983,16937.283,675
11267,8192,4,3,1,1,512,0,48.433611,11810.666,388
11268,8192,4,3,1,1,1024,0,49.922389,10210.942,366
11269,8192,4,3,1,1,2048,0,48.949205,9338.994,360
1127,16,4,3,1,2,4,0,2.00E-05,13608.028,1333
11270,8192,4,3,1,1,4096,0,49.284341,9249.352,370
11271,8192,4,3,1,1,8192,0,50.025507,8667.876,334
11275,8192,4,3,1,2,512,0,45.4938,12061.504,388
11276,8192,4,3,1,2,1024,0,47.059885,10023.678,366
11277,8192,4,3,1,2,2048,0,46.872986,9227.806,360
11278,8192,4,3,1,2,4096,0,47.67214,9699.69,370
11279,8192,4,3,1,2,8192,0,57.390889,8620.794,334
1128,16,4,3,1,2,8,0,2.10E-05,16667.561,1481
11283,8192,4,3,1,3,512,0,51.686897,12019.21,388
11284,8192,4,3,1,3,1024,0,46.801776,10613.932,366
11285,8192,4,3,1,3,2048,0,50.939306,9463.216,360
11286,8192,4,3,1,3,4096,0,49.070328,9855.832,370
11287,8192,4,3,1,3,8192,0,47.317356,9148.006,334
1129,16,4,3,1,2,16,0,1.30E-05,11514.342,1155
11290,8192,4,3,1,4,256,0,47.671655,14983.78,420
11291,8192,4,3,1,4,512,0,53.426798,10924.354,388
11292,8192,4,3,1,4,1024,0,52.795214,9531.312,366
11293,8192,4,3,1,4,2048,0,52.576094,8914.458,360
11294,8192,4,3,1,4,4096,0,47.864997,9049.852,370
11295,8192,4,3,1,4,8192,0,63.003664,8416.506,334
11299,8192,4,3,2,1,512,0,83.605922,14880.04,464
1130,16,4,3,1,3,1,0,1.70E-05,10842.16,801
11300,8192,4,3,2,1,1024,0,109.790566,12933.984,442
11301,8192,4,3,2,1,2048,0,83.932948,12816.944,438
11302,8192,4,3,2,1,4096,0,110.749091,11749.752,446
11303,8192,4,3,2,1,8192,0,81.609935,12365.808,468
11308,8192,4,3,2,2,1024,0,83.424524,13247.598,442
11309,8192,4,3,2,2,2048,0,82.375797,11905.362,438
1131,16,4,3,1,3,2,0,2.10E-05,14122.206,1230
11310,8192,4,3,2,2,4096,0,84.597294,11800.824,446
11311,8192,4,3,2,2,8192,0,107.173111,11826.892,468
11315,8192,4,3,2,3,512,0,85.803561,15500.352,464
11316,8192,4,3,2,3,1024,0,99.730148,12227.488,442
11317,8192,4,3,2,3,2048,0,81.6425,12097.414,438
11318,8192,4,3,2,3,4096,0,101.861423,11028.626,446
11319,8192,4,3,2,3,8192,0,99.267808,11481.092,468
1132,16,4,3,1,3,4,0,2.10E-05,14139.23,1342
11323,8192,4,3,2,4,512,0,87.359561,15598.772,464
11324,8192,4,3,2,4,1024,0,83.739783,12447.736,442
11325,8192,4,3,2,4,2048,0,84.43893,12433.638,438
11326,8192,4,3,2,4,4096,0,82.296383,11376.554,446
11327,8192,4,3,2,4,8192,0,84.596802,12176.682,468
1133,16,4,3,1,3,8,0,2.10E-05,16726.08,1485
11332,8192,4,3,3,1,1024,0,161.42204,15011.178,470
11333,8192,4,3,3,1,2048,0,175.225308,13629.042,465
11334,8192,4,3,3,1,4096,0,130.874115,13364.372,475
11335,8192,4,3,3,1,8192,0,174.197594,12956.86,456
1134,16,4,3,1,3,16,0,1.40E-05,14098.798,1380
11340,8192,4,3,3,2,1024,0,168.933737,15742.944,470
11341,8192,4,3,3,2,2048,0,157.575805,13959.68,465
11342,8192,4,3,3,2,4096,0,176.765572,14047.46,475
11343,8192,4,3,3,2,8192,0,176.659258,14350.7,454
11347,8192,4,3,3,3,512,0,159.949768,17708.684,492
11348,8192,4,3,3,3,1024,0,158.957502,15543.444,470
11349,8192,4,3,3,3,2048,0,159.400478,14096.936,465
1135,16,4,3,1,4,1,0,1.60E-05,10732.302,775
11350,8192,4,3,3,3,4096,0,133.477523,14290.85,475
11351,8192,4,3,3,3,8192,0,163.440419,12954.732,456
11356,8192,4,3,3,4,1024,0,160.888679,16150.988,470
11357,8192,4,3,3,4,2048,0,165.176681,14322.238,465
11358,8192,4,3,3,4,4096,0,168.419261,13525.302,475
11359,8192,4,3,3,4,8192,0,167.869972,14584.78,456
1136,16,4,3,1,4,2,0,2.00E-05,13107.416,1291
11364,8192,4,3,4,1,1024,0,191.771135,19485.83,614
11365,8192,4,3,4,1,2048,0,190.901315,17749.383,609
11366,8192,4,3,4,1,4096,0,181.671559,17330.965,604
11367,8192,4,3,4,1,8192,0,220.934265,16470.453,601
1137,16,4,3,1,4,4,0,2.10E-05,13035.596,1333
11372,8192,4,3,4,2,1024,0,184.908219,19443.803,614
11373,8192,4,3,4,2,2048,0,192.398295,18171.523,609
11374,8192,4,3,4,2,4096,0,203.198501,16871.582,604
11375,8192,4,3,4,2,8192,0,208.634846,15958.936,601
1138,16,4,3,1,4,8,0,2.00E-05,16549.455,1478
11380,8192,4,3,4,3,1024,0,235.719499,18215.68,614
11381,8192,4,3,4,3,2048,0,237.894033,17353.84,609
11382,8192,4,3,4,3,4096,0,233.496642,16599.73,604
11383,8192,4,3,4,3,8192,0,229.075089,15956.01,601
11388,8192,4,3,4,4,1024,0,217.839799,18829.873,614
11389,8192,4,3,4,4,2048,0,218.00893,17492.957,609
1139,16,4,3,1,4,16,0,1.40E-05,11671.548,1153
11390,8192,4,3,4,4,4096,0,203.971116,16484.285,604
11391,8192,4,3,4,4,8192,0,181.790888,15918.238,601
11395,8192,4,4,1,1,512,0,73.709616,19993.623,791
11396,8192,4,4,1,1,1024,0,77.533442,17734.221,769
11397,8192,4,4,1,1,2048,0,77.713892,16608.773,763
11398,8192,4,4,1,1,4096,0,78.169314,16040.864,683
11399,8192,4,4,1,1,8192,0,75.264925,15643.194,729
1140,16,4,3,2,1,1,0,3.50E-05,13498.702,875
11403,8192,4,4,1,2,512,0,79.371105,20063.582,789
11404,8192,4,4,1,2,1024,0,79.714814,17824.395,767
11405,8192,4,4,1,2,2048,0,78.314198,16734.061,761
11406,8192,4,4,1,2,4096,0,72.359432,16404.486,682
11407,8192,4,4,1,2,8192,0,80.909205,15969.044,729
1141,16,4,3,2,1,2,0,3.80E-05,16416.455,1337
11411,8192,4,4,1,3,512,0,70.314003,20718.475,791
11412,8192,4,4,1,3,1024,0,74.636128,17903.928,769
11413,8192,4,4,1,3,2048,0,72.866033,16747.094,763
11414,8192,4,4,1,3,4096,0,77.669348,16814.658,675
11415,8192,4,4,1,3,8192,0,85.497291,15895.362,727
11419,8192,4,4,1,4,512,0,80.693771,19805.562,789
1142,16,4,3,2,1,4,0,3.50E-05,19348.043,1764
11420,8192,4,4,1,4,1024,0,81.381184,17596.965,767
11421,8192,4,4,1,4,2048,0,83.211423,16956.969,761
11422,8192,4,4,1,4,4096,0,72.513548,16747.893,682
11423,8192,4,4,1,4,8192,0,75.168683,16006.55,729
11427,8192,4,4,2,1,512,0,133.904545,22866.158,786
11428,8192,4,4,2,1,1024,0,145.857623,20397.146,763
11429,8192,4,4,2,1,2048,0,140.610296,20990.061,765
1143,16,4,3,2,1,8,0,3.40E-05,20129.283,1780
11430,8192,4,4,2,1,4096,0,142.745312,19201.477,765
11431,8192,4,4,2,1,8192,0,131.123011,19266.646,855
11436,8192,4,4,2,2,1024,0,133.016301,21303.143,762
11437,8192,4,4,2,2,2048,0,134.51982,19634.789,764
11438,8192,4,4,2,2,4096,0,120.958081,19445.93,764
11439,8192,4,4,2,2,8192,0,146.893779,20508.334,855
1144,16,4,3,2,1,16,0,3.60E-05,14741.188,1226
11444,8192,4,4,2,3,1024,0,136.65442,21909.355,763
11445,8192,4,4,2,3,2048,0,141.210068,20903.344,765
11446,8192,4,4,2,3,4096,0,110.914254,19956.916,757
11447,8192,4,4,2,3,8192,0,123.889583,20622.715,853
1145,16,4,3,2,2,1,0,3.30E-05,13799.016,857
11452,8192,4,4,2,4,1024,0,148.005738,20277.979,762
11453,8192,4,4,2,4,2048,0,127.482797,20025.277,764
11454,8192,4,4,2,4,4096,0,146.592436,18790.771,764
11455,8192,4,4,2,4,8192,0,139.405648,20721.932,855
1146,16,4,3,2,2,2,0,3.80E-05,15812.37,1335
11460,8192,4,4,3,1,1024,0,231.66923,23626.119,790
11461,8192,4,4,3,1,2048,0,201.877786,21761.992,784
11462,8192,4,4,3,1,4096,0,186.37962,21794.178,806
11463,8192,4,4,3,1,8192,0,189.569029,21193.816,827
11468,8192,4,4,3,2,1024,0,210.027333,25102.154,789
11469,8192,4,4,3,2,2048,0,227.03742,22911.379,783
1147,16,4,3,2,2,4,0,3.30E-05,18196.795,1759
11470,8192,4,4,3,2,4096,0,190.08773,22844.346,805
11471,8192,4,4,3,2,8192,0,227.675299,23547.916,827
11477,8192,4,4,3,3,2048,0,189.355001,23011.129,784
11478,8192,4,4,3,3,4096,0,186.212866,23428.748,806
11479,8192,4,4,3,3,8192,0,203.884424,23268.35,827
1148,16,4,3,2,2,8,0,3.40E-05,19838.812,1777
11484,8192,4,4,3,4,1024,0,221.744778,24702.09,789
11485,8192,4,4,3,4,2048,0,217.893894,22363.949,783
11486,8192,4,4,3,4,4096,0,187.370321,22013.895,805
11487,8192,4,4,3,4,8192,0,226.139039,23354.533,827
1149,16,4,3,2,2,16,0,3.60E-05,13867.644,1224
11493,8192,4,4,4,1,2048,0,227.632515,26584.838,932
11494,8192,4,4,4,1,4096,0,220.802895,23602.713,939
11495,8192,4,4,4,1,8192,0,305.142256,24723.104,990
1150,16,4,3,2,3,1,0,3.70E-05,14233.66,875
11501,8192,4,4,4,2,2048,0,294.28454,26597.871,931
11502,8192,4,4,4,2,4096,0,264.807763,26152.322,937
11503,8192,4,4,4,2,8192,0,303.272541,25946.438,990
11508,8192,4,4,4,3,1024,0,292.705606,30404.863,938
11509,8192,4,4,4,3,2048,0,309.199692,27905.527,932
1151,16,4,3,2,3,2,0,4.40E-05,17814.818,1274
11510,8192,4,4,4,3,4096,0,298.407663,27130.936,931
11511,8192,4,4,4,3,8192,0,284.587422,25612.342,977
11518,8192,4,4,4,4,4096,0,263.42198,25457.797,937
11519,8192,4,4,4,4,8192,0,304.786028,25299.793,990
1152,16,4,3,2,3,4,0,3.50E-05,19774.705,1768
1153,16,4,3,2,3,8,0,3.50E-05,21305.27,1781
1154,16,4,3,2,3,16,0,3.60E-05,17192.111,1385
1155,16,4,3,2,4,1,0,3.30E-05,13778.8,849
1156,16,4,3,2,4,2,0,3.70E-05,15133.006,1331
1157,16,4,3,2,4,4,0,3.40E-05,15399.804,1378
1158,16,4,3,2,4,8,0,3.40E-05,19835.354,1777
1159,16,4,3,2,4,16,0,3.60E-05,14145.88,1224
1160,16,4,3,3,1,1,0,5.00E-05,15840.034,859
1161,16,4,3,3,1,2,0,5.50E-05,18514.398,1355
1162,16,4,3,3,1,4,0,5.60E-05,17057.25,1397
1163,16,4,3,3,1,8,0,5.40E-05,19739.062,1541
1164,16,4,3,3,1,16,0,5.50E-05,23306.121,1878
1165,16,4,3,3,2,1,0,4.90E-05,15503.012,841
1166,16,4,3,3,2,2,0,5.40E-05,16298.086,1353
1167,16,4,3,3,2,4,0,5.50E-05,16504.768,1392
1168,16,4,3,3,2,8,0,5.30E-05,19378.898,1538
1169,16,4,3,3,2,16,0,5.30E-05,22061.773,1876
1171,16,4,3,3,3,2,0,6.20E-05,18973.514,1291
1172,16,4,3,3,3,4,0,5.70E-05,17678.893,1400
1173,16,4,3,3,3,8,0,5.80E-05,20196.848,1541
1174,16,4,3,3,3,16,0,4.80E-05,24896.803,1941
1175,16,4,3,3,4,1,0,4.80E-05,15866.368,833
1176,16,4,3,3,4,2,0,5.40E-05,17100.607,1349
1177,16,4,3,3,4,4,0,5.50E-05,16338.518,1395
1178,16,4,3,3,4,8,0,5.50E-05,19391.932,1538
1179,16,4,3,3,4,16,0,5.20E-05,23052.092,1874
1180,16,4,3,4,1,1,0,6.80E-05,18656.441,1025
1181,16,4,3,4,1,2,0,7.50E-05,20577.494,1420
1182,16,4,3,4,1,4,0,7.10E-05,22165.514,1845
1183,16,4,3,4,1,8,0,6.90E-05,24649.953,1862
1184,16,4,3,4,1,16,0,5.80E-05,22283.617,1891
1185,16,4,3,4,2,1,0,7.80E-05,17385.494,1007
1186,16,4,3,4,2,2,0,7.70E-05,20184.611,1418
1187,16,4,3,4,2,4,0,8.40E-05,22030.652,1840
1188,16,4,3,4,2,8,0,7.60E-05,24286.863,1859
1189,16,4,3,4,2,16,0,5.70E-05,21439.334,1889
1191,16,4,3,4,3,2,0,7.70E-05,21075.18,1357
1192,16,4,3,4,3,4,0,7.40E-05,22797.797,1849
1193,16,4,3,4,3,8,0,7.10E-05,25016.768,1864
1194,16,4,3,4,3,16,0,5.80E-05,23673.201,1922
1195,16,4,3,4,4,1,0,7.20E-05,18510.408,999
1196,16,4,3,4,4,2,0,7.40E-05,19475.723,1414
1197,16,4,3,4,4,4,0,7.90E-05,18265.422,1459
1198,16,4,3,4,4,8,0,7.60E-05,24388.742,1859
1199,16,4,3,4,4,16,0,5.80E-05,21561.428,1889
1200,16,4,4,1,1,1,0,1.20E-05,11724.216,801
1201,16,4,4,1,1,2,0,1.70E-05,14900.256,1294
1202,16,4,4,1,1,4,0,1.50E-05,14227.808,1341
1203,16,4,4,1,1,8,0,1.50E-05,17025.861,1479
1204,16,4,4,1,1,16,0,1.00E-05,11538.548,1151
1205,16,4,4,1,2,1,0,1.20E-05,11690.168,784
1206,16,4,4,1,2,2,0,1.60E-05,13432.468,1293
1207,16,4,4,1,2,4,0,1.60E-05,14078.848,1337
1208,16,4,4,1,2,8,0,1.60E-05,16738.582,1477
1209,16,4,4,1,2,16,0,1.00E-05,11023.04,1150
1210,16,4,4,1,3,1,0,1.30E-05,11331.866,802
1211,16,4,4,1,3,2,0,1.60E-05,15315.748,1231
1212,16,4,4,1,3,4,0,1.70E-05,14743.848,1344
1213,16,4,4,1,3,8,0,1.70E-05,17885.84,1480
1214,16,4,4,1,3,16,0,1.00E-05,13879.082,1375
1216,16,4,4,1,4,2,0,1.60E-05,13472.634,1289
1217,16,4,4,1,4,4,0,1.60E-05,13993.728,1340
1218,16,4,4,1,4,8,0,1.60E-05,16368.842,1477
1219,16,4,4,1,4,16,0,1.00E-05,11267.228,1150
1220,16,4,4,2,1,1,0,2.60E-05,14565.096,873
1221,16,4,4,2,1,2,0,3.20E-05,17322.984,1334
1222,16,4,4,2,1,4,0,2.60E-05,19028.045,1762
1223,16,4,4,2,1,8,0,2.60E-05,20515.25,1776
1224,16,4,4,2,1,16,0,2.90E-05,15427.734,1224
1225,16,4,4,2,2,1,0,2.50E-05,14694.904,856
1226,16,4,4,2,2,2,0,3.10E-05,16061.612,1333
1227,16,4,4,2,2,4,0,2.50E-05,18705.918,1758
1228,16,4,4,2,2,8,0,2.50E-05,21455.295,1774
1229,16,4,4,2,2,16,0,2.70E-05,13792.1,1223
1230,16,4,4,2,3,1,0,2.80E-05,14707.14,874
1231,16,4,4,2,3,2,0,3.30E-05,18219.67,1271
1232,16,4,4,2,3,4,0,2.90E-05,19770.982,1765
1233,16,4,4,2,3,8,0,2.80E-05,21511.951,1777
1234,16,4,4,2,3,16,0,2.90E-05,16794.707,1384
1235,16,4,4,2,4,1,0,2.80E-05,14584.248,848
1236,16,4,4,2,4,2,0,3.00E-05,16243.024,1329
1237,16,4,4,2,4,4,0,2.40E-05,15347.136,1377
1238,16,4,4,2,4,8,0,2.50E-05,20897.492,1774
1239,16,4,4,2,4,16,0,2.70E-05,13668.41,1223
1241,16,4,4,3,1,2,0,4.40E-05,19977.398,1356
1242,16,4,4,3,1,4,0,4.30E-05,19189.506,1400
1243,16,4,4,3,1,8,0,4.50E-05,21656.391,1540
1244,16,4,4,3,1,16,0,3.90E-05,23443.91,1844
1246,16,4,4,3,2,2,0,4.00E-05,17734.221,1355
1247,16,4,4,3,2,4,0,4.20E-05,18267.283,1396
1248,16,4,4,3,2,8,0,4.30E-05,21506.365,1539
1249,16,4,4,3,2,16,0,3.70E-05,22919.357,1843
1251,16,4,4,3,3,2,0,4.80E-05,20227.172,1293
1252,16,4,4,3,3,4,0,4.60E-05,19351.5,1403
1254,16,4,4,3,3,16,0,4.00E-05,25297.664,1940
1256,16,4,4,3,4,2,0,4.00E-05,18001.551,1351
1257,16,4,4,3,4,4,0,4.00E-05,17453.59,1399
1258,16,4,4,3,4,8,0,4.40E-05,20906.803,1539
1259,16,4,4,3,4,16,0,3.60E-05,22853.922,1843
1261,16,4,4,4,1,2,0,5.50E-05,21264.039,1414
1262,16,4,4,4,1,4,0,5.80E-05,19703.418,1456
1263,16,4,4,4,1,8,0,5.90E-05,25927.553,1859
1264,16,4,4,4,1,16,0,4.20E-05,22273.51,1886
1266,16,4,4,4,2,2,0,5.50E-05,20072.094,1413
1267,16,4,4,4,2,4,0,5.50E-05,18969.523,1452
1268,16,4,4,4,2,8,0,5.80E-05,25457.529,1857
1269,16,4,4,4,2,16,0,4.30E-05,21258.453,1885
1271,16,4,4,4,3,2,0,6.40E-05,22118.166,1351
1272,16,4,4,4,3,4,0,5.60E-05,19580.793,1459
1273,16,4,4,4,3,8,0,5.90E-05,26036.346,1860
1274,16,4,4,4,3,16,0,4.30E-05,23734.115,1918
1276,16,4,4,4,4,2,0,5.90E-05,20469.232,1409
1277,16,4,4,4,4,4,0,5.50E-05,18191.475,1455
1278,16,4,4,4,4,8,0,6.00E-05,24840.145,1857
1279,16,4,4,4,4,16,0,4.30E-05,21584.836,1885
1281,256,1,1,1,1,4,0,0.008027,23002.883,507
1282,256,1,1,1,1,8,0,0.008027,19475.189,442
1283,256,1,1,1,1,16,0,0.008027,17691.129,408
1284,256,1,1,1,1,32,0,0.008027,16543.338,378
1285,256,1,1,1,1,64,0,0.008011,16020.648,368
1286,256,1,1,1,1,128,0,0.008011,15959.734,374
1287,256,1,1,1,1,256,0,0.008027,15767.948,366
1289,256,1,1,1,2,4,0,0.00801,23071.51,499
1290,256,1,1,1,2,8,0,0.00801,19514.824,435
1291,256,1,1,1,2,16,0,0.008014,17663.73,399
1292,256,1,1,1,2,32,0,0.008027,16520.729,373
1293,256,1,1,1,2,64,0,0.008011,16024.106,364
1294,256,1,1,1,2,128,0,0.008011,15963.724,365
1295,256,1,1,1,2,256,0,0.008027,15750.658,357
1297,256,1,1,1,3,4,0,0.008005,27224.834,507
1298,256,1,1,1,3,8,0,0.008006,19699.693,442
1299,256,1,1,1,3,16,0,0.008006,17798.857,408
1300,256,1,1,1,3,32,0,0.008022,16672.881,378
1301,256,1,1,1,3,64,0,0.008005,16165.884,368
1302,256,1,1,1,3,128,0,0.008005,16121.196,374
1303,256,1,1,1,3,256,0,0.008005,15929.676,366
1304,256,1,1,1,4,2,0,0.007991,29937.502,625
1306,256,1,1,1,4,8,0,0.008003,19552.064,441
1307,256,1,1,1,4,16,0,0.008003,17708.684,405
1308,256,1,1,1,4,32,0,0.00802,16554.244,379
1309,256,1,1,1,4,64,0,0.008003,16121.994,370
1310,256,1,1,1,4,128,0,0.008003,16008.944,371
1311,256,1,1,1,4,256,0,0.008003,15836.576,364
1313,256,1,1,2,1,4,0,0.015852,26146.203,572
1314,256,1,1,2,1,8,0,0.015852,21503.439,508
1315,256,1,1,2,1,16,0,0.015885,19057.037,472
1316,256,1,1,2,1,32,0,0.015885,17595.9,449
1317,256,1,1,2,1,64,0,0.015852,17086.51,442
1318,256,1,1,2,1,128,0,0.015852,16817.318,440
1319,256,1,1,2,1,256,0,0.013921,16570.471,430
1321,256,1,1,2,2,4,0,0.015852,26117.477,563
1322,256,1,1,2,2,8,0,0.015852,21454.23,499
1323,256,1,1,2,2,16,0,0.015852,18993.73,463
1324,256,1,1,2,2,32,0,0.015851,17532.061,440
1325,256,1,1,2,2,64,0,0.015852,17084.648,433
1326,256,1,1,2,2,128,0,0.015851,16808.539,431
1327,256,1,1,2,2,256,0,0.013892,16519.133,421
1329,256,1,1,2,3,4,0,0.015854,30097.367,580
1330,256,1,1,2,3,8,0,0.015847,21768.109,516
1331,256,1,1,2,3,16,0,0.015847,19300.162,480
1332,256,1,1,2,3,32,0,0.015847,17701.236,447
1333,256,1,1,2,3,64,0,0.015847,17271.381,439
1334,256,1,1,2,3,128,0,0.015847,17006.178,448
1335,256,1,1,2,3,256,0,0.013887,16772.896,431
1337,256,1,1,2,4,4,0,0.015841,25917.443,564
1338,256,1,1,2,4,8,0,0.015844,21323.357,510
1339,256,1,1,2,4,16,0,0.015844,18926.166,473
1340,256,1,1,2,4,32,0,0.015844,17703.631,446
1341,256,1,1,2,4,64,0,0.015844,16974.789,439
1342,256,1,1,2,4,128,0,0.015844,16682.189,437
1343,256,1,1,2,4,256,0,0.013884,16527.645,421
1345,256,1,1,3,1,4,0,0.023694,26644.156,590
1346,256,1,1,3,1,8,0,0.023692,20654.9,524
1347,256,1,1,3,1,16,0,0.023694,18688.361,490
1348,256,1,1,3,1,32,0,0.023694,17785.824,460
1349,256,1,1,3,1,64,0,0.023694,16988.889,450
1350,256,1,1,3,1,128,0,0.023694,16857.219,456
1351,256,1,1,3,1,256,0,0.021779,16863.07,448
1353,256,1,1,3,2,4,0,0.023694,26612.236,582
1354,256,1,1,3,2,8,0,0.023692,20697.727,517
1355,256,1,1,3,2,16,0,0.023694,18726.4,481
1356,256,1,1,3,2,32,0,0.023704,17757.629,455
1357,256,1,1,3,2,64,0,0.023694,17029.586,446
1358,256,1,1,3,2,128,0,0.023694,16796.57,447
1359,256,1,1,3,2,256,0,0.021733,16786.729,439
1362,256,1,1,3,3,8,0,0.023688,20819.021,524
1363,256,1,1,3,3,16,0,0.023689,18813.115,487
1364,256,1,1,3,3,32,0,0.023689,17829.447,460
1365,256,1,1,3,3,64,0,0.023689,17142.637,450
1366,256,1,1,3,3,128,0,0.023689,16941.807,456
1367,256,1,1,3,3,256,0,0.021728,16976.918,448
1370,256,1,1,3,4,8,0,0.023686,20723.527,523
1371,256,1,1,3,4,16,0,0.023686,18705.652,487
1372,256,1,1,3,4,32,0,0.023686,17736.082,461
1373,256,1,1,3,4,64,0,0.023686,17075.869,452
1374,256,1,1,3,4,128,0,0.023686,16819.713,453
1375,256,1,1,3,4,256,0,0.021726,16920.26,439
1378,256,1,1,4,1,8,0,0.031549,23213.82,658
1379,256,1,1,4,1,16,0,0.031535,20274.785,621
1380,256,1,1,4,1,32,0,0.031535,18955.691,605
1381,256,1,1,4,1,64,0,0.031535,18730.656,595
1382,256,1,1,4,1,128,0,0.031535,18344.689,585
1383,256,1,1,4,1,256,0,0.029573,18327.666,583
1386,256,1,1,4,2,8,0,0.031535,23095.982,649
1387,256,1,1,4,2,16,0,0.031535,20112.793,612
1388,256,1,1,4,2,32,0,0.031535,18933.881,596
1389,256,1,1,4,2,64,0,0.031535,18698.736,586
1390,256,1,1,4,2,128,0,0.031535,18380.6,576
1391,256,1,1,4,2,256,0,0.029575,18250.793,574
1394,256,1,1,4,3,8,0,0.03153,23506.951,666
1395,256,1,1,4,3,16,0,0.03153,20423.48,629
1396,256,1,1,4,3,32,0,0.03153,19094.277,596
1397,256,1,1,4,3,64,0,0.03153,18899.832,587
1398,256,1,1,4,3,128,0,0.03153,18570.789,593
1399,256,1,1,4,3,256,0,0.02957,18379.27,584
1402,256,1,1,4,4,8,0,0.031527,23243.346,662
1403,256,1,1,4,4,16,0,0.031527,20213.34,625
1404,256,1,1,4,4,32,0,0.031527,18956.225,602
1405,256,1,1,4,4,64,0,0.031527,18720.549,592
1406,256,1,1,4,4,128,0,0.031527,18470.508,589
1407,256,1,1,4,4,256,0,0.029567,18352.139,574
1409,256,1,2,1,1,4,0,0.015905,25857.328,671
1410,256,1,2,1,1,8,0,0.015904,21596.539,601
1411,256,1,2,1,1,16,0,0.015939,19575.738,566
1412,256,1,2,1,1,32,0,0.015939,18375.014,541
1413,256,1,2,1,1,64,0,0.015905,17819.605,531
1414,256,1,2,1,1,128,0,0.015905,17691.926,536
1415,256,1,2,1,1,256,0,0.015905,17521.951,528
1417,256,1,2,1,2,4,0,0.015939,25513.922,671
1418,256,1,2,1,2,8,0,0.015904,21593.348,601
1419,256,1,2,1,2,16,0,0.015905,19530.252,566
1420,256,1,2,1,2,32,0,0.015905,18407.998,544
1421,256,1,2,1,2,64,0,0.015905,17815.35,535
1422,256,1,2,1,2,128,0,0.015939,17687.404,536
1423,256,1,2,1,2,256,0,0.015939,17542.434,528
1425,256,1,2,1,3,4,0,0.015934,29746.779,671
1426,256,1,2,1,3,8,0,0.0159,21816.521,601
1427,256,1,2,1,3,16,0,0.0159,19718.846,566
1428,256,1,2,1,3,32,0,0.015934,18475.029,541
1429,256,1,2,1,3,64,0,0.0159,17896.48,531
1430,256,1,2,1,3,128,0,0.0159,17757.629,536
1431,256,1,2,1,3,256,0,0.0159,17633.938,528
1433,256,1,2,1,4,4,0,0.015894,25625.109,671
1434,256,1,2,1,4,8,0,0.015897,21569.674,600
1435,256,1,2,1,4,16,0,0.015898,19594.891,565
1436,256,1,2,1,4,32,0,0.015897,18386.451,543
1437,256,1,2,1,4,64,0,0.015897,17896.746,534
1438,256,1,2,1,4,128,0,0.015898,17729.166,542
1439,256,1,2,1,4,256,0,0.015897,17614.254,535
1442,256,1,2,2,1,8,0,0.031587,23851.422,663
1443,256,1,2,2,1,16,0,0.031588,20813.17,631
1444,256,1,2,2,1,32,0,0.031654,19805.297,607
1445,256,1,2,2,1,64,0,0.031588,19235.789,598
1446,256,1,2,2,1,128,0,0.031588,18921.111,603
1447,256,1,2,2,1,256,0,0.027725,18604.838,595
1449,256,1,2,2,2,4,0,0.031587,28891.059,737
1450,256,1,2,2,2,8,0,0.031587,24124.338,663
1451,256,1,2,2,2,16,0,0.031588,20814.234,631
1452,256,1,2,2,2,32,0,0.031588,19814.074,607
1453,256,1,2,2,2,64,0,0.031588,19185.516,598
1454,256,1,2,2,2,128,0,0.031588,18989.74,603
1455,256,1,2,2,2,256,0,0.027725,18533.283,595
1458,256,1,2,2,3,8,0,0.031583,24341.926,671
1459,256,1,2,2,3,16,0,0.031583,21033.418,639
1460,256,1,2,2,3,32,0,0.031583,20050.281,610
1461,256,1,2,2,3,64,0,0.031583,19338.998,602
1462,256,1,2,2,3,128,0,0.031583,19070.604,611
1463,256,1,2,2,3,256,0,0.027663,18749.809,596
1466,256,1,2,2,4,8,0,0.031579,24001.713,663
1467,256,1,2,2,4,16,0,0.031581,20812.371,631
1468,256,1,2,2,4,32,0,0.031581,19869.402,610
1469,256,1,2,2,4,64,0,0.031581,19272.232,602
1470,256,1,2,2,4,128,0,0.031647,18994.262,608
1471,256,1,2,2,4,256,0,0.027718,18512.004,595
1474,256,1,2,3,1,8,0,0.047271,23345.49,681
