n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
1676,8192,4,3,4,2,2048,0,192.398295,18171.523
1677,8192,4,3,4,2,4096,0,203.198501,16871.582
1678,8192,4,3,4,2,8192,0,208.634846,15958.936
1679,16,4,3,1,4,8,0,2.00E-05,16549.455
1680,8192,4,3,4,3,1024,0,235.719499,18215.68
1681,8192,4,3,4,3,2048,0,237.894033,17353.84
1682,8192,4,3,4,3,4096,0,233.496642,16599.73
1683,8192,4,3,4,3,8192,0,229.075089,15956.01
1684,8192,4,3,4,4,1024,0,217.839799,18829.873
1685,8192,4,3,4,4,2048,0,218.00893,17492.957
1686,16,4,3,1,4,16,0,1.40E-05,11671.548
1687,8192,4,3,4,4,4096,0,203.971116,16484.285
1688,8192,4,3,4,4,8192,0,181.790888,15918.238
1689,8192,4,4,1,1,512,0,73.709616,19993.623
1690,8192,4,4,1,1,1024,0,77.533442,17734.221
1691,8192,4,4,1,1,2048,0,77.713892,16608.773
1692,8192,4,4,1,1,4096,0,78.169314,16040.864
1693,8192,4,4,1,1,8192,0,75.264925,15643.194
1694,16,4,3,2,1,1,0,3.50E-05,13498.702
1695,8192,4,4,1,2,512,0,79.371105,20063.582
1696,8192,4,4,1,2,1024,0,79.714814,17824.395
1697,8192,4,4,1,2,2048,0,78.314198,16734.061
1698,8192,4,4,1,2,4096,0,72.359432,16404.486
1699,8192,4,4,1,2,8192,0,80.909205,15969.044
1700,16,4,3,2,1,2,0,3.80E-05,16416.455
1701,8192,4,4,1,3,512,0,70.314003,20718.475
1702,8192,4,4,1,3,1024,0,74.636128,17903.928
1703,8192,4,4,1,3,2048,0,72.866033,16747.094
1704,8192,4,4,1,3,4096,0,77.669348,16814.658
1705,8192,4,4,1,3,8192,0,85.497291,15895.362
1706,8192,4,4,1,4,512,0,80.693771,19805.562
1707,16,4,3,2,1,4,0,3.50E-05,19348.043
1708,8192,4,4,1,4,1024,0,81.381184,17596.965
1709,8192,4,4,1,4,2048,0,83.211423,16956.969
1710,8192,4,4,1,4,4096,0,72.513548,16747.893
1711,8192,4,4,1,4,8192,0,75.168683,16006.55
1712,8192,4,4,2,1,512,0,133.904545,22866.158
1713,8192,4,4,2,1,1024,0,145.857623,20397.146
1714,8192,4,4,2,1,2048,0,140.610296,20990.061
1715,16,4,3,2,1,8,0,3.40E-05,20129.283
1716,8192,4,4,2,1,4096,0,142.745312,19201.477
1717,8192,4,4,2,1,8192,0,131.123011,19266.646
1718,8192,4,4,2,2,1024,0,133.016301,21303.143
1719,8192,4,4,2,2,2048,0,134.51982,19634.789
1720,8192,4,4,2,2,4096,0,120.958081,19445.93
1721,8192,4,4,2,2,8192,0,146.893779,20508.334
1722,16,4,3,2,1,16,0,3.60E-05,14741.188
1723,8192,4,4,2,3,1024,0,136.65442,21909.355
1724,8192,4,4,2,3,2048,0,141.210068,20903.344
1725,8192,4,4,2,3,4096,0,110.914254,19956.916
1726,8192,4,4,2,3,8192,0,123.889583,20622.715
1727,16,4,3,2,2,1,0,3.30E-05,13799.016
1728,8192,4,4,2,4,1024,0,148.005738,20277.979
1729,8192,4,4,2,4,2048,0,127.482797,20025.277
1730,8192,4,4,2,4,4096,0,146.592436,18790.771
1731,8192,4,4,2,4,8192,0,139.405648,20721.932
1732,16,4,3,2,2,2,0,3.80E-05,15812.37
1733,8192,4,4,3,1,1024,0,231.66923,23626.119
1734,8192,4,4,3,1,2048,0,201.877786,21761.992
1735,8192,4,4,3,1,4096,0,186.37962,21794.178
1736,8192,4,4,3,1,8192,0,189.569029,21193.816
1737,8192,4,4,3,2,1024,0,210.027333,25102.154
1738,8192,4,4,3,2,2048,0,227.03742,22911.379
1739,16,4,3,2,2,4,0,3.30E-05,18196.795
1740,8192,4,4,3,2,4096,0,190.08773,22844.346
1741,8192,4,4,3,2,8192,0,227.675299,23547.916
1742,8192,4,4,3,3,2048,0,189.355001,23011.129
1743,8192,4,4,3,3,4096,0,186.212866,23428.748
1744,8192,4,4,3,3,8192,0,203.884424,23268.35
1745,16,4,3,2,2,8,0,3.40E-05,19838.812
1746,8192,4,4,3,4,1024,0,221.744778,24702.09
1747,8192,4,4,3,4,2048,0,217.893894,22363.949
1748,8192,4,4,3,4,4096,0,187.370321,22013.895
1749,8192,4,4,3,4,8192,0,226.139039,23354.533
1750,16,4,3,2,2,16,0,3.60E-05,13867.644
1751,8192,4,4,4,1,2048,0,227.632515,26584.838
1752,8192,4,4,4,1,4096,0,220.802895,23602.713
1753,8192,4,4,4,1,8192,0,305.142256,24723.104
1754,16,4,3,2,3,1,0,3.70E-05,14233.66
1755,8192,4,4,4,2,2048,0,294.28454,26597.871
1756,8192,4,4,4,2,4096,0,264.807763,26152.322
1757,8192,4,4,4,2,8192,0,303.272541,25946.438
1758,8192,4,4,4,3,1024,0,292.705606,30404.863
1759,8192,4,4,4,3,2048,0,309.199692,27905.527
1760,16,4,3,2,3,2,0,4.40E-05,17814.818
1761,8192,4,4,4,3,4096,0,298.407663,27130.936
1762,8192,4,4,4,3,8192,0,284.587422,25612.342
1763,8192,4,4,4,4,4096,0,263.42198,25457.797
1764,8192,4,4,4,4,8192,0,304.786028,25299.793
1765,16,4,3,2,3,4,0,3.50E-05,19774.705
1766,16,4,3,2,3,8,0,3.50E-05,21305.27
1767,16,4,3,2,3,16,0,3.60E-05,17192.111
1768,16,4,3,2,4,1,0,3.30E-05,13778.8
1769,16,4,3,2,4,2,0,3.70E-05,15133.006
1770,16,4,3,2,4,4,0,3.40E-05,15399.804
1771,16,4,3,2,4,8,0,3.40E-05,19835.354
1772,16,4,3,2,4,16,0,3.60E-05,14145.88
1773,16,4,3,3,1,1,0,5.00E-05,15840.034
1774,16,4,3,3,1,2,0,5.50E-05,18514.398
1775,16,4,3,3,1,4,0,5.60E-05,17057.25
1776,16,4,3,3,1,8,0,5.40E-05,19739.062
1777,16,4,3,3,1,16,0,5.50E-05,23306.121
1778,16,4,3,3,2,1,0,4.90E-05,15503.012
1779,16,4,3,3,2,2,0,5.40E-05,16298.086
1780,16,4,3,3,2,4,0,5.50E-05,16504.768
1781,16,4,3,3,2,8,0,5.30E-05,19378.898
1782,16,4,3,3,2,16,0,5.30E-05,22061.773
1783,16,4,3,3,3,2,0,6.20E-05,18973.514
1784,16,4,3,3,3,4,0,5.70E-05,17678.893
1785,16,4,3,3,3,8,0,5.80E-05,20196.848
1786,16,4,3,3,3,16,0,4.80E-05,24896.803
1787,16,4,3,3,4,1,0,4.80E-05,15866.368
1788,16,4,3,3,4,2,0,5.40E-05,17100.607
1789,16,4,3,3,4,4,0,5.50E-05,16338.518
1790,16,4,3,3,4,8,0,5.50E-05,19391.932
1791,16,4,3,3,4,16,0,5.20E-05,23052.092
1792,16,4,3,4,1,1,0,6.80E-05,18656.441
1793,16,4,3,4,1,2,0,7.50E-05,20577.494
1794,16,4,3,4,1,4,0,7.10E-05,22165.514
1795,16,4,3,4,1,8,0,6.90E-05,24649.953
1796,16,4,3,4,1,16,0,5.80E-05,22283.617
1797,16,4,3,4,2,1,0,7.80E-05,17385.494
1798,16,4,3,4,2,2,0,7.70E-05,20184.611
1799,16,4,3,4,2,4,0,8.40E-05,22030.652
1800,16,4,3,4,2,8,0,7.60E-05,24286.863
1801,16,4,3,4,2,16,0,5.70E-05,21439.334
1802,16,4,3,4,3,2,0,7.70E-05,21075.18
1803,16,4,3,4,3,4,0,7.40E-05,22797.797
1804,16,4,3,4,3,8,0,7.10E-05,25016.768
1805,16,4,3,4,3,16,0,5.80E-05,23673.201
1806,16,4,3,4,4,1,0,7.20E-05,18510.408
1807,16,4,3,4,4,2,0,7.40E-05,19475.723
1808,16,4,3,4,4,4,0,7.90E-05,18265.422
1809,16,4,3,4,4,8,0,7.60E-05,24388.742
1810,16,4,3,4,4,16,0,5.80E-05,21561.428
1811,16,4,4,1,1,1,0,1.20E-05,11724.216
1812,16,4,4,1,1,2,0,1.70E-05,14900.256
1813,16,4,4,1,1,4,0,1.50E-05,14227.808
1814,16,4,4,1,1,8,0,1.50E-05,17025.861
1815,16,4,4,1,1,16,0,1.00E-05,11538.548
1816,16,4,4,1,2,1,0,1.20E-05,11690.168
1817,16,4,4,1,2,2,0,1.60E-05,13432.468
1818,16,4,4,1,2,4,0,1.60E-05,14078.848
1819,16,4,4,1,2,8,0,1.60E-05,16738.582
1820,16,4,4,1,2,16,0,1.00E-05,11023.04
1821,16,4,4,1,3,1,0,1.30E-05,11331.866
1822,16,4,4,1,3,2,0,1.60E-05,15315.748
1823,16,4,4,1,3,4,0,1.70E-05,14743.848
1824,16,4,4,1,3,8,0,1.70E-05,17885.84
1825,16,4,4,1,3,16,0,1.00E-05,13879.082
1826,16,4,4,1,4,2,0,1.60E-05,13472.634
1827,16,4,4,1,4,4,0,1.60E-05,13993.728
1828,16,4,4,1,4,8,0,1.60E-05,16368.842
1829,16,4,4,1,4,16,0,1.00E-05,11267.228
1830,16,4,4,2,1,1,0,2.60E-05,14565.096
1831,16,4,4,2,1,2,0,3.20E-05,17322.984
1832,16,4,4,2,1,4,0,2.60E-05,19028.045
1833,16,4,4,2,1,8,0,2.60E-05,20515.25
1834,16,4,4,2,1,16,0,2.90E-05,15427.734
1835,16,4,4,2,2,1,0,2.50E-05,14694.904
1836,16,4,4,2,2,2,0,3.10E-05,16061.612
1837,16,4,4,2,2,4,0,2.50E-05,18705.918
1838,16,4,4,2,2,8,0,2.50E-05,21455.295
1839,16,4,4,2,2,16,0,2.70E-05,13792.1
1840,16,4,4,2,3,1,0,2.80E-05,14707.14
1841,16,4,4,2,3,2,0,3.30E-05,18219.67
1842,16,4,4,2,3,4,0,2.90E-05,19770.982
1843,16,4,4,2,3,8,0,2.80E-05,21511.951
1844,16,4,4,2,3,16,0,2.90E-05,16794.707
1845,16,4,4,2,4,1,0,2.80E-05,14584.248
1846,16,4,4,2,4,2,0,3.00E-05,16243.024
1847,16,4,4,2,4,4,0,2.40E-05,15347.136
1848,16,4,4,2,4,8,0,2.50E-05,20897.492
1849,16,4,4,2,4,16,0,2.70E-05,13668.41
1850,16,4,4,3,1,2,0,4.40E-05,19977.398
1851,16,4,4,3,1,4,0,4.30E-05,19189.506
1852,16,4,4,3,1,8,0,4.50E-05,21656.391
1853,16,4,4,3,1,16,0,3.90E-05,23443.91
1854,16,4,4,3,2,2,0,4.00E-05,17734.221
1855,16,4,4,3,2,4,0,4.20E-05,18267.283
1856,16,4,4,3,2,8,0,4.30E-05,21506.365
1857,16,4,4,3,2,16,0,3.70E-05,22919.357
1858,16,4,4,3,3,2,0,4.80E-05,20227.172
1859,16,4,4,3,3,4,0,4.60E-05,19351.5
1860,16,4,4,3,3,16,0,4.00E-05,25297.664
1861,16,4,4,3,4,2,0,4.00E-05,18001.551
1862,16,4,4,3,4,4,0,4.00E-05,17453.59
1863,16,4,4,3,4,8,0,4.40E-05,20906.803
1864,16,4,4,3,4,16,0,3.60E-05,22853.922
1865,16,4,4,4,1,2,0,5.50E-05,21264.039
1866,16,4,4,4,1,4,0,5.80E-05,19703.418
1867,16,4,4,4,1,8,0,5.90E-05,25927.553
1868,16,4,4,4,1,16,0,4.20E-05,22273.51
1869,16,4,4,4,2,2,0,5.50E-05,20072.094
1870,16,4,4,4,2,4,0,5.50E-05,18969.523
1871,16,4,4,4,2,8,0,5.80E-05,25457.529
1872,16,4,4,4,2,16,0,4.30E-05,21258.453
1873,16,4,4,4,3,2,0,6.40E-05,22118.166
1874,16,4,4,4,3,4,0,5.60E-05,19580.793
1875,16,4,4,4,3,8,0,5.90E-05,26036.346
1876,16,4,4,4,3,16,0,4.30E-05,23734.115
1877,16,4,4,4,4,2,0,5.90E-05,20469.232
1878,16,4,4,4,4,4,0,5.50E-05,18191.475
1879,16,4,4,4,4,8,0,6.00E-05,24840.145
1880,16,4,4,4,4,16,0,4.30E-05,21584.836
1881,256,1,1,1,1,4,0,0.008027,23002.883
1882,256,1,1,1,1,8,0,0.008027,19475.189
1883,256,1,1,1,1,16,0,0.008027,17691.129
1884,256,1,1,1,1,32,0,0.008027,16543.338
1885,256,1,1,1,1,64,0,0.008011,16020.648
1886,256,1,1,1,1,128,0,0.008011,15959.734
1887,256,1,1,1,1,256,0,0.008027,15767.948
1888,256,1,1,1,2,4,0,0.00801,23071.51
1889,256,1,1,1,2,8,0,0.00801,19514.824
1890,256,1,1,1,2,16,0,0.008014,17663.73
1891,256,1,1,1,2,32,0,0.008027,16520.729
1892,256,1,1,1,2,64,0,0.008011,16024.106
1893,256,1,1,1,2,128,0,0.008011,15963.724
1894,256,1,1,1,2,256,0,0.008027,15750.658
1895,256,1,1,1,3,4,0,0.008005,27224.834
1896,256,1,1,1,3,8,0,0.008006,19699.693
1897,256,1,1,1,3,16,0,0.008006,17798.857
1898,256,1,1,1,3,32,0,0.008022,16672.881
1899,256,1,1,1,3,64,0,0.008005,16165.884
1900,256,1,1,1,3,128,0,0.008005,16121.196
1901,256,1,1,1,3,256,0,0.008005,15929.676
1902,256,1,1,1,4,2,0,0.007991,29937.502
1903,256,1,1,1,4,8,0,0.008003,19552.064
1904,256,1,1,1,4,16,0,0.008003,17708.684
1905,256,1,1,1,4,32,0,0.00802,16554.244
1906,256,1,1,1,4,64,0,0.008003,16121.994
1907,256,1,1,1,4,128,0,0.008003,16008.944
1908,256,1,1,1,4,256,0,0.008003,15836.576
1909,256,1,1,2,1,4,0,0.015852,26146.203
1910,256,1,1,2,1,8,0,0.015852,21503.439
1911,256,1,1,2,1,16,0,0.015885,19057.037
1912,256,1,1,2,1,32,0,0.015885,17595.9
1913,256,1,1,2,1,64,0,0.015852,17086.51
1914,256,1,1,2,1,128,0,0.015852,16817.318
1915,256,1,1,2,1,256,0,0.013921,16570.471
1916,256,1,1,2,2,4,0,0.015852,26117.477
1917,256,1,1,2,2,8,0,0.015852,21454.23
1918,256,1,1,2,2,16,0,0.015852,18993.73
1919,256,1,1,2,2,32,0,0.015851,17532.061
1920,256,1,1,2,2,64,0,0.015852,17084.648
1921,256,1,1,2,2,128,0,0.015851,16808.539
1922,256,1,1,2,2,256,0,0.013892,16519.133
1923,256,1,1,2,3,4,0,0.015854,30097.367
1924,256,1,1,2,3,8,0,0.015847,21768.109
1925,256,1,1,2,3,16,0,0.015847,19300.162
1926,256,1,1,2,3,32,0,0.015847,17701.236
1927,256,1,1,2,3,64,0,0.015847,17271.381
1928,256,1,1,2,3,128,0,0.015847,17006.178
1929,256,1,1,2,3,256,0,0.013887,16772.896
1930,256,1,1,2,4,4,0,0.015841,25917.443
1931,256,1,1,2,4,8,0,0.015844,21323.357
1932,256,1,1,2,4,16,0,0.015844,18926.166
1933,256,1,1,2,4,32,0,0.015844,17703.631
1934,256,1,1,2,4,64,0,0.015844,16974.789
1935,256,1,1,2,4,128,0,0.015844,16682.189
1936,256,1,1,2,4,256,0,0.013884,16527.645
1937,256,1,1,3,1,4,0,0.023694,26644.156
1938,256,1,1,3,1,8,0,0.023692,20654.9
1939,256,1,1,3,1,16,0,0.023694,18688.361
1940,256,1,1,3,1,32,0,0.023694,17785.824
1941,256,1,1,3,1,64,0,0.023694,16988.889
1942,256,1,1,3,1,128,0,0.023694,16857.219
1943,256,1,1,3,1,256,0,0.021779,16863.07
1944,256,1,1,3,2,4,0,0.023694,26612.236
1945,256,1,1,3,2,8,0,0.023692,20697.727
1946,256,1,1,3,2,16,0,0.023694,18726.4
1947,256,1,1,3,2,32,0,0.023704,17757.629
1948,256,1,1,3,2,64,0,0.023694,17029.586
1949,256,1,1,3,2,128,0,0.023694,16796.57
1950,256,1,1,3,2,256,0,0.021733,16786.729
1951,256,1,1,3,3,8,0,0.023688,20819.021
1952,256,1,1,3,3,16,0,0.023689,18813.115
1953,256,1,1,3,3,32,0,0.023689,17829.447
1954,256,1,1,3,3,64,0,0.023689,17142.637
1955,256,1,1,3,3,128,0,0.023689,16941.807
1956,256,1,1,3,3,256,0,0.021728,16976.918
1957,256,1,1,3,4,8,0,0.023686,20723.527
1958,256,1,1,3,4,16,0,0.023686,18705.652
1959,256,1,1,3,4,32,0,0.023686,17736.082
1960,256,1,1,3,4,64,0,0.023686,17075.869
1961,256,1,1,3,4,128,0,0.023686,16819.713
1962,256,1,1,3,4,256,0,0.021726,16920.26
1963,256,1,1,4,1,8,0,0.031549,23213.82
1964,256,1,1,4,1,16,0,0.031535,20274.785
1965,256,1,1,4,1,32,0,0.031535,18955.691
1966,256,1,1,4,1,64,0,0.031535,18730.656
1967,256,1,1,4,1,128,0,0.031535,18344.689
1968,256,1,1,4,1,256,0,0.029573,18327.666
1969,256,1,1,4,2,8,0,0.031535,23095.982
1970,256,1,1,4,2,16,0,0.031535,20112.793
1971,256,1,1,4,2,32,0,0.031535,18933.881
1972,256,1,1,4,2,64,0,0.031535,18698.736
1973,256,1,1,4,2,128,0,0.031535,18380.6
1974,256,1,1,4,2,256,0,0.029575,18250.793
1975,256,1,1,4,3,8,0,0.03153,23506.951
1976,256,1,1,4,3,16,0,0.03153,20423.48
1977,256,1,1,4,3,32,0,0.03153,19094.277
1978,256,1,1,4,3,64,0,0.03153,18899.832
1979,256,1,1,4,3,128,0,0.03153,18570.789
1980,256,1,1,4,3,256,0,0.02957,18379.27
1981,256,1,1,4,4,8,0,0.031527,23243.346
1982,256,1,1,4,4,16,0,0.031527,20213.34
1983,256,1,1,4,4,32,0,0.031527,18956.225
1984,256,1,1,4,4,64,0,0.031527,18720.549
1985,256,1,1,4,4,128,0,0.031527,18470.508
1986,256,1,1,4,4,256,0,0.029567,18352.139
1987,256,1,2,1,1,4,0,0.015905,25857.328
1988,256,1,2,1,1,8,0,0.015904,21596.539
1989,256,1,2,1,1,16,0,0.015939,19575.738
1990,256,1,2,1,1,32,0,0.015939,18375.014
1991,256,1,2,1,1,64,0,0.015905,17819.605
1992,256,1,2,1,1,128,0,0.015905,17691.926
1993,256,1,2,1,1,256,0,0.015905,17521.951
1994,256,1,2,1,2,4,0,0.015939,25513.922
1995,256,1,2,1,2,8,0,0.015904,21593.348
1996,256,1,2,1,2,16,0,0.015905,19530.252
1997,256,1,2,1,2,32,0,0.015905,18407.998
1998,256,1,2,1,2,64,0,0.015905,17815.35
1999,256,1,2,1,2,128,0,0.015939,17687.404
2000,256,1,2,1,2,256,0,0.015939,17542.434
2001,256,1,2,1,3,4,0,0.015934,29746.779
2002,256,1,2,1,3,8,0,0.0159,21816.521
2003,256,1,2,1,3,16,0,0.0159,19718.846
2004,256,1,2,1,3,32,0,0.015934,18475.029
2005,256,1,2,1,3,64,0,0.0159,17896.48
2006,256,1,2,1,3,128,0,0.0159,17757.629
2007,256,1,2,1,3,256,0,0.0159,17633.938
2008,256,1,2,1,4,4,0,0.015894,25625.109
2009,256,1,2,1,4,8,0,0.015897,21569.674
2010,256,1,2,1,4,16,0,0.015898,19594.891
2011,256,1,2,1,4,32,0,0.015897,18386.451
2012,256,1,2,1,4,64,0,0.015897,17896.746
2013,256,1,2,1,4,128,0,0.015898,17729.166
2014,256,1,2,1,4,256,0,0.015897,17614.254
2015,256,1,2,2,1,8,0,0.031587,23851.422
2016,256,1,2,2,1,16,0,0.031588,20813.17
2017,256,1,2,2,1,32,0,0.031654,19805.297
2018,256,1,2,2,1,64,0,0.031588,19235.789
2019,256,1,2,2,1,128,0,0.031588,18921.111
2020,256,1,2,2,1,256,0,0.027725,18604.838
2021,256,1,2,2,2,4,0,0.031587,28891.059
2022,256,1,2,2,2,8,0,0.031587,24124.338
2023,256,1,2,2,2,16,0,0.031588,20814.234
2024,256,1,2,2,2,32,0,0.031588,19814.074
2025,256,1,2,2,2,64,0,0.031588,19185.516
2026,256,1,2,2,2,128,0,0.031588,18989.74
2027,256,1,2,2,2,256,0,0.027725,18533.283
2028,256,1,2,2,3,8,0,0.031583,24341.926
2029,256,1,2,2,3,16,0,0.031583,21033.418
2030,256,1,2,2,3,32,0,0.031583,20050.281
2031,256,1,2,2,3,64,0,0.031583,19338.998
2032,256,1,2,2,3,128,0,0.031583,19070.604
2033,256,1,2,2,3,256,0,0.027663,18749.809
2034,256,1,2,2,4,8,0,0.031579,24001.713
2035,256,1,2,2,4,16,0,0.031581,20812.371
2036,256,1,2,2,4,32,0,0.031581,19869.402
2037,256,1,2,2,4,64,0,0.031581,19272.232
2038,256,1,2,2,4,128,0,0.031647,18994.262
2039,256,1,2,2,4,256,0,0.027718,18512.004
2040,256,1,2,3,1,8,0,0.047271,23345.49
2041,256,1,2,3,1,16,0,0.047271,21168.014
2042,256,1,2,3,1,32,0,0.04737,20240.738
2043,256,1,2,3,1,64,0,0.047271,19492.48
2044,256,1,2,3,1,128,0,0.047271,19223.021
2045,256,1,2,3,1,256,0,0.043441,19032.832
2046,256,1,2,3,2,8,0,0.047271,23319.688
2047,256,1,2,3,2,16,0,0.047271,21217.225
2048,256,1,2,3,2,32,0,0.047271,20183.814
2049,256,1,2,3,2,64,0,0.047271,19537.967
2050,256,1,2,3,2,128,0,0.047271,19226.746
2051,256,1,2,3,2,256,0,0.043441,19006.498
2052,256,1,2,3,3,8,0,0.047266,23598.455
2053,256,1,2,3,3,16,0,0.047266,21283.725
2054,256,1,2,3,3,32,0,0.047266,20384.91
2055,256,1,2,3,3,64,0,0.047266,19564.566
2056,256,1,2,3,3,128,0,0.047266,19381.025
2057,256,1,2,3,3,256,0,0.043346,19176.205
2058,256,1,2,3,4,8,0,0.047264,23294.949
2059,256,1,2,3,4,16,0,0.047264,21094.598
2060,256,1,2,3,4,32,0,0.047285,20172.643
2061,256,1,2,3,4,64,0,0.047264,19499.928
2062,256,1,2,3,4,128,0,0.047264,19232.066
2063,256,1,2,3,4,256,0,0.043343,19005.967
2064,256,1,2,4,1,8,0,0.062954,25942.715
2065,256,1,2,4,1,16,0,0.062954,22789.283
2066,256,1,2,4,1,32,0,0.062954,21436.674
2067,256,1,2,4,1,64,0,0.062954,21142.213
2068,256,1,2,4,1,128,0,0.062954,20859.188
2069,256,1,2,4,1,256,0,0.059031,20338.359
2070,256,1,2,4,2,16,0,0.062951,23785.188
2071,256,1,2,4,2,32,0,0.062954,22189.453
2072,256,1,2,4,2,64,0,0.062954,21661.178
2073,256,1,2,4,2,128,0,0.062954,21401.828
2074,256,1,2,4,2,256,0,0.059031,20300.588
2075,256,1,2,4,3,8,0,0.062946,27530.734
2076,256,1,2,4,3,16,0,0.062949,23778.537
2077,256,1,2,4,3,32,0,0.062949,22291.066
2078,256,1,2,4,3,64,0,0.063081,22424.598
2079,256,1,2,4,3,128,0,0.062949,21848.707
2080,256,1,2,4,3,256,0,0.059029,20568.184
2081,256,1,2,4,4,16,0,0.062947,23753.268
2082,256,1,2,4,4,32,0,0.062947,22069.488
2083,256,1,2,4,4,64,0,0.063078,21583.771
2084,256,1,2,4,4,128,0,0.062947,21293.832
2085,256,1,2,4,4,256,0,0.059149,20412.574
2086,256,1,3,1,1,4,0,0.0239,24541.426
2087,256,1,3,1,1,8,0,0.0239,21302.344
2088,256,1,3,1,1,16,0,0.023899,19859.826
2089,256,1,3,1,1,32,0,0.023899,18858.07
2090,256,1,3,1,1,64,0,0.023899,18574.779
2091,256,1,3,1,1,128,0,0.023899,18568.928
2092,256,1,3,1,1,256,0,0.023899,18405.869
2093,256,1,3,1,2,4,0,0.02395,24424.387
2094,256,1,3,1,2,8,0,0.023899,21599.467
2095,256,1,3,1,2,16,0,0.0239,19910.633
2096,256,1,3,1,2,32,0,0.023899,18953.031
2097,256,1,3,1,2,64,0,0.023899,18566.268
2098,256,1,3,1,2,128,0,0.023899,18361.182
2099,256,1,3,1,2,256,0,0.023899,18236.162
2100,256,1,3,1,3,8,0,0.023895,21465.668
2101,256,1,3,1,3,16,0,0.023894,20123.697
2102,256,1,3,1,3,32,0,0.023906,19058.102
2103,256,1,3,1,3,64,0,0.023906,18805.934
2104,256,1,3,1,3,128,0,0.023895,18792.9
2105,256,1,3,1,3,256,0,0.023894,18508.812
2106,256,1,3,1,4,4,0,0.023938,25640.006
2107,256,1,3,1,4,8,0,0.023892,21314.58
2108,256,1,3,1,4,16,0,0.023892,20064.646
2109,256,1,3,1,4,32,0,0.023891,19070.869
2110,256,1,3,1,4,64,0,0.023903,18664.688
2111,256,1,3,1,4,128,0,0.023891,18624.787
2112,256,1,3,1,4,256,0,0.023891,18483.01
2113,256,1,3,2,1,8,0,0.047422,24827.109
2114,256,1,3,2,1,16,0,0.047422,21417.521
2115,256,1,3,2,1,32,0,0.047524,20546.904
2116,256,1,3,2,1,64,0,0.047422,19814.605
2117,256,1,3,2,1,128,0,0.047424,19428.906
2118,256,1,3,2,1,256,0,0.041638,20093.373
2119,256,1,3,2,2,8,0,0.047424,24796.254
2120,256,1,3,2,2,16,0,0.047424,21701.609
2121,256,1,3,2,2,32,0,0.047422,20598.242
2122,256,1,3,2,2,64,0,0.047424,19711.93
2123,256,1,3,2,2,128,0,0.047424,19389.006
2124,256,1,3,2,2,256,0,0.041638,20079.543
2125,256,1,3,2,3,8,0,0.04742,24932.713
2126,256,1,3,2,3,16,0,0.04742,21840.463
2127,256,1,3,2,3,32,0,0.047519,20420.287
2128,256,1,3,2,3,64,0,0.047417,20053.74
2129,256,1,3,2,3,128,0,0.047417,19850.25
2130,256,1,3,2,3,256,0,0.041633,20224.512
2131,256,1,3,2,4,8,0,0.047417,25004.799
2132,256,1,3,2,4,16,0,0.047417,21359.268
2133,256,1,3,2,4,32,0,0.047414,20772.205
2134,256,1,3,2,4,64,0,0.047417,19924.996
2135,256,1,3,2,4,128,0,0.047414,19432.098
2136,256,1,3,2,4,256,0,0.04163,19846.525
2137,256,1,3,3,1,8,0,0.070945,23892.652
2138,256,1,3,3,1,16,0,0.070949,21789.123
2139,256,1,3,3,1,32,0,0.070945,20706.238
2140,256,1,3,3,1,64,0,0.070945,20374.27
2141,256,1,3,3,1,128,0,0.070945,19957.182
2142,256,1,3,3,1,256,0,0.065212,20237.547
2143,256,1,3,3,2,16,0,0.070945,22416.885
2144,256,1,3,3,2,32,0,0.070945,21077.84
2145,256,1,3,3,2,64,0,0.070949,20338.627
2146,256,1,3,3,2,128,0,0.070949,19855.57
2147,256,1,3,3,2,256,0,0.065076,20268.934
2148,256,1,3,3,3,16,0,0.070976,21975.059
2149,256,1,3,3,3,32,0,0.070944,21393.051
2150,256,1,3,3,3,64,0,0.071092,20200.572
2151,256,1,3,3,3,128,0,0.070941,20199.242
2152,256,1,3,3,3,256,0,0.065207,20470.029
2153,256,1,3,3,4,8,0,0.070941,24767.793
2154,256,1,3,3,4,16,0,0.070941,21768.643
2155,256,1,3,3,4,32,0,0.070938,20753.586
2156,256,1,3,3,4,64,0,0.070941,20150.83
2157,256,1,3,3,4,128,0,0.070941,19684
2158,256,1,3,3,4,256,0,0.065068,20101.619
2159,256,1,3,4,1,16,0,0.094469,23047.57
2160,256,1,3,4,1,32,0,0.094469,21981.176
2161,256,1,3,4,1,64,0,0.094671,21746.83
2162,256,1,3,4,1,128,0,0.094469,21458.221
2163,256,1,3,4,1,256,0,0.088596,22148.49
2164,256,1,3,4,2,16,0,0.094469,23444.176
2165,256,1,3,4,2,32,0,0.094474,22442.951
2166,256,1,3,4,2,64,0,0.094469,21767.844
2167,256,1,3,4,2,128,0,0.094469,21462.742
2168,256,1,3,4,2,256,0,0.0886,22280.691
2169,256,1,3,4,3,16,0,0.094464,23147.32
2170,256,1,3,4,3,32,0,0.094464,22528.869
2171,256,1,3,4,3,64,0,0.094469,21874.244
2172,256,1,3,4,3,128,0,0.094464,21451.57
2173,256,1,3,4,3,256,0,0.088595,22481.787
2174,256,1,3,4,4,16,0,0.094466,22984.795
2175,256,1,3,4,4,32,0,0.094461,21983.305
