n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
10634,8192,3,2,1,2,256,0,32.807612,13978.566,461
10635,8192,3,2,1,2,512,0,32.509544,10541.58,428
10636,8192,3,2,1,2,1024,0,32.610242,9550.73,405
10637,8192,3,2,1,2,2048,0,32.686773,8554.56,398
10638,8192,3,2,1,2,4096,0,34.225448,8512.266,397
10639,8192,3,2,1,2,8192,0,32.855947,8207.696,391
1064,16,4,2,2,1,16,0,2.10E-05,13993.462,1160
10642,8192,3,2,1,3,256,0,36.170578,13019.902,461
10643,8192,3,2,1,3,512,0,37.7616,10901.212,428
10644,8192,3,2,1,3,1024,0,36.178634,9433.69,405
10645,8192,3,2,1,3,2048,0,37.596456,8548.708,398
10646,8192,3,2,1,3,4096,0,32.734776,8065.652,397
10647,8192,3,2,1,3,8192,0,36.525034,7816.676,392
1065,16,4,2,2,2,1,0,2.90E-05,9704.478,785
10650,8192,3,2,1,4,256,0,32.460713,13070.442,464
10651,8192,3,2,1,4,512,0,33.644911,10875.942,432
10652,8192,3,2,1,4,1024,0,33.898668,9012.878,410
10653,8192,3,2,1,4,2048,0,31.904865,8404.004,404
10654,8192,3,2,1,4,4096,0,33.081007,8289.624,396
10655,8192,3,2,1,4,8192,0,34.917722,7954.996,393
10659,8192,3,2,2,1,512,0,54.299508,10955.742,428
1066,16,4,2,2,2,2,0,3.50E-05,13383.79,1322
10660,8192,3,2,2,1,1024,0,54.734484,9901.584,406
10661,8192,3,2,2,1,2048,0,55.562147,9496.732,409
10662,8192,3,2,2,1,4096,0,57.320175,9148.538,417
10663,8192,3,2,2,1,8192,0,60.189808,9880.836,413
10667,8192,3,2,2,2,512,0,55.494563,11548.39,428
10668,8192,3,2,2,2,1024,0,56.515528,10230.892,406
10669,8192,3,2,2,2,2048,0,48.837149,9830.562,409
1067,16,4,2,2,2,4,0,2.80E-05,16236.108,1685
10670,8192,3,2,2,2,4096,0,53.935931,9182.852,417
10671,8192,3,2,2,2,8192,0,55.403945,9218.23,413
10675,8192,3,2,2,3,512,0,56.182881,11401.292,428
10676,8192,3,2,2,3,1024,0,56.267457,9962.498,406
10677,8192,3,2,2,3,2048,0,55.76604,9863.812,409
10678,8192,3,2,2,3,4096,0,55.047141,9009.686,419
10679,8192,3,2,2,3,8192,0,59.529689,9461.354,413
1068,16,4,2,2,2,8,0,2.70E-05,17655.484,1701
10683,8192,3,2,2,4,512,0,60.109437,11804.282,428
10684,8192,3,2,2,4,1024,0,60.169848,10359.104,406
10685,8192,3,2,2,4,2048,0,52.920469,10089.114,408
10686,8192,3,2,2,4,4096,0,57.433208,9768.052,417
10687,8192,3,2,2,4,8192,0,59.106606,9383.682,413
1069,16,4,2,2,2,16,0,2.10E-05,13132.952,1159
10691,8192,3,2,3,1,512,0,74.956105,12783.96,518
10692,8192,3,2,3,1,1024,0,73.900952,11295.956,496
10693,8192,3,2,3,1,2048,0,69.438704,10700.116,490
10694,8192,3,2,3,1,4096,0,79.917738,10627.232,501
10695,8192,3,2,3,1,8192,0,80.409069,10453.534,487
10699,8192,3,2,3,2,512,0,79.997064,13660.696,518
1070,16,4,2,2,3,1,0,2.90E-05,10721.662,803
10700,8192,3,2,3,2,1024,0,71.378773,10854.928,495
10701,8192,3,2,3,2,2048,0,71.555972,10715.278,489
10702,8192,3,2,3,2,4096,0,69.59068,10239.404,501
10703,8192,3,2,3,2,8192,0,68.245582,10166.786,486
10707,8192,3,2,3,3,512,0,73.875286,12939.57,518
10708,8192,3,2,3,3,1024,0,69.195659,11255.79,496
10709,8192,3,2,3,3,2048,0,70.943471,10541.048,490
1071,16,4,2,2,3,2,0,3.80E-05,16758.799,1261
10710,8192,3,2,3,3,4096,0,80.52825,10433.318,501
10711,8192,3,2,3,3,8192,0,70.983743,9986.704,487
10715,8192,3,2,3,4,512,0,74.720811,13623.456,517
10716,8192,3,2,3,4,1024,0,70.983563,12102.202,495
10717,8192,3,2,3,4,2048,0,70.258665,11209.772,489
10718,8192,3,2,3,4,4096,0,78.280863,10370.276,500
10719,8192,3,2,3,4,8192,0,70.073414,10322.928,486
1072,16,4,2,2,3,4,0,2.90E-05,17777.844,1693
10723,8192,3,2,4,1,512,0,85.486247,15174.502,584
10724,8192,3,2,4,1,1024,0,83.784778,13329.526,565
10725,8192,3,2,4,1,2048,0,83.170638,12478.06,559
10726,8192,3,2,4,1,4096,0,92.131038,11736.984,562
10727,8192,3,2,4,1,8192,0,99.943702,11234.51,510
1073,16,4,2,2,3,8,0,2.90E-05,18585.154,1704
10732,8192,3,2,4,2,1024,0,86.965162,13501.362,566
10733,8192,3,2,4,2,2048,0,86.88462,12982.396,560
10734,8192,3,2,4,2,4096,0,95.321388,12310.48,563
10735,8192,3,2,4,2,8192,0,98.845098,11628.19,516
1074,16,4,2,2,3,16,0,2.10E-05,17188.389,1544
10740,8192,3,2,4,3,1024,0,96.408312,13811.784,566
10741,8192,3,2,4,3,2048,0,93.961861,12840.618,560
10742,8192,3,2,4,3,4096,0,97.223796,12174.288,564
10743,8192,3,2,4,3,8192,0,88.978348,11613.826,528
10748,8192,3,2,4,4,1024,0,86.702871,12719.854,565
10749,8192,3,2,4,4,2048,0,87.910993,12596.696,559
1075,16,4,2,2,4,1,0,2.70E-05,9632.658,777
10750,8192,3,2,4,4,4096,0,95.884597,12147.688,562
10751,8192,3,2,4,4,8192,0,97.102786,11021.444,516
10754,8192,3,3,1,1,256,0,53.676122,12972.554,376
10755,8192,3,3,1,1,512,0,60.370532,10105.34,344
10756,8192,3,3,1,1,1024,0,55.772656,8645.798,322
10757,8192,3,3,1,1,2048,0,60.07448,7959.252,316
10758,8192,3,3,1,1,4096,0,60.388658,7617.442,316
10759,8192,3,3,1,1,8192,0,54.763661,7001.12,291
1076,16,4,2,2,4,2,0,3.40E-05,13498.968,1318
10762,8192,3,3,1,2,256,0,59.825546,13351.072,372
10763,8192,3,3,1,2,512,0,56.768413,10033.52,340
10764,8192,3,3,1,2,1024,0,54.998176,7987.182,318
10765,8192,3,3,1,2,2048,0,51.747707,7954.198,312
10766,8192,3,3,1,2,4096,0,58.417815,7562.912,312
10767,8192,3,3,1,2,8192,0,59.849713,6896.582,291
1077,16,4,2,2,4,4,0,2.70E-05,13507.214,1304
10770,8192,3,3,1,3,256,0,60.163477,13212.22,376
10771,8192,3,3,1,3,512,0,56.635111,10436.51,344
10772,8192,3,3,1,3,1024,0,50.835057,8555.092,322
10773,8192,3,3,1,3,2048,0,52.979868,8069.642,316
10774,8192,3,3,1,3,4096,0,55.179055,7656.012,316
10775,8192,3,3,1,3,8192,0,59.903683,7203.28,291
10779,8192,3,3,1,4,512,0,55.607829,9515.884,340
1078,16,4,2,2,4,8,0,2.70E-05,17833.971,1701
10780,8192,3,3,1,4,1024,0,59.667853,8346.814,318
10781,8192,3,3,1,4,2048,0,53.632192,7864.556,312
10782,8192,3,3,1,4,4096,0,57.003462,7634.466,312
10783,8192,3,3,1,4,8192,0,57.051796,7589.512,291
10787,8192,3,3,2,1,512,0,78.86472,9671.228,341
10788,8192,3,3,2,1,1024,0,73.101424,8263.29,319
10789,8192,3,3,2,1,2048,0,89.258588,8066.45,313
1079,16,4,2,2,4,16,0,2.00E-05,13126.302,1159
10790,8192,3,3,2,1,4096,0,72.766138,7621.698,321
10791,8192,3,3,2,1,8192,0,88.877993,7471.142,319
10795,8192,3,3,2,2,512,0,71.904294,10207.75,341
10796,8192,3,3,2,2,1024,0,73.607886,8808.856,319
10797,8192,3,3,2,2,2048,0,74.332819,8743.154,313
10798,8192,3,3,2,2,4096,0,77.486278,8151.304,321
10799,8192,3,3,2,2,8192,0,89.021775,8155.56,319
1080,16,4,2,3,1,1,0,2.90E-05,13255.312,848
10803,8192,3,3,2,3,512,0,72.63796,11306.064,341
10804,8192,3,3,2,3,1024,0,68.27932,9087.89,319
10805,8192,3,3,2,3,2048,0,75.800466,8918.182,313
10806,8192,3,3,2,3,4096,0,70.227569,8511.202,321
10807,8192,3,3,2,3,8192,0,86.846583,8528.226,315
1081,16,4,2,3,1,2,0,3.70E-05,15609.412,1375
10811,8192,3,3,2,4,512,0,90.162933,10232.488,341
10812,8192,3,3,2,4,1024,0,88.314366,8987.874,319
10813,8192,3,3,2,4,2048,0,79.27995,8576.904,313
10814,8192,3,3,2,4,4096,0,78.201619,8547.378,321
10815,8192,3,3,2,4,8192,0,75.202229,7580.468,319
1082,16,4,2,3,1,4,0,5.20E-05,15982.078,1420
10820,8192,3,3,3,1,1024,0,103.78167,10700.648,409
10821,8192,3,3,3,1,2048,0,115.029718,9991.492,403
10822,8192,3,3,3,1,4096,0,118.871694,9474.122,401
10823,8192,3,3,3,1,8192,0,103.14134,9205.462,391
10828,8192,3,3,3,2,1024,0,106.209008,10594.514,409
10829,8192,3,3,3,2,2048,0,102.814089,9773.904,403
1083,16,4,2,3,1,8,0,5.30E-05,18423.426,1565
10830,8192,3,3,3,2,4096,0,116.031318,9133.11,401
10831,8192,3,3,3,2,8192,0,119.4504,9304.148,392
10836,8192,3,3,3,3,1024,0,104.215197,11395.706,409
10837,8192,3,3,3,3,2048,0,120.621902,10108.532,403
10838,8192,3,3,3,3,4096,0,117.770663,9826.04,401
10839,8192,3,3,3,3,8192,0,116.610837,9331.546,391
1084,16,4,2,3,1,16,0,3.00E-05,21440.133,1836
10843,8192,3,3,3,4,512,0,99.611969,12590.312,435
10844,8192,3,3,3,4,1024,0,99.599887,10656.758,413
10845,8192,3,3,3,4,2048,0,99.29785,9666.706,407
10846,8192,3,3,3,4,4096,0,96.555349,9295.37,405
10847,8192,3,3,3,4,8192,0,100.373103,8872.696,395
1085,16,4,2,3,2,1,0,2.90E-05,13430.34,831
10852,8192,3,3,4,1,1024,0,136.231384,12902.33,463
10853,8192,3,3,4,1,2048,0,141.44143,11970.266,457
10854,8192,3,3,4,1,4096,0,131.14215,10618.188,452
10855,8192,3,3,4,1,8192,0,128.831608,10208.016,432
1086,16,4,2,3,2,2,0,3.90E-05,14852.908,1374
10860,8192,3,3,4,2,1024,0,139.49219,12590.578,463
10861,8192,3,3,4,2,2048,0,130.431314,11566.212,457
10862,8192,3,3,4,2,4096,0,144.611586,11412.464,452
10863,8192,3,3,4,2,8192,0,146.650283,10335.696,432
10868,8192,3,3,4,3,1024,0,147.586173,12273.24,463
10869,8192,3,3,4,3,2048,0,142.013749,11908.022,457
1087,16,4,2,3,2,4,0,5.10E-05,16219.882,1416
10870,8192,3,3,4,3,4096,0,148.748983,10755.178,452
10871,8192,3,3,4,3,8192,0,137.438019,10065.972,432
10876,8192,3,3,4,4,1024,0,150.908281,10426.668,463
10877,8192,3,3,4,4,2048,0,140.941357,10179.82,457
10878,8192,3,3,4,4,4096,0,122.170318,9431.562,452
10879,8192,3,3,4,4,8192,0,123.182112,9159.976,432
1088,16,4,2,3,2,8,0,5.10E-05,18381.133,1563
10882,8192,3,4,1,1,256,0,80.428165,20389.965,632
10883,8192,3,4,1,1,512,0,79.139252,17173.758,599
10884,8192,3,4,1,1,1024,0,79.324533,14978.194,576
10885,8192,3,4,1,1,2048,0,80.347608,14403.634,569
10886,8192,3,4,1,1,4096,0,74.861672,14239.246,595
10887,8192,3,4,1,1,8192,0,80.186494,14281.806,574
1089,16,4,2,3,2,16,0,2.90E-05,21586.166,1835
10890,8192,3,4,1,2,256,0,79.299156,20291.811,635
10891,8192,3,4,1,2,512,0,74.868586,17114.174,602
10892,8192,3,4,1,2,1024,0,79.411934,15711.024,579
10893,8192,3,4,1,2,2048,0,79.540824,14447.79,572
10894,8192,3,4,1,2,4096,0,77.011371,14187.11,607
10895,8192,3,4,1,2,8192,0,76.818037,14203.602,572
10898,8192,3,4,1,3,256,0,77.284868,20667.402,632
10899,8192,3,4,1,3,512,0,80.096252,16694.16,599
1090,16,4,2,3,3,1,0,4.00E-05,14043.204,849
10900,8192,3,4,1,3,1024,0,77.784311,15879.934,576
10901,8192,3,4,1,3,2048,0,78.324033,14715.386,569
10902,8192,3,4,1,3,4096,0,75.730148,14326.228,595
10903,8192,3,4,1,3,8192,0,80.241252,14081.242,574
10907,8192,3,4,1,4,512,0,80.329658,17314.738,600
10908,8192,3,4,1,4,1024,0,77.776058,15456.196,577
10909,8192,3,4,1,4,2048,0,78.646054,14526.526,570
1091,16,4,2,3,3,2,0,5.10E-05,17453.59,1312
10910,8192,3,4,1,4,4096,0,80.36188,14580.258,607
10911,8192,3,4,1,4,8192,0,73.426076,13957.818,572
10916,8192,3,4,2,1,1024,0,117.173539,14876.316,599
10917,8192,3,4,2,1,2048,0,119.807466,14532.112,591
10918,8192,3,4,2,1,4096,0,118.720065,14264.25,597
10919,8192,3,4,2,1,8192,0,111.494887,14597.016,594
1092,16,4,2,3,3,4,0,5.60E-05,16676.869,1423
10923,8192,3,4,2,2,512,0,116.664898,18072.039,634
10924,8192,3,4,2,2,1024,0,112.04953,16008.944,611
10925,8192,3,4,2,2,2048,0,118.718858,15298.192,603
10926,8192,3,4,2,2,4096,0,110.261377,15463.378,609
10927,8192,3,4,2,2,8192,0,116.036628,15466.304,594
1093,16,4,2,3,3,8,0,4.00E-05,19401.242,1566
10931,8192,3,4,2,3,512,0,116.640339,18444.439,626
10932,8192,3,4,2,3,1024,0,114.19976,16531.635,604
10933,8192,3,4,2,3,2048,0,116.592011,15423.478,598
10934,8192,3,4,2,3,4096,0,111.046339,15069.432,599
10935,8192,3,4,2,3,8192,0,102.516395,15596.112,595
10939,8192,3,4,2,4,512,0,113.414233,17849.664,634
1094,16,4,2,3,3,16,0,3.00E-05,22994.902,1996
10940,8192,3,4,2,4,1024,0,115.419853,16647.877,611
10941,8192,3,4,2,4,2048,0,118.984059,15573.236,603
10942,8192,3,4,2,4,4096,0,113.970007,15351.126,609
10943,8192,3,4,2,4,8192,0,115.033228,15827.532,594
10949,8192,3,4,3,1,2048,0,152.775568,17392.145,680
1095,16,4,2,3,4,1,0,2.80E-05,12677.028,823
10950,8192,3,4,3,1,4096,0,152.630589,16603.453,699
10951,8192,3,4,3,1,8192,0,153.548789,16379.482,672
10956,8192,3,4,3,2,1024,0,150.825256,17896.746,699
10957,8192,3,4,3,2,2048,0,160.232706,16968.938,692
10958,8192,3,4,3,2,4096,0,150.535301,17711.078,711
10959,8192,3,4,3,2,8192,0,156.994868,17592.176,670
1096,16,4,2,3,4,2,0,3.90E-05,15518.44,1370
10964,8192,3,4,3,3,1024,0,160.312842,18616.01,685
10965,8192,3,4,3,3,2048,0,159.024153,18560.15,678
10966,8192,3,4,3,3,4096,0,155.560803,17554.404,699
10967,8192,3,4,3,3,8192,0,152.467951,17193.707,672
1097,16,4,2,3,4,4,0,3.80E-05,15915.312,1419
10972,8192,3,4,3,4,1024,0,155.141782,18576.643,699
10973,8192,3,4,3,4,2048,0,148.891651,18066.453,692
10974,8192,3,4,3,4,4096,0,154.690741,17735.551,711
10975,8192,3,4,3,4,8192,0,149.680971,16758.531,672
1098,16,4,2,3,4,8,0,3.70E-05,18536.477,1563
10980,8192,3,4,4,1,1024,0,200.889899,20758.906,751
10981,8192,3,4,4,1,2048,0,195.815803,20017.299,745
10982,8192,3,4,4,1,4096,0,188.788583,17938.508,751
10983,8192,3,4,4,1,8192,0,197.889739,17243.982,707
10988,8192,3,4,4,2,1024,0,187.941754,21211.904,751
10989,8192,3,4,4,2,2048,0,194.163524,21352.885,745
1099,16,4,2,3,4,16,0,2.90E-05,21885.416,1835
10990,8192,3,4,4,2,4096,0,183.330798,19446.463,751
10991,8192,3,4,4,2,8192,0,175.417673,18609.359,708
10997,8192,3,4,4,3,2048,0,184.05529,21021.182,745
10998,8192,3,4,4,3,4096,0,177.269749,19221.16,752
10999,8192,3,4,4,3,8192,0,186.773534,18958.885,708
1100,16,4,2,4,1,1,0,5.20E-05,16075.444,1011
11004,8192,3,4,4,4,1024,0,200.948466,20780.984,751
11005,8192,3,4,4,4,2048,0,196.196578,19141.359,745
11006,8192,3,4,4,4,4096,0,173.524437,18188.016,751
11007,8192,3,4,4,4,8192,0,181.719429,17375.918,707
11009,8192,4,1,1,1,128,0,20.198352,15849.078,406
1101,16,4,2,4,1,2,0,6.70E-05,17688.734,1404
11010,8192,4,1,1,1,256,0,19.119788,11229.722,340
11011,8192,4,1,1,1,512,0,17.516983,8347.612,308
11012,8192,4,1,1,1,1024,0,16.262241,6998.46,286
11013,8192,4,1,1,1,2048,0,18.726607,6370.7,280
11014,8192,4,1,1,1,4096,0,21.004051,6393.31,278
11015,8192,4,1,1,1,8192,0,21.289806,5988.724,264
11017,8192,4,1,1,2,128,0,20.931873,15919.302,404
11018,8192,4,1,1,2,256,0,21.062925,11058.418,338
11019,8192,4,1,1,2,512,0,17.423533,8425.816,306
1102,16,4,2,4,1,4,0,6.60E-05,16403.422,1446
11020,8192,4,1,1,2,1024,0,16.486831,7252.224,284
11021,8192,4,1,1,2,2048,0,20.648284,6353.942,278
11022,8192,4,1,1,2,4096,0,21.228352,6036.87,276
11023,8192,4,1,1,2,8192,0,20.214307,5591.32,263
11025,8192,4,1,1,3,128,0,20.884183,16996.602,406
11026,8192,4,1,1,3,256,0,20.269753,12061.504,340
11027,8192,4,1,1,3,512,0,18.742271,8319.15,308
11028,8192,4,1,1,3,1024,0,20.566226,7651.224,286
11029,8192,4,1,1,3,2048,0,20.428731,6971.594,280
1103,16,4,2,4,1,8,0,3.80E-05,21521.262,1852
11030,8192,4,1,1,3,4096,0,19.539311,6612.494,278
11031,8192,4,1,1,3,8192,0,18.755161,5872.482,264
11033,8192,4,1,1,4,128,0,21.062283,16403.953,404
11034,8192,4,1,1,4,256,0,20.918344,10948.826,338
11035,8192,4,1,1,4,512,0,19.277016,8859.928,306
11036,8192,4,1,1,4,1024,0,20.572462,7553.07,284
11037,8192,4,1,1,4,2048,0,20.864636,6527.108,278
11038,8192,4,1,1,4,4096,0,20.106273,6746.026,276
11039,8192,4,1,1,4,8192,0,20.718549,5895.358,274
1104,16,4,2,4,1,16,0,3.80E-05,21050.176,1847
11043,8192,4,1,2,1,512,0,30.247487,9136.036,309
11044,8192,4,1,2,1,1024,0,31.046611,7493.752,287
11045,8192,4,1,2,1,2048,0,30.331266,7380.17,302
11046,8192,4,1,2,1,4096,0,28.542904,7032.242,310
11047,8192,4,1,2,1,8192,0,29.48703,6703.2,295
1105,16,4,2,4,2,1,0,5.10E-05,15513.12,994
11050,8192,4,1,2,2,256,0,30.123815,11898.18,339
11051,8192,4,1,2,2,512,0,31.992658,9107.574,307
11052,8192,4,1,2,2,1024,0,29.714603,7698.838,285
11053,8192,4,1,2,2,2048,0,29.833822,7409.43,300
11054,8192,4,1,2,2,4096,0,29.666271,7279.622,308
11055,8192,4,1,2,2,8192,0,28.496633,6704.53,293
11058,8192,4,1,2,3,256,0,26.350328,11573.926,341
11059,8192,4,1,2,3,512,0,27.777718,9514.554,309
1106,16,4,2,4,2,2,0,6.60E-05,17073.477,1403
11060,8192,4,1,2,3,1024,0,30.400507,7862.428,287
11061,8192,4,1,2,3,2048,0,29.37588,7913.766,302
11062,8192,4,1,2,3,4096,0,29.79153,7308.084,312
11063,8192,4,1,2,3,8192,0,31.006262,7011.228,295
11066,8192,4,1,2,4,256,0,30.86428,11656.918,339
11067,8192,4,1,2,4,512,0,29.504563,9052.512,307
11068,8192,4,1,2,4,1024,0,30.049094,7903.392,285
11069,8192,4,1,2,4,2048,0,31.814793,7906.318,300
1107,16,4,2,4,2,4,0,6.50E-05,16409.008,1442
11070,8192,4,1,2,4,4096,0,29.4369,7326.704,308
11071,8192,4,1,2,4,8192,0,30.558183,6709.584,293
11074,8192,4,1,3,1,256,0,41.185904,13258.238,431
11075,8192,4,1,3,1,512,0,42.659438,10663.674,399
11076,8192,4,1,3,1,1024,0,41.0828,8949.038,377
11077,8192,4,1,3,1,2048,0,42.526261,8617.602,371
11078,8192,4,1,3,1,4096,0,40.966807,8191.204,369
11079,8192,4,1,3,1,8192,0,39.325729,7968.562,359
1108,16,4,2,4,2,8,0,3.60E-05,21303.674,1850
11083,8192,4,1,3,2,512,0,41.498247,10351.39,397
11084,8192,4,1,3,2,1024,0,39.973208,8535.94,375
11085,8192,4,1,3,2,2048,0,41.347891,8474.494,369
11086,8192,4,1,3,2,4096,0,41.60994,8126.566,367
11087,8192,4,1,3,2,8192,0,41.188944,7939.568,358
1109,16,4,2,4,2,16,0,3.70E-05,20400.072,1846
11091,8192,4,1,3,3,512,0,39.186663,10108,399
11092,8192,4,1,3,3,1024,0,40.406682,8742.09,377
11093,8192,4,1,3,3,2048,0,39.500259,8376.074,371
11094,8192,4,1,3,3,4096,0,38.45637,7820.4,369
11095,8192,4,1,3,3,8192,0,41.893043,8021.23,359
11099,8192,4,1,3,4,512,0,39.774991,10800.132,397
1110,16,4,2,4,3,1,0,5.50E-05,16338.784,1012
11100,8192,4,1,3,4,1024,0,39.646116,8655.108,375
11101,8192,4,1,3,4,2048,0,39.418438,8089.592,369
11102,8192,4,1,3,4,4096,0,40.32056,8036.126,367
11103,8192,4,1,3,4,8192,0,38.533499,7914.298,358
11107,8192,4,1,4,1,512,0,38.78576,11307.128,461
11108,8192,4,1,4,1,1024,0,48.037852,10354.582,442
11109,8192,4,1,4,1,2048,0,50.706622,9424.114,436
1111,16,4,2,4,3,2,0,7.20E-05,18667.881,1341
11110,8192,4,1,4,1,4096,0,50.910673,8878.548,440
11111,8192,4,1,4,1,8192,0,50.072991,8363.04,406
11115,8192,4,1,4,2,512,0,51.586003,11844.98,459
11116,8192,4,1,4,2,1024,0,48.917299,10546.634,440
11117,8192,4,1,4,2,2048,0,49.7657,9478.91,434
11118,8192,4,1,4,2,4096,0,47.591001,9409.75,438
11119,8192,4,1,4,2,8192,0,42.216005,8511.468,404
1112,16,4,2,4,3,4,0,7.00E-05,16744.434,1449
11123,8192,4,1,4,3,512,0,52.106433,12135.718,461
11124,8192,4,1,4,3,1024,0,49.690121,11175.192,442
11125,8192,4,1,4,3,2048,0,52.466195,9824.444,436
11126,8192,4,1,4,3,4096,0,50.517037,9437.148,440
11127,8192,4,1,4,3,8192,0,51.730562,9079.112,396
1113,16,4,2,4,3,8,0,5.20E-05,22279.895,1853
11131,8192,4,1,4,4,512,0,42.424902,12006.708,459
11132,8192,4,1,4,4,1024,0,50.253722,10170.244,440
11133,8192,4,1,4,4,2048,0,51.590743,10049.48,434
11134,8192,4,1,4,4,4096,0,51.75183,9511.096,438
11135,8192,4,1,4,4,8192,0,51.392069,8956.752,404
11138,8192,4,2,1,1,256,0,31.541382,13672.932,452
11139,8192,4,2,1,1,512,0,29.908672,10989.258,420
1114,16,4,2,4,3,16,0,3.60E-05,23095.982,2007
11140,8192,4,2,1,1,1024,0,31.034383,9582.916,398
11141,8192,4,2,1,1,2048,0,34.222464,8970.318,392
11142,8192,4,2,1,1,4096,0,32.993635,8535.408,390
11143,8192,4,2,1,1,8192,0,36.714496,7927.864,365
11146,8192,4,2,1,2,256,0,32.21067,13584.088,452
11147,8192,4,2,1,2,512,0,32.382529,11067.994,420
11148,8192,4,2,1,2,1024,0,35.102198,9637.978,398
11149,8192,4,2,1,2,2048,0,34.857299,8530.886,392
1115,16,4,2,4,4,1,0,3.70E-05,15202.166,986
11150,8192,4,2,1,2,4096,0,33.370718,8290.954,390
11151,8192,4,2,1,2,8192,0,31.286928,7721.182,365
11154,8192,4,2,1,3,256,0,42.947124,13419.966,453
11155,8192,4,2,1,3,512,0,37.421914,10567.648,421
11156,8192,4,2,1,3,1024,0,36.713003,9443.266,399
11157,8192,4,2,1,3,2048,0,37.12546,8720.012,393
11158,8192,4,2,1,3,4096,0,30.990157,8271.27,391
11159,8192,4,2,1,3,8192,0,36.807524,8170.19,366
1116,16,4,2,4,4,2,0,4.80E-05,16471.783,1399
11162,8192,4,2,1,4,256,0,32.223068,14001.176,452
11163,8192,4,2,1,4,512,0,33.159685,11613.294,420
11164,8192,4,2,1,4,1024,0,32.768712,9437.414,398
11165,8192,4,2,1,4,2048,0,32.437889,8710.436,392
11166,8192,4,2,1,4,4096,0,33.683847,8517.32,390
11167,8192,4,2,1,4,8192,0,32.253143,7953.666,377
1117,16,4,2,4,4,4,0,4.70E-05,14899.724,1445
11171,8192,4,2,2,1,512,0,59.781817,12314.47,422
11172,8192,4,2,2,1,1024,0,58.029025,10510.99,400
11173,8192,4,2,2,1,2048,0,59.54983,10310.958,413
11174,8192,4,2,2,1,4096,0,58.976306,9958.242,421
11175,8192,4,2,2,1,8192,0,62.797651,10554.348,409
11179,8192,4,2,2,2,512,0,58.994438,12920.684,422
1118,16,4,2,4,4,8,0,3.70E-05,21663.039,1850
11180,8192,4,2,2,2,1024,0,55.366489,11490.668,400
11181,8192,4,2,2,2,2048,0,55.778903,10395.812,413
11182,8192,4,2,2,2,4096,0,55.521144,10391.556,421
11183,8192,4,2,2,2,8192,0,59.033102,10817.156,409
11187,8192,4,2,2,3,512,0,59.947738,12825.988,422
11188,8192,4,2,2,3,1024,0,59.93485,11534.558,400
11189,8192,4,2,2,3,2048,0,62.30621,11379.214,413
1119,16,4,2,4,4,16,0,3.70E-05,20936.594,1846
11190,8192,4,2,2,3,4096,0,56.487355,10883.922,423
11191,8192,4,2,2,3,8192,0,59.264683,10680.698,403
11195,8192,4,2,2,4,512,0,57.891932,12770.394,422
11196,8192,4,2,2,4,1024,0,57.775942,11376.022,400
11197,8192,4,2,2,4,2048,0,58.929399,10737.622,413
11198,8192,4,2,2,4,4096,0,56.184301,10603.292,421
11199,8192,4,2,2,4,8192,0,57.872601,11301.542,409
1120,16,4,3,1,1,1,0,1.60E-05,11014.794,833
11203,8192,4,2,3,1,512,0,81.508253,15965.586,512
11204,8192,4,2,3,1,1024,0,75.219222,13123.376,490
11205,8192,4,2,3,1,2048,0,73.062737,12126.142,484
11206,8192,4,2,3,1,4096,0,76.147111,12341.07,495
11207,8192,4,2,3,1,8192,0,80.881068,11818.646,463
1121,16,4,3,1,1,2,0,1.90E-05,15048.684,1329
11212,8192,4,2,3,2,1024,0,75.879615,12707.618,484
11213,8192,4,2,3,2,2048,0,72.563318,11467.526,478
11214,8192,4,2,3,2,4096,0,73.22486,11864.93,495
11215,8192,4,2,3,2,8192,0,73.078805,11463.802,463
11219,8192,4,2,3,3,512,0,82.039262,14664.314,512
1122,16,4,3,1,1,4,0,1.90E-05,14724.43,1370
11220,8192,4,2,3,3,1024,0,78.594111,13195.994,490
11221,8192,4,2,3,3,2048,0,75.509799,12148.486,484
11222,8192,4,2,3,3,4096,0,73.121391,12248.236,495
11223,8192,4,2,3,3,8192,0,82.107993,11629.786,463
11227,8192,4,2,3,4,512,0,76.420293,15397.144,505
11228,8192,4,2,3,4,1024,0,75.595521,12729.696,483
11229,8192,4,2,3,4,2048,0,73.851471,12479.922,477
1123,16,4,3,1,1,8,0,1.90E-05,16921.59,1516
11230,8192,4,2,3,4,4096,0,73.439085,11503.702,494
11231,8192,4,2,3,4,8192,0,77.554355,11681.39,463
11235,8192,4,2,4,1,512,0,96.050123,16394.645,581
11236,8192,4,2,4,1,1024,0,92.602885,15073.156,562
11237,8192,4,2,4,1,2048,0,91.775978,14026.712,556
11238,8192,4,2,4,1,4096,0,91.249764,14184.716,570
11239,8192,4,2,4,1,8192,0,100.582005,12060.44,496
1124,16,4,3,1,1,16,0,1.20E-05,11917.598,1157
11243,8192,4,2,4,2,512,0,100.655949,17204.613,583
11244,8192,4,2,4,2,1024,0,98.293386,15065.974,564
11245,8192,4,2,4,2,2048,0,96.865109,14283.402,558
11246,8192,4,2,4,2,4096,0,96.693286,12874.4,572
11247,8192,4,2,4,2,8192,0,96.532202,12142.9,503
1125,16,4,3,1,2,1,0,1.60E-05,11031.02,815
