n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
1408,8192,3,4,4,2,8192,0,175.417673,18609.359
1409,8192,3,4,4,3,2048,0,184.05529,21021.182
1410,8192,3,4,4,3,4096,0,177.269749,19221.16
1411,8192,3,4,4,3,8192,0,186.773534,18958.885
1412,16,4,2,4,1,1,0,5.20E-05,16075.444
1413,8192,3,4,4,4,1024,0,200.948466,20780.984
1414,8192,3,4,4,4,2048,0,196.196578,19141.359
1415,8192,3,4,4,4,4096,0,173.524437,18188.016
1416,8192,3,4,4,4,8192,0,181.719429,17375.918
1417,8192,4,1,1,1,128,0,20.198352,15849.078
1418,16,4,2,4,1,2,0,6.70E-05,17688.734
1419,8192,4,1,1,1,256,0,19.119788,11229.722
1420,8192,4,1,1,1,512,0,17.516983,8347.612
1421,8192,4,1,1,1,1024,0,16.262241,6998.46
1422,8192,4,1,1,1,2048,0,18.726607,6370.7
1423,8192,4,1,1,1,4096,0,21.004051,6393.31
1424,8192,4,1,1,1,8192,0,21.289806,5988.724
1425,8192,4,1,1,2,128,0,20.931873,15919.302
1426,8192,4,1,1,2,256,0,21.062925,11058.418
1427,8192,4,1,1,2,512,0,17.423533,8425.816
1428,16,4,2,4,1,4,0,6.60E-05,16403.422
1429,8192,4,1,1,2,1024,0,16.486831,7252.224
1430,8192,4,1,1,2,2048,0,20.648284,6353.942
1431,8192,4,1,1,2,4096,0,21.228352,6036.87
1432,8192,4,1,1,2,8192,0,20.214307,5591.32
1433,8192,4,1,1,3,128,0,20.884183,16996.602
1434,8192,4,1,1,3,256,0,20.269753,12061.504
1435,8192,4,1,1,3,512,0,18.742271,8319.15
1436,8192,4,1,1,3,1024,0,20.566226,7651.224
1437,8192,4,1,1,3,2048,0,20.428731,6971.594
1438,16,4,2,4,1,8,0,3.80E-05,21521.262
1439,8192,4,1,1,3,4096,0,19.539311,6612.494
1440,8192,4,1,1,3,8192,0,18.755161,5872.482
1441,8192,4,1,1,4,128,0,21.062283,16403.953
1442,8192,4,1,1,4,256,0,20.918344,10948.826
1443,8192,4,1,1,4,512,0,19.277016,8859.928
1444,8192,4,1,1,4,1024,0,20.572462,7553.07
1445,8192,4,1,1,4,2048,0,20.864636,6527.108
1446,8192,4,1,1,4,4096,0,20.106273,6746.026
1447,8192,4,1,1,4,8192,0,20.718549,5895.358
1448,16,4,2,4,1,16,0,3.80E-05,21050.176
1449,8192,4,1,2,1,512,0,30.247487,9136.036
1450,8192,4,1,2,1,1024,0,31.046611,7493.752
1451,8192,4,1,2,1,2048,0,30.331266,7380.17
1452,8192,4,1,2,1,4096,0,28.542904,7032.242
1453,8192,4,1,2,1,8192,0,29.48703,6703.2
1454,16,4,2,4,2,1,0,5.10E-05,15513.12
1455,8192,4,1,2,2,256,0,30.123815,11898.18
1456,8192,4,1,2,2,512,0,31.992658,9107.574
1457,8192,4,1,2,2,1024,0,29.714603,7698.838
1458,8192,4,1,2,2,2048,0,29.833822,7409.43
1459,8192,4,1,2,2,4096,0,29.666271,7279.622
1460,8192,4,1,2,2,8192,0,28.496633,6704.53
1461,8192,4,1,2,3,256,0,26.350328,11573.926
1462,8192,4,1,2,3,512,0,27.777718,9514.554
1463,16,4,2,4,2,2,0,6.60E-05,17073.477
1464,8192,4,1,2,3,1024,0,30.400507,7862.428
1465,8192,4,1,2,3,2048,0,29.37588,7913.766
1466,8192,4,1,2,3,4096,0,29.79153,7308.084
1467,8192,4,1,2,3,8192,0,31.006262,7011.228
1468,8192,4,1,2,4,256,0,30.86428,11656.918
1469,8192,4,1,2,4,512,0,29.504563,9052.512
1470,8192,4,1,2,4,1024,0,30.049094,7903.392
1471,8192,4,1,2,4,2048,0,31.814793,7906.318
1472,16,4,2,4,2,4,0,6.50E-05,16409.008
1473,8192,4,1,2,4,4096,0,29.4369,7326.704
1474,8192,4,1,2,4,8192,0,30.558183,6709.584
1475,8192,4,1,3,1,256,0,41.185904,13258.238
1476,8192,4,1,3,1,512,0,42.659438,10663.674
1477,8192,4,1,3,1,1024,0,41.0828,8949.038
1478,8192,4,1,3,1,2048,0,42.526261,8617.602
1479,8192,4,1,3,1,4096,0,40.966807,8191.204
1480,8192,4,1,3,1,8192,0,39.325729,7968.562
1481,16,4,2,4,2,8,0,3.60E-05,21303.674
1482,8192,4,1,3,2,512,0,41.498247,10351.39
1483,8192,4,1,3,2,1024,0,39.973208,8535.94
1484,8192,4,1,3,2,2048,0,41.347891,8474.494
1485,8192,4,1,3,2,4096,0,41.60994,8126.566
1486,8192,4,1,3,2,8192,0,41.188944,7939.568
1487,16,4,2,4,2,16,0,3.70E-05,20400.072
1488,8192,4,1,3,3,512,0,39.186663,10108
1489,8192,4,1,3,3,1024,0,40.406682,8742.09
1490,8192,4,1,3,3,2048,0,39.500259,8376.074
1491,8192,4,1,3,3,4096,0,38.45637,7820.4
1492,8192,4,1,3,3,8192,0,41.893043,8021.23
1493,8192,4,1,3,4,512,0,39.774991,10800.132
1494,16,4,2,4,3,1,0,5.50E-05,16338.784
1495,8192,4,1,3,4,1024,0,39.646116,8655.108
1496,8192,4,1,3,4,2048,0,39.418438,8089.592
1497,8192,4,1,3,4,4096,0,40.32056,8036.126
1498,8192,4,1,3,4,8192,0,38.533499,7914.298
1499,8192,4,1,4,1,512,0,38.78576,11307.128
1500,8192,4,1,4,1,1024,0,48.037852,10354.582
1501,8192,4,1,4,1,2048,0,50.706622,9424.114
1502,16,4,2,4,3,2,0,7.20E-05,18667.881
1503,8192,4,1,4,1,4096,0,50.910673,8878.548
1504,8192,4,1,4,1,8192,0,50.072991,8363.04
1505,8192,4,1,4,2,512,0,51.586003,11844.98
1506,8192,4,1,4,2,1024,0,48.917299,10546.634
1507,8192,4,1,4,2,2048,0,49.7657,9478.91
1508,8192,4,1,4,2,4096,0,47.591001,9409.75
1509,8192,4,1,4,2,8192,0,42.216005,8511.468
1510,16,4,2,4,3,4,0,7.00E-05,16744.434
1511,8192,4,1,4,3,512,0,52.106433,12135.718
1512,8192,4,1,4,3,1024,0,49.690121,11175.192
1513,8192,4,1,4,3,2048,0,52.466195,9824.444
1514,8192,4,1,4,3,4096,0,50.517037,9437.148
1515,8192,4,1,4,3,8192,0,51.730562,9079.112
1516,16,4,2,4,3,8,0,5.20E-05,22279.895
1517,8192,4,1,4,4,512,0,42.424902,12006.708
1518,8192,4,1,4,4,1024,0,50.253722,10170.244
1519,8192,4,1,4,4,2048,0,51.590743,10049.48
1520,8192,4,1,4,4,4096,0,51.75183,9511.096
1521,8192,4,1,4,4,8192,0,51.392069,8956.752
1522,8192,4,2,1,1,256,0,31.541382,13672.932
1523,8192,4,2,1,1,512,0,29.908672,10989.258
1524,16,4,2,4,3,16,0,3.60E-05,23095.982
1525,8192,4,2,1,1,1024,0,31.034383,9582.916
1526,8192,4,2,1,1,2048,0,34.222464,8970.318
1527,8192,4,2,1,1,4096,0,32.993635,8535.408
1528,8192,4,2,1,1,8192,0,36.714496,7927.864
1529,8192,4,2,1,2,256,0,32.21067,13584.088
1530,8192,4,2,1,2,512,0,32.382529,11067.994
1531,8192,4,2,1,2,1024,0,35.102198,9637.978
1532,8192,4,2,1,2,2048,0,34.857299,8530.886
1533,16,4,2,4,4,1,0,3.70E-05,15202.166
1534,8192,4,2,1,2,4096,0,33.370718,8290.954
1535,8192,4,2,1,2,8192,0,31.286928,7721.182
1536,8192,4,2,1,3,256,0,42.947124,13419.966
1537,8192,4,2,1,3,512,0,37.421914,10567.648
1538,8192,4,2,1,3,1024,0,36.713003,9443.266
1539,8192,4,2,1,3,2048,0,37.12546,8720.012
1540,8192,4,2,1,3,4096,0,30.990157,8271.27
1541,8192,4,2,1,3,8192,0,36.807524,8170.19
1542,16,4,2,4,4,2,0,4.80E-05,16471.783
1543,8192,4,2,1,4,256,0,32.223068,14001.176
1544,8192,4,2,1,4,512,0,33.159685,11613.294
1545,8192,4,2,1,4,1024,0,32.768712,9437.414
1546,8192,4,2,1,4,2048,0,32.437889,8710.436
1547,8192,4,2,1,4,4096,0,33.683847,8517.32
1548,8192,4,2,1,4,8192,0,32.253143,7953.666
1549,16,4,2,4,4,4,0,4.70E-05,14899.724
1550,8192,4,2,2,1,512,0,59.781817,12314.47
1551,8192,4,2,2,1,1024,0,58.029025,10510.99
1552,8192,4,2,2,1,2048,0,59.54983,10310.958
1553,8192,4,2,2,1,4096,0,58.976306,9958.242
1554,8192,4,2,2,1,8192,0,62.797651,10554.348
1555,8192,4,2,2,2,512,0,58.994438,12920.684
1556,16,4,2,4,4,8,0,3.70E-05,21663.039
1557,8192,4,2,2,2,1024,0,55.366489,11490.668
1558,8192,4,2,2,2,2048,0,55.778903,10395.812
1559,8192,4,2,2,2,4096,0,55.521144,10391.556
1560,8192,4,2,2,2,8192,0,59.033102,10817.156
1561,8192,4,2,2,3,512,0,59.947738,12825.988
1562,8192,4,2,2,3,1024,0,59.93485,11534.558
1563,8192,4,2,2,3,2048,0,62.30621,11379.214
1564,16,4,2,4,4,16,0,3.70E-05,20936.594
1565,8192,4,2,2,3,4096,0,56.487355,10883.922
1566,8192,4,2,2,3,8192,0,59.264683,10680.698
1567,8192,4,2,2,4,512,0,57.891932,12770.394
1568,8192,4,2,2,4,1024,0,57.775942,11376.022
1569,8192,4,2,2,4,2048,0,58.929399,10737.622
1570,8192,4,2,2,4,4096,0,56.184301,10603.292
1571,8192,4,2,2,4,8192,0,57.872601,11301.542
1572,16,4,3,1,1,1,0,1.60E-05,11014.794
1573,8192,4,2,3,1,512,0,81.508253,15965.586
1574,8192,4,2,3,1,1024,0,75.219222,13123.376
1575,8192,4,2,3,1,2048,0,73.062737,12126.142
1576,8192,4,2,3,1,4096,0,76.147111,12341.07
1577,8192,4,2,3,1,8192,0,80.881068,11818.646
1578,16,4,3,1,1,2,0,1.90E-05,15048.684
1579,8192,4,2,3,2,1024,0,75.879615,12707.618
1580,8192,4,2,3,2,2048,0,72.563318,11467.526
1581,8192,4,2,3,2,4096,0,73.22486,11864.93
1582,8192,4,2,3,2,8192,0,73.078805,11463.802
1583,8192,4,2,3,3,512,0,82.039262,14664.314
1584,16,4,3,1,1,4,0,1.90E-05,14724.43
1585,8192,4,2,3,3,1024,0,78.594111,13195.994
1586,8192,4,2,3,3,2048,0,75.509799,12148.486
1587,8192,4,2,3,3,4096,0,73.121391,12248.236
1588,8192,4,2,3,3,8192,0,82.107993,11629.786
1589,8192,4,2,3,4,512,0,76.420293,15397.144
1590,8192,4,2,3,4,1024,0,75.595521,12729.696
1591,8192,4,2,3,4,2048,0,73.851471,12479.922
1592,16,4,3,1,1,8,0,1.90E-05,16921.59
1593,8192,4,2,3,4,4096,0,73.439085,11503.702
1594,8192,4,2,3,4,8192,0,77.554355,11681.39
1595,8192,4,2,4,1,512,0,96.050123,16394.645
1596,8192,4,2,4,1,1024,0,92.602885,15073.156
1597,8192,4,2,4,1,2048,0,91.775978,14026.712
1598,8192,4,2,4,1,4096,0,91.249764,14184.716
1599,8192,4,2,4,1,8192,0,100.582005,12060.44
1600,16,4,3,1,1,16,0,1.20E-05,11917.598
1601,8192,4,2,4,2,512,0,100.655949,17204.613
1602,8192,4,2,4,2,1024,0,98.293386,15065.974
1603,8192,4,2,4,2,2048,0,96.865109,14283.402
1604,8192,4,2,4,2,4096,0,96.693286,12874.4
1605,8192,4,2,4,2,8192,0,96.532202,12142.9
1606,16,4,3,1,2,1,0,1.60E-05,11031.02
1607,8192,4,2,4,3,1024,0,96.456637,14702.352
1608,8192,4,2,4,3,2048,0,95.586788,14586.376
1609,8192,4,2,4,3,4096,0,97.48757,13696.074
1610,8192,4,2,4,3,8192,0,95.253883,12695.382
1611,16,4,3,1,2,2,0,2.00E-05,13649.79
1612,8192,4,2,4,4,1024,0,94.319408,14352.296
1613,8192,4,2,4,4,2048,0,91.205138,13842.64
1614,8192,4,2,4,4,4096,0,97.283333,13060.6
1615,8192,4,2,4,4,8192,0,94.920784,12022.402
1616,8192,4,3,1,1,512,0,62.481165,11227.86
1617,8192,4,3,1,1,1024,0,64.201894,9255.204
1618,8192,4,3,1,1,2048,0,64.060111,8768.956
1619,16,4,3,1,2,4,0,1.90E-05,14501.788
1620,8192,4,3,1,1,4096,0,59.548836,8468.908
1621,8192,4,3,1,1,8192,0,56.777623,8032.668
1622,8192,4,3,1,2,256,0,54.727102,14624.414
1623,8192,4,3,1,2,512,0,55.255555,11301.01
1624,8192,4,3,1,2,1024,0,56.32535,9722.832
1625,8192,4,3,1,2,2048,0,60.527196,8740.228
1626,8192,4,3,1,2,4096,0,59.985854,8668.674
1627,8192,4,3,1,2,8192,0,60.475639,7978.404
1628,16,4,3,1,2,8,0,1.90E-05,16740.977
1629,8192,4,3,1,3,256,0,55.609629,14187.642
1630,8192,4,3,1,3,512,0,59.23144,11784.066
1631,8192,4,3,1,3,1024,0,60.842566,9673.888
1632,8192,4,3,1,3,2048,0,56.653638,8825.082
1633,8192,4,3,1,3,4096,0,58.032762,8778.532
1634,8192,4,3,1,3,8192,0,63.897261,7990.374
1635,16,4,3,1,2,16,0,1.10E-05,11176.522
1636,8192,4,3,1,4,512,0,56.215221,11288.508
1637,8192,4,3,1,4,1024,0,57.407451,9913.288
1638,8192,4,3,1,4,2048,0,55.261438,8944.516
1639,8192,4,3,1,4,4096,0,56.460112,8753.528
1640,8192,4,3,1,4,8192,0,58.554569,8350.272
1641,8192,4,3,2,1,512,0,84.499338,11218.018
1642,16,4,3,1,3,1,0,1.60E-05,11712.246
1643,8192,4,3,2,1,1024,0,91.768099,9953.986
1644,8192,4,3,2,1,2048,0,89.979906,8926.162
1645,8192,4,3,2,1,4096,0,96.253078,9220.092
1646,8192,4,3,2,1,8192,0,92.058076,8900.626
1647,8192,4,3,2,2,512,0,75.335039,12231.212
1648,8192,4,3,2,2,1024,0,71.97135,10836.84
1649,8192,4,3,2,2,2048,0,87.15628,9654.204
1650,16,4,3,1,3,2,0,2.00E-05,15234.618
1651,8192,4,3,2,2,4096,0,88.818793,9373.042
1652,8192,4,3,2,2,8192,0,94.308953,9336.334
1653,8192,4,3,2,3,512,0,93.747914,13133.484
1654,8192,4,3,2,3,1024,0,96.116018,11244.086
1655,8192,4,3,2,3,2048,0,95.47808,10315.48
1656,8192,4,3,2,3,4096,0,95.971032,9502.318
1657,8192,4,3,2,3,8192,0,77.035867,9269.302
1658,16,4,3,1,3,4,0,1.90E-05,14740.656
1659,8192,4,3,2,4,512,0,90.78033,12274.038
1660,8192,4,3,2,4,1024,0,91.679241,9978.724
1661,8192,4,3,2,4,2048,0,84.265643,9810.346
1662,8192,4,3,2,4,4096,0,91.505258,8932.546
1663,8192,4,3,2,4,8192,0,86.624075,8922.438
1664,16,4,3,1,3,8,0,2.00E-05,17183.334
1665,8192,4,3,3,1,1024,0,125.585083,11770.5
1666,8192,4,3,3,1,2048,0,107.285358,11267.76
1667,8192,4,3,3,1,4096,0,103.664075,10566.052
1668,8192,4,3,3,1,8192,0,119.824536,10193.652
1669,16,4,3,1,3,16,0,1.20E-05,14396.452
1670,8192,4,3,3,2,1024,0,128.857103,11137.154
1671,8192,4,3,3,2,2048,0,118.418634,10705.968
1672,8192,4,3,3,2,4096,0,124.011592,10497.158
1673,8192,4,3,3,2,8192,0,117.026838,10472.154
1674,8192,4,3,3,3,1024,0,119.333207,12131.196
1675,8192,4,3,3,3,2048,0,121.240476,11782.736
1676,16,4,3,1,4,1,0,1.50E-05,11217.22
1677,8192,4,3,3,3,4096,0,125.261206,11237.968
1678,8192,4,3,3,3,8192,0,125.544719,10390.226
1679,8192,4,3,3,4,1024,0,119.281457,12102.734
1680,8192,4,3,3,4,2048,0,124.088283,11034.478
1681,8192,4,3,3,4,4096,0,125.093464,10612.07
1682,8192,4,3,3,4,8192,0,121.923278,10154.284
1683,16,4,3,1,4,2,0,1.90E-05,13490.988
1684,8192,4,3,4,1,1024,0,155.606715,14013.678
1685,8192,4,3,4,1,2048,0,141.995154,13298.138
1686,8192,4,3,4,1,4096,0,146.199435,13148.38
1687,8192,4,3,4,1,8192,0,157.249767,11686.976
1688,16,4,3,1,4,4,0,1.90E-05,13698.734
1689,8192,4,3,4,2,512,0,154.445657,16879.029
1690,8192,4,3,4,2,2048,0,149.629298,12812.422
1691,8192,4,3,4,2,4096,0,148.807778,13167.266
1692,8192,4,3,4,2,8192,0,143.991419,11390.12
1693,16,4,3,1,4,8,0,1.90E-05,16631.65
1694,8192,4,3,4,3,1024,0,131.942109,13677.986
1695,8192,4,3,4,3,2048,0,132.425355,12847.8
1696,8192,4,3,4,3,4096,0,130.750104,11711.98
1697,8192,4,3,4,3,8192,0,142.879564,11414.06
1698,8192,4,3,4,4,1024,0,155.298761,11527.376
1699,8192,4,3,4,4,2048,0,157.859958,11209.772
1700,16,4,3,1,4,16,0,1.20E-05,11216.422
1701,8192,4,3,4,4,4096,0,157.634444,10335.43
1702,8192,4,3,4,4,8192,0,155.717573,9791.726
1703,8192,4,4,1,1,512,0,65.485368,19385.549
1704,8192,4,4,1,1,1024,0,70.417608,17105.131
1705,8192,4,4,1,1,2048,0,68.647501,15974.098
1706,8192,4,4,1,1,4096,0,67.496072,15680.7
1707,8192,4,4,1,1,8192,0,70.589463,15282.764
1708,16,4,3,2,1,1,0,2.80E-05,10030.86
1709,8192,4,4,1,2,512,0,85.582511,19664.582
1710,8192,4,4,1,2,1024,0,85.453622,17065.496
1711,8192,4,4,1,2,2048,0,83.425763,16695.225
1712,8192,4,4,1,2,4096,0,81.200274,15880.2
1713,8192,4,4,1,2,8192,0,77.093001,16057.356
1714,16,4,3,2,1,2,0,3.80E-05,14768.054
1715,8192,4,4,1,3,512,0,79.601642,19097.203
1716,8192,4,4,1,3,1024,0,77.857348,18237.758
1717,8192,4,4,1,3,2048,0,76.602832,17001.656
1718,8192,4,4,1,3,4096,0,76.13024,16194.612
1719,8192,4,4,1,3,8192,0,77.874534,15680.168
1720,8192,4,4,1,4,512,0,82.548686,19272.498
1721,16,4,3,2,1,4,0,4.00E-05,16574.461
1722,8192,4,4,1,4,1024,0,85.753709,17968.301
1723,8192,4,4,1,4,2048,0,84.052383,16533.762
1724,8192,4,4,1,4,4096,0,79.455366,16705.863
1725,8192,4,4,1,4,8192,0,79.395218,16441.992
1726,8192,4,4,2,1,1024,0,110.641076,16979.844
1727,8192,4,4,2,1,2048,0,125.384627,15942.976
1728,16,4,3,2,1,8,0,2.80E-05,17896.48
1729,8192,4,4,2,1,4096,0,125.681045,15803.06
1730,8192,4,4,2,1,8192,0,105.4731,15425.606
1731,8192,4,4,2,2,1024,0,110.743051,17547.488
1732,8192,4,4,2,2,2048,0,126.968526,17859.506
1733,8192,4,4,2,2,4096,0,113.939173,16300.214
1734,8192,4,4,2,2,8192,0,109.46718,17032.777
1735,16,4,3,2,1,16,0,3.00E-05,14309.47
1736,8192,4,4,2,3,512,0,112.856233,20565.258
1737,8192,4,4,2,3,1024,0,116.503409,19474.393
1738,8192,4,4,2,3,2048,0,109.87921,18283.51
1739,8192,4,4,2,3,4096,0,110.961764,17469.816
1740,8192,4,4,2,3,8192,0,111.399941,17407.039
1741,16,4,3,2,2,1,0,4.00E-05,10382.246
1742,8192,4,4,2,4,512,0,119.325579,19861.156
1743,8192,4,4,2,4,1024,0,110.278537,18547.383
1744,8192,4,4,2,4,2048,0,119.918405,18009.529
1745,8192,4,4,2,4,4096,0,109.195985,17548.285
1746,8192,4,4,2,4,8192,0,107.997446,18257.176
1747,16,4,3,2,2,2,0,5.20E-05,14199.878
1748,8192,4,4,3,1,2048,0,154.111522,18348.68
1749,8192,4,4,3,1,4096,0,149.867398,18997.188
1750,8192,4,4,3,1,8192,0,146.997889,19096.406
1751,8192,4,4,3,2,1024,0,151.601693,20350.861
1752,8192,4,4,3,2,2048,0,152.409273,19157.055
1753,16,4,3,2,2,4,0,2.90E-05,16191.952
1754,8192,4,4,3,2,4096,0,154.213442,19169.822
1755,8192,4,4,3,2,8192,0,153.251218,19438.217
1756,8192,4,4,3,3,1024,0,159.144431,20492.107
1757,8192,4,4,3,3,2048,0,154.35051,19827.107
1758,8192,4,4,3,3,4096,0,156.652966,19633.992
1759,8192,4,4,3,3,8192,0,149.023931,19384.484
1760,16,4,3,2,2,8,0,4.00E-05,18187.484
1761,8192,4,4,3,4,1024,0,156.841774,21429.492
1762,8192,4,4,3,4,2048,0,153.199086,20026.076
1763,8192,4,4,3,4,4096,0,151.601115,19107.047
1764,8192,4,4,3,4,8192,0,150.449888,19686.129
1765,16,4,3,2,2,16,0,2.90E-05,12845.672
1766,8192,4,4,4,1,1024,0,204.231017,23877.49
1767,8192,4,4,4,1,2048,0,206.228439,21987.295
1768,8192,4,4,4,1,4096,0,189.024838,20987.932
1769,8192,4,4,4,1,8192,0,189.518824,18326.602
1770,16,4,3,2,3,1,0,3.00E-05,11156.04
1771,8192,4,4,4,2,2048,0,196.820025,24101.994
1772,8192,4,4,4,2,4096,0,190.892228,22732.893
1773,8192,4,4,4,2,8192,0,189.324369,21349.957
1774,8192,4,4,4,3,2048,0,195.466544,23123.912
1775,16,4,3,2,3,2,0,3.90E-05,16388.793
1776,8192,4,4,4,3,4096,0,205.947554,22081.457
1777,8192,4,4,4,3,8192,0,197.678724,21526.582
1778,8192,4,4,4,4,2048,0,192.416546,22585.262
1779,8192,4,4,4,4,4096,0,187.369343,22229.619
1780,8192,4,4,4,4,8192,0,184.298066,21001.764
1781,16,4,3,2,3,4,0,4.10E-05,17369.533
1782,16,4,3,2,3,8,0,2.80E-05,18260.9
1783,16,4,3,2,3,16,0,3.00E-05,16348.626
1784,16,4,3,2,4,1,0,3.90E-05,10208.814
1785,16,4,3,2,4,2,0,5.20E-05,15178.226
1786,16,4,3,2,4,4,0,2.70E-05,13159.552
1787,16,4,3,2,4,8,0,2.80E-05,17186.26
1788,16,4,3,2,4,16,0,3.00E-05,13064.058
1789,16,4,3,3,1,1,0,6.00E-05,14835.352
1790,16,4,3,3,1,2,0,5.60E-05,18311.174
1791,16,4,3,3,1,4,0,5.50E-05,17105.396
1792,16,4,3,3,1,8,0,7.70E-05,20383.846
1793,16,4,3,3,1,16,0,4.90E-05,23471.309
1794,16,4,3,3,2,1,0,4.00E-05,13955.956
1795,16,4,3,3,2,2,0,7.80E-05,17454.389
1796,16,4,3,3,2,4,0,7.50E-05,17542.699
1797,16,4,3,3,2,8,0,5.70E-05,19558.447
1798,16,4,3,3,2,16,0,4.70E-05,22902.865
1799,16,4,3,3,3,2,0,5.50E-05,18297.076
1800,16,4,3,3,3,4,0,5.60E-05,17203.816
1801,16,4,3,3,3,8,0,7.80E-05,20988.197
1802,16,4,3,3,3,16,0,4.60E-05,24328.094
1803,16,4,3,3,4,1,0,4.20E-05,14241.108
1804,16,4,3,3,4,2,0,8.00E-05,16735.922
1805,16,4,3,3,4,4,0,7.40E-05,16553.979
1806,16,4,3,3,4,8,0,7.70E-05,19114.229
1807,16,4,3,3,4,16,0,4.60E-05,22621.172
1808,16,4,3,4,1,1,0,7.30E-05,17216.85
1809,16,4,3,4,1,2,0,9.90E-05,19021.395
1810,16,4,3,4,1,4,0,8.60E-05,21096.992
1811,16,4,3,4,1,8,0,7.90E-05,23814.98
1812,16,4,3,4,1,16,0,5.60E-05,21891.268
1813,16,4,3,4,2,1,0,5.50E-05,16327.08
1814,16,4,3,4,2,2,0,7.30E-05,17092.895
1815,16,4,3,4,2,4,0,6.30E-05,20471.094
1816,16,4,3,4,2,8,0,5.70E-05,23637.293
1817,16,4,3,4,2,16,0,5.60E-05,21694.961
1818,16,4,3,4,3,1,0,7.60E-05,17754.701
1819,16,4,3,4,3,2,0,1.00E-04,19289.521
1820,16,4,3,4,3,4,0,8.70E-05,21099.918
1821,16,4,3,4,3,8,0,5.80E-05,24655.008
1822,16,4,3,4,3,16,0,5.20E-05,23689.961
1823,16,4,3,4,4,1,0,5.30E-05,16642.023
1824,16,4,3,4,4,2,0,7.10E-05,17941.967
1825,16,4,3,4,4,4,0,6.10E-05,17632.607
1826,16,4,3,4,4,8,0,7.70E-05,23304.525
1827,16,4,3,4,4,16,0,5.30E-05,21527.113
1828,16,4,4,1,1,1,0,1.30E-05,11636.968
1829,16,4,4,1,1,2,0,1.60E-05,15348.732
1830,16,4,4,1,1,4,0,1.50E-05,14585.312
1831,16,4,4,1,1,8,0,1.50E-05,17523.016
1832,16,4,4,1,1,16,0,9.00E-06,11572.596
1833,16,4,4,1,2,1,0,1.20E-05,11915.204
1834,16,4,4,1,2,2,0,1.50E-05,13995.324
1835,16,4,4,1,2,4,0,1.50E-05,14403.9
1836,16,4,4,1,2,8,0,1.40E-05,17438.162
1837,16,4,4,1,2,16,0,1.00E-05,11097.52
1838,16,4,4,1,3,1,0,1.30E-05,11559.03
1839,16,4,4,1,3,2,0,1.50E-05,16282.658
1840,16,4,4,1,3,4,0,1.50E-05,15160.404
1841,16,4,4,1,3,8,0,1.50E-05,17660.537
1842,16,4,4,1,3,16,0,9.00E-06,14332.346
1843,16,4,4,1,4,1,0,1.20E-05,11894.19
1844,16,4,4,1,4,2,0,1.50E-05,13758.318
1845,16,4,4,1,4,4,0,1.40E-05,14078.848
1846,16,4,4,1,4,8,0,1.50E-05,17382.303
1847,16,4,4,1,4,16,0,9.00E-06,11042.724
1848,16,4,4,2,1,1,0,2.30E-05,13797.686
1849,16,4,4,2,1,2,0,2.80E-05,16307.396
1850,16,4,4,2,1,4,0,2.20E-05,17719.855
1851,16,4,4,2,1,8,0,2.40E-05,20677.244
1852,16,4,4,2,1,16,0,2.50E-05,18528.762
1853,16,4,4,2,2,1,0,2.30E-05,14652.876
1854,16,4,4,2,2,2,0,2.80E-05,15066.24
1855,16,4,4,2,2,4,0,2.20E-05,19198.551
1856,16,4,4,2,2,8,0,2.30E-05,19114.229
1857,16,4,4,2,2,16,0,2.40E-05,17372.727
1858,16,4,4,2,3,1,0,2.40E-05,13180.034
1859,16,4,4,2,3,2,0,3.00E-05,17747.785
1860,16,4,4,2,3,4,0,2.30E-05,19547.543
1861,16,4,4,2,3,8,0,2.30E-05,20833.652
1862,16,4,4,2,3,16,0,2.40E-05,20265.742
1863,16,4,4,2,4,1,0,2.30E-05,13908.342
1864,16,4,4,2,4,2,0,2.80E-05,15008.518
1865,16,4,4,2,4,4,0,2.10E-05,14916.216
1866,16,4,4,2,4,8,0,2.30E-05,19015.543
1867,16,4,4,2,4,16,0,2.40E-05,17202.752
1868,16,4,4,3,1,1,0,3.40E-05,15837.374
1869,16,4,4,3,1,2,0,4.20E-05,17802.051
1870,16,4,4,3,1,4,0,4.00E-05,16851.633
1871,16,4,4,3,1,8,0,4.20E-05,20705.705
1872,16,4,4,3,1,16,0,3.70E-05,22505.994
1873,16,4,4,3,2,1,0,3.30E-05,16653.994
1874,16,4,4,3,2,2,0,4.10E-05,15630.692
1875,16,4,4,3,2,4,0,4.00E-05,15933.134
1876,16,4,4,3,2,8,0,4.20E-05,20151.361
1877,16,4,4,3,2,16,0,3.60E-05,22390.816
1878,16,4,4,3,3,1,0,3.60E-05,15774.864
1879,16,4,4,3,3,2,0,5.70E-05,19325.697
1880,16,4,4,3,3,4,0,4.20E-05,17910.578
1881,16,4,4,3,3,8,0,4.40E-05,21054.965
1882,16,4,4,3,3,16,0,3.50E-05,23825.088
1883,16,4,4,3,4,1,0,3.60E-05,14711.928
1884,16,4,4,3,4,2,0,4.30E-05,16924.25
1885,16,4,4,3,4,4,0,4.10E-05,15183.014
1886,16,4,4,3,4,8,0,4.10E-05,19525.465
1887,16,4,4,3,4,16,0,3.70E-05,22856.582
1888,16,4,4,4,1,2,0,5.30E-05,19342.455
1889,16,4,4,4,1,4,0,5.40E-05,18130.295
