n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
1818,8,5,1,4,115200,0,0.420906,1000
1819,8,5,1,4,57600,0,0.427766,1277
1820,8,5,1,5,460800,0,0.450159,766
1821,8,5,1,5,230400,0,0.443198,824
1822,8,5,1,5,115200,0,0.451436,826
1823,8,5,1,5,57600,0,0.427698,1178
1824,8,5,2,1,460800,0,0.421585,434
1825,8,5,2,1,230400,0,0.42156,486
1826,8,5,2,1,115200,0,0.428956,606
1827,8,5,2,1,57600,0,0.440284,800
1828,8,5,2,2,460800,0,0.424207,615
1829,8,5,2,2,230400,0,0.451612,663
1830,8,5,2,2,115200,0,0.422005,784
1831,8,5,2,2,57600,0,0.431602,1036
1832,8,5,2,3,460800,0,0.437588,687
1833,8,5,2,3,230400,0,0.439096,725
1834,8,5,2,3,115200,0,0.428634,888
1835,8,5,2,3,57600,0,0.61609,1159
1836,8,5,2,4,460800,0,0.44047,867
1837,8,5,2,4,230400,0,0.431172,1011
1838,8,5,2,4,115200,0,0.431444,1113
1839,8,5,2,4,57600,0,0.435277,1529
1840,8,5,2,5,460800,0,0.428585,854
1841,8,5,2,5,230400,0,0.428758,954
1842,8,5,2,5,115200,0,0.430242,1053
1843,8,5,2,5,57600,0,0.447852,1778
1844,8,5,3,1,460800,0,0.427687,532
1845,8,5,3,1,230400,0,0.448617,575
1846,8,5,3,1,115200,0,0.419823,764
1847,8,5,3,1,57600,0,0.4083,1068
1848,8,5,3,2,460800,0,0.42928,769
1849,8,5,3,2,230400,0,0.460588,881
1850,8,5,3,2,115200,0,0.440554,1182
1851,8,5,3,2,57600,0,0.461634,1632
1852,8,5,3,3,460800,0,0.467806,782
1853,8,5,3,3,230400,0,0.42821,907
1854,8,5,3,3,115200,0,0.419898,1070
1855,8,5,3,3,57600,0,0.423855,1573
1856,8,5,3,4,460800,0,0.424096,1215
1857,8,5,3,4,230400,0,0.440793,1341
1858,8,5,3,4,115200,0,0.432482,1690
1859,8,5,3,4,57600,0,0.414069,2382
1860,8,5,3,5,460800,0,0.456233,1011
1861,8,5,3,5,230400,0,0.4579,1166
1862,8,5,3,5,115200,0,0.413128,1407
1863,8,5,4,1,460800,0,0.445292,497
1864,8,5,4,1,230400,0,0.432388,552
1865,8,5,4,1,115200,0,0.42435,685
1866,8,5,4,1,57600,0,0.414198,955
1867,8,5,4,2,460800,0,0.424325,711
1868,8,5,4,2,230400,0,0.421843,789
1869,8,5,4,2,115200,0,0.420909,969
1870,8,5,4,2,57600,0,0.409258,1243
1871,8,5,4,3,460800,0,0.434649,724
1872,8,5,4,3,115200,0,0.406505,1055
1873,8,5,4,3,57600,0,0.432363,1323
1874,8,5,4,4,460800,0,0.45619,975
1875,8,5,4,4,230400,0,0.435989,1169
1876,8,5,4,4,115200,0,0.457198,1400
1877,8,5,4,4,57600,0,0.410603,2029
1878,8,5,4,5,460800,0,0.43197,944
1879,8,5,4,5,230400,0,0.460876,1062
1880,8,5,4,5,115200,0,0.405817,1345
1881,8,5,5,1,460800,0,0.450986,606
1882,8,5,5,1,230400,0,0.464382,699
1883,8,5,5,1,115200,0,0.439292,981
1884,8,5,5,1,57600,0,0.399602,1386
1885,8,5,5,2,460800,0,0.460501,926
1886,8,5,5,2,230400,0,0.451436,1056
1887,8,5,5,2,115200,0,0.432756,1416
1888,8,5,5,2,57600,0,0.429826,2182
1889,8,5,5,3,460800,0,0.45374,916
1890,8,5,5,3,230400,0,0.431103,904
1891,8,5,5,3,57600,0,0.445176,1974
1892,8,5,5,4,460800,0,0.42699,1264
1893,8,5,5,4,230400,0,0.423435,1359
1894,8,5,5,4,115200,0,0.435076,1775
1895,8,5,5,5,460800,0,0.438165,960
1896,8,5,5,5,115200,0,0.426245,1539
1897,16,1,1,1,460800,0,0.523444,312
1898,16,1,1,1,230400,0,0.532323,337
1899,16,1,1,1,115200,0,0.524733,444
1900,16,1,1,1,57600,0,0.548674,494
1901,16,1,1,2,460800,0,0.479899,378
1902,16,1,1,2,230400,0,0.527576,419
1903,16,1,1,2,115200,0,0.507679,482
1904,16,1,1,2,57600,0,0.565435,602
1905,16,1,1,3,460800,0,0.516733,364
1906,16,1,1,3,230400,0,0.482654,410
1907,16,1,1,3,115200,0,0.498888,457
1908,16,1,1,3,57600,0,0.477555,632
1909,16,1,1,4,460800,0,0.510848,469
1910,16,1,1,4,230400,0,0.511492,501
1911,16,1,1,4,115200,0,0.497722,600
1912,16,1,1,4,57600,0,0.527343,849
1913,16,1,1,5,460800,0,0.485672,404
1914,16,1,1,5,230400,0,0.483533,457
1915,16,1,1,5,115200,0,0.494258,496
1916,16,1,1,5,57600,0,0.488339,640
1917,16,1,2,1,460800,0,0.492121,356
1918,16,1,2,1,230400,0,0.513868,393
1919,16,1,2,1,115200,0,0.487482,485
1920,16,1,2,1,57600,0,0.489859,713
1921,16,1,2,2,460800,0,0.48809,448
1922,16,1,2,2,230400,0,0.514216,508
1923,16,1,2,2,115200,0,0.499254,642
1924,16,1,2,2,57600,0,0.472926,920
1925,16,1,2,3,460800,0,0.508591,432
1926,16,1,2,3,230400,0,0.499689,495
1927,16,1,2,3,115200,0,0.501516,569
1928,16,1,2,3,57600,0,0.572585,863
1929,16,1,2,4,460800,0,0.514247,557
1930,16,1,2,4,230400,0,0.504796,605
1931,16,1,2,4,115200,0,0.508448,849
1932,16,1,2,4,57600,0,0.507057,1214
1933,16,1,2,5,460800,0,0.50862,478
1934,16,1,2,5,230400,0,0.51813,535
1935,16,1,2,5,115200,0,0.478493,615
1936,16,1,2,5,57600,0,0.554549,970
1937,16,1,3,1,460800,0,0.509944,425
1938,16,1,3,1,230400,0,0.537665,488
1939,16,1,3,1,115200,0,0.538102,672
1940,16,1,3,1,57600,0,0.48266,1049
1941,16,1,3,2,460800,0,0.540872,537
1942,16,1,3,2,230400,0,0.482893,641
1943,16,1,3,2,115200,0,0.512334,919
1944,16,1,3,2,57600,0,0.525247,1433
1945,16,1,3,3,460800,0,0.512159,537
1946,16,1,3,3,230400,0,0.527754,622
1947,16,1,3,3,115200,0,0.510848,845
1948,16,1,3,3,57600,0,0.525335,1294
1949,16,1,3,4,460800,0,0.572784,811
1950,16,1,3,4,230400,0,0.500009,880
1951,16,1,3,4,115200,0,0.490275,1178
1952,16,1,3,4,57600,0,0.499834,2005
1953,16,1,3,5,460800,0,0.557254,588
1954,16,1,3,5,230400,0,0.53682,728
1955,16,1,3,5,57600,0,0.509069,1489
1956,16,1,4,1,460800,0,0.498917,380
1957,16,1,4,1,230400,0,0.502464,461
1958,16,1,4,1,115200,0,0.504426,556
1959,16,1,4,1,57600,0,0.507137,871
1960,16,1,4,2,460800,0,0.501945,551
1961,16,1,4,2,230400,0,0.545353,576
1962,16,1,4,2,115200,0,0.524096,768
1963,16,1,4,2,57600,0,0.500964,1064
1964,16,1,4,3,460800,0,0.526692,457
1965,16,1,4,3,230400,0,0.524615,552
1966,16,1,4,3,115200,0,0.504224,768
1967,16,1,4,3,57600,0,0.522683,1079
1968,16,1,4,4,460800,0,0.499295,637
1969,16,1,4,4,230400,0,0.45575,783
1970,16,1,4,4,115200,0,0.518386,1164
1971,16,1,4,4,57600,0,0.498891,1612
1972,16,1,4,5,460800,0,0.539873,544
1973,16,1,4,5,230400,0,0.513194,700
1974,16,1,4,5,115200,0,0.519251,860
1975,16,1,4,5,57600,0,0.529201,1214
1976,16,1,5,1,460800,0,0.517525,499
1977,16,1,5,1,230400,0,0.502346,662
1978,16,1,5,1,115200,0,0.51436,802
1979,16,1,5,1,57600,0,0.479372,1272
1980,16,1,5,2,460800,0,0.516001,724
1981,16,1,5,2,230400,0,0.507181,810
1982,16,1,5,2,115200,0,0.520162,1185
1983,16,1,5,2,57600,0,0.487665,1919
1984,16,1,5,3,460800,0,0.489804,624
1985,16,1,5,3,230400,0,0.500763,718
1986,16,1,5,3,115200,0,0.502639,997
1987,16,1,5,3,57600,0,0.535898,1658
1988,16,1,5,4,460800,0,0.52204,910
1989,16,1,5,4,230400,0,0.552539,1139
1990,16,1,5,4,115200,0,0.518172,1512
1991,16,1,5,4,57600,0,0.49362,2330
1992,16,1,5,5,460800,0,0.496866,661
1993,16,1,5,5,115200,0,0.510023,1135
1994,16,2,1,1,460800,0,0.449627,334
1995,16,2,1,1,115200,0,0.432464,437
1996,16,2,1,1,57600,0,0.44686,560
1997,16,2,1,2,460800,0,0.416658,381
1998,16,2,1,2,230400,0,0.438765,421
1999,16,2,1,2,115200,0,0.449729,508
2000,16,2,1,2,57600,0,0.44417,667
2001,16,2,1,3,460800,0,0.445144,370
2002,16,2,1,3,230400,0,0.459874,415
2003,16,2,1,3,115200,0,0.435358,512
2004,16,2,1,3,57600,0,0.432054,658
2005,16,2,1,4,460800,0,0.471415,500
2006,16,2,1,4,230400,0,0.450516,591
2007,16,2,1,4,115200,0,0.440963,705
2008,16,2,1,4,57600,0,0.431512,833
2009,16,2,1,5,460800,0,0.455647,478
2010,16,2,1,5,230400,0,0.442172,512
2011,16,2,1,5,115200,0,0.422704,567
2012,16,2,1,5,57600,0,0.443504,794
2013,16,2,2,1,460800,0,0.551168,370
2014,16,2,2,1,230400,0,0.425784,393
2015,16,2,2,1,115200,0,0.43158,508
2016,16,2,2,1,57600,0,0.470177,743
2017,16,2,2,2,460800,0,0.455321,453
2018,16,2,2,2,230400,0,0.438363,472
2019,16,2,2,2,115200,0,0.415483,636
2020,16,2,2,2,57600,0,0.426164,868
2021,16,2,2,3,460800,0,0.446589,420
2022,16,2,2,3,230400,0,0.417584,480
2023,16,2,2,3,115200,0,0.468279,604
2024,16,2,2,3,57600,0,0.432997,845
2025,16,2,2,4,460800,0,0.454956,592
2026,16,2,2,4,230400,0,0.471556,681
2027,16,2,2,4,115200,0,0.457056,882
2028,16,2,2,4,57600,0,0.436509,1146
2029,16,2,2,5,460800,0,0.472658,476
2030,16,2,2,5,230400,0,0.428847,545
2031,16,2,2,5,115200,0,0.445931,711
2032,16,2,2,5,57600,0,0.504244,997
2033,16,2,3,1,460800,0,0.470179,443
2034,16,2,3,1,230400,0,0.41719,523
2035,16,2,3,1,115200,0,0.439139,663
2036,16,2,3,1,57600,0,0.486068,1046
2037,16,2,3,2,230400,0,0.481001,711
2038,16,2,3,2,115200,0,0.445836,959
2039,16,2,3,2,57600,0,0.455308,1430
2040,16,2,3,3,460800,0,0.451311,529
2041,16,2,3,3,230400,0,0.446523,632
2042,16,2,3,3,115200,0,0.461063,864
2043,16,2,3,3,57600,0,0.438273,1316
2044,16,2,3,4,460800,0,0.459449,844
2045,16,2,3,4,230400,0,0.429331,930
2046,16,2,3,4,115200,0,0.41846,1321
2047,16,2,3,5,460800,0,0.444665,650
2048,16,2,3,5,230400,0,0.420042,782
2049,16,2,3,5,115200,0,0.429005,1044
2050,16,2,3,5,57600,0,0.454723,1838
2051,16,2,4,1,460800,0,0.461236,395
2052,16,2,4,1,230400,0,0.410723,450
2053,16,2,4,1,115200,0,0.425515,582
2054,16,2,4,1,57600,0,0.417741,867
2055,16,2,4,2,460800,0,0.429615,526
2056,16,2,4,2,230400,0,0.448205,623
2057,16,2,4,2,115200,0,0.412484,835
2058,16,2,4,2,57600,0,0.410924,1254
2059,16,2,4,3,460800,0,0.445514,465
2060,16,2,4,3,230400,0,0.432181,567
2061,16,2,4,3,115200,0,0.421213,823
2062,16,2,4,3,57600,0,0.426294,1034
2063,16,2,4,4,460800,0,0.459438,731
2064,16,2,4,4,230400,0,0.453804,895
2065,16,2,4,4,115200,0,0.479886,1228
2066,16,2,4,4,57600,0,0.460695,1633
2067,16,2,4,5,460800,0,0.44179,509
2068,16,2,4,5,230400,0,0.440331,681
2069,16,2,4,5,115200,0,0.448985,784
2070,16,2,4,5,57600,0,0.438797,1217
2071,16,2,5,1,460800,0,0.434718,497
2072,16,2,5,1,230400,0,0.445528,608
2073,16,2,5,1,115200,0,0.442403,828
2074,16,2,5,1,57600,0,0.433258,1213
2075,16,2,5,2,460800,0,0.471299,760
2076,16,2,5,2,230400,0,0.461487,867
2077,16,2,5,2,115200,0,0.414916,1211
2078,16,2,5,2,57600,0,0.425829,2020
2079,16,2,5,3,460800,0,0.466969,713
2080,16,2,5,3,230400,0,0.46948,822
2081,16,2,5,3,115200,0,0.45639,1093
2082,16,2,5,3,57600,0,0.45411,1849
2083,16,2,5,4,460800,0,0.46929,1122
2084,16,2,5,4,230400,0,0.469827,1286
2085,16,2,5,4,115200,0,0.449133,1971
2086,16,2,5,5,460800,0,0.47071,830
2087,16,2,5,5,115200,0,0.453982,1291
2088,16,3,1,1,460800,0,0.419011,358
2089,16,3,1,1,230400,0,0.414377,379
2090,16,3,1,1,115200,0,0.412841,466
2091,16,3,1,1,57600,0,0.416548,615
2092,16,3,1,2,460800,0,0.41389,465
2093,16,3,1,2,230400,0,0.412036,499
2094,16,3,1,2,115200,0,0.407549,594
2095,16,3,1,2,57600,0,0.414133,779
2096,16,3,1,3,460800,0,0.432668,445
2097,16,3,1,3,230400,0,0.41784,486
2098,16,3,1,3,115200,0,0.442594,542
2099,16,3,1,3,57600,0,0.407232,730
2100,16,3,1,4,460800,0,0.450627,619
2101,16,3,1,4,230400,0,0.411443,654
2102,16,3,1,4,115200,0,0.411492,793
2103,16,3,1,4,57600,0,0.409492,1000
2104,16,3,1,5,460800,0,0.446789,560
2105,16,3,1,5,230400,0,0.409085,604
2106,16,3,1,5,115200,0,0.431571,645
2107,16,3,1,5,57600,0,0.421621,913
2108,16,3,2,1,460800,0,0.409182,410
2109,16,3,2,1,230400,0,0.409928,463
2110,16,3,2,1,115200,0,0.418646,556
2111,16,3,2,1,57600,0,0.439909,726
2112,16,3,2,2,460800,0,0.462232,528
2113,16,3,2,2,230400,0,0.445303,613
2114,16,3,2,2,115200,0,0.441859,722
2115,16,3,2,2,57600,0,0.402511,1019
2116,16,3,2,3,460800,0,0.417225,542
2117,16,3,2,3,230400,0,0.420885,583
2118,16,3,2,3,115200,0,0.406364,666
2119,16,3,2,3,57600,0,0.414889,984
2120,16,3,2,4,460800,0,0.425857,763
2121,16,3,2,4,230400,0,0.424148,833
2122,16,3,2,4,115200,0,0.437414,1006
2123,16,3,2,4,57600,0,0.462164,1349
2124,16,3,2,5,460800,0,0.425147,698
2125,16,3,2,5,230400,0,0.424738,783
2126,16,3,2,5,115200,0,0.41513,913
2127,16,3,2,5,57600,0,0.437332,1215
2128,16,3,3,1,460800,0,0.412906,491
2129,16,3,3,1,230400,0,0.396039,565
2130,16,3,3,1,115200,0,0.423352,713
2131,16,3,3,1,57600,0,0.423618,1072
2132,16,3,3,2,460800,0,0.435129,659
2133,16,3,3,2,230400,0,0.441212,784
2134,16,3,3,2,115200,0,0.409005,1026
2135,16,3,3,2,57600,0,0.423764,1478
2136,16,3,3,3,460800,0,0.439249,616
2137,16,3,3,3,230400,0,0.410362,759
2138,16,3,3,3,115200,0,0.40915,929
2139,16,3,3,3,57600,0,0.39696,1457
2140,16,3,3,4,460800,0,0.419972,951
2141,16,3,3,4,230400,0,0.430779,1101
2142,16,3,3,4,115200,0,0.398238,1397
2143,16,3,3,4,57600,0,0.411347,2329
2144,16,3,3,5,460800,0,0.432585,785
2145,16,3,3,5,230400,0,0.428538,920
2146,16,3,3,5,115200,0,0.406678,1159
2147,16,3,3,5,57600,0,0.42277,1576
2148,16,3,4,1,460800,0,0.424541,432
2149,16,3,4,1,230400,0,0.392383,501
2150,16,3,4,1,115200,0,0.394847,630
2151,16,3,4,1,57600,0,0.407218,895
2152,16,3,4,2,460800,0,0.426407,618
2153,16,3,4,2,230400,0,0.397671,701
2154,16,3,4,2,115200,0,0.392431,865
2155,16,3,4,2,57600,0,0.397216,1257
2156,16,3,4,3,460800,0,0.422579,628
2157,16,3,4,3,230400,0,0.405399,699
2158,16,3,4,3,115200,0,0.400494,934
2159,16,3,4,3,57600,0,0.418224,1145
2160,16,3,4,4,460800,0,0.42448,832
2161,16,3,4,4,115200,0,0.437589,1276
2162,16,3,4,4,57600,0,0.409768,1692
2163,16,3,4,5,460800,0,0.429566,727
2164,16,3,4,5,230400,0,0.425809,835
2165,16,3,4,5,115200,0,0.416047,1206
2166,16,3,4,5,57600,0,0.418296,1341
2167,16,3,5,1,460800,0,0.455008,542
2168,16,3,5,1,230400,0,0.449325,644
2169,16,3,5,1,115200,0,0.420694,888
2170,16,3,5,1,57600,0,0.396233,1295
2171,16,3,5,2,460800,0,0.411207,846
2172,16,3,5,2,230400,0,0.417133,932
2173,16,3,5,2,115200,0,0.417694,1285
2174,16,3,5,2,57600,0,0.399354,2018
2175,16,3,5,3,460800,0,0.450911,864
2176,16,3,5,3,230400,0,0.41884,962
2177,16,3,5,3,115200,0,0.444789,1280
2178,16,3,5,3,57600,0,0.416182,2397
2179,16,3,5,4,460800,0,0.409907,1283
2180,16,3,5,4,230400,0,0.426975,1399
2181,16,3,5,4,115200,0,0.416563,2082
2182,16,3,5,5,460800,0,0.42445,1025
2183,16,3,5,5,115200,0,0.448911,1448
2184,16,4,1,1,460800,0,0.392429,351
2185,16,4,1,1,230400,0,0.371919,380
2186,16,4,1,1,115200,0,0.378479,448
2187,16,4,1,1,57600,0,0.36809,590
2188,16,4,1,2,460800,0,0.368694,457
2189,16,4,1,2,230400,0,0.376128,503
2190,16,4,1,2,115200,0,0.386674,583
2191,16,4,1,2,57600,0,0.386294,765
2192,16,4,1,3,460800,0,0.4019,430
2193,16,4,1,3,230400,0,0.374673,509
2194,16,4,1,3,115200,0,0.39637,533
2195,16,4,1,3,57600,0,0.406558,762
2196,16,4,1,4,460800,0,0.429775,662
2197,16,4,1,4,230400,0,0.405575,721
2198,16,4,1,4,115200,0,0.423865,825
2199,16,4,1,4,57600,0,0.371727,1053
2200,16,4,1,5,460800,0,0.402886,582
2201,16,4,1,5,230400,0,0.388488,624
2202,16,4,1,5,115200,0,0.415022,661
2203,16,4,1,5,57600,0,0.419052,798
2204,16,4,2,1,460800,0,0.398904,413
2205,16,4,2,1,230400,0,0.379514,447
2206,16,4,2,1,115200,0,0.361869,513
2207,16,4,2,1,57600,0,0.362355,742
2208,16,4,2,2,460800,0,0.398197,496
2209,16,4,2,2,230400,0,0.371586,559
2210,16,4,2,2,115200,0,0.407164,668
2211,16,4,2,2,57600,0,0.38879,968
2212,16,4,2,3,460800,0,0.387906,511
2213,16,4,2,3,230400,0,0.393361,561
2214,16,4,2,3,115200,0,0.367501,627
2215,16,4,2,3,57600,0,0.384815,1062
2216,16,4,2,4,460800,0,0.365434,705
2217,16,4,2,4,230400,0,0.370048,789
2218,16,4,2,4,115200,0,0.389942,1010
2219,16,4,2,4,57600,0,0.370666,1355
2220,16,4,2,5,460800,0,0.384019,606
2221,16,4,2,5,230400,0,0.382407,667
2222,16,4,2,5,115200,0,0.378322,730
2223,16,4,2,5,57600,0,0.381789,1054
2224,16,4,3,1,460800,0,0.395207,464
2225,16,4,3,1,230400,0,0.384022,552
2226,16,4,3,1,115200,0,0.416778,706
2227,16,4,3,1,57600,0,0.420203,1041
2228,16,4,3,2,460800,0,0.393606,659
2229,16,4,3,2,230400,0,0.389114,754
2230,16,4,3,2,115200,0,0.397253,996
2231,16,4,3,2,57600,0,0.36472,1515
2232,16,4,3,3,460800,0,0.424583,677
2233,16,4,3,3,230400,0,0.409884,744
2234,16,4,3,3,115200,0,0.398588,969
2235,16,4,3,3,57600,0,0.445175,1591
2236,16,4,3,4,460800,0,0.408773,1035
2237,16,4,3,4,230400,0,0.389431,1129
2238,16,4,3,4,115200,0,0.389853,1494
2239,16,4,3,4,57600,0,0.377669,2092
2240,16,4,3,5,460800,0,0.429609,796
2241,16,4,3,5,230400,0,0.404725,949
2242,16,4,3,5,115200,0,0.412041,1187
2243,16,4,3,5,57600,0,0.437437,1586
2244,16,4,4,1,460800,0,0.396239,429
2245,16,4,4,1,230400,0,0.364221,460
2246,16,4,4,1,115200,0,0.368146,602
2247,16,4,4,1,57600,0,0.361655,904
2248,16,4,4,2,460800,0,0.373234,567
2249,16,4,4,2,230400,0,0.379879,650
2250,16,4,4,2,115200,0,0.378234,885
2251,16,4,4,2,57600,0,0.371918,1221
2252,16,4,4,3,460800,0,0.378169,621
2253,16,4,4,3,230400,0,0.389156,735
2254,16,4,4,3,115200,0,0.400976,934
2255,16,4,4,3,57600,0,0.380647,1197
2256,16,4,4,4,460800,0,0.433711,868
2257,16,4,4,4,230400,0,0.422156,968
2258,16,4,4,4,115200,0,0.408146,1285
2259,16,4,4,4,57600,0,0.37734,1989
2260,16,4,4,5,460800,0,0.406963,642
2261,16,4,4,5,230400,0,0.386941,763
2262,16,4,4,5,115200,0,0.424003,988
2263,16,4,4,5,57600,0,0.386546,1384
2264,16,4,5,1,460800,0,0.408685,551
2265,16,4,5,1,230400,0,0.394489,621
2266,16,4,5,1,115200,0,0.393101,873
2267,16,4,5,1,57600,0,0.424493,1321
2268,16,4,5,2,460800,0,0.409088,866
2269,16,4,5,2,230400,0,0.405864,928
2270,16,4,5,2,115200,0,0.414081,1274
2271,16,4,5,2,57600,0,0.387481,2040
2272,16,4,5,3,460800,0,0.403266,890
2273,16,4,5,3,230400,0,0.382062,947
2274,16,4,5,3,115200,0,0.406558,1264
2275,16,4,5,3,57600,0,0.390347,2296
2276,16,4,5,4,460800,0,0.392636,1257
2277,16,4,5,4,230400,0,0.383211,1335
2278,16,4,5,4,115200,0,0.386189,2011
2279,16,4,5,5,460800,0,0.394444,1097
2280,16,4,5,5,115200,0,0.388242,1708
2281,16,5,1,1,460800,0,0.440719,364
2282,16,5,1,1,230400,0,0.427773,427
2283,16,5,1,1,115200,0,0.427748,460
2284,16,5,1,1,57600,0,0.429275,696
2285,16,5,1,2,460800,0,0.427372,517
2286,16,5,1,2,230400,0,0.426045,542
2287,16,5,1,2,115200,0,0.412873,642
2288,16,5,1,2,57600,0,0.43864,840
2289,16,5,1,3,460800,0,0.442021,606
2290,16,5,1,3,230400,0,0.43814,619
2291,16,5,1,3,115200,0,0.423866,744
2292,16,5,1,3,57600,0,0.43223,896
2293,16,5,1,4,460800,0,0.459937,851
2294,16,5,1,4,230400,0,0.455982,848
2295,16,5,1,4,115200,0,0.420906,1000
2296,16,5,1,4,57600,0,0.427766,1277
2297,16,5,1,5,460800,0,0.450159,766
2298,16,5,1,5,230400,0,0.443198,824
2299,16,5,1,5,115200,0,0.451436,826
2300,16,5,1,5,57600,0,0.427698,1178
2301,16,5,2,1,460800,0,0.416515,438
2302,16,5,2,1,230400,0,0.42156,486
2303,16,5,2,1,115200,0,0.428956,606
2304,16,5,2,1,57600,0,0.440284,800
2305,16,5,2,2,460800,0,0.424207,615
2306,16,5,2,2,230400,0,0.451612,663
2307,16,5,2,2,115200,0,0.422005,784
2308,16,5,2,2,57600,0,0.431602,1036
2309,16,5,2,3,460800,0,0.441125,686
2310,16,5,2,3,230400,0,0.439096,725
2311,16,5,2,3,115200,0,0.428634,888
2312,16,5,2,3,57600,0,0.613444,1154
2313,16,5,2,4,460800,0,0.44047,867
2314,16,5,2,4,230400,0,0.431172,1011
2315,16,5,2,4,115200,0,0.431444,1113
2316,16,5,2,4,57600,0,0.435277,1529
2317,16,5,2,5,460800,0,0.428585,854
2318,16,5,2,5,230400,0,0.428758,954
2319,16,5,2,5,115200,0,0.430242,1053
2320,16,5,2,5,57600,0,0.447852,1778
2321,16,5,3,1,460800,0,0.427687,532
2322,16,5,3,1,230400,0,0.448617,575
2323,16,5,3,1,115200,0,0.419823,764
2324,16,5,3,1,57600,0,0.4083,1068
2325,16,5,3,2,460800,0,0.42928,769
2326,16,5,3,2,230400,0,0.460588,881
2327,16,5,3,2,115200,0,0.440554,1182
2328,16,5,3,2,57600,0,0.461634,1632
2329,16,5,3,3,460800,0,0.467806,782
2330,16,5,3,3,230400,0,0.42821,907
2331,16,5,3,3,115200,0,0.419898,1070
2332,16,5,3,3,57600,0,0.423855,1573
2333,16,5,3,4,460800,0,0.424096,1215
2334,16,5,3,4,230400,0,0.440793,1341
2335,16,5,3,4,115200,0,0.432482,1690
2336,16,5,3,4,57600,0,0.414069,2382
2337,16,5,3,5,460800,0,0.456233,1011
2338,16,5,3,5,230400,0,0.4579,1166
2339,16,5,3,5,115200,0,0.413128,1407
2340,16,5,3,5,57600,0,0.445382,2443
2341,16,5,4,1,460800,0,0.445292,497
2342,16,5,4,1,230400,0,0.432388,552
2343,16,5,4,1,115200,0,0.430618,700
2344,16,5,4,1,57600,0,0.414198,955
2345,16,5,4,2,460800,0,0.424325,711
2346,16,5,4,2,230400,0,0.421843,789
2347,16,5,4,2,115200,0,0.420909,969
2348,16,5,4,2,57600,0,0.409258,1243
2349,16,5,4,3,460800,0,0.434649,724
2350,16,5,4,3,230400,0,0.439491,811
2351,16,5,4,3,115200,0,0.406505,1055
2352,16,5,4,3,57600,0,0.432363,1323
2353,16,5,4,4,460800,0,0.45619,975
2354,16,5,4,4,230400,0,0.427462,1166
2355,16,5,4,4,115200,0,0.457198,1400
2356,16,5,4,4,57600,0,0.410603,2029
2357,16,5,4,5,460800,0,0.43197,944
2358,16,5,4,5,230400,0,0.460876,1062
2359,16,5,4,5,57600,0,0.443006,1756
2360,16,5,5,1,460800,0,0.450986,606
2361,16,5,5,1,230400,0,0.464382,699
2362,16,5,5,1,115200,0,0.439292,981
2363,16,5,5,1,57600,0,0.399602,1386
2364,16,5,5,2,460800,0,0.460501,926
2365,16,5,5,2,230400,0,0.451436,1056
2366,16,5,5,2,115200,0,0.432756,1416
2367,16,5,5,2,57600,0,0.429826,2182
2368,16,5,5,3,460800,0,0.45374,916
2369,16,5,5,3,230400,0,0.431103,904
2370,16,5,5,3,115200,0,0.463832,1250
2371,16,5,5,3,57600,0,0.445176,1974
2372,16,5,5,4,460800,0,0.42699,1264
2373,16,5,5,4,230400,0,0.423435,1359
2374,16,5,5,4,115200,0,0.435076,1775
2375,16,5,5,5,460800,0,0.438165,960
2376,16,5,5,5,115200,0,0.426245,1539
2377,32,1,1,1,460800,0,0.523444,312
2378,32,1,1,1,230400,0,0.532323,337
2379,32,1,1,1,115200,0,0.524733,444
2380,32,1,1,1,57600,0,0.548674,494
2381,32,1,1,2,460800,0,0.479899,378
2382,32,1,1,2,230400,0,0.527576,419
2383,32,1,1,2,115200,0,0.507679,482
2384,32,1,1,2,57600,0,0.565435,602
2385,32,1,1,3,460800,0,0.516733,364
2386,32,1,1,3,230400,0,0.482654,410
2387,32,1,1,3,115200,0,0.498888,457
2388,32,1,1,3,57600,0,0.477555,632
2389,32,1,1,4,460800,0,0.510848,469
2390,32,1,1,4,230400,0,0.511492,501
2391,32,1,1,4,115200,0,0.497722,600
2392,32,1,1,4,57600,0,0.527343,849
2393,32,1,1,5,460800,0,0.485672,404
2394,32,1,1,5,230400,0,0.483533,457
2395,32,1,1,5,115200,0,0.488221,493
2396,32,1,1,5,57600,0,0.488339,640
2397,32,1,2,1,460800,0,0.492121,356
2398,32,1,2,1,230400,0,0.513868,393
2399,32,1,2,1,115200,0,0.487482,485
2400,32,1,2,1,57600,0,0.489859,713
2401,32,1,2,2,460800,0,0.48809,448
2402,32,1,2,2,230400,0,0.514216,508
2403,32,1,2,2,115200,0,0.494673,632
2404,32,1,2,2,57600,0,0.472926,920
2405,32,1,2,3,460800,0,0.508591,432
2406,32,1,2,3,230400,0,0.499689,495
2407,32,1,2,3,115200,0,0.501516,569
2408,32,1,2,3,57600,0,0.572585,863
2409,32,1,2,4,460800,0,0.514247,557
2410,32,1,2,4,230400,0,0.490793,613
2411,32,1,2,4,115200,0,0.508448,849
2412,32,1,2,4,57600,0,0.507057,1214
2413,32,1,2,5,460800,0,0.50862,478
2414,32,1,2,5,230400,0,0.51813,535
