n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2
692,4,2,4,4,2,0.701521,4717
693,4,2,4,4,4,0.669486,5691
694,4,2,4,4,8,0.684836,6180
695,4,2,4,4,16,0.64646,6993
696,4,2,4,4,32,0.677411,9623
697,4,2,4,5,2,0.69957,5464
698,4,2,4,5,4,0.761135,6438
699,4,2,4,5,8,0.704742,7326
700,4,2,4,5,16,0.7437,8203
701,4,2,4,5,32,0.75638,11496
702,4,3,1,1,2,0.665507,1810
703,4,3,1,1,4,0.649406,1920
704,4,3,1,1,8,0.684245,1941
705,4,3,1,1,16,0.685751,1959
706,4,3,1,1,32,0.675865,2226
707,4,3,1,1,64,0.622477,2321
708,4,3,1,1,128,0.636978,2696
709,4,3,1,2,2,0.669377,2646
710,4,3,1,2,4,0.728955,2839
711,4,3,1,2,8,0.687166,2688
712,4,3,1,2,16,0.730367,2817
713,4,3,1,2,32,0.675777,3092
714,4,3,1,2,64,0.731684,3676
715,4,3,1,2,128,0.66053,4359
716,4,3,1,3,2,0.830188,3025
717,4,3,1,3,4,0.820985,3254
718,4,3,1,3,8,0.854503,3294
719,4,3,1,3,16,0.8422,3473
720,4,3,1,3,32,0.820501,4000
721,4,3,1,3,64,0.810136,4684
722,4,3,1,3,128,0.847431,6065
723,4,3,1,4,2,0.8749,3582
724,4,3,1,4,4,0.868308,3934
725,4,3,1,4,8,0.828077,4043
726,4,3,1,4,16,0.826817,4405
727,4,3,1,4,32,0.863073,5043
728,4,3,1,4,64,0.851828,6120
729,4,3,1,4,128,0.831664,7238
730,4,3,1,5,2,0.88812,4309
731,4,3,1,5,4,0.842983,4781
732,4,3,1,5,8,0.868167,4924
733,4,3,1,5,16,0.887733,5619
734,4,3,1,5,32,0.842014,5912
735,4,3,1,5,64,0.874366,6902
736,4,3,1,5,128,0.86313,9158
737,4,3,2,1,2,0.584158,1958
738,4,3,2,1,4,0.593411,2116
739,4,3,2,1,8,0.554582,2137
740,4,3,2,1,16,0.602664,2285
741,4,3,2,1,32,0.577066,2692
742,4,3,2,1,64,0.589,3003
743,4,3,2,1,128,0.563144,3799
744,4,3,2,2,2,0.651494,2837
745,4,3,2,2,4,0.714508,3435
746,4,3,2,2,8,0.66688,3398
747,4,3,2,2,16,0.666794,3420
748,4,3,2,2,32,0.605854,4033
749,4,3,2,2,64,0.625994,4767
750,4,3,2,2,128,0.650197,6582
751,4,3,2,3,2,0.75554,3489
752,4,3,2,3,4,0.76223,3914
753,4,3,2,3,8,0.737345,4035
754,4,3,2,3,16,0.774181,4349
755,4,3,2,3,32,0.756165,5466
756,4,3,2,3,64,0.79755,6675
757,4,3,2,3,128,0.769454,9207
758,4,3,2,4,2,0.805687,4263
759,4,3,2,4,4,0.793285,4632
760,4,3,2,4,8,0.797657,4925
761,4,3,2,4,16,0.811755,5269
762,4,3,2,4,32,0.776333,6796
763,4,3,2,4,64,0.79159,8317
764,4,3,2,5,2,0.787381,5243
765,4,3,2,5,4,0.807981,5957
766,4,3,2,5,8,0.838481,6219
767,4,3,2,5,16,0.814938,6572
768,4,3,2,5,32,0.790859,8205
769,4,3,2,5,64,0.781941,10266
770,4,3,3,1,2,0.80302,2387
771,4,3,3,1,4,0.601054,2349
772,4,3,3,1,8,0.620373,2472
773,4,3,3,1,16,0.586766,2482
774,4,3,3,1,32,0.595033,3121
775,4,3,3,1,64,0.580836,3699
776,4,3,3,1,128,0.601143,5080
777,4,3,3,2,2,0.864626,3494
778,4,3,3,2,4,0.660257,3589
779,4,3,3,2,8,0.694657,3773
780,4,3,3,2,16,0.661694,4009
781,4,3,3,2,32,0.695466,4842
782,4,3,3,2,64,0.710375,6153
783,4,3,3,2,128,0.699328,8846
784,4,3,3,3,2,1.039655,4557
785,4,3,3,3,4,0.786665,4483
786,4,3,3,3,8,0.780555,4587
787,4,3,3,3,16,0.80268,5319
788,4,3,3,3,32,0.785369,6679
789,4,3,3,3,64,0.77065,8603
790,4,3,3,4,2,1.064515,5867
791,4,3,3,4,4,0.852719,5448
792,4,3,3,4,8,0.855429,5928
793,4,3,3,4,16,0.830016,6937
794,4,3,3,4,32,0.818618,8365
795,4,3,3,4,64,0.808808,10944
796,4,3,3,5,2,1.022266,6722
797,4,3,3,5,4,0.811014,6674
798,4,3,3,5,8,0.809163,7157
799,4,3,3,5,16,0.832766,8007
800,4,3,3,5,32,0.88099,10649
801,4,3,4,1,2,0.5426,2218
802,4,3,4,1,4,0.537927,2459
803,4,3,4,1,8,0.558391,2664
804,4,3,4,1,16,0.536719,2846
805,4,3,4,1,32,0.537283,3259
806,4,3,4,1,64,0.536638,4106
807,4,3,4,1,128,0.585299,6060
808,4,3,4,2,2,0.607648,3097
809,4,3,4,2,4,0.577692,3880
810,4,3,4,2,8,0.585423,3918
811,4,3,4,2,16,0.688093,4460
812,4,3,4,2,32,0.588,5682
813,4,3,4,2,64,0.610949,7433
814,4,3,4,2,128,0.688254,10904
815,4,3,4,3,2,0.70453,4325
816,4,3,4,3,4,0.73526,4910
817,4,3,4,3,8,0.738424,5230
818,4,3,4,3,16,0.734177,5826
819,4,3,4,3,32,0.760243,7783
820,4,3,4,3,64,0.72485,10366
821,4,3,4,4,2,0.718133,5334
822,4,3,4,4,4,0.741032,5896
823,4,3,4,4,8,0.70864,6567
824,4,3,4,4,16,0.731789,7484
825,4,3,4,4,32,0.747361,9840
826,4,3,4,5,2,0.736918,6631
827,4,3,4,5,4,0.716434,7841
828,4,3,4,5,8,0.739666,7931
829,4,3,4,5,16,0.724261,8953
830,4,4,1,1,2,0.656027,2062
831,4,4,1,1,4,0.659038,2185
832,4,4,1,1,8,0.697893,2126
833,4,4,1,1,16,0.806839,2202
834,4,4,1,1,32,0.66186,2247
835,4,4,1,1,64,0.719438,2496
836,4,4,1,1,128,0.664494,2913
837,4,4,1,2,2,0.718021,3200
838,4,4,1,2,4,0.735252,3212
839,4,4,1,2,8,0.817829,3252
840,4,4,1,2,16,0.708824,3191
841,4,4,1,2,32,0.767199,3538
842,4,4,1,2,64,0.719473,3900
843,4,4,1,2,128,0.709502,4837
844,4,4,1,3,2,0.861375,3656
845,4,4,1,3,4,0.82198,3711
846,4,4,1,3,8,0.884509,3938
847,4,4,1,3,16,0.866021,3995
848,4,4,1,3,32,0.810752,4404
849,4,4,1,3,64,0.844727,4911
850,4,4,1,3,128,0.905514,6283
851,4,4,1,4,2,0.884184,4660
852,4,4,1,4,4,0.838076,4686
853,4,4,1,4,8,0.867232,5035
854,4,4,1,4,16,0.897067,4701
855,4,4,1,4,32,0.847859,5366
856,4,4,1,4,64,0.850184,6218
857,4,4,1,4,128,0.83333,8144
858,4,4,1,5,2,0.84696,4888
859,4,4,1,5,4,0.855477,5376
860,4,4,1,5,8,0.861768,5528
861,4,4,1,5,16,0.881512,5735
862,4,4,1,5,32,0.860703,6605
863,4,4,1,5,64,0.907547,7767
864,4,4,2,1,2,0.603857,2099
865,4,4,2,1,4,0.610855,2331
866,4,4,2,1,8,0.612238,2254
867,4,4,2,1,16,0.589601,2404
868,4,4,2,1,32,0.620619,2682
869,4,4,2,1,64,0.600141,3140
870,4,4,2,1,128,0.609041,3980
871,4,4,2,2,2,0.654908,3186
872,4,4,2,2,4,0.745729,3429
873,4,4,2,2,8,0.645015,3602
874,4,4,2,2,16,0.720239,3670
875,4,4,2,2,32,0.659008,4267
876,4,4,2,2,64,0.697511,5338
877,4,4,2,2,128,0.668634,7186
878,4,4,2,3,2,0.776367,3677
879,4,4,2,3,4,0.795081,4308
880,4,4,2,3,8,0.78403,4333
881,4,4,2,3,16,0.782694,4650
882,4,4,2,3,32,0.775475,5701
883,4,4,2,3,64,0.75792,6845
884,4,4,2,4,2,0.813552,4838
885,4,4,2,4,4,0.745087,5506
886,4,4,2,4,8,0.804192,6238
887,4,4,2,4,16,0.799021,5945
888,4,4,2,4,32,0.804637,7162
889,4,4,2,4,64,0.809986,8694
890,4,4,2,5,2,0.777792,5989
891,4,4,2,5,4,0.80185,6521
892,4,4,2,5,8,0.765496,6554
893,4,4,2,5,16,0.819938,7170
894,4,4,2,5,32,0.809246,8869
895,4,4,3,1,2,0.837065,2557
896,4,4,3,1,4,0.638248,2435
897,4,4,3,1,8,0.654228,2555
898,4,4,3,1,16,0.643275,2772
899,4,4,3,1,32,0.649829,3240
900,4,4,3,1,64,0.603143,3805
901,4,4,3,1,128,0.633669,5226
902,4,4,3,2,2,0.89016,3832
903,4,4,3,2,4,0.815723,4380
904,4,4,3,2,8,0.712671,4086
905,4,4,3,2,16,0.704715,4392
906,4,4,3,2,32,0.66984,5360
907,4,4,3,2,64,0.718776,6541
908,4,4,3,2,128,0.802957,9659
909,4,4,3,3,2,1.045487,5019
910,4,4,3,3,4,0.818293,4817
911,4,4,3,3,8,0.793874,5050
912,4,4,3,3,16,0.794614,6101
913,4,4,3,3,32,0.794337,7051
914,4,4,3,3,64,0.81561,9067
915,4,4,3,4,2,1.080316,6275
916,4,4,3,4,4,0.800302,6269
917,4,4,3,4,8,0.832881,6598
918,4,4,3,4,16,0.814865,7219
919,4,4,3,4,32,0.815145,9425
920,4,4,3,5,4,0.877392,8076
921,4,4,3,5,8,0.814873,7701
922,4,4,3,5,16,0.84197,9087
923,4,4,4,1,2,0.567919,2358
924,4,4,4,1,4,0.560031,2514
925,4,4,4,1,8,0.557617,2731
926,4,4,4,1,16,0.575002,3050
927,4,4,4,1,32,0.576531,3454
928,4,4,4,1,64,0.566551,4308
929,4,4,4,1,128,0.602931,6141
930,4,4,4,2,2,0.663048,3662
931,4,4,4,2,4,0.64058,4210
932,4,4,4,2,8,0.64499,4352
933,4,4,4,2,16,0.702408,4882
934,4,4,4,2,32,0.683185,6109
935,4,4,4,2,64,0.632591,7909
936,4,4,4,3,2,0.734831,4359
937,4,4,4,3,4,0.717692,5456
938,4,4,4,3,8,0.771357,5604
939,4,4,4,3,16,0.714697,6423
940,4,4,4,3,32,0.7543,8193
941,4,4,4,3,64,0.709788,11439
942,4,4,4,4,2,0.728452,6058
943,4,4,4,4,4,0.738768,7250
944,4,4,4,4,8,0.766472,6970
945,4,4,4,4,16,0.744592,8267
946,4,4,4,4,32,0.765474,10476
947,4,4,4,5,2,0.781827,6956
948,4,4,4,5,4,0.780829,7985
949,4,4,4,5,8,0.745057,8537
950,4,4,4,5,16,0.726505,9671
951,4,5,1,1,2,0.821336,2301
952,4,5,1,1,4,0.899874,2419
953,4,5,1,1,8,0.835182,2368
954,4,5,1,1,16,0.830644,2593
955,4,5,1,1,32,0.84449,2562
956,4,5,1,1,64,0.835764,2805
957,4,5,1,1,128,0.77177,3112
958,4,5,1,2,2,1.039521,3042
959,4,5,1,2,4,1.09615,3216
960,4,5,1,2,8,1.010064,3244
961,4,5,1,2,16,1.108654,3364
962,4,5,1,2,32,1.021606,3689
963,4,5,1,2,64,1.03375,4119
964,4,5,1,2,128,1.037357,4848
965,4,5,1,3,2,1.073312,4106
966,4,5,1,3,4,1.058405,4414
967,4,5,1,3,8,1.073672,4411
968,4,5,1,3,16,1.061771,4748
969,4,5,1,3,32,1.054558,5399
970,4,5,1,3,64,1.082328,5694
971,4,5,1,3,128,1.085574,6884
972,4,5,1,4,2,1.087533,5205
973,4,5,1,4,4,1.083684,5375
974,4,5,1,4,8,1.148159,5308
975,4,5,1,4,16,1.097758,5701
976,4,5,1,4,32,1.074181,6254
977,4,5,1,4,64,1.077429,7141
978,4,5,1,5,2,1.109644,6015
979,4,5,1,5,8,1.103272,6821
980,4,5,1,5,16,1.085001,6717
981,4,5,1,5,32,1.056511,7583
982,4,5,1,5,64,1.091973,8501
983,4,5,2,1,2,0.803854,2421
984,4,5,2,1,4,0.833848,2636
985,4,5,2,1,8,0.86482,2533
986,4,5,2,1,16,0.748214,2656
987,4,5,2,1,32,0.761798,3039
988,4,5,2,1,64,0.758538,3361
989,4,5,2,1,128,0.766145,4208
990,4,5,2,2,2,1.025681,3287
991,4,5,2,2,4,0.984037,3551
992,4,5,2,2,8,0.96389,3767
993,4,5,2,2,16,1.005422,4008
994,4,5,2,2,32,0.98944,4594
995,4,5,2,2,64,0.937103,5778
996,4,5,2,2,128,1.008798,7254
997,4,5,2,3,2,1.000693,4406
998,4,5,2,3,4,0.987639,5043
999,4,5,2,3,8,0.964906,5595
1000,4,5,2,3,16,0.974922,5860
1001,4,5,2,3,32,1.004857,6959
1002,4,5,2,3,64,1.024664,7668
1003,4,5,2,3,128,0.989665,10228
1004,4,5,2,4,2,0.98004,5484
1005,4,5,2,4,4,1.019102,6615
1006,4,5,2,4,8,0.997601,6324
1007,4,5,2,4,16,1.018989,6858
1008,4,5,2,4,32,1.028333,7985
1009,4,5,2,4,64,0.987019,9662
1010,4,5,2,5,2,1.00938,6828
1011,4,5,2,5,4,1.016581,7602
1012,4,5,2,5,8,1.032223,7906
1013,4,5,2,5,16,1.023896,8392
1014,4,5,2,5,32,1.001953,10029
1015,4,5,3,1,2,0.964712,2660
1016,4,5,3,1,4,0.766325,2837
1017,4,5,3,1,8,0.795907,2951
1018,4,5,3,1,16,0.763076,2939
1019,4,5,3,1,32,0.802406,3400
1020,4,5,3,1,64,0.755232,4168
1021,4,5,3,1,128,0.803975,5503
1022,4,5,3,2,2,1.24199,4018
1023,4,5,3,2,4,1.037463,4058
1024,4,5,3,2,8,1.030855,4182
1025,4,5,3,2,16,0.977411,4598
1026,4,5,3,2,32,1.030623,5478
1027,4,5,3,2,64,0.988772,6847
1028,4,5,3,2,128,1.023899,9445
1029,4,5,3,3,2,1.272492,5671
1030,4,5,3,3,4,1.044883,6210
1031,4,5,3,3,8,1.011267,6120
1032,4,5,3,3,16,1.009296,6791
1033,4,5,3,3,32,1.050679,7780
1034,4,5,3,3,64,1.084295,9586
1035,4,5,3,4,4,1.035448,7151
1036,4,5,3,4,8,1.019683,7410
1037,4,5,3,4,16,1.016063,8507
1038,4,5,3,4,32,1.028208,9990
1039,4,5,3,5,4,1.0689,8536
1040,4,5,3,5,8,1.029491,8855
1041,4,5,4,1,2,0.795461,2597
1042,4,5,4,1,4,0.790631,2930
1043,4,5,4,1,8,0.812108,3117
1044,4,5,4,1,16,0.714178,3232
1045,4,5,4,1,32,0.739868,3861
1046,4,5,4,1,64,0.715411,4702
1047,4,5,4,1,128,0.760522,6374
1048,4,5,4,2,2,0.955262,3686
1049,4,5,4,2,4,0.946731,4173
1050,4,5,4,2,8,0.94705,4524
1051,4,5,4,2,16,0.928815,4890
1052,4,5,4,2,32,0.917299,6383
1053,4,5,4,2,64,0.92455,7960
1054,4,5,4,3,2,0.935848,5143
1055,4,5,4,3,4,0.989587,6165
1056,4,5,4,3,8,0.913137,6361
1057,4,5,4,3,16,0.916655,7545
1058,4,5,4,3,32,0.934248,8876
1059,4,5,4,3,64,0.975192,11352
1060,4,5,4,4,2,0.929501,6701
1061,4,5,4,4,4,0.942082,8406
1062,4,5,4,4,8,0.947946,8152
1063,4,5,4,4,16,0.978759,8927
1064,4,5,4,5,2,0.97947,7985
1065,4,5,4,5,4,1.014866,9308
1066,4,5,4,5,8,0.939276,9509
1067,8,1,1,1,2,0.507138,1367
1068,8,1,1,1,4,0.509604,1260
1069,8,1,1,1,8,0.516387,1341
1070,8,1,1,1,16,0.499034,1459
1071,8,1,1,1,32,0.524492,1648
1072,8,1,1,1,64,0.505552,1826
1073,8,1,1,1,128,0.560785,2204
1074,8,1,1,2,2,0.623377,1909
1075,8,1,1,2,4,0.620069,2077
1076,8,1,1,2,8,0.602204,2037
1077,8,1,1,2,16,0.612034,2229
1078,8,1,1,2,32,0.649843,2446
1079,8,1,1,2,64,0.605418,2883
1080,8,1,1,2,128,0.603149,3668
1081,8,1,1,3,2,0.637229,2214
1082,8,1,1,3,4,0.673428,2460
1083,8,1,1,3,8,0.651406,2547
1084,8,1,1,3,16,0.618325,2742
1085,8,1,1,3,32,0.620027,3065
1086,8,1,1,3,64,0.647058,3850
1087,8,1,1,3,128,0.662181,5180
1088,8,1,1,4,2,0.668252,2667
1089,8,1,1,4,4,0.717195,2813
1090,8,1,1,4,8,0.658217,2776
1091,8,1,1,4,16,0.737264,3143
1092,8,1,1,4,32,0.648656,3655
1093,8,1,1,4,64,0.692865,4465
1094,8,1,1,4,128,0.657176,6435
1095,8,1,1,5,2,0.700895,2886
1096,8,1,1,5,4,0.677456,3262
1097,8,1,1,5,8,0.696642,3476
1098,8,1,1,5,16,0.664602,3782
1099,8,1,1,5,32,0.690404,4465
1100,8,1,1,5,64,0.767903,5367
1101,8,1,1,5,128,0.696169,7865
1102,8,1,2,1,2,0.471689,1508
1103,8,1,2,1,4,0.454642,1537
1104,8,1,2,1,8,0.4503,1645
1105,8,1,2,1,16,0.453757,1750
1106,8,1,2,1,32,0.453918,2172
1107,8,1,2,1,64,0.454481,2573
1108,8,1,2,1,128,0.50514,3415
1109,8,1,2,2,2,0.58862,2040
1110,8,1,2,2,4,0.57898,2335
1111,8,1,2,2,8,0.555967,2543
1112,8,1,2,2,16,0.55918,2693
1113,8,1,2,2,32,0.550409,3430
1114,8,1,2,2,64,0.571946,4069
1115,8,1,2,2,128,0.569948,5936
1116,8,1,2,3,2,0.63321,2697
1117,8,1,2,3,4,0.638681,3140
1118,8,1,2,3,8,0.588924,3231
1119,8,1,2,3,16,0.626437,3603
1120,8,1,2,3,32,0.583453,4523
1121,8,1,2,3,64,0.566607,5644
1122,8,1,2,3,128,0.648406,8344
1123,8,1,2,4,2,0.651476,3157
1124,8,1,2,4,4,0.713617,3617
1125,8,1,2,4,8,0.758375,3895
1126,8,1,2,4,16,0.637831,4360
1127,8,1,2,4,32,0.614366,5567
1128,8,1,2,4,64,0.693541,7239
1129,8,1,2,4,128,0.670162,10703
1130,8,1,2,5,2,0.623621,3481
1131,8,1,2,5,4,0.612681,4475
1132,8,1,2,5,8,0.621537,4590
1133,8,1,2,5,16,0.606255,5331
1134,8,1,2,5,32,0.601913,6683
1135,8,1,2,5,64,0.614765,8800
1136,8,1,3,1,2,0.758231,1801
1137,8,1,3,1,4,0.512634,1732
1138,8,1,3,1,8,0.509268,1946
1139,8,1,3,1,16,0.482339,2046
1140,8,1,3,1,32,0.525113,2498
1141,8,1,3,1,64,0.469942,3140
1142,8,1,3,1,128,0.516985,4445
1143,8,1,3,2,2,0.876439,2786
1144,8,1,3,2,4,0.644869,2833
1145,8,1,3,2,8,0.595202,2992
1146,8,1,3,2,16,0.617778,3280
1147,8,1,3,2,32,0.584933,4210
1148,8,1,3,2,64,0.650092,5443
1149,8,1,3,2,128,0.639646,8169
1150,8,1,3,3,2,0.912321,3798
1151,8,1,3,3,4,0.636058,3660
1152,8,1,3,3,8,0.648098,3864
1153,8,1,3,3,16,0.643937,4464
1154,8,1,3,3,32,0.613396,5958
1155,8,1,3,3,64,0.633226,7697
1156,8,1,3,4,2,0.920616,4665
1157,8,1,3,4,4,0.628852,4301
1158,8,1,3,4,8,0.703074,4791
1159,8,1,3,4,16,0.726899,5369
1160,8,1,3,4,32,0.693154,7257
1161,8,1,3,4,64,0.657194,9946
1162,8,1,3,5,4,0.661427,5200
1163,8,1,3,5,8,0.615662,5629
1164,8,1,3,5,16,0.634074,6619
1165,8,1,3,5,32,0.689665,8961
1166,8,1,3,5,64,0.680547,12203
1167,8,1,4,1,2,0.453517,1745
1168,8,1,4,1,4,0.436177,1957
1169,8,1,4,1,8,0.445384,2175
1170,8,1,4,1,16,0.435487,2361
1171,8,1,4,1,32,0.472161,2862
1172,8,1,4,1,64,0.477685,3832
1173,8,1,4,1,128,0.533234,5518
1174,8,1,4,2,2,0.541264,2543
1175,8,1,4,2,4,0.572614,3130
1176,8,1,4,2,8,0.550162,3407
1177,8,1,4,2,16,0.536607,3760
1178,8,1,4,2,32,0.537023,4840
1179,8,1,4,2,64,0.565546,6723
1180,8,1,4,2,128,0.600139,10260
1181,8,1,4,3,2,0.563174,3650
1182,8,1,4,3,4,0.585708,4265
1183,8,1,4,3,8,0.599344,4455
1184,8,1,4,3,16,0.584128,5082
1185,8,1,4,3,32,0.584544,6969
1186,8,1,4,3,64,0.612399,9747
1187,8,1,4,4,2,0.596603,4396
1188,8,1,4,4,4,0.598766,5035
1189,8,1,4,4,8,0.644601,5445
1190,8,1,4,4,16,0.688356,6329
1191,8,1,4,4,32,0.579467,8754
1192,8,1,4,4,64,0.629794,12366
1193,8,1,4,5,2,0.584341,5168
1194,8,1,4,5,4,0.592074,6248
1195,8,1,4,5,8,0.636639,6691
1196,8,1,4,5,16,0.62317,7761
1197,8,1,4,5,32,0.651106,11231
1198,8,1,5,1,2,0.75369,2247
1199,8,1,5,1,4,0.468354,2141
1200,8,1,5,1,8,0.521335,2281
1201,8,1,5,1,16,0.462389,2629
1202,8,1,5,1,32,0.449752,3397
1203,8,1,5,1,64,0.492215,4465
1204,8,1,5,1,128,0.571412,6673
1205,8,1,5,2,2,0.859292,3711
1206,8,1,5,2,4,0.561763,3654
1207,8,1,5,2,8,0.567368,3915
1208,8,1,5,2,16,0.56516,4500
1209,8,1,5,2,32,0.583589,5922
1210,8,1,5,2,64,0.640996,8152
1211,8,1,5,3,4,0.590932,4871
1212,8,1,5,3,8,0.636787,5174
1213,8,1,5,3,16,0.622521,6157
1214,8,1,5,3,32,0.644175,8453
1215,8,1,5,3,64,0.6491,11937
1216,8,1,5,4,4,0.653967,5785
1217,8,1,5,4,8,0.602578,6483
1218,8,1,5,4,16,0.594678,7536
1219,8,1,5,4,32,0.644114,10765
1220,8,1,5,5,4,0.63573,7401
1221,8,1,5,5,8,0.631994,8079
1222,8,1,5,5,16,0.668081,9481
1223,8,2,1,1,2,0.610022,1572
1224,8,2,1,1,4,0.628367,1630
1225,8,2,1,1,8,0.646149,1669
1226,8,2,1,1,16,0.635235,1736
1227,8,2,1,1,32,0.615855,1911
1228,8,2,1,1,64,0.634577,2061
1229,8,2,1,1,128,0.604095,2497
1230,8,2,1,2,2,0.679315,2177
1231,8,2,1,2,4,0.713741,2388
1232,8,2,1,2,8,0.658527,2404
1233,8,2,1,2,16,0.705558,2532
1234,8,2,1,2,32,0.684488,2836
1235,8,2,1,2,64,0.670661,3223
1236,8,2,1,2,128,0.659938,4178
1237,8,2,1,3,2,0.669111,2702
1238,8,2,1,3,4,0.690461,3203
1239,8,2,1,3,8,0.66864,2895
1240,8,2,1,3,16,0.687075,3126
1241,8,2,1,3,32,0.67165,3577
1242,8,2,1,3,64,0.669111,4119
1243,8,2,1,3,128,0.751503,5474
1244,8,2,1,4,2,0.79225,3459
1245,8,2,1,4,4,0.752008,3503
1246,8,2,1,4,8,0.731256,3677
1247,8,2,1,4,16,0.712637,3656
1248,8,2,1,4,32,0.721171,4585
1249,8,2,1,4,64,0.819208,5339
1250,8,2,1,4,128,0.790214,7182
1251,8,2,1,5,2,0.85391,3491
1252,8,2,1,5,4,0.914903,3774
1253,8,2,1,5,8,0.871239,4046
1254,8,2,1,5,16,0.852167,4361
1255,8,2,1,5,32,0.85178,5072
1256,8,2,1,5,64,0.831836,6186
1257,8,2,1,5,128,0.876758,8283
1258,8,2,2,1,2,0.553226,1784
1259,8,2,2,1,4,0.552794,1854
1260,8,2,2,1,8,0.55936,1933
1261,8,2,2,1,16,0.55962,2103
1262,8,2,2,1,32,0.562557,2405
1263,8,2,2,1,64,0.564285,2682
1264,8,2,2,1,128,0.559188,3692
1265,8,2,2,2,2,0.647346,2427
1266,8,2,2,2,4,0.653997,2805
1267,8,2,2,2,8,0.619703,2872
1268,8,2,2,2,16,0.64294,3098
1269,8,2,2,2,32,0.592925,3746
1270,8,2,2,2,64,0.60165,4438
1271,8,2,2,2,128,0.634648,6265
1272,8,2,2,3,2,0.62484,3045
1273,8,2,2,3,4,0.635723,3452
1274,8,2,2,3,8,0.673815,3832
1275,8,2,2,3,16,0.618707,3904
1276,8,2,2,3,32,0.611193,4823
1277,8,2,2,3,64,0.627777,6141
1278,8,2,2,3,128,0.681416,8877
1279,8,2,2,4,2,0.6923,3811
1280,8,2,2,4,4,0.696047,4376
1281,8,2,2,4,8,0.750913,4539
1282,8,2,2,4,16,0.7138,4925
1283,8,2,2,4,32,0.666874,6199
1284,8,2,2,4,64,0.750735,8134
1285,8,2,2,5,2,0.751053,3987
1286,8,2,2,5,4,0.816121,4950
1287,8,2,2,5,8,0.781983,5131
1288,8,2,2,5,16,0.746863,5601
1289,8,2,2,5,32,0.772089,7431
1290,8,2,2,5,64,0.766919,9542
1291,8,2,3,1,2,0.856816,2114
1292,8,2,3,1,4,0.592674,2066
1293,8,2,3,1,8,0.585627,2204
1294,8,2,3,1,16,0.590207,2263
1295,8,2,3,1,32,0.586067,2755
1296,8,2,3,1,64,0.566775,3310
1297,8,2,3,1,128,0.606416,4803
1298,8,2,3,2,2,0.924457,3181
1299,8,2,3,2,4,0.655076,3202
1300,8,2,3,2,8,0.599502,3260
1301,8,2,3,2,16,0.634907,3728
1302,8,2,3,2,32,0.661857,4637
1303,8,2,3,2,64,0.596244,5734
1304,8,2,3,2,128,0.644155,8547
1305,8,2,3,3,2,1.040732,4183
1306,8,2,3,3,4,0.645517,4160
1307,8,2,3,3,8,0.650272,4361
1308,8,2,3,3,16,0.627111,4890
1309,8,2,3,3,32,0.694393,6289
1310,8,2,3,3,64,0.646486,8407
1311,8,2,3,4,4,0.695191,5105
1312,8,2,3,4,8,0.702643,5321
1313,8,2,3,4,16,0.700008,6328
1314,8,2,3,5,8,0.803072,6409
1315,8,2,3,5,16,0.797532,6995
1316,8,2,3,5,32,0.791265,9428
1317,8,2,4,1,2,0.596455,2003
1318,8,2,4,1,4,0.562046,2269
1319,8,2,4,1,8,0.55088,2394
1320,8,2,4,1,16,0.551293,2565
1321,8,2,4,1,32,0.531855,3077
1322,8,2,4,1,64,0.545172,3921
1323,8,2,4,1,128,0.573295,5831
1324,8,2,4,2,2,0.570268,2961
1325,8,2,4,2,4,0.605083,3450
1326,8,2,4,2,16,0.603594,4230
1327,8,2,4,3,4,0.626204,4522
1328,8,2,4,3,8,0.666143,5062
1329,8,2,4,3,16,0.657378,5643
1330,8,2,4,3,32,0.658618,7467
1331,8,2,4,3,64,0.677968,10280
1332,8,2,4,4,2,0.689469,5128
1333,8,2,4,4,4,0.695539,5801
1334,8,2,4,4,8,0.713663,6151
1335,8,2,4,4,16,0.661514,7098
1336,8,2,4,4,32,0.645357,9788
1337,8,2,4,5,4,0.759212,6598
1338,8,2,5,1,16,0.563827,2946
1339,8,2,5,1,32,0.580723,3582
1340,8,2,5,1,64,0.563911,4601
1341,8,2,5,1,128,0.606405,6942
1342,8,2,5,2,2,1.010286,4021
1343,8,2,5,2,4,0.588953,3870
1344,8,2,5,2,8,0.583294,4067
1345,8,2,5,2,16,0.624342,4656
1346,8,2,5,2,32,0.590557,6292
1347,8,2,5,2,64,0.671894,8389
1348,8,2,5,3,4,0.648111,5240
1349,8,2,5,3,8,0.674968,5690
1350,8,2,5,3,16,0.671252,6525
1351,8,2,5,3,32,0.668887,8953
1352,8,2,5,5,4,0.772726,7756
1353,8,2,5,5,8,0.770197,8608
1354,8,2,5,5,16,0.769586,10432
1355,8,3,1,1,2,0.623303,1915
1356,8,3,1,1,4,0.636922,1922
1357,8,3,1,1,16,0.628375,2002
1358,8,3,1,1,32,0.638989,2188
1359,8,3,1,1,64,0.646691,2408
1360,8,3,1,2,2,0.715299,2567
1361,8,3,1,2,8,0.648718,2693
1362,8,3,1,2,16,0.653132,2893
1363,8,3,1,2,32,0.684497,3239
1364,8,3,1,2,128,0.705908,4416
1365,8,3,1,3,2,0.824567,3414
1366,8,3,1,3,4,0.86449,3258
1367,8,3,1,3,8,0.82911,3384
1368,8,3,1,3,16,0.8671,3498
1369,8,3,1,3,32,0.843417,4245
