n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
618,2,2,2,2,57600,0,0.338666,950
619,2,2,2,3,460800,0,0.339381,503
620,2,2,2,3,230400,0,0.337816,551
621,2,2,2,3,115200,0,0.333025,691
622,2,2,2,3,57600,0,0.361251,1009
623,2,2,2,4,460800,0,0.343372,745
624,2,2,2,4,230400,0,0.362069,802
625,2,2,2,4,115200,0,0.364966,997
626,2,2,2,4,57600,0,0.336709,1217
627,2,2,2,5,460800,0,0.334976,652
628,2,2,2,5,230400,0,0.332291,662
629,2,2,2,5,115200,0,0.352885,801
630,2,2,2,5,57600,0,0.372861,1062
631,2,2,3,1,460800,0,0.344786,447
632,2,2,3,1,230400,0,0.334115,519
633,2,2,3,1,115200,0,0.326501,737
634,2,2,3,1,57600,0,0.356256,1040
635,2,2,3,2,460800,0,0.340444,633
636,2,2,3,2,230400,0,0.352205,736
637,2,2,3,2,115200,0,0.353549,952
638,2,2,3,2,57600,0,0.362117,1453
639,2,2,3,3,460800,0,0.350609,671
640,2,2,3,3,230400,0,0.348136,731
641,2,2,3,3,115200,0,0.352965,943
642,2,2,3,3,57600,0,0.357015,1381
643,2,2,3,4,460800,0,0.378186,910
644,2,2,3,4,230400,0,0.334383,1098
645,2,2,3,4,115200,0,0.335006,1419
646,2,2,3,4,57600,0,0.329497,2265
647,2,2,3,5,460800,0,0.34426,806
648,2,2,3,5,230400,0,0.353218,953
649,2,2,3,5,115200,0,0.343637,1252
650,2,2,3,5,57600,0,0.379136,1667
651,2,2,4,1,460800,0,0.326928,413
652,2,2,4,1,230400,0,0.3271,470
653,2,2,4,1,115200,0,0.320028,587
654,2,2,4,1,57600,0,0.362039,863
655,2,2,4,2,460800,0,0.341838,551
656,2,2,4,2,230400,0,0.314757,642
657,2,2,4,2,115200,0,0.325318,808
658,2,2,4,2,57600,0,0.322117,1152
659,2,2,4,3,460800,0,0.336875,584
660,2,2,4,3,230400,0,0.325969,650
661,2,2,4,3,115200,0,0.328748,933
662,2,2,4,3,57600,0,0.347799,1172
663,2,2,4,4,460800,0,0.356526,775
664,2,2,4,4,230400,0,0.372238,972
665,2,2,4,4,115200,0,0.363654,1175
666,2,2,4,4,57600,0,0.333341,1534
667,2,2,4,5,460800,0,0.345135,697
668,2,2,4,5,230400,0,0.326314,930
669,2,2,4,5,115200,0,0.350406,1115
670,2,2,4,5,57600,0,0.330627,1496
671,2,2,5,1,460800,0,0.368702,509
672,2,2,5,1,230400,0,0.324975,618
673,2,2,5,1,115200,0,0.330745,829
674,2,2,5,1,57600,0,0.329018,1275
675,2,2,5,2,460800,0,0.340087,810
676,2,2,5,2,230400,0,0.336927,903
677,2,2,5,2,115200,0,0.341304,1194
678,2,2,5,2,57600,0,0.341324,1893
679,2,2,5,3,460800,0,0.321579,731
680,2,2,5,3,230400,0,0.326447,834
681,2,2,5,3,115200,0,0.363776,1116
682,2,2,5,3,57600,0,0.348997,1797
683,2,2,5,4,460800,0,0.347794,1060
684,2,2,5,4,230400,0,0.357192,1238
685,2,2,5,4,115200,0,0.332862,1815
686,2,2,5,4,57600,0,0.320265,2425
687,2,2,5,5,460800,0,0.354414,852
688,2,2,5,5,115200,0,0.387838,1274
689,2,2,5,5,57600,0,0.332865,2287
690,2,3,1,1,460800,0,0.318161,373
691,2,3,1,1,230400,0,0.330626,425
692,2,3,1,1,115200,0,0.331513,492
693,2,3,1,1,57600,0,0.342639,576
694,2,3,1,2,460800,0,0.311975,509
695,2,3,1,2,230400,0,0.328043,551
696,2,3,1,2,115200,0,0.305281,655
697,2,3,1,2,57600,0,0.310504,811
698,2,3,1,3,460800,0,0.310617,614
699,2,3,1,3,230400,0,0.345072,656
700,2,3,1,3,115200,0,0.326892,684
701,2,3,1,3,57600,0,0.31371,914
702,2,3,1,4,460800,0,0.328996,859
703,2,3,1,4,230400,0,0.355071,794
704,2,3,1,4,115200,0,0.320625,1002
705,2,3,1,4,57600,0,0.309181,1159
706,2,3,1,5,460800,0,0.34394,808
707,2,3,1,5,230400,0,0.333342,887
708,2,3,1,5,115200,0,0.313918,941
709,2,3,1,5,57600,0,0.328439,1076
710,2,3,2,1,460800,0,0.310492,415
711,2,3,2,1,230400,0,0.300419,473
712,2,3,2,1,115200,0,0.313683,609
713,2,3,2,1,57600,0,0.319712,792
714,2,3,2,2,460800,0,0.311531,601
715,2,3,2,2,230400,0,0.306615,620
716,2,3,2,2,115200,0,0.304463,786
717,2,3,2,2,57600,0,0.285355,1079
718,2,3,2,3,460800,0,0.323293,700
719,2,3,2,3,230400,0,0.326038,740
720,2,3,2,3,115200,0,0.33511,857
721,2,3,2,3,57600,0,0.3086,1143
722,2,3,2,4,460800,0,0.327252,920
723,2,3,2,4,230400,0,0.300156,1053
724,2,3,2,4,115200,0,0.352197,1104
725,2,3,2,4,57600,0,0.339493,1337
726,2,3,2,5,460800,0,0.303498,1034
727,2,3,2,5,230400,0,0.326168,971
728,2,3,2,5,115200,0,0.329656,1136
729,2,3,2,5,57600,0,0.335611,1337
730,2,3,3,1,460800,0,0.347087,473
731,2,3,3,1,230400,0,0.316224,578
732,2,3,3,1,115200,0,0.307452,723
733,2,3,3,1,57600,0,0.308985,1051
734,2,3,3,2,460800,0,0.30979,739
735,2,3,3,2,230400,0,0.340597,789
736,2,3,3,2,115200,0,0.324454,1068
737,2,3,3,2,57600,0,0.32986,1485
738,2,3,3,3,460800,0,0.337061,756
739,2,3,3,3,230400,0,0.325333,842
740,2,3,3,3,115200,0,0.327915,1148
741,2,3,3,3,57600,0,0.345647,1498
742,2,3,3,4,460800,0,0.340434,1081
743,2,3,3,4,230400,0,0.314778,1180
744,2,3,3,4,115200,0,0.316031,1567
745,2,3,3,4,57600,0,0.308569,2122
746,2,3,3,5,460800,0,0.361565,966
747,2,3,3,5,230400,0,0.340746,1084
748,2,3,3,5,115200,0,0.345067,1282
749,2,3,3,5,57600,0,0.339194,1824
750,2,3,4,1,460800,0,0.343079,490
751,2,3,4,1,230400,0,0.303966,582
752,2,3,4,1,115200,0,0.307958,686
753,2,3,4,1,57600,0,0.316164,941
754,2,3,4,2,460800,0,0.319015,678
755,2,3,4,2,230400,0,0.309522,740
756,2,3,4,2,115200,0,0.312134,992
757,2,3,4,2,57600,0,0.309688,1334
758,2,3,4,3,460800,0,0.320303,741
759,2,3,4,3,230400,0,0.316715,824
760,2,3,4,3,115200,0,0.330311,984
761,2,3,4,3,57600,0,0.313091,1315
762,2,3,4,4,460800,0,0.34676,1034
763,2,3,4,4,230400,0,0.338667,1167
764,2,3,4,4,115200,0,0.347367,1439
765,2,3,4,4,57600,0,0.332009,2106
766,2,3,4,5,460800,0,0.333623,1033
767,2,3,4,5,230400,0,0.312134,1113
768,2,3,4,5,115200,0,0.319622,1300
769,2,3,4,5,57600,0,0.322308,1518
770,2,3,5,1,460800,0,0.3152,566
771,2,3,5,1,230400,0,0.338019,670
772,2,3,5,1,115200,0,0.315747,857
773,2,3,5,1,57600,0,0.315917,1323
774,2,3,5,2,460800,0,0.329815,889
775,2,3,5,2,230400,0,0.317237,967
776,2,3,5,2,115200,0,0.324874,1344
777,2,3,5,2,57600,0,0.312183,2018
778,2,3,5,3,460800,0,0.321951,1015
779,2,3,5,3,230400,0,0.325949,979
780,2,3,5,3,115200,0,0.328872,1394
781,2,3,5,3,57600,0,0.329118,2066
782,2,3,5,4,460800,0,0.331523,1353
783,2,3,5,4,230400,0,0.375188,1349
784,2,3,5,4,115200,0,0.330787,2083
785,2,3,5,4,57600,0,0.318815,3065
786,2,3,5,5,460800,0,0.336699,1220
787,2,3,5,5,115200,0,0.32016,1750
788,2,4,1,1,460800,0,0.258361,401
789,2,4,1,1,230400,0,0.270394,415
790,2,4,1,1,115200,0,0.264111,529
791,2,4,1,1,57600,0,0.265116,630
792,2,4,1,2,460800,0,0.280684,554
793,2,4,1,2,230400,0,0.298986,619
794,2,4,1,2,115200,0,0.281093,675
795,2,4,1,2,57600,0,0.26975,916
796,2,4,1,3,460800,0,0.268666,693
797,2,4,1,3,230400,0,0.281485,724
798,2,4,1,3,115200,0,0.274055,779
799,2,4,1,3,57600,0,0.269845,950
800,2,4,1,4,460800,0,0.286928,809
801,2,4,1,4,230400,0,0.294937,960
802,2,4,1,4,115200,0,0.29668,1032
803,2,4,1,4,57600,0,0.282452,1266
804,2,4,1,5,460800,0,0.257403,1396
805,2,4,1,5,230400,0,0.268619,1437
806,2,4,1,5,115200,0,0.287141,1411
807,2,4,1,5,57600,0,0.273316,1706
808,2,4,2,1,460800,0,0.266108,416
809,2,4,2,1,230400,0,0.248595,498
810,2,4,2,1,115200,0,0.266293,614
811,2,4,2,1,57600,0,0.261102,829
812,2,4,2,2,460800,0,0.285885,589
813,2,4,2,2,230400,0,0.26771,660
814,2,4,2,2,115200,0,0.299947,767
815,2,4,2,2,57600,0,0.256158,1047
816,2,4,2,3,460800,0,0.274733,686
817,2,4,2,3,230400,0,0.252816,801
818,2,4,2,3,115200,0,0.283236,918
819,2,4,2,3,57600,0,0.254448,1208
820,2,4,2,4,460800,0,0.295666,982
821,2,4,2,4,230400,0,0.286489,1027
822,2,4,2,4,115200,0,0.275957,1258
823,2,4,2,4,57600,0,0.271168,1497
824,2,4,2,5,460800,0,0.258022,1454
825,2,4,2,5,230400,0,0.272947,1595
826,2,4,2,5,115200,0,0.279909,1515
827,2,4,2,5,57600,0,0.26982,1909
828,2,4,3,1,460800,0,0.285905,560
829,2,4,3,1,230400,0,0.278469,568
830,2,4,3,1,115200,0,0.274269,780
831,2,4,3,1,57600,0,0.287367,1106
832,2,4,3,2,460800,0,0.286325,742
833,2,4,3,2,230400,0,0.278095,857
834,2,4,3,2,115200,0,0.257499,1132
835,2,4,3,2,57600,0,0.247559,1564
836,2,4,3,3,460800,0,0.270893,818
837,2,4,3,3,230400,0,0.273926,889
838,2,4,3,3,115200,0,0.277333,1253
839,2,4,3,3,57600,0,0.302798,1485
840,2,4,3,4,460800,0,0.279985,1170
841,2,4,3,4,230400,0,0.276703,1242
842,2,4,3,4,115200,0,0.263547,1681
843,2,4,3,4,57600,0,0.251728,2290
844,2,4,3,5,460800,0,0.274689,1576
845,2,4,3,5,230400,0,0.266242,1690
846,2,4,3,5,115200,0,0.295363,1611
847,2,4,3,5,57600,0,0.284053,2227
848,2,4,4,1,460800,0,0.255128,454
849,2,4,4,1,230400,0,0.255037,594
850,2,4,4,1,115200,0,0.272787,623
851,2,4,4,1,57600,0,0.252231,965
852,2,4,4,2,460800,0,0.281936,692
853,2,4,4,2,230400,0,0.289957,765
854,2,4,4,2,115200,0,0.279694,998
855,2,4,4,2,57600,0,0.272604,1262
856,2,4,4,3,460800,0,0.263942,786
857,2,4,4,3,230400,0,0.27486,870
858,2,4,4,3,115200,0,0.302888,1032
859,2,4,4,3,57600,0,0.2877,1273
860,2,4,4,4,460800,0,0.278402,1104
861,2,4,4,4,230400,0,0.283905,1185
862,2,4,4,4,115200,0,0.297396,1500
863,2,4,4,4,57600,0,0.264317,1936
864,2,4,4,5,460800,0,0.286251,1455
865,2,4,4,5,230400,0,0.27666,1685
866,2,4,4,5,115200,0,0.29932,1614
867,2,4,4,5,57600,0,0.285809,2421
868,2,4,5,1,460800,0,0.300463,548
869,2,4,5,1,230400,0,0.279977,713
870,2,4,5,1,115200,0,0.271494,884
871,2,4,5,1,57600,0,0.262084,1241
872,2,4,5,2,460800,0,0.291555,917
873,2,4,5,2,230400,0,0.286135,1057
874,2,4,5,2,115200,0,0.295891,1333
875,2,4,5,2,57600,0,0.27151,2178
876,2,4,5,3,460800,0,0.292781,1010
877,2,4,5,3,230400,0,0.293378,1043
878,2,4,5,3,115200,0,0.278721,1353
879,2,4,5,3,57600,0,0.304422,2105
880,2,4,5,4,460800,0,0.278101,1448
881,2,4,5,4,230400,0,0.283363,1603
882,2,4,5,4,115200,0,0.298502,2193
883,2,4,5,5,460800,0,0.287188,1866
884,2,4,5,5,115200,0,0.285853,2510
885,2,4,5,5,57600,0,0.297635,3389
886,2,5,1,1,460800,0,0.314336,459
887,2,5,1,1,230400,0,0.333119,475
888,2,5,1,1,115200,0,0.327049,573
889,2,5,1,1,57600,0,0.31258,768
890,2,5,1,2,460800,0,0.341442,685
891,2,5,1,2,230400,0,0.366258,719
892,2,5,1,2,115200,0,0.336689,830
893,2,5,1,2,57600,0,0.340469,1020
894,2,5,1,3,460800,0,0.32661,826
895,2,5,1,3,230400,0,0.330905,919
896,2,5,1,3,115200,0,0.339247,861
897,2,5,1,3,57600,0,0.338732,1062
898,2,5,1,4,460800,0,0.343875,1684
899,2,5,1,4,230400,0,0.352005,1577
900,2,5,1,4,115200,0,0.344772,1636
901,2,5,1,4,57600,0,0.340383,2033
902,2,5,1,5,460800,0,0.339648,1597
903,2,5,1,5,230400,0,0.32138,1747
904,2,5,1,5,115200,0,0.354862,1777
905,2,5,1,5,57600,0,0.340774,2027
906,2,5,2,1,460800,0,0.326463,489
907,2,5,2,1,230400,0,0.31401,558
908,2,5,2,1,115200,0,0.334764,639
909,2,5,2,1,57600,0,0.319138,897
910,2,5,2,2,460800,0,0.336229,781
911,2,5,2,2,230400,0,0.344906,769
912,2,5,2,2,115200,0,0.343366,994
913,2,5,2,2,57600,0,0.388573,1149
914,2,5,2,3,460800,0,0.350991,836
915,2,5,2,3,230400,0,0.33653,821
916,2,5,2,3,115200,0,0.341995,940
917,2,5,2,3,57600,0,0.341507,1458
918,2,5,2,4,460800,0,0.350301,1683
919,2,5,2,4,230400,0,0.336181,1758
920,2,5,2,4,115200,0,0.334979,1968
921,2,5,2,4,57600,0,0.338396,2313
922,2,5,2,5,460800,0,0.355123,1709
923,2,5,2,5,230400,0,0.326594,1690
924,2,5,2,5,115200,0,0.326876,1725
925,2,5,2,5,57600,0,0.326481,2240
926,2,5,3,1,460800,0,0.321956,601
927,2,5,3,1,230400,0,0.336347,634
928,2,5,3,1,115200,0,0.344792,854
929,2,5,3,1,57600,0,0.338373,1093
930,2,5,3,2,460800,0,0.333904,961
931,2,5,3,2,230400,0,0.343542,1064
932,2,5,3,2,115200,0,0.345417,1260
933,2,5,3,2,57600,0,0.346572,1711
934,2,5,3,3,460800,0,0.339376,1093
935,2,5,3,3,230400,0,0.326008,1060
936,2,5,3,3,115200,0,0.351135,1309
937,2,5,3,3,57600,0,0.351116,1788
938,2,5,3,4,460800,0,0.336678,2133
939,2,5,3,4,230400,0,0.329049,2055
940,2,5,3,4,115200,0,0.325433,2644
941,2,5,3,4,57600,0,0.32867,2977
942,2,5,3,5,460800,0,0.343732,2021
943,2,5,3,5,230400,0,0.332617,2135
944,2,5,3,5,115200,0,0.387283,2253
945,2,5,4,1,460800,0,0.312914,544
946,2,5,4,1,230400,0,0.321315,673
947,2,5,4,1,115200,0,0.323625,776
948,2,5,4,1,57600,0,0.31107,965
949,2,5,4,2,460800,0,0.348438,840
950,2,5,4,2,230400,0,0.323737,942
951,2,5,4,2,115200,0,0.329102,1120
952,2,5,4,2,57600,0,0.323122,1388
953,2,5,4,3,460800,0,0.328077,958
954,2,5,4,3,230400,0,0.317515,1026
955,2,5,4,3,115200,0,0.333312,1240
956,2,5,4,3,57600,0,0.341098,1594
957,2,5,4,4,460800,0,0.342258,1759
958,2,5,4,4,230400,0,0.326801,1898
959,2,5,4,4,115200,0,0.328998,2260
960,2,5,4,4,57600,0,0.320599,2760
961,2,5,4,5,460800,0,0.326866,1826
962,2,5,4,5,230400,0,0.334597,1849
963,2,5,4,5,115200,0,0.320775,1986
964,2,5,4,5,57600,0,0.322768,2417
965,2,5,5,1,460800,0,0.329244,632
966,2,5,5,1,230400,0,0.317295,757
967,2,5,5,1,115200,0,0.310709,968
968,2,5,5,1,57600,0,0.326362,1414
969,2,5,5,2,460800,0,0.355549,1105
970,2,5,5,2,230400,0,0.347073,1123
971,2,5,5,2,115200,0,0.347379,1512
972,2,5,5,2,57600,0,0.329378,2296
973,2,5,5,3,460800,0,0.335754,1226
974,2,5,5,3,230400,0,0.330714,1281
975,2,5,5,3,115200,0,0.339304,1593
976,2,5,5,3,57600,0,0.329206,2592
977,2,5,5,4,460800,0,0.329658,2034
978,2,5,5,4,230400,0,0.356166,2522
979,2,5,5,4,115200,0,0.340402,2582
980,2,5,5,4,57600,0,0.340994,3439
981,2,5,5,5,460800,0,0.338426,2082
982,2,5,5,5,115200,0,0.331669,2513
983,2,5,5,5,57600,0,0.332413,3497
984,4,1,1,1,460800,0,0.383827,319
985,4,1,1,1,230400,0,0.388191,334
986,4,1,1,1,115200,0,0.396546,410
987,4,1,1,1,57600,0,0.355361,569
988,4,1,1,2,460800,0,0.365975,381
989,4,1,1,2,230400,0,0.390274,422
990,4,1,1,2,115200,0,0.375383,479
991,4,1,1,2,57600,0,0.381853,684
992,4,1,1,3,460800,0,0.364945,355
993,4,1,1,3,230400,0,0.356414,387
994,4,1,1,3,115200,0,0.375296,479
995,4,1,1,3,57600,0,0.350953,694
996,4,1,1,4,460800,0,0.384357,429
997,4,1,1,4,230400,0,0.35844,508
998,4,1,1,4,115200,0,0.380607,606
999,4,1,1,4,57600,0,0.361093,874
1000,4,1,1,5,460800,0,0.376195,389
1001,4,1,1,5,230400,0,0.39273,429
1002,4,1,1,5,115200,0,0.388476,562
1003,4,1,1,5,57600,0,0.360076,720
1004,4,1,2,1,460800,0,0.379077,350
1005,4,1,2,1,230400,0,0.365606,390
1006,4,1,2,1,115200,0,0.367076,507
1007,4,1,2,1,57600,0,0.350902,703
1008,4,1,2,2,460800,0,0.374407,482
1009,4,1,2,2,230400,0,0.34861,505
1010,4,1,2,2,115200,0,0.356654,622
1011,4,1,2,2,57600,0,0.362189,867
1012,4,1,2,3,460800,0,0.367249,429
1013,4,1,2,3,230400,0,0.355075,479
1014,4,1,2,3,115200,0,0.348545,588
1015,4,1,2,3,57600,0,0.372915,881
1016,4,1,2,4,460800,0,0.369113,565
1017,4,1,2,4,230400,0,0.37882,638
1018,4,1,2,4,115200,0,0.351494,876
1019,4,1,2,4,57600,0,0.364055,1156
1020,4,1,2,5,460800,0,0.391208,506
1021,4,1,2,5,230400,0,0.413761,568
1022,4,1,2,5,115200,0,0.362016,696
1023,4,1,2,5,57600,0,0.387445,1068
1024,4,1,3,1,460800,0,0.387497,422
1025,4,1,3,1,230400,0,0.420032,519
1026,4,1,3,1,115200,0,0.382053,658
1027,4,1,3,1,57600,0,0.361909,1056
1028,4,1,3,2,460800,0,0.36805,552
1029,4,1,3,2,230400,0,0.387149,689
1030,4,1,3,2,115200,0,0.366199,892
1031,4,1,3,2,57600,0,0.357902,1411
1032,4,1,3,3,460800,0,0.371012,562
1033,4,1,3,3,230400,0,0.360429,654
1034,4,1,3,3,115200,0,0.369161,926
1035,4,1,3,3,57600,0,0.364566,1416
1036,4,1,3,4,460800,0,0.401477,758
1037,4,1,3,4,230400,0,0.389458,884
1038,4,1,3,4,115200,0,0.386214,1189
1039,4,1,3,4,57600,0,0.365313,2027
1040,4,1,3,5,460800,0,0.383185,596
1041,4,1,3,5,230400,0,0.382118,733
1042,4,1,3,5,115200,0,0.395424,982
1043,4,1,3,5,57600,0,0.36461,1370
1044,4,1,4,1,460800,0,0.345361,385
1045,4,1,4,1,230400,0,0.392014,432
1046,4,1,4,1,115200,0,0.349633,579
1047,4,1,4,1,57600,0,0.357083,820
1048,4,1,4,2,460800,0,0.349805,495
1049,4,1,4,2,230400,0,0.366594,568
1050,4,1,4,2,115200,0,0.357341,784
1051,4,1,4,2,57600,0,0.358243,1105
1052,4,1,4,3,460800,0,0.352102,495
1053,4,1,4,3,230400,0,0.357985,556
1054,4,1,4,3,115200,0,0.349912,742
1055,4,1,4,3,57600,0,0.384307,1021
1056,4,1,4,4,460800,0,0.382847,652
1057,4,1,4,4,230400,0,0.367306,755
1058,4,1,4,4,115200,0,0.369281,1046
1059,4,1,4,4,57600,0,0.369539,1550
1060,4,1,4,5,460800,0,0.370695,538
1061,4,1,4,5,230400,0,0.384843,651
1062,4,1,4,5,115200,0,0.389202,869
1063,4,1,4,5,57600,0,0.387892,1193
1064,4,1,5,1,460800,0,0.387796,492
1065,4,1,5,1,230400,0,0.422073,633
1066,4,1,5,1,115200,0,0.370405,763
1067,4,1,5,1,57600,0,0.378783,1198
1068,4,1,5,2,460800,0,0.381743,715
1069,4,1,5,2,230400,0,0.376414,857
1070,4,1,5,2,115200,0,0.365515,1198
1071,4,1,5,2,57600,0,0.370449,1819
1072,4,1,5,3,460800,0,0.389112,667
1073,4,1,5,3,230400,0,0.398191,736
1074,4,1,5,3,115200,0,0.376326,1035
1075,4,1,5,3,57600,0,0.363673,1864
1076,4,1,5,4,460800,0,0.390912,975
1077,4,1,5,4,230400,0,0.374052,1117
1078,4,1,5,4,115200,0,0.394705,1432
1079,4,1,5,4,57600,0,0.353507,2518
1080,4,1,5,5,460800,0,0.401283,780
1081,4,1,5,5,115200,0,0.381085,1223
1082,4,2,1,1,460800,0,0.329587,316
1083,4,2,1,1,230400,0,0.339243,353
1084,4,2,1,1,115200,0,0.327173,397
1085,4,2,1,1,57600,0,0.320127,545
1086,4,2,1,2,460800,0,0.320932,423
1087,4,2,1,2,230400,0,0.340872,493
1088,4,2,1,2,115200,0,0.33991,616
1089,4,2,1,2,57600,0,0.328311,703
1090,4,2,1,3,460800,0,0.370116,430
1091,4,2,1,3,230400,0,0.345327,490
1092,4,2,1,3,115200,0,0.358045,583
1093,4,2,1,3,57600,0,0.384247,704
1094,4,2,1,4,460800,0,0.334843,655
1095,4,2,1,4,230400,0,0.316635,666
1096,4,2,1,4,115200,0,0.323953,791
1097,4,2,1,4,57600,0,0.327662,1028
1098,4,2,1,5,460800,0,0.353551,642
1099,4,2,1,5,230400,0,0.353983,671
1100,4,2,1,5,115200,0,0.345327,728
1101,4,2,1,5,57600,0,0.336044,911
1102,4,2,2,1,460800,0,0.344346,342
1103,4,2,2,1,230400,0,0.327925,385
1104,4,2,2,1,115200,0,0.317628,541
1105,4,2,2,1,57600,0,0.319019,669
1106,4,2,2,2,460800,0,0.392896,508
1107,4,2,2,2,230400,0,0.348287,551
1108,4,2,2,2,115200,0,0.325665,745
1109,4,2,2,2,57600,0,0.338666,950
1110,4,2,2,3,460800,0,0.339381,503
1111,4,2,2,3,230400,0,0.337816,551
1112,4,2,2,3,115200,0,0.333025,691
1113,4,2,2,3,57600,0,0.361251,1009
1114,4,2,2,4,460800,0,0.343372,745
1115,4,2,2,4,230400,0,0.362069,802
1116,4,2,2,4,115200,0,0.364966,997
1117,4,2,2,4,57600,0,0.336709,1217
1118,4,2,2,5,460800,0,0.334976,652
1119,4,2,2,5,230400,0,0.332291,662
1120,4,2,2,5,115200,0,0.352885,801
1121,4,2,2,5,57600,0,0.372861,1062
1122,4,2,3,1,460800,0,0.344786,447
1123,4,2,3,1,230400,0,0.334115,519
1124,4,2,3,1,115200,0,0.326501,737
1125,4,2,3,1,57600,0,0.356256,1040
1126,4,2,3,2,460800,0,0.340444,633
1127,4,2,3,2,230400,0,0.352205,736
1128,4,2,3,2,115200,0,0.353549,952
1129,4,2,3,2,57600,0,0.362117,1453
1130,4,2,3,3,460800,0,0.350609,671
1131,4,2,3,3,230400,0,0.348136,731
1132,4,2,3,3,115200,0,0.352965,943
1133,4,2,3,3,57600,0,0.357015,1381
1134,4,2,3,4,460800,0,0.378186,910
1135,4,2,3,4,230400,0,0.334383,1098
1136,4,2,3,4,115200,0,0.335006,1419
1137,4,2,3,4,57600,0,0.329497,2265
1138,4,2,3,5,460800,0,0.34426,806
1139,4,2,3,5,230400,0,0.353218,953
1140,4,2,3,5,115200,0,0.343637,1252
1141,4,2,3,5,57600,0,0.379136,1667
1142,4,2,4,1,460800,0,0.326928,413
1143,4,2,4,1,230400,0,0.3271,470
1144,4,2,4,1,115200,0,0.320028,587
1145,4,2,4,1,57600,0,0.362039,863
1146,4,2,4,2,460800,0,0.341838,551
1147,4,2,4,2,230400,0,0.314757,642
1148,4,2,4,2,115200,0,0.325318,808
1149,4,2,4,2,57600,0,0.322117,1152
1150,4,2,4,3,460800,0,0.336875,584
1151,4,2,4,3,230400,0,0.325969,650
1152,4,2,4,3,115200,0,0.328748,933
1153,4,2,4,3,57600,0,0.346649,1173
1154,4,2,4,4,460800,0,0.356526,775
1155,4,2,4,4,230400,0,0.372238,972
1156,4,2,4,4,115200,0,0.371874,1177
1157,4,2,4,4,57600,0,0.333341,1534
1158,4,2,4,5,460800,0,0.345135,697
1159,4,2,4,5,230400,0,0.326314,930
1160,4,2,4,5,115200,0,0.350406,1115
1161,4,2,4,5,57600,0,0.330627,1496
1162,4,2,5,1,460800,0,0.368702,509
1163,4,2,5,1,230400,0,0.324975,618
1164,4,2,5,1,115200,0,0.330745,829
1165,4,2,5,1,57600,0,0.329018,1275
1166,4,2,5,2,460800,0,0.340087,810
1167,4,2,5,2,230400,0,0.336927,903
1168,4,2,5,2,115200,0,0.341304,1194
1169,4,2,5,2,57600,0,0.341324,1893
1170,4,2,5,3,460800,0,0.321579,731
1171,4,2,5,3,230400,0,0.316712,838
1172,4,2,5,3,115200,0,0.363776,1116
1173,4,2,5,3,57600,0,0.348997,1797
1174,4,2,5,4,460800,0,0.347794,1060
1175,4,2,5,4,230400,0,0.357192,1238
1176,4,2,5,4,115200,0,0.332862,1815
1177,4,2,5,4,57600,0,0.320265,2425
1178,4,2,5,5,460800,0,0.354414,852
1179,4,2,5,5,115200,0,0.387838,1274
1180,4,3,1,1,460800,0,0.318161,373
1181,4,3,1,1,230400,0,0.330626,425
1182,4,3,1,1,115200,0,0.331513,492
1183,4,3,1,1,57600,0,0.342639,576
1184,4,3,1,2,460800,0,0.311975,509
1185,4,3,1,2,230400,0,0.328043,551
1186,4,3,1,2,115200,0,0.305281,655
1187,4,3,1,2,57600,0,0.310504,811
1188,4,3,1,3,460800,0,0.310617,614
1189,4,3,1,3,230400,0,0.345072,656
1190,4,3,1,3,115200,0,0.326892,684
1191,4,3,1,3,57600,0,0.31371,914
1192,4,3,1,4,460800,0,0.328996,859
1193,4,3,1,4,230400,0,0.355071,794
1194,4,3,1,4,115200,0,0.320625,1002
1195,4,3,1,4,57600,0,0.309181,1159
1196,4,3,1,5,460800,0,0.326327,793
1197,4,3,1,5,230400,0,0.333342,887
1198,4,3,1,5,115200,0,0.313918,941
1199,4,3,1,5,57600,0,0.328439,1076
1200,4,3,2,1,460800,0,0.311679,421
1201,4,3,2,1,230400,0,0.300419,473
1202,4,3,2,1,115200,0,0.313683,609
1203,4,3,2,1,57600,0,0.327967,796
1204,4,3,2,2,460800,0,0.311531,601
1205,4,3,2,2,230400,0,0.306615,620
1206,4,3,2,2,115200,0,0.304463,786
1207,4,3,2,2,57600,0,0.285355,1079
1208,4,3,2,3,460800,0,0.323293,700
1209,4,3,2,3,230400,0,0.326038,740
1210,4,3,2,3,115200,0,0.33511,857
1211,4,3,2,3,57600,0,0.3086,1143
1212,4,3,2,4,460800,0,0.327252,920
1213,4,3,2,4,230400,0,0.300156,1053
1214,4,3,2,4,115200,0,0.352197,1104
1215,4,3,2,4,57600,0,0.339493,1337
1216,4,3,2,5,460800,0,0.303498,1034
1217,4,3,2,5,230400,0,0.326168,971
1218,4,3,2,5,115200,0,0.329656,1136
1219,4,3,2,5,57600,0,0.335611,1337
1220,4,3,3,1,460800,0,0.347087,473
1221,4,3,3,1,230400,0,0.316224,578
1222,4,3,3,1,115200,0,0.307452,723
1223,4,3,3,1,57600,0,0.308985,1051
1224,4,3,3,2,460800,0,0.30979,739
1225,4,3,3,2,230400,0,0.340597,789
1226,4,3,3,2,115200,0,0.324454,1068
1227,4,3,3,2,57600,0,0.32986,1485
