n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,obj1,obj2,FF
1146,5,200,1,2,4,3,3,25,40000,0,0.233268,8769.488,774
1147,5,200,1,2,4,3,4,25,40000,0,0.133403,8458.800,734
1148,5,200,1,2,4,4,1,25,40000,0,0.170040,8143.324,771
1149,5,200,1,2,4,4,2,25,40000,0,0.174661,8402.408,772
1150,5,200,1,2,4,4,3,25,40000,0,0.262433,9101.456,772
1151,5,200,1,2,4,4,4,25,40000,0,0.146032,8214.346,732
1152,5,200,1,3,1,1,1,25,40000,0,0.156240,7893.550,844
1153,5,200,1,3,1,1,2,25,40000,0,0.148061,8220.996,846
1154,5,200,1,3,1,1,3,25,40000,0,0.228631,8229.242,846
1155,5,200,1,3,1,1,4,25,40000,0,0.180158,7915.628,806
1156,5,200,1,3,1,2,1,25,40000,0,0.143430,8059.002,845
1157,5,200,1,3,1,2,2,25,40000,0,0.165599,8200.514,845
1158,5,200,1,3,1,2,3,25,40000,0,0.222585,8207.696,845
1159,5,200,1,3,1,2,4,25,40000,0,0.134176,8012.718,805
1160,5,200,1,3,1,3,1,25,40000,0,0.162736,7960.582,845
1161,5,200,1,3,1,3,2,25,40000,0,0.168385,8306.914,845
1162,5,200,1,3,1,3,3,25,40000,0,0.238731,8197.854,845
1163,5,200,1,3,1,3,4,25,40000,0,0.135629,7971.754,805
1164,5,200,1,3,1,4,1,25,40000,0,0.177637,7998.886,843
1165,5,200,1,3,1,4,2,25,40000,0,0.147461,8438.318,843
1166,5,200,1,3,1,4,3,25,40000,0,0.260962,8178.170,843
1167,5,200,1,3,1,4,4,25,40000,0,0.155303,8030.274,803
1168,5,200,1,3,2,1,1,25,40000,0,0.166114,8109.276,838
1169,5,200,1,3,2,1,2,25,40000,0,0.184547,8319.682,841
1170,5,200,1,3,2,1,3,25,40000,0,0.249929,8896.636,841
1171,5,200,1,3,2,1,4,25,40000,0,0.171541,8120.980,801
1172,5,200,1,3,2,2,1,25,40000,0,0.146888,8686.230,836
1173,5,200,1,3,2,2,2,25,40000,0,0.142812,8565.732,838
1174,5,200,1,3,2,2,3,25,40000,0,0.264126,9015.804,838
1175,5,200,1,3,2,2,4,25,40000,0,0.157902,8082.410,797
1176,5,200,1,3,2,3,1,25,40000,0,0.158725,8159.550,839
1177,5,200,1,3,2,3,2,25,40000,0,0.154277,8580.096,840
1178,5,200,1,3,2,3,3,25,40000,0,0.267024,9054.374,840
1179,5,200,1,3,2,3,4,25,40000,0,0.168521,8220.464,800
1180,5,200,1,3,2,4,1,25,40000,0,0.176000,8803.004,838
1181,5,200,1,3,2,4,2,25,40000,0,0.179195,8620.528,838
1182,5,200,1,3,2,4,3,25,40000,0,0.241750,9100.658,838
1183,5,200,1,3,2,4,4,25,40000,0,0.141449,8291.220,798
1184,5,200,1,3,3,1,1,25,40000,0,0.174958,8333.248,836
1185,5,200,1,3,3,1,2,25,40000,0,0.187781,8585.948,839
1186,5,200,1,3,3,1,3,25,40000,0,0.277571,8882.006,839
1187,5,200,1,3,3,1,4,25,40000,0,0.162247,8290.688,799
1188,5,200,1,3,3,2,1,25,40000,0,0.177730,8395.492,837
1189,5,200,1,3,3,2,2,25,40000,0,0.140693,8745.282,838
1190,5,200,1,3,3,2,3,25,40000,0,0.251392,9076.984,838
1191,5,200,1,3,3,2,4,25,40000,0,0.142112,8654.842,798
1192,5,200,1,3,3,3,1,25,40000,0,0.172912,8368.094,837
1193,5,200,1,3,3,3,2,25,40000,0,0.157623,8705.648,838
1194,5,200,1,3,3,3,3,25,40000,0,0.248193,9310.000,838
1195,5,200,1,3,3,3,4,25,40000,0,0.149640,8393.098,798
1196,5,200,1,3,3,4,1,25,40000,0,0.141579,8478.484,836
1197,5,200,1,3,3,4,2,25,40000,0,0.174451,8687.028,836
1198,5,200,1,3,3,4,3,25,40000,0,0.227635,9273.558,836
1199,5,200,1,3,3,4,4,25,40000,0,0.159831,8282.708,796
1200,5,200,1,3,4,1,1,25,40000,0,0.170912,8367.030,820
1201,5,200,1,3,4,1,2,25,40000,0,0.196446,8730.918,823
1202,5,200,1,3,4,1,3,25,40000,0,0.258470,9163.434,823
1203,5,200,1,3,4,1,4,25,40000,0,0.165927,8211.686,783
1204,5,200,1,3,4,2,1,25,40000,0,0.165550,8329.524,821
1205,5,200,1,3,4,2,2,25,40000,0,0.170898,8588.076,822
1206,5,200,1,3,4,2,3,25,40000,0,0.256128,8974.574,822
1207,5,200,1,3,4,2,4,25,40000,0,0.143820,8280.580,782
1208,5,200,1,3,4,3,1,25,40000,0,0.173087,8253.714,821
1209,5,200,1,3,4,3,2,25,40000,0,0.181760,8589.140,822
1210,5,200,1,3,4,3,3,25,40000,0,0.227434,9321.970,822
1211,5,200,1,3,4,3,4,25,40000,0,0.159558,8383.788,782
1212,5,200,1,3,4,4,1,25,40000,0,0.185432,8351.336,819
1213,5,200,1,3,4,4,2,25,40000,0,0.185117,8525.034,820
1214,5,200,1,3,4,4,3,25,40000,0,0.289741,9188.172,820
1215,5,200,1,3,4,4,4,25,40000,0,0.149857,8422.624,780
1216,5,200,1,4,1,1,1,25,40000,0,0.142973,7163.380,733
1217,5,200,1,4,1,1,2,25,40000,0,0.140918,7260.204,734
1218,5,200,1,4,1,1,3,25,40000,0,0.213998,7254.884,734
1219,5,200,1,4,1,1,4,25,40000,0,0.133569,7042.084,694
1220,5,200,1,4,1,2,1,25,40000,0,0.126663,7191.044,735
1221,5,200,1,4,1,2,2,25,40000,0,0.121300,7349.314,736
1222,5,200,1,4,1,2,3,25,40000,0,0.209141,7324.842,736
1223,5,200,1,4,1,2,4,25,40000,0,0.125323,7037.562,696
1224,5,200,1,4,1,3,1,25,40000,0,0.139155,7235.466,733
1225,5,200,1,4,1,3,2,25,40000,0,0.121325,7378.574,734
1226,5,200,1,4,1,3,3,25,40000,0,0.186549,7541.632,734
1227,5,200,1,4,1,3,4,25,40000,0,0.133887,7152.208,694
1228,5,200,1,4,1,4,1,25,40000,0,0.129895,7612.654,733
1229,5,200,1,4,1,4,2,25,40000,0,0.118527,7513.702,734
1230,5,200,1,4,1,4,3,25,40000,0,0.216173,7375.116,734
1231,5,200,1,4,1,4,4,25,40000,0,0.146877,7083.048,694
1232,5,200,1,4,2,1,1,25,40000,0,0.133803,8028.146,764
1233,5,200,1,4,2,1,2,25,40000,0,0.159921,7869.876,766
1234,5,200,1,4,2,1,3,25,40000,0,0.228697,8202.110,766
1235,5,200,1,4,2,1,4,25,40000,0,0.150853,7540.036,726
1236,5,200,1,4,2,2,1,25,40000,0,0.133768,7686.868,762
1237,5,200,1,4,2,2,2,25,40000,0,0.128473,7932.120,766
1238,5,200,1,4,2,2,3,25,40000,0,0.217676,8460.130,764
1239,5,200,1,4,2,2,4,25,40000,0,0.120058,7715.862,725
1240,5,200,1,4,2,3,1,25,40000,0,0.125979,7705.488,764
1241,5,200,1,4,2,3,2,25,40000,0,0.134480,7975.212,766
1242,5,200,1,4,2,3,3,25,40000,0,0.205590,8511.734,767
1243,5,200,1,4,2,3,4,25,40000,0,0.130381,7755.230,727
1244,5,200,1,4,2,4,1,25,40000,0,0.140966,7660.268,764
1245,5,200,1,4,2,4,2,25,40000,0,0.134180,7973.882,766
1246,5,200,1,4,2,4,3,25,40000,0,0.218346,8522.374,767
1247,5,200,1,4,2,4,4,25,40000,0,0.109329,7802.046,727
1248,5,200,1,4,3,1,1,25,40000,0,0.137972,7592.438,762
1249,5,200,1,4,3,1,2,25,40000,0,0.155213,7958.986,764
1250,5,200,1,4,3,1,3,25,40000,0,0.227469,8285.900,764
1251,5,200,1,4,3,1,4,25,40000,0,0.155854,7824.124,724
1252,5,200,1,4,3,2,1,25,40000,0,0.152063,7941.430,764
1253,5,200,1,4,3,2,2,25,40000,0,0.126189,8033.200,766
1254,5,200,1,4,3,2,3,25,40000,0,0.165519,8699.530,766
1255,5,200,1,4,3,2,4,25,40000,0,0.120861,7728.364,726
1256,5,200,1,4,3,3,1,25,40000,0,0.174414,7894.880,762
1257,5,200,1,4,3,3,2,25,40000,0,0.141757,8409.058,764
1258,5,200,1,4,3,3,3,25,40000,0,0.217277,8721.608,765
1259,5,200,1,4,3,3,4,25,40000,0,0.112186,7904.988,725
1260,5,200,1,4,3,4,1,25,40000,0,0.153490,7706.552,762
1261,5,200,1,4,3,4,2,25,40000,0,0.146068,8130.290,764
1262,5,200,1,4,3,4,3,25,40000,0,0.164895,8805.930,765
1263,5,200,1,4,3,4,4,25,40000,0,0.150797,7823.060,725
1264,5,200,1,4,4,1,1,25,40000,0,0.152742,7716.660,746
1265,5,200,1,4,4,1,2,25,40000,0,0.144389,8217.538,748
1266,5,200,1,4,4,1,3,25,40000,0,0.227320,8397.088,748
1267,5,200,1,4,4,1,4,25,40000,0,0.145695,7636.594,708
1268,5,200,1,4,4,2,1,25,40000,0,0.148977,7785.820,748
1269,5,200,1,4,4,2,2,25,40000,0,0.137593,8132.684,750
1270,5,200,1,4,4,2,3,25,40000,0,0.214860,8577.702,750
1271,5,200,1,4,4,2,4,25,40000,0,0.108741,7858.438,710
1272,5,200,1,4,4,3,1,25,40000,0,0.124780,7890.358,746
1273,5,200,1,4,4,3,2,25,40000,0,0.165282,8158.752,748
1274,5,200,1,4,4,3,3,25,40000,0,0.251590,8754.592,749
1275,5,200,1,4,4,3,4,25,40000,0,0.118897,7790.076,709
1276,5,200,1,4,4,4,1,25,40000,0,0.151267,7850.724,746
1277,5,200,1,4,4,4,2,25,40000,0,0.117953,8292.550,748
1278,5,200,1,4,4,4,3,25,40000,0,0.228748,8554.028,749
1279,5,200,1,4,4,4,4,25,40000,0,0.128297,7757.624,709
1280,5,200,2,1,1,1,1,25,40000,0,0.084929,7595.896,745
1281,5,200,2,1,1,1,2,25,40000,0,0.089363,7264.460,749
1282,5,200,2,1,1,1,3,25,40000,0,0.125348,7309.946,749
1283,5,200,2,1,1,1,4,25,40000,0,0.085359,7087.570,707
1284,5,200,2,1,1,2,1,25,40000,0,0.076577,7072.940,744
1285,5,200,2,1,1,2,2,25,40000,0,0.074584,7287.868,746
1286,5,200,2,1,1,2,3,25,40000,0,0.113918,7523.012,746
1287,5,200,2,1,1,2,4,25,40000,0,0.069043,7005.110,704
1288,5,200,2,1,1,3,1,25,40000,0,0.078745,7150.346,745
1289,5,200,2,1,1,3,2,25,40000,0,0.083529,7391.076,748
1290,5,200,2,1,1,3,3,25,40000,0,0.091599,7616.112,748
1291,5,200,2,1,1,3,4,25,40000,0,0.074636,7171.094,706
1292,5,200,2,1,1,4,1,25,40000,0,0.089301,7718.256,744
1293,5,200,2,1,1,4,2,25,40000,0,0.091726,7403.046,746
1294,5,200,2,1,1,4,3,25,40000,0,0.135266,7571.158,746
1295,5,200,2,1,1,4,4,25,40000,0,0.082820,7141.834,704
1296,5,200,2,1,2,1,1,25,40000,0,0.077293,7685.538,745
1297,5,200,2,1,2,1,2,25,40000,0,0.088922,7249.564,749
1298,5,200,2,1,2,1,3,25,40000,0,0.103856,7424.060,749
1299,5,200,2,1,2,1,4,25,40000,0,0.073717,7435.232,707
1300,5,200,2,1,2,2,1,25,40000,0,0.065449,7994.098,744
1301,5,200,2,1,2,2,2,25,40000,0,0.080934,7521.682,746
1302,5,200,2,1,2,2,3,25,40000,0,0.100605,7592.438,746
1303,5,200,2,1,2,2,4,25,40000,0,0.086063,7341.866,704
1304,5,200,2,1,2,3,1,25,40000,0,0.066739,7258.608,746
1305,5,200,2,1,2,3,2,25,40000,0,0.068932,7806.834,748
1306,5,200,2,1,2,3,3,25,40000,0,0.104515,7440.552,748
1307,5,200,2,1,2,3,4,25,40000,0,0.065564,7723.310,707
1308,5,200,2,1,2,4,1,25,40000,0,0.070724,8048.362,745
1309,5,200,2,1,2,4,2,25,40000,0,0.088453,7528.066,746
1310,5,200,2,1,2,4,3,25,40000,0,0.119151,7504.392,746
1311,5,200,2,1,2,4,4,25,40000,0,0.074207,7510.510,705
1312,5,200,2,1,3,1,1,25,40000,0,0.081002,8497.636,745
1313,5,200,2,1,3,1,2,25,40000,0,0.079059,7783.692,749
1314,5,200,2,1,3,1,3,25,40000,0,0.117701,8416.240,749
1315,5,200,2,1,3,1,4,25,40000,0,0.079236,7602.014,707
1316,5,200,2,1,3,2,1,25,40000,0,0.076271,7900.998,744
1317,5,200,2,1,3,2,2,25,40000,0,0.076719,8061.928,746
1318,5,200,2,1,3,2,3,25,40000,0,0.106930,8332.716,746
1319,5,200,2,1,3,2,4,25,40000,0,0.081141,7600.684,704
1320,5,200,2,1,3,3,1,25,40000,0,0.086026,7537.642,745
1321,5,200,2,1,3,3,2,25,40000,0,0.074315,7857.906,748
1322,5,200,2,1,3,3,3,25,40000,0,0.112864,8375.808,748
1323,5,200,2,1,3,3,4,25,40000,0,0.079120,7735.812,706
1324,5,200,2,1,3,4,1,25,40000,0,0.083644,7619.038,745
1325,5,200,2,1,3,4,2,25,40000,0,0.084577,7912.170,746
1326,5,200,2,1,3,4,3,25,40000,0,0.114387,8372.084,746
1327,5,200,2,1,3,4,4,25,40000,0,0.073373,7602.014,705
1328,5,200,2,1,4,1,1,25,40000,0,0.090122,7482.846,745
1329,5,200,2,1,4,1,2,25,40000,0,0.086887,7391.608,747
1330,5,200,2,1,4,1,3,25,40000,0,0.134108,7379.106,747
1331,5,200,2,1,4,1,4,25,40000,0,0.076314,7619.304,707
1332,5,200,2,1,4,2,1,25,40000,0,0.084911,7481.782,744
1333,5,200,2,1,4,2,2,25,40000,0,0.084635,7579.404,744
1334,5,200,2,1,4,2,3,25,40000,0,0.091590,7837.424,744
1335,5,200,2,1,4,2,4,25,40000,0,0.081104,7911.106,704
1336,5,200,2,1,4,3,1,25,40000,0,0.076570,7486.038,745
1337,5,200,2,1,4,3,2,25,40000,0,0.086266,7608.398,746
1338,5,200,2,1,4,3,3,25,40000,0,0.122271,7691.124,746
1339,5,200,2,1,4,3,4,25,40000,0,0.082848,7828.380,706
1340,5,200,2,1,4,4,1,25,40000,0,0.094206,7495.348,744
1341,5,200,2,1,4,4,2,25,40000,0,0.070933,7841.680,744
1342,5,200,2,1,4,4,3,25,40000,0,0.145901,7575.680,744
1343,5,200,2,1,4,4,4,25,40000,0,0.085130,7660.800,704
1344,5,200,2,2,1,1,1,25,40000,0,0.087135,7609.728,785
1345,5,200,2,2,1,1,2,25,40000,0,0.077790,7787.948,786
1346,5,200,2,2,1,1,3,25,40000,0,0.109015,7859.236,786
1347,5,200,2,2,1,1,4,25,40000,0,0.075411,7538.972,746
1348,5,200,2,2,1,2,1,25,40000,0,0.080941,7668.514,784
1349,5,200,2,2,1,2,2,25,40000,0,0.064398,8064.056,784
1350,5,200,2,2,1,2,3,25,40000,0,0.107383,7831.838,784
1351,5,200,2,2,1,2,4,25,40000,0,0.070526,7566.370,744
1352,5,200,2,2,1,3,1,25,40000,0,0.097285,7613.186,785
1353,5,200,2,2,1,3,2,25,40000,0,0.077349,7910.308,786
1354,5,200,2,2,1,3,3,25,40000,0,0.103055,7908.446,786
1355,5,200,2,2,1,3,4,25,40000,0,0.078496,7551.474,746
1356,5,200,2,2,1,4,1,25,40000,0,0.078889,7690.326,784
1357,5,200,2,2,1,4,2,25,40000,0,0.087699,7844.340,784
1358,5,200,2,2,1,4,3,25,40000,0,0.100027,8013.516,784
1359,5,200,2,2,1,4,4,25,40000,0,0.086196,7645.638,744
1360,5,200,2,2,2,1,1,25,40000,0,0.066883,7566.636,785
1361,5,200,2,2,2,1,2,25,40000,0,0.083500,7819.070,787
1362,5,200,2,2,2,1,3,25,40000,0,0.131346,7692.188,787
1363,5,200,2,2,2,1,4,25,40000,0,0.080549,7819.868,747
1364,5,200,2,2,2,2,1,25,40000,0,0.091161,7643.776,784
1365,5,200,2,2,2,2,2,25,40000,0,0.069264,7825.986,784
1366,5,200,2,2,2,2,3,25,40000,0,0.142146,8143.856,784
1367,5,200,2,2,2,2,4,25,40000,0,0.070480,7972.286,744
1368,5,200,2,2,2,3,1,25,40000,0,0.095701,7692.986,786
1369,5,200,2,2,2,3,2,25,40000,0,0.068560,7907.382,787
1370,5,200,2,2,2,3,3,25,40000,0,0.118144,7949.942,787
1371,5,200,2,2,2,3,4,25,40000,0,0.072133,7705.488,747
1372,5,200,2,2,2,4,1,25,40000,0,0.068919,8244.404,785
1373,5,200,2,2,2,4,2,25,40000,0,0.079627,7947.814,785
1374,5,200,2,2,2,4,3,25,40000,0,0.127607,7885.836,785
1375,5,200,2,2,2,4,4,25,40000,0,0.084930,7918.820,745
1376,5,200,2,2,3,1,1,25,40000,0,0.089253,7922.810,785
1377,5,200,2,2,3,1,2,25,40000,0,0.081430,8282.442,787
1378,5,200,2,2,3,1,3,25,40000,0,0.120110,8891.848,787
1379,5,200,2,2,3,1,4,25,40000,0,0.080575,7894.614,746
1380,5,200,2,2,3,2,1,25,40000,0,0.071503,8089.326,784
1381,5,200,2,2,3,2,2,25,40000,0,0.069705,8536.472,786
1382,5,200,2,2,3,2,3,25,40000,0,0.099251,9042.936,786
1383,5,200,2,2,3,2,4,25,40000,0,0.078893,8255.842,744
1384,5,200,2,2,3,3,1,25,40000,0,0.076775,8125.236,784
1385,5,200,2,2,3,3,2,25,40000,0,0.080569,8438.850,786
1386,5,200,2,2,3,3,3,25,40000,0,0.108216,8746.878,786
1387,5,200,2,2,3,3,4,25,40000,0,0.085522,8121.512,745
1388,5,200,2,2,3,4,1,25,40000,0,0.077449,8164.604,784
1389,5,200,2,2,3,4,2,25,40000,0,0.085848,8139.068,784
1390,5,200,2,2,3,4,3,25,40000,0,0.107816,8938.398,784
1391,5,200,2,2,3,4,4,25,40000,0,0.080840,7939.568,744
1392,5,200,2,2,4,1,1,25,40000,0,0.081975,7871.472,785
1393,5,200,2,2,4,1,2,25,40000,0,0.076313,7930.790,786
1394,5,200,2,2,4,1,3,25,40000,0,0.118714,8114.064,786
1395,5,200,2,2,4,1,4,25,40000,0,0.077793,8012.984,746
1396,5,200,2,2,4,2,1,25,40000,0,0.086469,8009.260,784
1397,5,200,2,2,4,2,2,25,40000,0,0.089199,8111.138,784
1398,5,200,2,2,4,2,3,25,40000,0,0.126267,8049.692,784
1399,5,200,2,2,4,2,4,25,40000,0,0.071083,8122.044,744
1400,5,200,2,2,4,3,1,25,40000,0,0.086005,8030.540,784
1401,5,200,2,2,4,3,2,25,40000,0,0.091511,8122.310,785
1402,5,200,2,2,4,3,3,25,40000,0,0.124650,8168.062,785
1403,5,200,2,2,4,3,4,25,40000,0,0.088684,8161.146,745
1404,5,200,2,2,4,4,1,25,40000,0,0.090689,8014.580,783
1405,5,200,2,2,4,4,2,25,40000,0,0.092838,8068.844,783
1406,5,200,2,2,4,4,3,25,40000,0,0.126855,8289.092,783
1407,5,200,2,2,4,4,4,25,40000,0,0.084225,8091.454,743
1408,5,200,2,3,1,1,1,25,40000,0,0.088376,8382.458,857
1409,5,200,2,3,1,1,2,25,40000,0,0.087944,8894.242,859
1410,5,200,2,3,1,1,3,25,40000,0,0.125221,8737.834,859
1411,5,200,2,3,1,1,4,25,40000,0,0.081547,8707.776,818
1412,5,200,2,3,1,2,1,25,40000,0,0.080055,8621.592,856
1413,5,200,2,3,1,2,2,25,40000,0,0.088314,8772.680,858
1414,5,200,2,3,1,2,3,25,40000,0,0.115717,8747.410,858
1415,5,200,2,3,1,2,4,25,40000,0,0.078412,8548.176,816
1416,5,200,2,3,1,3,1,25,40000,0,0.100879,8917.650,857
1417,5,200,2,3,1,3,2,25,40000,0,0.094113,8653.778,858
1418,5,200,2,3,1,3,3,25,40000,0,0.132141,8759.912,858
1419,5,200,2,3,1,3,4,25,40000,0,0.082121,8647.660,818
1420,5,200,2,3,1,4,1,25,40000,0,0.095400,8454.278,856
1421,5,200,2,3,1,4,2,25,40000,0,0.098823,8814.176,856
1422,5,200,2,3,1,4,3,25,40000,0,0.120707,8736.238,856
1423,5,200,2,3,1,4,4,25,40000,0,0.090123,8458.800,816
1424,5,200,2,3,2,1,1,25,40000,0,0.087852,8542.856,849
1425,5,200,2,3,2,1,2,25,40000,0,0.081355,8968.456,853
1426,5,200,2,3,2,1,3,25,40000,0,0.133659,9107.042,853
1427,5,200,2,3,2,1,4,25,40000,0,0.075878,8652.182,811
1428,5,200,2,3,2,2,1,25,40000,0,0.093791,8446.830,848
1429,5,200,2,3,2,2,2,25,40000,0,0.082177,8942.122,850
1430,5,200,2,3,2,2,3,25,40000,0,0.130734,8917.384,850
1431,5,200,2,3,2,2,4,25,40000,0,0.088284,8721.608,808
1432,5,200,2,3,2,3,1,25,40000,0,0.080382,9125.396,850
1433,5,200,2,3,2,3,2,25,40000,0,0.085436,9142.952,852
1434,5,200,2,3,2,3,3,25,40000,0,0.140720,8840.510,852
1435,5,200,2,3,2,3,4,25,40000,0,0.101195,8681.442,811
1436,5,200,2,3,2,4,1,25,40000,0,0.089296,8510.670,849
1437,5,200,2,3,2,4,2,25,40000,0,0.103284,8865.780,850
1438,5,200,2,3,2,4,3,25,40000,0,0.139162,9144.282,850
1439,5,200,2,3,2,4,4,25,40000,0,0.096619,8688.624,809
1440,5,200,2,3,3,1,1,25,40000,0,0.083515,9335.536,849
1441,5,200,2,3,3,1,2,25,40000,0,0.085323,9095.604,851
1442,5,200,2,3,3,1,3,25,40000,0,0.122763,9577.330,851
1443,5,200,2,3,3,1,4,25,40000,0,0.076932,8823.220,810
1444,5,200,2,3,3,2,1,25,40000,0,0.091344,9363.466,848
1445,5,200,2,3,3,2,2,25,40000,0,0.076704,9338.994,850
1446,5,200,2,3,3,2,3,25,40000,0,0.119715,9719.906,850
1447,5,200,2,3,3,2,4,25,40000,0,0.081378,9013.676,808
1448,5,200,2,3,3,3,1,25,40000,0,0.085115,9367.722,848
1449,5,200,2,3,3,3,2,25,40000,0,0.084784,9252.810,850
1450,5,200,2,3,3,3,3,25,40000,0,0.138472,9776.564,850
1451,5,200,2,3,3,3,4,25,40000,0,0.077205,9070.600,809
1452,5,200,2,3,3,4,1,25,40000,0,0.088075,9214.772,848
1453,5,200,2,3,3,4,2,25,40000,0,0.097537,9154.922,848
1454,5,200,2,3,3,4,3,25,40000,0,0.142458,9654.470,848
1455,5,200,2,3,3,4,4,25,40000,0,0.087726,8881.474,808
1456,5,200,2,3,4,1,1,25,40000,0,0.067364,8696.072,833
1457,5,200,2,3,4,1,2,25,40000,0,0.095743,8624.252,834
1458,5,200,2,3,4,1,3,25,40000,0,0.117816,8851.416,834
1459,5,200,2,3,4,1,4,25,40000,0,0.089779,8606.430,794
1460,5,200,2,3,4,2,1,25,40000,0,0.091533,8699.796,832
1461,5,200,2,3,4,2,2,25,40000,0,0.087699,8845.564,832
1462,5,200,2,3,4,2,3,25,40000,0,0.137040,8955.954,832
1463,5,200,2,3,4,2,4,25,40000,0,0.087174,8780.394,792
1464,5,200,2,3,4,3,1,25,40000,0,0.084512,8774.276,832
1465,5,200,2,3,4,3,2,25,40000,0,0.100913,8729.588,833
1466,5,200,2,3,4,3,3,25,40000,0,0.109479,8857.800,833
1467,5,200,2,3,4,3,4,25,40000,0,0.093750,8794.226,793
1468,5,200,2,3,4,4,1,25,40000,0,0.101443,8674.526,831
1469,5,200,2,3,4,4,2,25,40000,0,0.101059,8706.978,831
1470,5,200,2,3,4,4,3,25,40000,0,0.147723,9014.474,831
1471,5,200,2,3,4,4,4,25,40000,0,0.098155,8790.768,791
1472,5,200,2,4,1,1,1,25,40000,0,0.075836,7309.680,754
1473,5,200,2,4,1,1,2,25,40000,0,0.080305,7657.874,756
1474,5,200,2,4,1,1,3,25,40000,0,0.121172,7444.276,756
1475,5,200,2,4,1,1,4,25,40000,0,0.070160,7270.046,715
1476,5,200,2,4,1,2,1,25,40000,0,0.056768,7498.274,754
1477,5,200,2,4,1,2,2,25,40000,0,0.063154,7561.582,758
1478,5,200,2,4,1,2,3,25,40000,0,0.096992,7704.424,758
1479,5,200,2,4,1,2,4,25,40000,0,0.068909,7446.936,716
1480,5,200,2,4,1,3,1,25,40000,0,0.068499,7467.418,754
1481,5,200,2,4,1,3,2,25,40000,0,0.067267,7686.336,756
1482,5,200,2,4,1,3,3,25,40000,0,0.093993,7729.694,756
1483,5,200,2,4,1,3,4,25,40000,0,0.065494,7474.334,715
1484,5,200,2,4,1,4,1,25,40000,0,0.060097,7581.798,754
1485,5,200,2,4,1,4,2,25,40000,0,0.071021,7622.230,756
1486,5,200,2,4,1,4,3,25,40000,0,0.097061,7685.538,756
1487,5,200,2,4,1,4,4,25,40000,0,0.066324,7418.740,715
1488,5,200,2,4,2,1,1,25,40000,0,0.061097,7710.276,775
1489,5,200,2,4,2,1,2,25,40000,0,0.060516,7750.974,779
1490,5,200,2,4,2,1,3,25,40000,0,0.099253,7775.978,779
1491,5,200,2,4,2,1,4,25,40000,0,0.065112,7659.736,737
1492,5,200,2,4,2,2,1,25,40000,0,0.058045,7802.046,775
1493,5,200,2,4,2,2,2,25,40000,0,0.067181,7784.224,779
1494,5,200,2,4,2,2,3,25,40000,0,0.112833,7729.960,779
1495,5,200,2,4,2,2,4,25,40000,0,0.064204,7666.652,737
1496,5,200,2,4,2,3,1,25,40000,0,0.063493,7823.858,775
1497,5,200,2,4,2,3,2,25,40000,0,0.070551,7896.210,779
1498,5,200,2,4,2,3,3,25,40000,0,0.108276,7754.432,779
1499,5,200,2,4,2,3,4,25,40000,0,0.066507,7958.188,738
1500,5,200,2,4,2,4,1,25,40000,0,0.075335,8172.584,783
1501,5,200,2,4,2,4,2,25,40000,0,0.070156,7874.930,787
1502,5,200,2,4,2,4,3,25,40000,0,0.106958,7902.328,787
1503,5,200,2,4,2,4,4,25,40000,0,0.062524,7789.012,746
1504,5,200,2,4,3,1,1,25,40000,0,0.061030,8310.372,775
1505,5,200,2,4,3,1,2,25,40000,0,0.066260,8455.076,777
1506,5,200,2,4,3,1,3,25,40000,0,0.099689,8930.418,777
1507,5,200,2,4,3,1,4,25,40000,0,0.061300,8141.994,736
1508,5,200,2,4,3,2,1,25,40000,0,0.057594,8341.228,775
1509,5,200,2,4,3,2,2,25,40000,0,0.058087,8593.928,779
1510,5,200,2,4,3,2,3,25,40000,0,0.103636,8770.818,779
1511,5,200,2,4,3,2,4,25,40000,0,0.061700,8040.116,737
1512,5,200,2,4,3,3,1,25,40000,0,0.070853,8235.094,775
1513,5,200,2,4,3,3,2,25,40000,0,0.070570,8553.496,777
1514,5,200,2,4,3,3,3,25,40000,0,0.102883,8618.932,777
1515,5,200,2,4,3,3,4,25,40000,0,0.062658,7997.556,736
1516,5,200,2,4,3,4,1,25,40000,0,0.068726,8345.484,775
1517,5,200,2,4,3,4,2,25,40000,0,0.062542,8633.828,777
1518,5,200,2,4,3,4,3,25,40000,0,0.112840,8673.994,777
1519,5,200,2,4,3,4,4,25,40000,0,0.076098,8062.460,737
1520,5,200,2,4,4,1,1,25,40000,0,0.073154,7732.088,759
1521,5,200,2,4,4,1,2,25,40000,0,0.078693,8023.624,760
1522,5,200,2,4,4,1,3,25,40000,0,0.119088,7968.296,760
1523,5,200,2,4,4,1,4,25,40000,0,0.072207,7834.764,720
1524,5,200,2,4,4,2,1,25,40000,0,0.082649,7737.674,759
1525,5,200,2,4,4,2,2,25,40000,0,0.075956,7935.578,761
1526,5,200,2,4,4,2,3,25,40000,0,0.113020,7946.750,761
1527,5,200,2,4,4,2,4,25,40000,0,0.077914,7957.656,721
1528,5,200,2,4,4,3,1,25,40000,0,0.086855,7727.566,759
1529,5,200,2,4,4,3,2,25,40000,0,0.086447,7992.236,760
1530,5,200,2,4,4,3,3,25,40000,0,0.122857,7993.832,760
