n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,obj1,obj2,FF
1894,5,200,4,2,3,2,3,25,40000,0,0.055406,9043.734,775
1895,5,200,4,2,3,2,4,25,40000,0,0.046287,8442.840,735
1896,5,200,4,2,3,3,1,25,40000,0,0.047690,8363.040,774
1897,5,200,4,2,3,3,2,25,40000,0,0.043616,8529.024,776
1898,5,200,4,2,3,3,3,25,40000,0,0.053270,9012.080,776
1899,5,200,4,2,3,3,4,25,40000,0,0.040044,8519.714,736
1900,5,200,4,2,3,4,1,25,40000,0,0.044843,8308.776,773
1901,5,200,4,2,3,4,2,25,40000,0,0.047752,8633.828,773
1902,5,200,4,2,3,4,3,25,40000,0,0.066002,9168.222,773
1903,5,200,4,2,3,4,4,25,40000,0,0.047620,8282.442,733
1904,5,200,4,2,4,1,1,25,40000,0,0.042271,8126.300,774
1905,5,200,4,2,4,1,2,25,40000,0,0.048980,8369.158,776
1906,5,200,4,2,4,1,3,25,40000,0,0.065048,8398.684,776
1907,5,200,4,2,4,1,4,25,40000,0,0.043422,8260.630,736
1908,5,200,4,2,4,2,1,25,40000,0,0.042242,8255.310,773
1909,5,200,4,2,4,2,2,25,40000,0,0.048386,8471.834,775
1910,5,200,4,2,4,2,3,25,40000,0,0.057309,8443.904,775
1911,5,200,4,2,4,2,4,25,40000,0,0.043046,8459.332,735
1912,5,200,4,2,4,3,1,25,40000,0,0.042038,8139.866,774
1913,5,200,4,2,4,3,2,25,40000,0,0.045949,8474.494,776
1914,5,200,4,2,4,3,3,25,40000,0,0.066016,8483.006,776
1915,5,200,4,2,4,3,4,25,40000,0,0.042259,8579.298,736
1916,5,200,4,2,4,4,1,25,40000,0,0.044511,8291.752,772
1917,5,200,4,2,4,4,2,25,40000,0,0.044150,8400.280,773
1918,5,200,4,2,4,4,3,25,40000,0,0.061962,8450.554,773
1919,5,200,4,2,4,4,4,25,40000,0,0.042328,8533.280,733
1920,5,200,4,3,1,1,1,25,40000,0,0.054096,8957.018,846
1921,5,200,4,3,1,1,2,25,40000,0,0.048061,9140.292,848
1922,5,200,4,3,1,1,3,25,40000,0,0.072599,9851.576,848
1923,5,200,4,3,1,1,4,25,40000,0,0.046505,8886.262,808
1924,5,200,4,3,1,2,1,25,40000,0,0.044183,9619.092,845
1925,5,200,4,3,1,2,2,25,40000,0,0.043971,9470.664,847
1926,5,200,4,3,1,2,3,25,40000,0,0.071261,9641.968,847
1927,5,200,4,3,1,2,4,25,40000,0,0.050121,9108.638,807
1928,5,200,4,3,1,3,1,25,40000,0,0.047797,9067.940,846
1929,5,200,4,3,1,3,2,25,40000,0,0.052424,9297.498,847
1930,5,200,4,3,1,3,3,25,40000,0,0.071546,9956.912,847
1931,5,200,4,3,1,3,4,25,40000,0,0.048067,9253.608,807
1932,5,200,4,3,1,4,1,25,40000,0,0.057464,9055.172,845
1933,5,200,4,3,1,4,2,25,40000,0,0.056072,9401.770,845
1934,5,200,4,3,1,4,3,25,40000,0,0.069555,9778.426,845
1935,5,200,4,3,1,4,4,25,40000,0,0.049672,9080.974,805
1936,5,200,4,3,2,1,1,25,40000,0,0.042516,9196.950,854
1937,5,200,4,3,2,1,2,25,40000,0,0.056944,9400.706,856
1938,5,200,4,3,2,1,3,25,40000,0,0.071234,9353.890,856
1939,5,200,4,3,2,1,4,25,40000,0,0.043654,9368.786,816
1940,5,200,4,3,2,2,1,25,40000,0,0.050643,9255.204,853
1941,5,200,4,3,2,2,2,25,40000,0,0.049335,9512.160,855
1942,5,200,4,3,2,2,3,25,40000,0,0.066870,9507.106,855
1943,5,200,4,3,2,2,4,25,40000,0,0.050154,9497.796,815
1944,5,200,4,3,2,3,1,25,40000,0,0.048183,9335.536,856
1945,5,200,4,3,2,3,2,25,40000,0,0.055974,9489.550,856
1946,5,200,4,3,2,3,3,25,40000,0,0.088490,9570.680,856
1947,5,200,4,3,2,3,4,25,40000,0,0.057727,9468.004,816
1948,5,200,4,3,2,4,1,25,40000,0,0.058582,9148.538,854
1949,5,200,4,3,2,4,2,25,40000,0,0.057943,9496.732,853
1950,5,200,4,3,2,4,3,25,40000,0,0.084032,9497.264,853
1951,5,200,4,3,2,4,4,25,40000,0,0.049928,9505.776,813
1952,5,200,4,3,3,1,1,25,40000,0,0.045175,9778.160,854
1953,5,200,4,3,3,1,2,25,40000,0,0.050553,10218.390,856
1954,5,200,4,3,3,1,3,25,40000,0,0.063461,10534.398,856
1955,5,200,4,3,3,1,4,25,40000,0,0.044142,9627.072,816
1956,5,200,4,3,3,2,1,25,40000,0,0.057540,9956.912,853
1957,5,200,4,3,3,2,2,25,40000,0,0.051575,9948.666,855
1958,5,200,4,3,3,2,3,25,40000,0,0.086624,10703.574,855
1959,5,200,4,3,3,2,4,25,40000,0,0.055601,9875.516,815
1960,5,200,4,3,3,3,1,25,40000,0,0.051155,9898.126,854
1961,5,200,4,3,3,3,2,25,40000,0,0.051114,10026.604,856
1962,5,200,4,3,3,3,3,25,40000,0,0.063393,10843.490,856
1963,5,200,4,3,3,3,4,25,40000,0,0.051213,9913.820,816
1964,5,200,4,3,3,4,1,25,40000,0,0.053195,9816.996,853
1965,5,200,4,3,3,4,2,25,40000,0,0.059298,10220.252,853
1966,5,200,4,3,3,4,3,25,40000,0,0.080581,10578.820,853
1967,5,200,4,3,3,4,4,25,40000,0,0.052815,9929.780,813
1968,5,200,4,3,4,1,1,25,40000,0,0.049684,9405.228,846
1969,5,200,4,3,4,1,2,25,40000,0,0.052948,9675.218,848
1970,5,200,4,3,4,1,3,25,40000,0,0.076461,9683.730,848
1971,5,200,4,3,4,1,4,25,40000,0,0.045326,9749.166,808
1972,5,200,4,3,4,2,1,25,40000,0,0.058027,9632.392,845
1973,5,200,4,3,4,2,2,25,40000,0,0.052926,10198.706,847
1974,5,200,4,3,4,2,3,25,40000,0,0.071962,9768.584,847
1975,5,200,4,3,4,2,4,25,40000,0,0.050076,9699.158,807
1976,5,200,4,3,4,3,1,25,40000,0,0.057791,9677.612,846
1977,5,200,4,3,4,3,2,25,40000,0,0.053656,9976.330,848
1978,5,200,4,3,4,3,3,25,40000,0,0.081146,9937.760,848
1979,5,200,4,3,4,3,4,25,40000,0,0.052578,9685.858,808
1980,5,200,4,3,4,4,1,25,40000,0,0.053617,9704.212,844
1981,5,200,4,3,4,4,2,25,40000,0,0.054152,9895.200,845
1982,5,200,4,3,4,4,3,25,40000,0,0.066411,9772.308,845
1983,5,200,4,3,4,4,4,25,40000,0,0.047745,9691.178,805
1984,5,200,4,4,1,1,1,25,40000,0,0.039652,7740.068,742
1985,5,200,4,4,1,1,2,25,40000,0,0.042208,7377.510,744
1986,5,200,4,4,1,1,3,25,40000,0,0.060669,7941.164,744
1987,5,200,4,4,1,1,4,25,40000,0,0.036623,7054.054,704
1988,5,200,4,4,1,2,1,25,40000,0,0.033187,7348.782,742
1989,5,200,4,4,1,2,2,25,40000,0,0.035213,7831.040,744
1990,5,200,4,4,1,2,3,25,40000,0,0.047516,8168.328,745
1991,5,200,4,4,1,2,4,25,40000,0,0.039233,7362.880,705
1992,5,200,4,4,1,3,1,25,40000,0,0.037316,7433.104,743
1993,5,200,4,4,1,3,2,25,40000,0,0.036066,7911.904,745
1994,5,200,4,4,1,3,3,25,40000,0,0.051582,8178.436,745
1995,5,200,4,4,1,3,4,25,40000,0,0.041717,7343.462,705
1996,5,200,4,4,1,4,1,25,40000,0,0.032417,7960.582,743
1997,5,200,4,4,1,4,2,25,40000,0,0.038052,7853.384,745
1998,5,200,4,4,1,4,3,25,40000,0,0.051402,8187.746,745
1999,5,200,4,4,1,4,4,25,40000,0,0.036588,7338.674,705
2000,5,200,4,4,2,1,1,25,40000,0,0.033303,7729.162,763
2001,5,200,4,4,2,1,2,25,40000,0,0.038320,7819.336,765
2002,5,200,4,4,2,1,3,25,40000,0,0.055692,7791.140,766
2003,5,200,4,4,2,1,4,25,40000,0,0.034273,7623.560,726
2004,5,200,4,4,2,2,1,25,40000,0,0.034402,8258.502,764
2005,5,200,4,4,2,2,2,25,40000,0,0.034420,7873.068,766
2006,5,200,4,4,2,2,3,25,40000,0,0.054116,7979.468,766
2007,5,200,4,4,2,2,4,25,40000,0,0.036212,7982.660,726
2008,5,200,4,4,2,3,1,25,40000,0,0.033023,7852.054,764
2009,5,200,4,4,2,3,2,25,40000,0,0.040097,8156.358,766
2010,5,200,4,4,2,3,3,25,40000,0,0.052531,8003.142,766
2011,5,200,4,4,2,3,4,25,40000,0,0.036228,7874.132,726
2012,5,200,4,4,2,4,1,25,40000,0,0.041076,7904.722,780
2013,5,200,4,4,2,4,2,25,40000,0,0.041617,8112.202,782
2014,5,200,4,4,2,4,3,25,40000,0,0.054149,8263.024,782
2015,5,200,4,4,2,4,4,25,40000,0,0.038385,7926.534,742
2016,5,200,4,4,3,1,1,25,40000,0,0.032309,8318.352,763
2017,5,200,4,4,3,1,2,25,40000,0,0.037777,8526.896,765
2018,5,200,4,4,3,1,3,25,40000,0,0.054318,8804.068,766
2019,5,200,4,4,3,1,4,25,40000,0,0.034879,8220.198,726
2020,5,200,4,4,3,2,1,25,40000,0,0.045299,8307.180,764
2021,5,200,4,4,3,2,2,25,40000,0,0.046179,8494.976,766
2022,5,200,4,4,3,2,3,25,40000,0,0.071547,8882.804,766
2023,5,200,4,4,3,2,4,25,40000,0,0.033752,8452.948,726
2024,5,200,4,4,3,3,1,25,40000,0,0.036568,8448.426,764
2025,5,200,4,4,3,3,2,25,40000,0,0.036735,8490.454,766
2026,5,200,4,4,3,3,3,25,40000,0,0.056430,8872.696,766
2027,5,200,4,4,3,3,4,25,40000,0,0.045623,8317.288,726
2028,5,200,4,4,3,4,1,25,40000,0,0.039097,8507.212,772
2029,5,200,4,4,3,4,2,25,40000,0,0.040641,8554.826,774
2030,5,200,4,4,3,4,3,25,40000,0,0.058646,8986.544,774
2031,5,200,4,4,3,4,4,25,40000,0,0.037423,8371.286,734
2032,5,200,4,4,4,1,1,25,40000,0,0.042536,8040.382,747
2033,5,200,4,4,4,1,2,25,40000,0,0.037815,8131.088,749
2034,5,200,4,4,4,1,3,25,40000,0,0.052657,8261.428,750
2035,5,200,4,4,4,1,4,25,40000,0,0.038724,8029.742,710
2036,5,200,4,4,4,2,1,25,40000,0,0.038766,7997.822,748
2037,5,200,4,4,4,2,2,25,40000,0,0.039874,8282.708,750
2038,5,200,4,4,4,2,3,25,40000,0,0.058531,8311.170,750
2039,5,200,4,4,4,2,4,25,40000,0,0.032257,8148.378,710
2040,5,200,4,4,4,3,1,25,40000,0,0.040345,8065.120,748
2041,5,200,4,4,4,3,2,25,40000,0,0.039952,8179.500,750
2042,5,200,4,4,4,3,3,25,40000,0,0.058675,8223.124,750
2043,5,200,4,4,4,3,4,25,40000,0,0.038467,8081.080,710
2044,5,200,4,4,4,4,1,25,40000,0,0.039267,8140.132,764
2045,5,200,4,4,4,4,2,25,40000,0,0.033774,8515.192,766
2046,5,200,4,4,4,4,3,25,40000,0,0.052229,8759.114,766
2047,5,200,4,4,4,4,4,25,40000,0,0.042368,8349.208,726
2048,5,400,1,1,1,1,1,25,160000,0,1.131160,7032.508,735
2049,5,400,1,1,1,1,2,25,160000,0,1.257408,7093.156,736
2050,5,400,1,1,1,1,3,25,160000,0,1.411952,7151.676,736
2051,5,400,1,1,1,1,4,25,160000,0,1.196030,6783.798,696
2052,5,400,1,1,1,2,1,25,160000,0,1.138539,7059.640,734
2053,5,400,1,1,1,2,2,25,160000,0,1.046436,7265.258,735
2054,5,400,1,1,1,2,3,25,160000,0,1.531740,7251.160,736
2055,5,400,1,1,1,2,4,25,160000,0,1.077169,7049.532,696
2056,5,400,1,1,1,3,1,25,160000,0,0.843846,7124.012,736
2057,5,400,1,1,1,3,2,25,160000,0,1.006601,7343.728,738
2058,5,400,1,1,1,3,3,25,160000,0,1.584011,7188.916,738
2059,5,400,1,1,1,3,4,25,160000,0,1.079186,6956.432,698
2060,5,400,1,1,1,4,1,25,160000,0,1.110040,7044.478,734
2061,5,400,1,1,1,4,2,25,160000,0,1.082184,7397.992,736
2062,5,400,1,1,1,4,3,25,160000,0,1.650132,7340.004,736
2063,5,400,1,1,1,4,4,25,160000,0,1.246853,6992.874,696
2064,5,400,1,1,2,1,1,25,160000,0,1.175623,8132.684,735
2065,5,400,1,1,2,1,2,25,160000,0,1.146805,7307.552,736
2066,5,400,1,1,2,1,3,25,160000,0,1.519178,7935.844,737
2067,5,400,1,1,2,1,4,25,160000,0,1.189808,7249.032,694
2068,5,400,1,1,2,2,1,25,160000,0,1.105150,7757.624,734
2069,5,400,1,1,2,2,2,25,160000,0,1.201119,7460.236,733
2070,5,400,1,1,2,2,3,25,160000,0,1.329273,8304.520,737
2071,5,400,1,1,2,2,4,25,160000,0,0.938762,7175.350,692
2072,5,400,1,1,2,3,1,25,160000,0,0.844969,7390.810,736
2073,5,400,1,1,2,3,2,25,160000,0,0.886846,7476.728,736
2074,5,400,1,1,2,3,3,25,160000,0,1.493593,8088.528,739
2075,5,400,1,1,2,3,4,25,160000,0,1.206673,7244.510,694
2076,5,400,1,1,2,4,1,25,160000,0,1.042788,7334.684,734
2077,5,400,1,1,2,4,2,25,160000,0,1.101236,7569.030,734
2078,5,400,1,1,2,4,3,25,160000,0,1.736640,8095.178,737
2079,5,400,1,1,2,4,4,25,160000,0,1.034148,7144.494,692
2080,5,400,1,1,3,1,1,25,160000,0,1.178644,7345.590,735
2081,5,400,1,1,3,1,2,25,160000,0,1.130692,7511.840,736
2082,5,400,1,1,3,1,3,25,160000,0,1.459474,8093.316,737
2083,5,400,1,1,3,1,4,25,160000,0,1.101974,7463.694,694
2084,5,400,1,1,3,2,1,25,160000,0,1.271454,7446.936,734
2085,5,400,1,1,3,2,2,25,160000,0,1.050948,7688.198,733
2086,5,400,1,1,3,2,3,25,160000,0,1.473873,8211.420,737
2087,5,400,1,1,3,2,4,25,160000,0,1.038244,7324.044,692
2088,5,400,1,1,3,3,1,25,160000,0,1.225909,7395.598,736
2089,5,400,1,1,3,3,2,25,160000,0,1.000530,7825.454,736
2090,5,400,1,1,3,3,3,25,160000,0,1.492593,7939.568,739
2091,5,400,1,1,3,3,4,25,160000,0,1.021133,7357.826,694
2092,5,400,1,1,3,4,1,25,160000,0,0.925387,7515.298,735
2093,5,400,1,1,3,4,2,25,160000,0,1.164782,7841.148,734
2094,5,400,1,1,3,4,3,25,160000,0,1.516424,8072.036,737
2095,5,400,1,1,3,4,4,25,160000,0,1.063723,7348.782,693
2096,5,400,1,1,4,1,1,25,160000,0,1.278218,7166.572,735
2097,5,400,1,1,4,1,2,25,160000,0,1.167123,7965.104,736
2098,5,400,1,1,4,1,3,25,160000,0,1.873484,8380.596,737
2099,5,400,1,1,4,1,4,25,160000,0,1.078602,7638.988,694
2100,5,400,1,1,4,2,1,25,160000,0,1.123958,7725.704,734
2101,5,400,1,1,4,2,2,25,160000,0,1.270994,7837.956,733
2102,5,400,1,1,4,2,3,25,160000,0,1.852102,8252.384,737
2103,5,400,1,1,4,2,4,25,160000,0,0.951768,7498.008,692
2104,5,400,1,1,4,3,1,25,160000,0,1.101692,7678.888,736
2105,5,400,1,1,4,3,2,25,160000,0,1.411871,8000.482,736
2106,5,400,1,1,4,3,3,25,160000,0,1.813110,8283.772,739
2107,5,400,1,1,4,3,4,25,160000,0,1.012623,7640.850,694
2108,5,400,1,1,4,4,1,25,160000,0,1.315362,7598.024,734
2109,5,400,1,1,4,4,2,25,160000,0,0.955581,7971.754,734
2110,5,400,1,1,4,4,3,25,160000,0,2.141345,8215.942,737
2111,5,400,1,1,4,4,4,25,160000,0,1.006810,7515.032,692
2112,5,400,1,2,1,1,1,25,160000,0,1.101031,7623.826,775
2113,5,400,1,2,1,1,2,25,160000,0,1.088799,7969.094,781
2114,5,400,1,2,1,1,3,25,160000,0,1.650407,7865.354,782
2115,5,400,1,2,1,1,4,25,160000,0,1.110080,7621.698,742
2116,5,400,1,2,1,2,1,25,160000,0,1.088337,7595.098,775
2117,5,400,1,2,1,2,2,25,160000,0,0.960149,8012.452,784
2118,5,400,1,2,1,2,3,25,160000,0,1.335586,7919.618,784
2119,5,400,1,2,1,2,4,25,160000,0,0.944886,7598.822,744
2120,5,400,1,2,1,3,1,25,160000,0,1.091952,7568.764,776
2121,5,400,1,2,1,3,2,25,160000,0,1.317614,7923.874,784
2122,5,400,1,2,1,3,3,25,160000,0,1.583910,7883.442,784
2123,5,400,1,2,1,3,4,25,160000,0,1.150796,7780.234,744
2124,5,400,1,2,1,4,1,25,160000,0,1.106840,7635.530,774
2125,5,400,1,2,1,4,2,25,160000,0,1.102039,8004.472,782
2126,5,400,1,2,1,4,3,25,160000,0,1.904804,7902.594,782
2127,5,400,1,2,1,4,4,25,160000,0,1.128794,7709.212,742
2128,5,400,1,2,2,1,1,25,160000,0,1.156118,7921.480,777
2129,5,400,1,2,2,1,2,25,160000,0,1.256779,7809.494,781
2130,5,400,1,2,2,1,3,25,160000,0,1.793971,8491.784,777
2131,5,400,1,2,2,1,4,25,160000,0,1.127855,7840.350,741
2132,5,400,1,2,2,2,1,25,160000,0,0.962815,7764.540,774
2133,5,400,1,2,2,2,2,25,160000,0,1.157345,8153.166,782
2134,5,400,1,2,2,2,3,25,160000,0,1.306511,8699.796,777
2135,5,400,1,2,2,2,4,25,160000,0,1.071924,8029.742,740
2136,5,400,1,2,2,3,1,25,160000,0,1.162303,8457.736,778
2137,5,400,1,2,2,3,2,25,160000,0,1.098644,8189.076,784
2138,5,400,1,2,2,3,3,25,160000,0,1.573167,8584.618,779
2139,5,400,1,2,2,3,4,25,160000,0,1.082175,8001.812,743
2140,5,400,1,2,2,4,1,25,160000,0,1.087316,7937.972,777
2141,5,400,1,2,2,4,2,25,160000,0,1.096176,8241.744,782
2142,5,400,1,2,2,4,3,25,160000,0,1.525694,8583.022,777
2143,5,400,1,2,2,4,4,25,160000,0,0.911408,8198.386,742
2144,5,400,1,2,3,1,1,25,160000,0,1.088145,7794.066,775
2145,5,400,1,2,3,1,2,25,160000,0,1.104896,8180.564,779
2146,5,400,1,2,3,1,3,25,160000,0,1.691299,8883.602,775
2147,5,400,1,2,3,1,4,25,160000,0,1.142296,8031.870,739
2148,5,400,1,2,3,2,1,25,160000,0,1.234764,8065.652,775
2149,5,400,1,2,3,2,2,25,160000,0,1.096516,8310.904,782
2150,5,400,1,2,3,2,3,25,160000,0,1.625580,9020.858,777
2151,5,400,1,2,3,2,4,25,160000,0,0.962848,8088.528,741
2152,5,400,1,2,3,3,1,25,160000,0,1.253724,7938.238,776
2153,5,400,1,2,3,3,2,25,160000,0,1.024856,8334.844,782
2154,5,400,1,2,3,3,3,25,160000,0,1.732854,8930.684,777
2155,5,400,1,2,3,3,4,25,160000,0,1.130659,8156.890,741
2156,5,400,1,2,3,4,1,25,160000,0,0.863822,8017.240,775
2157,5,400,1,2,3,4,2,25,160000,0,1.104338,8164.604,780
2158,5,400,1,2,3,4,3,25,160000,0,1.849536,8984.682,775
2159,5,400,1,2,3,4,4,25,160000,0,1.119828,8208.760,740
2160,5,400,1,2,4,1,1,25,160000,0,1.239985,7962.178,775
2161,5,400,1,2,4,1,2,25,160000,0,1.149782,8329.258,778
2162,5,400,1,2,4,1,3,25,160000,0,1.822762,8844.766,774
2163,5,400,1,2,4,1,4,25,160000,0,1.161926,8326.598,739
2164,5,400,1,2,4,2,1,25,160000,0,1.169496,8295.742,775
2165,5,400,1,2,4,2,2,25,160000,0,1.032923,8489.922,781
2166,5,400,1,2,4,2,3,25,160000,0,1.860058,9084.432,776
2167,5,400,1,2,4,2,4,25,160000,0,1.119381,8228.444,741
2168,5,400,1,2,4,3,1,25,160000,0,1.117676,8237.754,776
2169,5,400,1,2,4,3,2,25,160000,0,1.183876,8420.230,781
2170,5,400,1,2,4,3,3,25,160000,0,1.979842,9033.360,776
2171,5,400,1,2,4,3,4,25,160000,0,1.087632,8182.958,741
2172,5,400,1,2,4,4,1,25,160000,0,1.300950,8190.406,774
2173,5,400,1,2,4,4,2,25,160000,0,1.422038,8466.780,779
2174,5,400,1,2,4,4,3,25,160000,0,2.217072,8850.884,774
2175,5,400,1,2,4,4,4,25,160000,0,1.044301,8271.270,739
2176,5,400,1,3,1,1,1,25,160000,0,1.152936,7913.766,847
2177,5,400,1,3,1,1,2,25,160000,0,1.204025,8282.176,854
2178,5,400,1,3,1,1,3,25,160000,0,1.802718,8283.506,854
2179,5,400,1,3,1,1,4,25,160000,0,1.088957,7957.124,814
2180,5,400,1,3,1,2,1,25,160000,0,1.039018,8463.322,848
2181,5,400,1,3,1,2,2,25,160000,0,1.159256,8208.228,856
2182,5,400,1,3,1,2,3,25,160000,0,1.563644,8343.356,856
2183,5,400,1,3,1,2,4,25,160000,0,1.080199,7862.960,816
2184,5,400,1,3,1,3,1,25,160000,0,1.310743,7978.670,848
2185,5,400,1,3,1,3,2,25,160000,0,1.325528,8453.480,856
2186,5,400,1,3,1,3,3,25,160000,0,1.799424,8195.194,856
2187,5,400,1,3,1,3,4,25,160000,0,1.263985,7900.466,816
2188,5,400,1,3,1,4,1,25,160000,0,1.364715,7971.754,846
2189,5,400,1,3,1,4,2,25,160000,0,1.130437,8382.724,854
2190,5,400,1,3,1,4,3,25,160000,0,1.721017,8114.862,854
2191,5,400,1,3,1,4,4,25,160000,0,1.184500,8148.910,814
2192,5,400,1,3,2,1,1,25,160000,0,1.217409,8938.664,841
2193,5,400,1,3,2,1,2,25,160000,0,1.418880,8338.568,846
2194,5,400,1,3,2,1,3,25,160000,0,1.617022,9002.238,841
2195,5,400,1,3,2,1,4,25,160000,0,1.179516,8243.340,805
2196,5,400,1,3,2,2,1,25,160000,0,1.054405,8247.596,839
2197,5,400,1,3,2,2,2,25,160000,0,1.163497,8556.954,846
2198,5,400,1,3,2,2,3,25,160000,0,1.866386,9013.144,841
2199,5,400,1,3,2,2,4,25,160000,0,1.092284,8122.576,804
2200,5,400,1,3,2,3,1,25,160000,0,1.282916,8158.220,842
2201,5,400,1,3,2,3,2,25,160000,0,1.232399,8548.442,848
2202,5,400,1,3,2,3,3,25,160000,0,2.222930,9093.742,843
2203,5,400,1,3,2,3,4,25,160000,0,1.098582,8110.872,807
2204,5,400,1,3,2,4,1,25,160000,0,1.379791,8171.254,841
2205,5,400,1,3,2,4,2,25,160000,0,1.257119,8531.950,846
2206,5,400,1,3,2,4,3,25,160000,0,1.704546,9062.354,841
2207,5,400,1,3,2,4,4,25,160000,0,1.073754,8011.920,806
2208,5,400,1,3,3,1,1,25,160000,0,1.256006,8330.854,839
2209,5,400,1,3,3,1,2,25,160000,0,1.454370,8671.334,844
2210,5,400,1,3,3,1,3,25,160000,0,2.035280,9041.074,839
2211,5,400,1,3,3,1,4,25,160000,0,1.302641,8380.862,803
2212,5,400,1,3,3,2,1,25,160000,0,1.305696,8217.804,840
2213,5,400,1,3,3,2,2,25,160000,0,1.188499,8777.202,846
2214,5,400,1,3,3,2,3,25,160000,0,2.121636,9387.938,841
2215,5,400,1,3,3,2,4,25,160000,0,1.019176,8395.758,805
2216,5,400,1,3,3,3,1,25,160000,0,1.373751,8246.798,840
2217,5,400,1,3,3,3,2,25,160000,0,1.449423,8685.698,846
2218,5,400,1,3,3,3,3,25,160000,0,1.892959,9166.626,841
2219,5,400,1,3,3,3,4,25,160000,0,1.122240,8428.742,805
2220,5,400,1,3,3,4,1,25,160000,0,1.035843,8499.232,839
2221,5,400,1,3,3,4,2,25,160000,0,1.308518,8715.756,844
2222,5,400,1,3,3,4,3,25,160000,0,1.853056,9364.264,839
2223,5,400,1,3,3,4,4,25,160000,0,1.267763,8405.866,804
2224,5,400,1,3,4,1,1,25,160000,0,1.251726,8300.530,823
2225,5,400,1,3,4,1,2,25,160000,0,1.320502,8565.998,828
2226,5,400,1,3,4,1,3,25,160000,0,2.163720,9200.940,823
2227,5,400,1,3,4,1,4,25,160000,0,1.324259,8411.718,787
2228,5,400,1,3,4,2,1,25,160000,0,1.371892,8296.274,824
2229,5,400,1,3,4,2,2,25,160000,0,1.376678,8662.290,830
2230,5,400,1,3,4,2,3,25,160000,0,1.858509,9176.734,825
2231,5,400,1,3,4,2,4,25,160000,0,1.144568,8357.454,789
2232,5,400,1,3,4,3,1,25,160000,0,1.347235,8314.096,824
2233,5,400,1,3,4,3,2,25,160000,0,1.536635,8655.374,830
2234,5,400,1,3,4,3,3,25,160000,0,2.029809,9009.686,825
2235,5,400,1,3,4,3,4,25,160000,0,1.067464,8501.094,789
2236,5,400,1,3,4,4,1,25,160000,0,1.443829,8333.248,822
2237,5,400,1,3,4,4,2,25,160000,0,1.392115,8832.264,828
2238,5,400,1,3,4,4,3,25,160000,0,2.139149,9365.594,823
2239,5,400,1,3,4,4,4,25,160000,0,1.301054,8475.292,787
2240,5,400,1,4,1,1,1,25,160000,0,1.033118,7239.988,744
2241,5,400,1,4,1,1,2,25,160000,0,1.103540,7300.902,745
2242,5,400,1,4,1,1,3,25,160000,0,1.734086,7276.962,745
2243,5,400,1,4,1,1,4,25,160000,0,1.138384,7031.444,705
2244,5,400,1,4,1,2,1,25,160000,0,0.784023,7324.310,746
2245,5,400,1,4,1,2,2,25,160000,0,0.939053,7411.026,747
2246,5,400,1,4,1,2,3,25,160000,0,1.332273,7606.802,747
2247,5,400,1,4,1,2,4,25,160000,0,0.992556,7238.392,707
2248,5,400,1,4,1,3,1,25,160000,0,1.069382,7283.080,744
2249,5,400,1,4,1,3,2,25,160000,0,0.951363,7477.260,745
2250,5,400,1,4,1,3,3,25,160000,0,1.389969,7647.766,745
2251,5,400,1,4,1,3,4,25,160000,0,1.046302,7210.462,705
2252,5,400,1,4,1,4,1,25,160000,0,1.032794,7259.406,744
2253,5,400,1,4,1,4,2,25,160000,0,0.911616,7566.636,745
2254,5,400,1,4,1,4,3,25,160000,0,1.493737,7569.030,745
2255,5,400,1,4,1,4,4,25,160000,0,1.183586,7263.928,705
2256,5,400,1,4,2,1,1,25,160000,0,1.042116,8053.948,767
2257,5,400,1,4,2,1,2,25,160000,0,1.206564,7856.842,774
2258,5,400,1,4,2,1,3,25,160000,0,1.747949,8227.912,769
2259,5,400,1,4,2,1,4,25,160000,0,1.155180,7566.370,733
2260,5,400,1,4,2,2,1,25,160000,0,0.916580,8050.490,765
2261,5,400,1,4,2,2,2,25,160000,0,1.009545,7932.918,774
2262,5,400,1,4,2,2,3,25,160000,0,1.339781,8647.660,767
2263,5,400,1,4,2,2,4,25,160000,0,0.937255,7731.822,732
2264,5,400,1,4,2,3,1,25,160000,0,0.902577,7750.708,767
2265,5,400,1,4,2,3,2,25,160000,0,1.048436,8065.386,774
2266,5,400,1,4,2,3,3,25,160000,0,1.695763,8442.574,770
2267,5,400,1,4,2,3,4,25,160000,0,0.911697,7799.120,734
2268,5,400,1,4,2,4,1,25,160000,0,1.034934,8091.986,767
2269,5,400,1,4,2,4,2,25,160000,0,1.085553,8018.836,774
2270,5,400,1,4,2,4,3,25,160000,0,1.511664,8562.806,770
2271,5,400,1,4,2,4,4,25,160000,0,0.810669,7845.404,734
2272,5,400,1,4,3,1,1,25,160000,0,1.006740,7559.986,765
2273,5,400,1,4,3,1,2,25,160000,0,1.187955,8006.866,772
2274,5,400,1,4,3,1,3,25,160000,0,1.691338,8406.132,767
2275,5,400,1,4,3,1,4,25,160000,0,1.072295,7820.932,731
2276,5,400,1,4,3,2,1,25,160000,0,1.183132,7717.724,767
2277,5,400,1,4,3,2,2,25,160000,0,0.945199,8203.440,774
2278,5,400,1,4,3,2,3,25,160000,0,1.216347,8712.564,769
