n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,obj1,obj2
1583,5,200,3,1,3,4,4,0.348,812
1584,5,200,3,1,4,1,1,0.326,500
1585,5,200,3,1,4,1,2,0.337,522
1586,5,200,3,1,4,1,3,0.483,665
1587,5,200,3,1,4,1,4,0.330,537
1588,5,200,3,1,4,2,1,0.330,609
1589,5,200,3,1,4,2,2,0.343,640
1590,5,200,3,1,4,2,3,0.484,755
1591,5,200,3,1,4,2,4,0.325,634
1592,5,200,3,1,4,3,1,0.337,670
1593,5,200,3,1,4,3,2,0.336,710
1594,5,200,3,1,4,3,3,0.483,858
1595,5,200,3,1,4,3,4,0.337,715
1596,5,200,3,1,4,4,1,0.334,755
1597,5,200,3,1,4,4,2,0.337,781
1598,5,200,3,1,4,4,3,0.486,916
1599,5,200,3,1,4,4,4,0.345,780
1600,5,200,3,2,1,1,1,0.258,452
1601,5,200,3,2,1,1,2,0.247,481
1602,5,200,3,2,1,1,3,0.372,622
1603,5,200,3,2,1,1,4,0.257,498
1604,5,200,3,2,1,2,1,0.267,594
1605,5,200,3,2,1,2,2,0.260,612
1606,5,200,3,2,1,2,3,0.391,726
1607,5,200,3,2,1,2,4,0.253,610
1608,5,200,3,2,1,3,1,0.276,646
1609,5,200,3,2,1,3,2,0.263,680
1610,5,200,3,2,1,3,3,0.403,784
1611,5,200,3,2,1,3,4,0.265,702
1612,5,200,3,2,1,4,1,0.276,736
1613,5,200,3,2,1,4,2,0.289,748
1614,5,200,3,2,1,4,3,0.406,874
1615,5,200,3,2,1,4,4,0.278,768
1616,5,200,3,2,2,1,1,0.338,519
1617,5,200,3,2,2,1,2,0.333,522
1618,5,200,3,2,2,1,3,0.490,638
1619,5,200,3,2,2,1,4,0.330,513
1620,5,200,3,2,2,2,1,0.330,600
1621,5,200,3,2,2,2,2,0.323,629
1622,5,200,3,2,2,2,3,0.477,731
1623,5,200,3,2,2,2,4,0.336,662
1624,5,200,3,2,2,3,1,0.330,672
1625,5,200,3,2,2,3,2,0.338,721
1626,5,200,3,2,2,3,3,0.484,820
1627,5,200,3,2,2,3,4,0.324,714
1628,5,200,3,2,2,4,1,0.339,746
1629,5,200,3,2,2,4,2,0.329,781
1630,5,200,3,2,2,4,3,0.479,903
1631,5,200,3,2,2,4,4,0.339,792
1632,5,200,3,2,3,1,1,0.333,554
1633,5,200,3,2,3,1,2,0.349,559
1634,5,200,3,2,3,1,3,0.501,683
1635,5,200,3,2,3,1,4,0.341,549
1636,5,200,3,2,3,2,1,0.329,643
1637,5,200,3,2,3,2,2,0.339,668
1638,5,200,3,2,3,2,3,0.495,792
1639,5,200,3,2,3,2,4,0.346,670
1640,5,200,3,2,3,3,1,0.336,710
1641,5,200,3,2,3,3,2,0.351,742
1642,5,200,3,2,3,3,3,0.504,876
1643,5,200,3,2,3,3,4,0.341,760
1644,5,200,3,2,3,4,1,0.343,798
1645,5,200,3,2,3,4,2,0.354,816
1646,5,200,3,2,3,4,3,0.500,960
1647,5,200,3,2,3,4,4,0.344,821
1648,5,200,3,2,4,1,1,0.325,501
1649,5,200,3,2,4,1,2,0.332,532
1650,5,200,3,2,4,1,3,0.487,647
1651,5,200,3,2,4,1,4,0.328,548
1652,5,200,3,2,4,2,1,0.329,611
1653,5,200,3,2,4,2,2,0.325,645
1654,5,200,3,2,4,2,3,0.473,771
1655,5,200,3,2,4,2,4,0.333,672
1656,5,200,3,2,4,3,1,0.334,690
1657,5,200,3,2,4,3,2,0.334,710
1658,5,200,3,2,4,3,3,0.480,851
1659,5,200,3,2,4,3,4,0.339,734
1660,5,200,3,2,4,4,1,0.341,783
1661,5,200,3,2,4,4,2,0.341,787
1662,5,200,3,2,4,4,3,0.490,924
1663,5,200,3,2,4,4,4,0.335,797
1664,5,200,3,3,1,1,1,0.294,1067
1665,5,200,3,3,1,1,2,0.300,1064
1666,5,200,3,3,1,1,3,0.466,1216
1667,5,200,3,3,1,1,4,0.300,1056
1668,5,200,3,3,1,2,1,0.287,1193
1669,5,200,3,3,1,2,2,0.292,1162
1670,5,200,3,3,1,2,3,0.417,1306
1671,5,200,3,3,1,2,4,0.282,1178
1672,5,200,3,3,1,3,1,0.285,1337
1673,5,200,3,3,1,3,2,0.296,1358
1674,5,200,3,3,1,3,3,0.434,1531
1675,5,200,3,3,1,3,4,0.280,1354
1676,5,200,3,3,1,4,1,0.283,1231
1677,5,200,3,3,1,4,2,0.317,1254
1678,5,200,3,3,1,4,3,0.441,1399
1679,5,200,3,3,1,4,4,0.304,1244
1680,5,200,3,3,2,1,1,0.342,1056
1681,5,200,3,3,2,1,2,0.347,1102
1682,5,200,3,3,2,1,3,0.493,1215
1683,5,200,3,3,2,1,4,0.346,1107
1684,5,200,3,3,2,2,1,0.341,1170
1685,5,200,3,3,2,2,2,0.353,1208
1686,5,200,3,3,2,2,3,0.492,1348
1687,5,200,3,3,2,2,4,0.352,1202
1688,5,200,3,3,2,3,1,0.336,1372
1689,5,200,3,3,2,3,2,0.348,1413
1690,5,200,3,3,2,3,3,0.498,1518
1691,5,200,3,3,2,3,4,0.349,1411
1692,5,200,3,3,2,4,1,0.346,1251
1693,5,200,3,3,2,4,2,0.358,1286
1694,5,200,3,3,2,4,3,0.504,1435
1695,5,200,3,3,2,4,4,0.363,1321
1696,5,200,3,3,3,1,1,0.355,1140
1697,5,200,3,3,3,1,2,0.359,1134
1698,5,200,3,3,3,1,3,0.527,1260
1699,5,200,3,3,3,1,4,0.360,1150
1700,5,200,3,3,3,2,1,0.350,1181
1701,5,200,3,3,3,2,2,0.367,1220
1702,5,200,3,3,3,2,3,0.522,1373
1703,5,200,3,3,3,2,4,0.366,1266
1704,5,200,3,3,3,3,1,0.361,1425
1705,5,200,3,3,3,3,2,0.358,1441
1706,5,200,3,3,3,3,3,0.522,1546
1707,5,200,3,3,3,3,4,0.363,1467
1708,5,200,3,3,3,4,1,0.365,1311
1709,5,200,3,3,3,4,2,0.358,1324
1710,5,200,3,3,3,4,3,0.515,1467
1711,5,200,3,3,3,4,4,0.374,1347
1712,5,200,3,3,4,1,1,0.348,1089
1713,5,200,3,3,4,1,2,0.342,1092
1714,5,200,3,3,4,1,3,0.501,1207
1715,5,200,3,3,4,1,4,0.348,1101
1716,5,200,3,3,4,2,1,0.350,1171
1717,5,200,3,3,4,2,2,0.351,1196
1718,5,200,3,3,4,2,3,0.504,1314
1719,5,200,3,3,4,2,4,0.355,1250
1720,5,200,3,3,4,3,1,0.350,1406
1721,5,200,3,3,4,3,2,0.351,1422
1722,5,200,3,3,4,3,3,0.515,1543
1723,5,200,3,3,4,3,4,0.358,1436
1724,5,200,3,3,4,4,1,0.364,1251
1725,5,200,3,3,4,4,2,0.363,1358
1726,5,200,3,3,4,4,3,0.508,1434
1727,5,200,3,3,4,4,4,0.358,1307
1728,5,200,3,4,1,1,1,0.269,487
1729,5,200,3,4,1,1,2,0.252,515
1730,5,200,3,4,1,1,3,0.425,641
1731,5,200,3,4,1,1,4,0.271,516
1732,5,200,3,4,1,2,1,0.269,588
1733,5,200,3,4,1,2,2,0.269,618
1734,5,200,3,4,1,2,3,0.405,719
1735,5,200,3,4,1,2,4,0.260,624
1736,5,200,3,4,1,3,1,0.277,787
1737,5,200,3,4,1,3,2,0.269,784
1738,5,200,3,4,1,3,3,0.404,918
1739,5,200,3,4,1,3,4,0.285,782
1740,5,200,3,4,1,4,1,0.258,682
1741,5,200,3,4,1,4,2,0.259,711
1742,5,200,3,4,1,4,3,0.437,813
1743,5,200,3,4,1,4,4,0.288,782
1744,5,200,3,4,2,1,1,0.325,511
1745,5,200,3,4,2,1,2,0.330,555
1747,5,200,3,4,2,1,4,0.333,548
1748,5,200,3,4,2,2,1,0.332,608
1749,5,200,3,4,2,2,2,0.334,644
1750,5,200,3,4,2,2,3,0.475,775
1751,5,200,3,4,2,2,4,0.341,667
1752,5,200,3,4,2,3,1,0.338,784
1753,5,200,3,4,2,3,2,0.335,810
1754,5,200,3,4,2,3,3,0.484,932
1755,5,200,3,4,2,3,4,0.340,827
1756,5,200,3,4,2,4,1,0.330,715
1757,5,200,3,4,2,4,2,0.344,727
1758,5,200,3,4,2,4,3,0.496,860
1759,5,200,3,4,2,4,4,0.337,749
1760,5,200,3,4,3,1,1,0.335,555
1762,5,200,3,4,3,1,3,0.504,708
1763,5,200,3,4,3,1,4,0.338,585
1764,5,200,3,4,3,2,1,0.338,652
1765,5,200,3,4,3,2,2,0.346,687
1766,5,200,3,4,3,2,3,0.503,790
1767,5,200,3,4,3,2,4,0.341,717
1768,5,200,3,4,3,3,1,0.348,809
1769,5,200,3,4,3,3,2,0.342,843
1770,5,200,3,4,3,3,3,0.500,953
1771,5,200,3,4,3,3,4,0.348,909
1772,5,200,3,4,3,4,1,0.342,769
1773,5,200,3,4,3,4,2,0.356,799
1774,5,200,3,4,3,4,3,0.522,922
1775,5,200,3,4,3,4,4,0.348,799
1776,5,200,3,4,4,1,1,0.328,523
1777,5,200,3,4,4,1,2,0.339,557
1778,5,200,3,4,4,1,3,0.483,664
1779,5,200,3,4,4,1,4,0.336,577
1780,5,200,3,4,4,2,1,0.334,641
1781,5,200,3,4,4,2,2,0.331,668
1782,5,200,3,4,4,2,3,0.486,783
1783,5,200,3,4,4,2,4,0.326,672
1784,5,200,3,4,4,3,1,0.332,785
1785,5,200,3,4,4,3,2,0.336,822
1786,5,200,3,4,4,3,3,0.491,966
1787,5,200,3,4,4,3,4,0.338,834
1788,5,200,3,4,4,4,1,0.339,718
1789,5,200,3,4,4,4,2,0.340,760
1790,5,200,3,4,4,4,3,0.502,862
1791,5,200,3,4,4,4,4,0.337,759
1792,5,200,4,1,1,1,1,0.282,564
1793,5,200,4,1,1,1,2,0.277,600
1794,5,200,4,1,1,1,3,0.434,774
1795,5,200,4,1,1,1,4,0.275,683
1796,5,200,4,1,1,2,1,0.278,717
1797,5,200,4,1,1,2,2,0.285,770
1798,5,200,4,1,1,2,3,0.445,919
1799,5,200,4,1,1,2,4,0.283,788
1800,5,200,4,1,1,3,1,0.287,840
1801,5,200,4,1,1,3,2,0.289,873
1802,5,200,4,1,1,3,3,0.419,1023
1803,5,200,4,1,1,3,4,0.280,895
1804,5,200,4,1,1,4,1,0.289,967
1805,5,200,4,1,1,4,2,0.291,977
1806,5,200,4,1,1,4,3,0.422,1085
1807,5,200,4,1,1,4,4,0.288,979
1808,5,200,4,1,2,1,1,0.336,597
1809,5,200,4,1,2,1,2,0.333,645
1810,5,200,4,1,2,1,3,0.491,796
1811,5,200,4,1,2,1,4,0.336,690
1812,5,200,4,1,2,2,1,0.329,753
1813,5,200,4,1,2,2,2,0.334,804
1814,5,200,4,1,2,2,3,0.480,955
1815,5,200,4,1,2,2,4,0.335,822
1816,5,200,4,1,2,3,1,0.339,854
1817,5,200,4,1,2,3,2,0.341,904
1818,5,200,4,1,2,3,3,0.479,1065
1819,5,200,4,1,2,3,4,0.347,925
1820,5,200,4,1,2,4,1,0.328,982
1821,5,200,4,1,2,4,2,0.333,1005
1822,5,200,4,1,2,4,3,0.490,1164
1823,5,200,4,1,2,4,4,0.332,1029
1824,5,200,4,1,3,1,1,0.339,660
1825,5,200,4,1,3,1,2,0.340,695
1826,5,200,4,1,3,1,3,0.502,859
1827,5,200,4,1,3,1,4,0.347,698
1828,5,200,4,1,3,2,1,0.342,827
1829,5,200,4,1,3,2,2,0.338,847
1830,5,200,4,1,3,2,3,0.508,1005
1831,5,200,4,1,3,2,4,0.349,829
1832,5,200,4,1,3,3,1,0.345,901
1833,5,200,4,1,3,3,2,0.347,950
1834,5,200,4,1,3,3,3,0.499,1120
1835,5,200,4,1,3,3,4,0.357,954
1836,5,200,4,1,3,4,1,0.347,1048
1837,5,200,4,1,3,4,2,0.345,1077
1838,5,200,4,1,3,4,3,0.509,1221
1839,5,200,4,1,3,4,4,0.341,1052
1840,5,200,4,1,4,1,1,0.331,631
1841,5,200,4,1,4,1,2,0.336,669
1842,5,200,4,1,4,1,3,0.494,866
1843,5,200,4,1,4,1,4,0.338,701
1844,5,200,4,1,4,2,1,0.331,756
1845,5,200,4,1,4,2,2,0.337,802
1846,5,200,4,1,4,2,3,0.502,1053
1847,5,200,4,1,4,2,4,0.340,831
1848,5,200,4,1,4,3,1,0.337,863
1849,5,200,4,1,4,3,2,0.340,918
1850,5,200,4,1,4,3,3,0.490,1082
1851,5,200,4,1,4,3,4,0.345,923
1852,5,200,4,1,4,4,1,0.336,963
1853,5,200,4,1,4,4,2,0.336,1011
1854,5,200,4,1,4,4,3,0.488,1178
1855,5,200,4,1,4,4,4,0.335,1054
1856,5,200,4,2,1,1,1,0.273,567
1857,5,200,4,2,1,1,2,0.271,600
1858,5,200,4,2,1,1,3,0.402,764
1859,5,200,4,2,1,1,4,0.270,634
1860,5,200,4,2,1,2,1,0.265,738
1861,5,200,4,2,1,2,2,0.257,780
1862,5,200,4,2,1,2,3,0.414,895
1863,5,200,4,2,1,2,4,0.275,772
1864,5,200,4,2,1,3,1,0.283,861
1865,5,200,4,2,1,3,2,0.281,893
1866,5,200,4,2,1,3,3,0.474,1019
1867,5,200,4,2,1,3,4,0.285,874
1868,5,200,4,2,1,4,1,0.291,926
1869,5,200,4,2,1,4,2,0.288,988
1870,5,200,4,2,1,4,3,0.432,1107
1871,5,200,4,2,1,4,4,0.288,982
1872,5,200,4,2,2,1,1,0.335,610
1873,5,200,4,2,2,1,2,0.340,629
1874,5,200,4,2,2,1,3,0.493,819
1875,5,200,4,2,2,1,4,0.330,699
1876,5,200,4,2,2,2,1,0.338,760
1877,5,200,4,2,2,2,2,0.331,793
1878,5,200,4,2,2,2,3,0.475,972
1879,5,200,4,2,2,2,4,0.329,798
1880,5,200,4,2,2,3,1,0.327,883
1881,5,200,4,2,2,3,2,0.327,906
1882,5,200,4,2,2,3,3,0.485,1042
1883,5,200,4,2,2,3,4,0.338,915
1884,5,200,4,2,2,4,1,0.340,944
1885,5,200,4,2,2,4,2,0.338,1005
1886,5,200,4,2,2,4,3,0.484,1173
1887,5,200,4,2,2,4,4,0.346,1026
1888,5,200,4,2,3,1,1,0.339,678
1889,5,200,4,2,3,1,2,0.343,725
1890,5,200,4,2,3,1,3,0.507,901
1891,5,200,4,2,3,1,4,0.348,698
1892,5,200,4,2,3,2,1,0.336,834
1893,5,200,4,2,3,2,2,0.336,872
1894,5,200,4,2,3,2,3,0.499,1027
1895,5,200,4,2,3,2,4,0.341,861
1896,5,200,4,2,3,3,1,0.349,903
1897,5,200,4,2,3,3,2,0.347,991
1898,5,200,4,2,3,3,3,0.505,1132
1899,5,200,4,2,3,3,4,0.348,937
1900,5,200,4,2,3,4,1,0.353,1044
1901,5,200,4,2,3,4,2,0.344,1067
1902,5,200,4,2,3,4,3,0.507,1205
1903,5,200,4,2,3,4,4,0.353,1065
1904,5,200,4,2,4,1,1,0.338,638
1905,5,200,4,2,4,1,2,0.335,667
1906,5,200,4,2,4,1,3,0.483,857
1907,5,200,4,2,4,1,4,0.332,691
1908,5,200,4,2,4,2,1,0.329,780
1909,5,200,4,2,4,2,2,0.334,794
1910,5,200,4,2,4,2,3,0.493,995
1911,5,200,4,2,4,2,4,0.331,823
1912,5,200,4,2,4,3,1,0.339,854
1913,5,200,4,2,4,3,2,0.337,902
1914,5,200,4,2,4,3,3,0.492,1138
1915,5,200,4,2,4,3,4,0.339,942
1916,5,200,4,2,4,4,1,0.339,994
1917,5,200,4,2,4,4,2,0.335,1021
1918,5,200,4,2,4,4,3,0.488,1182
1919,5,200,4,2,4,4,4,0.340,1041
1920,5,200,4,3,1,1,1,0.278,1320
1921,5,200,4,3,1,1,2,0.277,1388
1922,5,200,4,3,1,1,3,0.471,1551
1923,5,200,4,3,1,1,4,0.283,1363
1924,5,200,4,3,1,2,1,0.291,1511
1925,5,200,4,3,1,2,2,0.297,1559
1926,5,200,4,3,1,2,3,0.478,1670
1927,5,200,4,3,1,2,4,0.295,1534
1928,5,200,4,3,1,3,1,0.292,1784
1929,5,200,4,3,1,3,2,0.299,1809
1930,5,200,4,3,1,3,3,0.432,1936
1931,5,200,4,3,1,3,4,0.297,1819
1932,5,200,4,3,1,4,1,0.297,1668
1933,5,200,4,3,1,4,2,0.298,1631
1934,5,200,4,3,1,4,3,0.445,1765
1935,5,200,4,3,1,4,4,0.309,1695
1936,5,200,4,3,2,1,1,0.351,1372
1937,5,200,4,3,2,1,2,0.350,1377
1938,5,200,4,3,2,1,3,0.513,1612
1939,5,200,4,3,2,1,4,0.357,1454
1940,5,200,4,3,2,2,1,0.347,1539
1941,5,200,4,3,2,2,2,0.354,1549
1942,5,200,4,3,2,2,3,0.517,1736
1943,5,200,4,3,2,2,4,0.352,1583
1944,5,200,4,3,2,3,1,0.358,1760
1945,5,200,4,3,2,3,2,0.356,1772
1946,5,200,4,3,2,3,3,0.529,2015
1947,5,200,4,3,2,3,4,0.359,1838
1948,5,200,4,3,2,4,1,0.343,1661
1949,5,200,4,3,2,4,2,0.357,1691
1950,5,200,4,3,2,4,3,0.522,1802
1951,5,200,4,3,2,4,4,0.365,1667
1952,5,200,4,3,3,1,1,0.354,1496
1953,5,200,4,3,3,1,2,0.359,1439
1954,5,200,4,3,3,1,3,0.550,1655
1955,5,200,4,3,3,1,4,0.361,1510
1956,5,200,4,3,3,2,1,0.355,1587
1957,5,200,4,3,3,2,2,0.371,1608
1958,5,200,4,3,3,2,3,0.510,1800
1959,5,200,4,3,3,2,4,0.365,1612
1960,5,200,4,3,3,3,1,0.364,1838
1961,5,200,4,3,3,3,2,0.364,1857
1962,5,200,4,3,3,3,3,0.515,2025
1963,5,200,4,3,3,3,4,0.366,1854
1964,5,200,4,3,3,4,1,0.369,1699
1965,5,200,4,3,3,4,2,0.370,1786
1966,5,200,4,3,3,4,3,0.528,1872
1967,5,200,4,3,3,4,4,0.392,1702
1969,5,200,4,3,4,1,2,0.350,1434
1970,5,200,4,3,4,1,3,0.504,1681
1971,5,200,4,3,4,1,4,0.344,1501
1972,5,200,4,3,4,2,1,0.358,1551
1973,5,200,4,3,4,2,2,0.363,1629
1974,5,200,4,3,4,2,3,0.498,1699
1975,5,200,4,3,4,2,4,0.356,1658
1976,5,200,4,3,4,3,1,0.356,1826
1977,5,200,4,3,4,3,2,0.357,1882
1978,5,200,4,3,4,3,3,0.509,2020
1979,5,200,4,3,4,3,4,0.357,1924
1980,5,200,4,3,4,4,1,0.369,1716
1981,5,200,4,3,4,4,2,0.355,1721
1982,5,200,4,3,4,4,3,0.514,1804
1983,5,200,4,3,4,4,4,0.362,1693
1984,5,200,4,4,1,1,1,0.239,610
1985,5,200,4,4,1,1,2,0.249,639
1986,5,200,4,4,1,1,3,0.422,796
1987,5,200,4,4,1,1,4,0.256,649
1988,5,200,4,4,1,2,1,0.261,752
1989,5,200,4,4,1,2,2,0.247,822
1990,5,200,4,4,1,2,3,0.432,937
1991,5,200,4,4,1,2,4,0.256,819
1992,5,200,4,4,1,3,1,0.284,1010
1993,5,200,4,4,1,3,2,0.265,1045
1994,5,200,4,4,1,3,3,0.444,1215
1995,5,200,4,4,1,3,4,0.290,1085
1996,5,200,4,4,1,4,1,0.269,892
1997,5,200,4,4,1,4,2,0.260,943
1998,5,200,4,4,1,4,3,0.424,1099
1999,5,200,4,4,1,4,4,0.279,971
2000,5,200,4,4,2,1,1,0.330,673
2001,5,200,4,4,2,1,2,0.334,690
2002,5,200,4,4,2,1,3,0.489,840
2003,5,200,4,4,2,1,4,0.338,691
2004,5,200,4,4,2,2,1,0.327,807
2005,5,200,4,4,2,2,2,0.337,829
2006,5,200,4,4,2,2,3,0.504,1005
2007,5,200,4,4,2,2,4,0.341,837
2008,5,200,4,4,2,3,1,0.331,1017
2009,5,200,4,4,2,3,2,0.342,1096
2010,5,200,4,4,2,3,3,0.505,1266
2011,5,200,4,4,2,3,4,0.337,1103
2012,5,200,4,4,2,4,1,0.342,912
2013,5,200,4,4,2,4,2,0.337,955
2014,5,200,4,4,2,4,3,0.489,1116
2015,5,200,4,4,2,4,4,0.350,978
2016,5,200,4,4,3,1,1,0.351,711
2017,5,200,4,4,3,1,2,0.344,758
2018,5,200,4,4,3,1,3,0.500,912
2019,5,200,4,4,3,1,4,0.339,746
2020,5,200,4,4,3,2,1,0.343,847
2021,5,200,4,4,3,2,2,0.356,881
2022,5,200,4,4,3,2,3,0.508,1119
2023,5,200,4,4,3,2,4,0.351,914
2024,5,200,4,4,3,3,1,0.350,1070
2025,5,200,4,4,3,3,2,0.345,1121
2026,5,200,4,4,3,3,3,0.506,1338
2027,5,200,4,4,3,3,4,0.350,1171
2028,5,200,4,4,3,4,1,0.352,968
2029,5,200,4,4,3,4,2,0.366,1015
2030,5,200,4,4,3,4,3,0.526,1186
2031,5,200,4,4,3,4,4,0.360,1048
2032,5,200,4,4,4,1,1,0.336,650
2033,5,200,4,4,4,1,2,0.335,689
2034,5,200,4,4,4,1,3,0.489,876
2035,5,200,4,4,4,1,4,0.336,722
2036,5,200,4,4,4,2,1,0.336,815
2037,5,200,4,4,4,2,2,0.332,854
2038,5,200,4,4,4,2,3,0.494,1046
2039,5,200,4,4,4,2,4,0.344,860
2040,5,200,4,4,4,3,1,0.336,1043
2041,5,200,4,4,4,3,2,0.335,1097
2042,5,200,4,4,4,3,3,0.492,1282
2043,5,200,4,4,4,3,4,0.333,1148
2044,5,200,4,4,4,4,1,0.340,943
2045,5,200,4,4,4,4,2,0.346,969
2046,5,200,4,4,4,4,3,0.507,1134
2047,5,200,4,4,4,4,4,0.346,1001
2048,5,400,1,1,1,1,1,1.707,186
2049,5,400,1,1,1,1,2,1.743,192
2050,5,400,1,1,1,1,3,2.628,250
2051,5,400,1,1,1,1,4,1.885,199
2052,5,400,1,1,1,2,1,1.852,209
2053,5,400,1,1,1,2,2,1.796,225
2054,5,400,1,1,1,2,3,2.762,270
2056,5,400,1,1,1,3,1,1.928,258
2057,5,400,1,1,1,3,2,1.957,260
2058,5,400,1,1,1,3,3,2.826,300
2059,5,400,1,1,1,3,4,1.843,262
2060,5,400,1,1,1,4,1,1.930,246
2061,5,400,1,1,1,4,2,2.033,272
2062,5,400,1,1,1,4,3,2.991,315
2065,5,400,1,1,2,1,2,2.298,201
2066,5,400,1,1,2,1,3,3.638,261
2067,5,400,1,1,2,1,4,2.447,193
2068,5,400,1,1,2,2,1,2.235,229
2069,5,400,1,1,2,2,2,2.355,234
2070,5,400,1,1,2,2,3,3.585,289
2071,5,400,1,1,2,2,4,2.389,237
2072,5,400,1,1,2,3,1,2.254,262
2075,5,400,1,1,2,3,4,2.438,264
2077,5,400,1,1,2,4,2,2.314,257
2078,5,400,1,1,2,4,3,3.504,308
2079,5,400,1,1,2,4,4,2.493,281
2080,5,400,1,1,3,1,1,2.380,206
2081,5,400,1,1,3,1,2,2.565,212
2082,5,400,1,1,3,1,3,3.695,272
2083,5,400,1,1,3,1,4,2.526,226
2084,5,400,1,1,3,2,1,2.427,238
2085,5,400,1,1,3,2,2,2.540,266
2086,5,400,1,1,3,2,3,3.632,289
2087,5,400,1,1,3,2,4,2.558,257
2088,5,400,1,1,3,3,1,2.425,266
2089,5,400,1,1,3,3,2,2.497,304
2090,5,400,1,1,3,3,3,3.644,332
2091,5,400,1,1,3,3,4,2.553,293
2092,5,400,1,1,3,4,1,2.400,298
2093,5,400,1,1,3,4,2,2.513,282
2094,5,400,1,1,3,4,3,3.679,341
2095,5,400,1,1,3,4,4,2.499,293
2096,5,400,1,1,4,1,1,2.290,191
2097,5,400,1,1,4,1,2,2.320,202
2098,5,400,1,1,4,1,3,3.607,248
2099,5,400,1,1,4,1,4,2.333,204
2100,5,400,1,1,4,2,1,2.255,219
2101,5,400,1,1,4,2,2,2.284,249
2102,5,400,1,1,4,2,3,3.679,276
2103,5,400,1,1,4,2,4,2.456,238
2104,5,400,1,1,4,3,1,2.303,252
2106,5,400,1,1,4,3,3,3.452,293
2107,5,400,1,1,4,3,4,2.375,265
2108,5,400,1,1,4,4,1,2.265,283
2109,5,400,1,1,4,4,2,2.268,291
2110,5,400,1,1,4,4,3,3.670,329
2111,5,400,1,1,4,4,4,2.397,285
2112,5,400,1,2,1,1,1,1.770,181
2114,5,400,1,2,1,1,3,2.712,233
2115,5,400,1,2,1,1,4,1.953,197
2118,5,400,1,2,1,2,3,2.758,262
2119,5,400,1,2,1,2,4,1.849,231
2120,5,400,1,2,1,3,1,1.880,249
2121,5,400,1,2,1,3,2,1.835,249
2123,5,400,1,2,1,3,4,1.883,270
2124,5,400,1,2,1,4,1,1.849,274
2125,5,400,1,2,1,4,2,1.951,273
2129,5,400,1,2,2,1,2,2.460,202
2130,5,400,1,2,2,1,3,3.427,257
2133,5,400,1,2,2,2,2,2.273,235
2134,5,400,1,2,2,2,3,3.550,296
2136,5,400,1,2,2,3,1,2.327,249
2137,5,400,1,2,2,3,2,2.451,259
2138,5,400,1,2,2,3,3,3.397,333
2139,5,400,1,2,2,3,4,2.398,282
2140,5,400,1,2,2,4,1,2.210,270
2142,5,400,1,2,2,4,3,3.581,318
2143,5,400,1,2,2,4,4,2.410,279
2144,5,400,1,2,3,1,1,2.504,200
2145,5,400,1,2,3,1,2,2.462,217
2147,5,400,1,2,3,1,4,2.522,231
2148,5,400,1,2,3,2,1,2.385,250
2149,5,400,1,2,3,2,2,2.521,244
2150,5,400,1,2,3,2,3,3.773,292
2151,5,400,1,2,3,2,4,2.540,248
2152,5,400,1,2,3,3,1,2.385,270
2153,5,400,1,2,3,3,2,2.458,272
2154,5,400,1,2,3,3,3,3.703,324
2155,5,400,1,2,3,3,4,2.542,300
2156,5,400,1,2,3,4,1,2.440,280
2157,5,400,1,2,3,4,2,2.543,282
2158,5,400,1,2,3,4,3,3.736,332
2159,5,400,1,2,3,4,4,2.519,297
2160,5,400,1,2,4,1,1,2.323,188
2161,5,400,1,2,4,1,2,2.279,206
2162,5,400,1,2,4,1,3,3.413,241
2163,5,400,1,2,4,1,4,2.454,221
2164,5,400,1,2,4,2,1,2.238,231
2165,5,400,1,2,4,2,2,2.336,246
2166,5,400,1,2,4,2,3,3.425,273
2167,5,400,1,2,4,2,4,2.276,241
2168,5,400,1,2,4,3,1,2.238,262
2169,5,400,1,2,4,3,2,2.301,274
2170,5,400,1,2,4,3,3,3.504,316
2171,5,400,1,2,4,3,4,2.365,284
2172,5,400,1,2,4,4,1,2.349,272
2173,5,400,1,2,4,4,2,2.411,285
2174,5,400,1,2,4,4,3,3.639,334
2175,5,400,1,2,4,4,4,2.457,277
2176,5,400,1,3,1,1,1,1.858,364
2177,5,400,1,3,1,1,2,1.810,374
2178,5,400,1,3,1,1,3,2.848,426
2179,5,400,1,3,1,1,4,1.887,383
2180,5,400,1,3,1,2,1,1.887,386
2181,5,400,1,3,1,2,2,1.910,398
2183,5,400,1,3,1,2,4,1.856,413
2184,5,400,1,3,1,3,1,1.898,443
2185,5,400,1,3,1,3,2,1.898,462
2186,5,400,1,3,1,3,3,2.823,494
2187,5,400,1,3,1,3,4,1.981,456
2188,5,400,1,3,1,4,1,1.878,409
2189,5,400,1,3,1,4,2,1.994,426
2190,5,400,1,3,1,4,3,2.825,479
2191,5,400,1,3,1,4,4,2.032,430
2192,5,400,1,3,2,1,1,2.295,364
2193,5,400,1,3,2,1,2,2.389,371
2194,5,400,1,3,2,1,3,3.634,437
2195,5,400,1,3,2,1,4,2.461,387
2196,5,400,1,3,2,2,1,2.390,391
2197,5,400,1,3,2,2,2,2.492,420
2198,5,400,1,3,2,2,3,3.706,458
2199,5,400,1,3,2,2,4,2.454,425
2200,5,400,1,3,2,3,1,2.369,447
2201,5,400,1,3,2,3,2,2.506,453
